Sync Signal ID,Signal ID,Location Name,System ID,System Name,Limit,Isolated,Latitude,Longitude,Location
306,12, KOENIG LN / GROVER AVE,32,KOENIG/NORTHLAND,NO,false,30.3298817,-97.7294846,"(30.3298817, -97.7294846)"
28,857, CAPITAL OF TEXAS HWY / RESEARCH BLVD SVRD,3,LOOP 360 - NORTH,NO,false,30.3892517,-97.7457657,"(30.3892517, -97.7457657)"
660,45, RIO GRANDE ST / 29TH ST,35,GUADALUPE - NORTH,NO,true,30.2959213,-97.7439194,"(30.2959213, -97.7439194)"
981,249, 12TH ST / RED RIVER ST,76,RED RIVER - SOUTH,NORTH/EAST,false,30.2723198,-97.7350464,"(30.2723198, -97.7350464)"
1413,456, BRAKER LN / METRIC BLVD,100,BRAKER - WEST,NO,false,30.3923416,-97.7082825,"(30.3923416, -97.7082825)"
680,861,FM 2222 RD / BELL MOUNTAIN DR,54,RM 2222 - CENTRAL,NO,false,30.3771896,-97.8054581,"(30.3771896, -97.8054581)"
220,665,5501 BLK MC NEIL DR (MCNEIL HIGH SCHOOL),26,MCNEIL/SPICEWOOD SPGS,NO,false,30.4473038,-97.7313156,"(30.4473038, -97.7313156)"
796,1006, 51ST ST / MUELLER BLVD,64,51ST,NO,false,30.3057785,-97.7028351,"(30.3057785, -97.7028351)"
644,561,US 183 HWY / MC KINNEY FALLS PKWY,42,BURLESON,NO,true,30.1982975,-97.6841202,"(30.1982975, -97.6841202)"
1335,670, SPRINGDALE RD / PECAN BROOK DR,93,NON-CORRIDOR,NO,true,30.3186951,-97.6613617,"(30.3186951, -97.6613617)"
1241,156, 1ST ST / CUMBERLAND RD,93,NON-CORRIDOR,NO,true,30.238203,-97.7621002,"(30.238203, -97.7621002)"
629,345, 7TH ST / 35 SVRD,48,7TH - EAST,NO,false,30.266571,-97.7338562,"(30.266571, -97.7338562)"
1346,532,3901 BLK W SLAUGHTER LN (BOWIE HIGH SCHOOL),93,NON-CORRIDOR,NO,true,30.1891022,-97.8568878,"(30.1891022, -97.8568878)"
435,371, 12TH ST / COMAL ST,52,12TH - EAST,NO,false,30.2731647,-97.7238464,"(30.2731647, -97.7238464)"
482,1004,US 290 HWY / W 290 WB AT JOE TANNER TRN,9,US 290 - WEST,NORTH/EAST,false,30.2350979,-97.8586273,"(30.2350979, -97.8586273)"
1411,523, BRAKER LN / SETON CENTER PKWY,100,BRAKER - WEST,NO,false,30.4002647,-97.7425232,"(30.4002647, -97.7425232)"
166,877,SH 71  / 973 RD,21,ROSS,NO,true,30.2023029,-97.6377563,"(30.2023029, -97.6377563)"
1037,360, 2ND ST / ROBERT T MARTINEZ JR ST,81,CESAR CHAVEZ - E,NO,true,30.2566471,-97.7202759,"(30.2566471, -97.7202759)"
274,185, LAMAR BLVD / PANTHER TRL,29,LAMAR - SOUTH,NO,false,30.2386703,-97.7892838,"(30.2386703, -97.7892838)"
370,81, BURNET RD / JUSTIN LN,41,BURNET,NO,false,30.3453846,-97.7375259,"(30.3453846, -97.7375259)"
529,330, 12TH ST / 35 SVRD,34,IH 35 SRVC RDS,NO,false,30.2718334,-97.7327881,"(30.2718334, -97.7327881)"
266,774, LAMAR BLVD / LAMAR SQUARE DR,29,LAMAR - SOUTH,NO,false,30.2542477,-97.7625885,"(30.2542477, -97.7625885)"
909,481, PARKFIELD DR / RUTLAND DR,71,RUNDBERG,NO,true,30.3692513,-97.7054977,"(30.3692513, -97.7054977)"
1228,403, STASSNEY LN / 1ST ST,93,NON-CORRIDOR,NO,true,30.2084713,-97.7815247,"(30.2084713, -97.7815247)"
120,792,US 290 HWY SVRD / MOPAC EXPY SVRD,17,SOUTHWEST PARKWAY,NO,true,30.2351933,-97.8256607,"(30.2351933, -97.8256607)"
1017,902, WEST GATE BLVD / WESTERN TRAILS BLVD,79,WEST GATE,NO,false,30.2290554,-97.8013229,"(30.2290554, -97.8013229)"
162,570, SLAUGHTER LN / CULLEN LN,20,SLAUGHTER,NO,false,30.1671963,-97.7909317,"(30.1671963, -97.7909317)"
1272,1018, LAMAR BLVD / TOOMEY RD,93,NON-CORRIDOR,NO,true,30.26295435,-97.75790697,"(30.26295435, -97.75790697)"
173,948, QUINLAN PARK RD / STEINER RANCH BLVD,22,RM 620,NO,true,30.3692398,-97.8917618,"(30.3692398, -97.8917618)"
1283,127, LAMAR BLVD / BARTON SKWY (Menchaca Rd),93,NON-CORRIDOR,NO,true,30.2436523,-97.7823639,"(30.2436523, -97.7823639)"
70,1001,SH 130 SVRD / 290 HWY SVRD,10,US 290 - EAST,NO,false,30.3403416,-97.5903091,"(30.3403416, -97.5903091)"
484,709,SH 71  / 290 HWY,9,US 290 - WEST,NO,false,30.2333431,-97.8747025,"(30.2333431, -97.8747025)"
200,355, 7TH ST / PLEASANT VALLEY RD,24,PLEASANT VALLEY,NORTH/EAST,false,30.2601261,-97.7094955,"(30.2601261, -97.7094955)"
279,683, BEN WHITE BLVD SVRD / LAMAR BLVD SVRD,29,LAMAR - SOUTH,SOUTH/WEST,false,30.2342701,-97.7956467,"(30.2342701, -97.7956467)"
1357,568, SPRINGDALE RD / 12TH ST,93,NON-CORRIDOR,NO,true,30.2789841,-97.6870193,"(30.2789841, -97.6870193)"
948,1013,600 BLK E 15TH ST (East of Red River St),74,15TH,NO,false,30.2753487,-97.733902,"(30.2753487, -97.733902)"
495,897,FM 620 RD / 183 HWY SVRD,12,US 183 - NORTH,NO,false,30.4688225,-97.7976913,"(30.4688225, -97.7976913)"
1216,119, 5TH ST / LAMAR BLVD,93,NON-CORRIDOR,NO,true,30.2702904,-97.7546005,"(30.2702904, -97.7546005)"
582,466, BRAKER LN / DOMAIN DR (Pickle Research Campus Driveway),43,BRAKER,NO,false,30.3923473,-97.7256241,"(30.3923473, -97.7256241)"
1090,143, CONGRESS AVE / OLTORF ST,86,OLTORF,NO,false,30.23876,-97.7535172,"(30.23876, -97.7535172)"
188,908,FM 620 RD / LAKE CREEK PKWY,22,RM 620,NO,false,30.4621582,-97.8160172,"(30.4621582, -97.8160172)"
1330,490, MANOR RD / LOYOLA LN,93,NON-CORRIDOR,NO,true,30.3100624,-97.6671524,"(30.3100624, -97.6671524)"
762,305, 6TH ST / SAN JACINTO BLVD,60,6TH,NO,false,30.267395,-97.7403717,"(30.267395, -97.7403717)"
970,152, CESAR CHAVEZ ST / RED RIVER ST,76,RED RIVER - SOUTH,SOUTH/WEST,false,30.2617817,-97.7387924,"(30.2617817, -97.7387924)"
742,875, CAPITAL OF TEXAS HWY / WALSH TARLTON LN,59,LOOP 360 - SOUTH,NORTH/EAST,false,30.2579861,-97.8122482,"(30.2579861, -97.8122482)"
784,321, 5TH ST / GUADALUPE ST,63,5TH,NO,false,30.2680931,-97.7466354,"(30.2680931, -97.7466354)"
317,846, GREAT HILLS TRL / RAIN CREEK PKWY,36,GREAT HILLS,SOUTH/WEST,false,30.3948116,-97.7546844,"(30.3948116, -97.7546844)"
668,459, BRAKER LN / KRAMER LN,43,BRAKER,NO,true,30.3908577,-97.7140121,"(30.3908577, -97.7140121)"
294,591,IH 35 SVRD / KOENIG LN SVRD,32,KOENIG/NORTHLAND,NO,true,30.3224621,-97.7074203,"(30.3224621, -97.7074203)"
271,125, LAMAR BLVD / MENCHACA RD (Barton Skwy),29,LAMAR - SOUTH,NO,false,30.244257,-97.781395,"(30.244257, -97.781395)"
691,673, PARMER LN / AMBERGLEN BLVD,55,PARMER - WEST,NO,false,30.4714336,-97.7626419,"(30.4714336, -97.7626419)"
993,326, COLORADO ST / 2ND ST,77,CONGRESS - NORTH,NO,true,30.2646828,-97.7455139,"(30.2646828, -97.7455139)"
815,785,FM 969 RD / JOHNNY MORRIS RD,65,MLK - EAST,NO,false,30.2827682,-97.653183,"(30.2827682, -97.653183)"
739,882, CAPITAL OF TEXAS HWY / MOPAC EXPY SVRD,59,LOOP 360 - SOUTH,NO,false,30.2477283,-97.8040085,"(30.2477283, -97.8040085)"
1111,149, CESAR CHAVEZ ST / CONGRESS AVE,87,CESAR CHAVEZ - WEST,NO,false,30.263382,-97.7445679,"(30.263382, -97.7445679)"
410,602, ANDERSON MILL RD / 183 HWY SVRD,46,ANDERSON MILL,NO,false,30.4486465,-97.790947,"(30.4486465, -97.790947)"
301,443, NORTHLAND DR / MARILYN DR,32,KOENIG/NORTHLAND,NO,false,30.3345642,-97.7515335,"(30.3345642, -97.7515335)"
1293,549, GROVE BLVD / RIVERSIDE DR,93,NON-CORRIDOR,NO,true,30.2270241,-97.7079239,"(30.2270241, -97.7079239)"
697,1019, PARMER LN / LEGENDARY DR (Riata Vista Circle - East),55,PARMER - WEST,NO,false,30.43435576,-97.73172024,"(30.43435576, -97.73172024)"
942,955,US 290 HWY SVRD / OLD FREDERICKSBURG RD,17,SOUTHWEST PARKWAY,NO,true,30.2356567,-97.8521423,"(30.2356567, -97.8521423)"
1308,1011, 1ST ST / TAFT LN,93,NON-CORRIDOR,NO,true,30.1632843,-97.8007126,"(30.1632843, -97.8007126)"
1127,704, BRODIE LN / SILK OAK DR,88,BRODIE,NO,false,30.1907635,-97.8452148,"(30.1907635, -97.8452148)"
6,104, LAMAR BLVD / PARKWAY ,29,LAMAR - SOUTH,NO,false,30.277359,-97.7511673,"(30.277359, -97.7511673)"
84,620,IH 35 SVRD / ANDERSON LN SVRD,11,US 183 - SOUTH,SOUTH/WEST,false,30.3395042,-97.7006454,"(30.3395042, -97.7006454)"
1292,773, MANOR RD / 35 SVRD,93,NON-CORRIDOR,NO,true,30.2830906,-97.727478,"(30.2830906, -97.727478)"
698,807, PARMER LN / SILVER CREEK DR,55,PARMER - WEST,NO,false,30.4254665,-97.7152405,"(30.4254665, -97.7152405)"
721,812, AVERY RANCH BLVD / MORGAN CREEK DR,55,PARMER - WEST,NO,true,30.4983463,-97.767067,"(30.4983463, -97.767067)"
1073,147, CESAR CHAVEZ ST / GUADALUPE ST,85,GUADALUPE - SOUTH,SOUTH/WEST,false,30.2643661,-97.7480011,"(30.2643661, -97.7480011)"
958,256, 11TH ST / TRINITY ST,75,11TH,NO,false,30.2717628,-97.7375641,"(30.2717628, -97.7375641)"
129,739, SOUTHWEST PKWY / WILLIAM CANNON DR,17,SOUTHWEST PARKWAY,SOUTH/WEST,false,30.2545109,-97.8656235,"(30.2545109, -97.8656235)"
330,751, ENFIELD RD / EXPOSITION BLVD,37,ENFIELD,SOUTH/WEST,false,30.2905979,-97.7720566,"(30.2905979, -97.7720566)"
1051,181, ANDERSON LN / BURRELL DR,83,ANDERSON,NORTH/EAST,false,30.3519783,-97.7220688,"(30.3519783, -97.7220688)"
879,610, LAMAR BLVD / LONGSPUR BLVD,70,LAMAR - NORTH,NO,false,30.3673611,-97.6945877,"(30.3673611, -97.6945877)"
1165,917,US 290 HWY SVRD / ED BLUESTEIN BLVD SVRD (Southeast intersection of 290 / 183 ),10,US 290 - EAST,NO,false,30.325205,-97.672077,"(30.325205, -97.672077)"
1368,393, PLEASANT VALLEY RD / SOUTH LAKESHORE BLVD,93,NON-CORRIDOR,NO,true,30.2425137,-97.7171478,"(30.2425137, -97.7171478)"
554,49, GUADALUPE ST / 41ST ST,35,GUADALUPE - NORTH,NO,false,30.3063908,-97.7357941,"(30.3063908, -97.7357941)"
533,35, MARTIN LUTHER KING JR BLVD / 35 SVRD,34,IH 35 SRVC RDS,NO,false,30.2785587,-97.730484,"(30.2785587, -97.730484)"
1229,698, DUVAL RD / JOLLYVILLE RD,93,NON-CORRIDOR,NO,true,30.4172859,-97.7500381,"(30.4172859, -97.7500381)"
757,300, 6TH ST / GUADALUPE ST,60,6TH,NO,false,30.2690239,-97.7462616,"(30.2690239, -97.7462616)"
1365,779, MC KINNEY FALLS PKWY / WILLIAM CANNON DR,93,NON-CORRIDOR,NO,true,30.1632175,-97.7258301,"(30.1632175, -97.7258301)"
1006,286, 8TH ST / SAN JACINTO BLVD,78,SAN JACINTO,NO,false,30.2692356,-97.7396927,"(30.2692356, -97.7396927)"
39,866, CAPITAL OF TEXAS HWY / PASCAL LN,3,LOOP 360 - NORTH,SOUTH/WEST,false,30.3154545,-97.8260498,"(30.3154545, -97.8260498)"
604,163, AIRPORT BLVD / 12TH ST,47,AIRPORT,NO,false,30.2768612,-97.7003326,"(30.2768612, -97.7003326)"
1024,754, 35TH ST / EXPOSITION BLVD,80,EXPOSITION,NORTH/EAST,false,30.3104992,-97.7627029,"(30.3104992, -97.7627029)"
987,303, 6TH ST / CONGRESS AVE,77,CONGRESS - NORTH,NO,false,30.2680664,-97.7428131,"(30.2680664, -97.7428131)"
748,819, MOPAC EXPY SVRD / BARTON SKWY,59,LOOP 360 - SOUTH,NO,true,30.2633686,-97.7898788,"(30.2633686, -97.7898788)"
938,651,US 290 HWY SVRD / BERKMAN DR,73,CAMERON - SOUTH,NO,true,30.3219185,-97.6890259,"(30.3219185, -97.6890259)"
119,733, SOUTHWEST PKWY / TRAVIS COOK RD,17,SOUTHWEST PARKWAY,NO,true,30.262125,-97.8888702,"(30.262125, -97.8888702)"
1062,291, 7TH ST / LAVACA ST,84,7TH - WEST,NO,false,30.2696552,-97.7448425,"(30.2696552, -97.7448425)"
305,13, KOENIG LN / WOODROW AVE,32,KOENIG/NORTHLAND,NO,false,30.3308716,-97.7315903,"(30.3308716, -97.7315903)"
997,177, BRAZOS ST / 2ND ST,77,CONGRESS - NORTH,NO,true,30.2639465,-97.7428589,"(30.2639465, -97.7428589)"
368,83, BURNET RD / ROMERIA DR,41,BURNET,NO,false,30.3369274,-97.7394638,"(30.3369274, -97.7394638)"
494,896,FM 620 RD / 183 HWY SVRD,12,US 183 - NORTH,NO,false,30.4691181,-97.7966461,"(30.4691181, -97.7966461)"
236,763, SPICEWOOD SPRINGS RD / YAUPON DR,26,MCNEIL/SPICEWOOD SPGS,NO,false,30.4283123,-97.7830505,"(30.4283123, -97.7830505)"
797,586, MARTIN LUTHER KING JR BLVD / COMAL ST,65,MLK - EAST,SOUTH/WEST,false,30.2791042,-97.7251358,"(30.2791042, -97.7251358)"
421,50, GUADALUPE ST / 45TH ST,49,45TH,NO,false,30.3108425,-97.7329788,"(30.3108425, -97.7329788)"
89,638, ANDERSON LN SVRD / LAMAR BLVD SVRD,11,US 183 - SOUTH,NO,false,30.3477535,-97.7119446,"(30.3477535, -97.7119446)"
510,146, 1ST ST / LIVE OAK ST,19,SOUTH 1ST - NORTH,NO,false,30.2444649,-97.7576752,"(30.2444649, -97.7576752)"
890,473, LAMAR BLVD / THURMOND ST,70,LAMAR - NORTH,SOUTH/WEST,false,30.3533516,-97.7056351,"(30.3533516, -97.7056351)"
1234,573, SLAUGHTER LN / LINDSHIRE LN,93,NON-CORRIDOR,NO,true,30.1781845,-97.8387756,"(30.1781845, -97.8387756)"
714,306, 6TH ST / TRINITY ST,56,TRINITY,NO,false,30.2670689,-97.7393341,"(30.2670689, -97.7393341)"
312,633, JOLLYVILLE RD / OAK KNOLL DR,33,JOLLYVILLE,NORTH/EAST,false,30.427557,-97.7600708,"(30.427557, -97.7600708)"
1219,787, MOPAC EXPY / SLAUGHTER LN,93,NON-CORRIDOR,NO,true,30.2005672,-97.8654556,"(30.2005672, -97.8654556)"
169,322, PEARCE LN / ROSS RD,21,ROSS,SOUTH/WEST,false,30.1694298,-97.6231079,"(30.1694298, -97.6231079)"
468,946, WILLIAM CANNON DR / MOPAC EXPY SVRD,7,WILLIAM CANNON,NO,false,30.220665,-97.8369675,"(30.220665, -97.8369675)"
867,262, LAVACA ST / 10TH ST,69,LAVACA,NO,false,30.27248,-97.7438049,"(30.27248, -97.7438049)"
1396,392, PLEASANT VALLEY RD / RIVERSIDE DR,98,PLEASANT VALLEY - SOUTH,NO,false,30.2341137,-97.7228088,"(30.2341137, -97.7228088)"
226,805, MC NEIL DR / TECHNOLOGY BLVD,26,MCNEIL/SPICEWOOD SPGS,NO,false,30.4381447,-97.7581558,"(30.4381447, -97.7581558)"
167,878,SH 71 SVRD / 973 RD,21,ROSS,NO,true,30.2031937,-97.6394501,"(30.2031937, -97.6394501)"
1395,391, PLEASANT VALLEY RD / RIVERSIDE DR,98,PLEASANT VALLEY - SOUTH,NO,false,30.2336788,-97.7234879,"(30.2336788, -97.7234879)"
149,432, BRODIE LN / SLAUGHTER LN,20,SLAUGHTER,NO,false,30.1835499,-97.8497925,"(30.1835499, -97.8497925)"
136,204, SLAUGHTER LN / 1ST ST,18,SOUTH 1ST - SOUTH,NO,false,30.1724548,-97.7995529,"(30.1724548, -97.7995529)"
323,236, WINDSOR RD / HARTFORD RD (Mopac / Loop 1),37,ENFIELD,NO,true,30.2916527,-97.7588196,"(30.2916527, -97.7588196)"
112,653, CAMERON RD / ST JOHNS AVE,16,ST JOHNS,NORTH/EAST,false,30.3260517,-97.6923065,"(30.3260517, -97.6923065)"
1193,1045, SOUTHWEST PKWY / MIRADOR DR,17,SOUTHWEST PARKWAY,NO,false,30.257049,-97.870759,"(30.257049, -97.870759)"
199,311, PLEASANT VALLEY RD / WEBBERVILLE RD,24,PLEASANT VALLEY,NO,true,30.2653866,-97.7090378,"(30.2653866, -97.7090378)"
809,637, MARTIN LUTHER KING JR BLVD / SPRINGDALE RD,65,MLK - EAST,NO,false,30.285862,-97.6826248,"(30.285862, -97.6826248)"
161,922, SLAUGHTER LN / FRANCIA TRL,20,SLAUGHTER,NO,false,30.1692791,-97.7958298,"(30.1692791, -97.7958298)"
373,91, BURNET RD / NORTHCROSS DR,41,BURNET,NO,false,30.3522167,-97.7332458,"(30.3522167, -97.7332458)"
344,142, CONGRESS AVE / LIVE OAK ST,39,CONGRESS - SOUTH,NO,false,30.2418518,-97.7525253,"(30.2418518, -97.7525253)"
11,811, GREAT HILLS TRL / RESEARCH BLVD SVRD,1,US 183 - CENTRAL,NO,false,30.3941498,-97.7469177,"(30.3941498, -97.7469177)"
165,765, SLAUGHTER LN / 35 SVRD,20,SLAUGHTER,NORTH/EAST,false,30.1670322,-97.7849808,"(30.1670322, -97.7849808)"
888,681, ESCARPMENT BLVD / SLAUGHTER LN,61,ESCARPMENT,NO,false,30.2005997,-97.8784256,"(30.2005997, -97.8784256)"
681,689,FM 2222 RD / JESTER BLVD,54,RM 2222 - CENTRAL,NO,false,30.3694973,-97.8019943,"(30.3694973, -97.8019943)"
1232,749, LAKE AUSTIN BLVD / REDBUD TRL,93,NON-CORRIDOR,NO,true,30.2915916,-97.7830658,"(30.2915916, -97.7830658)"
311,172, AIRPORT BLVD / KOENIG LN SVRD,32,KOENIG/NORTHLAND,NORTH/EAST,false,30.31991,-97.7125473,"(30.31991, -97.7125473)"
838,548, MENCHACA RD / BEN WHITE BLVD SVRD,66,BEN WHITE - WEST,NO,false,30.2296352,-97.7885208,"(30.2296352, -97.7885208)"
1049,645, LAMPLIGHT VILLAGE AVE / SCOFIELD RIDGE PKWY,82,HOWARD,SOUTH/WEST,false,30.4281406,-97.6890717,"(30.4281406, -97.6890717)"
1018,324, WEST GATE BLVD / LAMAR BLVD SVRD,79,WEST GATE,NO,false,30.2319736,-97.8005447,"(30.2319736, -97.8005447)"
1217,230, CESAR CHAVEZ ST / B R REYNOLDS DR,93,NON-CORRIDOR,NO,true,30.266964,-97.7570953,"(30.266964, -97.7570953)"
1162,916,US 290 HWY SVRD / ANDERSON LN SVRD (Northwest Intersection of 290 / 183),10,US 290 - EAST,SOUTH/WEST,false,30.325923,-97.674598,"(30.325923, -97.674598)"
378,615, BURNET RD / RESEARCH BLVD SVRD,41,BURNET,NO,false,30.3728848,-97.7264786,"(30.3728848, -97.7264786)"
244,192, MENCHACA RD / STASSNEY LN,27,MENCHACA,NO,false,30.2154312,-97.7977066,"(30.2154312, -97.7977066)"
1349,75,US 290 HWY / HUDSON LOOP,93,NON-CORRIDOR,NO,true,30.2295156,-97.89159663,"(30.2295156, -97.89159663)"
268,122, LAMAR BLVD / HETHER ST,29,LAMAR - SOUTH,NO,false,30.2494106,-97.7674408,"(30.2494106, -97.7674408)"
1126,432, BRODIE LN / SLAUGHTER LN,88,BRODIE,NO,false,30.1835499,-97.8497925,"(30.1835499, -97.8497925)"
722,116, LAMAR BLVD / 12TH ST,58,12TH - WEST,SOUTH/WEST,false,30.2768974,-97.7513962,"(30.2768974, -97.7513962)"
556,70, DEAN KEETON ST / RED RIVER ST,38,DEAN KEETON,NORTH/EAST,false,30.2871666,-97.7267456,"(30.2871666, -97.7267456)"
1345,121, LAMAR BLVD / BARTON SPRINGS RD,93,NON-CORRIDOR,NO,true,30.2608624,-97.758522,"(30.2608624, -97.758522)"
1112,182, BRAZOS ST / CESAR CHAVEZ ST,87,CESAR CHAVEZ - WEST,NO,false,30.2630291,-97.7432098,"(30.2630291, -97.7432098)"
1230,184, LAMAR BLVD / LAMAR BLVD SVRD (BRODIE OAKS SHOPPING CENTER),93,NON-CORRIDOR,NO,true,30.2362595,-97.7925873,"(30.2362595, -97.7925873)"
723,241, 12TH ST / SHOAL CREEK BLVD,58,12TH - WEST,NO,false,30.2764111,-97.7499084,"(30.2764111, -97.7499084)"
1063,292, 7TH ST / COLORADO ST,84,7TH - WEST,NO,false,30.2693481,-97.7437744,"(30.2693481, -97.7437744)"
321,810, GREAT HILLS TRL / RESEARCH BLVD SVRD,36,GREAT HILLS,NO,false,30.3940792,-97.7459869,"(30.3940792, -97.7459869)"
791,318, 5TH ST / NECHES ST,63,5TH,NO,false,30.2658424,-97.7385864,"(30.2658424, -97.7385864)"
1412,466, BRAKER LN / DOMAIN DR (Pickle Research Campus Driveway),100,BRAKER - WEST,NO,false,30.3923473,-97.7256241,"(30.3923473, -97.7256241)"
144,788, MOPAC EXPY / SLAUGHTER LN,20,SLAUGHTER,NO,false,30.2009945,-97.8668747,"(30.2009945, -97.8668747)"
1199,741, PARMER LN / MC CALLEN PASS,91,PARMER - EAST,SOUTH/WEST,false,30.4052601,-97.6639328,"(30.4052601, -97.6639328)"
1332,833, CAPITAL OF TEXAS HWY / CEDAR ST,93,NON-CORRIDOR,NO,true,30.339468,-97.8035583,"(30.339468, -97.8035583)"
893,342, RUNDBERG LN / NORTH CREEK DR,71,RUNDBERG,NO,false,30.3600388,-97.6917953,"(30.3600388, -97.6917953)"
1388,620,IH 35 SVRD / ANDERSON LN SVRD,95,US 183 - EAST,NO,false,30.3395042,-97.7006454,"(30.3395042, -97.7006454)"
1273,295, 7TH ST / SAN JACINTO BLVD,93,NON-CORRIDOR,NO,true,30.2682953,-97.740036,"(30.2682953, -97.740036)"
792,319, 5TH ST / RED RIVER ST,63,5TH,NORTH/EAST,false,30.2655354,-97.7374878,"(30.2655354, -97.7374878)"
1221,725, JOHNNY MORRIS RD / LOYOLA LN,93,NON-CORRIDOR,NO,true,30.3002377,-97.6482162,"(30.3002377, -97.6482162)"
652,565, BLUE MEADOW DR / BLUFF SPRINGS RD,7,WILLIAM CANNON,NO,true,30.1836624,-97.7689667,"(30.1836624, -97.7689667)"
184,896,FM 620 RD / 183 HWY SVRD,22,RM 620,NO,false,30.4691181,-97.7966461,"(30.4691181, -97.7966461)"
1244,850, CAPITAL OF TEXAS HWY / SPICEWOOD SPRINGS RD (EAST - BLUFFSTONE DR ),93,NON-CORRIDOR,NO,true,30.3850155,-97.7667313,"(30.3850155, -97.7667313)"
655,359, GRAND AVENUE PKWY / CENTRAL COMMERCE DR,8,WELLS BRANCH,NO,true,30.4559536,-97.6599274,"(30.4559536, -97.6599274)"
13,808, BRAKER LN / RESEARCH BLVD SVRD,1,US 183 - CENTRAL,NO,false,30.4005356,-97.7462845,"(30.4005356, -97.7462845)"
148,542, SLAUGHTER LN / WOLFTRAP DR,20,SLAUGHTER,NO,false,30.1866856,-97.8550339,"(30.1866856, -97.8550339)"
88,640, ANDERSON LN SVRD / LAMAR BLVD SVRD,11,US 183 - SOUTH,NO,false,30.3470039,-97.7124252,"(30.3470039, -97.7124252)"
989,284, 8TH ST / CONGRESS AVE,77,CONGRESS - NORTH,NO,false,30.2699051,-97.7421112,"(30.2699051, -97.7421112)"
611,168, AIRPORT BLVD / 35 SVRD,47,AIRPORT,NO,false,30.3026237,-97.7157364,"(30.3026237, -97.7157364)"
24,853, CAPITAL OF TEXAS HWY / MOPAC EXPY SVRD,3,LOOP 360 - NORTH,NORTH/EAST,false,30.3899574,-97.7349854,"(30.3899574, -97.7349854)"
614,171, AIRPORT BLVD / 53RD HALF ST,47,AIRPORT,NO,false,30.3150253,-97.7146301,"(30.3150253, -97.7146301)"
928,656, CAMERON RD / BRIARCLIFF BLVD,73,CAMERON - SOUTH,NO,false,30.3172894,-97.6996155,"(30.3172894, -97.6996155)"
57,529, TECH RIDGE BLVD / 35 SVRD (YAGER LN),5,YAGER,NO,false,30.3991604,-97.6730423,"(30.3991604, -97.6730423)"
331,411, CONGRESS AVE / WILLIAM CANNON DR,39,CONGRESS - SOUTH,SOUTH/WEST,false,30.1930141,-97.7788773,"(30.1930141, -97.7788773)"
377,74, BURNET RD / ROCKWOOD LN,41,BURNET,NO,false,30.3682861,-97.7275848,"(30.3682861, -97.7275848)"
308,10, KOENIG LN / GUADALUPE ST,32,KOENIG/NORTHLAND,NO,false,30.3235016,-97.7238312,"(30.3235016, -97.7238312)"
896,777, RUNDBERG LN / MIDDLE FISKVILLE RD,71,RUNDBERG,NO,false,30.3574352,-97.6865082,"(30.3574352, -97.6865082)"
528,340, 12TH ST / 35 SVRD,34,IH 35 SRVC RDS,NO,false,30.2718697,-97.7318878,"(30.2718697, -97.7318878)"
363,88, BURNET RD / HANCOCK DR,41,BURNET,NO,false,30.3220119,-97.7393341,"(30.3220119, -97.7393341)"
392,510, MONTOPOLIS DR / BEN WHITE BLVD SVRD,44,BEN WHITE - EAST,NO,false,30.2119789,-97.7125397,"(30.2119789, -97.7125397)"
1031,135, CESAR CHAVEZ ST / 35 SVRD,81,CESAR CHAVEZ - E,SOUTH/WEST,false,30.2612305,-97.736763,"(30.2612305, -97.736763)"
1041,540, HOWARD LN / DESSAU RD,82,HOWARD,NORTH/EAST,false,30.4036503,-97.6384277,"(30.4036503, -97.6384277)"
645,705, MC KINNEY FALLS PKWY / DEE GABRIEL COLLINS RD,7,WILLIAM CANNON,NO,true,30.1724491,-97.7220612,"(30.1724491, -97.7220612)"
634,48, 38TH ST / GUADALUPE ST,50,38TH,NO,false,30.302742,-97.7381439,"(30.302742, -97.7381439)"
625,353, 7TH ST / PROSPECT AVE,48,7TH - EAST,NO,false,30.2614746,-97.7174606,"(30.2614746, -97.7174606)"
1259,351, 7TH ST / COMAL ST,93,NON-CORRIDOR,NO,true,30.2639542,-97.7261353,"(30.2639542, -97.7261353)"
73,784, HARRIS BRANCH PKWY / 290 HWY SVRD,10,US 290 - EAST,NO,false,30.3346481,-97.6074753,"(30.3346481, -97.6074753)"
566,926, CAMERON RD / FERGUSON LN,40,CAMERON - NORTH,NO,false,30.3458042,-97.6774902,"(30.3458042, -97.6774902)"
235,720, SPICEWOOD SPRINGS RD / RUSTIC ROCK DR,26,MCNEIL/SPICEWOOD SPGS,NO,false,30.4301472,-97.7812271,"(30.4301472, -97.7812271)"
501,601, ANDERSON MILL RD / 183 HWY SVRD,12,US 183 - NORTH,SOUTH/WEST,false,30.4488926,-97.7900314,"(30.4488926, -97.7900314)"
296,590,IH 35 SVRD / 290 HWY SVRD (E Koenig LN),32,KOENIG/NORTHLAND,NO,true,30.3227043,-97.7060852,"(30.3227043, -97.7060852)"
1145,384, RIVERSIDE DR / 35 SVRD,89,RIVERSIDE,NO,false,30.2478428,-97.7348862,"(30.2478428, -97.7348862)"
107,409, CONGRESS AVE / STASSNEY LN,14,STASSNEY - WEST,NO,false,30.204942,-97.77479,"(30.204942, -97.77479)"
