name;segment;length;status;geo_shape;width;trailtype;surftype;installdate;priorcorr;pilzone;equestrian;ada;projname;projnum;lastmaint;notes;rating;looptrail;loopname;geo_point_2d
Pritchett Farms Private Greenway Connector;Noble Flaire Drive to Campbell Greenway;0.072560369999999;Existing;"{""type"": ""LineString"", ""coordinates"": [[-78.74088065183997, 35.73910851780074], [-78.74039531628522, 35.739131788226594], [-78.74034440923631, 35.73913454149155], [-78.74031809736277, 35.739130193109055], [-78.74029180275573, 35.739120120229195], [-78.74026730970745, 35.73909574211883], [-78.74024281667104, 35.73907136490462], [-78.74020251013066, 35.7390526766715], [-78.7400906762133, 35.73902758484249], [-78.74005512077301, 35.739032517791074], [-78.74001908739741, 35.73904925390137], [-78.73995096966694, 35.73908273452407], [-78.73991936100688, 35.7390880328002], [-78.7398987539127, 35.73908333867279], [-78.73981283960286, 35.73905668311433], [-78.73979047114253, 35.73905377350023], [-78.73965752411476, 35.7390534893132]]}";6.0;Greenway Connector;Asphalt;;;;;;Pritchett Farms Phase 2;14-SB-031;;;;;;35.7390890769, -78.7402647604
O'Kelly Chapel Rd Street-Side Trail;Outer Loop Greenway to Louis Stephens Drive;0.11184692;Proposed;"{""type"": ""LineString"", ""coordinates"": [[-78.89242027572381, 35.84524874177187], [-78.89184843197343, 35.84553025845577], [-78.89126224198701, 35.845819723740874], [-78.89071410670108, 35.84608684312332]]}";10.0;Street-Side;Concrete;;NA;West;No;;;;;;;;;35.8456685331, -78.891567554
Kit Creek Greenway;Little Dr to Kit Creek Rd;0.42427779999999904;Proposed;"{""type"": ""LineString"", ""coordinates"": [[-78.8867972717213, 35.85969483189128], [-78.88694208680049, 35.85954835934258], [-78.88710335028841, 35.859404126301186], [-78.88731377203774, 35.859159975774524], [-78.88764184486031, 35.85870269179054], [-78.88802453892744, 35.85821879957106], [-78.88838541266162, 35.8577082313522], [-78.88863698763839, 35.85734860912803], [-78.88877922928002, 35.8571043927215], [-78.88885866538637, 35.85688678177387], [-78.88894633435275, 35.856571435420605], [-78.88902332533848, 35.85616722613184], [-78.8886989915781, 35.85591565756005], [-78.88874942096231, 35.855457831546424], [-78.88868896495812, 35.85468750177067], [-78.88842981902812, 35.85419135603763]]}";0.0;Street-Side;Asphalt;;RTP To Middle Creek;West;;;;;;;;;;35.8570663609, -78.8882952208
Holly Springs Rd Street-Side Trail;East side of Walnut Street - S;0.08886302999999901;Proposed;"{""type"": ""LineString"", ""coordinates"": [[-78.74041087200197, 35.7458907426326], [-78.74041720990868, 35.74591444830333], [-78.7404118713433, 35.745937331382024], [-78.74037755403967, 35.74605650049345], [-78.7403668987137, 35.74609511172272], [-78.74036556672374, 35.74614566777739], [-78.74036717450224, 35.746191460120194], [-78.74038456004676, 35.746243487434306], [-78.74040022153662, 35.74628597021054], [-78.74040357441383, 35.74633510579707], [-78.74039292365241, 35.74637228658218], [-78.7403722712633, 35.746426616883824], [-78.74036213497826, 35.746485739582134], [-78.74036664233203, 35.746539646705244], [-78.74038054042435, 35.74658451070934], [-78.74039971245989, 35.74662700186669], [-78.74040948459768, 35.746681397928214], [-78.74042437353414, 35.74678206971752], [-78.74043356234138, 35.746835986812016], [-78.74044631715212, 35.746872263849], [-78.74046842406686, 35.746911899440455], [-78.74048408309244, 35.74695485991013], [-78.74050604849343, 35.747152430847954]]}";10.0;Street-Side;Concrete;;NA;South;;;Walnut Street Retail (Bojangles);18-DP-0088;;;;;;35.7465209603, -78.7404134415
Davis Dr Street-Side Trail;Lake Grove Blvd to Carramore Ave;0.41102494;Existing;"{""type"": ""LineString"", ""coordinates"": [[-78.84764609859137, 35.817087822752754], [-78.84767183071214, 35.8172695493442], [-78.847796830627, 35.8181502433578], [-78.84781588962699, 35.81837349675686], [-78.847826557266, 35.81853015367255], [-78.8478415806371, 35.818792125973744], [-78.8478735414253, 35.81959880388926], [-78.84785374335942, 35.81976747262717], [-78.84785839740029, 35.81980426092609], [-78.84787383412738, 35.81984613628476], [-78.84789248047142, 35.819886112031526], [-78.8480094697192, 35.82023125117288], [-78.8480177661407, 35.82034858347932], [-78.84804010562257, 35.82048749857208], [-78.84806883847318, 35.8206346625067], [-78.84810024449189, 35.820795149649776], [-78.84811877569231, 35.8208960066067], [-78.84813032898525, 35.82094104976801], [-78.84815745894626, 35.82104381833749], [-78.84819461638953, 35.821240459630225], [-78.84822830045354, 35.821400953149144], [-78.84833419205692, 35.82186466985498], [-78.84842144149628, 35.822242112048976], [-78.84845995989994, 35.82243304853897], [-78.84845835591254, 35.8224787098244], [-78.84851923041143, 35.822800582611706], [-78.84860678063498, 35.82297348029906]]}";10.0;Street-Side;Concrete;;NA;West;No;;;;;;;;;35.8200492497, -78.84803328
Flat Branch Greenway;GREEN LEVEL WEST ROAD TO DARLINGTON SUBDIVISION;0.06751514;Proposed;"{""type"": ""LineString"", ""coordinates"": [[-78.910929323662, 35.779233234093866], [-78.91084000994526, 35.77928086519502], [-78.91078874336296, 35.779327331619136], [-78.91076090170613, 35.77936308287667], [-78.91074507338031, 35.77940099984628], [-78.91071341137184, 35.779450580321345], [-78.91067355520772, 35.77950015568082], [-78.910629027286, 35.77953923324903], [-78.91057397092577, 35.77957162681625], [-78.91050839140686, 35.77959256465624], [-78.91044164791695, 35.77960777806975], [-78.91032806215448, 35.77963822033843], [-78.91025662258379, 35.779664878165676], [-78.91018400210133, 35.77970107310397], [-78.91010200229599, 35.779750617194985], [-78.9100094559738, 35.779809692364694]]}";10.0;Greenway;Asphalt;;;West;;;AUTUMNWOOD PHASE 2;15-SB-021;;;;;;35.7795486851, -78.9104918342
Twin Lakes Greenway;McCrimmon Pkwy to Twin Lakes Trail;0.032547859999999006;Existing;"{""type"": ""LineString"", ""coordinates"": [[-78.84937800645376, 35.82987792874576], [-78.84953341212342, 35.82992855907248], [-78.84956324689145, 35.829947196634194], [-78.84968954470733, 35.83006039088085], [-78.84973298509622, 35.83008584210206], [-78.84981682934058, 35.830115636124226], [-78.84984582519287, 35.830120018956016], [-78.84985506323464, 35.83012685069552]]}";10.0;Greenway;Asphalt;2019-07-17T02:00:00+00:00;NA;Central;;;Twin Lakes Center;18-DP-0135;;;;;;35.8300002961, -78.8496180571
Southerlyn Private Greenway Connector;Green Level Church Road;0.04793124;Existing;"{""type"": ""LineString"", ""coordinates"": [[-78.90219772271331, 35.788285120950746], [-78.90226102139869, 35.78822125940991], [-78.90231262997669, 35.78814307876167], [-78.90240763463743, 35.78800006689801], [-78.90254485414476, 35.78780176076268], [-78.90259645762724, 35.787726442641464], [-78.90262644955233, 35.7876852572662]]}";8.0;Greenway Connector;Asphalt;2015-03-24T01:00:00+00:00;;;;;Southerlyn Subdivision;12-SB-004;;;;;;35.7879887651, -78.9024161792
Toscana Private Greenway Connector;Woodlands Greenway to Woodlands Greenway;0.45871348000000006;Existing;"{""type"": ""LineString"", ""coordinates"": [[-78.89857205993006, 35.79386666543709], [-78.89856109008767, 35.79378786205954], [-78.89854249699603, 35.79367528362516], [-78.89850981662919, 35.79359321913669], [-78.89844428729853, 35.793562638851554], [-78.89834361352513, 35.793547292508904], [-78.89828041675197, 35.79352434572812], [-78.898200885473, 35.79345559718861], [-78.89807237003542, 35.793236088223736], [-78.89802564396972, 35.793150196469135], [-78.89800242894263, 35.79298991783514], [-78.89801888836861, 35.79293651187612], [-78.8980610793053, 35.79290411425248], [-78.89813606631364, 35.79286220424996], [-78.89822512374397, 35.79280313542061], [-78.89827204178917, 35.792736400602834], [-78.898290853906, 35.79267345768161], [-78.89826753050244, 35.79259903255994], [-78.89821141949642, 35.79252839541982], [-78.89814121300057, 35.79249399567869], [-78.8980592759047, 35.79247675661857], [-78.89798905026859, 35.79245761917108], [-78.89796100334847, 35.792415622964846], [-78.89794245343866, 35.792270611487275], [-78.89788673796804, 35.79188708855786], [-78.89786350189472, 35.79174398125341], [-78.89787316992877, 35.79150550902661], [-78.89787112906016, 35.79126702696642], [-78.89788990853273, 35.79123079438338], [-78.89791569488573, 35.79120792193367], [-78.89800941057149, 35.791167935815494], [-78.89861152779889, 35.7909127874206], [-78.89869585926287, 35.790886147228996], [-78.8988082672252, 35.79087860988476], [-78.89892298632375, 35.7908939675122], [-78.89915474743488, 35.790941855810836], [-78.8992577589943, 35.79095720343211], [-78.89931397194833, 35.790945802867824], [-78.89936083341924, 35.79092294752432], [-78.8993936749418, 35.79087527838912], [-78.89952506892567, 35.79066361675485], [-78.89955326057935, 35.790589234300306], [-78.89958839882073, 35.79057781623246], [-78.89973120378208, 35.79060464327402], [-78.89985761960797, 35.790629549441185], [-78.89996295635747, 35.79065825354841], [-78.90001916428811, 35.79065066803019], [-78.9000871304549, 35.790603027521534], [-78.9000989087918, 35.79054580202569], [-78.9000591797409, 35.790482810774044], [-78.90001947322907, 35.79040074084056], [-78.90003361476984, 35.790326346738844], [-78.90011095210853, 35.79027489852357], [-78.90022107250817, 35.79022156897049], [-78.90028434251688, 35.790183464293946], [-78.90032888482395, 35.79014152798735], [-78.9003781098918, 35.790099595492734], [-78.90045074644702, 35.7900614983865], [-78.90053508110958, 35.79003104154114], [-78.90070366124114, 35.790042626077295], [-78.90084180153309, 35.790054185611034], [-78.9009588921733, 35.79004474195331], [-78.90109233103722, 35.79007155979088], [-78.90120233632281, 35.790111713654206], [-78.90123276801961, 35.79011936998194], [-78.9012748244109, 35.79015415707615]]}";8.0;Greenway Connector;Asphalt;2014-03-21T01:00:00+00:00;;;;;Toscana;11-SB-001;;;;;;35.7914886971, -78.8989532867
Unnamed Greenway;Camp Branch GW to Hogarth Drive;0.09540782;Proposed;"{""type"": ""LineString"", ""coordinates"": [[-78.78734423909494, 35.69541364209416], [-78.78667218234663, 35.69555198075092], [-78.78634822060937, 35.69561818949328], [-78.78624306877164, 35.69564131425892], [-78.78585605123085, 35.695722854984325], [-78.78576902725138, 35.695740588598134], [-78.78569811701388, 35.6957458296008]]}";10.0;Greenway;Asphalt;;NA;South;;;CORBINTON AT KILDAIRE FARM;19-DP-0306;;;;;;35.6955834572, -78.7865216515
Evans Road Stree-Side Trail;Brier's Creek Greenway to NW Cary Parkway;0.070215029999999;Proposed;"{""type"": ""LineString"", ""coordinates"": [[-78.80042954001605, 35.81620624743579], [-78.80043194580279, 35.816239877466245], [-78.80044944509133, 35.81626756897936], [-78.80056142536823, 35.81633261861657], [-78.80080492487481, 35.816494228620954], [-78.801043573273, 35.8166052725551], [-78.80108104423293, 35.81660819545315], [-78.8010838199313, 35.816675555808715], [-78.80118378131817, 35.81674095659713], [-78.80122936345455, 35.81677918803624], [-78.80128901385115, 35.816811718019764], [-78.80134637892066, 35.816821351255676]]}";10.0;Street-Side;Asphalt;;NA;Central;;;Lafayette Park;18-DP-0616;;;;;;35.8165317802, -78.8008778905
Lafayette Park Private Greenway Connector;Brier's Creek Greenway to Lafayette Park;0.012232949999999;Proposed;"{""type"": ""LineString"", ""coordinates"": [[-78.8037701304788, 35.816337634926704], [-78.80375881035584, 35.81632688541161], [-78.8037445780421, 35.816309572194655], [-78.80373876271743, 35.81629316755507], [-78.80373953398863, 35.81627677352147], [-78.80374652053952, 35.81626337020921], [-78.8037556910416, 35.81625474027548], [-78.80379455558325, 35.816226483815555], [-78.80380190007172, 35.81621606178959], [-78.80380375790256, 35.81620473770855], [-78.80380123731446, 35.816187741691586]]}";6.0;Greenway Connector;Asphalt;;;;;;Lafayette Park;18-DP-0616;;;;;;35.8162632443, -78.8037668231
Brier's Creek Greenway;Weston Pkwy to NW Cary Pkwy;0.14722921;Proposed;"{""type"": ""LineString"", ""coordinates"": [[-78.80610888286935, 35.813441136254475], [-78.80602124026727, 35.81349004836627], [-78.80569399896629, 35.81380082487608], [-78.80562629530517, 35.81383272784098], [-78.80558622532472, 35.813874767102256], [-78.80554140646169, 35.81392804112741], [-78.80551391191723, 35.81396538644423], [-78.80550930814819, 35.81402165846901], [-78.80550164433318, 35.81408772041872], [-78.80547297215624, 35.81415870347657], [-78.80545031421556, 35.81421867189635], [-78.8054727884691, 35.8142700126671], [-78.80550270997982, 35.81434580321674], [-78.80550394762534, 35.81446199810192], [-78.80549332179434, 35.81453295587316], [-78.8055128431312, 35.81455005110119], [-78.80558495295634, 35.81457929729786], [-78.80564948954756, 35.81460244015312], [-78.80570807835113, 35.81464394089753], [-78.80580409415204, 35.814725744959894], [-78.80591366066943, 35.814818541572926], [-78.80599765156721, 35.814886909055694], [-78.80609675227423, 35.81498338881863], [-78.80624276325968, 35.815088227251]]}";0.0;Greenway;Asphalt;;NA;Central;;;;;;;;;;35.8142787221, -78.8057535414
Indian Wells Private Greenway Connector;Pantego Trail to Panther Creek Greenway;0.0674136;Existing;"{""type"": ""LineString"", ""coordinates"": [[-78.88157034185471, 35.82079081942001], [-78.88159442224838, 35.82077716780464], [-78.8816366203312, 35.82075431405381], [-78.88168116402326, 35.82072955624786], [-78.88171165313521, 35.820703830276095], [-78.8817327786558, 35.82067427897137], [-78.88174102409216, 35.82064280794809], [-78.8817293598324, 35.82060941038803], [-78.88170010583354, 35.82059125711127], [-78.88167317822295, 35.82058359939438], [-78.88163570222865, 35.82058165578891], [-78.88159469605834, 35.820590201149834], [-78.8815536703144, 35.82061210151586], [-78.8815255159327, 35.82064259866647], [-78.88149385341146, 35.82066927796208], [-78.88145282760141, 35.820691177392234], [-78.88139659144859, 35.820702569602204], [-78.88135442412191, 35.820704436684075], [-78.88131227219714, 35.820695810458204], [-78.88127715750585, 35.82068051400421], [-78.8812584545154, 35.82065569383018], [-78.8812503055621, 35.82062134513804], [-78.88123864121539, 35.82058890023854], [-78.88120705991162, 35.82056025216825], [-78.88117546320855, 35.82054209738327], [-78.88115323986254, 35.82052109000022], [-78.88114039208331, 35.820497229125], [-78.88112872388521, 35.82046669323134], [-78.88111703857041, 35.820448556946204], [-78.88109823029119, 35.82041713889128]]}";6.0;Greenway Connector;Concrete;2016-07-01T02:00:00+00:00;;;;;Indian Wells Subdivision;14-SB-013;;;;;;35.820634109, -78.8814532679
Hilliard Forest Private Greenway Connector;Green Level Ch Rd Street-Side Trail to Greenway;0.14857545;Existing;"{""type"": ""LineString"", ""coordinates"": [[-78.89909655548804, 35.80402402586434], [-78.89913535880262, 35.80401516539695], [-78.89922671902828, 35.80399711689653], [-78.8993954015837, 35.80395051383503], [-78.9000724383166, 35.80378795141936], [-78.9001474013957, 35.803772749624656], [-78.90018839118986, 35.80376896784457], [-78.90025513537115, 35.803770930623706], [-78.90036404466669, 35.80376529622736], [-78.90050107770078, 35.80374346784334], [-78.90067794618643, 35.80370450130795], [-78.9016484986305, 35.80347652551811]]}";8.0;Greenway Connector;Asphalt;2012-08-08T02:00:00+00:00;;;;;Hilliard Forest;06-SB-006;;;;No;;35.8037500582, -78.900372185
Black Creek GW Connector;Connects to Antler Point Drive;0.029733519999999004;Existing;"{""type"": ""LineString"", ""coordinates"": [[-78.81360836047989, 35.7816643362376], [-78.81359563193725, 35.781627891617255], [-78.81358416547424, 35.7815929073021], [-78.8135743089174, 35.78155388742435], [-78.81356624189155, 35.78150680595163], [-78.81356465531643, 35.78146376791321], [-78.81356645577105, 35.781414006518126], [-78.81356878616256, 35.78139012084017], [-78.81357474594516, 35.781364258658584], [-78.81358180269882, 35.78133805564399], [-78.81359197094254, 35.78131477143774], [-78.81360365680463, 35.78129148955251], [-78.8136128013336, 35.78127323147971], [-78.81362744778885, 35.78124538340131]]}";8.0;Greenway Connector;Asphalt;;NA;Central;;;;;;;;;;35.7814524971, -78.8135829451
Black Creek Greenway;;0.01003854;Existing;"{""type"": ""LineString"", ""coordinates"": [[-78.79556141507051, 35.798818312457286], [-78.79554643065292, 35.798811132479564], [-78.79553073265393, 35.798796499924855], [-78.79552419009485, 35.79877919854106], [-78.79552679130603, 35.79876340421833], [-78.79553561594528, 35.79874672530754], [-78.79554844940778, 35.79873601458524], [-78.7955656638827, 35.7987297836608], [-78.79558067315189, 35.7987271264531], [-78.79560152948766, 35.79872716143954]]}";10.0;Greenway;Concrete;;;;;;;;;;;No;;35.7987629453, -78.795549155
Lowes Home Center Sidewalk Connector;;0.02257554;Existing;"{""type"": ""LineString"", ""coordinates"": [[-78.7953829826958, 35.79851056767825], [-78.79537072128403, 35.7985208259705], [-78.79535460848454, 35.79852586714641], [-78.79533190792183, 35.79853149304112], [-78.79531214352883, 35.798533248101435], [-78.79529019540426, 35.7985305279418], [-78.79527667253312, 35.79852424541613], [-78.79517256823993, 35.7984528249413], [-78.7951608745807, 35.798446842919624], [-78.79514734116283, 35.79844473356643], [-78.79512940219793, 35.798448280826015], [-78.79510962004721, 35.79845748810368], [-78.79509275896382, 35.798468787793865], [-78.7950509592, 35.79850270072243]]}";5.0;Sidewalk Connector;Concrete;;;;;;;;;;;No;;35.7984913287, -78.7952133615
Weston Pkwy Street-Side Trail;Black Creek GW  Harrison Oaks Blvd;0.33011791;Proposed;"{""type"": ""LineString"", ""coordinates"": [[-78.77826979933562, 35.83110360558167], [-78.77807284464534, 35.831083211506574], [-78.77798514836763, 35.83107684616229], [-78.77790067851679, 35.83106241792248], [-78.77783358014017, 35.83104926512046], [-78.77776731324182, 35.831040457308966], [-78.77768661655392, 35.83103410811526], [-78.77758985220568, 35.83101283326434], [-78.77750833548899, 35.830998409238674], [-78.77738958615022, 35.83096716594456], [-78.77727151608624, 35.83093406162636], [-78.77713370129236, 35.83090464269114], [-78.77686865211577, 35.830832173968], [-78.77661740675764, 35.83076965721716], [-78.77653061436291, 35.83074157491961], [-78.77640644726594, 35.83071775941368], [-78.77614837625858, 35.83062308231274], [-78.7760006773174, 35.83056932513739], [-78.77587070341187, 35.83054102781292], [-78.77569148258463, 35.830510421567105], [-78.77560842059877, 35.83050592518688], [-78.77548743970273, 35.83045854300512], [-78.77545318352848, 35.8304334995277], [-78.77541211467572, 35.830401371647994], [-78.77528319717734, 35.83035753489563], [-78.77516809917756, 35.83031819860232], [-78.7751154465623, 35.83029641726418], [-78.77504610451305, 35.830271778532705], [-78.77493618938026, 35.8302489513451], [-78.77484416814607, 35.83022096995083], [-78.77453267053328, 35.830081346800036], [-78.77428291299346, 35.82997105923003], [-78.77394177172503, 35.82981628867649], [-78.77287991680153, 35.829315621048224]]}";0.0;Street-Side;Concrete;;Um Park To ATT;Central;;;;;;;;;;35.8303623364, -78.7755270299
Outer Loop Greenway;Green Landing Drive to Alston Ridge Court;0.14937589;Proposed;"{""type"": ""LineString"", ""coordinates"": [[-78.8909395958241, 35.84342419614359], [-78.89092646314607, 35.843388412610686], [-78.890938231025, 35.843350267347645], [-78.89095437212735, 35.84332643362726], [-78.89106725461865, 35.84323829842244], [-78.89109511092238, 35.84321447605023], [-78.89111419389285, 35.84318110621249], [-78.89110985487149, 35.843140561638634], [-78.89108499677636, 35.84311311481807], [-78.89103668188523, 35.843103532024095], [-78.89079056856669, 35.84316650822898], [-78.89074077573335, 35.843167656071344], [-78.89068660377653, 35.843158067889995], [-78.89064123251363, 35.843137757303914], [-78.89061197933171, 35.84311149889752], [-78.89058712353598, 35.84308166707097], [-78.8905652856366, 35.84298625663324], [-78.89049811658754, 35.842841918510025], [-78.89047034153407, 35.84280492931579], [-78.8904381578351, 35.842779860685035], [-78.89038985241093, 35.84276431627725], [-78.89035620098036, 35.84274163121138], [-78.89032987600302, 35.84271537446541], [-78.89029625859447, 35.84266764969797], [-78.89018070943139, 35.842562616096636], [-78.89010899382177, 35.842531549496215], [-78.89008559105913, 35.84251125759581], [-78.88992776804386, 35.84226310023859], [-78.88992050496535, 35.84222016806214], [-78.88992788495487, 35.842177249105376], [-78.88994258055978, 35.84214029811745], [-78.88997630466073, 35.84210932656773], [-78.89001880504756, 35.84208551764634], [-78.89015067753905, 35.84203197973063]]}";10.0;Greenway;Asphalt;;NA;West;;;Alston Avenue Townhomes;19-DP-0082;;;;;;35.8427884983, -78.8904843841
Wallace Lane Street-Side Trail;Alston Ridge Court SST to Outer Loop GW;0.02654604;Proposed;"{""type"": ""LineString"", ""coordinates"": [[-78.88999200239861, 35.84174921074841], [-78.89011227223503, 35.84170054217529], [-78.89041703659747, 35.84158038586999]]}";10.0;Street-Side;Asphalt;;NA;West;;;Alston Avenue Townhomes;19-DP-0082;;;;;;35.8416644112, -78.8902043649
Carpenter Pointe Townhomes Greenway Connector;Indian Wells GW Connector to Panther Creek GW;0.084667329999999;Proposed;"{""type"": ""LineString"", ""coordinates"": [[-78.88022168890467, 35.82124949275963], [-78.88024236499085, 35.82122123288505], [-78.88026435545308, 35.821200686094], [-78.88029952146091, 35.821181344700726], [-78.8806159216904, 35.8210710606754], [-78.8806752491243, 35.821048462888335], [-78.88073238833724, 35.821020795642724], [-78.88078587253922, 35.82098984665081], [-78.88082910594339, 35.820960079174284], [-78.88085951912223, 35.82093655890254], [-78.88088966623225, 35.82091559544201], [-78.88092541345137, 35.82089893679863], [-78.88097111186397, 35.82088610410261], [-78.88101621138385, 35.82088090148186], [-78.881415057148, 35.82085601141126], [-78.88145430396305, 35.82084889481422], [-78.88148887597181, 35.82083509659161], [-78.88157034185471, 35.82079081942001]]}";8.0;Greenway Connector;Asphalt;;;;;;Carpenter Pointe Townhomes;19-DP-263;;;;No;;35.8209788304, -78.8808813951
Oaks at Highcroft Private Greenway Connector;Channing Place to Green Hope School Greenway;0.009104479999999;Existing;"{""type"": ""LineString"", ""coordinates"": [[-78.87927095867164, 35.807817721081264], [-78.87928503121056, 35.8078043799254], [-78.87930437615718, 35.80778961356935], [-78.87932781563191, 35.8077767593929], [-78.87935300653548, 35.807767721399976], [-78.87937584682227, 35.80776488226726], [-78.87941097901623, 35.807764440228915]]}";5.0;Sidewalk Connector;Concrete;2012-11-28T01:00:00+00:00;;;;;The Oaks at Highcroft South;10-SB-003;;;;No;;35.8077802514, -78.8793368214
Panther Creek Greenway Connector;Cary Park PUD to Panther Creek Greenway;0.03557557;Proposed;"{""type"": ""LineString"", ""coordinates"": [[-78.89938532433204, 35.81769979461504], [-78.89937998909929, 35.81769277513733], [-78.89937941199636, 35.81768609758734], [-78.89938234788008, 35.817679899742416], [-78.89939289455486, 35.817675138595106], [-78.89962902413235, 35.81756801788276], [-78.89964426050294, 35.81755896842829], [-78.89965247208977, 35.81754800506687], [-78.89965424482001, 35.817535605988695], [-78.89964957995923, 35.8175198621721], [-78.89963846397097, 35.81751079101871], [-78.89962207573419, 35.81750457725437], [-78.89960274697984, 35.8175074230664], [-78.89958517082545, 35.81751408566142], [-78.89950548738588, 35.81754788396509], [-78.89945849836016, 35.817567496072286], [-78.89943858464783, 35.81756996011194], [-78.89942757842576, 35.817567851826446], [-78.89942307109989, 35.81756250230192]]}";;Greenway Connector;Asphalt;;;;;;Panther Creek Greenway and Trailhead;PR1187;;;;No;;35.81758268, -78.8995279643
NC 55 Street-Side Trail (West);McCrimmon Parkway to Silent Creek Drive;0.15781138;Existing;"{""type"": ""LineString"", ""coordinates"": [[-78.87679124240168, 35.82854060170992], [-78.87679166422208, 35.8285412402777], [-78.87690016529966, 35.828672607835706], [-78.87700304765968, 35.82880244276931], [-78.87710954918586, 35.82901698911481], [-78.87718906737062, 35.829105591532645], [-78.87720682834166, 35.82913460880158], [-78.87724134455041, 35.82923690210385], [-78.87730026644904, 35.829312511765444], [-78.8773292772139, 35.82933848663305], [-78.87745563044852, 35.829440109724146], [-78.87767920327828, 35.82969979726067], [-78.87769977237453, 35.82973110664588], [-78.87773532618189, 35.82976777233507], [-78.87776152711854, 35.82979298175264], [-78.87778769346197, 35.82984108489435], [-78.87781388179737, 35.82987392584263], [-78.87789057647454, 35.82997168245055], [-78.87791205783437, 35.8300197808695], [-78.87793261447212, 35.83005872175401], [-78.87796442202625, 35.83009462019481], [-78.87798594727545, 35.83011295675162], [-78.87800465658749, 35.83013510581299], [-78.87802800962973, 35.83018396950762], [-78.87804483942728, 35.83020916948372], [-78.87806355222945, 35.83022903006396], [-78.87811877977464, 35.83026953063858], [-78.87814870790969, 35.83030924337716], [-78.87818980889135, 35.830396280743486], [-78.87821414212917, 35.83041690943974], [-78.87824785592356, 35.830432205322516], [-78.87828345509809, 35.83043910900021]]}";10.0;Street-Side;Concrete;2020-01-17T01:00:00+00:00;NA;West;;;UNCHCS Panther Creek Medical Office Building;19-DP-8022;;;;;;35.8295133271, -78.8775188353
Northwoods GW Connector;Connects to North Harrison Avenue;0.23828139;Proposed;"{""type"": ""LineString"", ""coordinates"": [[-78.78321141135359, 35.7972874844577], [-78.78393596000488, 35.797433651059364], [-78.78456630092111, 35.79762668778266], [-78.78473332278573, 35.79781202907454], [-78.784883732802, 35.79787232848279], [-78.78515440120785, 35.79794973181978], [-78.78534012115571, 35.79807859568625], [-78.78538925778719, 35.79817936466332], [-78.7857581730344, 35.79830932013679], [-78.78613898068853, 35.7985338838091], [-78.7865695084767, 35.79883079831568], [-78.78663994929069, 35.79890982048434], [-78.78670718312303, 35.799021871111435]]}";0.0;Greenway Connector;Asphalt;;NA;Central;;;;;;;;;;35.7979929922, -78.7850438518
Irongate Greenway;East of Harrison, south of Maynard;1.18744781;Proposed;"{""type"": ""LineString"", ""coordinates"": [[-78.77915929162168, 35.80287393970634], [-78.77843538076476, 35.80291121377789], [-78.77837060260805, 35.80292108101617], [-78.77832324606679, 35.802942390865944], [-78.77828120040458, 35.802963705853536], [-78.77807806510421, 35.80297474704167], [-78.77799970101543, 35.802589973149594], [-78.77745501014161, 35.80211597480009], [-78.77670224264992, 35.80176626429455], [-78.77645685101918, 35.80138796113076], [-78.77604454158669, 35.80112742896915], [-78.77619049181845, 35.80069661876582], [-78.77633948988017, 35.80029136330454], [-78.7764579087202, 35.80012072710481], [-78.77653005213315, 35.79985510383293], [-78.77662742694697, 35.79967220577791], [-78.77654168149645, 35.799551985556015], [-78.77712869423418, 35.799558966191576], [-78.77684463086408, 35.798806705108376], [-78.77637885890816, 35.79815835257463], [-78.775838426145, 35.798139326465275], [-78.77521911553508, 35.798047920844304], [-78.775140428903, 35.797936972058125], [-78.77509110396711, 35.797544933916704], [-78.77487231510938, 35.79703631155004], [-78.77439433673219, 35.79696483539307], [-78.7744466041826, 35.79663289975734], [-78.77458285628201, 35.7961128797614], [-78.7748358689462, 35.795138163815324], [-78.7748683477315, 35.79497874316328], [-78.77485921012763, 35.79480879094454], [-78.77478278080332, 35.79461517942276], [-78.77474926376357, 35.79454199972881], [-78.77478617842227, 35.79451542610741], [-78.77485845159121, 35.79447560319358], [-78.77490756099613, 35.79445904163718], [-78.77503301067102, 35.79442597144859], [-78.77529211116864, 35.794350970296044], [-78.77537129846546, 35.79428007525456], [-78.77552393935399, 35.79426037831818], [-78.7764837968671, 35.794261929250055], [-78.77678756602323, 35.793396213661936], [-78.77691826147331, 35.793294204781155], [-78.77699075205652, 35.79283852788961], [-78.7770059331167, 35.7923159619594], [-78.77802531393245, 35.792306622351454], [-78.77806123281864, 35.79150525467885]]}";0.0;Greenway;Asphalt;;NA;Central;;;;;;;;;;35.7974487957, -78.7763945386
Downing Village Greenway;Downing Village to Twin Lakes Trail;0.09473655;Proposed;"{""type"": ""LineString"", ""coordinates"": [[-78.84372906367327, 35.82422241796066], [-78.84316071337373, 35.824498406662656], [-78.84237426177133, 35.824737046307234], [-78.84220797337207, 35.824805619866446]]}";0.0;Greenway;Asphalt;;NA;Central;;;;;;;;;;35.8245351176, -78.8429770356
