Report,Purpose_ID,Committee_Purp_ID,Filer_Name,View_Report,COR_Flag,Committee_Activity,Purpose_Type,Recipient,Office_Held,Office_Sought,Election_Date,Measure_Description
R20170117165342,CP0003,R20170117165342-CP0003,Texas Vote Environment PAC,View Report (http://www.austintexas.gov/edims/document.cfm?id=269808),,Support,COH,"Casar, Greg",Council Dist 4,Council Dist 4,11/08/2016,
R20170117165342,CP0004,R20170117165342-CP0004,Texas Vote Environment PAC,View Report (http://www.austintexas.gov/edims/document.cfm?id=269808),,Support,COH,"Flannigan , Jimmy",,Council Dist 6,11/08/2016,
R20170117165342,CP0005,R20170117165342-CP0005,Texas Vote Environment PAC,View Report (http://www.austintexas.gov/edims/document.cfm?id=269808),,Support,COH,"Pool, Leslie",Council Dist 7,Council Dist 7,11/08/2016,
R20170117165342,CP0006,R20170117165342-CP0006,Texas Vote Environment PAC,View Report (http://www.austintexas.gov/edims/document.cfm?id=269808),,Support,COH,"Alter, Alison",,Council Dist 10,12/13/2016,
R20170117170642,CP0001,R20170117170642-CP0001,Austin Board of Realtors PAC,View Report (http://www.austintexas.gov/edims/document.cfm?id=269939),,Support,COH,"Gallo, Sheri",Austin City Council,Austin City Council,,
R20170118090043,CP0001,R20170118090043-CP0001,Coalition for an Affordable Austin,View Report (http://www.austintexas.gov/edims/document.cfm?id=269943),,Support,COH,"Gauldin, Natalie",,Austin City Council District 7,11/08/2016,
R20170118090249,CP0001,R20170118090249-CP0001,Home Builders Association of Greater Austin HOME-PAC Corporate,View Report (http://www.austintexas.gov/edims/document.cfm?id=269942),,Assist,COH,"Gallo, Sheri",Austin Council District 10,,12/13/2016,
R20170118090341,CP0001,R20170118090341-CP0001,Home Builders Association of Greater Austin HOME-PAC Personal,View Report (http://www.austintexas.gov/edims/document.cfm?id=269941),,Support,COH,"Ruben, Becerra",Mayor,,12/13/2016,
R20170118090341,CP0002,R20170118090341-CP0002,Home Builders Association of Greater Austin HOME-PAC Personal,View Report (http://www.austintexas.gov/edims/document.cfm?id=269941),,Assist,COH,"Gallo, Sheri",Council District 10,,12/13/2016,
R20170118162844,CP0001,R20170118162844-CP0001,Our City Our Safety Our Choice PAC,View Report (http://www.austintexas.gov/edims/document.cfm?id=269938),,Oppose,MEASURE,Proposition 1,,,05/07/2016,Regarding repeal of City of Austin's safety requirements on TNC
R20170123091851,CP0001,R20170123091851-CP0001,Austin Forward,View Report (http://www.austintexas.gov/edims/document.cfm?id=269922),,Support,MEASURE,City of Austin Prop 1,,,11/08/2016,City of Austin Mobility Bond
R20170717171507,CP0001,R20170717171507-CP0001,Austin Forward,View Report (http://www.austintexas.gov/edims/document.cfm?id=280540),,Support,MEASURE,Prop 1,,,11/08/2016,Support City of Austin transportation bond
R20170717172836,CP0001,R20170717172836-CP0001,Our City Our Safety Our Choice PAC,View Report (http://www.austintexas.gov/edims/document.cfm?id=280547),,Oppose,MEASURE,Proposition 1,,,05/07/2016,Regarding repeal of City of Austin's safety requirements on TNC
R20170717172914,CP0001,R20170717172914-CP0001,Our Rail,View Report (http://www.austintexas.gov/edims/document.cfm?id=280543),,Support,MEASURE,Proposition 1,,,11/08/2016,Mobility Bond Issue
R20180117165313,CP0001,R20180117165313-CP0001,Texas Vote Environment PAC,View Report (http://www.austintexas.gov/edims/document.cfm?id=291224),,Support,MEASURE,Travis Co Prop A,,,11/07/2017,Funding for transportation
R20180117165313,CP0002,R20180117165313-CP0002,Texas Vote Environment PAC,View Report (http://www.austintexas.gov/edims/document.cfm?id=291224),,Support,MEASURE,Travis Co Prop A,,,11/07/2017,Funding for parks
R20180124165608,CP0001,R20180124165608-CP0001,Indy Austin,View Report (http://www.austintexas.gov/edims/document.cfm?id=291341),,Support,MEASURE,unknown,,,,Vote on Code Next and related ordinances after a waiting period
R20180124165608,CP0002,R20180124165608-CP0002,Indy Austin,View Report (http://www.austintexas.gov/edims/document.cfm?id=291341),,Support,MEASURE,unknown,,,,Vote to allow digital billboards in the city with specific clauses
R20180124165608,CP0003,R20180124165608-CP0003,Indy Austin,View Report (http://www.austintexas.gov/edims/document.cfm?id=291341),,Support,MEASURE,unknown,,,,Vote to allow ballot access reform for referendums in the City of Austin
R20180124171252,CP0001,R20180124171252-CP0001,Let Us Vote Austin,View Report (http://www.austintexas.gov/edims/document.cfm?id=291269),,Support,MEASURE,TBD,,,05/05/2018,CodeNEXT Vote Austin Petition Initiative
R20180711174209,CP0001,R20180711174209-CP0001,Sensible Transportation Solutions for Austin,View Report (http://www.austintexas.gov/edims/document.cfm?id=301944),,Oppose,MEASURE,Proposition 1,,,11/08/2016,Mobility Package
R20180711175954,CP0001,R20180711175954-CP0001,Sensible Transportation Solutions for Austin,View Report (http://www.austintexas.gov/edims/document.cfm?id=301943),,Oppose,MEASURE,Proposition 1,,,11/08/2016,Mobility Package
R20180716173143,CP0001,R20180716173143-CP0001,Our City Our Safety Our Choice PAC,View Report (http://www.austintexas.gov/edims/document.cfm?id=302165),,Oppose,MEASURE,Proposition 1,,,05/07/2016,Regarding repeal of City of Austin's safety requirements on TNC
R20180717172814,CP0001,R20180717172814-CP0001,Indy Austin,View Report (http://www.austintexas.gov/edims/document.cfm?id=302125),,Support,MEASURE,unknown,,,11/06/2018,Vote on Code Next and related ordinances after a waiting period
R20180717174417,CP0001,R20180717174417-CP0001,Texas Vote Environment PAC,View Report (http://www.austintexas.gov/edims/document.cfm?id=302127),,Support,COH,"Alonzo, Roberto",SH 104,SH 104,03/06/2018,
R20180717174417,CP0002,R20180717174417-CP0002,Texas Vote Environment PAC,View Report (http://www.austintexas.gov/edims/document.cfm?id=302127),,Support,COH,"Fowler, Elaina",,SH 47,05/22/2018,
R20180717174550,CP0001,R20180717174550-CP0001,Unity PAC,View Report (http://www.austintexas.gov/edims/document.cfm?id=302151),,Support,MEASURE,City of Austin Bonds,,,11/06/2018,City of Austin Bonds
R20180718151353,CP0001,R20180718151353-CP0001,Austin Environmental Democrats PAC,View Report (http://www.austintexas.gov/edims/document.cfm?id=302233),,Support,PARTY,"All Dems, All Dems",All Dems,,11/06/2018,
R20180720080929,CP0001,R20180720080929-CP0001,Citizens for an Accountable Austin,View Report (http://www.austintexas.gov/edims/document.cfm?id=302146),,Support,MEASURE,No ballot id number,,,11/06/2018,Austin Efficiency Audit
R20180814163019,CP0001,R20180814163019-CP0001,Our Rail,View Report (http://www.austintexas.gov/edims/document.cfm?id=303730),,Support,MEASURE,Proposition 1,,,11/08/2016,Mobility Bond Issue
R20180814163119,CP0001,R20180814163119-CP0001,Our Rail,View Report (http://www.austintexas.gov/edims/document.cfm?id=303731),,Support,MEASURE,Proposition A,,,11/06/2018,Proposition A
R20181010124011,CP0001,R20181010124011-CP0001,Austin Citizens for Truthful Petitions,View Report (http://www.austintexas.gov/edims/document.cfm?id=307411),,Oppose,MEASURE,unknown,,,11/06/2018,Proposition K
R20181010124136,CP0001,R20181010124136-CP0001,Austin Together PAC,View Report (http://www.austintexas.gov/edims/document.cfm?id=307410),,Support,MEASURE,A,,,11/06/2018,Proposition A: Affordable Housing
R20181010124136,CP0002,R20181010124136-CP0002,Austin Together PAC,View Report (http://www.austintexas.gov/edims/document.cfm?id=307410),,Support,MEASURE,B,,,11/06/2018,"Proposition B: Libraries, Museums and Cultural Arts Facilities"
R20181010124136,CP0003,R20181010124136-CP0003,Austin Together PAC,View Report (http://www.austintexas.gov/edims/document.cfm?id=307410),,Support,MEASURE,C,,,11/06/2018,Proposition C: Parks and Recreation
R20181010124136,CP0004,R20181010124136-CP0004,Austin Together PAC,View Report (http://www.austintexas.gov/edims/document.cfm?id=307410),,Support,MEASURE,D,,,11/06/2018,"Proposition D: Flood Mitigation, Open Space, and Water Quality Protection"
R20181010124136,CP0005,R20181010124136-CP0005,Austin Together PAC,View Report (http://www.austintexas.gov/edims/document.cfm?id=307410),,Support,MEASURE,E,,,11/06/2018,Proposition E: Health and Human Service
R20181010124136,CP0006,R20181010124136-CP0006,Austin Together PAC,View Report (http://www.austintexas.gov/edims/document.cfm?id=307410),,Support,MEASURE,F,,,11/06/2018,Proposition F: Public Safety
R20181010124136,CP0007,R20181010124136-CP0007,Austin Together PAC,View Report (http://www.austintexas.gov/edims/document.cfm?id=307410),,Support,MEASURE,G,,,11/06/2018,Proposition G: Transportation Infrastructure
R20181010124801,CP0001,R20181010124801-CP0001,Stonewall Democrats of Austin,View Report (http://www.austintexas.gov/edims/document.cfm?id=307407),,Support,PARTY,,,,11/06/2018,
R20181010163236,CP0001,R20181010163236-CP0001,Yes on Prop K,View Report (http://www.austintexas.gov/edims/document.cfm?id=307535),,Support,MEASURE,Proposition KK,,,11/06/2018,Proposition K
R20181010163606,CP0001,R20181010163606-CP0001,Austinites for Equity,View Report (http://www.austintexas.gov/edims/document.cfm?id=307426),,Oppose,MEASURE,Prop K,,,11/06/2018,City of Austin Proposition K
R20181010164952,CP0001,R20181010164952-CP0001,Let Us Vote Austin,View Report (http://www.austintexas.gov/edims/document.cfm?id=307400),,Support,MEASURE,Proposition J Austin20181106,,,11/06/2018,Voter Approval Compr.Rev. Land Dev.Code
R20181010165843,CP0001,R20181010165843-CP0001,No on Prop J,View Report (http://www.austintexas.gov/edims/document.cfm?id=307439),,Oppose,MEASURE,Proposition J,,,11/06/2018,Campaigning against prop J
R20181010170527,CP0001,R20181010170527-CP0001,Indy Austin,View Report (http://www.austintexas.gov/edims/document.cfm?id=307417),,Oppose,COH,"Adler, SteveAustin City Mayor",Austin City Mayor,Austin City Mayor,11/06/2018,
R20181010170527,CP0002,R20181010170527-CP0002,Indy Austin,View Report (http://www.austintexas.gov/edims/document.cfm?id=307417),,Oppose,COH,"Renteria, SabinoAustin City Council D. 3.",Austin City Council D. 3,Austin City Council D. 3,11/06/2018,
R20181010170527,CP0003,R20181010170527-CP0003,Indy Austin,View Report (http://www.austintexas.gov/edims/document.cfm?id=307417),,Oppose,COH,"Danielle, SkidmoreAustin City Council D. 9",,Austin City Council D. 9,11/06/2018,
R20181010170527,CP0004,R20181010170527-CP0004,Indy Austin,View Report (http://www.austintexas.gov/edims/document.cfm?id=307417),,Support,MEASURE,unknown,,,07/05/2019,Ordinance w/r/t City land & sports facilities/entertainment stadiums
R20181010170527,CP0005,R20181010170527-CP0005,Indy Austin,View Report (http://www.austintexas.gov/edims/document.cfm?id=307417),,Support,MEASURE,Proposition J,,,11/06/2018,See Austin City Ballot Novemeber 2018 Proposition J
R20181023165215,CP0001,R20181023165215-CP0001,Fight for Tomorrow,View Report (http://www.austintexas.gov/edims/document.cfm?id=309184),,Support,COH,"Ward, Frank",,Austin City Council (8),11/06/2018,
R20181025134315,CP0001,R20181025134315-CP0001,Fight for Tomorrow,View Report (http://www.austintexas.gov/edims/document.cfm?id=309328),,Support,COH,"Ward, Frank",,Austin City Council (8),11/06/2018,
R20181030170926,CP0001,R20181030170926-CP0001,Austin Board of Realtors PAC,View Report (http://www.austintexas.gov/edims/document.cfm?id=309534),,Support,COH,"Adler, Stephen",Mayor,Mayor,11/06/2018,
R20181030170926,CP0002,R20181030170926-CP0002,Austin Board of Realtors PAC,View Report (http://www.austintexas.gov/edims/document.cfm?id=309534),,Support,COH,"Skidmore, Danielle M",Austin City Council - Dist 9,Austin City Council - Dist 9,11/06/2018,
R20181030170926,CP0003,R20181030170926-CP0003,Austin Board of Realtors PAC,View Report (http://www.austintexas.gov/edims/document.cfm?id=309534),,Support,COH,"Renteria, Sabino",Austin City Council - Dist 3,Austin City Council - Dist 3,11/06/2018,
R20181030170926,CP0004,R20181030170926-CP0004,Austin Board of Realtors PAC,View Report (http://www.austintexas.gov/edims/document.cfm?id=309534),,Support,MEASURE,Prop A,,,11/06/2018,"The issuance of $250,000,000 in bonds for affordable housing in the city of Austin"
R20181030170926,CP0005,R20181030170926-CP0005,Austin Board of Realtors PAC,View Report (http://www.austintexas.gov/edims/document.cfm?id=309534),,Support,MEASURE,Prop B,,,11/06/2018,"The issuance of $128,000,000 bonds for libraries and museums in the city of Austin"
R20181030170926,CP0006,R20181030170926-CP0006,Austin Board of Realtors PAC,View Report (http://www.austintexas.gov/edims/document.cfm?id=309534),,Support,MEASURE,Prop C,,,11/06/2018,"The issuance of $149,000,000 in bonds for parks and recreation in the city of Austin"
R20181030170926,CP0007,R20181030170926-CP0007,Austin Board of Realtors PAC,View Report (http://www.austintexas.gov/edims/document.cfm?id=309534),,Support,MEASURE,Prop D,,,11/06/2018,"The issuance of $184,000,000 in bonds for flood mitigation and water quality in the city of Austin"
R20181030170926,CP0008,R20181030170926-CP0008,Austin Board of Realtors PAC,View Report (http://www.austintexas.gov/edims/document.cfm?id=309534),,Support,MEASURE,Prop E,,,11/06/2018,"The issuance of $16,000,000 in bonds for public health and human services facilities in Dove Springs"
R20181030170926,CP0009,R20181030170926-CP0009,Austin Board of Realtors PAC,View Report (http://www.austintexas.gov/edims/document.cfm?id=309534),,Support,MEASURE,Prop F,,,11/06/2018,"The issuance of $38,000,000 in bonds for public safety facilities in the city of Austin"
R20181030170926,CP0010,R20181030170926-CP0010,Austin Board of Realtors PAC,View Report (http://www.austintexas.gov/edims/document.cfm?id=309534),,Support,MEASURE,Prop G,,,11/06/2018,"The issuance of $160,000,000 in bonds for transportation infrastructure in the city of Austin"
R20181030171029,CP0001,R20181030171029-CP0001,Austin Together PAC,View Report (http://www.austintexas.gov/edims/document.cfm?id=309513),,Support,MEASURE,A,,,11/06/2018,Proposition A: Affordable Housing
R20181030171029,CP0002,R20181030171029-CP0002,Austin Together PAC,View Report (http://www.austintexas.gov/edims/document.cfm?id=309513),,Support,MEASURE,B,,,11/06/2018,"Proposition B: Libraries, Museums and Cultural Arts Facilities"
R20181030171029,CP0003,R20181030171029-CP0003,Austin Together PAC,View Report (http://www.austintexas.gov/edims/document.cfm?id=309513),,Support,MEASURE,C,,,11/06/2018,Proposition C: Parks and Recreation
R20181030171029,CP0004,R20181030171029-CP0004,Austin Together PAC,View Report (http://www.austintexas.gov/edims/document.cfm?id=309513),,Support,MEASURE,D,,,11/06/2018,"Proposition D: Flood Mitigation, Open Space, and Water Quality Protection"
R20181030171029,CP0005,R20181030171029-CP0005,Austin Together PAC,View Report (http://www.austintexas.gov/edims/document.cfm?id=309513),,Support,MEASURE,E,,,11/06/2018,Proposition E: Health and Human Service
R20181030171029,CP0006,R20181030171029-CP0006,Austin Together PAC,View Report (http://www.austintexas.gov/edims/document.cfm?id=309513),,Support,MEASURE,F,,,11/06/2018,Proposition F: Public Safety
R20181030171029,CP0007,R20181030171029-CP0007,Austin Together PAC,View Report (http://www.austintexas.gov/edims/document.cfm?id=309513),,Support,MEASURE,G,,,11/06/2018,Proposition G: Transportation Infrastructure
R20181030171145,CP0001,R20181030171145-CP0001,Indy Austin,View Report (http://www.austintexas.gov/edims/document.cfm?id=309512),,Oppose,COH,"Adler, SteveAustin City Mayor",Austin City Mayor,Austin City Mayor,,
R20181030171145,CP0002,R20181030171145-CP0002,Indy Austin,View Report (http://www.austintexas.gov/edims/document.cfm?id=309512),,Oppose,COH,"Renteria, SabinoAustin City Council D. 3",Austin City Council D. 3,Austin City Council D. 3,,
R20181030171145,CP0003,R20181030171145-CP0003,Indy Austin,View Report (http://www.austintexas.gov/edims/document.cfm?id=309512),,Oppose,COH,"Danielle, SkidmoreAustin City Council D. 9",,Austin City Council D. 9,,
R20181030171145,CP0004,R20181030171145-CP0004,Indy Austin,View Report (http://www.austintexas.gov/edims/document.cfm?id=309512),,Support,MEASURE,unknown,,,05/07/2019,Ordinance w/r/t City land & sports facilities/entertainment stadiums
R20181030171145,CP0005,R20181030171145-CP0005,Indy Austin,View Report (http://www.austintexas.gov/edims/document.cfm?id=309512),,Support,MEASURE,Proposition J,,,11/06/2018,See Austin City Ballot Novemeber 2018 Proposition J
R20181030171145,CP0006,R20181030171145-CP0006,Indy Austin,View Report (http://www.austintexas.gov/edims/document.cfm?id=309512),,Support,COH,"Tovo, KathryneAustin City Council D. 9",Austin City Council D. 9,Austin City Council D. 9,,
R20181030171145,CP0007,R20181030171145-CP0007,Indy Austin,View Report (http://www.austintexas.gov/edims/document.cfm?id=309512),,Support,COH,"O'Neil, LindaAustin City Council D. 9",,Austin City Council D. 9,,
R20181030171145,CP0008,R20181030171145-CP0008,Indy Austin,View Report (http://www.austintexas.gov/edims/document.cfm?id=309512),,Support,COH,"Avini, MitrahAustin City Council D. 1",,Austin City Council D. 1,,
R20181030171145,CP0009,R20181030171145-CP0009,Indy Austin,View Report (http://www.austintexas.gov/edims/document.cfm?id=309512),,Support,COH,"Levinski, RobertAustin City Council D. 8",,Austin City Council D. 8,,
R20181030171145,CP0010,R20181030171145-CP0010,Indy Austin,View Report (http://www.austintexas.gov/edims/document.cfm?id=309512),,Support,COH,"Valadez, JamesAustin City Council D. 3",,Austin City Council D. 3,,
R20181030171145,CP0011,R20181030171145-CP0011,Indy Austin,View Report (http://www.austintexas.gov/edims/document.cfm?id=309512),,Support,COH,"Almanza, SusanaAustin City Council D. 3",,Austin City Council D. 3,,
R20181030171145,CP0012,R20181030171145-CP0012,Indy Austin,View Report (http://www.austintexas.gov/edims/document.cfm?id=309512),,Support,COH,"Morrison, LauraAustin City Mayor",,Austin City Mayor,,
R20181030171145,CP0013,R20181030171145-CP0013,Indy Austin,View Report (http://www.austintexas.gov/edims/document.cfm?id=309512),,Support,COH,"Phelps, ToddAustin City Mayor",,Austin City Mayor,,
R20181030171145,CP0014,R20181030171145-CP0014,Indy Austin,View Report (http://www.austintexas.gov/edims/document.cfm?id=309512),,Support,COH,"Cohen, JessicaAustin City Council D. 3",,Austin City Council D. 3,,
R20181030171257,CP0001,R20181030171257-CP0001,Austin Citizens for Truthful Petitions,View Report (http://www.austintexas.gov/edims/document.cfm?id=309514),,Oppose,MEASURE,K,,,11/06/2018,Proposition K
R20181030171402,CP0001,R20181030171402-CP0001,Keep Austin Affordable,View Report (http://www.austintexas.gov/edims/document.cfm?id=309524),,Support,MEASURE,A,,,11/06/2018,City of Austin affordable housing bonds
R20181030171551,CP0001,R20181030171551-CP0001,Stonewall Democrats of Austin,View Report (http://www.austintexas.gov/edims/document.cfm?id=309526),,Support,PARTY,Democrats,,,,
R20181030171551,CP0002,R20181030171551-CP0002,Stonewall Democrats of Austin,View Report (http://www.austintexas.gov/edims/document.cfm?id=309526),,Support,COH,"Adler, Steve",Mayor,Mayor,11/06/2018,
R20181030171551,CP0003,R20181030171551-CP0003,Stonewall Democrats of Austin,View Report (http://www.austintexas.gov/edims/document.cfm?id=309526),,Support,COH,"Morrison, Laura",,Mayor,11/06/2018,
R20181030171551,CP0004,R20181030171551-CP0004,Stonewall Democrats of Austin,View Report (http://www.austintexas.gov/edims/document.cfm?id=309526),,Support,COH,"Harding, Vincent",,District 1,11/06/2018,
R20181030171551,CP0005,R20181030171551-CP0005,Stonewall Democrats of Austin,View Report (http://www.austintexas.gov/edims/document.cfm?id=309526),,Support,COH,"Harper-Madison, Natasha",,District 1,11/06/2018,
R20181030171551,CP0006,R20181030171551-CP0006,Stonewall Democrats of Austin,View Report (http://www.austintexas.gov/edims/document.cfm?id=309526),,Support,COH,"Jacobson, Justin",,District 3,11/06/2018,
R20181030171551,CP0007,R20181030171551-CP0007,Stonewall Democrats of Austin,View Report (http://www.austintexas.gov/edims/document.cfm?id=309526),,Support,COH,"Renteria, Sabino",,District 3,11/06/2018,
R20181030171551,CP0008,R20181030171551-CP0008,Stonewall Democrats of Austin,View Report (http://www.austintexas.gov/edims/document.cfm?id=309526),,Support,COH,"Levinski, Bobby",,District 8,11/06/2018,
R20181030171551,CP0009,R20181030171551-CP0009,Stonewall Democrats of Austin,View Report (http://www.austintexas.gov/edims/document.cfm?id=309526),,Support,COH,"Skidmore, Danielle",,District 9,11/06/2018,
R20181030171551,CP0010,R20181030171551-CP0010,Stonewall Democrats of Austin,View Report (http://www.austintexas.gov/edims/document.cfm?id=309526),,Support,MEASURE,Proposition A,,,11/06/2018,Affordable Housing
R20181030171551,CP0011,R20181030171551-CP0011,Stonewall Democrats of Austin,View Report (http://www.austintexas.gov/edims/document.cfm?id=309526),,Support,MEASURE,Proposition B,,,11/06/2018,"Libraries, Museums and Cultural Arts Facilities"
R20181030171551,CP0012,R20181030171551-CP0012,Stonewall Democrats of Austin,View Report (http://www.austintexas.gov/edims/document.cfm?id=309526),,Support,MEASURE,Proposition C,,,11/06/2018,Parks and Recreation
R20181030171551,CP0013,R20181030171551-CP0013,Stonewall Democrats of Austin,View Report (http://www.austintexas.gov/edims/document.cfm?id=309526),,Support,MEASURE,Proposition D,,,11/06/2018,"Flood Mitigation, Open Space and Water Protection"
R20181030171551,CP0014,R20181030171551-CP0014,Stonewall Democrats of Austin,View Report (http://www.austintexas.gov/edims/document.cfm?id=309526),,Support,MEASURE,Proposition E,,,11/06/2018,Health and Human Services
R20181030171551,CP0015,R20181030171551-CP0015,Stonewall Democrats of Austin,View Report (http://www.austintexas.gov/edims/document.cfm?id=309526),,Support,MEASURE,Proposition F,,,11/06/2018,Public Safety
R20181030171551,CP0016,R20181030171551-CP0016,Stonewall Democrats of Austin,View Report (http://www.austintexas.gov/edims/document.cfm?id=309526),,Support,MEASURE,Proposition G,,,11/06/2018,Transportation Infrastructure
R20181030171551,CP0017,R20181030171551-CP0017,Stonewall Democrats of Austin,View Report (http://www.austintexas.gov/edims/document.cfm?id=309526),,Oppose,MEASURE,Proposition J,,,11/06/2018,Land Development Code
R20181030171551,CP0018,R20181030171551-CP0018,Stonewall Democrats of Austin,View Report (http://www.austintexas.gov/edims/document.cfm?id=309526),,Oppose,MEASURE,Proposition K,,,11/06/2018,Efficiency Audits
R20181030171636,CP0001,R20181030171636-CP0001,Yes on Prop K,View Report (http://www.austintexas.gov/edims/document.cfm?id=309547),,Support,MEASURE,Proposition K,,,11/06/2018,Austin Efficiency Audit
R20181030171724,CP0001,R20181030171724-CP0001,Yes on Prop E,View Report (http://www.austintexas.gov/edims/document.cfm?id=309525),,Support,MEASURE,E,,,11/06/2019,Support City of Austin Proposition E
R20181030171932,CP0001,R20181030171932-CP0001,Austinites for Equity,View Report (http://www.austintexas.gov/edims/document.cfm?id=309522),,Oppose,MEASURE,Prop K,,,11/06/2018,City of Austin Proposition K
R20181030171932,CP0002,R20181030171932-CP0002,Austinites for Equity,View Report (http://www.austintexas.gov/edims/document.cfm?id=309522),,Oppose,MEASURE,Prop J,,,11/06/2018,City of Austin Proposition J
R20181030171932,CP0003,R20181030171932-CP0003,Austinites for Equity,View Report (http://www.austintexas.gov/edims/document.cfm?id=309522),,Support,MEASURE,Prop A,,,11/06/2018,City of Austin Proposition A
R20181030171932,CP0004,R20181030171932-CP0004,Austinites for Equity,View Report (http://www.austintexas.gov/edims/document.cfm?id=309522),,Support,MEASURE,Prop B,,,11/06/2018,City of Austin Proposition B
R20181030171932,CP0005,R20181030171932-CP0005,Austinites for Equity,View Report (http://www.austintexas.gov/edims/document.cfm?id=309522),,Support,MEASURE,Prop C,,,11/06/2018,City of Austin Proposition B
R20181030171932,CP0006,R20181030171932-CP0006,Austinites for Equity,View Report (http://www.austintexas.gov/edims/document.cfm?id=309522),,Support,MEASURE,Prop D,,,11/06/2018,City of Austin Proposition D
R20181030171932,CP0007,R20181030171932-CP0007,Austinites for Equity,View Report (http://www.austintexas.gov/edims/document.cfm?id=309522),,Support,MEASURE,Prop E,,,11/06/2018,City of Austin Proposition E
R20181030171932,CP0008,R20181030171932-CP0008,Austinites for Equity,View Report (http://www.austintexas.gov/edims/document.cfm?id=309522),,Support,MEASURE,Prop F,,,11/06/2018,City of Austin Proposition F
R20181030171932,CP0009,R20181030171932-CP0009,Austinites for Equity,View Report (http://www.austintexas.gov/edims/document.cfm?id=309522),,Support,MEASURE,Prop G,,,11/06/2018,City of Austin Proposition G
R20181030171932,CP0010,R20181030171932-CP0010,Austinites for Equity,View Report (http://www.austintexas.gov/edims/document.cfm?id=309522),,Support,COH,"Renteria, Sabino","City Council, District 3","City Council, District 3",11/06/2018,
R20181030171932,CP0011,R20181030171932-CP0011,Austinites for Equity,View Report (http://www.austintexas.gov/edims/document.cfm?id=309522),,Support,COH,"Levinski, Bobby",,"City Council, District 8",11/06/2018,
R20181030171932,CP0012,R20181030171932-CP0012,Austinites for Equity,View Report (http://www.austintexas.gov/edims/document.cfm?id=309522),,Support,COH,"Adler, Steve",Mayor,Mayor,11/06/2018,
R20181030171932,CP0013,R20181030171932-CP0013,Austinites for Equity,View Report (http://www.austintexas.gov/edims/document.cfm?id=309522),,Support,COH,"Tovo, Kathie","City Council, District 9","City Council, District 9",11/06/2018,
R20181030171932,CP0014,R20181030171932-CP0014,Austinites for Equity,View Report (http://www.austintexas.gov/edims/document.cfm?id=309522),,Support,COH,"Harding, Vincent",,"City Council, District 1",11/06/2018,
R20181030171932,CP0015,R20181030171932-CP0015,Austinites for Equity,View Report (http://www.austintexas.gov/edims/document.cfm?id=309522),,Support,COH,"Kitchen, Ann","City Council, District 5","City Council, District 5",11/06/2018,
R20181030172032,CP0001,R20181030172032-CP0001,Austin DSA In Action,View Report (http://www.austintexas.gov/edims/document.cfm?id=309535),,Support,COH,"Conway, Lewis",,City Council,11/06/2018,
R20181030172032,CP0002,R20181030172032-CP0002,Austin DSA In Action,View Report (http://www.austintexas.gov/edims/document.cfm?id=309535),,Support,COH,"Nitsch, Julie Ann",ACC Trustee,,11/06/2018,
R20181030172032,CP0003,R20181030172032-CP0003,Austin DSA In Action,View Report (http://www.austintexas.gov/edims/document.cfm?id=309535),,Support,MEASURE,A,,,11/06/2018,Prop A
R20181030172210,CP0001,R20181030172210-CP0001,No on Prop J,View Report (http://www.austintexas.gov/edims/document.cfm?id=309547),,Oppose,MEASURE,Proposition J,,,11/06/2018,Land Development Code
R20181030172404,CP0001,R20181030172404-CP0001,Megaphone,View Report (http://www.austintexas.gov/edims/document.cfm?id=309506),,Support,COH,"Spigener, Jim",,Lone Star GWC District Pl 2,,
R20181030172404,CP0002,R20181030172404-CP0002,Megaphone,View Report (http://www.austintexas.gov/edims/document.cfm?id=309506),,Support,COH,"Bouche, Jon Paul",,Lone Star GWC District Pl 3,,
R20181030172404,CP0003,R20181030172404-CP0003,Megaphone,View Report (http://www.austintexas.gov/edims/document.cfm?id=309506),,Support,COH,"Pryskryl, Jonathan",,Lone Star GWC District Pl 4,,
R20181030172404,CP0004,R20181030172404-CP0004,Megaphone,View Report (http://www.austintexas.gov/edims/document.cfm?id=309506),,Support,COH,"Hardman, Harry",,Lone Star GWC District Pl 5,,
R20181030172404,CP0005,R20181030172404-CP0005,Megaphone,View Report (http://www.austintexas.gov/edims/document.cfm?id=309506),,Support,COH,"Melder, Webb",,Lone Star GWC District Pl 6,,
R20181030172404,CP0006,R20181030172404-CP0006,Megaphone,View Report (http://www.austintexas.gov/edims/document.cfm?id=309506),,Support,COH,"Rogers, Larry",,Lone Star GWC District Pl 7,,
R20181030172404,CP0007,R20181030172404-CP0007,Megaphone,View Report (http://www.austintexas.gov/edims/document.cfm?id=309506),,Oppose,COH,"Adler, Steve",,City of Austin Mayor,,
R20181030172558,CP0001,R20181030172558-CP0001,Texas Vote Environment PAC,View Report (http://www.austintexas.gov/edims/document.cfm?id=309510),,Support,COH,"Levinski, Bobby",,Council Dist 8,11/06/2018,
R20181030172558,CP0002,R20181030172558-CP0002,Texas Vote Environment PAC,View Report (http://www.austintexas.gov/edims/document.cfm?id=309510),,Support,COH,"Adler, Steve",Mayor,,11/06/2018,
R20181030172558,CP0003,R20181030172558-CP0003,Texas Vote Environment PAC,View Report (http://www.austintexas.gov/edims/document.cfm?id=309510),,Support,COH,"Tovo, Kathie",Council Dist 9,,11/06/2018,
