Reporting Area,MMWR Year,MMWR Week,"Tetanus, Current week","Tetanus, Current week, flag","Tetanus, Previous 52 weeks Med","Tetanus, Previous 52 weeks Med, flag","Tetanus, Previous 52 weeks Max","Tetanus, Previous 52 weeks Max, flag","Tetanus, Cum 2017","Tetanus, Cum 2017, flag","Tetanus, Cum 2016","Tetanus, Cum 2016, flag","Varicella (chickenpox), Current week","Varicella (chickenpox), Current week, flag","Varicella (chickenpox), Previous 52 weeks Med","Varicella (chickenpox), Previous 52 weeks Med, flag","Varicella (chickenpox), Previous 52 weeks Max","Varicella (chickenpox), Previous 52 weeks Max, flag","Varicella (chickenpox), Cum 2017","Varicella (chickenpox), Cum 2017, flag","Varicella (chickenpox), Cum 2016","Varicella (chickenpox), Cum 2016, flag",Location 1,Location 2
WYOMING,2017,10,,-,0,,0,,,-,,-,,-,0,,2,,,-,1,,"WYOMING
(43.23558, -108.110518)",
KANSAS,2017,10,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"KANSAS
(38.345528, -98.201847)",
NEW MEXICO,2017,10,,-,0,,0,,,-,,-,,-,0,,5,,9,,7,,"NEW MEXICO
(34.520396, -106.244402)",
W.N. CENTRAL,2017,10,,-,0,,1,,1,,,-,4,,11,,29,,99,,118,,,
CONNECTICUT,2017,10,,-,0,,0,,,-,,-,,-,2,,6,,17,,34,,"CONNECTICUT
(41.544654, -72.651713)",
WEST VIRGINIA,2017,10,,-,0,,0,,,-,,-,,-,0,,1,,,-,4,,"WEST VIRGINIA
(38.668501, -80.709421)",
PUERTO RICO,2017,10,,-,0,,0,,,-,,-,,-,1,,6,,9,,13,,"PUERTO RICO
(18.215692, -66.414655)",
NORTH DAKOTA,2017,10,,-,0,,0,,,-,,-,,-,0,,21,,3,,15,,"NORTH DAKOTA
(47.475879, -100.121011)",
GEORGIA,2017,10,,-,0,,0,,,-,,-,,-,3,,7,,19,,22,,"GEORGIA
(32.836038, -83.631709)",
UTAH,2017,10,,-,0,,0,,,-,,-,,-,3,,10,,34,,77,,"UTAH
(39.359772, -111.584173)",
ALABAMA,2017,10,,-,0,,1,,1,,,-,1,,1,,5,,16,,25,,"ALABAMA
(32.839182, -86.631125)",
OREGON,2017,10,,-,0,,0,,,-,,-,,N,0,,0,,,N,,N,"OREGON
(44.567912, -120.156945)",
SOUTH CAROLINA,2017,10,,-,0,,0,,,-,,-,1,,1,,9,,25,,18,,"SOUTH CAROLINA
(34.009286, -81.037094)",
TEXAS,2017,10,,-,0,,1,,,-,,-,36,,23,,68,,220,,184,,"TEXAS
(31.827233, -99.423022)",
VERMONT,2017,10,,-,0,,0,,,-,,-,3,,0,,4,,9,,17,,"VERMONT
(43.622479, -72.51927)",
CALIFORNIA,2017,10,,-,0,,1,,,-,,-,,-,0,,4,,4,,4,,"CALIFORNIA
(37.640735, -121.002435)",
LOUISIANA,2017,10,,-,0,,0,,,-,,-,,-,0,,4,,1,,15,,"LOUISIANA
(31.2931, -92.463284)",
HAWAII,2017,10,,-,0,,0,,,-,,-,,-,0,,5,,7,,9,,"HAWAII
(21.30992, -157.858158)",
WASHINGTON,2017,10,,-,0,,0,,,-,,-,,N,0,,0,,,N,,N,"WASHINGTON
(47.517368, -120.467672)",
SOUTH DAKOTA,2017,10,,-,0,,0,,,-,,-,,-,0,,4,,2,,10,,"SOUTH DAKOTA
(44.35371, -100.373709)",
W.S. CENTRAL,2017,10,,-,0,,1,,,-,,-,39,,24,,71,,237,,239,,,
MISSISSIPPI,2017,10,,-,0,,1,,,-,,-,,-,0,,2,,1,,1,,"MISSISSIPPI
(32.738663, -89.537312)",
E.N. CENTRAL,2017,11,,-,0,,1,,1,,1,,9,,33,,56,,306,,439,,,
NEBRASKA,2017,11,,-,0,,1,,1,,,-,,-,0,,2,,7,,8,,"NEBRASKA
(41.640503, -99.367122)",
NEW JERSEY,2017,11,,-,0,,0,,,-,,-,,-,5,,16,,43,,85,,"NEW JERSEY
(40.104655, -74.386686)",
GUAM,2017,11,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
INDIANA,2017,11,,-,0,,1,,,-,,-,1,,3,,9,,25,,47,,"INDIANA
(39.76845, -86.156212)",
NEW MEXICO,2017,11,,-,0,,0,,,-,,-,,-,1,,5,,11,,12,,"NEW MEXICO
(34.520396, -106.244402)",
OKLAHOMA,2017,11,,-,0,,1,,,-,,-,,N,0,,0,,,N,,N,"OKLAHOMA
(35.468494, -97.521264)",
PACIFIC,2017,11,,-,0,,1,,,-,1,,,-,1,,6,,16,,18,,,
MASSACHUSETTS,2017,11,,-,0,,0,,,-,,-,2,,4,,16,,52,,66,,"MASSACHUSETTS
(42.268546, -72.085064)",
NEW YORK CITY,2017,11,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,,
PUERTO RICO,2017,11,,-,0,,0,,,-,,-,,-,1,,6,,9,,17,,"PUERTO RICO
(18.215692, -66.414655)",
KENTUCKY,2017,11,,-,0,,1,,,-,,-,,N,0,,0,,,N,,N,"KENTUCKY
(37.64591, -84.774043)",
ARKANSAS,2017,11,,-,0,,0,,,-,,-,,-,2,,10,,17,,43,,"ARKANSAS
(34.748745, -92.275105)",
UNITED STATES,2017,11,,-,1,,3,,7,,4,,79,,155,,235,,1430,,1991,,,
MONTANA,2017,11,,-,0,,0,,,-,,-,1,,1,,6,,7,,24,,"MONTANA
(47.062617, -109.430168)",
GEORGIA,2017,11,,-,0,,0,,,-,,-,,-,3,,7,,19,,24,,"GEORGIA
(32.836038, -83.631709)",
ALASKA,2017,11,,-,0,,0,,,-,1,,,-,0,,2,,5,,4,,"ALASKA
(64.836661, -147.738891)",
SOUTH CAROLINA,2017,11,,-,0,,0,,,-,,-,,-,2,,9,,25,,30,,"SOUTH CAROLINA
(34.009286, -81.037094)",
WEST VIRGINIA,2017,11,,-,0,,0,,,-,,-,,-,0,,1,,,-,4,,"WEST VIRGINIA
(38.668501, -80.709421)",
WISCONSIN,2017,11,,-,0,,0,,,-,,-,3,,3,,21,,49,,4,,"WISCONSIN
(44.395526, -89.834513)",
DELAWARE,2017,11,,-,0,,0,,,-,,-,,-,0,,3,,3,,4,,"DELAWARE
(39.008676, -75.574561)",
CALIFORNIA,2017,11,,-,0,,1,,,-,,-,,-,0,,4,,4,,4,,"CALIFORNIA
(37.640735, -121.002435)",
UTAH,2017,11,,-,0,,0,,,-,,-,,-,3,,10,,34,,80,,"UTAH
(39.359772, -111.584173)",
S. ATLANTIC,2017,11,,-,0,,1,,2,,,-,18,,22,,36,,207,,327,,,
ILLINOIS,2017,11,,-,0,,0,,,-,1,,5,,7,,19,,58,,97,,"ILLINOIS
(40.477092, -88.993221)",
IDAHO,2017,11,,-,0,,1,,1,,,-,,N,0,,0,,,N,,N,"IDAHO
(43.680635, -114.364237)",
TEXAS,2017,11,,-,0,,1,,,-,1,,22,,24,,73,,252,,225,,"TEXAS
(31.827233, -99.423022)",
ARIZONA,2017,11,,-,0,,0,,,-,1,,,-,4,,13,,45,,70,,"ARIZONA
(34.869712, -111.760902)",
IOWA,2017,11,,-,0,,1,,,-,,-,,N,0,,0,,,N,,N,"IOWA
(42.46942, -93.815856)",
SOUTH DAKOTA,2017,11,,-,0,,0,,,-,,-,,-,0,,4,,2,,11,,"SOUTH DAKOTA
(44.35371, -100.373709)",
WASHINGTON,2017,11,,-,0,,0,,,-,,-,,N,0,,0,,,N,,N,"WASHINGTON
(47.517368, -120.467672)",
MAINE,2017,11,,-,0,,1,,,-,,-,4,,4,,9,,37,,37,,"MAINE
(45.252223, -68.986647)",
NORTH DAKOTA,2017,11,,-,0,,0,,,-,,-,,-,0,,21,,3,,16,,"NORTH DAKOTA
(47.475879, -100.121011)",
AMER. SAMOA,2017,11,,-,0,,0,,,-,,-,,N,0,,0,,,N,,N,,
VIRGIN ISL.,2017,11,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",
LOUISIANA,2017,11,,-,0,,0,,,-,,-,,-,0,,8,,1,,24,,"LOUISIANA
(31.2931, -92.463284)",
W.N. CENTRAL,2017,11,,-,0,,1,,1,,,-,2,,11,,29,,107,,130,,,
MOUNTAIN,2017,11,,-,0,,1,,2,,1,,9,,15,,39,,142,,266,,,
PENNSYLVANIA,2017,11,,-,0,,2,,,-,,-,12,,21,,55,,193,,233,,"PENNSYLVANIA
(40.789676, -77.858055)",
MICHIGAN,2017,11,,-,0,,1,,1,,,-,,-,8,,21,,74,,171,,"MICHIGAN
(44.66399, -84.711206)",
NEW YORK,2017,11,,-,0,,1,,,-,,-,,N,0,,0,,,N,,N,"NEW YORK
(42.826892, -75.544286)",
MINNESOTA,2017,11,,-,0,,0,,,-,,-,2,,6,,16,,61,,61,,"MINNESOTA
(46.357661, -94.793397)",
MISSISSIPPI,2017,11,,-,0,,1,,,-,,-,,-,0,,2,,1,,1,,"MISSISSIPPI
(32.738663, -89.537312)",
ALABAMA,2017,11,,-,0,,1,,1,,,-,,-,2,,6,,17,,25,,"ALABAMA
(32.839182, -86.631125)",
MID. ATLANTIC,2017,11,,-,0,,2,,,-,,-,12,,25,,65,,236,,318,,,
VIRGINIA,2017,11,,-,0,,1,,,-,,-,,-,4,,12,,2,,50,,"VIRGINIA
(37.542699, -78.45822)",
FLORIDA,2017,11,,-,0,,1,,1,,,-,18,,13,,28,,157,,214,,"FLORIDA
(28.915325, -81.922409)",
W.S. CENTRAL,2017,11,,-,0,,1,,,-,1,,22,,28,,77,,270,,292,,,
NEW HAMPSHIRE,2017,11,,-,0,,0,,,-,,-,,-,0,,4,,,-,11,,"NEW HAMPSHIRE
(43.657736, -71.500736)",
CONNECTICUT,2017,11,,-,0,,0,,,-,,-,,-,2,,6,,17,,36,,"CONNECTICUT
(41.544654, -72.651713)",
HAWAII,2017,11,,-,0,,0,,,-,,-,,-,0,,5,,7,,10,,"HAWAII
(21.30992, -157.858158)",
OHIO,2017,11,,-,0,,1,,,-,,-,,-,8,,23,,100,,120,,"OHIO
(40.056807, -82.405897)",
WYOMING,2017,11,,-,0,,0,,,-,,-,,-,0,,2,,,-,1,,"WYOMING
(43.23558, -108.110518)",
MISSOURI,2017,11,,-,0,,0,,,-,,-,,-,3,,8,,34,,34,,"MISSOURI
(38.636168, -92.566292)",
DIST. OF COL.,2017,11,,-,0,,0,,,-,,-,,-,0,,1,,1,,1,,"DISTRICT OF COLUMBIA
(38.892062, -77.019912)",
COLORADO,2017,11,,-,0,,0,,,-,,-,8,,5,,32,,45,,79,,"COLORADO
(38.841772, -106.132562)",
NEVADA,2017,11,,-,0,,1,,1,,,-,,N,0,,0,,,N,,N,"NEVADA
(39.491833, -117.070159)",
VERMONT,2017,11,,-,0,,0,,,-,,-,1,,0,,4,,11,,19,,"VERMONT
(43.622479, -72.51927)",
NORTH CAROLINA,2017,11,,-,0,,0,,,-,,-,,N,0,,0,,,N,,N,"NORTH CAROLINA
(35.47995, -79.180571)",
E.S. CENTRAL,2017,11,,-,0,,1,,1,,,-,,-,2,,7,,18,,26,,,
MARYLAND,2017,11,,-,0,,1,,1,,,-,,N,0,,0,,,N,,N,"MARYLAND
(39.290443, -76.612333)",
TENNESSEE,2017,11,,-,0,,1,,,-,,-,,N,0,,0,,,N,,N,"TENNESSEE
(35.681402, -85.774444)",
KANSAS,2017,11,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"KANSAS
(38.345528, -98.201847)",
NEW ENGLAND,2017,11,,-,0,,1,,,-,,-,7,,14,,27,,128,,175,,,
RHODE ISLAND,2017,11,,-,0,,0,,,-,,-,,-,1,,6,,11,,6,,"RHODE ISLAND
(41.707447, -71.522488)",
OREGON,2017,11,,-,0,,0,,,-,,-,,N,0,,0,,,N,,N,"OREGON
(44.567912, -120.156945)",
C.N.M.I.,2017,11,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",
KANSAS,2017,12,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"KANSAS
(38.345528, -98.201847)",
MARYLAND,2017,12,,-,0,,1,,1,,,-,,N,0,,0,,,N,,N,"MARYLAND
(39.290443, -76.612333)",
FLORIDA,2017,12,,-,0,,1,,1,,,-,10,,14,,28,,167,,232,,"FLORIDA
(28.915325, -81.922409)",
WASHINGTON,2017,12,,-,0,,0,,,-,,-,,N,0,,0,,,N,,N,"WASHINGTON
(47.517368, -120.467672)",
W.S. CENTRAL,2017,12,1,,0,,1,,1,,1,,33,,28,,79,,306,,310,,,
VIRGINIA,2017,12,,-,0,,1,,,-,,-,,-,4,,15,,3,,59,,"VIRGINIA
(37.542699, -78.45822)",
CALIFORNIA,2017,12,,-,0,,1,,1,,,-,,-,0,,4,,4,,4,,"CALIFORNIA
(37.640735, -121.002435)",
NEW MEXICO,2017,12,,-,0,,0,,,-,,-,,-,0,,4,,11,,16,,"NEW MEXICO
(34.520396, -106.244402)",
DIST. OF COL.,2017,12,,-,0,,0,,,-,,-,,-,0,,1,,1,,1,,"DISTRICT OF COLUMBIA
(38.892062, -77.019912)",
IOWA,2017,12,,-,0,,1,,,-,,-,,N,0,,0,,,N,,N,"IOWA
(42.46942, -93.815856)",
MASSACHUSETTS,2017,12,,-,0,,0,,,-,,-,,-,4,,16,,52,,70,,"MASSACHUSETTS
(42.268546, -72.085064)",
WISCONSIN,2017,12,,-,0,,0,,,-,,-,3,,3,,21,,53,,4,,"WISCONSIN
(44.395526, -89.834513)",
NEW JERSEY,2017,12,,-,0,,0,,,-,,-,,-,5,,17,,60,,92,,"NEW JERSEY
(40.104655, -74.386686)",
ARKANSAS,2017,12,1,,0,,0,,1,,,-,,-,2,,10,,18,,44,,"ARKANSAS
(34.748745, -92.275105)",
NORTH CAROLINA,2017,12,,-,0,,1,,1,,,-,,N,0,,0,,,N,,N,"NORTH CAROLINA
(35.47995, -79.180571)",
COLORADO,2017,12,,-,0,,0,,,-,,-,,-,5,,32,,45,,84,,"COLORADO
(38.841772, -106.132562)",
GUAM,2017,12,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
WEST VIRGINIA,2017,12,,-,0,,0,,,-,,-,,-,0,,1,,,-,4,,"WEST VIRGINIA
(38.668501, -80.709421)",
MOUNTAIN,2017,12,,-,0,,1,,2,,1,,1,,16,,39,,149,,295,,,
MISSISSIPPI,2017,12,,-,0,,1,,,-,,-,,-,0,,2,,2,,1,,"MISSISSIPPI
(32.738663, -89.537312)",
UTAH,2017,12,,-,0,,0,,,-,,-,,-,3,,10,,38,,87,,"UTAH
(39.359772, -111.584173)",
PUERTO RICO,2017,12,,-,0,,0,,,-,,-,,-,1,,6,,9,,23,,"PUERTO RICO
(18.215692, -66.414655)",
NEW ENGLAND,2017,12,,-,0,,1,,,-,,-,6,,14,,27,,142,,193,,,
PENNSYLVANIA,2017,12,,-,0,,2,,,-,,-,10,,21,,55,,206,,257,,"PENNSYLVANIA
(40.789676, -77.858055)",
ILLINOIS,2017,12,,-,0,,0,,,-,1,,4,,7,,19,,69,,127,,"ILLINOIS
(40.477092, -88.993221)",
OKLAHOMA,2017,12,,-,0,,1,,,-,,-,,N,0,,0,,,N,,N,"OKLAHOMA
(35.468494, -97.521264)",
E.S. CENTRAL,2017,12,,-,0,,1,,1,,,-,,-,2,,7,,19,,28,,,
MINNESOTA,2017,12,,-,0,,0,,,-,,-,,-,6,,16,,70,,71,,"MINNESOTA
(46.357661, -94.793397)",
C.N.M.I.,2017,12,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",
RHODE ISLAND,2017,12,,-,0,,0,,,-,,-,2,,0,,6,,13,,6,,"RHODE ISLAND
(41.707447, -71.522488)",
UNITED STATES,2017,12,1,,1,,3,,10,,4,,84,,155,,235,,1616,,2192,,,
MICHIGAN,2017,12,,-,0,,1,,1,,,-,,-,9,,21,,103,,183,,"MICHIGAN
(44.66399, -84.711206)",
MISSOURI,2017,12,,-,0,,0,,,-,,-,4,,3,,8,,42,,35,,"MISSOURI
(38.636168, -92.566292)",
DELAWARE,2017,12,,-,0,,0,,,-,,-,,-,0,,3,,5,,4,,"DELAWARE
(39.008676, -75.574561)",
W.N. CENTRAL,2017,12,,-,0,,1,,1,,,-,4,,11,,29,,125,,143,,,
NORTH DAKOTA,2017,12,,-,0,,0,,,-,,-,,-,0,,21,,3,,17,,"NORTH DAKOTA
(47.475879, -100.121011)",
PACIFIC,2017,12,,-,0,,1,,1,,1,,,-,1,,6,,16,,19,,,
NEBRASKA,2017,12,,-,0,,1,,1,,,-,,-,0,,2,,8,,9,,"NEBRASKA
(41.640503, -99.367122)",
INDIANA,2017,12,,-,0,,1,,,-,,-,,-,3,,9,,25,,51,,"INDIANA
(39.76845, -86.156212)",
SOUTH CAROLINA,2017,12,,-,0,,0,,,-,,-,,-,2,,9,,25,,31,,"SOUTH CAROLINA
(34.009286, -81.037094)",
IDAHO,2017,12,,-,0,,1,,1,,,-,,N,0,,0,,,N,,N,"IDAHO
(43.680635, -114.364237)",
S. ATLANTIC,2017,12,,-,0,,1,,3,,,-,10,,23,,39,,229,,359,,,
TEXAS,2017,12,,-,0,,1,,,-,1,,33,,24,,75,,287,,242,,"TEXAS
(31.827233, -99.423022)",
OREGON,2017,12,,-,0,,0,,,-,,-,,N,0,,0,,,N,,N,"OREGON
(44.567912, -120.156945)",
E.N. CENTRAL,2017,12,,-,0,,1,,1,,1,,20,,33,,56,,364,,496,,,
MONTANA,2017,12,,-,0,,0,,,-,,-,,-,1,,6,,7,,27,,"MONTANA
(47.062617, -109.430168)",
MID. ATLANTIC,2017,12,,-,0,,2,,,-,,-,10,,25,,65,,266,,349,,,
NEW YORK,2017,12,,-,0,,1,,,-,,-,,N,0,,0,,,N,,N,"NEW YORK
(42.826892, -75.544286)",
NEVADA,2017,12,,-,0,,1,,1,,,-,,N,0,,0,,,N,,N,"NEVADA
(39.491833, -117.070159)",
AMER. SAMOA,2017,12,,-,0,,0,,,-,,-,,N,0,,0,,,N,,N,,
HAWAII,2017,12,,-,0,,0,,,-,,-,,-,0,,5,,7,,10,,"HAWAII
(21.30992, -157.858158)",
ALASKA,2017,12,,-,0,,0,,,-,1,,,-,0,,2,,5,,5,,"ALASKA
(64.836661, -147.738891)",
NEW HAMPSHIRE,2017,12,,-,0,,0,,,-,,-,,-,0,,4,,,-,12,,"NEW HAMPSHIRE
(43.657736, -71.500736)",
MAINE,2017,12,,-,0,,1,,,-,,-,4,,4,,9,,41,,42,,"MAINE
(45.252223, -68.986647)",
WYOMING,2017,12,,-,0,,0,,,-,,-,,-,0,,2,,,-,1,,"WYOMING
(43.23558, -108.110518)",
NEW YORK CITY,2017,12,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,,
ALABAMA,2017,12,,-,0,,1,,1,,,-,,-,2,,6,,17,,27,,"ALABAMA
(32.839182, -86.631125)",
TENNESSEE,2017,12,,-,0,,1,,,-,,-,,N,0,,0,,,N,,N,"TENNESSEE
(35.681402, -85.774444)",
OHIO,2017,12,,-,0,,1,,,-,,-,13,,8,,23,,114,,131,,"OHIO
(40.056807, -82.405897)",
SOUTH DAKOTA,2017,12,,-,0,,0,,,-,,-,,-,0,,4,,2,,11,,"SOUTH DAKOTA
(44.35371, -100.373709)",
VERMONT,2017,12,,-,0,,0,,,-,,-,,-,0,,4,,14,,22,,"VERMONT
(43.622479, -72.51927)",
CONNECTICUT,2017,12,,-,0,,0,,,-,,-,,-,2,,6,,22,,41,,"CONNECTICUT
(41.544654, -72.651713)",
LOUISIANA,2017,12,,-,0,,0,,,-,,-,,-,0,,8,,1,,24,,"LOUISIANA
(31.2931, -92.463284)",
ARIZONA,2017,12,,-,0,,0,,,-,1,,1,,4,,13,,48,,80,,"ARIZONA
(34.869712, -111.760902)",
KENTUCKY,2017,12,,-,0,,1,,,-,,-,,N,0,,0,,,N,,N,"KENTUCKY
(37.64591, -84.774043)",
VIRGIN ISL.,2017,12,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",
GEORGIA,2017,12,,-,0,,0,,,-,,-,,-,3,,7,,28,,28,,"GEORGIA
(32.836038, -83.631709)",
NEW MEXICO,2017,13,,-,0,,0,,,-,,-,,-,1,,4,,12,,19,,"NEW MEXICO
(34.520396, -106.244402)",
S. ATLANTIC,2017,13,,-,0,,1,,3,,1,,13,,23,,39,,245,,391,,,
NEW YORK,2017,13,,-,0,,1,,,-,,-,,N,0,,0,,,N,,N,"NEW YORK
(42.826892, -75.544286)",
CALIFORNIA,2017,13,,-,0,,1,,1,,,-,,-,0,,4,,5,,4,,"CALIFORNIA
(37.640735, -121.002435)",
NEW HAMPSHIRE,2017,13,,-,0,,0,,,-,,-,,-,0,,4,,,-,13,,"NEW HAMPSHIRE
(43.657736, -71.500736)",
VIRGINIA,2017,13,,-,0,,1,,,-,,-,,-,4,,15,,3,,64,,"VIRGINIA
(37.542699, -78.45822)",
NEBRASKA,2017,13,,-,0,,1,,1,,,-,2,,0,,2,,10,,11,,"NEBRASKA
(41.640503, -99.367122)",
TEXAS,2017,13,,-,0,,1,,,-,1,,15,,25,,76,,307,,269,,"TEXAS
(31.827233, -99.423022)",
LOUISIANA,2017,13,,-,0,,0,,,-,,-,,-,0,,8,,1,,26,,"LOUISIANA
(31.2931, -92.463284)",
AMER. SAMOA,2017,13,,-,0,,0,,,-,,-,,N,0,,0,,,N,,N,,
MICHIGAN,2017,13,,-,0,,1,,1,,,-,2,,9,,21,,117,,202,,"MICHIGAN
(44.66399, -84.711206)",
RHODE ISLAND,2017,13,,-,0,,0,,,-,,-,,-,1,,6,,13,,8,,"RHODE ISLAND
(41.707447, -71.522488)",
PENNSYLVANIA,2017,13,,-,0,,2,,,-,,-,2,,20,,55,,209,,312,,"PENNSYLVANIA
(40.789676, -77.858055)",
MOUNTAIN,2017,13,,-,0,,1,,2,,1,,4,,16,,39,,158,,323,,,
UTAH,2017,13,,-,0,,0,,,-,,-,,-,3,,10,,42,,97,,"UTAH
(39.359772, -111.584173)",
COLORADO,2017,13,,-,0,,0,,,-,,-,,-,5,,32,,45,,90,,"COLORADO
(38.841772, -106.132562)",
OKLAHOMA,2017,13,,-,0,,1,,,-,,-,,N,0,,0,,,N,,N,"OKLAHOMA
(35.468494, -97.521264)",
VIRGIN ISL.,2017,13,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",
ARIZONA,2017,13,,-,0,,0,,,-,1,,3,,4,,13,,51,,88,,"ARIZONA
(34.869712, -111.760902)",
FLORIDA,2017,13,,-,0,,1,,1,,1,,13,,13,,28,,180,,247,,"FLORIDA
(28.915325, -81.922409)",
MISSISSIPPI,2017,13,,-,0,,1,,,-,,-,,-,0,,2,,2,,1,,"MISSISSIPPI
(32.738663, -89.537312)",
OHIO,2017,13,,-,0,,1,,,-,,-,15,,8,,23,,129,,144,,"OHIO
(40.056807, -82.405897)",
WISCONSIN,2017,13,,-,0,,0,,,-,,-,1,,3,,21,,50,,6,,"WISCONSIN
(44.395526, -89.834513)",
AMER. SAMOA,2017,25,,-,0,,0,,,-,,-,,N,0,,0,,,N,,N,,
MISSOURI,2017,13,,-,0,,0,,,-,,-,1,,3,,8,,45,,37,,"MISSOURI
(38.636168, -92.566292)",
INDIANA,2017,13,,-,0,,1,,,-,,-,,-,3,,9,,26,,54,,"INDIANA
(39.76845, -86.156212)",
MINNESOTA,2017,13,,-,0,,0,,,-,,-,1,,6,,16,,88,,79,,"MINNESOTA
(46.357661, -94.793397)",
MASSACHUSETTS,2017,13,,-,0,,0,,,-,,-,,-,4,,16,,52,,74,,"MASSACHUSETTS
(42.268546, -72.085064)",
E.S. CENTRAL,2017,13,,-,0,,1,,1,,,-,,-,2,,7,,19,,30,,,
W.S. CENTRAL,2017,13,,-,0,,1,,1,,1,,16,,28,,80,,327,,342,,,
W.N. CENTRAL,2017,13,,-,0,,1,,1,,,-,4,,11,,29,,148,,155,,,
DELAWARE,2017,13,,-,0,,0,,,-,,-,,-,0,,3,,5,,4,,"DELAWARE
(39.008676, -75.574561)",
C.N.M.I.,2017,13,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",
NEVADA,2017,13,,-,0,,1,,1,,,-,,N,0,,0,,,N,,N,"NEVADA
(39.491833, -117.070159)",
NEW ENGLAND,2017,13,,-,0,,1,,,-,,-,1,,13,,27,,143,,211,,,
WASHINGTON,2017,13,,-,0,,0,,,-,,-,,N,0,,0,,,N,,N,"WASHINGTON
(47.517368, -120.467672)",
MID. ATLANTIC,2017,13,,-,0,,2,,,-,,-,2,,25,,65,,311,,413,,,
NORTH DAKOTA,2017,13,,-,0,,0,,,-,,-,,-,0,,21,,3,,17,,"NORTH DAKOTA
(47.475879, -100.121011)",
NEW YORK CITY,2017,13,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,,
PACIFIC,2017,13,,-,0,,1,,1,,1,,1,,1,,6,,18,,19,,,
CONNECTICUT,2017,13,,-,0,,0,,,-,,-,1,,2,,6,,23,,44,,"CONNECTICUT
(41.544654, -72.651713)",
MONTANA,2017,13,,-,0,,0,,,-,,-,1,,0,,6,,8,,28,,"MONTANA
(47.062617, -109.430168)",
ILLINOIS,2017,13,,-,0,,0,,,-,1,,1,,7,,19,,77,,134,,"ILLINOIS
(40.477092, -88.993221)",
NORTH CAROLINA,2017,13,,-,0,,1,,1,,,-,,N,0,,0,,,N,,N,"NORTH CAROLINA
(35.47995, -79.180571)",
NEW JERSEY,2017,13,,-,0,,0,,,-,,-,,-,6,,23,,102,,101,,"NEW JERSEY
(40.104655, -74.386686)",
WEST VIRGINIA,2017,13,,-,0,,0,,,-,,-,,-,0,,1,,,-,5,,"WEST VIRGINIA
(38.668501, -80.709421)",
IOWA,2017,13,,-,0,,1,,,-,,-,,N,0,,0,,,N,,N,"IOWA
(42.46942, -93.815856)",
E.N. CENTRAL,2017,13,,-,0,,1,,1,,1,,19,,33,,56,,399,,540,,,
GEORGIA,2017,13,,-,0,,0,,,-,,-,,-,3,,7,,31,,34,,"GEORGIA
(32.836038, -83.631709)",
ALASKA,2017,13,,-,0,,0,,,-,1,,1,,0,,2,,6,,5,,"ALASKA
(64.836661, -147.738891)",
UNITED STATES,2017,13,,-,1,,3,,10,,5,,60,,157,,237,,1768,,2424,,,
ARKANSAS,2017,13,,-,0,,1,,1,,,-,1,,2,,10,,19,,47,,"ARKANSAS
(34.748745, -92.275105)",
IDAHO,2017,13,,-,0,,1,,1,,,-,,N,0,,0,,,N,,N,"IDAHO
(43.680635, -114.364237)",
OREGON,2017,13,,-,0,,0,,,-,,-,,N,0,,0,,,N,,N,"OREGON
(44.567912, -120.156945)",
VERMONT,2017,13,,-,0,,0,,,-,,-,,-,0,,4,,14,,23,,"VERMONT
(43.622479, -72.51927)",
SOUTH CAROLINA,2017,13,,-,0,,0,,,-,,-,,-,2,,9,,25,,36,,"SOUTH CAROLINA
(34.009286, -81.037094)",
KENTUCKY,2017,13,,-,0,,1,,,-,,-,,N,0,,0,,,N,,N,"KENTUCKY
(37.64591, -84.774043)",
TENNESSEE,2017,13,,-,0,,1,,,-,,-,,N,0,,0,,,N,,N,"TENNESSEE
(35.681402, -85.774444)",
HAWAII,2017,13,,-,0,,0,,,-,,-,,-,0,,5,,7,,10,,"HAWAII
(21.30992, -157.858158)",
GUAM,2017,13,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
