Id,DateCreated,DateUpdated,RequestType,City,ZipCode,Location,StatusType,Description
926784,05/09/2020 05:29:47 AM,05/09/2020 05:35:03 AM,Noise,,,"(21.3165902, -157.796166)",Received,For the last 2 hours
918004,04/28/2020 10:53:19 PM,04/28/2020 11:03:37 PM,Other,,,"(21.2722014, -157.8184771)",Closed,"At the Waikiki She’ll parking lot, there are 3 vehicles parked there 24/7.   During the day there is a male who goes in the vehicles.  The vehicles appear abandoned; 1 SUV and 2 bus’"
920857,05/01/2020 10:57:12 PM,05/05/2020 07:27:09 PM,Homeless Concerns,,,"(21.4456026, -158.1892277)",Received,This derelict vehicle license plate # PFS 268 beige with blue tarp NO TIRES BUT AN EYE SORE PUBLIC SAFETY AND HEALTH ISSUE AND CONCERN-Solution: REMOVE ASAP
920099,04/30/2020 11:44:00 PM,04/30/2020 11:50:00 PM,Homeless Concerns,,,"(21.3535187, -158.0282506)",Received,people living under fort weaver road where cane haul road crosses under. cars park at canehaul road under fort weaver
922935,05/05/2020 03:21:23 AM,05/05/2020 03:30:00 AM,Homeless Concerns,,,"(21.3827981, -158.0128626)",Received,"Aloha, I live at 94-508 Farrington Hwy.  We have an encampment that is directly behind our building.  They are constantly coming through our houseing area, as well as burning fires.  The smoke from the fires come straight into our building. We have elderly here that already have breathing issues.  I notice for me that i often will get headaches while I smell the smoke.  I'm also worried that a fire could break out from their camp and burn the surrounding brush.  The encampment is only about 20 ft away from our building.  I do not feel safe with them being so close and walking through our area.  Also the have dogs that will fight and I can here them crying."
925961,05/08/2020 06:22:30 AM,05/08/2020 06:08:13 PM,Homeless Concerns,,,"(21.3838723, -158.1481522)",Received,This lady is on drugs. Screaming and yelling at night. Please come and remove her from this area.
921261,05/03/2020 12:04:29 AM,05/04/2020 07:21:43 PM,Other,,,"(21.3299426, -157.8143133)",ReferredToDept,The road from 4054 Tantalus to forest ridge Way is full of potholes and rough patches making it dangerous as people avoid them and wind up on wrong side of a road that’s VERY narrow
921635,05/03/2020 09:32:33 PM,05/07/2020 12:15:28 AM,Parking Issues,,,"(21.4301515, -157.9387545)",Closed,"Multiple vehicles, three in total as of now."
920165,05/01/2020 02:40:23 AM,05/05/2020 11:50:37 PM,Graffiti,,,"(21.3243333, -157.8703841)",ReferredToDept,"Several signs, a tree (not pictured), and a wall has been vandalized. Located at the river fencing adjacent to Kohou St."
918908,04/29/2020 09:01:58 PM,05/04/2020 05:25:30 PM,Parking Issues,,,"(21.328503, -157.8506748)",Closed,Blue SUV - please patrol this area frequently. This is a now parking zone and there are many violators.
918129,04/29/2020 03:28:23 AM,04/29/2020 05:34:32 PM,Homeless Concerns,,,"(21.3056121, -158.0301899)",Received,"Tents on beach behind bushes on beach, lots of trash, shopping carts, lose dogs and people living in van throwing trash out the window."
920714,05/01/2020 08:10:15 PM,05/01/2020 11:18:18 PM,Broken Street Light,,,"(21.2896942, -157.8440523)",ReferredToDept,"Can you please have someone check the pedestrian walk lights for this mid-block crosswalk from Ala Moana Shopping Center to Ala Moana Park?  I have tried to cross it several times in the last week and when I push the button to cross the lights for pedestrians never come on.  It remains red and the light never changes to stop the traffic.  Now that the park has been reopened, this is creating a dangerous situation.  I have had to jay walk to get across Ala Moana Blvd, as have everyone else who crosses.  Please check this out."
919854,04/30/2020 07:36:49 PM,04/30/2020 10:14:36 PM,Tree or Plant maintenance,,,"(21.3090811, -157.8600494)",ReferredToDept,Broken newly planted tree on corner on Hotel st and Adams lane
