Signal ID,Location Name,Signal Type,Signal Status,ATD Location ID,COA Intersection ID,Control,Council District(s),Primary St,Cross St,Cross St Segment ID,Landmark,Primary Signal,Secondary Signal(s),Jurisdiction Label,Primary St Segment ID,Signal Eng. Area,Traffic Engineer Area,Turn On Date,Location,Cross St Block,Primary St Block,Signal PM Max Fiscal Year,Pedestrian Signal Type,Pedestrian Button Type,Leading Pedestrian Interval,Date Leading Pedestrian Interval Installed,North/South Pedestrian Interval,East/West Pedestrian Interval,Leading Pedestrian Interval Comment,Bicycle Signal,Bus Stops,Source DB ID,IP Communication status,Comm Status Datetime,Owner,Detection status,Detection Status Date,Construction Note,Construction Note Date,Latitude,Longitude,Modified Date
917,US 290 HWY SVRD / ED BLUESTEIN BLVD SVRD (Southeast intersection of 290 / 183 ),TRAFFIC,TURNED_ON,LOC17-007345,5164970,SECONDARY,1,US 290 HWY SVRD, ED BLUESTEIN BLVD SVRD,3266168,Southeast intersection of 290 / 183 ,927: US 290 HWY SVRD / ED BLUESTEIN BLVD SVRD (Southwest Intersection of 290 / 183 ),,AUSTIN FULL PURPOSE,2012562,NORTHEAST,,,"(30.325205, -97.672077)",7627,7631,2019,UNKNOWN,,False,,,,,False,,5882659802671fb74ae59a13,NO COMMUNICATION,11/19/2017 05:57:00 AM +0000,TxDOT,NO DETECTION,,,,30.325205,-97.672077,08/10/2019 07:30:00 AM +0000
564, BECKETT RD / DAVIS LN,TRAFFIC,TURNED_ON,LOC16-002765,5144648,PRIMARY,8, BECKETT RD, DAVIS LN,2026324,,,,AUSTIN FULL PURPOSE,2024948,SOUTHWEST,,06/09/2005,"(30.2078648, -97.8693771)",5411,8600,2020,WALK/DONT WALK,,False,,,,,False,"5905, 5893",5817c094e052e0422be6c849,OFFLINE,01/24/2020 09:25:00 AM +0000,COA,OK,05/20/2019 05:00:00 AM +0000,,,30.2078648,-97.8693771,02/25/2020 09:15:00 AM +0000
159, AIRPORT BLVD / BOLM RD,TRAFFIC,TURNED_ON,LOC16-000790,5162808,PRIMARY,3, AIRPORT BLVD, BOLM RD,2019202,,,157:  AIRPORT BLVD / SHADY LN,AUSTIN FULL PURPOSE,2019244,NORTHEAST,,01/04/1961,"(30.2600937, -97.6938629)",5000,1000,2020,COUNTDOWN,Bulldog,False,,,,,False,,5817c080e052e0422be6c532,ONLINE,10/27/2018 08:25:00 AM +0000,COA,OK,12/05/2014 06:00:00 AM +0000,,,30.2600937,-97.6938629,04/29/2020 06:49:00 PM +0000
4038,406 BLK E ST JOHNS AVE (Webb Middle School),PHB,TURNED_ON,LOC16-005180,,PRIMARY,4, ST JOHNS AVE,  ,,Webb Middle School,,,AUSTIN FULL PURPOSE,2011850,NORTHEAST,,08/22/2014,"(30.3338966, -97.7064514)",,406,2018,COUNTDOWN,APS,False,,,,,False,"1412, 5053",5817c0e8e052e0422be6ccf5,OFFLINE,12/21/2019 09:25:00 AM +0000,COA,NO DETECTION,,,,30.3338966,-97.7064514,12/20/2019 06:08:00 PM +0000
646, ANDERSON MILL RD / POND SPRINGS RD,TRAFFIC,TURNED_ON,LOC16-003175,5151165,PRIMARY,6, ANDERSON MILL RD, POND SPRINGS RD,2007231,,,,AUSTIN FULL PURPOSE,2038761,NORTHWEST,,01/22/2004,"(30.4503841, -97.7853088)",13400,9320,2020,COUNTDOWN,,False,,,,,False,"5672, 5673",5817c098e052e0422be6c8f2,ONLINE,01/01/2019 09:25:00 AM +0000,COA,OK,06/19/2017 05:00:00 AM +0000,,,30.4503841,-97.7853088,04/27/2020 09:11:00 PM +0000
783, DECKER LN / LOYOLA LN,TRAFFIC,TURNED_ON,LOC16-003850,5167561,PRIMARY,1, DECKER LN, LOYOLA LN,2015086,,,,AUSTIN FULL PURPOSE,2015085,NORTHEAST,,03/28/2002,"(30.2912273, -97.6279831)",8301,6700,2020,WALK/DONT WALK,,False,,,,,False,6183,5817c0a9e052e0422be6ca21,ONLINE,07/18/2019 08:25:00 AM +0000,COA,OK,06/23/2017 05:00:00 AM +0000,,,30.2912273,-97.6279831,04/27/2020 09:24:00 PM +0000
22, 24TH ST / NUECES ST,TRAFFIC,TURNED_ON,LOC16-000105,5156836,SECONDARY,9, 24TH ST, NUECES ST,2017377,,32:  24TH ST / NUECES ST,,AUSTIN FULL PURPOSE,2017380,CENTRAL,,08/31/1958,"(30.2878284, -97.7431412)",2400,511,2019,COUNTDOWN,,False,,,,,False,,5817c07ae052e0422be6c420,NO COMMUNICATION,11/19/2017 05:57:00 AM +0000,COA,NO DETECTION,06/14/2017 05:00:00 AM +0000,,,30.2878284,-97.7431412,04/16/2020 06:33:00 PM +0000
895, AVERY RANCH BLVD / STAKED PLAINS DR,TRAFFIC,TURNED_ON,LOC16-004410,5150543,PRIMARY,6, AVERY RANCH BLVD, STAKED PLAINS DR,2037833,,,,AUSTIN FULL PURPOSE,2036834,NORTHWEST,,05/23/2008,"(30.4941616, -97.7914963)",11300,14001,2020,UNKNOWN,,False,,,,,False,,5817c0bee052e0422be6cb38,ONLINE,03/24/2020 08:25:00 AM +0000,COA,OK,12/27/2019 06:00:00 AM +0000,,,30.4941616,-97.7914963,05/04/2020 05:30:00 PM +0000
884, 45TH ST / W 45TH TO MOPAC SB RAMP,TRAFFIC,TURNED_ON,LOC16-004355,5154866,SECONDARY,10, 45TH ST, W 45TH TO MOPAC SB RAMP,2021768,,580:  MOPAC EXPY / 45TH ST,,AUSTIN FULL PURPOSE,2021769,CENTRAL,,04/08/2003,"(30.3213959, -97.7563477)",,2916,2019,WALK/DONT WALK,APS,False,,,,,False,,5817c0bbe052e0422be6cb16,NO COMMUNICATION,11/19/2017 05:57:00 AM +0000,TxDOT,BROKEN,02/10/2019 06:00:00 AM +0000,,,30.3213959,-97.7563477,07/19/2019 07:30:00 AM +0000
986, 12TH ST / CHESTNUT AVE,TRAFFIC,TURNED_ON,LOC16-004820,5160419,PRIMARY,1, 12TH ST, CHESTNUT AVE,2018266,,,,AUSTIN FULL PURPOSE,2018265,NORTHEAST,,01/31/1973,"(30.2743607, -97.7159805)",1200,2300,2020,WALK/DONT WALK,,False,,,,,False,,5817c0d4e052e0422be6cc21,OFFLINE,03/02/2020 09:26:00 AM +0000,COA,BROKEN,11/07/2019 06:00:00 AM +0000,,,30.2743607,-97.7159805,04/03/2020 04:31:00 PM +0000
1031, SLAUGHTER LN / ALICE MAE LN,TRAFFIC,TURNED_ON,LOC16-006675,5151139,PRIMARY,"5,2", SLAUGHTER LN, ALICE MAE LN,3365934,,,,AUSTIN FULL PURPOSE,3260061,SOUTHWEST,,10/10/2017,"(30.167644, -97.7930979)",9200,300,2020,COUNTDOWN,APS,False,,,,,False,5623,58f679f642d8760d5df33081,NO COMMUNICATION,11/19/2017 05:57:00 AM +0000,COA,OK,11/25/2019 06:00:00 AM +0000,The signal is on flash and is scheduled to be turned on sometime next week.,,30.167644,-97.7930979,02/25/2020 09:15:00 AM +0000
289, 8TH ST / RED RIVER ST,TRAFFIC,TURNED_ON,LOC16-001410,5157940,PRIMARY,9, 8TH ST, RED RIVER ST,2018704,,,,AUSTIN FULL PURPOSE,2018705,CENTRAL,,10/21/1959,"(30.268322, -97.7364883)",800,500,2018,COUNTDOWN,,True,12/19/2019 06:00:00 AM,"4p,8p",6p,,False,,5817c085e052e0422be6c62a,ONLINE,01/28/2020 09:25:00 AM +0000,COA,NO DETECTION,,,,30.268322,-97.7364883,04/05/2020 08:15:00 AM +0000
426, STASSNEY LN / 35 SVRD,TRAFFIC,TURNED_ON,LOC16-002090,5154346,PRIMARY,2, STASSNEY LN,IH 35 SVRD,2041869,,,427:  STASSNEY LN / 35 SVRD,AUSTIN FULL PURPOSE,3260974,SOUTHWEST,,10/27/1988,"(30.1981945, -97.7636566)",5301,1501,2017,WALK/DONT WALK,,False,,,,,False,,5817c08be052e0422be6c73a,OFFLINE,07/02/2018 08:25:00 AM +0000,TxDOT,BROKEN,06/12/2019 05:00:00 AM +0000,,,30.1981945,-97.7636566,03/12/2020 07:41:00 PM +0000
4066, FAR WEST BLVD / NORTHLEDGE DR,PHB,TURNED_ON,LOC16-005520,5153984,PRIMARY,10, FAR WEST BLVD, NORTHLEDGE DR,2040036,,,,AUSTIN FULL PURPOSE,2013132,NORTHWEST,,08/21/2017,"(30.3576298, -97.76214922)",7000,3920,2019,COUNTDOWN,APS,False,,,,,False,,5921ff56d26f0437addd6ea5,OFFLINE,07/27/2019 08:26:00 AM +0000,COA,NO DETECTION,,The PHB was turned on on 08/21/2017.,,30.3576298,-97.76214922,02/25/2020 09:15:00 AM +0000
154, LAVACA ST / 2ND ST,TRAFFIC,TURNED_ON,LOC16-000765,5156415,PRIMARY,9, LAVACA ST, 2ND ST,2018990,,,,AUSTIN FULL PURPOSE,2018964,CENTRAL,,03/04/1978,"(30.2649975, -97.7465897)",201,200,2018,COUNTDOWN,,True,12/19/2019 06:00:00 AM,4p,"2p,6p",,False,,5817c07fe052e0422be6c528,ONLINE,10/02/2019 08:25:00 AM +0000,COA,NO DETECTION,06/15/2017 05:00:00 AM +0000,,,30.2649975,-97.7465897,01/28/2020 02:07:00 PM +0000
330, 12TH ST / 35 SVRD,TRAFFIC,TURNED_ON,LOC16-001615,5158498,PRIMARY,1, 12TH ST,IH 35 SVRD,2018441,,,340:  12TH ST / 35 SVRD,AUSTIN FULL PURPOSE,2018440,CENTRAL,,08/23/1955,"(30.2718334, -97.7327881)",1200,718,2019,COUNTDOWN,,False,,,,,False,,5817c087e052e0422be6c67c,ONLINE,04/10/2019 08:25:00 AM +0000,TxDOT,BROKEN,10/24/2019 05:00:00 AM +0000,,,30.2718334,-97.7327881,04/05/2020 08:15:00 AM +0000
294, 7TH ST / BRAZOS ST,TRAFFIC,TURNED_ON,LOC16-001435,5157239,PRIMARY,9, 7TH ST, BRAZOS ST,2018687,,,,AUSTIN FULL PURPOSE,2018688,CENTRAL,,07/03/2017,"(30.2686024, -97.7411118)",700,100,2019,COUNTDOWN,,True,12/19/2019 06:00:00 AM,4p,2p,,False,,5817c085e052e0422be6c634,ONLINE,10/04/2019 08:25:00 AM +0000,COA,NO DETECTION,,,,30.2686024,-97.7411118,01/28/2020 05:21:00 PM +0000
48, 38TH ST / GUADALUPE ST,TRAFFIC,TURNED_ON,LOC16-000235,5157521,PRIMARY,9, 38TH ST, GUADALUPE ST,2016461,,,,AUSTIN FULL PURPOSE,2016462,CENTRAL,,03/08/1961,"(30.302742, -97.7381439)",3800,600,2018,WALK/DONT WALK,,False,,,,,False,,5817c07be052e0422be6c454,ONLINE,05/30/2018 08:25:00 AM +0000,COA,OK,07/01/2019 05:00:00 AM +0000,,,30.302742,-97.7381439,04/27/2020 08:39:00 PM +0000
4099, PLEASANT VALLEY RD / PLEASANT VALLEY RD,PHB,DESIGN,LOC19-014345,,PRIMARY,3, PLEASANT VALLEY RD, PLEASANT VALLEY RD,3377275,,,,AUSTIN FULL PURPOSE,3377275,SOUTHWEST,,,"(30.247615, -97.71402)",1,1,,COUNTDOWN,,False,,,,,False,,5e3303dd3a4f3b0015933c4e,NO COMMUNICATION,01/31/2020 09:26:00 AM +0000,COA,BROKEN,01/30/2020 06:00:00 AM +0000,"south of the bridge, near Krieg Field.",03/05/2020 06:00:00 AM +0000,30.247615,-97.71402,03/05/2020 03:10:00 PM +0000
95, ANDERSON LN / SHOAL CREEK BLVD,TRAFFIC,TURNED_ON,LOC16-000470,5156894,PRIMARY,7, ANDERSON LN, SHOAL CREEK BLVD,2010847,,,,AUSTIN FULL PURPOSE,2042779,NORTHWEST,,11/19/1971,"(30.361021, -97.7408447)",7900,3100,2019,WALK/DONT WALK,,False,,,,,False,,5b5c434f97428f168b0e8671,ONLINE,01/01/2019 09:25:00 AM +0000,COA,BROKEN,06/11/2018 05:00:00 AM +0000,,,30.361021,-97.7408447,04/27/2020 08:40:00 PM +0000
453, WELLS BRANCH PKWY / OWEN TECH BLVD,TRAFFIC,TURNED_ON,LOC16-002225,5164682,PRIMARY,, WELLS BRANCH PKWY, OWEN TECH BLVD,3272388,,,,AUSTIN 2 MILE ETJ,2038884,NORTHWEST,,07/01/2016,"(30.43887911, -97.67208725)",14435,1714,2019,COUNTDOWN,APS,False,,,,,False,,5817c08de052e0422be6c770,ONLINE,10/22/2017 08:25:00 AM +0000,Travis County,OK,05/02/2019 05:00:00 AM +0000,,,30.43887911,-97.67208725,02/25/2020 09:15:00 AM +0000
59, 38TH ST / DUVAL ST,TRAFFIC,TURNED_ON,LOC16-000290,5158780,PRIMARY,9, 38TH ST, DUVAL ST,2016716,,,,AUSTIN FULL PURPOSE,2016717,CENTRAL,,08/15/1956,"(30.298708, -97.7297745)",3800,402,2018,WALK/DONT WALK,,False,,,,,False,,5817c07be052e0422be6c46a,ONLINE,10/11/2017 08:04:00 PM +0000,COA,OK,01/22/2018 06:00:00 AM +0000,,,30.298708,-97.7297745,01/24/2020 03:50:00 PM +0000
321, 5TH ST / GUADALUPE ST,TRAFFIC,TURNED_ON,LOC16-001570,5156387,PRIMARY,9, 5TH ST, GUADALUPE ST,2018737,,,,AUSTIN FULL PURPOSE,2018738,CENTRAL,,01/01/1900,"(30.2680931, -97.7466354)",500,400,2020,COUNTDOWN,,True,12/19/2019 06:00:00 AM,8p,2p,,False,,5817c086e052e0422be6c66a,ONLINE,10/11/2017 08:08:00 PM +0000,COA,NO DETECTION,,,,30.2680931,-97.7466354,02/25/2020 09:15:00 AM +0000
1059, MC CALLEN PASS / CENTER LAKE DR,TRAFFIC,CONSTRUCTION,LOC17-012305,5467045,PRIMARY,7, MC CALLEN PASS, CENTER LAKE DR,5467021,,,,AUSTIN FULL PURPOSE,2036888,NORTHEAST,,,"(30.409201, -97.663215)",13500,13013,,COUNTDOWN,,False,,,,,False,,5dc185561a484d0015dcd5d7,NO COMMUNICATION,11/06/2019 09:25:00 AM +0000,COA,BROKEN,11/05/2019 06:00:00 AM +0000,Estimated Turn-on week of 5/11,04/30/2020 05:00:00 AM +0000,30.409201,-97.663215,04/30/2020 02:33:00 PM +0000
266, SAN JACINTO BLVD / 10TH ST,TRAFFIC,TURNED_ON,LOC16-001295,5157522,PRIMARY,"1,9", SAN JACINTO BLVD, 10TH ST,2018496,,,,AUSTIN FULL PURPOSE,2018495,CENTRAL,,09/24/1956,"(30.2711124, -97.7389984)",200,1000,2019,COUNTDOWN,,True,12/19/2019 06:00:00 AM,8p,6p,,False,,5817c084e052e0422be6c5fc,ONLINE,01/29/2020 09:25:00 AM +0000,COA,NO DETECTION,,,,30.2711124,-97.7389984,02/25/2020 09:15:00 AM +0000
218, 15TH ST / NUECES ST,TRAFFIC,TURNED_ON,LOC16-001070,5156571,PRIMARY,9, 15TH ST, NUECES ST,2018011,,,,AUSTIN FULL PURPOSE,2018012,CENTRAL,,01/24/1968,"(30.2785339, -97.7451477)",1500,600,2019,COUNTDOWN,,True,10/31/2019 05:00:00 AM,"4p,8p",,,False,,5817c082e052e0422be6c5a2,ONLINE,09/07/2019 08:25:00 AM +0000,COA,OK,11/26/2018 06:00:00 AM +0000,,,30.2785339,-97.7451477,01/29/2020 02:07:00 PM +0000
940, SPICEWOOD SPRINGS RD / MESA DR,TRAFFIC,TURNED_ON,LOC16-004590,5154593,PRIMARY,10, SPICEWOOD SPRINGS RD, MESA DR,2013672,,,,AUSTIN FULL PURPOSE,3213025,NORTHWEST,,03/28/1983,"(30.3715324, -97.757225)",8000,4203,2018,UNKNOWN,APS,False,,,,,False,,5817c0c7e052e0422be6cb9b,OFFLINE,10/17/2019 08:26:00 AM +0000,COA,BROKEN,08/24/2018 05:00:00 AM +0000,,,30.3715324,-97.757225,12/31/2019 07:46:00 PM +0000
31, 24TH ST / RIO GRANDE ST,TRAFFIC,TURNED_ON,LOC16-000150,5156607,PRIMARY,9, 24TH ST, RIO GRANDE ST,2017369,,,,AUSTIN FULL PURPOSE,2017370,CENTRAL,,01/01/1900,"(30.2879353, -97.7446823)",2400,700,2018,COUNTDOWN,APS,False,,,,,True,,5817c07ae052e0422be6c432,ONLINE,04/15/2018 08:25:00 AM +0000,COA,OK,06/14/2017 05:00:00 AM +0000,,,30.2879353,-97.7446823,04/20/2020 06:49:00 PM +0000
768,IH 35 SVRD / RIVER ST,TRAFFIC,TURNED_ON,LOC16-003785,5157790,SECONDARY,9,IH 35 SVRD, RIVER ST,2019377,,767: IH 35 SVRD / HOLLY ST,,AUSTIN FULL PURPOSE,2019376,CENTRAL,,08/28/2001,"(30.2574501, -97.7377014)",800,60,2019,WALK/DONT WALK,,False,,,,,False,,5817c0a7e052e0422be6ca02,NO COMMUNICATION,11/19/2017 05:57:00 AM +0000,TxDOT,OK,06/23/2017 05:00:00 AM +0000,,,30.2574501,-97.7377014,07/30/2019 08:44:00 PM +0000
181, ANDERSON LN / BURRELL DR,TRAFFIC,TURNED_ON,LOC16-000895,5159497,PRIMARY,7, ANDERSON LN, BURRELL DR,2011186,,,,AUSTIN FULL PURPOSE,2011198,NORTHWEST,,06/05/1991,"(30.3519783, -97.7220688)",7900,1417,2019,WALK/DONT WALK,,False,,,,,False,,5817c081e052e0422be6c55c,ONLINE,01/01/2019 09:25:00 AM +0000,COA,OK,08/27/2019 05:00:00 AM +0000,,,30.3519783,-97.7220688,02/25/2020 09:15:00 AM +0000
596, RUNDBERG LN / 35 SVRD,TRAFFIC,TURNED_ON,LOC16-002925,5163096,PRIMARY,4, RUNDBERG LN,IH 35 SVRD,2010911,,,597:  RUNDBERG LN / 35 SVRD,AUSTIN FULL PURPOSE,2010918,NORTHEAST,,11/20/1978,"(30.358427, -97.6885452)",9400,712,2019,COUNTDOWN,APS,False,,,,,False,"1290, 5612, 1143, 5516",5817c095e052e0422be6c88f,ONLINE,12/21/2019 09:25:00 AM +0000,TxDOT,OK,12/10/2019 06:00:00 AM +0000,,,30.358427,-97.6885452,02/25/2020 09:15:00 AM +0000
448, FAR WEST BLVD / MOPAC EXPY SVRD,TRAFFIC,TURNED_ON,LOC16-002200,5155770,SECONDARY,"10,7", FAR WEST BLVD, MOPAC EXPY SVRD,2012410,,447:  FAR WEST BLVD / MOPAC EXPY SVRD,,AUSTIN FULL PURPOSE,2012406,NORTHWEST,,06/15/1983,"(30.3515854, -97.7483673)",6900,3300,2019,COUNTDOWN,,False,,,,,False,,5b5c435d97428f168b0e86e3,NO COMMUNICATION,11/19/2017 05:57:00 AM +0000,TxDOT,UNKNOWN,12/29/2019 06:00:00 AM +0000,,,30.3515854,-97.7483673,12/12/2019 06:53:00 PM +0000
820,12700 BLK DESSAU RD,TRAFFIC,TURNED_ON,LOC16-004035,,PRIMARY,"1,7", DESSAU RD,  ,,,,,AUSTIN FULL PURPOSE,2038096,NORTHEAST,,08/28/2009,"(30.397131, -97.6426849)",,12700,2018,WALK/DONT WALK,,False,,,,,False,,5817c0aee052e0422be6ca76,ONLINE,03/06/2020 09:25:00 AM +0000,COA,OK,02/04/2019 06:00:00 AM +0000,,,30.397131,-97.6426849,04/21/2020 06:13:00 PM +0000
803, BALCONES WOODS DR / RESEARCH BLVD SVRD,TRAFFIC,TURNED_ON,LOC16-003950,5156097,SECONDARY,"10,6,7", BALCONES WOODS DR, RESEARCH BLVD SVRD,2042668,,804:  BALCONES WOODS DR / RESEARCH BLVD SVRD,,AUSTIN FULL PURPOSE,2006450,NORTHWEST,,04/07/1977,"(30.4078579, -97.7447128)",11200,5013,2019,WALK/DONT WALK,,False,,,,,False,,5817c0ace052e0422be6ca50,NO COMMUNICATION,11/19/2017 05:57:00 AM +0000,TxDOT,OK,07/16/2019 05:00:00 AM +0000,,,30.4078579,-97.7447128,04/24/2020 07:23:00 PM +0000
80, BURNET RD / GREENLAWN PKWY,TRAFFIC,TURNED_ON,LOC16-000395,5157698,PRIMARY,7, BURNET RD, GREENLAWN PKWY,2011308,,,,AUSTIN FULL PURPOSE,2011307,NORTHWEST,,08/28/1968,"(30.3482552, -97.7357788)",2401,7211,2019,COUNTDOWN,,False,,,,,False,,5817c07ce052e0422be6c494,ONLINE,07/12/2019 08:25:00 AM +0000,COA,OK,02/12/2019 06:00:00 AM +0000,,,30.3482552,-97.7357788,04/27/2020 08:39:00 PM +0000
497,US 183 HWY / BURLESON RD,TRAFFIC,TURNED_ON,LOC16-002435,5163798,PRIMARY,2,US 183 HWY, BURLESON RD,2023569,,,,AUSTIN FULL PURPOSE,3258309,SOUTHEAST,,10/24/1986,"(30.1828804, -97.6876297)",8300,4500,2017,WALK/DONT WALK,,False,,,,,False,,5817c08ee052e0422be6c7c4,ONLINE,06/07/2019 08:25:00 AM +0000,COA,OK,06/27/2018 05:00:00 AM +0000,,,30.1828804,-97.6876297,04/27/2020 08:54:00 PM +0000
108, LAMAR BLVD / 24TH ST,TRAFFIC,TURNED_ON,LOC16-000535,5155404,PRIMARY,9, LAMAR BLVD, 24TH ST,2019777,,,,AUSTIN FULL PURPOSE,2019776,CENTRAL,,,"(30.2885342, -97.7527695)",1301,2300,2020,COUNTDOWN,APS,False,,,,,False,,5817c07de052e0422be6c4cc,ONLINE,10/11/2017 08:05:00 PM +0000,COA,OK,01/13/2020 06:00:00 AM +0000,,,30.2885342,-97.7527695,04/29/2020 03:53:00 PM +0000
326, COLORADO ST / 2ND ST,TRAFFIC,TURNED_ON,LOC16-001595,5156573,PRIMARY,9, COLORADO ST, 2ND ST,2018990,,,,AUSTIN FULL PURPOSE,2018989,CENTRAL,,11/12/1993,"(30.2646828, -97.7455139)",201,200,2020,COUNTDOWN,,True,12/19/2019 06:00:00 AM,"4p,8p","2p,6p",,False,,5817c087e052e0422be6c674,ONLINE,10/02/2019 08:25:00 AM +0000,COA,NO DETECTION,,,,30.2646828,-97.7455139,02/25/2020 09:15:00 AM +0000
490, MANOR RD / LOYOLA LN,TRAFFIC,TURNED_ON,LOC16-002405,5165345,PRIMARY,1, MANOR RD, LOYOLA LN,2015837,,,,AUSTIN FULL PURPOSE,2015836,NORTHEAST,,07/14/1983,"(30.3100624, -97.6671524)",3500,6700,2020,WALK/DONT WALK,,False,,,,,False,,5b5c436397428f168b0e8707,ONLINE,06/05/2018 08:25:00 AM +0000,COA,OK,10/14/2019 05:00:00 AM +0000,,,30.3100624,-97.6671524,03/18/2020 05:13:00 PM +0000
629, ED BLUESTEIN BLVD / TECHNI CENTER DR,TRAFFIC,TURNED_ON,LOC16-003105,5165361,PRIMARY,1, ED BLUESTEIN BLVD, TECHNI CENTER DR,2019890,,,,AUSTIN FULL PURPOSE,2018083,NORTHEAST,,09/20/1979,"(30.2760506, -97.6679153)",5800,4000,2016,COUNTDOWN,,False,,,,,False,,5817c097e052e0422be6c8d4,OFFLINE,07/27/2019 08:25:00 AM +0000,COA,UNKNOWN,05/31/2019 05:00:00 AM +0000,,,30.2760506,-97.6679153,11/15/2019 08:32:00 PM +0000
655, CAMERON RD / 290 HWY SVRD,TRAFFIC,TURNED_ON,LOC16-003215,5162397,PRIMARY,"4,1", CAMERON RD,US 290 HWY SVRD,2015208,,,654:  CAMERON RD / 290 HWY SVRD,AUSTIN FULL PURPOSE,2015206,NORTHEAST,,06/16/1982,"(30.3207817, -97.6958618)",6421,6313,2019,COUNTDOWN,,False,,,,,False,"5782, 4592, 2887, 2870",5b5c436f97428f168b0e8764,NO COMMUNICATION,11/19/2017 05:57:00 AM +0000,TxDOT,OK,05/23/2019 05:00:00 AM +0000,,,30.3207817,-97.6958618,02/25/2020 09:15:00 AM +0000
257, RED RIVER ST / 11TH ST,TRAFFIC,TURNED_ON,LOC16-001255,5158097,PRIMARY,1, RED RIVER ST, 11TH ST,2041121,,,,AUSTIN FULL PURPOSE,2018562,CENTRAL,,07/03/2017,"(30.2711697, -97.7354507)",400,1000,2019,COUNTDOWN,APS,True,12/19/2019 06:00:00 AM,"4p,8p","2p,6p",,False,,5817c084e052e0422be6c5ec,ONLINE,01/28/2020 09:25:00 AM +0000,COA,NO DETECTION,06/16/2017 05:00:00 AM +0000,,,30.2711697,-97.7354507,02/25/2020 09:15:00 AM +0000
213, ENFIELD RD / HARTFORD RD,TRAFFIC,TURNED_ON,LOC16-001045,5154281,PRIMARY,9, ENFIELD RD, HARTFORD RD,2020593,,,,AUSTIN FULL PURPOSE,2020636,CENTRAL,,10/31/2019,"(30.2846756, -97.7618637)",1500,1700,2018,WALK/DONT WALK,,True,10/31/2019 05:00:00 AM,4p,,,False,,5817c082e052e0422be6c598,ONLINE,01/15/2020 09:25:00 AM +0000,COA,OK,03/23/2018 05:00:00 AM +0000,,,30.2846756,-97.7618637,03/20/2020 02:13:00 PM +0000
4087, RED RIVER ST / LUTHER LN,PHB,TURNED_ON,LOC16-005625,5159335,PRIMARY,9, RED RIVER ST, LUTHER LN,5328242,,,,AUSTIN FULL PURPOSE,2017026,CENTRAL,,09/13/2019,"(30.293452, -97.725307)",900,3400,2020,COUNTDOWN,,False,,,,,False,"4147, 5569",5c75671db3c4ae2e79d3183b,ONLINE,01/23/2020 09:26:00 AM +0000,COA,NO DETECTION,09/17/2019 05:00:00 AM +0000,,09/16/2019 05:00:00 AM +0000,30.293452,-97.725307,02/25/2020 09:15:00 AM +0000
848, CAPITAL OF TEXAS HWY / LAKEWOOD DR,TRAFFIC,TURNED_ON,LOC16-004175,5151320,PRIMARY,10, CAPITAL OF TEXAS HWY, LAKEWOOD DR,2013767,,,,AUSTIN FULL PURPOSE,2013773,NORTHWEST,,05/14/1987,"(30.3716736, -97.7856598)",7200,6822,2018,WALK/DONT WALK,,False,,,,,False,,5817c0b2e052e0422be6cab8,ONLINE,11/23/2019 09:25:00 AM +0000,COA,OK,07/03/2018 05:00:00 AM +0000,,,30.3716736,-97.7856598,02/10/2020 07:07:00 PM +0000
381,IH 35 SVRD / WOODLAND AVE,TRAFFIC,TURNED_ON,LOC16-001870,5157921,PRIMARY,9,IH 35 SVRD, WOODLAND AVE,2022620,,,385: IH 35 SVRD / WOODLAND AVE,AUSTIN FULL PURPOSE,2022619,SOUTHWEST,,06/11/1987,"(30.2410469, -97.7373962)",1200,1600,2019,WALK/DONT WALK,,False,,,,,False,,5817c089e052e0422be6c6e2,ONLINE,10/22/2017 08:25:00 AM +0000,TxDOT,NO DETECTION,,,,30.2410469,-97.7373962,03/27/2020 02:32:00 PM +0000
241, 12TH ST / SHOAL CREEK BLVD,TRAFFIC,TURNED_ON,LOC16-001180,5155837,PRIMARY,9, 12TH ST, SHOAL CREEK BLVD,2019771,,,,AUSTIN FULL PURPOSE,2018172,CENTRAL,,08/02/1951,"(30.2764111, -97.7499084)",1100,900,2019,COUNTDOWN,,True,12/19/2019 06:00:00 AM,"4p,8p","2p,6p",,False,,5817c083e052e0422be6c5ce,ONLINE,05/14/2018 08:25:00 AM +0000,COA,BROKEN,01/08/2019 06:00:00 AM +0000,,,30.2764111,-97.7499084,01/28/2020 03:04:00 PM +0000
579, 45TH ST / BULL CREEK RD,TRAFFIC,TURNED_ON,LOC16-002840,5155231,PRIMARY,"10,7", 45TH ST, BULL CREEK RD,2015330,,,,AUSTIN FULL PURPOSE,2015278,CENTRAL,,03/26/1959,"(30.3205681, -97.753479)",4400,2800,2019,COUNTDOWN,APS,False,,,,,False,,5b5c436a97428f168b0e873d,OFFLINE,12/07/2019 09:25:00 AM +0000,COA,OK,06/18/2019 05:00:00 AM +0000,,,30.3205681,-97.753479,04/15/2020 05:31:00 PM +0000
