SUMMONS_KEY,SUMMONS_DATE,OFFENSE_DESCRIPTION,LAW_SECTION_NUMBER,LAW_DESCRIPTION,SUMMONS_CATEGORY_TYPE,AGE_GROUP,SEX,RACE,JURISDICTION_CODE,BORO,PRECINCT_OF_OCCUR,X_COORDINATE_CD,Y_COORDINATE_CD,Latitude,Longitude
210567014,03/05/2020,"MARIJUANA, UNLAWFUL POSSESSION 2ND DEGREE",221.05,Penal Law,MARIJUANA,25-44,M,WHITE,0,BRONX,49,1020506,250096,40.853064489000076,-73.86894495699994
210563184,03/05/2020,"MARIJUANA, UNLAWFUL POSSESSION 2ND DEGREE",221.05,Penal Law,MARIJUANA,18-24,F,BLACK,0,STATEN ISLAND,121,946194,171636,40.63770420900005,-74.13712053599994
210558987,03/05/2020,UNLICENSED GENERAL VENDOR,20-453,Administrative Code,VENDING,18-24,M,BLACK HISPANIC,0,BRONX,44,1007742,246728,40.84386351200004,-73.91509543199999
210693318,03/05/2020,"MARIJUANA, UNLAWFUL POSSESSION 2ND DEGREE",221.05,Penal Law,MARIJUANA,18-24,M,BLACK,0,BRONX,40,1006075,236932,40.81698058400008,-73.92115225499998
210573281,03/05/2020,OTHER ADMIN CODE,9999,Administrative Code,OTHER ADMIN CODE,18-24,M,BLACK,0,BRONX,45,1030808,256337,40.870145811000036,-73.83166249599998
210597014,03/05/2020,"MARIJUANA, UNLAWFUL POSSESSION 2ND DEGREE",221.05,Penal Law,MARIJUANA,18-24,M,ASIAN / PACIFIC ISLANDER,0,STATEN ISLAND,123,925595,132242,40.529463341000046,-74.21099839799997
210598976,03/05/2020,"MARIJUANA, UNLAWFUL POSSESSION 2ND DEGREE",221.05,Penal Law,MARIJUANA,18-24,F,UNKNOWN,0,NEW YORK,34,1002390,249956,40.85273603500008,-73.93443016999998
210579239,03/05/2020,"MARIJUANA, UNLAWFUL POSSESSION 2ND DEGREE",221.05,Penal Law,MARIJUANA,25-44,M,BLACK,0,BRONX,44,1005142,246043,40.84198992200004,-73.92449461799998
210543983,03/05/2020,FEDERAL MOTOR VEH. SAFETY REG,CFR 49,NYS Transportation,NYS TRANS,UNKNOWN,,,0,NEW YORK,10,985845,214787,40.75622528300004,-73.99424430099998
210543949,03/05/2020,FEDERAL MOTOR VEH. SAFETY REG,CFR 49,NYS Transportation,NYS TRANS,UNKNOWN,,,0,BROOKLYN,75,1013277,185508,40.67581398700002,-73.89535487999996
210547603,03/05/2020,FEDERAL MOTOR VEH. SAFETY REG,CFR 49,NYS Transportation,NYS TRANS,UNKNOWN,,,0,NEW YORK,13,987872,206560,40.73364362600006,-73.98693228099995
210582556,03/05/2020,FEDERAL MOTOR VEH. SAFETY REG,CFR 49,NYS Transportation,NYS TRANS,UNKNOWN,,,0,BROOKLYN,63,1003101,164534,40.61827241700007,-73.93209943399995
210575962,03/05/2020,UNATTENDED VEH. (ENGINE RUNNING),1210,VTL,VTL,25-44,M,BLACK,0,BRONX,47,1025542,258276,40.87549396800006,-73.85069069199994
210544002,03/05/2020,FEDERAL MOTOR VEH. SAFETY REG,CFR 49,NYS Transportation,NYS TRANS,UNKNOWN,,,0,BROOKLYN,76,983272,186957,40.679838697000044,-74.00352748899996
210544001,03/05/2020,FEDERAL MOTOR VEH. SAFETY REG,CFR 49,NYS Transportation,NYS TRANS,UNKNOWN,,,0,BROOKLYN,76,983272,186957,40.679838697000044,-74.00352748899996
210543977,03/05/2020,NO NAME OR ADDRESS DISPLAYED,10-127,Administrative Code,VENDING,UNKNOWN,,,0,NEW YORK,10,985845,214787,40.75622528300004,-73.99424430099998
210543964,03/05/2020,EQUIPMENT,375,VTL,VTL,UNKNOWN,,,0,NEW YORK,28,998465,233900,40.80867411200006,-73.94865201899995
210573290,03/05/2020,"MARIJUANA, UNLAWFUL POSSESSION 2ND DEGREE",221.05,Penal Law,MARIJUANA,25-44,M,BLACK,0,BRONX,49,1027430,251105,40.85580274300003,-73.84390995399998
210543952,03/05/2020,FEDERAL MOTOR VEH. SAFETY REG,CFR 49,NYS Transportation,NYS TRANS,UNKNOWN,,,0,BROOKLYN,75,1013277,185508,40.67581398700002,-73.89535487999996
210541236,03/05/2020,OTHER TRAFFIC REG,9999,ABC,OTHER ABC,UNKNOWN,,,0,NEW YORK,28,998638,231227,40.80133718200005,-73.94803281199995
210584376,03/05/2020,FEDERAL MOTOR VEH. SAFETY REG,CFR 49,NYS Transportation,NYS TRANS,UNKNOWN,,,0,NEW YORK,5,984670,199212,40.71347587300004,-73.99848642999996
210582311,03/05/2020,OTHER ABC,9999,ABC,OTHER ABC,45-64,F,WHITE HISPANIC,0,QUEENS,110,1022647,211410,40.74687305900005,-73.86142699599996
210541223,03/05/2020,FEDERAL MOTOR VEH. SAFETY REG,CFR 49,NYS Transportation,NYS TRANS,UNKNOWN,,,0,NEW YORK,10,985845,214787,40.75622528300004,-73.99424430099998
210541205,03/05/2020,FEDERAL MOTOR VEH. SAFETY REG,CFR 49,NYS Transportation,NYS TRANS,UNKNOWN,,,0,BROOKLYN,75,1013277,185508,40.67581398700002,-73.89535487999996
210538439,03/05/2020,FEDERAL MOTOR VEH. SAFETY REG,CFR 49,NYS Transportation,NYS TRANS,UNKNOWN,,,0,BROOKLYN,75,1013277,185508,40.67581398700002,-73.89535487999996
210543948,03/05/2020,NO TAX STAMP,11-809,Administrative Code,TLC,UNKNOWN,,,0,NEW YORK,10,985845,214787,40.75622528300004,-73.99424430099998
210567022,03/05/2020,FEDERAL MOTOR VEH. SAFETY REG,CFR 49,NYS Transportation,NYS TRANS,UNKNOWN,,,0,BRONX,45,1032091,241976,40.83072232800004,-73.82712605899997
210570487,03/05/2020,MOTOR VEHICLE; ENGINE ON/KEY IN IGNITION (THERE IS NO TIME REQUIREMENT),10-111(A),,,25-44,M,BLACK,0,BRONX,47,1022454,261861,40.885347575000026,-73.86183635199995
210575960,03/05/2020,"MARIJUANA, UNLAWFUL POSSESSION 2ND DEGREE",221.05,Penal Law,MARIJUANA,18-24,M,WHITE HISPANIC,0,NEW YORK,30,998032,240952,40.828030555000055,-73.95020168199994
210582562,03/05/2020,FEDERAL MOTOR VEH. SAFETY REG,CFR 49,NYS Transportation,NYS TRANS,UNKNOWN,,,0,BROOKLYN,63,1004891,162495,40.61267179500004,-73.92565802299998
210582780,03/05/2020,FEDERAL MOTOR VEH. SAFETY REG,CFR 49,NYS Transportation,NYS TRANS,UNKNOWN,,,0,BROOKLYN,63,1004891,162495,40.61267179500004,-73.92565802299998
210701522,03/05/2020,MOTOR VEHICLE; ENGINE ON/KEY IN IGNITION (THERE IS NO TIME REQUIREMENT),10-111(A),,,25-44,M,BLACK HISPANIC,0,QUEENS,115,1022083,212476,40.74980138800004,-73.86345646699993
210535786,03/05/2020,FEDERAL MOTOR VEH. SAFETY REG,CFR 49,NYS Transportation,NYS TRANS,UNKNOWN,,,0,BROOKLYN,75,1019677,181342,40.66435595900003,-73.87230387099999
210538379,03/05/2020,ALCOHOLIC BEVERAGE IN PUBLIC,10-125(2B),,,45-64,M,WHITE HISPANIC,0,STATEN ISLAND,120,963248,173175,40.641985291000026,-74.07567831799997
210582792,03/05/2020,FEDERAL MOTOR VEH. SAFETY REG,CFR 49,NYS Transportation,NYS TRANS,UNKNOWN,,,0,NEW YORK,5,984670,199212,40.71347587300004,-73.99848642999996
210582558,03/05/2020,FEDERAL MOTOR VEH. SAFETY REG,CFR 49,NYS Transportation,NYS TRANS,UNKNOWN,,,0,BROOKLYN,63,1003101,164534,40.61827241700007,-73.93209943399995
210582783,03/05/2020,FEDERAL MOTOR VEH. SAFETY REG,CFR 49,NYS Transportation,NYS TRANS,UNKNOWN,,,0,BROOKLYN,63,1004891,162495,40.61267179500004,-73.92565802299998
210582781,03/05/2020,OTHER HEALTH CODE,9999,ABC,OTHER ABC,UNKNOWN,,,0,BROOKLYN,63,1004891,162495,40.61267179500004,-73.92565802299998
210582569,03/05/2020,FEDERAL MOTOR VEH. SAFETY REG,CFR 49,NYS Transportation,NYS TRANS,UNKNOWN,,,0,BROOKLYN,63,1003101,164534,40.61827241700007,-73.93209943399995
210538426,03/05/2020,FEDERAL MOTOR VEH. SAFETY REG,CFR 49,NYS Transportation,NYS TRANS,25-44,M,UNKNOWN,0,BROOKLYN,75,1013146,185512,40.67582539500006,-73.89582713699998
210606437,03/05/2020,NON PAYMENT OF FARE (OTHER),1050.4(A),,,18-24,M,BLACK,1,NEW YORK,23,999643,228852,40.79481676000006,-73.94440825399995
210544000,03/05/2020,FEDERAL MOTOR VEH. SAFETY REG,CFR 49,NYS Transportation,NYS TRANS,UNKNOWN,,,0,BROOKLYN,76,983272,186957,40.679838697000044,-74.00352748899996
210606441,03/05/2020,FEDERAL MOTOR VEH. SAFETY REG,CFR 49,NYS Transportation,NYS TRANS,UNKNOWN,,,0,NEW YORK,28,998954,233791,40.80837413600005,-73.94688582299993
210582314,03/05/2020,OTHER TRANSIT REG,9999,ABC,OTHER ABC,25-44,M,BLACK,1,NEW YORK,14,986848,212883,40.75099904800004,-73.99062471199994
210519303,03/05/2020,DISORDERLY CONDUCT,240.20,Penal Law,DISORDERLY CONDUCT,18-24,M,WHITE HISPANIC,0,BRONX,47,1021522,256468,40.87054946000006,-73.86523693899994
210551075,03/05/2020,ACCEPT ON HAIL,19-507,Administrative Code,TLC,45-64,M,BLACK,0,QUEENS,113,1052479,192205,40.69398031500003,-73.75395867499998
210575959,03/05/2020,"MARIJUANA, UNLAWFUL POSSESSION 2ND DEGREE",221.05,Penal Law,MARIJUANA,25-44,M,WHITE HISPANIC,2,NEW YORK,5,987297,202425,40.72229427400004,-73.98900890899995
210584396,03/05/2020,FEDERAL MOTOR VEH. SAFETY REG,CFR 49,NYS Transportation,NYS TRANS,UNKNOWN,,,0,BROOKLYN,63,1004095,170315,40.63413787500008,-73.92850201499994
210543938,03/05/2020,FEDERAL MOTOR VEH. SAFETY REG,CFR 49,NYS Transportation,NYS TRANS,UNKNOWN,,,0,BROOKLYN,76,983272,186957,40.679838697000044,-74.00352748899996
210679490,03/05/2020,"MARIJUANA, UNLAWFUL POSSESSION 2ND DEGREE",221.05,Penal Law,MARIJUANA,18-24,M,BLACK,0,BROOKLYN,67,1004393,181589,40.66508188200004,-73.92739468699995
210538405,03/05/2020,FEDERAL MOTOR VEH. SAFETY REG,CFR 49,NYS Transportation,NYS TRANS,UNKNOWN,,,0,BROOKLYN,75,1020011,181879,40.66582856200006,-73.87109711299998
210685312,03/05/2020,ALCOHOLIC BEVERAGE IN PUBLIC,10-125(2B),,,18-24,M,WHITE HISPANIC,0,BROOKLYN,75,1017293,188482,40.68396285800002,-73.88086205099995
210551088,03/05/2020,FEDERAL MOTOR VEH. SAFETY REG,CFR 49,NYS Transportation,NYS TRANS,UNKNOWN,,,0,BROOKLYN,75,1013146,185512,40.67582539500006,-73.89582713699998
210693312,03/05/2020,TRESPASS,140.05,Penal Law,TRESPASS,25-44,M,BLACK,0,BRONX,40,1006075,236932,40.81698058400008,-73.92115225499998
210678228,03/05/2020,OTHER HEALTH CODE,9999,ABC,OTHER ABC,UNKNOWN,,,0,NEW YORK,13,987872,206560,40.73364362600006,-73.98693228099995
210582565,03/05/2020,FEDERAL MOTOR VEH. SAFETY REG,CFR 49,NYS Transportation,NYS TRANS,UNKNOWN,,,0,BROOKLYN,63,1004891,162495,40.61267179500004,-73.92565802299998
210538408,03/05/2020,FEDERAL MOTOR VEH. SAFETY REG,CFR 49,NYS Transportation,NYS TRANS,UNKNOWN,,,0,BROOKLYN,75,1020011,181879,40.66582856200006,-73.87109711299998
210538429,03/05/2020,FEDERAL MOTOR VEH. SAFETY REG,CFR 49,NYS Transportation,NYS TRANS,25-44,M,UNKNOWN,0,BROOKLYN,75,1013146,185512,40.67582539500006,-73.89582713699998
210538440,03/05/2020,EQUIPMENT,375,VTL,VTL,UNKNOWN,,,0,BROOKLYN,75,1013277,185508,40.67581398700002,-73.89535487999996
210538447,03/05/2020,FEDERAL MOTOR VEH. SAFETY REG,CFR 49,NYS Transportation,NYS TRANS,UNKNOWN,,,0,BROOKLYN,75,1019677,181342,40.66435595900003,-73.87230387099999
210541195,03/05/2020,NO TAX STAMP,11-809,Administrative Code,TLC,UNKNOWN,,,0,NEW YORK,10,985845,214787,40.75622528300004,-73.99424430099998
210543958,03/05/2020,FEDERAL MOTOR VEH. SAFETY REG,CFR 49,NYS Transportation,NYS TRANS,UNKNOWN,,,0,NEW YORK,13,987872,206560,40.73364362600006,-73.98693228099995
210543973,03/05/2020,FEDERAL MOTOR VEH. SAFETY REG,CFR 49,NYS Transportation,NYS TRANS,UNKNOWN,,,0,NEW YORK,10,985845,214787,40.75622528300004,-73.99424430099998
210563306,03/05/2020,CONSUMPTION OF ALCOHOL,10-125,Administrative Code,ALCOHOL,25-44,M,WHITE HISPANIC,0,BRONX,42,1014946,244090,40.836600872000076,-73.88907045399996
210633460,03/05/2020,UNLICENSED SALE OF ALCOHOL,100-1,ABC,ABC,18-24,M,BLACK,0,BROOKLYN,79,996199,189704,40.68737057700002,-73.956916102
210567020,03/05/2020,FEDERAL MOTOR VEH. SAFETY REG,CFR 49,NYS Transportation,NYS TRANS,UNKNOWN,,,0,BRONX,45,1032091,241976,40.83072232800004,-73.82712605899997
210567023,03/05/2020,FEDERAL MOTOR VEH. SAFETY REG,CFR 49,NYS Transportation,NYS TRANS,UNKNOWN,,,0,BRONX,45,1032091,241976,40.83072232800004,-73.82712605899997
210535791,03/05/2020,FEDERAL MOTOR VEH. SAFETY REG,CFR 49,NYS Transportation,NYS TRANS,UNKNOWN,,,0,BROOKLYN,75,1019677,181342,40.66435595900003,-73.87230387099999
210582552,03/05/2020,FEDERAL MOTOR VEH. SAFETY REG,CFR 49,NYS Transportation,NYS TRANS,UNKNOWN,,,0,BROOKLYN,63,1003101,164534,40.61827241700007,-73.93209943399995
210582570,03/05/2020,FEDERAL MOTOR VEH. SAFETY REG,CFR 49,NYS Transportation,NYS TRANS,UNKNOWN,,,0,BROOKLYN,63,1003101,164534,40.61827241700007,-73.93209943399995
210609098,03/05/2020,FEDERAL MOTOR VEH. SAFETY REG,CFR 49,NYS Transportation,NYS TRANS,UNKNOWN,,,0,NEW YORK,28,998954,233791,40.80837413600005,-73.94688582299993
210582548,03/05/2020,FEDERAL MOTOR VEH. SAFETY REG,CFR 49,NYS Transportation,NYS TRANS,UNKNOWN,,,0,BROOKLYN,63,1003101,164534,40.61827241700007,-73.93209943399995
210535794,03/05/2020,UNREGISTERED VEHICLE,401,VTL,VTL,UNKNOWN,,,0,BROOKLYN,75,1019677,181342,40.66435595900003,-73.87230387099999
210543957,03/05/2020,FEDERAL MOTOR VEH. SAFETY REG,CFR 49,NYS Transportation,NYS TRANS,UNKNOWN,,,0,NEW YORK,13,987872,206560,40.73364362600006,-73.98693228099995
210582042,03/05/2020,BOX CUTTER,10-134,Administrative Code,KNIFE,45-64,M,WHITE HISPANIC,0,BRONX,46,1011511,248284,40.84812344200003,-73.901466999
210738758,03/05/2020,DISCON: OBSTRUCT VEHICLE,240.205B,Penal Law,DISORDERLY CONDUCT,45-64,M,BLACK,0,BROOKLYN,67,998911,176430,40.65093233300007,-73.94716612399996
210573292,03/05/2020,CONGREGATES WITH OTHER PERSONS IN PUBLIC AND REFUSES TO DISPERSE BY LAWFUL POLIC,240.20(6),,,<18,F,BLACK,0,NEW YORK,28,999342,233575,40.807780622000045,-73.94548472699995
210609100,03/05/2020,FEDERAL MOTOR VEH. SAFETY REG,CFR 49,NYS Transportation,NYS TRANS,UNKNOWN,,,0,NEW YORK,28,998954,233791,40.80837413600005,-73.94688582299993
210570488,03/05/2020,"MARIJUANA, UNLAWFUL POSSESSION 2ND DEGREE",221.05,Penal Law,MARIJUANA,<18,M,WHITE HISPANIC,0,BROOKLYN,75,1014842,182881,40.66859819600006,-73.88972475499997
210631550,03/05/2020,"MARIJUANA, UNLAWFUL POSSESSION 2ND DEGREE",221.05,Penal Law,MARIJUANA,25-44,M,BLACK,0,BROOKLYN,73,1010184,182785,40.66834956600008,-73.90651606299997
210691161,03/05/2020,RECKLESS DRIVING,1212,VTL,VTL,18-24,M,BLACK,0,QUEENS,101,1052385,161531,40.609787908000044,-73.75460751899993
210551087,03/05/2020,FEDERAL MOTOR VEH. SAFETY REG,CFR 49,NYS Transportation,NYS TRANS,UNKNOWN,,,0,NEW YORK,14,987189,211642,40.74759270800007,-73.98939451199995
210558995,03/05/2020,FEDERAL MOTOR VEH. SAFETY REG,CFR 49,NYS Transportation,NYS TRANS,UNKNOWN,,,0,NEW YORK,28,998954,233791,40.80837413600005,-73.94688582299993
210547581,03/05/2020,OPERATION WHILE REGISTRATION OR PRIVILEGE IS SUSPENDED OR REVOKED,512,,,25-44,F,BLACK,0,QUEENS,105,1058638,202036,40.720914339000046,-73.73164003399995
210527639,03/05/2020,"MARIJUANA, UNLAWFUL POSSESSION 2ND DEGREE",221.05,Penal Law,MARIJUANA,18-24,M,BLACK,0,BRONX,46,1011816,251433,40.85676556100003,-73.90035163399993
210567026,03/05/2020,FEDERAL MOTOR VEH. SAFETY REG,CFR 49,NYS Transportation,NYS TRANS,UNKNOWN,,,0,BRONX,45,1032091,241976,40.83072232800004,-73.82712605899997
210631554,03/05/2020,NON PAYMENT OF FARE (OTHER),1050.4(A),,,18-24,M,BLACK,1,QUEENS,104,1010686,192838,40.69594126800007,-73.90466704699998
210584386,03/05/2020,FEDERAL MOTOR VEH. SAFETY REG,CFR 49,NYS Transportation,NYS TRANS,UNKNOWN,,,0,BROOKLYN,63,1004095,170315,40.63413787500008,-73.92850201499994
210582308,03/05/2020,ALCOHOLIC BEVERAGE IN PUBLIC,10-125(2B),,,25-44,M,WHITE HISPANIC,0,BRONX,48,1013814,249063,40.85025415500007,-73.89313941499995
210567015,03/05/2020,FEDERAL MOTOR VEH. SAFETY REG,CFR 49,NYS Transportation,NYS TRANS,UNKNOWN,,,0,QUEENS,111,1048659,216392,40.76039613900008,-73.76750253499995
210567013,03/05/2020,"MARIJUANA, UNLAWFUL POSSESSION 2ND DEGREE",221.05,Penal Law,MARIJUANA,25-44,M,BLACK,0,BRONX,44,1006962,242668,40.83272203400003,-73.91792829599996
210558988,03/05/2020,CREATES A HAZARDOUS OR PHYSICALLY OFFENSIVE CONDITION WITHOUT A LEGITIMATE PURPO,240.20(7),,,45-64,M,BLACK HISPANIC,0,BRONX,44,1007742,246728,40.84386351200004,-73.91509543199999
210543936,03/05/2020,"MARIJUANA, UNLAWFUL POSSESSION 2ND DEGREE",221.05,Penal Law,MARIJUANA,18-24,M,ASIAN / PACIFIC ISLANDER,0,QUEENS,114,1009113,219613,40.76943659700004,-73.91024071099997
210541224,03/05/2020,COMMERCIAL VEHICLE; NAME/ADDRESS NOT DISPLAYED,10-127,Administrative Code,VENDING,UNKNOWN,,,0,NEW YORK,10,985845,214787,40.75622528300004,-73.99424430099998
210541206,03/05/2020,FEDERAL MOTOR VEH. SAFETY REG,CFR 49,NYS Transportation,NYS TRANS,UNKNOWN,,,0,BROOKLYN,75,1013277,185508,40.67581398700002,-73.89535487999996
210584375,03/05/2020,FEDERAL MOTOR VEH. SAFETY REG,CFR 49,NYS Transportation,NYS TRANS,UNKNOWN,,,0,NEW YORK,5,984670,199212,40.71347587300004,-73.99848642999996
210646444,03/05/2020,OPERATION WHILE REGISTRATION OR PRIVILEGE IS SUSPENDED OR REVOKED,512,,,18-24,M,WHITE,0,BROOKLYN,68,978324,171717,40.63800631300006,-74.02135342599996
210558993,03/05/2020,FEDERAL MOTOR VEH. SAFETY REG,CFR 49,NYS Transportation,NYS TRANS,UNKNOWN,,,0,NEW YORK,28,998954,233791,40.80837413600005,-73.94688582299993
210573279,03/05/2020,MOTOR VEHICLE; ENGINE ON/KEY IN IGNITION (THERE IS NO TIME REQUIREMENT),10-111(A),,,25-44,M,WHITE,0,BROOKLYN,62,985652,158829,40.60263330200007,-73.99495256599994
210582560,03/05/2020,FEDERAL MOTOR VEH. SAFETY REG,CFR 49,NYS Transportation,NYS TRANS,UNKNOWN,,,0,BROOKLYN,63,1003101,164534,40.61827241700007,-73.93209943399995
210591569,03/05/2020,"MARIJUANA, UNLAWFUL POSSESSION 2ND DEGREE",221.05,Penal Law,MARIJUANA,18-24,M,BLACK,0,BRONX,48,1011751,246839,40.844156600000076,-73.90060544899995
210543976,03/05/2020,FEDERAL MOTOR VEH. SAFETY REG,CFR 49,NYS Transportation,NYS TRANS,UNKNOWN,,,0,NEW YORK,10,985845,214787,40.75622528300004,-73.99424430099998
210538407,03/05/2020,FEDERAL MOTOR VEH. SAFETY REG,CFR 49,NYS Transportation,NYS TRANS,UNKNOWN,,,0,BROOKLYN,75,1020011,181879,40.66582856200006,-73.87109711299998
210609097,03/05/2020,FEDERAL MOTOR VEH. SAFETY REG,CFR 49,NYS Transportation,NYS TRANS,UNKNOWN,,,0,NEW YORK,28,998954,233791,40.80837413600005,-73.94688582299993
210567021,03/05/2020,FEDERAL MOTOR VEH. SAFETY REG,CFR 49,NYS Transportation,NYS TRANS,UNKNOWN,,,0,BRONX,45,1032091,241976,40.83072232800004,-73.82712605899997
210584395,03/05/2020,FEDERAL MOTOR VEH. SAFETY REG,CFR 49,NYS Transportation,NYS TRANS,UNKNOWN,,,0,BROOKLYN,63,1004095,170315,40.63413787500008,-73.92850201499994
210566979,03/05/2020,"MARIJUANA, UNLAWFUL POSSESSION 2ND DEGREE",221.05,Penal Law,MARIJUANA,25-44,M,BLACK,0,STATEN ISLAND,120,959815,171620,40.63770834300004,-74.08804286699996
210563147,03/05/2020,"MARIJUANA, UNLAWFUL POSSESSION 2ND DEGREE",221.05,Penal Law,MARIJUANA,25-44,M,BLACK,0,NEW YORK,10,984746,214660,40.755876830000034,-73.99821114799995
210551077,03/05/2020,ACCEPT ON HAIL,19-507,Administrative Code,TLC,65+,M,BLACK,0,QUEENS,113,1052479,192205,40.69398031500003,-73.75395867499998
210584394,03/05/2020,FEDERAL MOTOR VEH. SAFETY REG,CFR 49,NYS Transportation,NYS TRANS,UNKNOWN,,,0,BROOKLYN,63,1004095,170315,40.63413787500008,-73.92850201499994
210558990,03/05/2020,UNLICENSED VEHICLE FOR HIRE,19-506,Administrative Code,TLC,25-44,M,BLACK,0,QUEENS,113,1050144,191359,40.69167594100002,-73.76238722599999
210573285,03/05/2020,"MARIJUANA, UNLAWFUL POSSESSION 2ND DEGREE",221.05,Penal Law,MARIJUANA,25-44,M,BLACK,2,NEW YORK,5,987297,202425,40.72229427400004,-73.98900890899995
210573286,03/05/2020,MOTOR VEHICLE; ENGINE ON/KEY IN IGNITION (THERE IS NO TIME REQUIREMENT),10-111(A),,,25-44,M,WHITE HISPANIC,0,BRONX,47,1022454,261861,40.885347575000026,-73.86183635199995
210547614,03/05/2020,FEDERAL MOTOR VEH. SAFETY REG,CFR 49,NYS Transportation,NYS TRANS,UNKNOWN,,,0,NEW YORK,28,998638,231227,40.80133718200005,-73.94803281199995
210541238,03/05/2020,HIGHWAY USE TAX (NYS),1815,Tax Law,VTL,UNKNOWN,,,0,BROOKLYN,76,983272,186957,40.679838697000044,-74.00352748899996
210582038,03/05/2020,MOTOR VEHICLE; ENGINE ON/KEY IN IGNITION (THERE IS NO TIME REQUIREMENT),10-111(A),,,25-44,M,BLACK,0,BRONX,47,1023206,263661,40.890284716000046,-73.85910627199996
210582315,03/05/2020,FEDERAL MOTOR VEH. SAFETY REG,CFR 49,NYS Transportation,NYS TRANS,UNKNOWN,,,0,BROOKLYN,63,998871,168503,40.629174481000064,-73.94732745199997
210582563,03/05/2020,FEDERAL MOTOR VEH. SAFETY REG,CFR 49,NYS Transportation,NYS TRANS,UNKNOWN,,,0,BROOKLYN,63,1004891,162495,40.61267179500004,-73.92565802299998
210582576,03/05/2020,FEDERAL MOTOR VEH. SAFETY REG,CFR 49,NYS Transportation,NYS TRANS,UNKNOWN,,,0,BROOKLYN,63,1003101,164534,40.61827241700007,-73.93209943399995
210582769,03/05/2020,FEDERAL MOTOR VEH. SAFETY REG,CFR 49,NYS Transportation,NYS TRANS,UNKNOWN,,,0,BROOKLYN,63,1003101,164534,40.61827241700007,-73.93209943399995
210582782,03/05/2020,FEDERAL MOTOR VEH. SAFETY REG,CFR 49,NYS Transportation,NYS TRANS,UNKNOWN,,,0,BROOKLYN,63,1004891,162495,40.61267179500004,-73.92565802299998
210547609,03/05/2020,FEDERAL MOTOR VEH. SAFETY REG,CFR 49,NYS Transportation,NYS TRANS,UNKNOWN,,,0,NEW YORK,10,985845,214787,40.75622528300004,-73.99424430099998
210547608,03/05/2020,NO TAX STAMP,11-809,Administrative Code,TLC,UNKNOWN,,,0,NEW YORK,13,985572,207670,40.736690946000074,-73.99523109199998
210685313,03/05/2020,ALCOHOLIC BEVERAGE IN PUBLIC,10-125(2B),,,25-44,M,BLACK HISPANIC,0,BROOKLYN,75,1017293,188482,40.68396285800002,-73.88086205099995
210541220,03/05/2020,FEDERAL MOTOR VEH. SAFETY REG,CFR 49,NYS Transportation,NYS TRANS,UNKNOWN,,,0,BROOKLYN,75,1013277,185508,40.67581398700002,-73.89535487999996
210543990,03/05/2020,FEDERAL MOTOR VEH. SAFETY REG,CFR 49,NYS Transportation,NYS TRANS,UNKNOWN,,,0,NEW YORK,28,998638,231227,40.80133718200005,-73.94803281199995
210543984,03/05/2020,FEDERAL MOTOR VEH. SAFETY REG,CFR 49,NYS Transportation,NYS TRANS,UNKNOWN,,,0,NEW YORK,10,985845,214787,40.75622528300004,-73.99424430099998
210541219,03/05/2020,FEDERAL MOTOR VEH. SAFETY REG,CFR 49,NYS Transportation,NYS TRANS,UNKNOWN,,,0,BROOKLYN,75,1013277,185508,40.67581398700002,-73.89535487999996
210543974,03/05/2020,NO TAX STAMP,11-809,Administrative Code,TLC,UNKNOWN,,,0,NEW YORK,10,985845,214787,40.75622528300004,-73.99424430099998
210541211,03/05/2020,FEDERAL MOTOR VEH. SAFETY REG,CFR 49,NYS Transportation,NYS TRANS,UNKNOWN,,,0,NEW YORK,10,985845,214787,40.75622528300004,-73.99424430099998
210541190,03/05/2020,KNIVES; PUBLIC POSSESSION (BLADE 4 INCHES OR MORE),10-133(B),,,18-24,M,BLACK,0,BRONX,43,1024058,238894,40.82230298400003,-73.85617185899997
210547589,03/05/2020,OPERATION WHILE REGISTRATION OR PRIVILEGE IS SUSPENDED OR REVOKED,512,,,25-44,M,AMERICAN INDIAN/ALASKAN NATIVE,0,STATEN ISLAND,121,940599,167433,40.62614207300004,-74.15725258299993
210598973,03/05/2020,NON PAYMENT OF FARE (OTHER),1050.4(A),,,18-24,M,BLACK,1,NEW YORK,13,988886,207857,40.737203099000055,-73.98327259799999
210582575,03/05/2020,HIGHWAY USE TAX (NYS),1815,Tax Law,VTL,UNKNOWN,,,0,BROOKLYN,63,1003101,164534,40.61827241700007,-73.93209943399995
210538410,03/05/2020,FEDERAL MOTOR VEH. SAFETY REG,CFR 49,NYS Transportation,NYS TRANS,UNKNOWN,,,0,BROOKLYN,75,1019677,181342,40.66435595900003,-73.87230387099999
210567019,03/05/2020,FEDERAL MOTOR VEH. SAFETY REG,CFR 49,NYS Transportation,NYS TRANS,UNKNOWN,,,0,BRONX,45,1032091,241976,40.83072232800004,-73.82712605899997
210606443,03/05/2020,FEDERAL MOTOR VEH. SAFETY REG,CFR 49,NYS Transportation,NYS TRANS,UNKNOWN,,,0,NEW YORK,28,998954,233791,40.80837413600005,-73.94688582299993
210538430,03/05/2020,FEDERAL MOTOR VEH. SAFETY REG,CFR 49,NYS Transportation,NYS TRANS,25-44,M,UNKNOWN,0,BROOKLYN,75,1013146,185512,40.67582539500006,-73.89582713699998
