year_month,direction_code,NZ_area,Count,geo_level,period
2017-10,A,Queenstown-Lakes District,34677,Territorial authority areas,Year ended
2017-11,A,Queenstown-Lakes District,34920,Territorial authority areas,Year ended
2017-12,A,Queenstown-Lakes District,35064,Territorial authority areas,Year ended
2018-01,A,Queenstown-Lakes District,35502,Territorial authority areas,Year ended
2018-02,A,Queenstown-Lakes District,35700,Territorial authority areas,Year ended
2018-03,A,Queenstown-Lakes District,35757,Territorial authority areas,Year ended
2018-04,A,Queenstown-Lakes District,35847,Territorial authority areas,Year ended
2018-05,A,Queenstown-Lakes District,36003,Territorial authority areas,Year ended
2018-06,A,Queenstown-Lakes District,36339,Territorial authority areas,Year ended
2018-07,A,Queenstown-Lakes District,36780,Territorial authority areas,Year ended
2018-08,A,Queenstown-Lakes District,37383,Territorial authority areas,Year ended
2018-09,A,Queenstown-Lakes District,37929,Territorial authority areas,Year ended
2018-10,A,Queenstown-Lakes District,38238,Territorial authority areas,Year ended
2018-11,A,Queenstown-Lakes District,38268,Territorial authority areas,Year ended
2018-12,A,Queenstown-Lakes District,38331,Territorial authority areas,Year ended
2019-01,A,Queenstown-Lakes District,38340,Territorial authority areas,Year ended
2019-02,A,Queenstown-Lakes District,38367,Territorial authority areas,Year ended
2019-03,A,Queenstown-Lakes District,38787,Territorial authority areas,Year ended
2019-04,A,Queenstown-Lakes District,39030,Territorial authority areas,Year ended
2019-05,A,Queenstown-Lakes District,38880,Territorial authority areas,Year ended
2019-06,A,Queenstown-Lakes District,38958,Territorial authority areas,Year ended
2015-05,A,Rangitikei District,3345,Territorial authority areas,Year ended
2015-06,A,Rangitikei District,3345,Territorial authority areas,Year ended
2015-07,A,Rangitikei District,3384,Territorial authority areas,Year ended
2015-08,A,Rangitikei District,3408,Territorial authority areas,Year ended
2015-09,A,Rangitikei District,3429,Territorial authority areas,Year ended
2015-10,A,Rangitikei District,3489,Territorial authority areas,Year ended
2015-11,A,Rangitikei District,3459,Territorial authority areas,Year ended
2015-12,A,Rangitikei District,3486,Territorial authority areas,Year ended
2016-01,A,Rangitikei District,3480,Territorial authority areas,Year ended
2016-02,A,Rangitikei District,3513,Territorial authority areas,Year ended
2016-03,A,Rangitikei District,3519,Territorial authority areas,Year ended
2016-04,A,Rangitikei District,3486,Territorial authority areas,Year ended
2016-05,A,Rangitikei District,3549,Territorial authority areas,Year ended
2016-06,A,Rangitikei District,3552,Territorial authority areas,Year ended
2016-07,A,Rangitikei District,3564,Territorial authority areas,Year ended
2016-08,A,Rangitikei District,3594,Territorial authority areas,Year ended
2016-09,A,Rangitikei District,3624,Territorial authority areas,Year ended
2016-10,A,Rangitikei District,3621,Territorial authority areas,Year ended
2016-11,A,Rangitikei District,3714,Territorial authority areas,Year ended
2016-12,A,Rangitikei District,3756,Territorial authority areas,Year ended
2017-01,A,Rangitikei District,3792,Territorial authority areas,Year ended
2017-02,A,Rangitikei District,3795,Territorial authority areas,Year ended
2017-03,A,Rangitikei District,3792,Territorial authority areas,Year ended
2017-04,A,Rangitikei District,3861,Territorial authority areas,Year ended
2017-05,A,Rangitikei District,3828,Territorial authority areas,Year ended
2017-06,A,Rangitikei District,3870,Territorial authority areas,Year ended
2017-07,A,Rangitikei District,3906,Territorial authority areas,Year ended
2017-08,A,Rangitikei District,3891,Territorial authority areas,Year ended
2017-09,A,Rangitikei District,3915,Territorial authority areas,Year ended
2017-10,A,Rangitikei District,3942,Territorial authority areas,Year ended
2017-11,A,Rangitikei District,3987,Territorial authority areas,Year ended
2017-12,A,Rangitikei District,3954,Territorial authority areas,Year ended
2018-01,A,Rangitikei District,4029,Territorial authority areas,Year ended
2018-02,A,Rangitikei District,4029,Territorial authority areas,Year ended
2018-03,A,Rangitikei District,4047,Territorial authority areas,Year ended
2018-04,A,Rangitikei District,4032,Territorial authority areas,Year ended
2018-05,A,Rangitikei District,4077,Territorial authority areas,Year ended
2018-06,A,Rangitikei District,4047,Territorial authority areas,Year ended
2018-07,A,Rangitikei District,4107,Territorial authority areas,Year ended
2018-08,A,Rangitikei District,4284,Territorial authority areas,Year ended
2018-09,A,Rangitikei District,4326,Territorial authority areas,Year ended
2018-10,A,Rangitikei District,4314,Territorial authority areas,Year ended
2018-11,A,Rangitikei District,4266,Territorial authority areas,Year ended
2018-12,A,Rangitikei District,4296,Territorial authority areas,Year ended
2019-01,A,Rangitikei District,4260,Territorial authority areas,Year ended
2019-02,A,Rangitikei District,4314,Territorial authority areas,Year ended
2019-03,A,Rangitikei District,4356,Territorial authority areas,Year ended
2019-04,A,Rangitikei District,4431,Territorial authority areas,Year ended
2019-05,A,Rangitikei District,4431,Territorial authority areas,Year ended
2019-06,A,Rangitikei District,4455,Territorial authority areas,Year ended
2015-05,A,Rotorua District,23337,Territorial authority areas,Year ended
2015-06,A,Rotorua District,23343,Territorial authority areas,Year ended
2015-07,A,Rotorua District,23511,Territorial authority areas,Year ended
2015-08,A,Rotorua District,23904,Territorial authority areas,Year ended
2015-09,A,Rotorua District,24066,Territorial authority areas,Year ended
2015-10,A,Rotorua District,24300,Territorial authority areas,Year ended
2015-11,A,Rotorua District,24426,Territorial authority areas,Year ended
2015-12,A,Rotorua District,24468,Territorial authority areas,Year ended
2016-01,A,Rotorua District,24549,Territorial authority areas,Year ended
2016-02,A,Rotorua District,24669,Territorial authority areas,Year ended
2016-03,A,Rotorua District,24405,Territorial authority areas,Year ended
2016-04,A,Rotorua District,24396,Territorial authority areas,Year ended
2016-05,A,Rotorua District,24618,Territorial authority areas,Year ended
2016-06,A,Rotorua District,24825,Territorial authority areas,Year ended
2016-07,A,Rotorua District,25296,Territorial authority areas,Year ended
2016-08,A,Rotorua District,25236,Territorial authority areas,Year ended
2016-09,A,Rotorua District,25407,Territorial authority areas,Year ended
2016-10,A,Rotorua District,25530,Territorial authority areas,Year ended
2016-11,A,Rotorua District,25581,Territorial authority areas,Year ended
2016-12,A,Rotorua District,25683,Territorial authority areas,Year ended
2017-01,A,Rotorua District,26043,Territorial authority areas,Year ended
2017-02,A,Rotorua District,26223,Territorial authority areas,Year ended
2017-03,A,Rotorua District,26520,Territorial authority areas,Year ended
2017-04,A,Rotorua District,26577,Territorial authority areas,Year ended
2017-05,A,Rotorua District,26730,Territorial authority areas,Year ended
2017-06,A,Rotorua District,26706,Territorial authority areas,Year ended
2017-07,A,Rotorua District,26721,Territorial authority areas,Year ended
2017-08,A,Rotorua District,26844,Territorial authority areas,Year ended
2017-09,A,Rotorua District,27147,Territorial authority areas,Year ended
2017-10,A,Rotorua District,27540,Territorial authority areas,Year ended
2017-11,A,Rotorua District,27711,Territorial authority areas,Year ended
2017-12,A,Rotorua District,27801,Territorial authority areas,Year ended
2018-01,A,Rotorua District,27801,Territorial authority areas,Year ended
2018-02,A,Rotorua District,27852,Territorial authority areas,Year ended
2018-03,A,Rotorua District,27924,Territorial authority areas,Year ended
2018-04,A,Rotorua District,28023,Territorial authority areas,Year ended
2018-05,A,Rotorua District,28113,Territorial authority areas,Year ended
2018-06,A,Rotorua District,28395,Territorial authority areas,Year ended
2018-07,A,Rotorua District,28761,Territorial authority areas,Year ended
2018-08,A,Rotorua District,29082,Territorial authority areas,Year ended
2018-09,A,Rotorua District,29175,Territorial authority areas,Year ended
2018-10,A,Rotorua District,29205,Territorial authority areas,Year ended
2018-11,A,Rotorua District,29463,Territorial authority areas,Year ended
2018-12,A,Rotorua District,29613,Territorial authority areas,Year ended
2019-01,A,Rotorua District,29823,Territorial authority areas,Year ended
2019-02,A,Rotorua District,29991,Territorial authority areas,Year ended
2019-03,A,Rotorua District,30132,Territorial authority areas,Year ended
2019-04,A,Rotorua District,30465,Territorial authority areas,Year ended
2019-05,A,Rotorua District,30594,Territorial authority areas,Year ended
2019-06,A,Rotorua District,30873,Territorial authority areas,Year ended
2015-05,A,Ruapehu District,2823,Territorial authority areas,Year ended
2015-06,A,Ruapehu District,2871,Territorial authority areas,Year ended
2015-07,A,Ruapehu District,2922,Territorial authority areas,Year ended
2015-08,A,Ruapehu District,2937,Territorial authority areas,Year ended
2015-09,A,Ruapehu District,2967,Territorial authority areas,Year ended
2015-10,A,Ruapehu District,2991,Territorial authority areas,Year ended
2015-11,A,Ruapehu District,2907,Territorial authority areas,Year ended
2015-12,A,Ruapehu District,2883,Territorial authority areas,Year ended
2016-01,A,Ruapehu District,2844,Territorial authority areas,Year ended
2016-02,A,Ruapehu District,2877,Territorial authority areas,Year ended
2016-03,A,Ruapehu District,2862,Territorial authority areas,Year ended
2016-04,A,Ruapehu District,2856,Territorial authority areas,Year ended
2016-05,A,Ruapehu District,2877,Territorial authority areas,Year ended
2016-06,A,Ruapehu District,2862,Territorial authority areas,Year ended
2016-07,A,Ruapehu District,2826,Territorial authority areas,Year ended
2016-08,A,Ruapehu District,2829,Territorial authority areas,Year ended
2016-09,A,Ruapehu District,2844,Territorial authority areas,Year ended
2016-10,A,Ruapehu District,2808,Territorial authority areas,Year ended
2016-11,A,Ruapehu District,2910,Territorial authority areas,Year ended
2016-12,A,Ruapehu District,2928,Territorial authority areas,Year ended
2017-01,A,Ruapehu District,2943,Territorial authority areas,Year ended
2017-02,A,Ruapehu District,2967,Territorial authority areas,Year ended
2017-03,A,Ruapehu District,2994,Territorial authority areas,Year ended
2017-04,A,Ruapehu District,3018,Territorial authority areas,Year ended
2017-05,A,Ruapehu District,3042,Territorial authority areas,Year ended
2017-06,A,Ruapehu District,3045,Territorial authority areas,Year ended
2017-07,A,Ruapehu District,3120,Territorial authority areas,Year ended
2017-08,A,Ruapehu District,3159,Territorial authority areas,Year ended
2017-09,A,Ruapehu District,3165,Territorial authority areas,Year ended
2017-10,A,Ruapehu District,3264,Territorial authority areas,Year ended
2017-11,A,Ruapehu District,3228,Territorial authority areas,Year ended
2017-12,A,Ruapehu District,3279,Territorial authority areas,Year ended
2018-01,A,Ruapehu District,3297,Territorial authority areas,Year ended
2018-02,A,Ruapehu District,3273,Territorial authority areas,Year ended
2018-03,A,Ruapehu District,3267,Territorial authority areas,Year ended
2018-04,A,Ruapehu District,3282,Territorial authority areas,Year ended
2018-05,A,Ruapehu District,3336,Territorial authority areas,Year ended
2018-06,A,Ruapehu District,3381,Territorial authority areas,Year ended
2018-07,A,Ruapehu District,3426,Territorial authority areas,Year ended
2018-08,A,Ruapehu District,3453,Territorial authority areas,Year ended
2018-09,A,Ruapehu District,3477,Territorial authority areas,Year ended
2018-10,A,Ruapehu District,3450,Territorial authority areas,Year ended
2018-11,A,Ruapehu District,3513,Territorial authority areas,Year ended
2018-12,A,Ruapehu District,3492,Territorial authority areas,Year ended
2019-01,A,Ruapehu District,3522,Territorial authority areas,Year ended
2019-02,A,Ruapehu District,3513,Territorial authority areas,Year ended
2019-03,A,Ruapehu District,3564,Territorial authority areas,Year ended
2019-04,A,Ruapehu District,3570,Territorial authority areas,Year ended
2019-05,A,Ruapehu District,3564,Territorial authority areas,Year ended
2019-06,A,Ruapehu District,3621,Territorial authority areas,Year ended
2015-05,A,Selwyn District,28869,Territorial authority areas,Year ended
2015-06,A,Selwyn District,29076,Territorial authority areas,Year ended
2015-07,A,Selwyn District,29463,Territorial authority areas,Year ended
2015-08,A,Selwyn District,29742,Territorial authority areas,Year ended
2015-09,A,Selwyn District,29946,Territorial authority areas,Year ended
2015-10,A,Selwyn District,29937,Territorial authority areas,Year ended
2015-11,A,Selwyn District,30054,Territorial authority areas,Year ended
2015-12,A,Selwyn District,30252,Territorial authority areas,Year ended
2016-01,A,Selwyn District,30657,Territorial authority areas,Year ended
2016-02,A,Selwyn District,30813,Territorial authority areas,Year ended
2016-03,A,Selwyn District,30798,Territorial authority areas,Year ended
2016-04,A,Selwyn District,30555,Territorial authority areas,Year ended
2016-05,A,Selwyn District,30771,Territorial authority areas,Year ended
2016-06,A,Selwyn District,30984,Territorial authority areas,Year ended
2016-07,A,Selwyn District,31062,Territorial authority areas,Year ended
2016-08,A,Selwyn District,31218,Territorial authority areas,Year ended
2016-09,A,Selwyn District,31509,Territorial authority areas,Year ended
2016-10,A,Selwyn District,31977,Territorial authority areas,Year ended
2016-11,A,Selwyn District,31968,Territorial authority areas,Year ended
2016-12,A,Selwyn District,31965,Territorial authority areas,Year ended
2017-01,A,Selwyn District,31941,Territorial authority areas,Year ended
2017-02,A,Selwyn District,32142,Territorial authority areas,Year ended
2017-03,A,Selwyn District,32529,Territorial authority areas,Year ended
2017-04,A,Selwyn District,33099,Territorial authority areas,Year ended
2017-05,A,Selwyn District,33285,Territorial authority areas,Year ended
2017-06,A,Selwyn District,33306,Territorial authority areas,Year ended
2017-07,A,Selwyn District,33726,Territorial authority areas,Year ended
2017-08,A,Selwyn District,33693,Territorial authority areas,Year ended
2017-09,A,Selwyn District,33987,Territorial authority areas,Year ended
2017-10,A,Selwyn District,34431,Territorial authority areas,Year ended
2017-11,A,Selwyn District,34602,Territorial authority areas,Year ended
2017-12,A,Selwyn District,34764,Territorial authority areas,Year ended
2018-01,A,Selwyn District,35097,Territorial authority areas,Year ended
2018-02,A,Selwyn District,35115,Territorial authority areas,Year ended
2018-03,A,Selwyn District,35199,Territorial authority areas,Year ended
2018-04,A,Selwyn District,35094,Territorial authority areas,Year ended
2018-05,A,Selwyn District,35181,Territorial authority areas,Year ended
2018-06,A,Selwyn District,35496,Territorial authority areas,Year ended
2018-07,A,Selwyn District,35991,Territorial authority areas,Year ended
2018-08,A,Selwyn District,36642,Territorial authority areas,Year ended
2018-09,A,Selwyn District,36738,Territorial authority areas,Year ended
2018-10,A,Selwyn District,36726,Territorial authority areas,Year ended
2018-11,A,Selwyn District,36891,Territorial authority areas,Year ended
2018-12,A,Selwyn District,37002,Territorial authority areas,Year ended
2019-01,A,Selwyn District,37146,Territorial authority areas,Year ended
2019-02,A,Selwyn District,37284,Territorial authority areas,Year ended
2019-03,A,Selwyn District,37398,Territorial authority areas,Year ended
2019-04,A,Selwyn District,37725,Territorial authority areas,Year ended
2019-05,A,Selwyn District,37872,Territorial authority areas,Year ended
2019-06,A,Selwyn District,38049,Territorial authority areas,Year ended
2015-05,A,South Taranaki District,6357,Territorial authority areas,Year ended
2015-06,A,South Taranaki District,6177,Territorial authority areas,Year ended
2015-07,A,South Taranaki District,6114,Territorial authority areas,Year ended
2015-08,A,South Taranaki District,6141,Territorial authority areas,Year ended
2015-09,A,South Taranaki District,6135,Territorial authority areas,Year ended
2015-10,A,South Taranaki District,6192,Territorial authority areas,Year ended
2015-11,A,South Taranaki District,6126,Territorial authority areas,Year ended
2015-12,A,South Taranaki District,6087,Territorial authority areas,Year ended
2016-01,A,South Taranaki District,6063,Territorial authority areas,Year ended
2016-02,A,South Taranaki District,6075,Territorial authority areas,Year ended
2016-03,A,South Taranaki District,6060,Territorial authority areas,Year ended
2016-04,A,South Taranaki District,6060,Territorial authority areas,Year ended
2016-05,A,South Taranaki District,6174,Territorial authority areas,Year ended
2016-06,A,South Taranaki District,6117,Territorial authority areas,Year ended
2016-07,A,South Taranaki District,6036,Territorial authority areas,Year ended
2016-08,A,South Taranaki District,6012,Territorial authority areas,Year ended
2016-09,A,South Taranaki District,6024,Territorial authority areas,Year ended
2016-10,A,South Taranaki District,6000,Territorial authority areas,Year ended
2016-11,A,South Taranaki District,6027,Territorial authority areas,Year ended
2016-12,A,South Taranaki District,6078,Territorial authority areas,Year ended
2017-01,A,South Taranaki District,6144,Territorial authority areas,Year ended
2017-02,A,South Taranaki District,6195,Territorial authority areas,Year ended
2017-03,A,South Taranaki District,6276,Territorial authority areas,Year ended
2017-04,A,South Taranaki District,6360,Territorial authority areas,Year ended
2017-05,A,South Taranaki District,6255,Territorial authority areas,Year ended
2017-06,A,South Taranaki District,6393,Territorial authority areas,Year ended
2017-07,A,South Taranaki District,6465,Territorial authority areas,Year ended
2017-08,A,South Taranaki District,6540,Territorial authority areas,Year ended
2017-09,A,South Taranaki District,6642,Territorial authority areas,Year ended
2017-10,A,South Taranaki District,6726,Territorial authority areas,Year ended
2017-11,A,South Taranaki District,6768,Territorial authority areas,Year ended
2017-12,A,South Taranaki District,6741,Territorial authority areas,Year ended
2018-01,A,South Taranaki District,6738,Territorial authority areas,Year ended
2018-02,A,South Taranaki District,6711,Territorial authority areas,Year ended
2018-03,A,South Taranaki District,6735,Territorial authority areas,Year ended
2018-04,A,South Taranaki District,6591,Territorial authority areas,Year ended
2018-05,A,South Taranaki District,6738,Territorial authority areas,Year ended
2018-06,A,South Taranaki District,6774,Territorial authority areas,Year ended
2018-07,A,South Taranaki District,6948,Territorial authority areas,Year ended
2018-08,A,South Taranaki District,7062,Territorial authority areas,Year ended
2018-09,A,South Taranaki District,7116,Territorial authority areas,Year ended
2018-10,A,South Taranaki District,7131,Territorial authority areas,Year ended
2018-11,A,South Taranaki District,7131,Territorial authority areas,Year ended
2018-12,A,South Taranaki District,7143,Territorial authority areas,Year ended
2019-01,A,South Taranaki District,7164,Territorial authority areas,Year ended
2019-02,A,South Taranaki District,7230,Territorial authority areas,Year ended
2019-03,A,South Taranaki District,7227,Territorial authority areas,Year ended
2019-04,A,South Taranaki District,7377,Territorial authority areas,Year ended
2019-05,A,South Taranaki District,7338,Territorial authority areas,Year ended
2019-06,A,South Taranaki District,7395,Territorial authority areas,Year ended
2015-05,A,South Waikato District,5454,Territorial authority areas,Year ended
2015-06,A,South Waikato District,5541,Territorial authority areas,Year ended
2015-07,A,South Waikato District,5559,Territorial authority areas,Year ended
2015-08,A,South Waikato District,5610,Territorial authority areas,Year ended
2015-09,A,South Waikato District,5646,Territorial authority areas,Year ended
2015-10,A,South Waikato District,5733,Territorial authority areas,Year ended
2015-11,A,South Waikato District,5676,Territorial authority areas,Year ended
2015-12,A,South Waikato District,5664,Territorial authority areas,Year ended
2016-01,A,South Waikato District,5688,Territorial authority areas,Year ended
2016-02,A,South Waikato District,5703,Territorial authority areas,Year ended
2016-03,A,South Waikato District,5712,Territorial authority areas,Year ended
2016-04,A,South Waikato District,5670,Territorial authority areas,Year ended
2016-05,A,South Waikato District,5700,Territorial authority areas,Year ended
2016-06,A,South Waikato District,5637,Territorial authority areas,Year ended
2016-07,A,South Waikato District,5817,Territorial authority areas,Year ended
2016-08,A,South Waikato District,5814,Territorial authority areas,Year ended
2016-09,A,South Waikato District,5892,Territorial authority areas,Year ended
2016-10,A,South Waikato District,5898,Territorial authority areas,Year ended
2016-11,A,South Waikato District,5943,Territorial authority areas,Year ended
2016-12,A,South Waikato District,5958,Territorial authority areas,Year ended
2017-01,A,South Waikato District,5946,Territorial authority areas,Year ended
2017-02,A,South Waikato District,5994,Territorial authority areas,Year ended
2017-03,A,South Waikato District,6036,Territorial authority areas,Year ended
2017-04,A,South Waikato District,6078,Territorial authority areas,Year ended
2017-05,A,South Waikato District,6123,Territorial authority areas,Year ended
2017-06,A,South Waikato District,6177,Territorial authority areas,Year ended
2017-07,A,South Waikato District,6081,Territorial authority areas,Year ended
2017-08,A,South Waikato District,6150,Territorial authority areas,Year ended
2017-09,A,South Waikato District,6180,Territorial authority areas,Year ended
2017-10,A,South Waikato District,6345,Territorial authority areas,Year ended
2017-11,A,South Waikato District,6339,Territorial authority areas,Year ended
2017-12,A,South Waikato District,6423,Territorial authority areas,Year ended
2018-01,A,South Waikato District,6561,Territorial authority areas,Year ended
2018-02,A,South Waikato District,6552,Territorial authority areas,Year ended
2018-03,A,South Waikato District,6576,Territorial authority areas,Year ended
2018-04,A,South Waikato District,6666,Territorial authority areas,Year ended
2018-05,A,South Waikato District,6714,Territorial authority areas,Year ended
2018-06,A,South Waikato District,6744,Territorial authority areas,Year ended
2018-07,A,South Waikato District,6852,Territorial authority areas,Year ended
2018-08,A,South Waikato District,7035,Territorial authority areas,Year ended
2018-09,A,South Waikato District,7032,Territorial authority areas,Year ended
2018-10,A,South Waikato District,6909,Territorial authority areas,Year ended
2018-11,A,South Waikato District,7053,Territorial authority areas,Year ended
2018-12,A,South Waikato District,7053,Territorial authority areas,Year ended
2019-01,A,South Waikato District,7035,Territorial authority areas,Year ended
2019-02,A,South Waikato District,6990,Territorial authority areas,Year ended
2019-03,A,South Waikato District,7050,Territorial authority areas,Year ended
2019-04,A,South Waikato District,7050,Territorial authority areas,Year ended
2019-05,A,South Waikato District,7032,Territorial authority areas,Year ended
2019-06,A,South Waikato District,7125,Territorial authority areas,Year ended
2015-05,A,South Wairarapa District,4731,Territorial authority areas,Year ended
2015-06,A,South Wairarapa District,4752,Territorial authority areas,Year ended
2015-07,A,South Wairarapa District,4860,Territorial authority areas,Year ended
2015-08,A,South Wairarapa District,4803,Territorial authority areas,Year ended
2015-09,A,South Wairarapa District,4839,Territorial authority areas,Year ended
2015-10,A,South Wairarapa District,4836,Territorial authority areas,Year ended
2015-11,A,South Wairarapa District,4866,Territorial authority areas,Year ended
2015-12,A,South Wairarapa District,4839,Territorial authority areas,Year ended
2016-01,A,South Wairarapa District,4830,Territorial authority areas,Year ended
2016-02,A,South Wairarapa District,4830,Territorial authority areas,Year ended
2016-03,A,South Wairarapa District,4863,Territorial authority areas,Year ended
2016-04,A,South Wairarapa District,4896,Territorial authority areas,Year ended
2016-05,A,South Wairarapa District,4902,Territorial authority areas,Year ended
2016-06,A,South Wairarapa District,4944,Territorial authority areas,Year ended
2016-07,A,South Wairarapa District,4818,Territorial authority areas,Year ended
2016-08,A,South Wairarapa District,4893,Territorial authority areas,Year ended
2016-09,A,South Wairarapa District,4941,Territorial authority areas,Year ended
2016-10,A,South Wairarapa District,5001,Territorial authority areas,Year ended
2016-11,A,South Wairarapa District,5061,Territorial authority areas,Year ended
2016-12,A,South Wairarapa District,5061,Territorial authority areas,Year ended
2017-01,A,South Wairarapa District,5073,Territorial authority areas,Year ended
2017-02,A,South Wairarapa District,5097,Territorial authority areas,Year ended
2017-03,A,South Wairarapa District,5100,Territorial authority areas,Year ended
2017-04,A,South Wairarapa District,5100,Territorial authority areas,Year ended
2017-05,A,South Wairarapa District,5187,Territorial authority areas,Year ended
2017-06,A,South Wairarapa District,5214,Territorial authority areas,Year ended
2017-07,A,South Wairarapa District,5274,Territorial authority areas,Year ended
2017-08,A,South Wairarapa District,5328,Territorial authority areas,Year ended
2017-09,A,South Wairarapa District,5391,Territorial authority areas,Year ended
2017-10,A,South Wairarapa District,5460,Territorial authority areas,Year ended
2017-11,A,South Wairarapa District,5493,Territorial authority areas,Year ended
2017-12,A,South Wairarapa District,5523,Territorial authority areas,Year ended
2018-01,A,South Wairarapa District,5574,Territorial authority areas,Year ended
2018-02,A,South Wairarapa District,5535,Territorial authority areas,Year ended
2018-03,A,South Wairarapa District,5583,Territorial authority areas,Year ended
2018-04,A,South Wairarapa District,5625,Territorial authority areas,Year ended
2018-05,A,South Wairarapa District,5646,Territorial authority areas,Year ended
2018-06,A,South Wairarapa District,5730,Territorial authority areas,Year ended
2018-07,A,South Wairarapa District,5790,Territorial authority areas,Year ended
2018-08,A,South Wairarapa District,5832,Territorial authority areas,Year ended
2018-09,A,South Wairarapa District,5868,Territorial authority areas,Year ended
2018-10,A,South Wairarapa District,5820,Territorial authority areas,Year ended
2018-11,A,South Wairarapa District,5775,Territorial authority areas,Year ended
2018-12,A,South Wairarapa District,5802,Territorial authority areas,Year ended
2019-01,A,South Wairarapa District,5868,Territorial authority areas,Year ended
2019-02,A,South Wairarapa District,5973,Territorial authority areas,Year ended
2019-03,A,South Wairarapa District,5952,Territorial authority areas,Year ended
2019-04,A,South Wairarapa District,5991,Territorial authority areas,Year ended
2019-05,A,South Wairarapa District,6051,Territorial authority areas,Year ended
2019-06,A,South Wairarapa District,6009,Territorial authority areas,Year ended
2015-05,A,Southland District,8673,Territorial authority areas,Year ended
2015-06,A,Southland District,8571,Territorial authority areas,Year ended
2015-07,A,Southland District,8448,Territorial authority areas,Year ended
2015-08,A,Southland District,8460,Territorial authority areas,Year ended
2015-09,A,Southland District,8415,Territorial authority areas,Year ended
2015-10,A,Southland District,8457,Territorial authority areas,Year ended
2015-11,A,Southland District,8550,Territorial authority areas,Year ended
2015-12,A,Southland District,8631,Territorial authority areas,Year ended
2016-01,A,Southland District,8628,Territorial authority areas,Year ended
2016-02,A,Southland District,8610,Territorial authority areas,Year ended
2016-03,A,Southland District,8568,Territorial authority areas,Year ended
2016-04,A,Southland District,8556,Territorial authority areas,Year ended
2016-05,A,Southland District,8637,Territorial authority areas,Year ended
2016-06,A,Southland District,8679,Territorial authority areas,Year ended
2016-07,A,Southland District,8823,Territorial authority areas,Year ended
2016-08,A,Southland District,8772,Territorial authority areas,Year ended
2016-09,A,Southland District,8820,Territorial authority areas,Year ended
2016-10,A,Southland District,8961,Territorial authority areas,Year ended
2016-11,A,Southland District,8844,Territorial authority areas,Year ended
2016-12,A,Southland District,8841,Territorial authority areas,Year ended
2017-01,A,Southland District,8871,Territorial authority areas,Year ended
2017-02,A,Southland District,8913,Territorial authority areas,Year ended
2017-03,A,Southland District,9045,Territorial authority areas,Year ended
2017-04,A,Southland District,9123,Territorial authority areas,Year ended
2017-05,A,Southland District,9117,Territorial authority areas,Year ended
2017-06,A,Southland District,9282,Territorial authority areas,Year ended
2017-07,A,Southland District,9582,Territorial authority areas,Year ended
2017-08,A,Southland District,9744,Territorial authority areas,Year ended
2017-09,A,Southland District,9657,Territorial authority areas,Year ended
2017-10,A,Southland District,9681,Territorial authority areas,Year ended
2017-11,A,Southland District,9681,Territorial authority areas,Year ended
2017-12,A,Southland District,9762,Territorial authority areas,Year ended
2018-01,A,Southland District,9849,Territorial authority areas,Year ended
2018-02,A,Southland District,9834,Territorial authority areas,Year ended
2018-03,A,Southland District,9747,Territorial authority areas,Year ended
2018-04,A,Southland District,9753,Territorial authority areas,Year ended
2018-05,A,Southland District,9876,Territorial authority areas,Year ended
2018-06,A,Southland District,9873,Territorial authority areas,Year ended
2018-07,A,Southland District,9975,Territorial authority areas,Year ended
2018-08,A,Southland District,9987,Territorial authority areas,Year ended
2018-09,A,Southland District,10188,Territorial authority areas,Year ended
2018-10,A,Southland District,10311,Territorial authority areas,Year ended
2018-11,A,Southland District,10377,Territorial authority areas,Year ended
2018-12,A,Southland District,10374,Territorial authority areas,Year ended
2019-01,A,Southland District,10326,Territorial authority areas,Year ended
2019-02,A,Southland District,10401,Territorial authority areas,Year ended
2019-03,A,Southland District,10515,Territorial authority areas,Year ended
2019-04,A,Southland District,10620,Territorial authority areas,Year ended
2019-05,A,Southland District,10746,Territorial authority areas,Year ended
2019-06,A,Southland District,10803,Territorial authority areas,Year ended
2015-05,A,Stratford District,2250,Territorial authority areas,Year ended
2015-06,A,Stratford District,2229,Territorial authority areas,Year ended
2015-07,A,Stratford District,2154,Territorial authority areas,Year ended
2015-08,A,Stratford District,2181,Territorial authority areas,Year ended
2015-09,A,Stratford District,2160,Territorial authority areas,Year ended
2015-10,A,Stratford District,2160,Territorial authority areas,Year ended
2015-11,A,Stratford District,2133,Territorial authority areas,Year ended
2015-12,A,Stratford District,2148,Territorial authority areas,Year ended
2016-01,A,Stratford District,2124,Territorial authority areas,Year ended
2016-02,A,Stratford District,2103,Territorial authority areas,Year ended
2016-03,A,Stratford District,2037,Territorial authority areas,Year ended
2016-04,A,Stratford District,2043,Territorial authority areas,Year ended
2016-05,A,Stratford District,2031,Territorial authority areas,Year ended
2016-06,A,Stratford District,2028,Territorial authority areas,Year ended
2016-07,A,Stratford District,2037,Territorial authority areas,Year ended
2016-08,A,Stratford District,1968,Territorial authority areas,Year ended
2016-09,A,Stratford District,1968,Territorial authority areas,Year ended
2016-10,A,Stratford District,1983,Territorial authority areas,Year ended
2016-11,A,Stratford District,1992,Territorial authority areas,Year ended
2016-12,A,Stratford District,1968,Territorial authority areas,Year ended
2017-01,A,Stratford District,1983,Territorial authority areas,Year ended
2017-02,A,Stratford District,2016,Territorial authority areas,Year ended
