Permit Number,Status,Processed Date,Issued Date,Finaled Date,Description,Application Type,Work Type,Use code ,Number of Dwelling units,High Rise,Tax Description,Tax Amount,Tax Status,Tax Paid Date,Street Number,Pre-direction,Street name of work location,Street Suffix,Post-direction,City,State,ZIP code
382253,Finaled,05/04/2005,05/04/2005,05/04/2005,BLD2005-10952,ROCKVILLE COM. BUILDING,CONSTRUCT,MULTI-FAMILY DWELLING,204,Y,SCHOOLS IMPACT TAX,326400.00,PAID,05/04/2005,255,N,WASHINGTON,ST,,ROCKVILLE,MD,20850
385858,Finaled,06/02/2005,02/08/2007,02/08/2007,"Bld 2005-11109, 92 highrise units and retail below",ROCKVILLE COM. BUILDING,CONSTRUCT,MULTI-FAMILY DWELLING,92,Y,IMPACT TAX >MAR04-ROCKVILLE TOWN CENTER,159194.00,PAID,06/02/2005,360,,HUNGERFORD,DR,,ROCKVILLE,MD,20850
405547,Finaled,12/02/2005,12/02/2005,12/02/2005,BLD200-11883,ROCKVILLE COM. BUILDING,CONSTRUCT,BUSINESS BUILDING,0,N,IMPACT TAX >JUL05-ROCKVILLE TOWN CENTER,66780.00,PAID,12/02/2005,155,,NEWMARKET,ST,,ROCKVILLE,MD,20850
432548,Issued,09/07/2006,09/07/2006,,Demolition/rebuild of 11 public housing units (11 apartments/office buildings).  Impact fees and school impact fees have been waived,ROCKVILLE COM. BUILDING,CONSTRUCT,MULTI-FAMILY DWELLING,0,N,IMPACT TAX >JUL05-GENERAL,4761.00,UNPAID,,152,,MOORE,DR,,ROCKVILLE,MD,20850
433562,Finaled,09/19/2006,09/19/2006,09/19/2006,SFD2006-02689-Demolition/rebuild,ROCKVILLE COM. BUILDING,CONSTRUCT,MULTI-FAMILY DWELLING,0,N,IMPACT TAX >JUL05-GENERAL,4761.00,UNPAID,,150,,MOORE,DR,,ROCKVILLE,MD,20850
433571,Issued,09/19/2006,09/19/2006,,SFD2006-02691-Demolition/rebuild,ROCKVILLE COM. BUILDING,CONSTRUCT,MULTI-FAMILY DWELLING,0,N,SCHOOLS IMPACT TAX,8464.00,UNPAID,,156,,MOORE,DR,,ROCKVILLE,MD,20850
433573,Finaled,09/19/2006,09/19/2006,10/23/2006,SFD2006-02692-Demolition/rebuild,ROCKVILLE COM. BUILDING,CONSTRUCT,MULTI-FAMILY DWELLING,0,N,IMPACT TAX >JUL05-GENERAL,5819.00,UNPAID,,155,,MOORE,DR,,ROCKVILLE,MD,20850
433575,Finaled,09/19/2006,09/19/2006,10/23/2006,SFD2006-02694-Demolition/rebuild,ROCKVILLE COM. BUILDING,CONSTRUCT,MULTI-FAMILY DWELLING,0,N,SCHOOLS IMPACT TAX,8464.00,UNPAID,,157,,MOORE,DR,,ROCKVILLE,MD,20850
433576,Finaled,09/19/2006,09/19/2006,10/23/2006,SFD2006-02695/Demolition-rebuild,ROCKVILLE COM. BUILDING,CONSTRUCT,MULTI-FAMILY DWELLING,0,N,IMPACT TAX >JUL05-GENERAL,5819.00,UNPAID,,154,,MOORE,DR,,ROCKVILLE,MD,20850
433577,Finaled,09/19/2006,09/19/2006,10/23/2006,SFD2006-02696/Demolition-rebuild,ROCKVILLE COM. BUILDING,CONSTRUCT,MULTI-FAMILY DWELLING,0,N,IMPACT TAX >JUL05-GENERAL,5819.00,UNPAID,,153,,MOORE,DR,,ROCKVILLE,MD,20850
433578,Finaled,09/19/2006,09/19/2006,10/23/2006,SFD2006-02697/Demolition-rebuild,ROCKVILLE COM. BUILDING,CONSTRUCT,MULTI-FAMILY DWELLING,0,N,IMPACT TAX >JUL05-GENERAL,5819.00,UNPAID,,158,,MOORE,DR,,ROCKVILLE,MD,20850
433581,Finaled,09/19/2006,09/19/2006,10/23/2006,SFD2006-02700/Demolition-rebuild,ROCKVILLE COM. BUILDING,CONSTRUCT,MULTI-FAMILY DWELLING,0,N,IMPACT TAX >JUL05-GENERAL,5819.00,UNPAID,,148,,MOORE,DR,,ROCKVILLE,MD,20850
433582,Finaled,09/19/2006,09/19/2006,10/23/2006,SFD2006-02701,ROCKVILLE COM. BUILDING,CONSTRUCT,MULTI-FAMILY DWELLING,0,N,SCHOOLS IMPACT TAX,8464.00,UNPAID,,146,,MOORE,DR,,ROCKVILLE,MD,20850
647914,Finaled,09/06/2013,09/06/2013,09/06/2013,,ROCKVILLE COM. BUILDING,CONSTRUCT,MULTI-FAMILY DWELLING,354,Y,SCHOOLS IMPACT TAX,1704510.00,PAID,09/06/2013,15955,,FREDERICK,RD,,ROCKVILLE,MD,20855
433583,Finaled,09/19/2006,09/19/2006,10/23/2006,SFD2006-2702/Demolition-rebuild,ROCKVILLE COM. BUILDING,CONSTRUCT,MULTI-FAMILY DWELLING,0,N,IMPACT TAX >JUL05-GENERAL,5819.00,UNPAID,,140,,MOORE,DR,,ROCKVILLE,MD,20850
433585,Finaled,09/19/2006,09/21/2006,10/23/2006,SFD2006-02704/Demolition-rebuild,ROCKVILLE COM. BUILDING,CONSTRUCT,MULTI-FAMILY DWELLING,0,N,SCHOOLS IMPACT TAX,8464.00,UNPAID,,136,,MOORE,DR,,ROCKVILLE,MD,20850
446572,Issued,03/02/2007,03/08/2007,,BLD2007-12900,ROCKVILLE COM. BUILDING,CONSTRUCT,MULTI-FAMILY SENIOR CITIZEN BL,311,N,SCHOOLS IMPACT TAX,0.00,UNPAID,,701,,KING FARM,BLVD,,ROCKVILLE,MD,20850
449726,Issued,04/06/2007,04/06/2007,,National Lutheran Home (The Aged) 3 Units.,ROCKVILLE COM. BUILDING,CONSTRUCT,MULTI-FAMILY SENIOR CITIZEN BL,3,N,SCHOOLS IMPACT TAX,0.01,UNPAID,,9316,,WESCOTT,PL,,ROCKVILLE,MD,20850
453523,Issued,05/16/2007,05/16/2007,,"National Lutheran Home (The Aged) 3 Units
BLDG2007-13369",ROCKVILLE COM. BUILDING,CONSTRUCT,MULTI-FAMILY SENIOR CITIZEN BL,3,N,SCHOOLS IMPACT TAX,1.00,UNPAID,,9316,,WESCOTT,PL,,ROCKVILLE,MD,20850
453525,Issued,05/16/2007,05/16/2007,,"National Lutheran Home (The Aged) 3 Units
BLD2007-13371",ROCKVILLE COM. BUILDING,CONSTRUCT,MULTI-FAMILY SENIOR CITIZEN BL,3,N,IMPACT TAX >JUL05-GENERAL,3174.00,PAID,05/16/2007,9316,,WESCOTT,PL,,ROCKVILLE,MD,20850
453526,Issued,05/16/2007,05/16/2007,,"National Lutheran Home (The Aged) 3 Units
BLD2007-13373",ROCKVILLE COM. BUILDING,CONSTRUCT,MULTI-FAMILY SENIOR CITIZEN BL,3,N,SCHOOLS IMPACT TAX,0.00,UNPAID,,9316,,WESCOTT,PL,,ROCKVILLE,MD,20850
457605,Open,06/22/2007,,,BLD2006-12149,ROCKVILLE COM. BUILDING,CONSTRUCT,MULTI-FAMILY DWELLING,163,N,IMPACT TAX >JUL05-ROCKVILLE TOWN CENTER,301876.00,PAID,06/22/2007,100,,FIRST,ST,,ROCKVILLE,MD,20851
468682,Issued,10/17/2007,10/17/2007,,,ROCKVILLE COM. BUILDING,CONSTRUCT,ASSEMBLY BUILDING,0,N,IMPACT TAX >JUL05-GENERAL,113573.70,UNPAID,,1201,,ROCKVILLE,PIKE,,ROCKVILLE,MD,20852
490016,Issued,07/09/2008,07/09/2008,,city of rockville,ROCKVILLE COM. BUILDING,CONSTRUCT,BUSINESS BUILDING,0,N,IMPACT TAX >DEC07-GENERAL,165450.00,PAID,08/03/2010,12501,,ARDENNES,AVE,,ROCKVILLE,MD,20852
494878,Finaled,09/05/2008,09/05/2008,07/11/2012,,ROCKVILLE COM. BUILDING,CONSTRUCT,MULTI-FAMILY DWELLING,113,N,SCHOOLS IMPACT TAX,205886.00,PAID,09/05/2008,1101,,HIGGINS,PL,,ROCKVILLE,MD,20852
494880,Finaled,09/05/2008,09/05/2008,09/05/2008,,ROCKVILLE COM. BUILDING,CONSTRUCT,MULTI-FAMILY DWELLING,124,N,IMPACT TAX >DEC07-GENERAL,176576.00,PAID,09/05/2008,1100,,HIGGINS,PL,,ROCKVILLE,MD,20852
567446,Issued,05/04/2011,05/04/2011,,,ROCKVILLE COM. BUILDING,CONSTRUCT,MULTI-FAMILY DWELLING,186,N,SCHOOLS IMPACT TAX,767622.00,PAID,05/04/2011,11,,CHOKE CHERRY,RD,,ROCKVILLE,MD,20850
567454,Finaled,05/04/2011,05/04/2011,05/04/2011,,ROCKVILLE COM. BUILDING,CONSTRUCT,MULTI-FAMILY DWELLING,54,N,IMPACT TAX >JUL09-GENERAL,292336.00,PAID,05/04/2011,9,,CHOKE CHERRY,RD,,ROCKVILLE,MD,20850
577410,Open,08/17/2011,,,89 UNITS,ROCKVILLE COM. BUILDING,CONSTRUCT,MULTI-FAMILY SENIOR CITIZEN BL,89,N,IMPACT TAX >JUL09-GENERAL,184675.00,PAID,08/17/2011,9200,,DARNESTOWN,RD,,ROCKVILLE,MD,20850
581833,Finaled,10/11/2011,10/11/2011,10/11/2011,BLD2011-16369,ROCKVILLE COM. BUILDING,CONSTRUCT,MULTI-FAMILY SENIOR CITIZEN BL,41,Y,SCHOOLS IMPACT TAX,0.00,UNPAID,,209,,MONROE,ST,,ROCKVILLE,MD,20850
583376,Issued,10/31/2011,10/31/2011,,Bldg2012-16979,ROCKVILLE COM. BUILDING,ADD,MULTI-FAMILY SENIOR CITIZEN BL,18,N,IMPACT TAX >JUL11-GENERAL,40662.00,UNPAID,,1799,E,JEFFERSON,ST,,ROCKVILLE,MD,20852
620312,Finaled,12/07/2012,12/07/2012,12/07/2012,4 TOTAL MULTIFAMILY - SENIOR RESIDENTIAL,ROCKVILLE COM. BUILDING,ADD,MULTI-FAMILY SENIOR CITIZEN BL,0,N,IMPACT TAX >JUL11-ROCKVILLE TOWN CENTER,9036.00,PAID,12/07/2012,701,,KING FARM,BLVD,,ROCKVILLE,MD,20850
636378,Open,05/24/2013,,,IMPACT TAXES FOR MFD,ROCKVILLE COM. BUILDING,CONSTRUCT,MULTI-FAMILY DWELLING,1,N,SCHOOLS IMPACT TAX,11358.00,PAID,05/24/2013,701,,COBBLER,PL,,GAITHERSBURG,MD,20877
636379,Open,05/24/2013,,,IMPACT TAXES FOR MFD,ROCKVILLE COM. BUILDING,CONSTRUCT,MULTI-FAMILY DWELLING,1,N,SCHOOLS IMPACT TAX,11358.00,PAID,05/24/2013,703,,COBBLER,PL,,GAITHERSBURG,MD,20877
636380,Open,05/24/2013,,,IMPACT TAXES FOR MFD,ROCKVILLE COM. BUILDING,CONSTRUCT,MULTI-FAMILY DWELLING,1,N,SCHOOLS IMPACT TAX,11358.00,PAID,05/24/2013,707,,COBBLER,PL,,GAITHERSBURG,MD,20877
650981,Finaled,10/08/2013,10/08/2013,10/08/2013,,ROCKVILLE COM. BUILDING,CONSTRUCT,BUSINESS BUILDING,0,N,IMPACT TAX >JUL11-GENERAL,31754.40,PAID,10/08/2013,1807,,ROCKVILLE,PIKE,,ROCKVILLE,MD,20852
653825,Finaled,11/04/2013,11/04/2013,11/04/2013,,ROCKVILLE COM. BUILDING,CONSTRUCT,MULTI-FAMILY DWELLING,111,Y,IMPACT TAX >JUL11-GENERAL,626817.00,PAID,11/04/2013,30,,UPPER ROCK,CIR,,ROCKVILLE,MD,20850
653829,Finaled,11/04/2013,11/04/2013,11/04/2013,,ROCKVILLE COM. BUILDING,CONSTRUCT,MULTI-FAMILY DWELLING,130,Y,IMPACT TAX >JUL11-GENERAL,34176.85,PAID,11/04/2013,40,,UPPER ROCK,CIR,,ROCKVILLE,MD,20850
653842,Finaled,11/04/2013,11/04/2013,11/04/2013,IMPACT TAX,ROCKVILLE COM. BUILDING,CONSTRUCT,INDUSTRIAL BUILDING,0,N,SCHOOLS IMPACT TAX,53276.00,WAIVED,,610,,LOFTSTRAND,LN,,ROCKVILLE,MD,20852
661845,Finaled,01/30/2014,01/30/2014,01/30/2014,BLD2013-18234,ROCKVILLE COM. BUILDING,CONSTRUCT,MULTI-FAMILY DWELLING,302,Y,"IMPACT TAX, METRO STATION POLICY AREA",852848.00,PAID,01/30/2014,1800,,ROCKVILLE,PIKE,,ROCKVILLE,MD,20852
661987,Open,01/31/2014,,,,ROCKVILLE COM. BUILDING,CONSTRUCT,MULTI-FAMILY DWELLING,96,Y,"IMPACT TAX, METRO STATION POLICY AREA",93657.30,PAID,01/31/2014,5700,,FISHERS,LN,,ROCKVILLE,MD,20850
661989,Open,01/31/2014,,,,ROCKVILLE COM. BUILDING,CONSTRUCT,MULTI-FAMILY DWELLING,79,Y,"IMPACT TAX, METRO STATION POLICY AREA",93662.35,PAID,01/31/2014,5700,,FISHERS,LN,,ROCKVILLE,MD,20850
636381,Open,05/24/2013,,,IMPACT TAXES FOR MFD,ROCKVILLE COM. BUILDING,CONSTRUCT,MULTI-FAMILY DWELLING,1,N,IMPACT TAX >JUL11-GENERAL,7906.00,PAID,05/24/2013,709,,COBBLER,PL,,GAITHERSBURG,MD,20877
636382,Open,05/24/2013,,,IMPACT TAXES FOR MFD,ROCKVILLE COM. BUILDING,CONSTRUCT,MULTI-FAMILY DWELLING,1,N,IMPACT TAX >JUL11-GENERAL,7906.00,PAID,05/24/2013,711,,COBBLER,PL,,GAITHERSBURG,MD,20877
636383,Open,05/24/2013,,,IMPACT TAXES FOR MFD,ROCKVILLE COM. BUILDING,CONSTRUCT,MULTI-FAMILY DWELLING,1,N,IMPACT TAX >JUL11-GENERAL,7906.00,PAID,05/24/2013,715,,COBBLER,PL,,GAITHERSBURG,MD,20877
636384,Open,05/24/2013,,,IMPACT TAXES FOR MFD,ROCKVILLE COM. BUILDING,CONSTRUCT,MULTI-FAMILY DWELLING,1,N,SCHOOLS IMPACT TAX,11358.00,PAID,05/24/2013,717,,COBBLER,PL,,GAITHERSBURG,MD,20877
636385,Open,05/24/2013,,,IMPACT TAXES FOR MFD,ROCKVILLE COM. BUILDING,CONSTRUCT,MULTI-FAMILY DWELLING,1,N,IMPACT TAX >JUL11-GENERAL,7906.00,PAID,05/24/2013,719,,COBBLER,PL,,GAITHERSBURG,MD,20877
