Case Number,Case Open Date,Case Close Date,Case Year,Case Sub-Type,Address Zip Code
5119,12/13/1995,01/03/1996,1995,Residential House/yard,
2014991,07/14/2014,10/13/2014,2014,Waiver Request,
20182196,08/27/2018,12/14/2018,2018,Waiver Request,20814
1992930215,08/12/1992,08/12/1992,1992,Noise Industrial/commercial   Leaf Blower Noise,
6481,11/04/1996,07/31/1997,1996,Residential House/yard,
20131143,09/10/2013,10/30/2013,2013,Residential   Mechanical,
20191304,03/13/2019,07/12/2019,2019,Residential Muti Tenant Dwelling,
6582,12/02/1996,07/31/1997,1996,Residential House/yard,
25308,08/05/2011,10/14/2011,2011,Waiver Request,
26474,06/04/2012,09/07/2012,2012,Waiver Request,
6400,10/04/1996,01/14/1997,1996,Residential House/yard,
2013608,06/05/2013,07/09/2013,2013,Residential Muti Tenant Dwelling,
15915,02/10/2005,03/02/2005,2005,Residential   Mechanical,
9878,05/07/1998,05/11/1998,1998,Residential House/yard,35512
22288,08/27/2009,08/27/2009,2009,Industrial/commercial   Equipment Noise,
22012,07/10/2009,07/20/2009,2009,Industrial/commercial  construction/repair/demolit,
5375,01/23/1996,03/04/1996,1996,Residential   El  Amplification Equip,
14217,03/02/2004,12/21/2004,2004,Industrial/commercial  construction/repair/demolit,
25193,07/05/2011,05/23/2012,2011,Residential   El  Amplification Equip,92024
7569,07/21/1997,07/28/1997,1997,Residential House/yard,
6540,11/22/1996,01/20/1997,1996,Residential House/yard,
16267,05/06/2005,08/31/2005,2005,Industrial/commercial   Equipment Noise,
5665,04/12/1996,05/29/1996,1996,Residential   El  Amplification Equip,
2014350,03/14/2014,03/14/2014,2014,Residential Muti Tenant Dwelling,
18863,04/09/2007,07/02/2007,2007,Waiver Request,
4749,07/26/1995,05/13/1996,1995,Residential   Construction/repair/demolition,
1992930176,07/31/1992,07/31/1992,1992,Noise Industrial/commercial   Leaf Blower Noise,
21151,12/22/2008,02/03/2009,2008,Waiver Request,
20181198,02/26/2018,03/19/2020,2018,Waiver Request,
6316,09/16/1996,10/02/1996,1996,Residential House/yard,
1989900399,10/30/1989,11/22/1989,1989,Waiver Request,
6516,11/18/1996,06/18/1997,1996,Residential House/yard,
12881,05/04/2003,05/05/2003,2003,Information Request,
20172324,10/05/2017,11/02/2017,2017,Industrial/commercial   Equipment Noise,
1990900946,04/25/1990,05/17/1990,1990,Noise Industrial/commercial   Leaf Blower Noise,
23360,05/18/2010,07/16/2010,2010,Waiver Request,
21322,02/12/2009,04/17/2009,2009,Industrial/commercial  construction/repair/demolit,
3787,05/04/1995,06/14/1995,1995,Residential   Motor Vehicle Noise,
3106,04/26/1994,06/01/1994,1994,Industrial/commercial   Equipment Noise,
2014588,04/28/2014,04/28/2014,2014,Industrial/commercial   Electrical Amp Equip,
4152,03/14/1995,03/30/1995,1995,Residential   Construction/repair/demolition,
5843,05/17/1996,06/03/1996,1996,Industrial/commercial  construction/repair/demolit,
17240,02/01/2006,03/27/2006,2006,Residential   El  Amplification Equip,20850
332,04/05/2000,04/24/2000,2000,Residential   Motor Vehicle Noise,20878
20162452,11/09/2016,11/30/2016,2016,Industrial/commercial   Equipment Noise,20814
7320,05/22/1997,06/11/1997,1997,Industrial/commercial   Equipment Noise,
1990910410,10/16/1990,11/26/1990,1990,Noise Industrial/commercial   Leaf Blower Noise,
22993,03/05/2010,04/26/2010,2010,Industrial/commercial  construction/repair/demolit,20850
20172622,12/20/2017,01/26/2018,2017,Residential   Construction/repair/demolition,20866
16627,08/02/2005,11/02/2005,2005,Residential   Motor Vehicle Noise,20833
819,08/08/2000,01/08/2001,2000,Industrial/commercial   Electrical Amp Equip,20854
9263,11/22/1999,12/06/1999,1999,Residential   Construction/repair/demolition,20854
21260,01/27/2009,01/27/2009,2009,Industrial/commercial   Refuse Noise Collection,20895
19864,01/07/2008,01/15/2008,2008,Residential   El  Amplification Equip,20879
8533,02/16/1999,04/20/1999,1999,Residential   El  Amplification Equip,20906
23035,03/16/2010,04/29/2010,2010,Residential   Construction/repair/demolition,20878
18451,12/05/2006,03/15/2007,2006,Residential   El  Amplification Equip,20874
8225,01/27/1999,02/19/1999,1999,Industrial/commercial   Electrical Amp Equip,20852
6894,02/28/1997,06/16/1997,1997,Residential House/yard,
8169,04/29/1999,09/08/1999,1999,Industrial/commercial   Equipment Noise,
20201598,04/16/2020,,2020,Waiver Request,20853
25418,09/07/2011,09/09/2011,2011,Waiver Request,20817
13706,10/30/2003,09/28/2004,2003,Industrial/commercial  construction/repair/demolit,20852
911,08/17/2000,08/23/2001,2000,Industrial/commercial   Equipment Noise,20850
952,09/14/2000,11/15/2000,2000,Residential House/yard,20912
7479,06/25/1997,07/08/1997,1997,Industrial/commercial  construction/repair/demolit,20850
1991920721,12/09/1991,12/13/1991,1991,Residential Muti Tenant Dwelling,20910
26198,03/30/2012,04/19/2012,2012,Industrial/commercial   Equipment Noise,20852
23244,04/21/2010,05/18/2010,2010,Industrial/commercial   Equipment Noise,20904
20736,08/18/2008,09/22/2008,2008,Residential   El  Amplification Equip,20876
25076,06/09/2011,07/01/2011,2011,Residential House/yard,20855
23225,04/19/2010,09/03/2010,2010,Industrial/commercial   Electrical Amp Equip,20814
5932,06/10/1996,07/05/1996,1996,Residential House/yard,
16418,06/17/2005,06/28/2005,2005,Industrial/commercial  construction/repair/demolit,20871
2013318,03/22/2013,04/25/2013,2013,Residential   Construction/repair/demolition,20815
20151760,06/10/2015,07/10/2017,2015,Industrial/commercial   Equipment Noise,20814
20192009,06/25/2019,08/13/2019,2019,Residential   El  Amplification Equip,20871
1992930226,08/14/1992,08/14/1992,1992,Noise Industrial/commercial   Leaf Blower Noise,
19254,07/03/2007,07/16/2007,2007,Residential   El  Amplification Equip,20876
20201520,04/06/2020,,2020,Industrial/commercial   Refuse Noise Collection,20832
17296,02/17/2006,05/22/2006,2006,Residential   Mechanical,20866
4205,03/23/1995,04/13/1995,1995,Residential House/yard,
19432,08/24/2007,10/31/2007,2007,Residential   Mechanical,20852
1740,02/14/2001,06/01/2001,2001,Industrial/commercial   Equipment Noise,88191
20201160,02/03/2020,03/12/2020,2020,Industrial/commercial   Electrical Amp Equip,20871
18993,05/09/2007,06/19/2007,2007,Industrial/commercial   heat Pump/ac Noise,20852
10303,08/10/1998,08/24/1998,1998,Industrial/commercial   Equipment Noise,20852
20141151,08/25/2014,09/30/2014,2014,Residential Muti Tenant Dwelling,20910
1989900410,10/30/1989,11/30/1989,1989,Residential Muti Tenant Dwelling,
6213,08/12/1996,11/18/1996,1996,Industrial/commercial  construction/repair/demolit,
2013397,04/16/2013,05/01/2013,2013,Residential   El  Amplification Equip,20882
2033,05/09/2001,03/21/2002,2001,Industrial/commercial   Equipment Noise,20895
20161554,05/31/2016,11/03/2016,2016,Residential   El  Amplification Equip,20904
10488,09/30/1998,11/03/1998,1998,Industrial/commercial  construction/repair/demolit,20876
19242,06/29/2007,04/04/2008,2007,Industrial/commercial  construction/repair/demolit,20815
6472,10/29/1996,01/20/1997,1996,Industrial/commercial  construction/repair/demolit,
1990901098,05/25/1990,06/06/1990,1990,Noise Industrial/commercial   Leaf Blower Noise,
52,01/24/2000,06/30/2000,2000,Industrial/commercial  construction/repair/demolit,20910
12186,01/06/2003,01/14/2003,2003,Industrial/commercial  construction/repair/demolit,20814
23721,08/17/2010,09/21/2010,2010,Industrial/commercial   Equipment Noise,20818
20622,07/21/2008,07/28/2008,2008,Industrial/commercial   Equipment Noise,
26004,02/06/2012,02/13/2012,2012,Industrial/commercial   Electrical Amp Equip,20910
2059,05/21/2001,06/28/2001,2001,Industrial/commercial   Equipment Noise,20910
1991920056,07/08/1991,07/24/1991,1991,Residential Muti Tenant Dwelling,
20151256,03/26/2015,04/22/2015,2015,Industrial/commercial  construction/repair/demolit,20871
1991920351,09/12/1991,11/06/1991,1991,Noise Industrial/commercial   Leaf Blower Noise,
4306,04/18/1995,06/05/1995,1995,Industrial/commercial   Equipment Noise,
20182088,07/30/2018,08/13/2019,2018,Industrial/commercial   Refuse Noise Collection,20816
2013953,07/22/2013,08/09/2013,2013,Waiver Request,20910
20335,05/08/2008,09/23/2008,2008,Industrial/commercial   Equipment Noise,20895
16363,06/03/2005,04/03/2006,2005,Industrial/commercial   Equipment Noise,20850
20131167,09/17/2013,12/09/2013,2013,Waiver Request,20852
20161027,01/08/2016,03/29/2016,2016,Residential   Construction/repair/demolition,20817
20182213,08/29/2018,08/29/2018,2018,Industrial/commercial  construction/repair/demolit,20814
21762,05/20/2009,05/26/2009,2009,Residential   Motor Vehicle Noise,20904
20171117,02/06/2017,05/05/2017,2017,Industrial/commercial   Equipment Noise,20815
20191147,02/12/2019,07/02/2019,2019,Residential Muti Tenant Dwelling,20906
17225,01/26/2006,02/07/2006,2006,Industrial/commercial  construction/repair/demolit,20866
22111,07/30/2009,08/19/2009,2009,Residential House/yard,20877
20182430,10/23/2018,12/14/2018,2018,Industrial/commercial  construction/repair/demolit,20814
20502,06/19/2008,08/07/2008,2008,Residential   Mechanical,20861
14661,05/14/2004,05/14/2004,2004,Residential   El  Amplification Equip,20879
25276,07/28/2011,08/10/2011,2011,Residential   Construction/repair/demolition,20906
27395,12/11/2012,02/22/2013,2012,Waiver Request,20852
20171950,07/05/2017,07/24/2017,2017,Industrial/commercial  construction/repair/demolit,20852
14698,05/24/2004,08/13/2004,2004,Residential   Mechanical,20816
1991920072,07/18/1991,08/09/1991,1991,Noise Industrial/commercial   Leaf Blower Noise,
10091,06/24/1998,07/14/1998,1998,Industrial/commercial   Equipment Noise,20851
2013222,02/25/2013,03/28/2013,2013,Residential Muti Tenant Dwelling,20814
26392,05/11/2012,06/13/2012,2012,Residential   Motor Vehicle Noise,20872
4947,09/20/1995,02/05/1996,1995,Residential House/yard,
5274,01/02/1996,01/31/1996,1996,Residential   El  Amplification Equip,20910
8599,04/05/1999,04/06/2000,1999,Industrial/commercial   Equipment Noise,20815
23144,04/05/2010,04/26/2010,2010,Residential   El  Amplification Equip,20815
23725,08/17/2010,02/02/2011,2010,Industrial/commercial   Electrical Amp Equip,20854
8797,07/02/1999,07/16/1999,1999,Industrial/commercial   Equipment Noise,20817
6080,07/23/1996,08/12/1996,1996,Industrial/commercial  construction/repair/demolit,
9545,02/19/1998,06/17/1998,1998,Industrial/commercial  construction/repair/demolit,20878
20201449,03/30/2020,04/27/2020,2020,Industrial/commercial   Equipment Noise,20814
20151393,04/03/2015,12/14/2015,2015,Industrial/commercial  construction/repair/demolit,20815
4487,05/25/1995,06/16/1995,1995,Industrial/commercial   Equipment Noise,20866
2013516,05/13/2013,06/11/2013,2013,Residential   Mechanical,20855
9344,12/23/1999,01/20/2000,1999,Industrial/commercial   Equipment Noise,20816
6159,07/31/1996,08/13/1996,1996,Residential   El  Amplification Equip,
21448,03/16/2009,09/09/2009,2009,Residential   Construction/repair/demolition,20853
25079,06/09/2011,07/11/2011,2011,Residential   Mechanical,20904
2048,05/15/2001,07/17/2001,2001,Industrial/commercial  construction/repair/demolit,20832
2014831,06/04/2014,08/27/2014,2014,Industrial/commercial   Equipment Noise,20854
20151451,04/14/2015,07/01/2015,2015,Industrial/commercial  construction/repair/demolit,20879
6205,07/15/1996,11/18/1996,1996,Industrial/commercial   Equipment Noise,
4915,09/12/1995,10/30/1995,1995,Industrial/commercial  construction/repair/demolit,20876
16860,10/21/2005,10/24/2005,2005,Industrial/commercial   Equipment Noise,20814
7746,08/22/1997,11/25/1997,1997,Residential House/yard,20814
8281,04/09/1999,05/18/1999,1999,Residential House/yard,20902
8614,03/03/1999,07/16/1999,1999,Residential House/yard,20910
1989900507,12/14/1989,12/28/1989,1989,Noise Industrial/commercial   Leaf Blower Noise,
20151151,03/02/2015,03/30/2015,2015,Residential Muti Tenant Dwelling,20874
9139,10/15/1999,12/07/1999,1999,Residential   El  Amplification Equip,20879
6735,01/22/1997,06/09/1997,1997,Industrial/commercial   Refuse Noise Collection,
20201281,03/03/2020,03/30/2020,2020,Residential Muti Tenant Dwelling,20910
2014989,07/14/2014,07/24/2014,2014,Industrial/commercial   Equipment Noise,20816
20161811,06/17/2016,07/11/2016,2016,Residential   El  Amplification Equip,20855
9268,11/26/1999,12/10/1999,1999,Residential   El  Amplification Equip,
1990900960,04/26/1990,06/11/1990,1990,Noise Industrial/commercial   Leaf Blower Noise,
2014602,04/29/2014,05/27/2014,2014,Residential   El  Amplification Equip,20850
17769,06/12/2006,08/04/2006,2006,Industrial/commercial   Electrical Amp Equip,20814
9877,05/04/1998,05/27/1998,1998,Industrial/commercial   Equipment Noise,20814
20161497,05/18/2016,06/06/2016,2016,Industrial/commercial  construction/repair/demolit,20815
4518,06/06/1995,06/21/1995,1995,Residential   El  Amplification Equip,
20192158,07/25/2019,11/21/2019,2019,Waiver Request,20814
27135,10/11/2012,10/24/2012,2012,Industrial/commercial   Equipment Noise,20816
20615,07/16/2008,08/07/2008,2008,Industrial/commercial  construction/repair/demolit,20817
20131462,12/03/2013,12/19/2013,2013,Residential   El  Amplification Equip,20851
15201,08/30/2004,11/26/2004,2004,Residential   Construction/repair/demolition,20886
20192111,07/15/2019,07/15/2019,2019,Residential Muti Tenant Dwelling,20879
4920,09/19/1995,10/31/1995,1995,Industrial/commercial   Equipment Noise,20876
7173,08/28/1997,09/16/1997,1997,Industrial/commercial   Equipment Noise,20852
23762,08/26/2010,09/14/2010,2010,Residential   Construction/repair/demolition,20816
20151099,02/09/2015,03/03/2015,2015,Industrial/commercial   Equipment Noise,20814
20172107,08/11/2017,01/11/2018,2017,Industrial/commercial  construction/repair/demolit,20852
17618,05/03/2006,06/12/2006,2006,Industrial/commercial   Electrical Amp Equip,20878
1992921236,04/24/1992,04/24/1992,1992,Noise Industrial/commercial   Leaf Blower Noise,
17822,06/22/2006,07/20/2006,2006,Industrial/commercial   Equipment Noise,20814
20181233,03/02/2018,09/04/2018,2018,Waiver Request,20814
20181108,02/05/2018,02/08/2018,2018,Residential   Motor Vehicle Noise,20876
14717,05/25/2004,12/27/2004,2004,Residential   Construction/repair/demolition,20817
16561,07/18/2005,08/10/2005,2005,Residential   Mechanical,20895
1992930073,07/14/1992,07/14/1992,1992,Noise Industrial/commercial   Leaf Blower Noise,20906
23086,03/24/2010,03/30/2010,2010,Residential   El  Amplification Equip,20906
16984,11/30/2005,11/30/2005,2005,Information Request,
20131016,08/06/2013,08/29/2013,2013,Industrial/commercial  construction/repair/demolit,20910
1992930085,07/16/1992,08/17/1992,1992,Industrial/commercial   Refuse Noise Collection,20895
20201603,04/17/2020,,2020,Industrial/commercial   Equipment Noise,20842
1989900164,08/15/1989,08/28/1989,1989,Noise Industrial/commercial   Leaf Blower Noise,
7509,07/01/1997,07/10/1997,1997,Residential House/yard,20902
10284,09/14/1998,11/20/1998,1998,Industrial/commercial  construction/repair/demolit,20832
1691,05/04/2001,05/10/2001,2001,Industrial/commercial  construction/repair/demolit,20906
20171250,03/06/2017,06/20/2017,2017,Industrial/commercial   Equipment Noise,20854
16780,09/28/2005,10/12/2005,2005,Industrial/commercial  construction/repair/demolit,20871
2014984,07/14/2014,08/11/2014,2014,Residential   El  Amplification Equip,20877
20131062,08/22/2013,09/04/2013,2013,Residential   El  Amplification Equip,20876
19681,11/01/2007,11/14/2007,2007,Residential   El  Amplification Equip,20850
20171456,04/19/2017,05/23/2017,2017,Residential   Construction/repair/demolition,20874
1992921042,03/04/1992,03/20/1992,1992,Noise Industrial/commercial   Leaf Blower Noise,
20629,07/21/2008,08/14/2008,2008,Residential   El  Amplification Equip,20906
20182583,12/06/2018,01/18/2019,2018,Residential Muti Tenant Dwelling,20906
23088,03/25/2010,07/07/2010,2010,Industrial/commercial   Equipment Noise,20878
20162001,07/27/2016,08/04/2016,2016,Residential   Construction/repair/demolition,20815
2014530,04/16/2014,05/01/2014,2014,Residential   Mechanical,20853
5914,06/06/1996,07/31/1996,1996,Industrial/commercial   Electrical Amp Equip,
24720,04/28/2011,10/04/2011,2011,Residential   Construction/repair/demolition,20814
20201353,03/17/2020,,2020,Noise Industrial/commercial   Leaf Blower Noise,20816
6063,07/11/1996,11/18/1996,1996,Residential   Motor Vehicle Noise,
20161521,05/24/2016,06/20/2016,2016,Industrial/commercial  construction/repair/demolit,20895
19411,08/20/2007,12/12/2008,2007,Industrial/commercial   heat Pump/ac Noise,
24597,03/31/2011,05/09/2011,2011,Residential   Construction/repair/demolition,20814
2014333,03/11/2014,05/07/2014,2014,Residential   Construction/repair/demolition,20910
6763,01/24/1997,02/14/1997,1997,Industrial/commercial   Refuse Noise Collection,20906
14733,05/28/2004,07/16/2004,2004,Industrial/commercial  construction/repair/demolit,20817
26185,03/26/2012,07/13/2012,2012,Industrial/commercial   Equipment Noise,20877
20192668,11/08/2019,04/30/2020,2019,Waiver Request,20852
7334,05/28/1997,06/16/1997,1997,Industrial/commercial   Equipment Noise,20850
20175,04/07/2008,07/15/2009,2008,Industrial/commercial   Equipment Noise,20901
18257,10/12/2006,10/12/2006,2006,Industrial/commercial  construction/repair/demolit,
25999,02/06/2012,04/16/2012,2012,Industrial/commercial   Equipment Noise,20817
8995,09/03/1999,10/20/1999,1999,Residential House/yard,20912
10467,11/03/1998,11/16/1998,1998,Industrial/commercial  construction/repair/demolit,20903
20151039,01/20/2015,02/04/2015,2015,Residential Muti Tenant Dwelling,20850
22516,10/12/2009,11/02/2009,2009,Residential   Construction/repair/demolition,20815
20172536,11/28/2017,02/12/2018,2017,Industrial/commercial   Equipment Noise,20815
20171865,06/21/2017,10/26/2017,2017,Industrial/commercial   Equipment Noise,20816
15443,10/20/2004,02/01/2005,2004,Residential   Construction/repair/demolition,
20141598,12/16/2014,01/21/2015,2014,Industrial/commercial  construction/repair/demolit,20814
20151006,01/05/2015,07/20/2015,2015,Residential Muti Tenant Dwelling,20850
16079,03/29/2005,07/21/2005,2005,Industrial/commercial   Equipment Noise,20816
14716,05/25/2004,08/11/2004,2004,Residential   Construction/repair/demolition,20852
20301,05/05/2008,07/29/2008,2008,Residential   El  Amplification Equip,20886
20171512,05/03/2017,10/12/2017,2017,Industrial/commercial   Equipment Noise,20814
25204,07/06/2011,08/08/2011,2011,Industrial/commercial   Electrical Amp Equip,20850
20152042,08/07/2015,08/19/2015,2015,Residential   El  Amplification Equip,20906
2014946,07/02/2014,08/13/2014,2014,Residential House/yard,20886
20151930,07/15/2015,08/18/2015,2015,Residential Muti Tenant Dwelling,20851
6785,01/31/1997,03/07/1997,1997,Residential House/yard,20902
20141275,09/29/2014,01/07/2015,2014,Waiver Request,20874
20151021,01/12/2015,04/08/2015,2015,Residential Muti Tenant Dwelling,20886
15168,08/23/2004,12/27/2004,2004,Residential   Construction/repair/demolition,20854
20161882,07/05/2016,07/25/2016,2016,Residential   Construction/repair/demolition,20850
20141626,12/23/2014,01/15/2015,2014,Residential   Construction/repair/demolition,20841
23115,03/31/2010,05/17/2010,2010,Residential   Motor Vehicle Noise,20905
20152162,09/02/2015,09/22/2015,2015,Waiver Request,20910
8275,04/08/1999,12/10/1999,1999,Industrial/commercial  construction/repair/demolit,20910
551,06/05/2000,09/01/2000,2000,Industrial/commercial   Equipment Noise,20817
7531,07/10/1997,09/11/1997,1997,Residential House/yard,20854
21446,03/16/2009,06/01/2009,2009,Industrial/commercial  construction/repair/demolit,20814
20191926,06/07/2019,09/18/2019,2019,Waiver Request,20817
20546,07/01/2008,10/01/2008,2008,Residential   Mechanical,20878
19228,06/25/2007,07/30/2007,2007,Industrial/commercial   Electrical Amp Equip,20814
1990900807,03/16/1990,04/04/1990,1990,Noise Industrial/commercial   Leaf Blower Noise,
20171146,02/09/2017,03/01/2017,2017,Residential   El  Amplification Equip,20886
98,05/25/2000,06/13/2000,2000,Industrial/commercial  construction/repair/demolit,20874
320,04/03/2000,04/10/2000,2000,Residential   Motor Vehicle Noise,20902
20141140,08/20/2014,12/18/2014,2014,Waiver Request,20852
14087,01/27/2004,02/04/2004,2004,Residential   Motor Vehicle Noise,20879
23333,05/11/2010,06/11/2010,2010,Residential House/yard,
26068,02/29/2012,05/21/2012,2012,Residential   El  Amplification Equip,20886
6075,07/22/1996,07/29/1996,1996,Industrial/commercial   Equipment Noise,
16471,06/28/2005,08/08/2005,2005,Industrial/commercial  construction/repair/demolit,20815
19002,05/10/2007,01/08/2013,2007,Industrial/commercial  construction/repair/demolit,20871
20162575,12/08/2016,07/06/2017,2016,Residential   El  Amplification Equip,20910
20192638,11/05/2019,12/10/2019,2019,Residential   El  Amplification Equip,20904
27247,11/06/2012,11/14/2012,2012,Industrial/commercial   Equipment Noise,20906
21548,04/06/2009,04/27/2009,2009,Residential   Construction/repair/demolition,20814
7238,04/11/1997,04/14/1997,1997,Industrial/commercial  construction/repair/demolit,
1991920615,11/12/1991,12/02/1991,1991,Noise Industrial/commercial   Leaf Blower Noise,
25560,10/12/2011,11/28/2011,2011,Residential Muti Tenant Dwelling,20895
8378,03/17/1999,06/25/1999,1999,Industrial/commercial  construction/repair/demolit,20832
19430,08/24/2007,09/04/2007,2007,Residential   Construction/repair/demolition,20874
4814,08/08/1995,09/11/1995,1995,Residential House/yard,
5781,05/06/1996,06/27/1996,1996,Industrial/commercial   Electrical Amp Equip,
18366,11/08/2006,09/15/2008,2006,Residential   El  Amplification Equip,20854
2013324,03/25/2013,08/25/2014,2013,Residential   El  Amplification Equip,20886
1991911539,06/25/1991,07/03/1991,1991,Noise Industrial/commercial   Leaf Blower Noise,
21547,04/06/2009,04/27/2009,2009,Industrial/commercial  construction/repair/demolit,20815
1989900295,09/15/1989,09/11/1989,1989,Noise Industrial/commercial   Leaf Blower Noise,
1992930021,07/02/1992,08/17/1992,1992,Noise Industrial/commercial   Leaf Blower Noise,
2013868,07/01/2013,05/06/2014,2013,Residential   El  Amplification Equip,20903
20172528,11/27/2017,12/08/2017,2017,Residential   Construction/repair/demolition,20854
27366,12/03/2012,06/07/2013,2012,Industrial/commercial   Equipment Noise,20850
7500,07/01/1997,07/09/1997,1997,Residential House/yard,20879
20209,04/14/2008,04/28/2008,2008,Industrial/commercial  construction/repair/demolit,20815
19177,06/12/2007,07/10/2007,2007,Industrial/commercial   Electrical Amp Equip,20815
18190,09/27/2006,01/22/2007,2006,Industrial/commercial  construction/repair/demolit,20904
1991920179,08/06/1991,09/04/1991,1991,Noise Industrial/commercial   Leaf Blower Noise,
16452,06/22/2005,07/19/2005,2005,Industrial/commercial  construction/repair/demolit,20814
14778,06/10/2004,01/05/2005,2004,Residential   Mechanical,20817
16114,04/04/2005,05/25/2006,2005,Residential   El  Amplification Equip,20906
20192437,09/25/2019,10/30/2019,2019,Industrial/commercial   Refuse Noise Collection,20882
20181023,01/08/2018,02/16/2018,2018,Residential   El  Amplification Equip,20895
4582,06/19/1995,08/04/1995,1995,Residential   Motor Vehicle Noise,20906
2014773,05/21/2014,07/22/2014,2014,Industrial/commercial   Equipment Noise,20910
20182675,12/27/2018,01/16/2019,2018,Residential Muti Tenant Dwelling,20874
786,09/12/2000,11/15/2000,2000,Industrial/commercial  construction/repair/demolit,20852
20192490,10/02/2019,,2019,Industrial/commercial   Refuse Noise Collection,20910
20131448,12/02/2013,12/24/2013,2013,Industrial/commercial   Equipment Noise,20852
20191718,05/06/2019,05/23/2019,2019,Industrial/commercial   Electrical Amp Equip,20852
20182500,11/13/2018,11/26/2018,2018,Industrial/commercial   Equipment Noise,20852
20201042,01/10/2020,05/06/2020,2020,Industrial/commercial   Equipment Noise,
20192456,09/27/2019,10/16/2019,2019,Residential Muti Tenant Dwelling,20904
2013503,05/08/2013,06/04/2013,2013,Industrial/commercial   Electrical Amp Equip,20871
26710,07/27/2012,08/14/2012,2012,Residential   Construction/repair/demolition,20910
25746,12/01/2011,05/15/2012,2011,Residential   El  Amplification Equip,20895
10236,07/27/1998,08/04/1998,1998,Industrial/commercial  construction/repair/demolit,20876
18034,08/08/2006,09/05/2006,2006,Residential   Construction/repair/demolition,20903
20161960,07/26/2016,02/09/2017,2016,Residential Muti Tenant Dwelling,20910
1991911282,05/09/1991,06/11/1991,1991,Noise Industrial/commercial   Leaf Blower Noise,
20182123,08/09/2018,02/04/2019,2018,Waiver Request,20852
26654,07/16/2012,03/08/2013,2012,Residential   Motor Vehicle Noise,20837
20171365,04/03/2017,04/25/2017,2017,Industrial/commercial  construction/repair/demolit,20814
20181010,01/02/2018,01/08/2018,2018,Industrial/commercial  construction/repair/demolit,20851
20201710,05/04/2020,05/07/2020,2020,Residential House/yard,20905
13745,11/06/2003,04/08/2004,2003,Residential   Motor Vehicle Noise,20853
2014654,05/12/2014,10/23/2014,2014,Residential   Construction/repair/demolition,20817
20131224,10/07/2013,11/07/2013,2013,Residential   El  Amplification Equip,20850
21732,05/13/2009,05/15/2009,2009,Industrial/commercial  construction/repair/demolit,20816
20151544,04/29/2015,06/06/2016,2015,Industrial/commercial   Electrical Amp Equip,20817
20162312,10/05/2016,05/16/2017,2016,Residential   Mechanical,20833
20181718,05/04/2018,10/26/2018,2018,Industrial/commercial   heat Pump/ac Noise,20852
16155,04/12/2005,09/01/2005,2005,Residential   El  Amplification Equip,20906
20182551,11/26/2018,01/10/2019,2018,Residential   Construction/repair/demolition,20850
8959,08/24/1999,08/03/2000,1999,Industrial/commercial   Equipment Noise,20832
22942,02/16/2010,08/04/2010,2010,Industrial/commercial   Equipment Noise,20852
6432,10/15/1996,11/26/1996,1996,Industrial/commercial   Equipment Noise,
2277,11/02/2001,11/09/2001,2001,Industrial/commercial  construction/repair/demolit,20910
2013602,06/05/2013,06/20/2013,2013,Industrial/commercial  construction/repair/demolit,20853
20437,06/02/2008,07/10/2008,2008,Industrial/commercial   Equipment Noise,20906
20152338,10/20/2015,02/02/2016,2015,Waiver Request,20879
20182488,11/06/2018,11/13/2018,2018,Residential   Mechanical,20815
20181394,03/28/2018,04/11/2018,2018,Industrial/commercial  construction/repair/demolit,20895
20181904,06/13/2018,07/11/2018,2018,Noise Industrial/commercial   Leaf Blower Noise,20902
20201430,03/26/2020,04/02/2020,2020,Residential   Mechanical,20910
2013487,05/06/2013,08/26/2013,2013,Waiver Request,20852
20161134,02/16/2016,04/27/2016,2016,Residential   Mechanical,20816
5661,04/12/1996,05/13/1996,1996,Industrial/commercial  construction/repair/demolit,
2014577,04/25/2014,10/08/2014,2014,Industrial/commercial  construction/repair/demolit,20852
20182433,10/23/2018,11/06/2018,2018,Residential   El  Amplification Equip,20817
13173,07/21/2003,07/21/2003,2003,Industrial/commercial   Refuse Noise Collection,20817
20131236,10/09/2013,10/29/2013,2013,Residential   El  Amplification Equip,20886
16026,03/15/2005,03/15/2005,2005,Industrial/commercial   Refuse Noise Collection,
470,05/16/2000,08/04/2000,2000,Industrial/commercial   Equipment Noise,20878
26483,06/05/2012,06/18/2012,2012,Industrial/commercial   Equipment Noise,20853
9959,08/05/1998,08/04/1998,1998,Industrial/commercial  construction/repair/demolit,20878
20162204,09/08/2016,10/24/2016,2016,Industrial/commercial   Equipment Noise,20895
20182584,12/06/2018,02/05/2019,2018,Industrial/commercial   Equipment Noise,20854
6815,02/06/1997,03/03/1997,1997,Industrial/commercial   Equipment Noise,
20171056,01/18/2017,01/24/2017,2017,Industrial/commercial   Equipment Noise,20871
6584,11/29/1996,01/13/1997,1996,Residential House/yard,
23661,08/04/2010,08/23/2010,2010,Residential   Motor Vehicle Noise,20832
23669,08/05/2010,09/27/2010,2010,Residential   Mechanical,20874
21717,05/12/2009,06/02/2009,2009,Residential   El  Amplification Equip,20850
20172352,10/12/2017,02/09/2018,2017,Residential Muti Tenant Dwelling,20872
20181091,01/29/2018,02/28/2018,2018,Residential   El  Amplification Equip,20878
26920,08/23/2012,01/17/2013,2012,Waiver Request,20850
20161402,04/26/2016,05/09/2016,2016,Industrial/commercial   Equipment Noise,20871
