Salmon Recovery Region,Federal Status,Stock Numbers,Waterbody Name,Species,Run Type,Migration Year,Occupied River Miles,Abundance,Density,Comments,Local Biologist Name,Last Update
Lower Columbia River,Threatened,1525,Mill Creek,Chinook,Fall,2014,12.20,89005,7295,,Trevor Johnson,03/03/2016 10:25:14 AM
Lower Columbia River,Threatened,1525,Mill Creek,Chinook,Fall,2015,12.20,132524,10863,,Trevor Johnson,03/04/2016 11:00:10 AM
Lower Columbia River,Threatened,1525,Mill Creek,Chinook,Fall,2016,,101662,,,Trevor Johnson,12/13/2016 03:09:40 PM
Lower Columbia River,Threatened,1525,Mill Creek,Chinook,Fall,2017,,236730,,,"James Lamperth, Jr",10/05/2018 11:25:10 AM
Lower Columbia River,Threatened,1525,Mill Creek,Chinook,Fall,2018,,10523,,,"James Lamperth, Jr",03/01/2019 11:11:48 AM
Lower Columbia River,Threatened,1525,Mill Creek,Chinook,Fall,2019,,611,,,"James Lamperth, Jr",11/20/2019 08:58:06 AM
Lower Columbia River,Threatened,1553,Cowlitz River,Chinook,Spring,1996,115.30,23446,203,,John Serl,07/24/2015 01:59:05 PM
Lower Columbia River,Threatened,1553,Cowlitz River,Chinook,Spring,1997,115.30,134206,1164,,John Serl,07/24/2015 01:59:05 PM
Lower Columbia River,Threatened,1553,Cowlitz River,Chinook,Spring,1998,115.30,51913,450,,John Serl,07/24/2015 01:59:05 PM
Lower Columbia River,Threatened,1553,Cowlitz River,Chinook,Spring,1999,115.30,36717,318,,John Serl,07/24/2015 01:59:05 PM
Lower Columbia River,Threatened,1553,Cowlitz River,Chinook,Spring,2000,115.30,136920,1188,,John Serl,07/24/2015 01:59:05 PM
Lower Columbia River,Threatened,1553,Cowlitz River,Chinook,Spring,2001,115.30,156545,1358,,John Serl,07/24/2015 01:59:05 PM
Lower Columbia River,Threatened,1553,Cowlitz River,Chinook,Spring,2002,115.30,119673,1038,,John Serl,07/24/2015 01:59:05 PM
Lower Columbia River,Threatened,1553,Cowlitz River,Chinook,Spring,2003,115.30,254368,2206,,John Serl,07/24/2015 01:59:05 PM
Lower Columbia River,Threatened,1553,Cowlitz River,Chinook,Spring,2004,115.30,225164,1953,,John Serl,07/24/2015 01:59:05 PM
Lower Columbia River,Threatened,1553,Cowlitz River,Chinook,Spring,2005,115.30,123292,1069,,John Serl,07/24/2015 01:59:05 PM
Lower Columbia River,Threatened,1553,Cowlitz River,Chinook,Spring,2006,115.30,135498,1175,,John Serl,07/24/2015 01:59:05 PM
Lower Columbia River,Threatened,1553,Cowlitz River,Chinook,Spring,2007,115.30,98274,852,,John Serl,07/24/2015 01:59:05 PM
Lower Columbia River,Threatened,1553,Cowlitz River,Chinook,Spring,2008,115.30,57493,499,,John Serl,07/24/2015 01:59:05 PM
Lower Columbia River,Threatened,1553,Cowlitz River,Chinook,Spring,2009,115.30,99326,861,,John Serl,07/24/2015 01:59:05 PM
Lower Columbia River,Threatened,1553,Cowlitz River,Chinook,Spring,2010,115.30,60413,524,"Chinook in 2010-13 were a mix of spring and fall Chinook subyearlings, Abundance number adjusted by ratio of spring:fall CH females released into the UCR.",John Serl,07/24/2015 01:59:05 PM
Lower Columbia River,Threatened,1553,Cowlitz River,Chinook,Spring,2011,115.30,2695,23,"Chinook in 2010-13 were a mix of spring and fall Chinook subyearlings, Abundance number adjusted by ratio of spring:fall CH females released into the UCR.",John Serl,07/24/2015 01:59:05 PM
Lower Columbia River,Threatened,1553,Cowlitz River,Chinook,Spring,2012,115.30,73082,634,"Chinook in 2010-13 were a mix of spring and fall Chinook subyearlings, Abundance number adjusted by ratio of spring:fall CH females released into the UCR.",John Serl,07/24/2015 01:59:05 PM
Lower Columbia River,Threatened,1553,Cowlitz River,Chinook,Spring,2013,115.30,144458,1253,"Chinook in 2010-13 were a mix of spring and fall Chinook subyearlings, Abundance number adjusted by ratio of spring:fall CH females released into the UCR.",John Serl,07/24/2015 01:59:05 PM
Lower Columbia River,Threatened,1560,Coweeman River,Chinook,Fall,2005,28.50,52126,1829,,"James Lamperth, Jr",10/05/2016 09:51:03 AM
Lower Columbia River,Threatened,1560,Coweeman River,Chinook,Fall,2006,28.50,71779,2519,Biased low. Migrants were still leaving the basin when the trap was pulled.,"James Lamperth, Jr",10/06/2016 10:48:30 AM
Lower Columbia River,Threatened,1560,Coweeman River,Chinook,Fall,2007,28.50,194366,6820,Previous numbers were incorrect - updated by MSZ 8/2014,"James Lamperth, Jr",10/06/2016 10:51:37 AM
Lower Columbia River,Threatened,1560,Coweeman River,Chinook,Fall,2008,28.50,102910,3611,Previous numbers were incorrect - updated by MSZ 8/2014,"James Lamperth, Jr",10/06/2016 10:54:03 AM
Lower Columbia River,Threatened,1560,Coweeman River,Chinook,Fall,2009,28.50,,,Did not operate trap due to funding and staffing,"James Lamperth, Jr",03/03/2016 08:24:15 AM
Lower Columbia River,Threatened,1560,Coweeman River,Chinook,Fall,2010,28.50,450405,15804,Previous numbers were incorrect - updated by MSZ 8/2014,"James Lamperth, Jr",10/06/2016 11:24:36 AM
Lower Columbia River,Threatened,1560,Coweeman River,Chinook,Fall,2011,28.50,308944,10840,Previous numbers were incorrect - updated by MSZ 8/2014,"James Lamperth, Jr",10/06/2016 11:25:29 AM
Lower Columbia River,Threatened,1560,Coweeman River,Chinook,Fall,2012,28.50,245008,8597,,"James Lamperth, Jr",10/05/2016 09:44:56 AM
Lower Columbia River,Threatened,1560,Coweeman River,Chinook,Fall,2013,28.50,138272,4852,,"James Lamperth, Jr",10/05/2016 09:45:12 AM
Lower Columbia River,Threatened,1560,Coweeman River,Chinook,Fall,2014,28.50,2197157,77093,,"James Lamperth, Jr",10/05/2016 09:46:34 AM
Lower Columbia River,Threatened,1560,Coweeman River,Chinook,Fall,2015,,41998,,,,10/05/2016 09:46:55 AM
Lower Columbia River,Threatened,1560,Coweeman River,Chinook,Fall,2016,,45023,,"Parr, Transitional and Smolt life stages combined.","James Lamperth, Jr",12/20/2016 12:59:26 PM
Lower Columbia River,Threatened,1560,Coweeman River,Chinook,Fall,2017,,308421,,,"James Lamperth, Jr",05/15/2019 11:17:41 AM
Lower Columbia River,Threatened,1560,Coweeman River,Chinook,Fall,2018,,233977,,"Website won't accept strata Coefficient of Variation values over 1, so those omitted.",Jeremy Wilson,11/21/2018 12:06:40 PM
Lower Columbia River,Threatened,2765,Duncan Creek Spawning Channel,Chum,Fall,2002,0.14,,,"Table 54, Page 78 http://wdfw.wa.gov/publications/01912/  Removed old total Qty of 8483 per the above publication",Todd Hillson,08/24/2017 10:52:26 AM
Lower Columbia River,Threatened,2765,Duncan Creek Spawning Channel,Chum,Fall,2003,0.14,25478,181986,"Table 54, Page 78 http://wdfw.wa.gov/publications/01912/",Todd Hillson,08/24/2017 10:50:13 AM
Lower Columbia River,Threatened,2765,Duncan Creek Spawning Channel,Chum,Fall,2004,0.14,45450,324643,"Table 54, Page 78 http://wdfw.wa.gov/publications/01912/",Todd Hillson,08/24/2017 10:35:53 AM
Lower Columbia River,Threatened,2765,Duncan Creek Spawning Channel,Chum,Fall,2005,0.14,27814,198671,"Table 54, Page 78 http://wdfw.wa.gov/publications/01912/",Todd Hillson,08/24/2017 10:35:13 AM
Lower Columbia River,Threatened,2765,Duncan Creek Spawning Channel,Chum,Fall,2006,0.14,31213,222950,"Table 54, Page 78 http://wdfw.wa.gov/publications/01912/",Todd Hillson,08/24/2017 10:34:04 AM
Lower Columbia River,Threatened,2765,Duncan Creek Spawning Channel,Chum,Fall,2007,0.14,29707,212193,"Table 54, Page 78 http://wdfw.wa.gov/publications/01912/",Todd Hillson,08/24/2017 10:33:26 AM
Lower Columbia River,Threatened,2765,Duncan Creek Spawning Channel,Chum,Fall,2008,0.14,25659,183279,"Table 54, Page 78 http://wdfw.wa.gov/publications/01912/",Todd Hillson,08/24/2017 10:32:51 AM
Lower Columbia River,Threatened,2765,Duncan Creek Spawning Channel,Chum,Fall,2009,0.14,27569,196921,"Table 54, Page 78 http://wdfw.wa.gov/publications/01912/",Todd Hillson,08/24/2017 10:32:15 AM
Lower Columbia River,Threatened,2765,Duncan Creek Spawning Channel,Chum,Fall,2010,0.14,32161,229721,"Table 54, Page 78 http://wdfw.wa.gov/publications/01912/",Todd Hillson,08/24/2017 10:31:30 AM
Lower Columbia River,Threatened,2765,Duncan Creek Spawning Channel,Chum,Fall,2011,0.14,29657,211836,"Table 54, Page 78 http://wdfw.wa.gov/publications/01912/",Todd Hillson,08/24/2017 10:30:39 AM
Lower Columbia River,Threatened,2765,Duncan Creek Spawning Channel,Chum,Fall,2012,0.14,61519,439421,"Table 54, Page 78 http://wdfw.wa.gov/publications/01912/",Todd Hillson,08/24/2017 10:29:30 AM
Lower Columbia River,Threatened,2765,Duncan Creek Spawning Channel,Chum,Fall,2013,0.14,36160,258286,"Table 54, Page 78 http://wdfw.wa.gov/publications/01912/  ",Todd Hillson,08/24/2017 10:28:25 AM
Lower Columbia River,Threatened,2765,Duncan Creek Spawning Channel,Chum,Fall,2014,,34514,,"Table 54, Page 78 http://wdfw.wa.gov/publications/01912/",Todd Hillson,08/24/2017 10:22:34 AM
Lower Columbia River,Threatened,2765,Duncan Creek Spawning Channel,Chum,Fall,2015,,48213,,"Table 54, Page 78 http://wdfw.wa.gov/publications/01912/",Todd Hillson,08/24/2017 10:21:18 AM
Lower Columbia River,Threatened,2765,Duncan Creek Spawning Channel,Chum,Fall,2016,,65557,,,,08/24/2017 10:09:36 AM
Lower Columbia River,Threatened,2765,Duncan Creek Spawning Channel,Chum,Fall,2017,,,,Smolt trapping completed for this species/lifestage/ageclass in this year but population estimate may not be reliable�see report,Todd Hillson,02/23/2018 12:46:21 PM
Lower Columbia River,Threatened,2765,Duncan Creek Spawning Channel,Chum,Fall,2019,,56775,,The days/strata periods when there is no Variance count recorded (the upper and lower CI are the same) as the estimate were census count days- see the protocol ,Brad (Alan) Garner,12/04/2019 02:57:43 PM
Lower Columbia River,Threatened,2765,Hamilton Creek,Chum,Fall,2001,0.13,118016,907815,"USFWS analysis:  Hoffman, Thomas, ''Evaluate Factors Limiting Columbia River Gorge Chum Salmon Populations'', Project No. 2000-01200, 17 electronic pages, (BPA Report DOE/BP- 00004669-1)",Todd Hillson,07/24/2015 01:59:05 PM
Lower Columbia River,Threatened,2765,Hamilton Creek,Chum,Fall,2002,0.13,561462,4318938,"USFWS analysis:  Uusitalo, Nancy, ''Evaluate Factors Limiting Columbia River Gorge Chum Salmon Populations'', Project No. 2000-01200, 12 electronic pages, (BPA Report DOE/BP- 00004669-2)",Todd Hillson,07/24/2015 01:59:05 PM
Lower Columbia River,Threatened,2765,Hamilton Creek,Chum,Fall,2003,0.13,485813,3737023,"USFWS analysis:  Lohr, Samuel, Jennifer Poirer, Robert Horal, ""Evaluate Factors Limiting Columbia River Gorge Chum Salmon Populations"", 2002-2003 Annual Report, Project No. 200001200, 17 electronic pages, (BPA Report DOE/BP-00004669-3)",Todd Hillson,07/24/2015 01:59:05 PM
Lower Columbia River,Threatened,2765,Hamilton Creek,Chum,Fall,2004,0.13,396413,3049331,"USFWS analysis:  Lohr, Samuel, Jennifer Poirer, Robert Horal, ""Evaluate Factors Limiting Columbia River Gorge Chum Salmon Populations"", 2003-2004 Annual Report, Project No. 200001200, 31 electronic pages, (BPA Report DOE/BP-00019727-1)",Todd Hillson,07/24/2015 01:59:05 PM
Lower Columbia River,Threatened,2765,Hamilton Creek,Chum,Fall,2005,0.13,164092,1262246,"USFWS analysis:  Poirer, Jennifer, Samuel Lohr, Robert Horal, Scott Gainer, Ryan Sollee, ""Evaluate Factors Limiting Columbia River Gorge Chum Salmon Populations"", 2005-2006 Annual Report, Project No. 200001200, 33 electronic pages, (BPA Report DOE/BP-0001",Todd Hillson,07/24/2015 01:59:05 PM
Lower Columbia River,Threatened,2765,Hamilton Creek,Chum,Fall,2006,0.13,103979,799838,"USFWS analysis:  Jeffry Johnson, Poirer, Jennifer, Tim Whitesel ""Evaluate Factors Limiting Columbia River Gorge Chum Salmon Populations"", 2005-2006 Annual Report, Project No. 200001200 http://pisces.bpa.gov/release/documents/documentviewer.aspx?doc=P10524",Todd Hillson,07/24/2015 01:59:05 PM
Lower Columbia River,Threatened,2765,Hamilton Creek,Chum,Fall,2007,0.13,,,USFWS analysis: no report generated,Todd Hillson,07/24/2015 01:59:05 PM
Lower Columbia River,Threatened,2765,Hamilton Creek,Chum,Fall,2008,0.13,,,Not monitored,Todd Hillson,07/24/2015 01:59:05 PM
Lower Columbia River,Threatened,2765,Hamilton Creek,Chum,Fall,2009,0.13,,,Not monitored,Todd Hillson,07/24/2015 01:59:05 PM
Lower Columbia River,Threatened,2765,Hamilton Creek,Chum,Fall,2010,0.13,,,Not monitored,Todd Hillson,07/24/2015 01:59:05 PM
Lower Columbia River,Threatened,3031,Cedar Creek,Coho,NA,1998,32.60,38354,1177,,Josh Holowatz,07/24/2015 01:59:05 PM
Lower Columbia River,Threatened,3031,Cedar Creek,Coho,NA,1999,32.60,27987,858,,Josh Holowatz,07/24/2015 01:59:05 PM
Lower Columbia River,Threatened,3031,Cedar Creek,Coho,NA,2000,32.60,20282,622,,Josh Holowatz,07/24/2015 01:59:05 PM
Lower Columbia River,Threatened,3031,Cedar Creek,Coho,NA,2001,32.60,24138,740,,Josh Holowatz,07/24/2015 01:59:05 PM
Lower Columbia River,Threatened,3031,Cedar Creek,Coho,NA,2002,32.60,35001,1074,,Josh Holowatz,07/24/2015 01:59:05 PM
Lower Columbia River,Threatened,3031,Cedar Creek,Coho,NA,2003,32.60,33145,1017,,Josh Holowatz,07/24/2015 01:59:05 PM
Lower Columbia River,Threatened,3031,Cedar Creek,Coho,NA,2004,32.60,37947,1164,,Josh Holowatz,07/24/2015 01:59:05 PM
Lower Columbia River,Threatened,3031,Cedar Creek,Coho,NA,2005,32.60,59721,1832,,Josh Holowatz,07/24/2015 01:59:05 PM
Lower Columbia River,Threatened,3031,Cedar Creek,Coho,NA,2006,32.60,47311,1451,,Josh Holowatz,07/24/2015 01:59:05 PM
Lower Columbia River,Threatened,3031,Cedar Creek,Coho,NA,2007,32.60,34386,1055,,Josh Holowatz,07/24/2015 01:59:05 PM
Lower Columbia River,Threatened,3031,Cedar Creek,Coho,NA,2008,32.60,,,No Trapping,Josh Holowatz,07/24/2015 01:59:05 PM
Lower Columbia River,Threatened,3031,Cedar Creek,Coho,NA,2009,32.60,69393,2129,Data analysis not complete,Josh Holowatz,07/24/2015 01:59:05 PM
Lower Columbia River,Threatened,3031,Cedar Creek,Coho,NA,2010,32.60,54231,1664,,Josh Holowatz,07/24/2015 01:59:05 PM
Lower Columbia River,Threatened,3031,Cedar Creek,Coho,NA,2011,32.60,56791,1742,,Josh Holowatz,07/24/2015 01:59:05 PM
Lower Columbia River,Threatened,3031,Cedar Creek,Coho,NA,2012,32.60,44047,1351,Prelim estimate - MSZ 8/2014,Josh Holowatz,07/24/2015 01:59:05 PM
Lower Columbia River,Threatened,3031,Cedar Creek,Coho,NA,2013,32.60,52656,1615,Prelim estimate - MSZ 8/2014,Josh Holowatz,07/24/2015 01:59:05 PM
Lower Columbia River,Threatened,3666,Abernathy Creek,Coho,Fall,2001,33.20,6698,202,Updated by MSZ - 8/2014 Updated with Strata TDW - 1/2016,Trevor Johnson,09/16/2016 04:20:52 PM
Lower Columbia River,Threatened,3666,Abernathy Creek,Coho,Fall,2002,33.20,4720,142,Updated by MSZ - 8/2014,Trevor Johnson,09/16/2016 04:18:35 PM
Lower Columbia River,Threatened,3666,Abernathy Creek,Coho,Fall,2003,33.20,9626,290,Updated by MSZ - 8/2014,Trevor Johnson,09/16/2016 04:16:47 PM
Lower Columbia River,Threatened,3666,Abernathy Creek,Coho,Fall,2004,33.20,6448,194,Updated by MSZ - 8/2014,Trevor Johnson,09/16/2016 04:13:36 PM
Lower Columbia River,Threatened,3666,Abernathy Creek,Coho,Fall,2005,33.20,11764,354,Updated by MSZ - 8/2014,Trevor Johnson,03/03/2016 08:51:13 AM
Lower Columbia River,Threatened,3666,Abernathy Creek,Coho,Fall,2006,33.20,5175,156,,Trevor Johnson,03/03/2016 08:51:26 AM
Lower Columbia River,Threatened,3666,Abernathy Creek,Coho,Fall,2007,33.20,5202,157,,Trevor Johnson,03/03/2016 08:51:38 AM
Lower Columbia River,Threatened,3666,Abernathy Creek,Coho,Fall,2008,33.20,5700,172,,Trevor Johnson,03/03/2016 08:54:17 AM
Lower Columbia River,Threatened,3666,Abernathy Creek,Coho,Fall,2009,33.20,4020,121,,Trevor Johnson,03/03/2016 08:54:33 AM
Lower Columbia River,Threatened,3666,Abernathy Creek,Coho,Fall,2010,33.20,4455,134,,Trevor Johnson,03/03/2016 08:54:47 AM
Lower Columbia River,Threatened,3666,Abernathy Creek,Coho,Fall,2011,33.20,11739,354,,Trevor Johnson,03/03/2016 08:55:02 AM
Lower Columbia River,Threatened,3666,Abernathy Creek,Coho,Fall,2012,33.20,8107,244,,Trevor Johnson,03/03/2016 08:55:20 AM
Lower Columbia River,Threatened,3666,Abernathy Creek,Coho,Fall,2013,33.20,3321,100,,Trevor Johnson,03/03/2016 08:55:34 AM
Lower Columbia River,Threatened,3666,Abernathy Creek,Coho,Fall,2014,33.20,7274,219,,Trevor Johnson,03/03/2016 08:55:47 AM
Lower Columbia River,Threatened,3666,Abernathy Creek,Coho,NA,2015,33.20,5796,175,,Trevor Johnson,11/20/2019 09:45:09 AM
Lower Columbia River,Threatened,3666,Abernathy Creek,Coho,NA,2016,,4590,,,Trevor Johnson,11/20/2019 09:46:22 AM
Lower Columbia River,Threatened,3666,Abernathy Creek,Coho,NA,2017,,4642,,,"James Lamperth, Jr",11/20/2019 09:46:48 AM
Lower Columbia River,Threatened,3666,Abernathy Creek,Coho,NA,2018,,12896,,,"James Lamperth, Jr",11/20/2019 09:27:58 AM
Lower Columbia River,Threatened,3666,Abernathy Creek,Coho,NA,2019,,11696,,,"James Lamperth, Jr",11/20/2019 09:28:11 AM
Lower Columbia River,Threatened,3666,Germany Creek,Coho,Fall,2001,14.00,8157,583,Updated by MSZ - 8/2014,Trevor Johnson,03/03/2016 10:15:46 AM
Lower Columbia River,Threatened,3666,Germany Creek,Coho,Fall,2002,14.00,4262,304,Updated by MSZ - 8/2014,Trevor Johnson,09/19/2016 12:13:42 PM
Lower Columbia River,Threatened,3666,Germany Creek,Coho,Fall,2003,14.00,5775,413,Updated by MSZ - 8/2014,Trevor Johnson,09/19/2016 12:09:24 PM
Lower Columbia River,Threatened,3666,Germany Creek,Coho,Fall,2004,14.00,5062,362,Updated by MSZ - 8/2014,Trevor Johnson,09/19/2016 12:06:03 PM
Lower Columbia River,Threatened,3666,Germany Creek,Coho,Fall,2005,14.00,5033,360,Updated by MSZ - 8/2014,Trevor Johnson,03/03/2016 10:16:41 AM
Lower Columbia River,Threatened,3666,Germany Creek,Coho,Fall,2006,14.00,2467,176,,Trevor Johnson,03/03/2016 10:16:56 AM
Lower Columbia River,Threatened,3666,Germany Creek,Coho,Fall,2007,14.00,2714,194,,Trevor Johnson,03/03/2016 10:17:10 AM
Lower Columbia River,Threatened,3666,Germany Creek,Coho,Fall,2008,14.00,3825,273,,Trevor Johnson,03/03/2016 10:17:25 AM
Lower Columbia River,Threatened,3666,Germany Creek,Coho,Fall,2009,14.00,2636,188,,Trevor Johnson,03/03/2016 10:17:41 AM
Lower Columbia River,Threatened,3666,Germany Creek,Coho,Fall,2010,14.00,1132,81,,Trevor Johnson,03/03/2016 10:18:40 AM
Lower Columbia River,Threatened,3666,Germany Creek,Coho,Fall,2011,14.00,6744,482,,Trevor Johnson,03/03/2016 10:18:56 AM
Lower Columbia River,Threatened,3666,Germany Creek,Coho,Fall,2012,14.00,5351,382,,Trevor Johnson,03/03/2016 10:19:10 AM
Lower Columbia River,Threatened,3666,Germany Creek,Coho,Fall,2013,14.00,2261,162,,Trevor Johnson,03/03/2016 10:19:25 AM
Lower Columbia River,Threatened,3666,Germany Creek,Coho,Fall,2014,14.00,8323,595,,Trevor Johnson,03/03/2016 10:19:38 AM
Lower Columbia River,Threatened,3666,Germany Creek,Coho,Fall,2015,14.00,3779,270,,Trevor Johnson,11/20/2019 09:35:44 AM
Lower Columbia River,Threatened,3666,Mill Creek,Coho,NA,2001,30.80,6324,205,Updated by MSZ - 8/2014 Strata Updated- 1/2016,Trevor Johnson,11/20/2019 09:39:25 AM
Lower Columbia River,Threatened,3666,Mill Creek,Coho,NA,2002,30.80,8337,271,Updated by MSZ - 8/2014,Trevor Johnson,11/20/2019 09:40:02 AM
Lower Columbia River,Threatened,3666,Mill Creek,Coho,NA,2003,30.80,10514,341,Updated by MSZ - 8/2014 Strata added by TDW 1/2016 ,Trevor Johnson,11/20/2019 09:40:12 AM
Lower Columbia River,Threatened,3666,Mill Creek,Coho,NA,2004,30.80,5677,184,Updated by MSZ - 8/2014,Trevor Johnson,11/20/2019 09:38:32 AM
Lower Columbia River,Threatened,3666,Mill Creek,Coho,NA,2005,30.80,15170,493,Updated by MSZ - 8/2014,Trevor Johnson,11/20/2019 09:39:40 AM
Lower Columbia River,Threatened,3666,Mill Creek,Coho,NA,2006,30.80,7894,256,,Trevor Johnson,11/20/2019 09:40:34 AM
Lower Columbia River,Threatened,3666,Mill Creek,Coho,NA,2007,30.80,12260,398,,Trevor Johnson,11/20/2019 09:41:04 AM
Lower Columbia River,Threatened,3666,Mill Creek,Coho,NA,2008,30.80,10931,355,,Trevor Johnson,11/20/2019 09:41:22 AM
Lower Columbia River,Threatened,3666,Mill Creek,Coho,NA,2009,30.80,7023,228,,Trevor Johnson,11/20/2019 09:41:40 AM
Lower Columbia River,Threatened,3666,Mill Creek,Coho,NA,2010,30.80,13593,441,,Trevor Johnson,11/20/2019 09:41:56 AM
Lower Columbia River,Threatened,3666,Mill Creek,Coho,NA,2011,30.80,11425,371,,Trevor Johnson,11/20/2019 09:42:15 AM
Lower Columbia River,Threatened,3666,Mill Creek,Coho,NA,2012,30.80,8918,290,,Trevor Johnson,11/20/2019 09:42:35 AM
Lower Columbia River,Threatened,3666,Mill Creek,Coho,NA,2013,30.80,12581,408,,Trevor Johnson,11/20/2019 09:43:03 AM
Lower Columbia River,Threatened,3666,Mill Creek,Coho,NA,2014,30.80,8671,282,,Trevor Johnson,11/20/2019 09:43:20 AM
Lower Columbia River,Threatened,3666,Mill Creek,Coho,NA,2015,30.80,12168,395,,Trevor Johnson,11/20/2019 09:43:58 AM
Lower Columbia River,Threatened,3666,Mill Creek,Coho,NA,2016,,9898,,,Trevor Johnson,11/20/2019 09:44:15 AM
Lower Columbia River,Threatened,3666,Mill Creek,Coho,NA,2017,,5860,,,"James Lamperth, Jr",11/20/2019 09:19:42 AM
Lower Columbia River,Threatened,3666,Mill Creek,Coho,NA,2018,,10997,,,"James Lamperth, Jr",11/20/2019 09:26:54 AM
Lower Columbia River,Threatened,3666,Mill Creek,Coho,NA,2019,,9036,,,"James Lamperth, Jr",11/20/2019 09:27:07 AM
Lower Columbia River,Threatened,3692; 3694,Cowlitz River,Coho,Fall,1996,256.00,7148,28,,John Serl,03/08/2016 02:37:50 PM
Lower Columbia River,Threatened,3692; 3694,Cowlitz River,Coho,Fall,1997,256.00,17490,68,"For Cowlitz Falls, abundance is total estimated emigration, a portion was caught and transported to the lower Cowlitz River and a portion were lost to anadromy in Riffe Lake.",John Serl,03/08/2016 02:38:06 PM
Lower Columbia River,Threatened,3692; 3694,Cowlitz River,Coho,Fall,1998,256.00,196520,768,,John Serl,03/08/2016 02:38:16 PM
Lower Columbia River,Threatened,3692; 3694,Cowlitz River,Coho,Fall,1999,256.00,88788,347,,John Serl,03/08/2016 02:38:26 PM
Lower Columbia River,Threatened,3692; 3694,Cowlitz River,Coho,Fall,2000,256.00,236960,926,,John Serl,03/08/2016 02:38:37 PM
Lower Columbia River,Threatened,3692; 3694,Cowlitz River,Coho,Fall,2001,256.00,796948,3113,,John Serl,03/08/2016 02:38:48 PM
Lower Columbia River,Threatened,3692; 3694,Cowlitz River,Coho,Fall,2002,256.00,168281,657,,John Serl,03/08/2016 02:38:59 PM
Lower Columbia River,Threatened,3692; 3694,Cowlitz River,Coho,Fall,2003,256.00,400762,1565,,John Serl,03/08/2016 02:39:14 PM
Lower Columbia River,Threatened,3692; 3694,Cowlitz River,Coho,Fall,2004,256.00,308079,1203,,John Serl,03/08/2016 02:39:24 PM
Lower Columbia River,Threatened,3692; 3694,Cowlitz River,Coho,Fall,2005,256.00,710889,2777,,John Serl,03/08/2016 02:39:33 PM
Lower Columbia River,Threatened,3692; 3694,Cowlitz River,Coho,Fall,2006,256.00,291090,1137,,John Serl,03/08/2016 02:39:44 PM
Lower Columbia River,Threatened,3692; 3694,Cowlitz River,Coho,Fall,2007,256.00,288856,1128,,John Serl,03/08/2016 02:39:54 PM
Lower Columbia River,Threatened,3692; 3694,Cowlitz River,Coho,Fall,2008,256.00,70172,274,,John Serl,03/08/2016 02:40:05 PM
Lower Columbia River,Threatened,3692; 3694,Cowlitz River,Coho,Fall,2009,256.00,195659,764,,John Serl,03/08/2016 02:40:15 PM
Lower Columbia River,Threatened,3692; 3694,Cowlitz River,Coho,Fall,2010,256.00,218570,854,,John Serl,03/08/2016 02:40:24 PM
Lower Columbia River,Threatened,3692; 3694,Cowlitz River,Coho,Fall,2011,256.00,393545,1537,,John Serl,03/08/2016 02:40:33 PM
Lower Columbia River,Threatened,3692; 3694,Cowlitz River,Coho,Fall,2012,256.00,169419,662,,John Serl,03/08/2016 02:40:45 PM
Lower Columbia River,Threatened,3692; 3694,Cowlitz River,Coho,Fall,2013,256.00,324284,1267,,John Serl,03/08/2016 02:40:57 PM
Lower Columbia River,Threatened,3700,Coweeman River,Coho,Fall,2005,71.40,17412,244,,"James Lamperth, Jr",10/06/2016 11:33:28 AM
Lower Columbia River,Threatened,3700,Coweeman River,Coho,Fall,2006,71.40,8243,115,,"James Lamperth, Jr",10/06/2016 02:01:21 PM
Lower Columbia River,Threatened,3700,Coweeman River,Coho,Fall,2007,71.40,10121,142,,"James Lamperth, Jr",10/06/2016 01:20:07 PM
Lower Columbia River,Threatened,3700,Coweeman River,Coho,Fall,2008,71.40,13392,188,,"James Lamperth, Jr",10/06/2016 02:03:07 PM
Lower Columbia River,Threatened,3700,Coweeman River,Coho,Fall,2009,71.40,,,Did not operate trap due to funding and staffing,"James Lamperth, Jr",03/03/2016 08:12:13 AM
Lower Columbia River,Threatened,3700,Coweeman River,Coho,Fall,2010,71.40,22925,321,,"James Lamperth, Jr",10/06/2016 02:03:38 PM
Lower Columbia River,Threatened,3700,Coweeman River,Coho,Fall,2011,71.40,14878,208,,"James Lamperth, Jr",10/06/2016 02:05:56 PM
Lower Columbia River,Threatened,3700,Coweeman River,Coho,Fall,2012,71.40,14014,196,,"James Lamperth, Jr",10/06/2016 11:27:58 AM
Lower Columbia River,Threatened,3700,Coweeman River,Coho,Fall,2013,71.40,15546,218,,"James Lamperth, Jr",10/06/2016 01:45:04 PM
Lower Columbia River,Threatened,3700,Coweeman River,Coho,Fall,2014,71.40,23141,324,,"James Lamperth, Jr",10/06/2016 11:28:47 AM
Lower Columbia River,Threatened,3700,Coweeman River,Coho,Fall,2015,,,,Biased estimate. Not reported. NULL ,"James Lamperth, Jr",01/30/2017 09:26:52 AM
Lower Columbia River,Threatened,3700,Coweeman River,Coho,Fall,2016,,7484,,,"James Lamperth, Jr",12/22/2016 09:44:23 AM
Lower Columbia River,Threatened,3700,Coweeman River,Coho,Fall,2018,,14641,,"Website won't accept strata Coefficient of Variation values over 1, so those omitted.",Jeremy Wilson,11/21/2018 12:08:22 PM
Lower Columbia River,Threatened,6701; 6702,Cowlitz River,Steelhead,Winter,1996,247.20,6118,25,,John Serl,07/24/2015 01:59:05 PM
