PERMIT_ID,CALENDAR_YEAR,FISCAL_YEAR,PERMIT_LOCATION_NAME,PERMIT_NUMBER,PERMIT_CONDITION,PERMIT_DESCRIPTION,PERMIT_IN_DATE,PERMIT_EXPIRE_DATE,PERMIT_FINAL_DATE,PERMIT_PARENT_ID,PERMIT_STATUS,PERMIT_SUB_TYPE,PERMIT_WORK_TYPE,INSTALLATION_DATE,REMOVAL_DATE,BANNER_DIRECTION,BANNER_LOCATION,ENGINEERING_REQ,ILLUMINATION_TYPE,SIGN_IN_ETJ,SIGN_VARIANCE_REQ,SUBMITTED_501C3,TOTAL_SIGN_FACE_AREA,CITY,STATE,ZIP_CODE,COUNCIL_DISTRICT,LATITUDE,LONGITUDE,APPLICANT_NAME,APPLICANT_ORGANIZATION,geocoded_column,Single Member Council Districts,"Boundaries: Zip Code Tabulation Areas, 2017",BOUNDARIES_single_member_districts,Neighborhood Planning Areas,Community Registry,Zipcodes
12078013,FY 2018,FY 2019,10930 LAKELINE MALL DRIVE,2018-189590 SB,Sign area may not exceed Commercial-20% of facade area of first 15 ft. of bldg. height,"Install ""verizon"" face lit aluminum channel letters mounted to backer board (east)",10/31/2018 03:43:04 PM,04/16/2019 02:50:57 PM,04/16/2019 02:50:57 PM,,Final,Sign Permit,Wall,,,,,false,Internal,false,false,,111,AUSTIN,TX,78717,6,30.47379434,-97.79794964,Jennifer Garcia,,,,,,,,
11985326,FY 2018,FY 2018,91 RAINEY STREET,2018-120160 SB,,Install channel letters on an awningfor Anthem,07/17/2018 01:15:01 PM,01/13/2019 02:15:02 PM,,,Expired,Sign Permit,Roof,,,,,true,,,,,91.13,AUSTIN,TX,78701,9,30.26020459,-97.73793407,Mr Kevin Hull,Texas Custom Signs,,,,,,,
12143614,FY 2019,FY 2019,1345 PHILOMENA STREET,2019-029394 SB,Sign area may not exceed Commercial-20% of facade area of first 15 ft. of bldg. height,"Install channel letters. Ascension, Texas Administrative Offices",02/25/2019 01:53:56 PM,06/21/2019 01:00:22 PM,06/21/2019 01:00:22 PM,,Final,Sign Permit,Wall,,,,,true,Internal,false,false,,60,AUSTIN,TX,78723,9,30.30212681,-97.70822477,Mr Kevin Hull,Texas Custom Signs,,,,,,,
11940957,FY 2018,FY 2018,6375 E US 290 HIGHWAY EB,2018-082389 SB,Sign area may not exceed Expressway Corridor-20% of facade area of first 15 ft. of bldg. height,Installation of new illuminating wall sign for Volvo,05/08/2018 12:00:00 AM,11/04/2018 10:02:31 AM,,,Expired,Sign Permit,Wall,,,,,false,,false,false,,21.39,AUSTIN,TX,78723,1,30.32078003,-97.69731671,,"Sign Crafters, Inc",,,,,,,
11982112,FY 2018,FY 2018,6607 S IH 35 SERVICE ROAD NB,2018-117491 SB,Sign area may not exceed Expressway Corridor-20% of facade area of first 15 ft. of bldg. height,installation of new wall signage for HEB Curbside (letters and logo)-north elevation,07/12/2018 10:35:22 AM,01/08/2019 10:35:23 AM,,,Expired,Sign Permit,Wall,,,,,false,,false,false,,164.125,AUSTIN,TX,78744,2,30.18875148,-97.76891841,Fernando Morales,Aetna Sign Group,,,,,,,
11864179,FY 2018,FY 2018,8916 BRODIE LANE,2018-016287 SB,Sign area may not exceed 10% of facade area of first 15 ft. of bldg. height,Installation of new wall signage for Vincents-reverse lit channel letters,02/08/2018 10:33:48 AM,05/15/2018 02:41:41 PM,05/15/2018 02:41:41 PM,,Final,Sign Permit,Wall,,,,,false,,false,false,,50.66,AUSTIN,TX,78749,8,30.19474573,-97.84320657,Cassandra Rodriguez,"CND Signs, LLC.",,,,,,,
12102446,FY 2018,FY 2019,1605 S LAMAR BOULEVARD,2018-209970 SB,Sign area may not exceed Commercial-20% of facade area of first 15 ft. of bldg. height,18-4002 WHEELHOUSE SALON SOUTH WALL SIGN 1605 S LAMAR BLVD,12/13/2018 03:24:00 PM,01/30/2019 02:21:02 PM,01/30/2019 02:21:02 PM,,Final,Sign Permit,Wall,,,,,false,Internal,false,false,,23.75,AUSTIN,TX,78704,5,30.25125864,-97.76477556,Stormi Wolf,Comet Signs LLC,,,,,,,
12199000,FY 2019,FY 2019,2538 ELMONT DRIVE,2019-075921 SB,Sign area may not exceed Scenic Roadway-10% of facade area of first 15 ft. of bldg. height,"ELMONT CENTERChannel letters2538 Elmont Dr.Austin, TX 78741",05/15/2019 07:50:44 AM,10/29/2019 01:53:55 PM,10/29/2019 01:53:55 PM,,Final,Sign Permit,Wall,,,,,true,Internal,false,false,,33.5,AUSTIN,TX,78741,3,30.23928975,-97.7198286,Mr. Hoang Vu,A Star Signs and Printing LLC,,,,,,,
11867877,FY 2018,FY 2018,600 E BEN WHITE BOULEVARD WB Unit  350,2018-019501 SB,Sign area may not exceed 20% of facade area of first 15 ft. of bldg. height,Installation of new wall signage for Jersey Mike Subs (facing Ben White),02/15/2018 09:24:12 AM,08/21/2018 08:01:50 AM,,,Expired,Sign Permit,Wall,,,,,false,,false,false,,22,AUSTIN,TX,78704,3,30.21962346,-97.75616253,,Facility Innovation Group LLC,,,,,,,
12272381,FY 2019,FY 2019,1101 S MOPAC EXPRESSWAY NB,2019-145132 SB,Sign area may not exceed Scenic Roadway-10% of facade area of first 15 ft. of bldg. height,19-2046 SALT TRADERS SOUTH EAST WALL SIGN 1101 S MOPAC EXPWY-non-illuminating,07/03/2019 02:24:24 PM,12/30/2019 02:24:24 PM,12/09/2019 12:00:00 AM,,Final,Sign Permit,Wall,,,,,true,Internal,false,false,,24.79,AUSTIN,TX,78746,8,30.26511019,-97.78157301,Stormi Wolf,Comet Signs LLC,,,,,,,
12132957,FY 2019,FY 2019,701 W BRAKER LANE,2019-020366 SB,Sign area may not exceed Commercial-20% of facade area of first 15 ft. of bldg. height,Installation of new wall signage for Exxon canopy -facing N Lamar,02/07/2019 12:00:00 AM,08/06/2019 08:28:58 AM,,,Active,Sign Permit,Wall,,,,,false,Internal,false,false,,16.5,AUSTIN,TX,78753,4,30.38109565,-97.68572018,Jennifer Garcia,"Liberty Signs, Inc.",,,,,,,
11959522,FY 2018,FY 2018,10000 RESEARCH BOULEVARD SB,2018-098402 SB,Sign area may not exceed 20% of facade area of first 15 ft. of bldg. height,New internally illuminated channel letter wall sign for BARNES & NOBLE on the front façade facing east above the main entry.,06/06/2018 11:40:16 AM,10/19/2018 11:16:06 AM,10/19/2018 11:16:06 AM,,Final,Sign Permit,Wall,,,,,false,,false,false,,63.5,AUSTIN,TX,78759,10,30.39314827,-97.74799753,Carlos Granados,ZNG Enterprises,,,,,,,
12105183,FY 2018,FY 2019,8000 E BEN WHITE BLVD SERVICE ROAD WB,2018-212113 SB,Sign area may not exceed Expressway Corridor-20% of facade area of first 15 ft. of bldg. height,New wall sign for Aloft- Sign B,12/18/2018 08:23:04 PM,06/16/2019 08:23:04 PM,,,Active,Sign Permit,Wall,,,,,true,Internal,false,false,,143.5,AUSTIN,TX,78741,3,30.22115001,-97.6876834,,,,,,,,,
12364770,FY 2019,FY 2020,522 CONGRESS AVENUE Unit 110,2019-224404 SB,Sign area approved by Historic and must comply with the approved plans.,Velvet Taco - Historic District / [Job# 92J10411] Sign F - (1) Set Replacement Faces for Existing Blade Sign that is part of historic architecture of building.,11/18/2019 11:35:54 AM,05/16/2020 11:35:55 AM,,,Final,Sign Permit,Wall,,,,,true,Internal,false,false,,6,AUSTIN,TX,78701,9,30.2679411,-97.7431065,Lady Trixi Shayne Wallis,FSG Signs,,,,,,,
12001892,FY 2018,FY 2018,7114 N IH 35 SERVICE ROAD SB,2018-134662 SB,Sign area may not exceed Commercial-20% of facade area of first 15 ft. of bldg. height,Install new illuminated canopy sign E1,08/08/2018 12:46:41 PM,02/04/2019 01:46:42 PM,,,Expired,Sign Permit,Wall,,,,,true,,false,false,,16,AUSTIN,TX,78752,4,30.33278007,-97.70500333,Amanda Mittag,Barnett Signs,,,,,,,
12091937,FY 2018,FY 2019,1700 CONGRESS AVENUE,2018-201209 SB,Sign area may not exceed Commercial-20% of facade area of first 15 ft. of bldg. height,installation of new V shaped wall signage for Little Limbo,11/27/2018 10:50:59 AM,05/26/2019 10:51:00 AM,,,Active,Sign Permit,Wall,,,,,true,Internal,false,false,,18,AUSTIN,TX,78701,1,30.27898117,-97.7390216,,Blackout Signs & Metalworks,,,,,,,
12161668,FY 2019,FY 2019,4900-1/2 W SLAUGHTER LANE,2019-044795 SB,Sign area may not exceed Scenic Roadway-10% of facade area of first 15 ft. of bldg. height,7 Eleven #38267Installation of 7 Eleven signage on right side (east) elevation.,03/25/2019 07:05:46 AM,01/29/2020 12:00:00 AM,,,Active,Sign Permit,Wall,,,,,true,Internal,false,false,,35,AUSTIN,TX,78749,8,30.1989514,-97.86273505,Troy Gillian,Gillian Industries DBA Sun Signs,,,,,,,
12033232,FY 2018,FY 2018,5445-1/2 W US 290 HIGHWAY EB,2018-163152 SB,Sign area may not exceed Commercial-20% of facade area of first 15 ft. of bldg. height,Install illuminated canopy sign E1,09/13/2018 01:05:30 PM,03/12/2019 02:05:32 PM,,,Expired,Sign Permit,Wall,,,,,false,Internal,false,false,,16,AUSTIN,TX,78749,8,30.23604647,-97.8396602,Amanda Mittag,Barnett Signs,,,,,,,
12078735,FY 2018,FY 2019,4544 S LAMAR BOULEVARD SB Unit 740,2018-190231 SB,Sign area may not exceed Commercial-20% of facade area of first 15 ft. of bldg. height,Aluminum pan sign with vinyl graphics at 4544 S. Lamar,11/01/2018 03:04:33 PM,04/30/2019 04:04:34 PM,,,Final,Sign Permit,Wall,,,,,true,Internal,false,false,,47.98,AUSTIN,TX,78745,5,30.23331549,-97.80227814,John P Gomez,Building Image Group,,,,,,,
12152463,FY 2019,FY 2019,8801 S CONGRESS AVENUE,2019-036956 SB,Sign area may not exceed Commercial-20% of facade area of first 15 ft. of bldg. height,Austin 31 - E - Texas Backyard lit channel letters on backer panel.,03/08/2019 04:06:09 PM,09/04/2019 04:06:09 PM,,,Active,Sign Permit,Wall,,,,,false,Internal,false,false,,90,AUSTIN,TX,78745,2,30.16963056,-97.78711847,Fernando Morales,Aetna Sign Group,,,,,,,
12205470,FY 2019,FY 2019,4800-1/2 CRAINWAY DRIVE,2019-081464 SB,0,NORTHRIDGE PARK ENTRY SIGN B MONUMENT- sign is to be at least 12' from the property line,05/24/2019 09:02:52 AM,10/24/2019 10:54:11 AM,10/24/2019 10:54:11 AM,,Final,Sign Permit,Freestanding,,,,,true,Internal,false,false,,16.25,AUSTIN,TX,78724,1,30.32050061,-97.65745813,Arelly Guzman,EXECUTIVE SIGNS,,,,,,,
12351401,FY 2019,FY 2020,1216 1/2 S. Lamar Blvd.,2019-213075 SB,,"OTS Banner. ""AISD Middle School Fair"". Linker #7. 11/25/19-12/09/19.",10/25/2019 01:53:19 PM,10/24/2020 01:53:19 PM,,12351395,In Review,Banner Permit,Banner,,,North,1216 1/2 S. Lamar Blvd.,,,,,,,,,,,,,Carol Parton,Austin ISD,,,,,,,
11991794,FY 2018,FY 2018,6009 E BEN WHITE BLVD SERVICE ROAD EB,2018-125779 SB,Sign area may not exceed Scenic Roadway-10% of facade area of first 15 ft. of bldg. height,18-0587 CK957- Canopy sign C- 6009 E Ben WhiteAll logos are to have reverse illumination,07/25/2018 11:08:56 AM,07/30/2019 12:17:26 PM,07/30/2019 12:17:26 PM,,Final,Sign Permit,Wall,,,,,false,,false,false,,41.33,AUSTIN,TX,78744,2,30.21217617,-97.71607356,Stormi Wolf,Comet Signs LLC,,,,,,,
11959530,FY 2018,FY 2018,10000 RESEARCH BOULEVARD SB,2018-098410 SB,Sign area may not exceed 20% of facade area of first 15 ft. of bldg. height,New internally illuminated channel letter wall sign for BARNES & NOBLE on the façade facing north.,06/06/2018 12:00:00 AM,10/19/2018 11:16:08 AM,10/19/2018 11:16:08 AM,,Final,Sign Permit,Wall,,,,,false,,false,false,,186.54,AUSTIN,TX,78759,10,30.39314827,-97.74799753,Carlos Granados,ZNG Enterprises,,,,,,,
11956188,FY 2018,FY 2018,1143 SHADY LANE,2018-095496 SB,Sign may not be located in or overhang any easements or property line.,"placing sign face on existing structure. Structure is built by others, not sign face provider - Think East",06/01/2018 10:06:50 AM,11/28/2018 10:06:52 AM,,,Expired,Sign Permit,Freestanding,,,,,true,,false,false,,14.6,AUSTIN,TX,78721,3,30.26293173,-97.69056257,,"Signs West, Inc.",,,,,,,
11980074,FY 2018,FY 2018,2300 S LAMAR BOULEVARD Unit  105,2018-115822 SB,Sign area may not exceed Commercial-20% of facade area of first 15 ft. of bldg. height,installation of new wall signage for 9 Round 30 minute Kickbox fitness suite 105,07/10/2018 09:45:20 AM,09/12/2018 08:49:09 AM,09/12/2018 08:49:09 AM,,Final,Sign Permit,Wall,,,,,false,,false,false,,40.87,AUSTIN,TX,78704,5,30.24785438,-97.77463617,,JY Signs & Service,,,,,,,
12179452,FY 2019,FY 2019,"3652 Westbank Dr, City of Westlake",2019-059832 SB,,"OTS Banner. ""St. Michael's School Visits"". 04/22/19-05/06/19. Linker #W.",04/18/2019 06:29:21 AM,04/17/2020 06:29:21 AM,,,Active,Banner Permit,Banner,,05/06/2019 12:00:00 AM,North,"3652 Westbank Dr, City of Westlake",,,,,,,,,,,,,Laura Duggan,St. Michael's Catholic Academy,,,,,,,
11994714,FY 2018,FY 2018,1100 W PARMER LANE,2018-128337 SB,Sign may not be located in or overhang any easements or property line.,Reface illuminated pole sign 1,07/30/2018 02:22:01 PM,01/26/2019 03:22:02 PM,,,Expired,Sign Permit,Freestanding,,,,,true,,,,,,AUSTIN,TX,78727,7,30.40860207,-97.67879344,Amanda Mittag,Barnett Signs,,,,,,,
11972374,FY 2018,FY 2018,,2018-109481 SB,,"69 LP Banners. ""SXSW 2019"". 3/1/19-3/18/19.6 @ C_HALL (north)5 @ CONG (D - double)7 @ CVNCTR (F)7 @ DWNTWN (A)24 @ E6 (ALL)14 @ RED_RIVER (A, C)6 @ RIVERSIDE (B - double)",06/26/2018 02:40:25 PM,12/23/2018 02:40:26 PM,,,Expired,Banner Permit,Lamp Post,,,,,,,,,,,,,,,,,Connor Tester,South by Southwest LLC,,,,,,,
12197109,FY 2019,FY 2019,1703 W 5TH STREET,2019-074425 SB,Sign area may not exceed Scenic Roadway-10% of facade area of first 15 ft. of bldg. height,Replace existing BBVA Compass Wall Sign with new BBVA wall sign on East building exposure,05/13/2019 08:06:25 AM,09/11/2019 10:28:28 AM,09/11/2019 10:28:28 AM,,Final,Sign Permit,Wall,,,,,true,Internal,false,false,,47,AUSTIN,TX,78703,9,30.27496064,-97.76532444,Steve Kirkpatrick,,,,,,,,
12175585,FY 2019,FY 2019,8128 N IH 35  SB,2019-056400 SB,Sign area may not exceed Commercial-20% of facade area of first 15 ft. of bldg. height,"Install (1) pylon sign reading ""Super 8""",04/12/2019 10:03:08 AM,07/08/2019 08:07:14 AM,07/08/2019 08:07:14 AM,,Final,Sign Permit,Freestanding,,,,,true,Internal,false,false,,98,AUSTIN,TX,78753,4,30.34430334,-97.69766877,Jennifer Garcia,,,,,,,,
12262789,FY 2019,FY 2019,2400 E 6TH STREET,2019-136812 SB,Sign area may not exceed Commercial-20% of facade area of first 15 ft. of bldg. height,"Install internal illuminated verti wall sign ""east 6th apartments"" W elevation",06/19/2019 10:58:47 AM,08/12/2019 01:28:47 PM,08/12/2019 01:28:47 PM,,Final,Sign Permit,Wall,,,,,true,Internal,false,false,,80,AUSTIN,TX,78702,3,30.25969748,-97.71571128,Jennifer Garcia,,,,,,,,
12369786,FY 2019,FY 2020,9900 S IH 35  SB Bldg F,2019-228390 SB,Sign area may not exceed ##% of facade area of first 15 ft. of bldg. height,Install a new channel letter sign.,11/25/2019 06:02:52 PM,05/23/2020 06:02:52 PM,,,Pending,Sign Permit,Wall,,,,,true,Internal,false,false,,52.5,AUSTIN,TX,78748,5,30.15613585,-97.79235894,Mr. Luis Cantu,LEC Industries LLC,,,,,,,
11991663,FY 2018,FY 2018,12200 FM 969 ROAD,2018-125662 SB,Sign area may not exceed Scenic Roadway-10% of facade area of first 15 ft. of bldg. height,"18-0584- CK1552- Wall Sign D- 12200 FM 969Sign will comply with section 25-10-124 (F)¿	§ 25-10-124 - SCENIC ROADWAY SIGN DISTRICT REGULATIONS.(F) Internal lighting of signs is prohibited, except for the internal lighting of individual letters.",07/25/2018 09:56:36 AM,01/02/2019 06:50:45 AM,01/02/2019 06:50:45 AM,,Final,Sign Permit,Wall,,,,,true,,true,false,,20.83,AUSTIN,TX,78724,,30.25468338,-97.60583616,Stormi Wolf,Comet Signs LLC,,,,,,,
12264463,FY 2019,FY 2019,,2019-138307 SB,,"6 LP Banners. ""Texas Tribune Festival"". 9/17/19-10/1/19.@ CONG subdistricts B, C, D (see map)",06/21/2019 11:09:00 AM,06/20/2020 11:09:01 AM,,,In Review,Banner Permit,Lamp Post,,,,,,,,,,,,,,,,,Agnes Varnum,The Texas Tribune,,,,,,,
12008019,FY 2018,FY 2018,3431 W WILLIAM CANNON DRIVE,2018-140019 SB,Sign area may not exceed Scenic Roadway-10% of facade area of first 15 ft. of bldg. height,Reface pole sign with LED conversion 2,08/20/2018 06:39:46 AM,02/16/2019 07:39:46 AM,,,Expired,Sign Permit,Freestanding,,,,,true,,false,false,,72,AUSTIN,TX,78745,5,30.21325175,-97.83012734,Amanda Mittag,Barnett Signs,,,,,,,
11920320,FY 2018,FY 2018,2521 RUTLAND DRIVE Unit  475,2018-064861 SB,Sign area may not exceed 20% of facade area of first 15 ft. of bldg. height,Installation of new wall signage for Garden Supply (non-illuminated),04/04/2018 12:58:54 PM,05/29/2018 09:18:33 AM,05/29/2018 09:18:33 AM,,Final,Sign Permit,Wall,,,,,false,,false,false,,87.49,AUSTIN,TX,78758,7,30.3825663,-97.72309747,Mr. Hoang Vu,A-Star Signs and Printing LLC,,,,,,,
12367378,FY 2019,FY 2020,4515 SETON CENTER PARKWAY,2019-226500 SB,Sign area may not exceed Commercial-20% of facade area of first 15 ft. of bldg. height,19-3543 ARA QUARRY LAKE ARA DIAGNOSTIC IMAGING NORTH WALL SIGN 4515 SETON CENTER PKWY,11/21/2019 10:50:53 AM,05/19/2020 10:50:53 AM,,,Final,Sign Permit,Wall,,,,,true,Internal,false,false,,63.88,AUSTIN,TX,78759,7,30.40146668,-97.74304151,Stormi Wolf,Comet Signs LLC,,,,,,,
11900829,FY 2018,FY 2018,5531 BURNET ROAD,2018-049889 SB,Sign area may not exceed Commercial-20% of facade area of first 15 ft. of bldg. height,Installation of new illuminating wall signage for Lydian Dental***please re-activate EP***,03/07/2018 11:42:35 AM,01/04/2019 08:46:39 AM,01/04/2019 08:46:39 AM,,Final,Sign Permit,Wall,,,,,false,Internal,false,false,,46.66,AUSTIN,TX,78756,7,30.33141856,-97.7396677,Jolie Cypert,Phoenix Works LLC DBA FastSigns,,,,,,,
12103832,FY 2018,FY 2019,3210 ESPERANZA CROSSING,2018-211059 SB,Sign area may not exceed Commercial-20% of facade area of first 15 ft. of bldg. height,Blade Sign for The Candle BarSuite 110,12/17/2018 09:53:48 AM,04/01/2019 07:47:34 AM,04/01/2019 07:47:34 AM,,Final,Sign Permit,Projecting,,,,,false,Internal,false,false,,2.5,AUSTIN,TX,78758,7,30.40001739,-97.72345396,Troy Gillian,Gillian Industries DBA Sun Signs,,,,,,,
12132914,FY 2019,FY 2019,701 W BRAKER LANE,2019-020332 SB,Sign area may not exceed Commercial-20% of facade area of first 15 ft. of bldg. height,Removal of existing freestanding sign and replacing with new pole sign for 7 Eleven,02/07/2019 08:16:23 AM,08/06/2019 08:16:23 AM,,,Active,Sign Permit,Freestanding,,,,,false,Internal,false,false,,149,AUSTIN,TX,78753,4,30.38109565,-97.68572018,,"Liberty Signs, Inc.",,,,,,,
11900547,FY 2018,FY 2018,2113 W WELLS BRANCH PARKWAY Unit  500,2018-049644 SB,Sign area may not exceed 20% of facade area of first 15 ft. of bldg. height,installation of new signage for Wells Branch Church,03/07/2018 12:00:00 AM,03/21/2018 10:34:43 AM,03/21/2018 10:34:43 AM,,Final,Sign Permit,Wall,,,,,false,,true,false,,154,AUSTIN,TX,78728,,30.43585773,-97.68391451,Juan A Escobar,Austin Sign Builders,,,,,,,
11855155,FY 2018,FY 2018,12215 HUNTERS CHASE DRIVE,2018-008737 SB,Sign may not be located in or overhang any easements or property line.,using existing structure and doing minor work to update name change for Alister Balcones,01/23/2018 12:00:00 AM,07/22/2018 11:26:53 AM,,,Expired,Sign Permit,Freestanding,,,,,true,,false,false,,31,AUSTIN,TX,78729,6,30.44017375,-97.7740388,,Comet Signs LLC,,,,,,,
12120137,FY 2019,FY 2019,8101 MESA DRIVE,2019-009424 SB,Sign area may not exceed Scenic Roadway-10% of facade area of first 15 ft. of bldg. height,18-4325/ CK 966/ Canopy sign F,01/16/2019 09:55:53 AM,07/26/2019 12:54:05 PM,07/26/2019 12:54:05 PM,,Final,Sign Permit,Wall,,,,,false,Internal,false,false,,48,AUSTIN,TX,78759,10,30.37166987,-97.7568594,Stormi Wolf,Comet Signs LLC,,,,,,,
12166015,FY 2019,FY 2019,8801 S CONGRESS AVENUE,2019-048361 SB,Sign may not be located in or overhang any easements or property line.,Austin 31 - HEB Fuel D/F monument facing S. Congress. Red/Green LED display for fuel cost.,03/29/2019 02:45:10 PM,09/25/2019 03:45:11 PM,,,Pending,Sign Permit,Freestanding,,,,,true,Internal,false,false,,49,AUSTIN,TX,78745,2,30.16963056,-97.78711847,Fernando Morales,Aetna Sign Group,,,,,,,
12352218,FY 2019,FY 2020,4199 1/2 N. Lamar Blvd.,2019-213765 SB,,"OTS Banner. ""All Saints' Now Enrolling"". Linker #8. 01/06/20-01/20/20.",10/28/2019 02:18:43 PM,10/27/2020 02:18:43 PM,,,In Review,Banner Permit,Banner,,,North,4199 1/2 N. Lamar Blvd.,,,,,,,,,,,,,Ramey Guerra,All Saints' Episcopal Day School,,,,,,,
12388845,FY 2020,FY 2020,,2020-001560 SB,,"56 LP Banners. ""ACL 2020"". 9/8/2020-10/13/2020.22 @ S_LAMAR_BLVD34 @ BARTON_SPRINGS",01/06/2020 12:18:53 PM,01/05/2021 12:18:53 PM,,,In Review,Banner Permit,Lamp Post,,,,,,,,,,,,,,,,,Rachel Core,C3 Presents / Austin Parks Foundation,,,,,,,
12300614,FY 2019,FY 2019,2301 E 7TH STREET,2019-169202 SB,Sign area may not exceed Commercial-20% of facade area of first 15 ft. of bldg. height,ENTERPRISE2301 E. 7THSOUTH WALL SIGN,08/15/2019 12:13:31 PM,01/22/2020 11:38:55 AM,01/22/2020 11:38:55 AM,,Final,Sign Permit,Wall,,,,,true,Internal,false,false,,130.5,AUSTIN,TX,78702,3,30.261115,-97.71684196,Ms. Ann Lewis,LEWIS SIGN,,,,,,,
11871837,FY 2018,FY 2018,4815 W BRAKER LANE,2018-022851 SB,Sign area may not exceed 20% of facade area of first 15 ft. of bldg. height,Installation of new illuminating wall signage for Tomlinson's unit 501,02/22/2018 12:00:00 AM,07/30/2018 02:57:29 PM,07/30/2018 02:57:29 PM,,Final,Sign Permit,Wall,,,,,false,,false,false,,79.83,AUSTIN,TX,78759,10,30.4003123,-97.74785245,Ms. Ann Lewis,Lewis Sign Builders,,,,,,,
12158215,FY 2019,FY 2019,2604 ALDRICH STREET,2019-041820 SB,Sign area may not exceed Commercial-20% of facade area of first 15 ft. of bldg. height,"Install reverse lit channel letters. Swish Dental, -east elevation",03/19/2019 08:26:43 AM,06/20/2019 02:02:19 PM,06/20/2019 02:02:19 PM,,Final,Sign Permit,Wall,,,,,true,Internal,false,false,,28.3,AUSTIN,TX,78723,9,30.3041685,-97.7015693,Mr Kevin Hull,Texas Custom Signs,,,,,,,
11984115,FY 2018,FY 2018,801 1/2 E. 51st St.,2018-119195 SB,,"OTS Banner. ""APIE Recruitment"". Linker #53. 09/10/18-09/24/18.",07/16/2018 12:47:45 PM,07/16/2019 12:47:46 PM,,,Active,Banner Permit,Banner,,,West,801 1/2 E. 51st St.,,,,,,,,,,,,,Andrea Panter,Austin Partners in Education,,,,,,,
12075332,FY 2018,FY 2019,2101 S 1ST STREET,2018-187150 SB,Sign area may not exceed Commercial-20% of facade area of first 15 ft. of bldg. height,SHORT HAIR COMPANY WALL SIGN,10/26/2018 02:23:05 PM,08/20/2019 12:00:00 AM,,,Active,Sign Permit,Wall,,,,,true,Internal,false,false,,23.29,AUSTIN,TX,78704,9,30.24474857,-97.75732592,Arelly Guzman,EXECUTIVE SIGNS,,,,,,,
11854957,FY 2018,FY 2018,600 W 5TH STREET,2018-008549 SB,Sign area may not exceed 20% of facade area of first 15 ft. of bldg. height,removal of existing Veritex signage and replacing with new Horizon Bank,01/23/2018 09:17:43 AM,03/30/2018 07:38:30 AM,03/30/2018 07:38:30 AM,,Final,Sign Permit,Wall,,,,,false,,false,false,,70,AUSTIN,TX,78701,9,30.26907941,-97.74893039,John P Gomez,Building Image Group,,,,,,,
11947482,FY 2018,FY 2018,4508 N IH 35 SERVICE ROAD SB,2018-088044 SB,Sign area may not exceed Expressway Corridor-20% of facade area of first 15 ft. of bldg. height,installation of new wall signage for Starbucks,05/17/2018 12:00:00 AM,07/25/2019 11:21:45 AM,07/25/2019 11:21:45 AM,,Final,Sign Permit,Wall,,,,,false,,false,false,,17.97,AUSTIN,TX,78751,9,30.30344953,-97.71518621,Hussain,Ezzi Signs Inc,,,,,,,
12279538,FY 2019,FY 2019,2426 WEBBERVILLE ROAD,2019-151206 SB,Sign area may not exceed Commercial-20% of facade area of first 15 ft. of bldg. height,Build & install illuminated channel letter sign on wall.No existing signs,07/16/2019 11:13:52 AM,01/12/2020 11:13:53 AM,,,Active,Sign Permit,Wall,,,,,true,Internal,false,false,,9,AUSTIN,TX,78702,1,30.26334281,-97.71401637,Jeff Papst,,,,,,,,
11868669,FY 2018,FY 2018,5 - 201 1/2 E. Martin Luther King Blvd.,2018-020157 SB,,"OTS Banner. ""Easter at Gateway"". Linker #5. 03/19/18-04/02/18.",02/16/2018 10:33:04 AM,08/15/2018 10:33:04 AM,,11868652,Expired,Banner Permit,Banner,,,East,201 1/2 E. Martin Luther King Blvd.,,,,,,,,,,,,,Jerry Barnwell,Gateway Church,,,,,,,
12172922,FY 2019,FY 2019,13011-1/2 MC CALLEN PASS,2019-054123 SB,Sign area may not exceed Commercial-20% of facade area of first 15 ft. of bldg. height,3M MONUMENT SIGN,04/09/2019 02:01:51 PM,09/27/2019 04:11:20 PM,09/27/2019 04:11:20 PM,,Final,Sign Permit,Freestanding,,,,,true,Internal,false,false,,28,AUSTIN,TX,78753,7,30.40924757,-97.663078,Ms. Ann Lewis,LEWIS SIGN,,,,,,,
12294559,FY 2019,FY 2019,5421 N IH 35 SVRD NB,2019-163932 SB,Sign area may not exceed Commercial-20% of facade area of first 15 ft. of bldg. height,Installation of new wall signage for Halloween City-Main ID,08/07/2019 10:46:41 AM,02/03/2020 10:46:42 AM,,,Final,Sign Permit,Wall,,,,,true,Internal,false,false,,120,AUSTIN,TX,78723,4,30.31349977,-97.70576223,Lori Howard,Flamingo Kid Signs,,,,,,,
11964711,FY 2018,FY 2018,2604 ALDRICH STREET,2018-102877 SB,Sign area may not exceed Commercial-20% of facade area of first 15 ft. of bldg. height,new wall signage for Aldrich 51 Apts-Sign A,06/14/2018 06:51:53 AM,09/20/2018 11:38:39 AM,09/20/2018 11:38:39 AM,,Final,Sign Permit,Wall,,,,,false,,false,false,,50,AUSTIN,TX,78723,9,30.3041685,-97.7015693,,Baker's Signs & Manufacturing Inc,,,,,,,
