Application Type,Permit Number,Work Type,Use Code,Added Date,Issue Date,Final Date,Expired Date,Status,Building Area,Description of Work,Street Number,Pre-direction,Street Name,Street Suffix,Post-direction,City,State,Zip Code,Latitude,Longitude,General Location,Location
SEWAGE DISPOSAL,843302,REPLACE,SINGLE FAMILY DWELLING,06/29/2018,10/03/2018,,,Issued,0,"Prior to the start of any work, a pre-construction meeting must be conducted with an inspector from this office.&nbsp; This permit is issued to replace the existing septic tank, distribution box and all pipes from the septic tank to the distribution box and to all drywells.&nbsp;New schedule 40 PVC pipe shall be installed from new septic tank to new distribution box.&nbsp; New schedule 40 PVC pipe shall be installed from distribution box to all three existing drywells.&nbsp; Existing septic tank shall be pumped by licensed scavenger, crushed and backfilled.&nbsp; This property is in sewer category S-3; an exception shall be obtained from Montgomery County Department of Environmental Protection prior to final approval of tank installation.",400,,WARRENTON,DR,,SILVER SPRING,MD,20904,39.05417,-77.002567,,POINT (-77.002567 39.05417)
SEWAGE DISPOSAL,766730,REMOVE AND REPLACE,SINGLE FAMILY DWELLING,08/03/2016,08/03/2016,,,Issued,0,"Pre-construction meeting required prior to the start of any work on replacement trenches.&nbsp; Survey stakes of rear property corners MUST be verified before starting any work.&nbsp; Existing trenches to be disconnected � it has been determined that the trenches installed in 2009 were installed on the neighboring property.&nbsp; Distribution box to be installed.&nbsp; The new trenches are designed to serve the existing dwelling ONLY - issuance of this septic repair permit does not constitute approval for any future building permit applications for the property. This property is in category W-6 and / or S-6 where there is no planned community service and an individual system may be installed on an indefinite basis without firm obligation to connect to community system when and if it becomes available.

&nbsp;",28800,,RIDGE,RD,,MOUNT AIRY,MD,21771,39.329012,-77.192319,,POINT (-77.192319 39.329012)
SEWAGE DISPOSAL,800215,CONSTRUCT,SINGLE FAMILY DWELLING,05/22/2017,06/02/2017,10/09/2017,06/03/2018,Finaled,0,"Starting point of initial absorption system to be surveyed by a registered land surveyor.&nbsp; Septic tank must have a minimum of two compartments or two tanks connected in series.&nbsp; Trenches to be constructed on contour, and located at least 100 feet away from any well location.&nbsp; Recommend observation ports be installed at the end of each trench.&nbsp; The access port is to be installed as per well and septic standards and specifications. Utilities must be 10 feet minimum from septic reserve area.&nbsp; Proposed house must be a minimum of 15 feet from septic tank and 20 feet from trenches.&nbsp; This property is in category S-6 where there is no planned community service and an individual system may be installed on an indefinite basis without firm obligation to connect to community system when and if it becomes available. Solid lines and trenches must be constructed within reserve area as shown on the record plat.&nbsp; MDE recommends septic tanks be pumped at a frequency adequate to ensure that solids are not discharged to the disposal area.&nbsp; 

Plans submitted proposed 2000 gallon tank (1500 gallon 2-compartment tank is acceptable).&nbsp; Approval from field inspector is required to change tank size.",21212,,CRACKLIN,RD,,GAITHERSBURG,MD,20882,39.205369,-77.143677,,POINT (-77.143677 39.205369)
SEWAGE DISPOSAL,666474,ALTER,SINGLE FAMILY DWELLING,03/19/2014,03/27/2014,07/02/2014,03/28/2015,Finaled,0,"Permitted system must use ""Best Available Treatment (BAT)""; and the installer must be certified by MDE and the treatment unit vendor.

The existing septing tank is to be pumped and remediated. BAT system is subject to a recorded BRF agreement.",25101,,CHAMBLISS,CT,,GAITHERSBURG,MD,20882,39.266512,-77.162647,,POINT (-77.162647 39.266512)
SEWAGE DISPOSAL,572841,CONSTRUCT,SINGLE FAMILY DWELLING,06/29/2011,09/20/2011,05/29/2013,09/20/2012,Finaled,0,"No basement plumbing facilities by gravity flow.
Sand mound construction allowed only during dry weather construction season.  Materials must be from an approved source.  Do not allow construction traffic over 25' downslope of initial mound or over replacement mounds or 25' downslope of replacement mounds.  When the corners of the sand mound are staked by a licensed surveyor, he must ensure the bottom corners are at the same elevation.  This property is in category W-6 and / or S-6 where there is no planned community service and an individual system may be installed on an indefinite basis without firm obligation to connect to community system when and if it becomes available.",19891,,BUCKLODGE,RD,,BOYDS,MD,20841,39.179995,-77.348922,,POINT (-77.348922 39.179995)
SEWAGE DISPOSAL,636040,RESTORE AND / OR REPAIR,,05/22/2013,06/24/2013,07/15/2013,,Finaled,0,This permit is for the repair of a failing septic system.&nbsp; A distribution box will be utilized to connect to the existing dry wells and new trenches.&nbsp; Bottom of trenches to be kept level.&nbsp; Observation ports to be installed at ends of trenches and on distribution box.&nbsp; Inspection and approval of this septic system does not constitute automatic approval for future additions to the existing house.&nbsp;,17808,,MUNCASTER,RD,,ROCKVILLE,MD,20855,39.149316,-77.142439,,POINT (-77.142439 39.149316)
SEWAGE DISPOSAL,651098,CONSTRUCT,SINGLE FAMILY DWELLING,10/09/2013,01/29/2015,01/26/2017,01/30/2016,Finaled,0,"Permitted system must use ""Best Available Treatment (BAT)"" and the installer must be certified by MDE and the treatment unit vendor.&nbsp; Starting point of initial absorption system to be surveyed by a registered land surveyor. Force main must be sleeved from tank to start of trench.&nbsp;Trenches to be connected in series. Septic tank access port to be installed as per well and septic standards and specifications. &nbsp;This property is in category W-6 and / or S-6 where there is no planned community service and an individual system may be installed on an indefinite basis without firm obligation to connect to community system when and if it becomes available.",10525,,TULIP,LN,,POTOMAC,MD,20854,39.059133,-77.218777,,POINT (-77.218777 39.059133)
SEWAGE DISPOSAL,534112,CONSTRUCT,REVISION,03/31/2010,04/02/2010,,04/02/2011,Issued,,"Starting point of initial absorption system to be surveyed by a registered land surveyor. Limits of septic easement for lot 32 to be staked by a registered land surveyor. This property is in category W-6 and / or S-6 where there is no planned community service and an individual system may be installed on an indefinite basis without firm obligation to connect to community system when and if it becomes available. Storm water infiltration structures and connector pipes must comply with well and septic system separation guidelines. Trenches to be connected in series. Septic tank access port to be installed as per well and septic standards and specifications. In the interest of workman safety, prior to placement of the seepage lines the depth of stone in deep unbraced trenches shall be extended to within not less than four feet from the finished grade.Plumbing elevation of house sewer line is critical and must be carefully established when constructing house.",12520,,SYCAMORE VIEW,DR,,POTOMAC,MD,20854,39.060302,-77.262088,,POINT (-77.262088 39.060302)
SEWAGE DISPOSAL,728973,RESTORE AND / OR REPAIR,SINGLE FAMILY DWELLING,09/18/2015,10/29/2015,06/02/2017,,Finaled,0,"This permit is only to replace the existing septic system.&nbsp; The existing well is to be properly abandoned and sealed by a licensed well driller.&nbsp; Observation ports are to be installed at the ends of all trenches.&nbsp; Existing septic tank is to be pumped, crushed, and backfilled.&nbsp;",20215,,WHITES FERRY,RD,,POOLESVILLE,MD,20837,39.147033,-77.422552,,POINT (-77.422552 39.147033)
SEWAGE DISPOSAL,828071,CONSTRUCT,SINGLE FAMILY DWELLING,02/16/2018,03/19/2018,05/07/2018,03/20/2019,Finaled,0,Starting point of initial absorption system to be surveyed by a registered land surveyor. This property is in category W-6 and / or S-6 where there is no planned community service and an individual system may be installed on an indefinite basis without firm obligation to connect to community system when and if it becomes available. Septic tank access port to be installed as per well and septic standards and specifications.,20358,,PEACH TREE,RD,,DICKERSON,MD,20842,39.191247,-77.383008,,POINT (-77.383008 39.191247)
SEWAGE DISPOSAL,872259,RESTORE AND / OR REPAIR,SINGLE FAMILY DWELLING,04/15/2019,04/22/2019,06/19/2019,,Finaled,0,"This permit is issued to replace the existing septic tank only � the original tank failed a recent inspection.&nbsp; The existing drywells have been confirmed in acceptable condition to remain. The new septic tank shall be connected to the existing drywells with new schedule 40 PVC pipe and new distribution box with observation port&nbsp; New manhole risers to be installed on both drywells.&nbsp; The existing septic tank must be pumped by a licensed scavenger, crushed and backfilled.&nbsp; This property is in sewer category S-3; an nexception from DEP shall be obtained. &nbsp;",9308,,EMORY GROVE,RD,,GAITHERSBURG,MD,20879,39.160968,-77.193861,,POINT (-77.193861 39.160968)
SEWAGE DISPOSAL,869080,CONSTRUCT,SINGLE FAMILY DWELLING,03/14/2019,03/26/2019,,03/26/2020,Issued,0,Starting point of initial absorption system to be surveyed by a registered land surveyor. This property is in category W-6 and / or S-6 where there is no planned community service and an individual system may be installed on an indefinite basis without firm obligation to connect to community system when and if it becomes available. Septic tank access port to be installed as per well and septic standards and specifications.,14908,,SPRING MEADOWS,DR,,GERMANTOWN,MD,20874,39.097573,-77.308084,,POINT (-77.308084 39.097573)
SEWAGE DISPOSAL,788917,CONSTRUCT,SINGLE FAMILY DWELLING,02/08/2017,08/08/2017,10/12/2017,08/09/2018,Finaled,0,"Starting point of initial absorption system to be surveyed by a registered land surveyor.&nbsp; Septic tank must have a minimum of two compartments or two tanks connected in series.&nbsp; Trenches to be constructed on contour, and located at least 100 feet away from any well location.&nbsp; Recommend observation ports be installed at the end of each trench.&nbsp; The access port is to be installed as per well and septic standards and specifications. Utilities must be 10 feet minimum from septic reserve area.&nbsp; Proposed house must be a minimum of 15 feet from septic tank and 20 feet from trenches.&nbsp; 

This property is in category S-6 where there is no planned community service and an individual system may be installed on an indefinite basis without firm obligation to connect to community system when and if it becomes available.&nbsp; Solid lines and trenches must be constructed within reserve area as shown on the Minor Plan Change Plan.&nbsp; MDE recommends septic tanks be pumped at a frequency adequate to ensure that solids are not discharged to the disposal area.&nbsp; In the interest of workman safety, prior to placement of the seepage lines the depth of stone in deep unbraced trenches shall be extended to within not less than four feet from the finished grade.<SPAN",7402,,WHITE HOUSE,LN,,GAITHERSBURG,MD,20882,39.210479,-77.143702,,POINT (-77.143702 39.210479)
SEWAGE DISPOSAL,898838,CONSTRUCT,SINGLE FAMILY DWELLING,12/06/2019,12/17/2019,,,Issued,0,"Top 2 corners of the septic reserve area and starting point of initial absorption system to be surveyed and staked by a registered land surveyor. Pre-construction meeting required before the start of any work. Distribution box to be utilized. Observation ports required on the ends of all trenches. Property served by public water. This property is in category W-1 and / or S-3 where an individual system may be installed on an indefinite basis without firm obligation to connect to community system when and if it becomes available.&nbsp;&nbsp;Septic tank access port to be installed as per well and septic standards and specifications.&nbsp; MDE recommends septic tanks be pumped at a frequency adequate to ensure that solids are not discharged to the disposal area. In the interest of workman safety, prior to placement of the seepage lines the depth of stone in deep unbraced trenches shall be extended to within not less than four feet from the finished grade. No basement plumbing facilities by gravity flow. &nbsp;The existing septic tank and pits are to be pumped, crushed, and backfilled; submit abandonment report before final approval of septic system.&nbsp;&nbsp; Riser needed on septic tank; maximum depth of tank is 36 inches below final grade. &nbsp;",9030,,BRONSON,DR,,POTOMAC,MD,20854,39.00639,-77.194986,,POINT (-77.194986 39.00639)
SEWAGE DISPOSAL,827208,RESTORE AND / OR REPAIR,SINGLE FAMILY DWELLING,02/07/2018,09/13/2019,10/30/2019,,Finaled,0,"Pre-construction meeting shall be conducted prior to the start of any work.&nbsp; This septic permit is issued to replace the existing septic system which has been confirmed failing.&nbsp; New distribution box with observation port and new trenches with observation ports at ends to be installed.&nbsp; Existing septic tank and drywell shall be pumped by licensed scavenger, crushed and backfilled.&nbsp; This property is in category W-6 and / or S-6 where there is no planned community service and an individual system may be installed on an indefinite basis without firm obligation to connect to community system when and if it becomes available.",1300,,MAGNOLIA,RD,,SILVER SPRING,MD,20905,39.12845,-76.987318,,POINT (-76.987318 39.12845)
SEWAGE DISPOSAL,756263,RESTORE AND / OR REPAIR,SINGLE FAMILY DWELLING,05/19/2016,06/06/2016,07/01/2016,,Finaled,0,"This permit is issued to replace the existing septic tank only � the original tank was hand-laid cinderblock.&nbsp; The new septic tank shall be connected to the existing drywell with new schedule 40 PVC pipe.&nbsp; The drywell has been confirmed in acceptable condition to remain.&nbsp; The existing septic tank must be pumped by a licensed scavenger, crushed and backfilled.&nbsp; This septic permit is issued to replace the existing septic tank ONLY � issuance of this permit does not constitute approval for any future building permit applications for the property.&nbsp; &nbsp;This property is in category W-6 and / or S-6 where there is no planned community service and an individual system may be installed on an indefinite basis without firm obligation to connect to community system when and if it becomes available.

&nbsp;",23701,,PLEASANT VIEW,LN,,GAITHERSBURG,MD,20882,39.244759,-77.193701,,POINT (-77.193701 39.244759)
SEWAGE DISPOSAL,709619,REMOVE AND REPLACE,,04/20/2015,04/21/2015,06/23/2015,,Finaled,0,"This permit is to replace the existing septic tank which was checked by a private inspector and found to be defective.&nbsp; Existing tank to be pumped, crushed, and back-filled.&nbsp; Drainage pipe for rain spout needs to be relocated away from tank.&nbsp; Drainage ditch heading towards tank needs to be filled.&nbsp;The existing septic system must be uncovered for evaluation.&nbsp; &nbsp;Inspection and approval of this septic system does not constitute automatic approval for future additions to the existing house.",26305,,JOHNSON,DR,,DAMASCUS,MD,20872,39.288192,-77.224731,,POINT (-77.224731 39.288192)
SEWAGE DISPOSAL,564392,RESTORE AND / OR REPAIR,SINGLE FAMILY DWELLING,03/29/2011,03/15/2012,12/17/2013,09/15/2013,Finaled,0,This permit to install a conventional sand mound system to serve the existing house only. There is no available septic reserve area; and this permit requires two variances from typical codes. Prior to final approval the property owner must submit evidence of a paid service contract with a qualified septic service company for the annual inspection of the septic system for a period of no less than 5 years.Sand mound construction allowed only during dry weather construction season.Sand mound corners to be staked by a licensed surveyor.A preconstruction inspection is required.Installer must be certified by the State to install sand mound systems.,9342,,HOLSEY,RD,,DAMASCUS,MD,20872,39.308683,-77.19337,,POINT (-77.19337 39.308683)
SEWAGE DISPOSAL,818559,CONSTRUCT,SINGLE FAMILY DWELLING,11/02/2017,11/16/2017,02/01/2018,11/17/2018,Finaled,0,"Starting point of initial absorption system to be surveyed by a registered land surveyor.&nbsp; Septic tank must have a minimum of two compartments or two tanks connected in series.&nbsp; Trenches to be constructed on contour, and located at least 100 feet away from any well location.&nbsp; Recommend observation ports be installed at the end of each trench.&nbsp; The access port is to be installed as per well and septic standards and specifications. Utilities must be 10 feet minimum from septic reserve area.&nbsp; Proposed house must be a minimum of 15 feet from septic tank and 20 feet from trenches.&nbsp; This property is in category S-6 where there is no planned community service and an individual system may be installed on an indefinite basis without firm obligation to connect to community system when and if it becomes available. Solid lines and trenches must be constructed within reserve area as shown on the record plat.&nbsp; MDE recommends septic tanks be pumped at a frequency adequate to ensure that solids are not discharged to the disposal area.&nbsp; 

&nbsp;",21217,,CRACKLIN,RD,,GAITHERSBURG,MD,20882,39.205336,-77.144656,,POINT (-77.144656 39.205336)
SEWAGE DISPOSAL,557303,CONSTRUCT,SINGLE FAMILY DWELLING,12/21/2010,05/13/2011,02/12/2013,05/13/2012,Finaled,0,"Starting point of initial absorption system to be surveyed by a registered land surveyor. This property is in category W-6 and / or S-6 where there is no planned community service and an individual system may be installed on an indefinite basis without firm obligation to connect to community system when and if it becomes available. Storm water infiltration structures and connector pipes must comply with well and septic system separation guidelines. Trenches to be connected in series. Septic tank access port to be installed as per well and septic standards and specifications.In the interest of workman safety, prior to placement of the seepage lines the depth of stone in deep unbraced trenches shall be extended to within not less than four feet from the finished grade.
Existing well to be abandoned per COMAR 26.04.04 standards.Existing tank and pits to be pumped by a licensed scavenger, crushed and backfilled.",2,,FOXDEN,CT,,ROCKVILLE,MD,20850,39.073284,-77.193708,,POINT (-77.193708 39.073284)
SEWAGE DISPOSAL,708770,RESTORE AND / OR REPAIR,,04/10/2015,07/15/2015,07/23/2015,,Finaled,0,This permit is only to replace the existing septic system.,10507,,TANAGER,LN,,POTOMAC,MD,20854,39.067387,-77.217328,,POINT (-77.217328 39.067387)
SEWAGE DISPOSAL,599938,CONSTRUCT,,05/23/2012,05/29/2012,08/30/2012,,Finaled,0,"Plumbing elevation of house sewer line is critical and must be carefully established when constructing house.

Trenches to be constructed on contour.Septic trenches to be 100 feet&nbsp; from any well location. 

&nbsp;Utilties must be 10 feet minimum from septic reserve area.Starting point of initial absorption system to be surveyed by a registered land surveyor. This property is in category W-6 and / or S-6 where there is no planned community service and an individual system may be installed on an indefinite basis without firm obligation to connect to community system when and if it becomes available. Trenches to be connected in series. &nbsp;Septic tank access port to be installed as per well and septic standards and specifications.",1425,,GOLD MINE,RD,,BROOKEVILLE,MD,20833,39.177287,-77.034627,,POINT (-77.034627 39.177287)
SEWAGE DISPOSAL,651056,RESTORE AND / OR REPAIR,SINGLE FAMILY DWELLING,10/09/2013,10/23/2013,11/19/2013,,Finaled,0,"This permit is for the repair of a failing septic system.&nbsp; A distribution box will be utilized.&nbsp; Trenches to be at least 5 feet from property line.&nbsp; Trenches to be constructed on contour.&nbsp; Observation ports to be installed on distribution box and at ends of trenches.&nbsp; The existing dry-well is to be pumped, crushed, and back-filled.&nbsp; Inspection and approval of this septic system does not imply automatic approval for living space additions.&nbsp; &nbsp;",24118,,LAYTONSVILLE,RD,,GAITHERSBURG,MD,20882,39.25224,-77.144284,,POINT (-77.144284 39.25224)
SEWAGE DISPOSAL,725799,RESTORE AND / OR REPAIR,SINGLE FAMILY DWELLING,08/25/2015,09/29/2015,09/29/2015,,Finaled,0,"This permit is only to replace the existing septic tank.&nbsp; The existing septic tank is to be pumped, crushed, and backfilled.",17610,,CONOY,RD,,BARNESVILLE,MD,20838,39.221429,-77.369298,,POINT (-77.369298 39.221429)
SEWAGE DISPOSAL,873792,RESTORE AND / OR REPAIR,SINGLE FAMILY DWELLING,04/29/2019,05/24/2019,08/01/2019,,Finaled,0,Pre-construction meeting required prior to the start of any work.&nbsp; This septic permit is issued to replace the existing trenches which have been confirmed failing � PUMPED SYSTEM REQUIRED.&nbsp; Pumped septic system required with&nbsp; new 1000-gallon top seam pump chamber to be installed.&nbsp; New distribution box and new trenches shall be installed in the area of the passing percolation test site.&nbsp; Observation ports to be installed at the ends of trenches as shown on&nbsp; site plan.&nbsp; The existing septic tank shall remain in place � manhole riser and baffles to be replaced as necessary.&nbsp; This property is in category S-6 where there is no planned community service and an individual system may be installed on an indefinite basis without firm obligation to connect to community system when and if it becomes available.,16117,,ASA,DR,,SPENCERVILLE,MD,20868,39.121421,-76.98145,,POINT (-76.98145 39.121421)
SEWAGE DISPOSAL,600247,CONSTRUCT,SINGLE FAMILY DWELLING,05/28/2012,06/08/2012,10/01/2012,,Finaled,0,No basement plumbing facilities by gravity flow.Plumbing elevation of house sewer line is critical and must be carefully established when constructing house.Trenches to be constructed on contour.Septic trenches to be 100 feet&nbsp; from any well location. Utilties must be 10 feet minimum from septic reserve area.Split system-Distribution box required. See site plan for trench details. Both starting points of initial absorption systems to be surveyed by a registered land surveyor. Trenches to be connected in series. Septic tank access port to be installed as per well and septic standards and specifications.,10148,,SYCAMORE HOLLOW,LN,,GERMANTOWN,MD,20876,39.212365,-77.2151,,POINT (-77.2151 39.212365)
SEWAGE DISPOSAL,852281,CONSTRUCT,SINGLE FAMILY DWELLING,09/18/2018,10/05/2018,06/19/2019,10/06/2019,Finaled,0,Starting point of initial absorption system to be surveyed by a registered land surveyor.&nbsp; Septic tank must have a minimum of two compartments or two tanks connected in series.&nbsp; Trenches to be constructed on contour and located at least 100 feet away from any well location.&nbsp; Recommend observation ports be installed at the end of each trench.&nbsp; The access port is to be installed as   per well and septic standards and specifications. Utilities must be 10 feet minimum from septic reserve area.&nbsp; Proposed house must be a minimum of 15 feet from septic tank and 20 feet from trenches.&nbsp; This property is in category W-6 and S-6 where there is no planned community service and an individual system may be installed on an indefinite basis without firm  obligation to connect to community system when and if it becomes available. Solid lines and trenches must be constructed within reserve area as shown on the record plat.&nbsp; MDE recommends septic tanks be pumped at a frequency adequate to ensure that solids are not discharged to the disposal area.&n,25362,,LYNWOOD FARM,CT,,CLARKSBURG,MD,20871,39.270428,-77.311174,,POINT (-77.311174 39.270428)
SEWAGE DISPOSAL,854329,CONSTRUCT,SINGLE FAMILY DWELLING,10/08/2018,10/12/2018,03/01/2019,10/13/2019,Finaled,0,Starting point of initial absorption system to be surveyed by a registered land surveyor. Distribution Box to be utilized. Observation ports recommend on the ends of all trenches. This property is in category W-6 and / or S-6 where there is no planned community service and an individual system may be installed on an indefinite basis without firm obligation to connect to community system when and if it becomes available. Septic tank access port to be installed as per well and septic standards and specifications.,132,,GREENTREE FARM,DR,,DICKERSON,MD,20842,39.196243,-77.371903,,POINT (-77.371903 39.196243)
SEWAGE DISPOSAL,863850,CONSTRUCT,SINGLE FAMILY DWELLING,01/18/2019,02/06/2019,,,Issued,0,Starting point of initial absorption system to be surveyed by a registered land surveyor.&nbsp; Septic tank must have a minimum of two compartments or two tanks connected in series.&nbsp; Trenches to be constructed on contour and located at least 100 feet away from anywell location.&nbsp; Recommend observation ports be installed at the end of each trench.&nbsp; The access port is to be installed as per well andseptic standards and specifications. Utilities must be 10 feet minimum from septic reserve area.&nbsp; Proposed house must be a minimumof 15 feet from septic tank and 20 feet from trenches.This property is in category W-6 and / or S-6 where there is no planned communityservice and an individual system may be installed on an indefinite basis without firm&nbsp; obligation to connect to community system whenand if it becomes available.&nbsp; Solid lines and trenches must beconstructed within septic easement or reserve area as shown on the recordplat. MDE recommends&nbsp; septic tanks pumped at a frequencyadequate to ensure that solids are not discharged to the disposal area.,17501,,RIDGE,DR,,ROCKVILLE,MD,20853,39.142463,-77.100736,,POINT (-77.100736 39.142463)
SEWAGE DISPOSAL,885344,RESTORE AND / OR REPAIR,SINGLE FAMILY DWELLING,08/06/2019,09/10/2019,10/30/2019,,Finaled,0,"***Prior to the start of any work the existing water well in basement must be properly abandoned and sealed.***&nbsp; Pre-construction meeting shall be conducted prior to the start of any work.&nbsp; This septic permit is issued to replace the existing septic system which has been confirmed failing.&nbsp; New distribution box with observation port and new trenches with observation ports at ends to be installed.&nbsp; Existing septic tank shall be pumped by a licensed scavenger, crushed and backfilled.&nbsp; This property is in category W-6 and / or S-6 where there is no planned community service and an individual system may be installed on an indefinite basis without firm obligation to connect to community system when and if it becomes available.    &nbsp;",23409,,WOODFIELD,RD,,GAITHERSBURG,MD,20882,39.240645,-77.182526,,POINT (-77.182526 39.240645)
SEWAGE DISPOSAL,650143,REMOVE AND REPLACE,SINGLE FAMILY DWELLING,09/30/2013,09/30/2013,10/02/2013,,Finaled,0,"This permit to replace the original (1959) septic tank as it has been found, by a private inspection,&nbsp;to be leaking. The new tank is to be a top-seam tank of at least 1250 gal. capacity. The new tank must have standard access to grade; and the backfill over the tank must not exceed four feet. The exisitng seepage pit (1959) is to be retained and should be uncovered during the tank installation so its liquid level can be assessed. Install a 4-inch pvc. sch. 40 stand-pipe on the seepage pit. Replace the pipe between the new septic tank and the seepage pit as necessary. The capacity of the seepage pit is three (3) bedrooms as per the 1959 permit.",9305,,GUE,RD,,DAMASCUS,MD,20872,39.302438,-77.194382,,POINT (-77.194382 39.302438)
SEWAGE DISPOSAL,596200,REPLACE,SINGLE FAMILY DWELLING,04/13/2012,04/18/2012,,04/18/2013,Issued,,This permit to replace the existing concrete septic tank with a new plastic septic tank. The existing septic system fails during wet weather periods and the owner has requested permission to install a new plastic septic tank to improve the function of the system. The County does not warrant that the system will be functional after this installation.,26945,,RIDGE,RD,,DAMASCUS,MD,20872,39.297897,-77.20251,,POINT (-77.20251 39.297897)
SEWAGE DISPOSAL,616099,CONSTRUCT,SINGLE FAMILY DWELLING,10/26/2012,11/08/2012,07/05/2013,,Finaled,0,"Sand mound construction allowed only during dry weather construction season.&nbsp; Materials must be from an approved source.&nbsp; Do not allow construction traffic over 25�&nbsp;setback of initial mound or over replacement mounds or 25� setback of replacement mounds.&nbsp; When the corners of the sand mound are staked by a licensed surveyor,&nbsp;bottom corners must be at the same elevation.&nbsp; Existing septic system must be abandoned.&nbsp; ALL PORTIONS OF&nbsp;FORCE MAIN MUST BE SLEEVED UNDER AND WITHIN 25 FEET&nbsp;OF EXISTING AND PROPOSED DRIVEWAYS.&nbsp; A PERMANENT FENCE MUST BE&nbsp;INSTALLED 25 FEET OFF THE SANDMOUND AROUND THE ENTIRE PERIMETER.",18101,,CATTAIL,RD,,POOLESVILLE,MD,20837,39.145988,-77.391806,,POINT (-77.391806 39.145988)
SEWAGE DISPOSAL,546563,CONSTRUCT,SINGLE FAMILY DWELLING,08/17/2010,10/19/2010,,04/19/2012,Issued,,"Permit for new septic system to serve re-located dwelling. Permit is for a six bedroom septic system. At owner's option, system can be decreased to a four bedroom system by using a 1500 gal. septic tank and 202 linear feet of septic trench.Utilties must be 10 feet minimum from septic reserve area.No basement plumbing facilities by gravity flow.Trenches to be constructed on contour.Septic trenches to be 100 feet  from any well location. Starting point of initial absorption system to be surveyed by a registered land surveyor. This property is in category W-6 and / or S-6 where there is no planned community service and an individual system may be installed on an indefinite basis without firm obligation to connect to community system when and if it becomes available. Trenches to be connected in series.  Septic tank access port to be installed as per well and septic standards and specifications.",10701,,BETHESDA CHURCH,RD,,DAMASCUS,MD,20872,39.292998,-77.218428,,POINT (-77.218428 39.292998)
SEWAGE DISPOSAL,620775,CONSTRUCT,SINGLE FAMILY DWELLING,12/12/2012,12/14/2012,,12/15/2013,Issued,0,Septic easement and trench start to be staked by a registered land surveyor.Dual alternating pump system with alarm is required. Pump specifications are to be submitted&nbsp;prior to installation.&nbsp;This property is category&nbsp;S-6 where there is no planned community service and an individual system may be installed on an indefinite basis without firm obligation to connect to community system when and if it becomes available. Storm water&nbsp;structures&nbsp;must comply with septic separation guidelines.&nbsp;Access port to be installed at trench statrt.Trenches to be connected in series. Septic tank access port&nbsp;required.House sewer&nbsp;elevation&nbsp;must be carefully established when constructing house.,10200,,LAKEWOOD,DR,,ROCKVILLE,MD,20850,39.072607,-77.210992,,POINT (-77.210992 39.072607)
SEWAGE DISPOSAL,668359,RESTORE AND / OR REPAIR,SINGLE FAMILY DWELLING,04/04/2014,04/08/2014,04/08/2014,,Finaled,0,This permit is only to replace the pump chamber that serves the equestrian center and the barn and apartments and the lid of the septic tank that serves the barn and apartments.,19301,,BUCKLODGE,RD,,BOYDS,MD,20841,39.170545,-77.352829,,POINT (-77.352829 39.170545)
SEWAGE DISPOSAL,623285,CONSTRUCT,,01/14/2013,01/15/2013,02/04/2013,,Finaled,0,"This permit is to replace the existing septic tank only. The existing tank is to be pumped, crushed, and backfilled. New tank to have standard access ports.",15928,,GREEN MEADOW,RD,,GAITHERSBURG,MD,20878,39.117783,-77.26995,,POINT (-77.26995 39.117783)
SEWAGE DISPOSAL,620049,CONSTRUCT,SINGLE FAMILY DWELLING,12/06/2012,12/13/2012,05/23/2013,12/14/2014,Finaled,0,"Septic trenches to be 100 feet&nbsp; from any well location. 

No basement plumbing facilities by gravity flow.

&nbsp;Trenches to be constructed on contour.

Split system-Distribution box required. See site plan for trench details. Both starting points of initial absorption systems to be surveyed by a registered land surveyor. Trenches to be connected in series. Septic tank access port to be installed as per well and septic standards and specifications.",10157,,SYCAMORE HOLLOW,LN,,GERMANTOWN,MD,20876,39.212259,-77.211967,,POINT (-77.211967 39.212259)
SEWAGE DISPOSAL,782209,REPLACE,SINGLE FAMILY DWELLING,12/01/2016,03/13/2017,03/21/2017,,Finaled,0,"This permit is issued to replace the existing septic tank only � the original tank failed a recent inspection.&nbsp; The new septic tank shall be connected to a new distribution box with new schedule 40 PVC pipe.&nbsp; Condition of all pipe to be checked and replaced with schedule 40 PVC pipe as necessary.&nbsp; The drywells have been confirmed in acceptable condition to remain. The existing septic tank must be pumped by a licensed scavenger, crushed and backfilled.&nbsp; This septic permit is issued to replace the existing septic tank ONLY � issuance of this permit does not constitute approval for any future building permit applications for the property.&nbsp; This property is in category S-6 where there is no planned community service and an individual system may be installed on an indefinite basis without firm obligation to connect to community system when and if it becomes available.",27000,,CLARKSBURG,RD,,DAMASCUS,MD,20872,39.299815,-77.259551,,POINT (-77.259551 39.299815)
SEWAGE DISPOSAL,589534,RESTORE AND / OR REPAIR,SINGLE FAMILY DWELLING,01/25/2012,02/21/2012,,02/21/2013,Issued,,"This permit is only to permanently abandon 1 drywell, replace outlet baffle on existing septic tank, and run new pipe from existing septic tank to 2nd existing drywell in series.",11024,,STANMORE,DR,,POTOMAC,MD,20854,0,0,,POINT (0 0)
