PermitNumber,ApplicationTrackingID,SequenceNumber,ApplicationTypeShortDesc,PermitStatusID,PermitStatusShortDesc,PermitSeriesID,PermitSeriesShortDesc,PermitTypeID,PermitTypeDesc,SpecificStipulations,PermitIssueDate,IssuedWorkStartDate,IssuedWorkEndDate,BoroughName,OnStreetName,FromStreetName,ToStreetName,PermitteeName,CreatedOn,ModifiedOn
MIB2018201A01,2018041701146480,0001,New,006,ISSUED & PRINTED,IB,Bus Stop Permit,IB01,Intercity Bus Stop Permit,"Only 1 bus(es) permitted at any given time. Upon request, provide a copy of the approved schedule signed-off by the NYC DOT. Permittee must follow all applicable laws and rules, including but not limited to section 4-10 of Title 34 of the Rules of the City of New York.",07/20/2018,07/20/2018,07/20/2021,MANHATTAN,WEST   40 STREET,8 AVENUE,9 AVENUE,"GALAXY TOWERS, INC.",07/20/2018,07/20/2018
MIB2019010A14,2018112601001243,0001,New,006,ISSUED & PRINTED,IB,Bus Stop Permit,IB01,Intercity Bus Stop Permit,"Only 1 bus(es) permitted at any given time. Upon request, provide a copy of the approved schedule signed-off by the NYC DOT. Permittee must follow all applicable laws and rules, including but not limited to section 4-10 of Title 34 of the Rules of the City of New York.",01/10/2019,01/10/2019,01/10/2022,MANHATTAN,EAST   40 STREET,3 AVENUE,LEXINGTON AVENUE,"Hampton Jitney, Inc.",01/10/2019,01/10/2019
2018011513,ICBPS-20180115-13,0001,Renew,030,EXPIRED,IB,Bus Stop Permit,IB01,Intercity Bus Stop Permit,"Pursuant to our guidelines only 1 bus is permitted at any given time. Upon request, provide a copy of the approved schedule signed-off by the department.",01/30/2018,01/30/2018,01/10/2019,BROOKLYN,WATER STREET,FULTON STREET,JOHN STREET,"Hampton Jitney, Inc.",01/15/2018,01/10/2019
2016100788,ICBPS-20161007-88,0001,Renew,030,EXPIRED,IB,Bus Stop,IB01,Intercity Bus Stop Permit,"Pursuant to our guidelines only 1 bus is permitted at any given time. Upon request, provide a copy of the approved schedule signed-off by the department.",01/10/2017,01/10/2017,01/10/2018,MANHATTAN,LEXINGTON AVENUE,EAST   59 STREET,EAST   60 STREET,"Hampton Jitney, Inc.",10/07/2016,03/30/2018
BIB2019010A01,2018112700926567,0001,New,006,ISSUED & PRINTED,IB,Bus Stop Permit,IB01,Intercity Bus Stop Permit,"Only 1 bus(es) permitted at any given time. Upon request, provide a copy of the approved schedule signed-off by the NYC DOT. Permittee must follow all applicable laws and rules, including but not limited to section 4-10 of Title 34 of the Rules of the City of New York.",01/10/2019,01/10/2019,01/10/2022,BROOKLYN,TILLARY STREET,CADMAN PLAZA EAST,CLINTON STREET,"Hampton Jitney, Inc.",01/10/2019,01/10/2019
2013082188,ICBPS-20130821-88,0001,Renew,030,EXPIRED,IB,Bus Stop,IB01,Intercity Bus Stop Permit,"Pursuant to our guidelines only 1 bus is permitted at any given time. Upon request, provide a copy of the approved schedule signed-off by the department.",10/03/2013,10/03/2013,10/03/2014,MANHATTAN,3 AVENUE,EAST   60 STREET,EAST   61 STREET,Hampton Transportation Ventures Inc.,08/21/2013,02/09/2018
2016100781,ICBPS-20161007-81,0001,Renew,030,EXPIRED,IB,Bus Stop,IB01,Intercity Bus Stop Permit,"Pursuant to our guidelines only 1 bus is permitted at any given time. Upon request, provide a copy of the approved schedule signed-off by the department.",01/10/2017,01/10/2017,01/10/2018,MANHATTAN,3 AVENUE,EAST   51 STREET,EAST   52 STREET,"Hampton Jitney, Inc.",10/07/2016,03/30/2018
20140815103,ICBPS-20140815-103,0001,Renew,030,EXPIRED,IB,Bus Stop,IB01,Intercity Bus Stop Permit,"Pursuant to our guidelines only 1 bus is permitted at any given time. Upon request, provide a copy of the approved schedule signed-off by the department.",10/17/2014,10/17/2014,10/17/2015,MANHATTAN,LEXINGTON AVENUE,EAST   58 STREET,EAST   59 STREET,Hampton Transportation Ventures Inc.,08/15/2014,02/09/2018
20141210154,ICBPS-20141210-154,0001,New,030,EXPIRED,IB,Bus Stop,IB01,Intercity Bus Stop Permit,"Pursuant to our guidelines only 1 bus is permitted at any given time. Upon request, provide a copy of the approved schedule signed-off by the department.",01/15/2016,01/15/2016,10/05/2016,MANHATTAN,WEST   31 STREET,8 AVENUE,9 AVENUE,"ACADEMY EXPRESS, L.L.C.",12/10/2014,02/09/2018
20161025109,ICBPS-20161025-109,0001,Renew,030,EXPIRED,IB,Bus Stop,IB01,Intercity Bus Stop Permit,"Pursuant to our guidelines only 1 bus is permitted at any given time. Upon request, provide a copy of the approved schedule signed-off by the department.",11/04/2016,11/04/2016,05/05/2017,MANHATTAN,LEXINGTON AVENUE,EAST   82 STREET,EAST   83 STREET,"Hampton Jitney, Inc.",10/25/2016,02/09/2018
20130823131,ICBPS-20130823-131,0001,Renew,030,EXPIRED,IB,Bus Stop,IB01,Intercity Bus Stop Permit,"Pursuant to our guidelines only 1 bus is permitted at any given time. Upon request, provide a copy of the approved schedule signed-off by the department.",01/10/2014,01/10/2014,01/10/2017,MANHATTAN,EAST   40 STREET,3 AVENUE,LEXINGTON AVENUE,"Hampton Jitney, Inc.",08/23/2013,02/09/2018
20130830195,ICBPS-20130830-195,0001,Renew,030,EXPIRED,IB,Bus Stop,IB01,Intercity Bus Stop Permit,"Pursuant to our guidelines only 1 bus is permitted at any given time. Upon request, provide a copy of the approved schedule signed-off by the department.",10/03/2013,10/03/2013,10/03/2016,MANHATTAN,6 AVENUE,GRAND STREET,WATTS STREET,"Greyhound Lines, Inc",08/30/2013,02/09/2018
QIB2018150A00,2018040900673373,0001,New,006,ISSUED & PRINTED,IB,Bus Stop,IB01,Intercity Bus Stop Permit,"Only 1 bus(es)  permitted at any given time. Upon request, provide a copy of the approved schedule signed-off by the Department. Permittee must follow all applicable laws and rules, including but not limited to section 1642-a of the NYS Vehicle and Traffic Law and section 4-10(d) of Title 34 of the Rules of the City of New York.",05/30/2018,05/30/2018,05/30/2021,QUEENS,ROOSEVELT AVENUE,MAIN STREET,PRINCE STREET,Skyliner Travel & Tour Bus Corp.,05/30/2018,05/30/2018
2015062355,ICBPS-20150623-55,0001,New,030,EXPIRED,IB,Bus Stop,IB01,Intercity Bus Stop Permit,"Pursuant to our guidelines only 1 bus is permitted at any given time. Upon request, provide a copy of the approved schedule signed-off by the department.",07/14/2015,07/14/2015,09/22/2015,MANHATTAN,LEXINGTON AVENUE,EAST   85 STREET,EAST   86 STREET,"Hampton Jitney, Inc.",06/23/2015,02/09/2018
MIB2018325A01,2018111900687600,0001,New,006,ISSUED & PRINTED,IB,Bus Stop Permit,IB01,Intercity Bus Stop Permit,"Only 1 bus(es) permitted at any given time. Upon request, provide a copy of the approved schedule signed-off by the NYC DOT. Permittee must follow all applicable laws and rules, including but not limited to section 4-10 of Title 34 of the Rules of the City of New York.",11/21/2018,11/21/2018,11/21/2020,MANHATTAN,3 AVENUE,EAST   50 STREET,EAST   51 STREET,"M&V Corporate Transportation, Inc.",11/21/2018,11/21/2018
20170810108,ICBPS-20170810-108,0001,New,006,ISSUED & PRINTED,IB,BUS STOP PERMITS,IB01,Intercity Bus Stop Permit,"Pursuant to our guidelines only 1 bus is permitted at any given time. Upon request, provide a copy of the approved schedule signed-off by the department.",01/11/2018,01/11/2018,01/11/2021,BRONX,BRUCKNER EXPRESSWAY,BRUCKNER EXPRESSWAY EB ET    8 B,WILKINSON AVENUE,"MBT WORLDWIDE, INC.",08/10/2017,07/17/2018
MIB2018325A00,2018111900664813,0001,New,006,ISSUED & PRINTED,IB,Bus Stop Permit,IB01,Intercity Bus Stop Permit,"Only 1 bus(es) permitted at any given time. Upon request, provide a copy of the approved schedule signed-off by the NYC DOT. Permittee must follow all applicable laws and rules, including but not limited to section 4-10 of Title 34 of the Rules of the City of New York.",11/21/2018,11/21/2018,11/21/2020,MANHATTAN,3 AVENUE,EAST   40 STREET,EAST   41 STREET,"M&V Corporate Transportation, Inc.",11/21/2018,11/21/2018
2018011514,ICBPS-20180115-14,0001,Renew,030,EXPIRED,IB,Bus Stop Permit,IB01,Intercity Bus Stop Permit,"Pursuant to our guidelines only 1 bus is permitted at any given time. Upon request, provide a copy of the approved schedule signed-off by the department.",01/30/2018,01/30/2018,01/10/2019,MANHATTAN,WATER STREET,BROAD STREET,COENTIES SLIP,"Hampton Jitney, Inc.",01/15/2018,01/10/2019
MIB2018085A00,2018032600305557,0001,New,906,VOIDED AFTER ISSUE,IB,Bus Stop,IB01,Intercity Bus Stop Permit,"Only 1 bus(es)  permitted at any given time. Upon request, provide a copy of the approved schedule signed-off by the Department. Permittee must follow all applicable laws and rules, including but not limited to section 1642-a of the NYS Vehicle and Traffic Law and section 4-10(d) of Title 34 of the Rules of the City of New York.",03/26/2018,03/26/2018,03/26/2020,MANHATTAN,EAST HOUSTON STREET,BOWERY,ELIZABETH STREET,"Experience The Ride NY, LLC",03/26/2018,03/26/2018
2013080537,ICBPS-20130805-37,0001,New,030,EXPIRED,IB,Bus Stop,IB01,Intercity Bus Stop Permit,"Pursuant to our guidelines only 1 bus is permitted at any given time. Upon request, provide a copy of the approved schedule signed-off by the department.",10/18/2013,10/18/2013,10/18/2016,MANHATTAN,PIKE STREET,HENRY STREET,MADISON STREET,Asian Express Travel Inc,08/05/2013,02/09/2018
2017042758,ICBPS-20170427-58,0001,New,006,ISSUED & PRINTED,IB,Bus Stop,IB01,Intercity Bus Stop Permit,"Pursuant to our guidelines only 1 bus is permitted at any given time. Upon request, provide a copy of the approved schedule signed-off by the department.",08/02/2017,08/02/2017,08/02/2020,MANHATTAN,YORK AVENUE,EAST   68 STREET,EAST   70 STREET,Cornell University Motorcoach,04/27/2017,02/08/2018
MIB2019010A25,2018112600568747,0001,New,006,ISSUED & PRINTED,IB,Bus Stop Permit,IB01,Intercity Bus Stop Permit,"Only 1 bus(es) permitted at any given time. Upon request, provide a copy of the approved schedule signed-off by the NYC DOT. Permittee must follow all applicable laws and rules, including but not limited to section 4-10 of Title 34 of the Rules of the City of New York.",01/10/2019,01/10/2019,01/10/2022,MANHATTAN,2 AVENUE,EAST   11 STREET,EAST   12 STREET,"Hampton Jitney, Inc.",01/10/2019,01/10/2019
BIB2018344A00,2018061401212137,0001,New,006,ISSUED & PRINTED,IB,Bus Stop Permit,IB01,Intercity Bus Stop Permit,"Only 1 bus(es) permitted at any given time. Upon request, provide a copy of the approved schedule signed-off by the NYC DOT. Permittee must follow all applicable laws and rules, including but not limited to section 4-10 of Title 34 of the Rules of the City of New York.",12/10/2018,12/10/2018,12/10/2020,BROOKLYN,8 AVENUE,58 STREET,59 STREET,SNW TRANSPORTATION INC,12/10/2018,12/10/2018
2017021434,ICBPS-20170214-34,0001,Renew,030,EXPIRED,IB,Bus Stop Permit,IB01,Intercity Bus Stop Permit,"Pursuant to our guidelines only 1 bus is permitted at any given time. Upon request, provide a copy of the approved schedule signed-off by the department.",03/07/2017,03/07/2017,03/07/2019,MANHATTAN,PIKE STREET,HENRY STREET,MADISON STREET,S & F Travel Inc.,02/14/2017,03/07/2019
20130822123,ICBPS-20130822-123,0001,Renew,030,EXPIRED,IB,Bus Stop,IB01,Intercity Bus Stop Permit,"Pursuant to our guidelines only 1 bus is permitted at any given time. Upon request, provide a copy of the approved schedule signed-off by the department.",10/25/2013,10/25/2013,10/25/2014,MANHATTAN,8 AVENUE,WEST   40 STREET,WEST   41 STREET,Spanish Transportation service corp,08/22/2013,02/09/2018
MIB2019010A26,2018112000665783,0001,New,006,ISSUED & PRINTED,IB,Bus Stop Permit,IB01,Intercity Bus Stop Permit,"Only 1 bus(es) permitted at any given time. Upon request, provide a copy of the approved schedule signed-off by the NYC DOT. Permittee must follow all applicable laws and rules, including but not limited to section 4-10 of Title 34 of the Rules of the City of New York.",01/10/2019,01/10/2019,01/10/2022,MANHATTAN,1 AVENUE,EAST   23 STREET,EAST   24 STREET,"Hampton Jitney, Inc.",01/10/2019,01/10/2019
MIB2019010A27,2018110901026630,0001,New,006,ISSUED & PRINTED,IB,Bus Stop Permit,IB01,Intercity Bus Stop Permit,"Only 1 bus(es) permitted at any given time. Upon request, provide a copy of the approved schedule signed-off by the NYC DOT. Permittee must follow all applicable laws and rules, including but not limited to section 4-10 of Title 34 of the Rules of the City of New York.",01/10/2019,01/10/2019,01/10/2022,MANHATTAN,3 AVENUE,EAST   39 STREET,EAST   40 STREET,"Hampton Jitney, Inc.",01/10/2019,01/10/2019
20130917225,ICBPS-20130917-225,0001,Renew,030,EXPIRED,IB,Bus Stop,IB01,Intercity Bus Stop Permit,"Pursuant to our guidelines only 1 bus is permitted at any given time. Upon request, provide a copy of the approved schedule signed-off by the department.",07/18/2014,07/18/2014,07/18/2017,MANHATTAN,BROADWAY,WEST  175 STREET,WEST  176 STREET,"Latin Express Service, Inc.",09/17/2013,02/09/2018
20170716101,ICBPS-20170716-101,0001,Renew,030,EXPIRED,IB,Bus Stop Permit,IB01,Intercity Bus Stop Permit,"Pursuant to our guidelines only 1 bus is permitted at any given time. Upon request, provide a copy of the approved schedule signed-off by the department.",08/17/2017,08/17/2017,08/17/2018,BROOKLYN,6 AVENUE,63 STREET,64 STREET,"Victoria's Transportation Co., Inc.",07/16/2017,08/17/2018
201501123,ICBPS-20150112-3,0001,Renew,030,EXPIRED,IB,Bus Stop,IB01,Intercity Bus Stop Permit,"Pursuant to our guidelines only 1 bus is permitted at any given time. Upon request, provide a copy of the approved schedule signed-off by the department.",03/28/2015,03/28/2015,03/28/2018,MANHATTAN,CANAL STREET,ELDRIDGE STREET,FORSYTH STREET,Taos Travel Inc.,01/12/2015,03/28/2018
BIB2019010A00,2018112700946093,0001,New,006,ISSUED & PRINTED,IB,Bus Stop Permit,IB01,Intercity Bus Stop Permit,"Only 1 bus(es) permitted at any given time. Upon request, provide a copy of the approved schedule signed-off by the NYC DOT. Permittee must follow all applicable laws and rules, including but not limited to section 4-10 of Title 34 of the Rules of the City of New York.",01/10/2019,01/10/2019,01/10/2022,BROOKLYN,UNION STREET,4 AVENUE,5 AVENUE,"Hampton Jitney, Inc.",01/10/2019,01/10/2019
MIB2019010A29,2018112600946870,0001,New,006,ISSUED & PRINTED,IB,Bus Stop Permit,IB01,Intercity Bus Stop Permit,"Only 1 bus(es) permitted at any given time. Upon request, provide a copy of the approved schedule signed-off by the NYC DOT. Permittee must follow all applicable laws and rules, including but not limited to section 4-10 of Title 34 of the Rules of the City of New York.",01/10/2019,01/10/2019,01/10/2022,MANHATTAN,6 AVENUE,WEST   37 STREET,WEST   38 STREET,"Hampton Jitney, Inc.",01/10/2019,01/10/2019
2013082191,ICBPS-20130821-91,0001,Renew,030,EXPIRED,IB,Bus Stop,IB01,Intercity Bus Stop Permit,"Pursuant to our guidelines only 1 bus is permitted at any given time. Upon request, provide a copy of the approved schedule signed-off by the department.",10/03/2013,10/03/2013,10/03/2014,MANHATTAN,LEXINGTON AVENUE,EAST   39 STREET,EAST   40 STREET,Hampton Transportation Ventures Inc.,08/21/2013,02/09/2018
20131121284,ICBPS-20131121-284,0001,New,030,EXPIRED,IB,Bus Stop,IB01,Intercity Bus Stop Permit,"Pursuant to our guidelines only 1 bus is permitted at any given time. Upon request, provide a copy of the approved schedule signed-off by the department.",05/22/2014,05/22/2014,05/22/2015,MANHATTAN,9 AVENUE,WEST   29 STREET,WEST   30 STREET,"Greyhound Lines, Inc",11/21/2013,02/09/2018
MIB2019010A05,2018112700966220,0001,New,006,ISSUED & PRINTED,IB,Bus Stop Permit,IB01,Intercity Bus Stop Permit,"Only 1 bus(es) permitted at any given time. Upon request, provide a copy of the approved schedule signed-off by the NYC DOT. Permittee must follow all applicable laws and rules, including but not limited to section 4-10 of Title 34 of the Rules of the City of New York.",01/10/2019,01/10/2019,01/10/2022,MANHATTAN,WATER STREET,FULTON STREET,JOHN STREET,"Hampton Jitney, Inc.",01/10/2019,01/10/2019
MIB2019010A21,2018112600921133,0001,New,006,ISSUED & PRINTED,IB,Bus Stop Permit,IB01,Intercity Bus Stop Permit,"Only 1 bus(es) permitted at any given time. Upon request, provide a copy of the approved schedule signed-off by the NYC DOT. Permittee must follow all applicable laws and rules, including but not limited to section 4-10 of Title 34 of the Rules of the City of New York.",01/10/2019,01/10/2019,01/10/2022,MANHATTAN,3 AVENUE,EAST   79 STREET,EAST   80 STREET,"Hampton Jitney, Inc.",01/10/2019,01/10/2019
20171019158,ICBPS-20171019-158,0001,New,030,EXPIRED,IB,Bus Stop Permit,IB01,Intercity Bus Stop Permit,"Pursuant to our guidelines only 1 bus is permitted at any given time. Upon request, provide a copy of the approved schedule signed-off by the department.",02/05/2018,02/05/2018,02/05/2019,MANHATTAN,LEXINGTON AVENUE,EAST   38 STREET,EAST   39 STREET,M&V Corporate Transportation Inc.,10/19/2017,02/05/2019
20161101114,ICBPS-20161101-114,0001,Renew,006,ISSUED & PRINTED,IB,Bus Stop,IB01,Intercity Bus Stop Permit,"Pursuant to our guidelines only 1 bus is permitted at any given time. Upon request, provide a copy of the approved schedule signed-off by the department.",09/01/2017,09/01/2017,09/01/2020,MANHATTAN,WEST   53 STREET,6 AVENUE,7 AVENUE,Limoliner LLC,11/01/2016,02/08/2018
2018011512,ICBPS-20180115-12,0001,Renew,030,EXPIRED,IB,Bus Stop Permit,IB01,Intercity Bus Stop Permit,"Pursuant to our guidelines only 1 bus is permitted at any given time. Upon request, provide a copy of the approved schedule signed-off by the department.",01/30/2018,01/30/2018,01/10/2019,BROOKLYN,WATER STREET,FULTON STREET,JOHN STREET,"Hampton Jitney, Inc.",01/15/2018,01/10/2019
2017041754,ICBPS-20170417-54,0001,New,006,ISSUED & PRINTED,IB,Bus Stop,IB01,Intercity Bus Stop Permit,"Pursuant to our guidelines only 1 bus is permitted at any given time. Upon request, provide a copy of the approved schedule signed-off by the department.",07/28/2017,07/28/2017,07/28/2020,MANHATTAN,CHRYSTIE STREET,CANAL STREET,HESTER STREET,Tribal Sun Bus Company LLC,04/17/2017,02/08/2018
20131007245,ICBPS-20131007-245,0001,New,030,EXPIRED,IB,Bus Stop,IB01,Intercity Bus Stop Permit,"Pursuant to our guidelines only 1 bus is permitted at any given time. Upon request, provide a copy of the approved schedule signed-off by the department.",10/17/2014,10/17/2014,10/17/2017,MANHATTAN,WEST   86 STREET,CENTRAL PARK WEST,COLUMBUS AVENUE,"Hampton Jitney, Inc.",10/07/2013,02/09/2018
20130823129,ICBPS-20130823-129,0001,Renew,030,EXPIRED,IB,Bus Stop,IB01,Intercity Bus Stop Permit,"Pursuant to our guidelines only 1 bus is permitted at any given time. Upon request, provide a copy of the approved schedule signed-off by the department.",01/10/2014,01/10/2014,01/10/2017,MANHATTAN,3 AVENUE,EAST   79 STREET,EAST   80 STREET,"Hampton Jitney, Inc.",08/23/2013,02/09/2018
201801095,ICBPS-20180109-5,0001,Renew,030,EXPIRED,IB,Bus Stop Permit,IB01,Intercity Bus Stop Permit,"Pursuant to our guidelines only 1 bus is permitted at any given time. Upon request, provide a copy of the approved schedule signed-off by the department.",01/30/2018,01/30/2018,01/10/2019,MANHATTAN,BATTERY PLACE,WASHINGTON STREET,BROOKLYN BATTERY TUNNEL,"Hampton Jitney, Inc.",01/09/2018,01/10/2019
20141023145,ICBPS-20141023-145,0001,New,030,EXPIRED,IB,Bus Stop,IB01,Intercity Bus Stop Permit,"Pursuant to our guidelines only 1 bus is permitted at any given time. Upon request, provide a copy of the approved schedule signed-off by the department.",02/05/2016,02/05/2016,02/05/2017,MANHATTAN,EAST BROADWAY,PIKE STREET,RUTGERS STREET,GD TOUR INC,10/23/2014,02/09/2018
20171015136,ICBPS-20171015-136,0001,Renew,030,EXPIRED,IB,Bus Stop Permit,IB01,Intercity Bus Stop Permit,"Pursuant to our guidelines only 1 bus is permitted at any given time. Upon request, provide a copy of the approved schedule signed-off by the department.",01/10/2018,01/10/2018,01/10/2019,MANHATTAN,3 AVENUE,EAST   42 STREET,EAST   43 STREET,"Hampton Jitney, Inc.",10/15/2017,01/10/2019
2016100782,ICBPS-20161007-82,0001,Renew,030,EXPIRED,IB,Bus Stop,IB01,Intercity Bus Stop Permit,"Pursuant to our guidelines only 1 bus is permitted at any given time. Upon request, provide a copy of the approved schedule signed-off by the department.",01/10/2017,01/10/2017,01/10/2018,MANHATTAN,3 AVENUE,EAST   60 STREET,EAST   61 STREET,"Hampton Jitney, Inc.",10/07/2016,03/30/2018
20170728107,ICBPS-20170728-107,0001,Renew,030,EXPIRED,IB,Bus Stop,IB01,Intercity Bus Stop Permit,"Pursuant to our guidelines only 1 bus is permitted at any given time. Upon request, provide a copy of the approved schedule signed-off by the department.",10/17/2017,10/17/2017,01/10/2018,MANHATTAN,BROADWAY,WEST   85 STREET,WEST   86 STREET,"Hampton Jitney, Inc.",07/28/2017,02/09/2018
2013082199,ICBPS-20130821-99,0001,Renew,030,EXPIRED,IB,Bus Stop,IB01,Intercity Bus Stop Permit,"Pursuant to our guidelines only 1 bus is permitted at any given time. Upon request, provide a copy of the approved schedule signed-off by the department.",02/28/2014,02/28/2014,02/28/2016,QUEENS,HILLSIDE AVENUE,219 STREET,SPRINGFIELD BOULEVARD,"Adirondack Transit Lines, Inc.",08/21/2013,02/16/2018
MIB2019010A06,2018112700960150,0001,New,006,ISSUED & PRINTED,IB,Bus Stop Permit,IB01,Intercity Bus Stop Permit,"Only 1 bus(es) permitted at any given time. Upon request, provide a copy of the approved schedule signed-off by the NYC DOT. Permittee must follow all applicable laws and rules, including but not limited to section 4-10 of Title 34 of the Rules of the City of New York.",01/10/2019,01/10/2019,01/10/2022,MANHATTAN,WATER STREET,BROAD STREET,COENTIES SLIP,"Hampton Jitney, Inc.",01/10/2019,01/10/2019
2016100897,ICBPS-20161008-97,0001,Renew,030,EXPIRED,IB,Bus Stop,IB01,Intercity Bus Stop Permit,"Pursuant to our guidelines only 1 bus is permitted at any given time. Upon request, provide a copy of the approved schedule signed-off by the department.",01/10/2017,01/10/2017,01/10/2018,BROOKLYN,COURT STREET,JORALEMON STREET,LIVINGSTON STREET,"Hampton Jitney, Inc.",10/08/2016,03/30/2018
20141214156,ICBPS-20141214-156,0001,Renew,030,EXPIRED,IB,Bus Stop,IB01,Intercity Bus Stop Permit,"Pursuant to our guidelines only 1 bus is permitted at any given time. Upon request, provide a copy of the approved schedule signed-off by the department.",02/09/2015,02/09/2015,02/09/2016,BROOKLYN,6 AVENUE,53 STREET,54 STREET,"Victoria's Transportation Co., Inc.",12/14/2014,02/09/2018
20131209289,ICBPS-20131209-289,0001,New,030,EXPIRED,IB,Bus Stop,IB01,Intercity Bus Stop Permit,"Pursuant to our guidelines only 1 bus is permitted at any given time. Upon request, provide a copy of the approved schedule signed-off by the department.",04/25/2014,04/25/2014,04/25/2017,BROOKLYN,WATER STREET,FULTON STREET,JOHN STREET,"Hampton Jitney, Inc.",12/09/2013,02/09/2018
201501071,ICBPS-20150107-1,0001,New,030,EXPIRED,IB,Bus Stop,IB01,Intercity Bus Stop Permit,"Pursuant to our guidelines only 1 bus is permitted at any given time. Upon request, provide a copy of the approved schedule signed-off by the department.",05/01/2015,05/01/2015,05/01/2018,MANHATTAN,EAST   42 STREET,1 AVENUE,2 AVENUE,"Concord Coach Lines, Inc.",01/07/2015,05/01/2018
2013080844,ICBPS-20130808-44,0001,Renew,030,EXPIRED,IB,Bus Stop,IB01,Intercity Bus Stop Permit,"Pursuant to our guidelines only 1 bus is permitted at any given time. Upon request, provide a copy of the approved schedule signed-off by the department.",10/03/2013,10/03/2013,10/03/2015,QUEENS,BARCLAY AVENUE,KISSENA BOULEVARD,UNION STREET,"Victoria's Transportation Co., Inc.",08/08/2013,02/09/2018
MIB2019010A28,2018112600956393,0001,New,006,ISSUED & PRINTED,IB,Bus Stop Permit,IB01,Intercity Bus Stop Permit,"Only 1 bus(es) permitted at any given time. Upon request, provide a copy of the approved schedule signed-off by the NYC DOT. Permittee must follow all applicable laws and rules, including but not limited to section 4-10 of Title 34 of the Rules of the City of New York.",01/10/2019,01/10/2019,01/10/2022,MANHATTAN,7 AVENUE,WEST   52 STREET,WEST   53 STREET,"Hampton Jitney, Inc.",01/10/2019,01/10/2019
2015062456,ICBPS-20150624-56,0001,New,030,EXPIRED,IB,Bus Stop Permit,IB01,Intercity Bus Stop Permit,"Pursuant to our guidelines only 1 bus is permitted at any given time. Upon request, provide a copy of the approved schedule signed-off by the department.",08/20/2015,08/20/2015,08/20/2018,MANHATTAN,WEST   42 STREET,8 AVENUE,9 AVENUE,"GALAXY TOWERS, INC.",06/24/2015,08/20/2018
20131202286,ICBPS-20131202-286,0001,New,030,EXPIRED,IB,Bus Stop,IB01,Intercity Bus Stop Permit,"Pursuant to our guidelines only 1 bus is permitted at any given time. Upon request, provide a copy of the approved schedule signed-off by the department.",04/25/2014,04/25/2014,04/25/2017,MANHATTAN,WATER STREET,BROAD STREET,COENTIES SLIP,"Hampton Jitney, Inc.",12/02/2013,02/09/2018
2013080842,ICBPS-20130808-42,0001,Renew,030,EXPIRED,IB,Bus Stop,IB01,Intercity Bus Stop Permit,"Pursuant to our guidelines only 1 bus is permitted at any given time. Upon request, provide a copy of the approved schedule signed-off by the department.",10/03/2013,10/03/2013,10/03/2016,MANHATTAN,CHATHAM SQUARE,DOYERS STREET,MOTT STREET,"Victoria's Transportation Co., Inc.",08/08/2013,02/09/2018
BIB2019010A06,2018112600978817,0001,New,006,ISSUED & PRINTED,IB,Bus Stop Permit,IB01,Intercity Bus Stop Permit,"Only 1 bus(es) permitted at any given time. Upon request, provide a copy of the approved schedule signed-off by the NYC DOT. Permittee must follow all applicable laws and rules, including but not limited to section 4-10 of Title 34 of the Rules of the City of New York.",01/10/2019,01/10/2019,01/10/2022,BROOKLYN,ATLANTIC AVENUE,3 AVENUE,NEVINS STREET,"Hampton Jitney, Inc.",01/10/2019,01/10/2019
MIB2019010A20,2018112600928830,0001,New,006,ISSUED & PRINTED,IB,Bus Stop Permit,IB01,Intercity Bus Stop Permit,"Only 1 bus(es) permitted at any given time. Upon request, provide a copy of the approved schedule signed-off by the NYC DOT. Permittee must follow all applicable laws and rules, including but not limited to section 4-10 of Title 34 of the Rules of the City of New York.",01/10/2019,01/10/2019,01/10/2022,MANHATTAN,3 AVENUE,EAST   85 STREET,EAST   86 STREET,"Hampton Jitney, Inc.",01/10/2019,01/10/2019
2016100786,ICBPS-20161007-86,0001,Renew,030,EXPIRED,IB,Bus Stop,IB01,Intercity Bus Stop Permit,"Pursuant to our guidelines only 1 bus is permitted at any given time. Upon request, provide a copy of the approved schedule signed-off by the department.",01/10/2017,01/10/2017,01/10/2018,MANHATTAN,3 AVENUE,EAST   85 STREET,EAST   86 STREET,"Hampton Jitney, Inc.",10/07/2016,03/30/2018
MIB2019010A07,2018112700675730,0001,New,006,ISSUED & PRINTED,IB,Bus Stop Permit,IB01,Intercity Bus Stop Permit,"Only 1 bus(es) permitted at any given time. Upon request, provide a copy of the approved schedule signed-off by the NYC DOT. Permittee must follow all applicable laws and rules, including but not limited to section 4-10 of Title 34 of the Rules of the City of New York.",01/10/2019,01/10/2019,01/10/2022,MANHATTAN,LEXINGTON AVENUE,EAST   68 STREET,EAST   69 STREET,"Hampton Jitney, Inc.",01/10/2019,01/10/2019
201401084,ICBPS-20140108-4,0001,New,030,EXPIRED,IB,Bus Stop,IB01,Intercity Bus Stop Permit,"Pursuant to our guidelines only 1 bus is permitted at any given time. Upon request, provide a copy of the approved schedule signed-off by the department.",08/08/2014,08/08/2014,08/08/2017,MANHATTAN,MADISON AVENUE,EAST   46 STREET,EAST   47 STREET,Frank Martz Coach Co,01/08/2014,02/09/2018
