License number,Limited Electrician Business License,Applicant name,License date,Issue date,Expire date,Insurance expiration date,Address - Line 1,Address - Line 2,City,STATE,ZipCode,Location
EL2995,LIMITED ELECTRICAL BUSINESS,"_ ARGUS SECURITY,INC.",02/04/2008,02/05/2008,02/05/2012,08/17/2012,8036 UPPERFIELD LANE,,OWINGS MILL,MD,21117,"8036 UPPERFIELD LANE
OWINGS MILL, MD 21117
(39.395852, -76.756374)"
EL5463,LIMITED ELECTRICAL BUSINESS,_ HOMESAFE SECURITY SYSTEMS INC,07/24/1997,07/24/1997,07/24/2019,10/01/2019,1215 GREENWOOD ROAD,,PIKESVILLE,MD,21208,"1215 GREENWOOD ROAD
PIKESVILLE, MD 21208
(39.37136, -76.73508)"
EL4282,LIMITED ELECTRICAL BUSINESS,"_ AMERICAN CABLE & WIRE, LLC",10/29/2004,11/09/2004,11/09/2008,01/23/2010,P.O. BOX 625650,,POTOMAC FALLS,VA,20165,"P.O. BOX 625650
POTOMAC FALLS, VA 20165"
EL5308,LIMITED ELECTRICAL BUSINESS,_ NIGHT OWL SECURITY,02/17/2000,02/17/2000,11/06/1994,,855  BRIGHTSEAT  RD27,,LANDOVER,MD,20785,"855 BRIGHTSEAT RD27
LANDOVER, MD 20785"
EL223125,LIMITED ELECTRICAL BUSINESS,NEXTERRA LLC,08/30/2016,08/30/2016,08/30/2018,12/03/2016,5224 TABARD COURT,,BALTIMORE,MD,21212,"5224 TABARD COURT
BALTIMORE, MD 21212
(39.353607, -76.613309)"
EL5250,LIMITED ELECTRICAL BUSINESS,_ COLONIAL METROPOLITAN FUELS CO,02/17/2000,02/17/2000,12/30/1984,,005450  BUTLER  RD,,BETHESDA,MD,20816,"005450 BUTLER RD
BETHESDA, MD 20816
(38.962725, -77.102632)"
EL5207,LIMITED ELECTRICAL BUSINESS,_ METROPOLITAN FUELS CO,02/17/2000,02/17/2000,06/30/1982,,5410  BUTLER  RD,,BETHESDA,MD,20016,"5410 BUTLER RD
BETHESDA, MD 20016
(38.962022, -77.103636)"
EL5009,LIMITED ELECTRICAL BUSINESS,_ W B MASKE SHEET METAL WORKS IN,01/26/1971,01/26/1971,02/28/2014,03/01/2014,4419 BALTIMORE AVE,,BLADENSBURG,MD,20710,"4419 BALTIMORE AVE
BLADENSBURG, MD 20710
(38.942617, -76.940981)"
EL4308,LIMITED ELECTRICAL BUSINESS,_ INNOVATIVE MULTIMEDIA,01/07/2005,01/07/2005,01/07/2013,07/13/2014,7960 CESSNA AVENUE,,GAITHERSBURG,MD,20879,"7960 CESSNA AVENUE
GAITHERSBURG, MD 20879
(39.172696, -77.162282)"
EL3660,LIMITED ELECTRICAL BUSINESS,"_ PROACTIVE TELECOMMUNICATIONS INC,",10/02/2000,10/02/2000,10/02/2002,12/17/2000,4127 SLATER AVE,,NOTTINGHAM,MD,21236,"4127 SLATER AVE
NOTTINGHAM, MD 21236
(39.390753, -76.492105)"
EL3778,LIMITED ELECTRICAL BUSINESS,_ MARYLAND UTILITIES SERVICE TECHNICIANS,07/27/2001,07/27/2001,07/27/2005,07/27/2004,4709 ROCKFORD DRIVE,,HYATTSVILLE,MD,20784,"4709 ROCKFORD DRIVE
HYATTSVILLE, MD 20784
(38.944637, -76.90351)"
EL5021,LIMITED ELECTRICAL BUSINESS,_ VETERANS SHEET METAL CO,02/17/2000,02/17/2000,06/30/1982,,15563H  FREDERICK  RD,,ROCKVILLE,MD,20855,"15563H FREDERICK RD
ROCKVILLE, MD 20855
(39.111258, -77.161043)"
EL5326,LIMITED ELECTRICAL BUSINESS,"_ SYSTEMS INSTALLATION & SERVICE, INC.",02/17/2000,02/17/2000,01/01/1995,,7008  VIRGINIA MANOR  RD,,BELTSVILLE,MD,20705,"7008 VIRGINIA MANOR RD
BELTSVILLE, MD 20705
(39.06226, -76.891627)"
EL5251,LIMITED ELECTRICAL BUSINESS,_ KEMCO ALARM CO INC,12/30/1982,12/30/1982,12/30/2020,01/01/2020,P.O. BOX 627,12631 SOUTHERN MARYLAND BLVD,DUNKIRK,MD,20754,"P.O. BOX 62712631 SOUTHERN MARYLAND BLVD
DUNKIRK, MD 20754"
EL5318,LIMITED ELECTRICAL BUSINESS,_ TEC ELEVATOR CORPORATION,02/17/2000,02/17/2000,06/30/1996,,P.O. BOX 220426,,CHANTILLY,VA,22022,"P.O. BOX 220426
CHANTILLY, VA 22022"
EL5367,LIMITED ELECTRICAL BUSINESS,"_ CHILLTROL, INC.",05/20/1991,05/20/1991,05/20/2009,04/03/2008,7767 OLD TELEGRAPH ROAD,,SEVERN,MD,21144,"7767 OLD TELEGRAPH ROAD
SEVERN, MD 21144
(39.152711, -76.684604)"
EL5453,LIMITED ELECTRICAL BUSINESS,"_ NATIONAL FIRE SAFETY ENGINEERING, INC.",02/25/1997,02/25/1997,02/25/2005,03/26/2005,10501-A EWING RD,,BELTSVILLE,MD,20705,"10501-A EWING RD
BELTSVILLE, MD 20705
(39.027541, -76.912599)"
EL6506,LIMITED ELECTRICAL BUSINESS,_ ELECTRONIC SECURITY SERVICES,02/25/2011,03/01/2011,03/01/2013,10/24/2011,5050 BUCK LANE,,UPPER MALBORO,MD,20772,"5050 BUCK LANE
UPPER MALBORO, MD 20772"
EL5332,LIMITED ELECTRICAL BUSINESS,"_ SKR FIRE PROTECTION, INC",11/10/1988,11/10/1988,11/10/1994,,4302  HOWARD  AVE,,KENSINGTON,MD,20895,"4302 HOWARD AVE
KENSINGTON, MD 20895
(39.031273, -77.084212)"
EL5286,LIMITED ELECTRICAL BUSINESS,_ PHONEMASTERS,02/17/2000,02/17/2000,02/13/1989,,014418  WOODCREST  DR,,ROCKVILLE,MD,20853,"014418 WOODCREST DR
ROCKVILLE, MD 20853
(39.094192, -77.096712)"
EL5434,LIMITED ELECTRICAL BUSINESS,"_ DO NOT USE BADCHESAPEAKE PROTECTION SERVICES, INC.",03/04/1996,03/04/1996,03/04/2002,,1913  BETSON  CT#A,,ODENTON,MD,21113,"1913 BETSON CT#A
ODENTON, MD 21113
(39.097591, -76.700647)"
EL5209,LIMITED ELECTRICAL BUSINESS,_ HEATING & COOLING SPECIALITIES CO,02/17/2000,02/17/2000,06/30/1984,,007824  CARRLEIGH  PKW,,SPRINGFIELD,VA,22152,"007824 CARRLEIGH PKW
SPRINGFIELD, VA 22152
(38.787447, -77.21629)"
EL5329,LIMITED ELECTRICAL BUSINESS,"_ LOWERY MECHANICAL CONT.,INC.",02/17/2000,02/17/2000,09/10/1998,,364 -B  CHRISTOPHER  AVE,,GAITHERSBURG,MD,20879,"364 -B CHRISTOPHER AVE
GAITHERSBURG, MD 20879
(39.159078, -77.211287)"
EL3846,LIMITED ELECTRICAL BUSINESS,_ SPIRIT TELECOMMUNICATIONS,02/20/2002,02/20/2002,02/20/2004,11/07/2003,6178 OXON HILL ROAD #101,,OXON HILL,MD,20745,"6178 OXON HILL ROAD #101
OXON HILL, MD 20745
(38.804258, -76.981758)"
EL5249,LIMITED ELECTRICAL BUSINESS,_ BUILDING TECHNOLOGY ENGINEERS INC,02/17/2000,02/17/2000,12/30/1992,,7529  STANDISH  PL,,ROCKVILLE,MD,20855,"7529 STANDISH PL
ROCKVILLE, MD 20855
(39.108081, -77.154795)"
EL5380,LIMITED ELECTRICAL BUSINESS,_ GEORGE H. SENFT,04/08/1992,04/08/1992,04/08/2000,12/02/1998,14620  MYER  TER,,ROCKVILLE,MD,20853,"14620 MYER TER
ROCKVILLE, MD 20853
(39.096687, -77.105309)"
EL5445,LIMITED ELECTRICAL BUSINESS,_ EXECUTONE BUSINESS SOLUTIONS,02/17/2000,02/17/2000,05/31/1998,,478  WHEELERS FARMS  RD,,MILFORD,CT,06460,"478 WHEELERS FARMS RD
MILFORD, CT 06460
(41.248108, -73.075589)"
EL4244,LIMITED ELECTRICAL BUSINESS,_ JOHN P. STEBBING,08/25/2004,08/25/2004,08/25/2006,07/16/2005,5510 DARTMOUTH STREET,,CHURCHTON,MD,20733,"5510 DARTMOUTH STREET
CHURCHTON, MD 20733
(38.804802, -76.519395)"
EL4029,LIMITED ELECTRICAL BUSINESS,_ ELECTRO-NET ENTERPRISES LLC,05/14/2003,06/04/2003,06/04/2019,03/05/2018,316 KINGSTON CIRCLE,,SYKESVILLE,MD,21784,"316 KINGSTON CIRCLE
SYKESVILLE, MD 21784
(39.382329, -77.01125)"
EL5717,LIMITED ELECTRICAL BUSINESS,ART DISPLAY CO. INC.,01/23/2009,,,10/01/2009,401 HAMPTON PARK BLVD.,,CAPITOL HEIGHTS,MD,20743,"401 HAMPTON PARK BLVD.
CAPITOL HEIGHTS, MD 20743
(38.884121, -76.851457)"
EL5303,LIMITED ELECTRICAL BUSINESS,_ BAD-TRI-STATE COMMUNICATIONS CONTRACTORS LTD,02/17/2000,02/17/2000,06/09/1990,,3900  FORESTVILLE  RD,,FORESTVILLE,MD,20747,"3900 FORESTVILLE RD
FORESTVILLE, MD 20747
(38.836433, -76.876141)"
EL5370,LIMITED ELECTRICAL BUSINESS,"_ BROWNS REFRIGERATION A/C & HEATING, INC.",02/17/2000,02/17/2000,08/22/1995,01/01/2013,8608  BALTIMORE  BLV,,COLLEGE PARK,MD,20740,"8608 BALTIMORE BLV
COLLEGE PARK, MD 20740"
EL5262,LIMITED ELECTRICAL BUSINESS,_ BELTWAY ALARM CO,02/17/2000,02/17/2000,02/27/1988,,005600  SUNNYSIDE  AVE,,BELTSVILLE,MD,20705,"005600 SUNNYSIDE AVE
BELTSVILLE, MD 20705
(39.023216, -76.910004)"
EL3706,LIMITED ELECTRICAL BUSINESS,_ A & A SIGNS,02/21/2001,02/21/2001,02/21/2003,01/01/2003,1800 UNION AVE,,BALTIMORE,MD,21211,"1800 UNION AVE
BALTIMORE, MD 21211
(39.334541, -76.645889)"
EL223388,LIMITED ELECTRICAL BUSINESS,_ TOTAL SYSTEMS SUPPORT GROUP INC,12/01/2016,12/07/2016,12/07/2018,09/03/2017,10941 LAKESIDE DRIVE,,DUNKIRK,MD,20754,"10941 LAKESIDE DRIVE
DUNKIRK, MD 20754
(38.730783, -76.648527)"
EL6511,LIMITED ELECTRICAL BUSINESS,_ ACADEMY HEATING & AIR CONDITIONING,01/06/2012,,,12/31/2012,11720 NEBEL ST,,ROCKVILLE,MD,20852,"11720 NEBEL ST
ROCKVILLE, MD 20852
(39.048621, -77.106256)"
EL2321,LIMITED ELECTRICAL BUSINESS,_ HOLLANDSWORTH ELECTRIC COMPANY,02/17/2000,02/17/2000,11/17/1987,,7216  WICKFORD  DR,,ALEXANDRIA,VA,22310,"7216 WICKFORD DR
ALEXANDRIA, VA 22310
(38.761956, -77.129207)"
EL3988,LIMITED ELECTRICAL BUSINESS,_ HP ELECTRONICS INC.,02/28/2003,03/06/2003,03/06/2005,09/28/2007,2300 SULPHUR SPRING RD,,BALTIMORE,MD,21227,"2300 SULPHUR SPRING RD
BALTIMORE, MD 21227
(39.244803, -76.665434)"
EL5334,LIMITED ELECTRICAL BUSINESS,_ S.O.S. SECURITY ALARMS,11/22/1988,11/22/1988,11/22/2002,12/14/2010,1224  CRESTHAVEN  DR,,SILVER SPRING,MD,20903,"1224 CRESTHAVEN DR
SILVER SPRING, MD 20903
(39.026591, -76.987035)"
EL204188,LIMITED ELECTRICAL BUSINESS,_ ALLIED TELEPHONE & DAT CORP.,08/02/2012,08/02/2012,08/02/2016,04/15/2013,"2409 FRIENDSHIP ROAD,",,FALLSTON,MD,21047,"2409 FRIENDSHIP ROAD,
FALLSTON, MD 21047
(39.52262, -76.428771)"
EL5527,LIMITED ELECTRICAL BUSINESS,_ ARUNDEL SIGNS INC,06/19/2008,06/26/2008,06/26/2020,10/27/2018,529 DEFENSE HIGHWAY,,ANNAPOLIS,MD,21401,"529 DEFENSE HIGHWAY
ANNAPOLIS, MD 21401
(38.987843, -76.585174)"
EL5291,LIMITED ELECTRICAL BUSINESS,_ AMERICAN BUSINESS COMMUNICATINS,02/17/2000,02/17/2000,01/10/1989,,000004  PROFESSIONAL  DR130,,GAITHERSBURG,MD,20879,"000004 PROFESSIONAL DR130
GAITHERSBURG, MD 20879"
EL213282,LIMITED ELECTRICAL BUSINESS,_ PARROTT ELECTRICAL SERVICES INC,02/27/2014,03/18/2014,03/18/2018,05/24/2018,15863 COMMERCE CT,,UPPER MARLBORO,MD,20774,"15863 COMMERCE CT
UPPER MARLBORO, MD 20774
(38.884828, -76.730737)"
EL5411,LIMITED ELECTRICAL BUSINESS,"_ R.J. HOULE MECHANICAL, INC.",02/17/2000,02/17/2000,06/09/1998,,3812  KELSEY  ST,,SILVER SPRING,MD,20906,"3812 KELSEY ST
SILVER SPRING, MD 20906
(39.0682, -77.077202)"
EL3915,LIMITED ELECTRICAL BUSINESS,_ COMTECH SYSTEMS INC.,08/28/2002,08/28/2002,08/28/2012,07/01/2015,7404-A LINDBERG DRIVE,,GAITHERSBURG,MD,20879,"7404-A LINDBERG DRIVE
GAITHERSBURG, MD 20879
(39.16393, -77.156307)"
EL5241,LIMITED ELECTRICAL BUSINESS,_ DOVER ELEVATOR CO,02/17/2000,02/17/2000,10/31/1996,,009001  51ST  ST,,COLLEGE PARK,MD,20740,"009001 51ST ST
COLLEGE PARK, MD 20740
(38.999263, -76.921931)"
EL5094,LIMITED ELECTRICAL BUSINESS,_ CAPITOLAIRE INC,02/17/2000,02/17/2000,01/10/1989,,000707  BOSTON  AVE,,TAKOMA PARK,MD,20912,"000707 BOSTON AVE
TAKOMA PARK, MD 20912
(38.987196, -77.020109)"
EL4362,LIMITED ELECTRICAL BUSINESS,_ SECURITY ALARM SERVICE INC.,04/05/2005,04/05/2005,04/05/2007,10/01/2007,P.O. BOX 1008,,FREDERICK,MD,21702,"P.O. BOX 1008
FREDERICK, MD 21702"
EL5691,LIMITED ELECTRICAL BUSINESS,_ URSA CORPORATION,02/24/2006,03/15/2006,03/15/2008,05/01/2010,1224 CRESTHAVEN DRIVE,,SILVER SPRING,MD,20903,"1224 CRESTHAVEN DRIVE
SILVER SPRING, MD 20903
(39.026591, -76.987035)"
EL3852,LIMITED ELECTRICAL BUSINESS,_ COMMUINICATION SPECIALISTS INC.,03/27/2002,03/27/2002,03/27/2004,07/03/2002,13654 SAMHILL LANE,,MT. AIRY,MD,21771,"13654 SAMHILL LANE
MT. AIRY, MD 21771
(39.345725, -77.198528)"
EL5617,LIMITED ELECTRICAL BUSINESS,"_ BAD-MUZAK, LLC.",01/10/2008,01/10/2008,07/16/2008,12/29/2009,3318 LAKEMONT BLVD,,FORT MILL,SC,29708,"3318 LAKEMONT BLVD
FORT MILL, SC 29708
(35.091753, -80.941162)"
EL223571,LIMITED ELECTRICAL BUSINESS,_ PROTEK FIBER LLC,02/06/2017,02/07/2017,02/07/2021,07/23/2019,1850 DUAL HIGHWAY,,HAGERSTOWN,MD,21740,"1850 DUAL HIGHWAY
HAGERSTOWN, MD 21740
(39.610057, -77.68846)"
EL5331,LIMITED ELECTRICAL BUSINESS,_ MIDWAY ALARMS INC,02/17/2000,02/17/2000,11/10/2020,05/01/2020,P O BOX 344,,MYERSVILLE,MD,21773,"P O BOX 344
MYERSVILLE, MD 21773"
EL5436,LIMITED ELECTRICAL BUSINESS,"_ SAFEGUARD PROTECTIVE SERVICES, INC.",03/20/1996,03/20/1996,03/20/2002,03/25/2001,13813  CONNECTICUT  AVE#205,,WHEATON,MD,20906,"13813 CONNECTICUT AVE#205
WHEATON, MD 20906
(39.080636, -77.080248)"
EL204868,LIMITED ELECTRICAL BUSINESS,_ Salmarie Technologies LLC,08/31/2012,03/08/2013,03/08/2015,06/03/2014,168 Poinsett Lane,,Frederick,MD,21702,"168 Poinsett Lane
Frederick, MD 21702
(39.428055, -77.465181)"
EL219441,LIMITED ELECTRICAL BUSINESS,PROGRESSIVE ELECTRONICS INC DBA ELECTRONIC INTERIORS,05/12/2015,05/20/2015,05/20/2019,08/23/2018,12417 OCEAN GATEWAY 32C,,OCEAN CITY,MD,21842,"12417 OCEAN GATEWAY 32C
OCEAN CITY, MD 21842
(38.339636, -75.123111)"
EL4051,LIMITED ELECTRICAL BUSINESS,_ RESIDENTIAL HEATING & A/C LLC,06/27/2003,06/27/2003,06/27/2013,11/24/2011,18053 WAGONWHEEL COURT,,OLNEY,MD,20832,"18053 WAGONWHEEL COURT
OLNEY, MD 20832
(39.152382, -77.080628)"
EL5206,LIMITED ELECTRICAL BUSINESS,_ R G PELLETIER INC,02/17/2000,02/17/2000,06/30/1984,,000007  FRANKLIN  AVE,,SILVER SPRING,MD,20901,"000007 FRANKLIN AVE
SILVER SPRING, MD 20901
(39.010195, -77.009136)"
EL5064,LIMITED ELECTRICAL BUSINESS,_ B & R REFRIGERATION & HEATING SERVICE,02/17/2000,02/17/2000,07/11/1989,,009504  48TH  AVE,,COLLEGE PARK,MD,20740,"009504 48TH AVE
COLLEGE PARK, MD 20740
(39.008939, -76.927797)"
EL5383,LIMITED ELECTRICAL BUSINESS,"_ WESTSEC, INC. DBA: WESTAR SECURITY SERVI",02/17/2000,02/17/2000,09/21/1998,,4221 W JOHN CARPENTER  FRWY,,IRVING,TX,75063,"4221 W JOHN CARPENTER FRWY
IRVING, TX 75063
(32.913573, -97.004367)"
EL5312,LIMITED ELECTRICAL BUSINESS,_ ADVELEC SIGN COMPANY,02/17/2000,02/17/2000,03/02/1997,,RT 2 BOX 4490,,WHITE PLAIN,MD,20695,"RT 2 BOX 4490
WHITE PLAIN, MD 20695"
EL5359,LIMITED ELECTRICAL BUSINESS,_ NORTH POTOMAC COMMUNICATIONS,02/17/2000,02/17/2000,10/16/1992,,P.O. BOX 3846,,GAITHERSBURG,MD,20885,"P.O. BOX 3846
GAITHERSBURG, MD 20885"
EL4193,LIMITED ELECTRICAL BUSINESS,_ ELECTRONIC SECURITY SERVICES INC.,06/04/2004,06/09/2004,06/09/2008,10/24/2008,15050 BUCK LANE,,UPPER MARLBORO,MD,20772,"15050 BUCK LANE
UPPER MARLBORO, MD 20772
(38.824575, -76.744396)"
EL5069,LIMITED ELECTRICAL BUSINESS,_ MCCREA SERVICES OF PA LLC,02/17/2000,02/17/2000,06/30/1984,01/01/2015,151 COMMERCE AVE,P.O. BOX 10,GREENCASTLE,PA,17225,"151 COMMERCE AVEP.O. BOX 10
GREENCASTLE, PA 17225"
EL5238,LIMITED ELECTRICAL BUSINESS,_ ROD MILLER INC,02/17/2000,02/17/2000,06/30/1986,,211 PERRY PKWY,SUITE 9,GAITHERSBURG,MD,20877,"211 PERRY PKWYSUITE 9
GAITHERSBURG, MD 20877"
EL5523,LIMITED ELECTRICAL BUSINESS,_ DVL NETWORKS,03/03/2005,03/03/2005,03/03/2007,02/14/2006,108 PARK RIDGE COURT,,FREDERICK,MD,21702,"108 PARK RIDGE COURT
FREDERICK, MD 21702
(39.425593, -77.443612)"
EL5242,LIMITED ELECTRICAL BUSINESS,_ ARMOR ELEVATOR CO INC,02/17/2000,02/17/2000,12/12/1984,,003405  WINDOM  RD,,BRENTWOOD,MD,20752,"003405 WINDOM RD
BRENTWOOD, MD 20752
(38.946816, -76.96142)"
EL2000,LIMITED ELECTRICAL BUSINESS,"_ GUARDIAN ALARM SYSTEMS, INC.",07/09/2010,07/14/2010,07/14/2020,03/31/2019,19411 WALTER JOHNSON RD.,SUITE A,GERMANTOWN,MD,20874,"19411 WALTER JOHNSON RD.SUITE A
GERMANTOWN, MD 20874
(39.174483, -77.270568)"
EL5254,LIMITED ELECTRICAL BUSINESS,_ ALPHA DESIGN (U.L.#E-106636),05/11/1983,05/11/1983,05/11/1999,,PO BOX 1108,,FREDERICK,MD,21702,"PO BOX 1108
FREDERICK, MD 21702"
EL5501,LIMITED ELECTRICAL BUSINESS,"_ LONDON TECHNOLOGIES, LLC",07/01/1999,07/01/1999,07/01/2017,12/09/2015,"1100 WICOMICO STREET, SUITE 300",,BALTIMORE,MD,21230,"1100 WICOMICO STREET, SUITE 300
BALTIMORE, MD 21230
(39.279227, -76.629474)"
EL4363,LIMITED ELECTRICAL BUSINESS,_ R W M HEATING & COOLING INC.,08/25/2005,09/14/2005,09/14/2011,03/01/2013,1038 WOODBINE ROAD,,WOODBINE,MD,21797,"1038 WOODBINE ROAD
WOODBINE, MD 21797
(39.34675, -77.069738)"
EL1001,LIMITED ELECTRICAL BUSINESS,"_ EARTH SECURITY ELECTRONICS, INC.",06/22/2010,08/04/2010,08/04/2012,05/01/2014,508 MCCORMICK DR,SUITE C,GLEN BURNIE,MD,21061,"508 MCCORMICK DRSUITE C
GLEN BURNIE, MD 21061"
EL3658,LIMITED ELECTRICAL BUSINESS,_ SONITROL CORPORATION,09/25/2000,09/25/2000,09/25/2010,03/29/2009,"8 CAMPUS CIRCLE, SUITE 150",,WESTLAKE,TX,76262,"8 CAMPUS CIRCLE, SUITE 150
WESTLAKE, TX 76262
(32.980598, -97.1744)"
EL5328,LIMITED ELECTRICAL BUSINESS,_ MCNEAL'S HEATING & AIR CONDITIONING,02/17/2000,02/17/2000,02/01/1994,,4823  OLYMPIA  AVE,,BELTSVILLE,MD,20705,"4823 OLYMPIA AVE
BELTSVILLE, MD 20705
(39.045767, -76.90671)"
EL3908,LIMITED ELECTRICAL BUSINESS,_ ADVANTAGE TELECOM INC,08/08/2002,08/27/2002,08/27/2020,09/22/2018,130 S.SETON AVENUE P.O. BOX 1154,,EMMITSBURG,MD,21727,"130 S.SETON AVENUE P.O. BOX 1154
EMMITSBURG, MD 21727
(39.70321, -77.327431)"
EL5200,LIMITED ELECTRICAL BUSINESS,_ AIR-ON INC.,10/28/1976,10/28/1976,10/21/2002,,000416 N STONESTREET  AVEB4,,ROCKVILLE,MD,20850,"000416 N STONESTREET AVEB4
ROCKVILLE, MD 20850"
EL4268,LIMITED ELECTRICAL BUSINESS,_ STAMPER COMMUNICATIONS LLC,10/02/2004,10/07/2004,10/07/2006,10/07/2005,1130 SHORTLEAF CIRCLE,,ELDERSBURG,MD,21784,"1130 SHORTLEAF CIRCLE
ELDERSBURG, MD 21784
(39.402229, -76.956194)"
EL5091,LIMITED ELECTRICAL BUSINESS,_ CREATIVE SIGN SERVICE INC,02/17/2000,02/17/2000,10/31/1996,09/30/2005,009101  51ST  PL,,COLLEGE PARK,MD,20740,"009101 51ST PL
COLLEGE PARK, MD 20740
(39.000858, -76.920146)"
EL5059,LIMITED ELECTRICAL BUSINESS,_ ELWOOD N HAMPTON JR,02/17/2000,02/17/2000,06/30/1982,,014009  WILDWOOD  DR,,SILVER SPRING,MD,20904,"014009 WILDWOOD DR
SILVER SPRING, MD 20904
(39.085722, -76.957581)"
EL223267,LIMITED ELECTRICAL BUSINESS,_ BRG ENTERPRISES,10/18/2016,10/18/2016,10/18/2020,02/12/2019,8904 KNOLLWOOD WAY,,FREDERICK,MD,21701,"8904 KNOLLWOOD WAY
FREDERICK, MD 21701
(39.409242, -77.343933)"
EL4163,LIMITED ELECTRICAL BUSINESS,"_ MID ATLANTIC, INC.",03/29/2004,04/07/2004,04/07/2006,04/14/2006,9050 RED BRANCH ROAD,,COLUMBIA,MD,21045,"9050 RED BRANCH ROAD
COLUMBIA, MD 21045
(39.229733, -76.81731)"
EL4245,LIMITED ELECTRICAL BUSINESS,_ ADAMS HEATING AND A/C,08/26/2004,10/15/2004,10/15/2006,01/01/2008,10630 B RIGGS MILL ROAD,,JESSUP,MD,20794,"10630 B RIGGS MILL ROAD
JESSUP, MD 20794
(39.134853, -76.800528)"
EL9350,LIMITED ELECTRICAL BUSINESS,_ ADVANCED WIRING GROUP LLC,01/17/2012,01/17/2012,01/17/2018,09/02/2017,25323 DILIGENCE CT,,ALDIE,VA,20105,"25323 DILIGENCE CT
ALDIE, VA 20105
(38.916552, -77.54984)"
EL222403,LIMITED ELECTRICAL BUSINESS,_ MASTER WIRING & AMERICAN PROTECTION LLC,11/12/2015,12/28/2015,12/28/2017,08/21/2016,8267 DELHAVEN RD,,BALTIMORE,MD,21222,"8267 DELHAVEN RD
BALTIMORE, MD 21222
(39.267085, -76.481505)"
EL5450,LIMITED ELECTRICAL BUSINESS,"_ PARROTT ELECTRICAL SERVICES, INC.",01/26/1995,01/26/1995,01/26/2011,12/29/2012,15863 COMMERCE COURT,,UPPER MARLBORO,MD,20774,"15863 COMMERCE COURT
UPPER MARLBORO, MD 20774
(38.884828, -76.730737)"
EL5433,LIMITED ELECTRICAL BUSINESS,_ ALARM ASSOCIATES COMPANY,03/04/1996,03/04/1996,03/04/2018,10/31/2016,6666 LUSTER DRIVE,P.O. BOX 90,HIGHLAND,MD,20777,"6666 LUSTER DRIVEP.O. BOX 90
HIGHLAND, MD 20777"
EL5271,LIMITED ELECTRICAL BUSINESS,_ PREMISYSTEMS INC,02/17/2000,02/17/2000,01/10/1989,,010121  CLEARSPRING  RD,,DAMASCUS,MD,20872,"010121 CLEARSPRING RD
DAMASCUS, MD 20872
(39.271518, -77.210067)"
EL5269,LIMITED ELECTRICAL BUSINESS,_ TRI COUNTY ASSOCIATES INC,02/17/2000,02/17/2000,02/01/1990,,11000  GUILFORD  RD,,ANNAPOLIS JUNC,MD,20701,"11000 GUILFORD RD
ANNAPOLIS JUNC, MD 20701
(39.128619, -76.791128)"
EL5616,LIMITED ELECTRICAL BUSINESS,"_ DORSET SOUND & COMMUNICATIONS, LLC",12/03/2007,12/05/2007,12/05/2009,09/20/2008,10104 CHOKECHERRY COURT,,MANASSAS,VA,20110,"10104 CHOKECHERRY COURT
MANASSAS, VA 20110
(38.729823, -77.502343)"
EL4302,LIMITED ELECTRICAL BUSINESS,_ PASADENA SIGN COMPANY INC,12/21/2004,04/05/2005,04/05/2021,11/01/2019,6300 ARUNDEL COVE ROAD,,BALTIMORE,MD,21226,"6300 ARUNDEL COVE ROAD
BALTIMORE, MD 21226
(39.204326, -76.566689)"
EL222864,LIMITED ELECTRICAL BUSINESS,_ JOHNSON CONTROLS SECURITY SOLUTIONS LLC,05/04/2016,05/11/2016,05/11/2020,10/01/2019,ATTN: LICENSING DEPT,P.O. BOX 3042,BOCA RATON,FL,33431,"ATTN: LICENSING DEPTP.O. BOX 3042
BOCA RATON, FL 33431"
EL5096,LIMITED ELECTRICAL BUSINESS,_ MAREX CORP / DBA PETRO,12/04/2006,01/23/2007,01/23/2021,10/01/2019,8900 CITATION ROAD,,BALTIMORE,MD,21221,"8900 CITATION ROAD
BALTIMORE, MD 21221
(39.338729, -76.472634)"
EL5004,LIMITED ELECTRICAL BUSINESS,_ ONE TOUCH AUDIO AND VIDEO LLC,11/09/2011,11/25/2011,11/25/2015,05/01/2014,"554 N. FREDERICK AVENUE,","STE.208,",GAITHERSBURG,MD,20877,"554 N. FREDERICK AVENUE,STE.208,
GAITHERSBURG, MD 20877
(39.131852, -77.188753)"
EL5089,LIMITED ELECTRICAL BUSINESS,_ MILLAR ELEVATOR SERVICE COMPANY,02/17/2000,02/17/2000,10/31/1992,,5050  LAWRENCE  PL,,HYATTSVILLE,MD,20781,"5050 LAWRENCE PL
HYATTSVILLE, MD 20781
(38.932751, -76.930076)"
EL224464,LIMITED ELECTRICAL BUSINESS,_ CORAL ELECTRIC,05/03/2018,05/08/2018,05/08/2020,01/09/2019,37836 CEDAR RD,,SHELBYVILLE,DE,19975,"37836 CEDAR RD
SHELBYVILLE, DE 19975
(38.463118, -75.087561)"
EL3300,LIMITED ELECTRICAL BUSINESS,"_ REPAIRMAX, INC.",04/16/2009,04/21/2009,04/21/2015,04/11/2014,7950 CESSNA AVE,,GAITHERSBURG,MD,20879,"7950 CESSNA AVE
GAITHERSBURG, MD 20879
(39.172579, -77.16209)"
