FSCSKEY,LIBID,LibrarySystem,BranchLibrary,WiFiHours,Password,Address,City,ZIP,Phone,OutletType,Longitude,Latitude,Website,eCardAccess,LastUpdate
WA0061,WA0061-017,MID-COLUMBIA LIBRARY SYSTEM,WEST PASCO BRANCH LIBRARY,24x7,false,7525 WRIGLEY DRIVE,PASCO,99301,(509) 546-8055,BR,-119.188603,46.274725,https://www.midcolumbialibraries.org/branch/west-pasco,,04/24/2020
WA0061,WA0061-011,MID-COLUMBIA LIBRARY SYSTEM,WEST RICHLAND BRANCH LIBRARY,24x7,false,3803 W. VAN GIESEN,WEST RICHLAND,99353,(509) 967-3191,BR,-119.336529,46.296905,https://www.midcolumbialibraries.org/branch/west-richland,,04/24/2020
WA0062,WA0062-003,NORTH CENTRAL REGIONAL LIBRARY,BRIDGEPORT COMMUNITY LIBRARY,24x7,false,1206 COLUMBIA ST,BRIDGEPORT,98813,(509) 686-7281,BR,-119.674169,48.0093,http://www.ncrl.org/locations/bridgeport-public-library,true,04/24/2020
WA0062,WA0062-004,NORTH CENTRAL REGIONAL LIBRARY,CASHMERE COMMUNITY LIBRARY,24x7,false,300 WOODRING,CASHMERE,98815,(509) 782-3314,BR,-120.467736,47.522858,http://www.ncrl.org/locations/cashmere-public-library,true,04/24/2020
WA0062,WA0062-005,NORTH CENTRAL REGIONAL LIBRARY,CHELAN COMMUNITY LIBRARY,24x7,false,216 N EMERSON,CHELAN,98816,(509) 682-5131,BR,-120.01632,47.84142,http://www.ncrl.org/locations/chelan-public-library,true,04/24/2020
WA0062,WA0062-006,NORTH CENTRAL REGIONAL LIBRARY,COULEE CITY COMMUNITY LIBRARY,24x7,false,405 W MAIN,COULEE CITY,99115,(509) 632-8751,BR,-119.29376,47.61065,http://www.ncrl.org/locations/coulee-city-public-library,true,04/24/2020
WA0062,WA0062-033,NORTH CENTRAL REGIONAL LIBRARY,CURLEW LIBRARY,24x7,false,11 RIVER STREET STREET,CURLEW,99118,(509) 779-0321,BR,-118.59974,48.88404,http://www.ncrl.org/locations/curlew-public-library,true,04/24/2020
WA0062,WA0062-028,NORTH CENTRAL REGIONAL LIBRARY,EAST WENATCHEE COMMUNITY LIBRARY,24x7,false,271 9TH ST NE,EAST WENATCHEE,98802,(509) 886-7404,BR,-120.289293,47.416919,http://www.ncrl.org/locations/east-wenatchee-public-library,true,04/24/2020
WA0062,WA0062-007,NORTH CENTRAL REGIONAL LIBRARY,ENTIAT COMMUNITY LIBRARY,24x7,false,14138 KINZEL ST,ENTIAT,98822,(509) 784-1517,BR,-120.209313,47.676972,http://www.ncrl.org/locations/entiat-public-library,true,04/24/2020
WA0062,WA0062-008,NORTH CENTRAL REGIONAL LIBRARY,EPHRATA COMMUNITY LIBRARY,24x7,false,45 ALDER NW,EPHRATA,98823,(509) 754-3971,BR,-119.549917,47.320642,http://www.ncrl.org/locations/ephrata-public-library,true,04/24/2020
WA0062,WA0062-032,NORTH CENTRAL REGIONAL LIBRARY,GEORGE COMMUNITY LIBRARY,24x7,false,109 N WASHINGTON WAY,GEORGE,98848,(509) 785-7043,BR,-119.855991,47.080571,http://www.ncrl.org/locations/george-public-library,true,04/24/2020
WA0062,WA0062-009,NORTH CENTRAL REGIONAL LIBRARY,GRAND COULEE COMMUNITY LIBRARY,24x7,false,225 FEDERAL,GRAND COULEE,99133,(509) 663-0972,BR,-119.00298,47.938763,http://www.ncrl.org/locations/grand-coulee-public-library,true,04/24/2020
WA0062,WA0062-010,NORTH CENTRAL REGIONAL LIBRARY,LEAVENWORTH COMMUNITY LIBRARY,24x7,false,700 HWY 2,LEAVENWORTH,98826,(509) 548-7923,BR,-120.664415,47.594661,http://www.ncrl.org/locations/leavenworth-public-library,true,04/24/2020
WA0062,WA0062-011,NORTH CENTRAL REGIONAL LIBRARY,MANSON COMMUNITY LIBRARY,24x7,false,80 WAPATO WAY,MANSON,98831,(509) 687-3420,BR,-120.161782,47.885891,http://www.ncrl.org/locations/manson-public-library,true,04/24/2020
WA0062,WA0062-030,NORTH CENTRAL REGIONAL LIBRARY,MATTAWA COMMUNITY LIBRARY,24x7,false,101 MANSON LANE,MATTAWA,99349,(509) 932-5507,BR,-119.906464,46.73781,http://www.ncrl.org/locations/mattawa-public-library,true,04/24/2020
WA0062,WA0062-012,NORTH CENTRAL REGIONAL LIBRARY,MOSES LAKE COMMUNITY LIBRARY,24x7,false,418 E 5TH AVE,MOSES LAKE,98837,(509) 765-3489,BR,-119.272261,47.130576,http://www.ncrl.org/locations/moses-lake-public-library,true,04/24/2020
WA0062,WA0062-013,NORTH CENTRAL REGIONAL LIBRARY,OKANOGAN COMMUNITY LIBRARY,24x7,false,228 PINE,OKANOGAN,98840,(509) 422-2609,BR,-119.580938,48.364105,http://www.ncrl.org/locations/okanogan-public-library,true,04/24/2020
WA0062,WA0062-014,NORTH CENTRAL REGIONAL LIBRARY,OMAK COMMUNITY LIBRARY,24x7,false,30 S ASH,OMAK,98841,(509) 826-1820,BR,-119.53027,48.40964,http://www.ncrl.org/locations/omak-public-library,true,04/24/2020
WA0062,WA0062-015,NORTH CENTRAL REGIONAL LIBRARY,OROVILLE COMMUNITY LIBRARY,24x7,false,1276 MAIN ST,OROVILLE,98844,(509) 476-2662,BR,-119.436326,48.937937,http://www.ncrl.org/locations/oroville-public-library,true,04/24/2020
WA0062,WA0062-016,NORTH CENTRAL REGIONAL LIBRARY,PATEROS COMMUNITY LIBRARY,24x7,false,174 PATEROS MALL,PATEROS,98846,(509) 923-2298,BR,-119.900292,48.052725,http://www.ncrl.org/locations/pateros-public-library,true,04/24/2020
WA0062,WA0062-017,NORTH CENTRAL REGIONAL LIBRARY,PESHASTIN COMMUNITY LIBRARY,24x7,false,8396 MAIN ST,PESHASTIN,98847,(509) 548-7821,BR,-120.603786,47.569277,http://www.ncrl.org/locations/peshastin-public-library,true,04/24/2020
WA0062,WA0062-018,NORTH CENTRAL REGIONAL LIBRARY,QUINCY COMMUNITY LIBRARY,24x7,false,208 CENTRAL AVE S,QUINCY,98848,(509) 787-2359,BR,-119.853305,47.236141,http://www.ncrl.org/locations/quincy-public-library,true,04/24/2020
WA0062,WA0062-019,NORTH CENTRAL REGIONAL LIBRARY,REPUBLIC COMMUNITY LIBRARY,24x7,false,794 S CLARK AVE,REPUBLIC,99166,(509) 775-3328,BR,-118.73771,48.645855,http://www.ncrl.org/locations/republic-public-library,true,04/24/2020
WA0062,WA0062-020,NORTH CENTRAL REGIONAL LIBRARY,ROYAL CITY COMMUNITY LIBRARY,24x7,false,136 CAMELIA STREET NW,ROYAL CITY,99357,(509) 346-9281,BR,-119.635414,46.900196,http://www.ncrl.org/locations/royal-city-public-library,true,04/24/2020
WA0062,WA0062-021,NORTH CENTRAL REGIONAL LIBRARY,SOAP LAKE COMMUNITY LIBRARY,24x7,false,32 E MAIN,SOAP LAKE,98851,(509) 246-1313,BR,-119.48915,47.38965,http://www.ncrl.org/locations/soap-lake-public-library,true,04/24/2020
WA0062,WA0062-022,NORTH CENTRAL REGIONAL LIBRARY,TONASKET COMMUNITY LIBRARY,24x7,false,209 S WHITCOMB,TONASKET,98855,(509) 486-2366,BR,-119.437897,48.706642,http://www.ncrl.org/locations/tonasket-public-library,true,04/24/2020
WA0062,WA0062-023,NORTH CENTRAL REGIONAL LIBRARY,TWISP COMMUNITY LIBRARY,24x7,false,201 N METHOW VALLEY HWY,TWISP,98856,(509) 997-4681,BR,-120.12247,48.366176,http://www.ncrl.org/locations/twisp-public-library,true,04/24/2020
WA0062,WA0062-024,NORTH CENTRAL REGIONAL LIBRARY,WARDEN COMMUNITY LIBRARY,24x7,false,305 S MAIN,WARDEN,98857,(509) 349-2226,BR,-119.04109,46.96746,http://www.ncrl.org/locations/warden-public-library,true,04/24/2020
WA0062,WA0062-025,NORTH CENTRAL REGIONAL LIBRARY,WATERVILLE COMMUNITY LIBRARY,24x7,false,107 W. LOCUST ST.,WATERVILLE,98858,(509) 745-8354,BR,-120.071754,47.647377,http://www.ncrl.org/locations/waterville-public-library,true,04/24/2020
WA0062,WA0062-026,NORTH CENTRAL REGIONAL LIBRARY,WENATCHEE PUBLIC LIBRARY (TEMPORARY LOCATION),24x7,false,30 S. WENATCHEE AVE,WENATCHEE,98801,(509) 662-5021,CE,-120.311134,47.42426,http://www.ncrl.org/locations/wenatchee-public-library,true,04/24/2020
WA0062,WA0062-027,NORTH CENTRAL REGIONAL LIBRARY,WINTHROP COMMUNITY LIBRARY,24x7,false,49 HIGHWAY 20,WINTHROP,98862,(509) 996-2685,BR,-120.1897,48.47728,http://www.ncrl.org/locations/winthrop-public-library,true,04/24/2020
WA0053,WA0053-003,NORTH OLYMPIC LIBRARY SYSTEM,CLALLAM BAY BRANCH LIBRARY,24x7,false,16990 HWY 112,CLALLAM BAY,98326,(360) 963-2414,BR,-124.260187,48.251718,https://www.nols.org/clallam-bay-branch-library/,true,04/24/2020
WA0053,WA0053-004,NORTH OLYMPIC LIBRARY SYSTEM,FORKS BRANCH LIBRARY,24x7,false,171 S. FORKS AVENUE,FORKS,98331,(360) 374-6402,BR,-124.385391,47.949157,https://www.nols.org/forks-branch-library/,true,04/24/2020
WA0053,WA0053-006,NORTH OLYMPIC LIBRARY SYSTEM,PORT ANGELES MAIN LIBRARY,24x7,false,2210 S. PEABODY STREET,PORT ANGELES,98362,(360) 417-8500,CE,-123.438289,48.105866,https://www.nols.org/port-angeles-main-library/,true,04/24/2020
WA0053,WA0053-005,NORTH OLYMPIC LIBRARY SYSTEM,SEQUIM BRANCH LIBRARY,24x7,false,630 N. SEQUIM AVENUE,SEQUIM,98382,(360) 683-1161,BR,-123.102211,48.085819,https://www.nols.org/sequim-branch-library/,true,04/24/2020
WA0028,WA0028-002,OCEAN SHORES PUBLIC LIBRARY,OCEAN SHORES PUBLIC LIBRARY,24x7,false,573 PT. BROWN AVE. N.W.,OCEAN SHORES,98569,(360) 289-3919,CE,-124.160704,47.000883,https://www.oslibrary.info,true,04/24/2020
WA0029,WA0029-002,ORCAS ISLAND LIBRARY DISTRICT,ORCAS ISLAND LIBRARY,24x7,false,500 ROSE STREET,EASTSOUND,98245,(360) 376-4985,CE,-122.904792,48.697265,http://www.orcaslibrary.org,,04/24/2020
WA0041,WA0041-003,PEND OREILLE COUNTY LIBRARY DISTRICT,CALISPEL VALLEY LIBRARY,24x7,false,107 1ST AVE,CUSICK,99119,(800) 366-3654,BR,-117.294611,48.33703,https://pocld.org,,04/24/2020
WA0041,WA0041-004,PEND OREILLE COUNTY LIBRARY DISTRICT,IONE PUBLIC LIBRARY,24x7,false,"210 BLACKWELL, SUITE 1",IONE,99139,(800) 366-3654,BR,-117.418226,48.740105,https://pocld.org,,04/24/2020
WA0041,WA0041-005,PEND OREILLE COUNTY LIBRARY DISTRICT,METALINES COMMUNITY LIBRARY,24x7,false,302 PARK ST,METALINE FALLS,99153,(800) 366-3654,BR,-117.374482,48.860699,https://pocld.org,,04/24/2020
WA0041,WA0041-006,PEND OREILLE COUNTY LIBRARY DISTRICT,NEWPORT PUBLIC LIBRARY,24x7,false,116 S WASHINGTON AVENUE,NEWPORT,99156,(800) 366-3654,CE,-117.044013,48.18083,https://pocld.org,,04/24/2020
WA0017,WA0017-002,POMEROY (DENNY ASHBY) LIBRARY,POMEROY (DENNY ASHBY) LIBRARY,24x7,true,856 ARLINGTON ST,POMEROY,99347,(509) 843-3710,CE,-117.599783,46.470924,https://www.pomeroy.lib.wa.us,false,04/24/2020
WA0042,WA0042-002,PORT TOWNSEND PUBLIC LIBRARY,PORT TOWNSEND PUBLIC LIBRARY,24x7,false,1220 LAWRENCE STREET,PORT TOWNSEND,98368,(360) 385-3181,CE,-122.762983,48.116462,https://ptpubliclibrary.org/library,,04/24/2020
WA0043,WA0043-002,PULLMAN (NEILL) PUBLIC LIBRARY,PULLMAN (NEILL) PUBLIC LIBRARY,24x7,false,210 N GRAND AVE,PULLMAN,99163,(509) 334-3595,CE,-117.180684,46.73087,https://www.pullman-wa.gov/government/departments/neill_public_library,true,04/24/2020
WA0055,WA0055-002,RICHLAND PUBLIC LIBRARY,RICHLAND PUBLIC LIBRARY,24x7,false,955 NORTHGATE DR,RICHLAND,99352,(509) 942-7454,CE,-119.278053,46.279053,https://www.richland.lib.wa.us,true,04/28/2020
WA0031,WA0031-002,SAN JUAN ISLAND LIBRARY DISTRICT,SAN JUAN ISLAND LIBRARY,5:00-22:00,false,1010 GUARD STREET,FRIDAY HARBOR,98250,(360) 378-2798,CE,-123.03072,48.536274,https://www.sjlib.org,true,04/24/2020
WA0064,WA0064-003,SEATTLE PUBLIC LIBRARY,BALLARD BRANCH LIBRARY,24x7,false,5614 22ND AVENUE NW,SEATTLE,98107,(206) 684-4089,BR,-122.384731,47.669624,https://www.spl.org/hours-and-locations/ballard-branch,true,04/24/2020
WA0064,WA0064-014,SEATTLE PUBLIC LIBRARY,BEACON HILL BRANCH LIBRARY,24x7,false,2821 BEACON AVENUE SOUTH,SEATTLE,98144,(206) 684-4711,BR,-122.311533,47.578497,https://www.spl.org/hours-and-locations/beacon-hill-branch,true,04/24/2020
WA0064,WA0064-004,SEATTLE PUBLIC LIBRARY,BROADVIEW BRANCH LIBRARY,24x7,false,12755 GREENWOOD AVE N,SEATTLE,98133,(206) 684-7519,BR,-122.355595,47.722455,https://www.spl.org/hours-and-locations/broadview-branch,true,04/24/2020
WA0064,WA0064-017,SEATTLE PUBLIC LIBRARY,CAPITOL HILL BRANCH LIBRARY,24x7,false,425 HARVARD AVE E,SEATTLE,98102,(206) 684-4715,BR,-122.322071,47.622334,https://www.spl.org/hours-and-locations/capitol-hill-branch,true,04/24/2020
WA0064,WA0064-002,SEATTLE PUBLIC LIBRARY,CENTRAL LIBRARY,24x7,false,1000 4TH AVENUE,SEATTLE,98104,(206) 386-4636,CE,-122.332973,47.606184,https://www.spl.org/hours-and-locations/central-library,true,04/24/2020
WA0064,WA0064-015,SEATTLE PUBLIC LIBRARY,COLUMBIA BRANCH LIBRARY,24x7,false,4721 RAINIER AVE S,SEATTLE,98118,(206) 386-1908,BR,-122.286755,47.560366,https://www.spl.org/hours-and-locations/columbia-branch,true,04/24/2020
WA0064,WA0064-027,SEATTLE PUBLIC LIBRARY,DELRIDGE BRANCH LIBRARY,24x7,false,5423 DELRIDGE WAY SW,SEATTLE,98106,(206) 733-9125,BR,-122.363019,47.553128,https://www.spl.org/hours-and-locations/delridge-branch,true,04/24/2020
WA0064,WA0064-016,SEATTLE PUBLIC LIBRARY,DOUGLASS-TRUTH BRANCH LIBRARY,24x7,false,2300 E YESLER WAY,SEATTLE,98122,(206) 684-4704,BR,-122.302083,47.601704,https://www.spl.org/hours-and-locations/douglass-truth-branch,true,04/24/2020
WA0064,WA0064-005,SEATTLE PUBLIC LIBRARY,FREMONT BRANCH LIBRARY,24x7,false,731 N 35TH ST,SEATTLE,98103,(206) 684-4084,BR,-122.348556,47.650285,https://www.spl.org/hours-and-locations/fremont-branch,true,04/24/2020
WA0064,WA0064-006,SEATTLE PUBLIC LIBRARY,GREEN LAKE BRANCH LIBRARY,24x7,false,7364 E GREEN LAKE DR N,SEATTLE,98115,(206) 684-7547,BR,-122.327105,47.681422,https://www.spl.org/hours-and-locations/green-lake-branch,true,04/24/2020
WA0064,WA0064-007,SEATTLE PUBLIC LIBRARY,GREENWOOD BRANCH LIBRARY,24x7,false,8016 GREENWOOD AVE N,SEATTLE,98103,(206) 684-4086,BR,-122.35526,47.687071,https://www.spl.org/hours-and-locations/greenwood-branch,true,04/24/2020
WA0064,WA0064-018,SEATTLE PUBLIC LIBRARY,HIGH POINT BRANCH LIBRARY,24x7,false,3411 SW RAYMOND STREET,SEATTLE,98126,(206) 684-7454,BR,-122.375881,47.548323,https://www.spl.org/hours-and-locations/high-point-branch,true,04/24/2020
WA0064,WA0064-028,SEATTLE PUBLIC LIBRARY,INTERNATIONAL DISTRICT/CHINATOWN BRANCH LIBRARY,24x7,false,713 EIGHTH AVENUE SOUTH,SEATTLE,98104,(206) 386-1300,BR,-122.322521,47.596499,https://www.spl.org/hours-and-locations/international-district-chinatown-branch,true,04/24/2020
WA0064,WA0064-008,SEATTLE PUBLIC LIBRARY,LAKE CITY BRANCH LIBRARY,24x7,false,12501 28TH AVE NE,SEATTLE,98125,(206) 684-7518,BR,-122.297729,47.719391,https://www.spl.org/hours-and-locations/lake-city-branch,true,04/24/2020
WA0064,WA0064-020,SEATTLE PUBLIC LIBRARY,MADRONA SALLY GOLDMARK BRANCH LIBRARY,24x7,false,1134 33RD AVE,SEATTLE,98122,(206) 684-4705,BR,-122.290365,47.611984,https://www.spl.org/hours-and-locations/madrona-sally-goldmark-branch,true,04/24/2020
WA0064,WA0064-009,SEATTLE PUBLIC LIBRARY,MAGNOLIA BRANCH LIBRARY,24x7,false,2801 34TH AVE W,SEATTLE,98199,(206) 386-4225,BR,-122.400985,47.645526,https://www.spl.org/hours-and-locations/magnolia-branch,true,04/24/2020
WA0064,WA0064-021,SEATTLE PUBLIC LIBRARY,MONTLAKE BRANCH LIBRARY,24x7,false,2401 24TH AVE. E.,SEATTLE,98112,(206) 684-4720,BR,-122.302106,47.640341,https://www.spl.org/hours-and-locations/montlake-branch,true,04/24/2020
WA0064,WA0064-019,SEATTLE PUBLIC LIBRARY,NEWHOLLY BRANCH LIBRARY,24x7,false,7058 32ND AVE S,SEATTLE,98118,(206) 386-1905,BR,-122.291064,47.53938,https://www.spl.org/hours-and-locations/newholly-branch,true,04/24/2020
WA0064,WA0064-010,SEATTLE PUBLIC LIBRARY,NORTHEAST BRANCH LIBRARY,24x7,false,6801 35TH AVE NE,SEATTLE,98115,(206) 684-7539,BR,-122.290406,47.678799,https://www.spl.org/hours-and-locations/northeast-branch,true,04/24/2020
WA0064,WA0064-029,SEATTLE PUBLIC LIBRARY,NORTHGATE BRANCH LIBRARY,24x7,false,10548 FIFTH AVE. N.E.,SEATTLE,98125,(206) 386-1980,BR,-122.32312,47.706008,https://www.spl.org/hours-and-locations/northgate-branch,true,04/24/2020
WA0064,WA0064-011,SEATTLE PUBLIC LIBRARY,QUEEN ANNE BRANCH LIBRARY,24x7,false,400 W GARFIELD ST,SEATTLE,98119,(206) 386-4227,BR,-122.362494,47.63356,https://www.spl.org/hours-and-locations/queen-anne-branch,true,04/24/2020
WA0064,WA0064-022,SEATTLE PUBLIC LIBRARY,RAINIER BEACH BRANCH LIBRARY,24x7,false,9125 RAINIER AVE S,SEATTLE,98118,(206) 386-1906,BR,-122.270048,47.521777,https://www.spl.org/hours-and-locations/rainier-beach-branch,true,04/24/2020
WA0064,WA0064-030,SEATTLE PUBLIC LIBRARY,SOUTH PARK BRANCH LIBRARY,24x7,false,8604 EIGHTH AVE. S.,SEATTLE,98108,(206) 615-1688,BR,-122.322883,47.526279,https://www.spl.org/hours-and-locations/south-park-branch,true,04/24/2020
WA0064,WA0064-023,SEATTLE PUBLIC LIBRARY,SOUTHWEST BRANCH LIBRARY,24x7,false,9010 35TH AVE SW,SEATTLE,98126,(206) 684-7455,BR,-122.376697,47.521746,https://www.spl.org/hours-and-locations/southwest-branch,true,04/24/2020
WA0064,WA0064-012,SEATTLE PUBLIC LIBRARY,UNIVERSITY BRANCH LIBRARY,24x7,false,5009 ROOSEVELT WAY NE,SEATTLE,98105,(206) 684-4063,BR,-122.317439,47.665824,https://www.spl.org/hours-and-locations/university-branch,true,04/24/2020
WA0064,WA0064-013,SEATTLE PUBLIC LIBRARY,WALLINGFORD BRANCH LIBRARY,24x7,false,1501 N 45TH ST,SEATTLE,98103,(206) 684-4088,BR,-122.338888,47.661344,https://www.spl.org/hours-and-locations/wallingford-branch,true,04/24/2020
WA0064,WA0064-024,SEATTLE PUBLIC LIBRARY,WEST SEATTLE BRANCH LIBRARY,24x7,false,2306 42ND AVE SW,SEATTLE,98116,(206) 684-7444,BR,-122.385075,47.582639,https://www.spl.org/hours-and-locations/west-seattle-branch,true,04/24/2020
WA0065,WA0065-002,SNO-ISLE LIBRARIES,ARLINGTON LIBRARY,24x7,false,135 N. WASHINGTON AVE.,ARLINGTON,98223,(360) 435-3033,BR,-122.118754,48.192834,https://www.sno-isle.org/locations/arlington/,true,04/24/2020
WA0065,WA0065-003,SNO-ISLE LIBRARIES,BRIER LIBRARY,5:00-23:00,false,23303 BRIER RD.,BRIER,98036,(425) 483-0888,BR,-122.274236,47.787112,https://www.sno-isle.org/locations/brier/,true,04/24/2020
WA0065,WA0065-024,SNO-ISLE LIBRARIES,CAMANO ISLAND LIBRARY,24x7,false,848 N. SUNRISE BLVD.,CAMANO ISLAND,98282,(360) 387-5150,BR,-122.456165,48.24128,https://www.sno-isle.org/locations/camanoisland/,true,04/24/2020
WA0065,WA0065-023,SNO-ISLE LIBRARIES,CLINTON LIBRARY,24x7,false,4781 DEER LAKE RD,CLINTON,98236,(360) 341-4280,BR,-122.358822,47.976936,https://www.sno-isle.org/locations/clinton/,true,04/24/2020
WA0065,WA0065-004,SNO-ISLE LIBRARIES,COUPEVILLE LIBRARY,24x7,false,788 NW ALEXANDER,COUPEVILLE,98239,(360) 678-4911,BR,-122.688083,48.219003,https://www.sno-isle.org/locations/coupeville/,true,04/24/2020
WA0065,WA0065-005,SNO-ISLE LIBRARIES,DARRINGTON LIBRARY,24x7,false,1005 CASCADE ST.,DARRINGTON,98241,(360) 436-1600,BR,-121.602692,48.254317,https://www.sno-isle.org/locations/darrington/,true,04/24/2020
WA0065,WA0065-006,SNO-ISLE LIBRARIES,EDMONDS LIBRARY,24x7,false,650 MAIN ST.,EDMONDS,98020,(425) 771-1933,BR,-122.370996,47.810479,https://www.sno-isle.org/locations/edmonds/,true,04/24/2020
WA0065,WA0065-007,SNO-ISLE LIBRARIES,FREELAND LIBRARY,24x7,false,5495 HARBOR AVE,FREELAND,98249,(360) 331-7323,BR,-122.524207,48.011561,https://www.sno-isle.org/locations/freeland/,true,04/24/2020
WA0065,WA0065-008,SNO-ISLE LIBRARIES,GRANITE FALLS LIBRARY,24x7,false,815 EAST GALENA,GRANITE FALLS,98252,(360) 691-6087,BR,-121.959029,48.08238,https://www.sno-isle.org/locations/granitefalls/,true,04/24/2020
WA0065,WA0065-009,SNO-ISLE LIBRARIES,LAKE STEVENS LIBRARY,5:00-23:00,false,1804 MAIN ST.,LAKE STEVENS,98258,(425) 334-1900,BR,-122.064192,48.013902,https://www.sno-isle.org/locations/lakestevens/,true,04/24/2020
WA0065,WA0065-026,SNO-ISLE LIBRARIES,LAKEWOOD/SMOKEY POINT LIBRARY,5:00-23:00,false,"3411 169TH PLACE NE, SUITES ABC",ARLINGTON,98223,(360) 651-0774,BR,-122.18417,48.150043,https://www.sno-isle.org/locations/lakewood-smokeypoint/,true,04/24/2020
WA0065,WA0065-010,SNO-ISLE LIBRARIES,LANGLEY LIBRARY,24x7,false,104 SECOND ST.,LANGLEY,98260,(360) 221-4383,BR,-122.407261,48.03994,https://www.sno-isle.org/locations/langley/,true,04/24/2020
WA0065,WA0065-011,SNO-ISLE LIBRARIES,LYNNWOOD LIBRARY,5:00-23:00,false,19200 44TH AVE. W,LYNNWOOD,98036,(425) 778-2148,BR,-122.292496,47.824818,https://www.sno-isle.org/locations/lynnwood/,true,04/24/2020
WA0065,WA0065-025,SNO-ISLE LIBRARIES,MARINER LIBRARY,5:00-23:00,false,520 128TH ST. SW SUITES A9 & A10,EVERETT,98204,(425) 423-9017,BR,-122.239391,47.88184,https://www.sno-isle.org/locations/mariner/,true,04/24/2020
WA0065,WA0065-012,SNO-ISLE LIBRARIES,MARYSVILLE LIBRARY,24x7,false,6120 GROVE STREET,MARYSVILLE,98270,(360) 658-5000,BR,-122.14817,48.064452,https://www.sno-isle.org/locations/marysville/,true,04/24/2020
WA0065,WA0065-013,SNO-ISLE LIBRARIES,MILL CREEK LIBRARY,24x7,false,15429 BOTHELL-EVERETT HWY,MILL CREEK,98012,(425) 337-4822,BR,-122.218753,47.858221,https://www.sno-isle.org/locations/millcreek/,true,04/24/2020
WA0065,WA0065-014,SNO-ISLE LIBRARIES,MONROE LIBRARY,24x7,false,1070 VILLAGE WAY,MONROE,98272,(360) 794-7851,BR,-121.984608,47.848867,https://www.sno-isle.org/locations/monroe/,true,04/24/2020
WA0065,WA0065-015,SNO-ISLE LIBRARIES,MOUNTLAKE TERRACE LIBRARY,5:00-23:00,false,23300 58TH AVE. W,MOUNTLAKE TERRACE,98043,(425) 776-8722,BR,-122.311167,47.787432,https://www.sno-isle.org/locations/mountlaketerrace/,true,04/24/2020
WA0065,WA0065-022,SNO-ISLE LIBRARIES,MUKILTEO PUBLIC LIBRARY,24x7,false,4675 HARBOUR POINTE BLVD.,MUKILTEO,98275,(425) 493-8202,BR,-122.296274,47.904907,https://www.sno-isle.org/locations/mukilteo/,true,04/24/2020
WA0065,WA0065-017,SNO-ISLE LIBRARIES,OAK HARBOR LIBRARY,24x7,false,1000 SE REGATTA DRIVE,OAK HARBOR,98277,(360) 675-5115,BR,-122.635799,48.290021,https://www.sno-isle.org/locations/oakharbor/,true,04/24/2020
WA0065,WA0065-018,SNO-ISLE LIBRARIES,SNOHOMISH LIBRARY,24x7,false,311 MAPLE AVENUE,SNOHOMISH,98290,(360) 568-2898,BR,-122.088797,47.914492,https://www.sno-isle.org/locations/snohomish/,true,04/24/2020
WA0065,WA0065-019,SNO-ISLE LIBRARIES,STANWOOD LIBRARY,24x7,false,9701 271ST ST. NW,STANWOOD,98292,(360) 629-3132,BR,-122.364352,48.242131,https://www.sno-isle.org/locations/stanwood/,true,04/24/2020
WA0065,WA0065-020,SNO-ISLE LIBRARIES,SULTAN LIBRARY,5:00-23:00,false,"319 MAIN ST., SUITE 100",SULTAN,98294,(360) 793-1695,BR,-121.816959,47.86235,https://www.sno-isle.org/locations/sultan/,true,04/24/2020
WA0066,WA0066-002,SPOKANE COUNTY LIBRARY DISTRICT,AIRWAY HEIGHTS LIBRARY,6:00-23:00,false,1213 S. LUNDSTROM ST.,AIRWAY HEIGHTS,99001,(509) 893-8250,BR,-117.593081,47.644514,https://www.scld.org/locations/airway-heights/,true,04/24/2020
WA0066,WA0066-003,SPOKANE COUNTY LIBRARY DISTRICT,ARGONNE LIBRARY,6:00-23:00,false,4322 N. ARGONNE ROAD,SPOKANE,99212,(509) 893-8260,BR,-117.282769,47.696261,https://www.scld.org/locations/argonne/,true,04/24/2020
WA0066,WA0066-004,SPOKANE COUNTY LIBRARY DISTRICT,CHENEY LIBRARY,6:00-23:00,false,610 FIRST STREET,CHENEY,99004,(509) 893-8280,BR,-117.574271,47.488353,https://www.scld.org/locations/cheney/,true,04/24/2020
WA0066,WA0066-005,SPOKANE COUNTY LIBRARY DISTRICT,DEER PARK LIBRARY,6:00-23:00,false,208 S. FOREST,DEER PARK,99006,(509) 893-8300,BR,-117.460439,47.952141,https://www.scld.org/locations/deer-park/,true,04/24/2020
WA0066,WA0066-006,SPOKANE COUNTY LIBRARY DISTRICT,FAIRFIELD LIBRARY,6:00-23:00,false,305 E. MAIN,FAIRFIELD,99012,(509) 893-8320,BR,-117.16994,47.38533,https://www.scld.org/locations/fairfield/,true,04/24/2020
WA0066,WA0066-007,SPOKANE COUNTY LIBRARY DISTRICT,MEDICAL LAKE LIBRARY,6:00-23:00,false,321 E. HERB,MEDICAL LAKE,99022,(509) 893-8330,BR,-117.679508,47.57108,https://www.scld.org/locations/medical-lake/,true,04/24/2020
WA0066,WA0066-011,SPOKANE COUNTY LIBRARY DISTRICT,MORAN PRAIRIE LIBRARY,6:00-23:00,false,6004 S. REGAL ST.,SPOKANE,99223,(509) 893-8340,BR,-117.368607,47.599375,https://www.scld.org/locations/moran-prairie/,true,04/24/2020
