FY,DEPARTMENT_NAME,PROGRAM_NAME,ACTIVITY_NAME,PROGRAM_OBJECTIVE,ACTIVITY_OBJECTIVE,ACTIVITY_DESCRIPTION,CORE_SERVICES,SEMICORE_SERVICES,OTHER_SERVICES,CONTACT_INFO,MEASURE_NAME,MEASURE_DESCRIPTION,KEY_PERFORMANCE,DASHBOARD_IND,LEVEL_NAME,MEASURE_TYPE_NAME,CURRENT_YR_PROJECTION,PRIOR_YR1_PROJECTION,PRIOR_YR1_ACTUAL,PRIOR_YR2_ACTUAL,PRIOR_YR3_ACTUAL,PRIOR_YR4_ACTUAL,FREQUENCY_NAME,OCT_CURRENT_YR,NOV_CURRENT_YR,DEC_CURRENT_YR,JAN_CURRENT_YR,FEB_CURRENT_YR,MAR_CURRENT_YR,APR_CURRENT_YR,MAY_CURRENT_YR,JUN_CURRENT_YR,JUL_CURRENT_YR,AUG_CURRENT_YR,SEP_CURRENT_YR,QTR1_CURRENT_YR,QTR2_CURRENT_YR,QTR3_CURRENT_YR,QTR4_CURRENT_YR
2020,CCD,Investigations and Compliance,Case Investigation,"The purpose of the Investigations and Compliance program is to gain and maintain compliance with local property maintenance, land use and nuisance codes through fair and equitable inspections and investigations.","The purpose of the Case Investigations activity is to provide timely, fair and equitable inspections and investigations to determine the existence of code violations and to educate and facilitate to achieve voluntary compliance.",,"Enforcement and inspections of building maintenance, land development, land use and property maintenance standards; Code Academy and field training; Operational support services.",,,"Elaine Garrett,  Division Manager, 512-974-1991",Total number of code complaints investigated,The total number of code complaint cases investigated.,No,No,Operational,Output,No Goal,No Goal,36783,32258,24422,24975,Monthly,0,0,0,0,0,0,0,0,0,0,0,0,,,,
2020,LIB,Support Services,Departmental Support Services,The purpose of the Support Services program is to provide administrative and managerial support to the department.,The purpose of the Departmental Support Services activity is to provide administrative and managerial support to the department in order to produce more effective services.,"This activity includes the Library's Office of the Director, Administrative office management and support, volunteer services and intradepartmental mail services.",Office of the Director; Financial monitoring; Budgeting; Accounting; Purchasing; Human resources; Facility management; IT support; Public information; Vehicle and equipment maintenance; Grant administration; Safety; Customer service; Inventory control; Audit/internal review; Contract management.,,,"Victoria Rieger, Financial Manager, 512-974-7446",Employee Turnover Rate,Measures the rate of citywide employee separations based on current representation during the reporting period.,No,No,Operational,Result,No Goal,No Goal,No Data,10.05,7.55,10.77,Quarterly,0,0,0,0,0,0,0,0,0,0,0,0,,,,
2020,HR,Support Services,Departmental Support Services,"The purpose of the Support Services program is to provide operational support to the department, so they have the necessary tools to perform their jobs.",The purpose of the Departmental Support Services activity is to provide administrative and managerial support to the department in order to produce more effective services.,,Office of the Director; Financial monitoring; Budgeting; Accounting; Purchasing; Human resources; Facility expenses; Information technology support; Public information; Vehicle and equipment maintenance; Grant administration; Safety; Customer service; Inventory control; Audit/internal review; Contract management.,,,"Sylba Everett, Interim Chief Administrative Officer, 512-974-3473",Lost Time Injury Rate,Injury incident rates are used to compare performance and trends over time. The standard equation used for comparison comes from the U.S. Bureau of Labor Statistics and is based on an annual time frame.,No,No,Performance,Result,No Goal,No Goal,No Data,.52,0,0,Monthly,0,0,0,0,0,0,0,0,0,0,0,0,,,,
2020,EMS,Operations,Mobile Integrated Healthcare & Community Health Paramedic,"Operations provides emergency ground ambulance response throughout the community, specialized rescues, and standby EMS services. This program also manages the Community Health Paramedic (CHP) and Homeless Outreach Street Team (HOST) activities.","The purpose of the Mobile Integrated Healthcare & Community Health Paramedic program is to assure that every person has access to healthcare thereby assuring that members of our community receive the right care, at the right place, at the right time.","This is a core activity.  The City Code mandates that EMS respond to all 911 calls for emergency medical service; however, a significant number of 911 calls are generated by the same individuals every year.  Their needs vary to include assistance with medications, nutritional needs, chronic pain management, assistance with care for chronic conditions, mental health support, and life conditions such as homelessness.  Repeated 911 calls overload EMS and other healthcare resources and cause hospital overcrowding.  The needs of this population are growing both in number, complexity, and frequency.  ATCEMS began developing a solution for this challenge in 2006 and in 2009 received funding from the general fund to grow the program.  Today, ATCEMS is a national leader among MIHCHP programs.",Clinical healthcare assessments; Access to medications; Medication management; Nutritional assessments; Living condition assessments; Fall risk assessments; Pain assessments; Chronic disease education; Enrollment into the Central Health Medical Assistance Program; Integration with the Community Care Collaborative; Contributing to development of care plans.,,,"James Hawley, Assistant Chief, 512-972-7262","Contact high-risk, vulnerable and frequent-user patients within 24-hours from receiving a referral",,No,No,Operational,Result,No Goal,55,93,92.4,52,56,Quarterly,0,0,0,0,0,0,0,0,0,0,0,0,,,,
2020,CCTR,Support Services,Departmental Support Services,Support Services provides administrative and managerial support to the department.,The purpose of the Departmental Support Services activity is to provide administrative and managerial support to the department in order to produce more effective services.,None,Budgeting; Accounting; Purchasing; Human resources; Information technology support; Customer service.,,,"Carla Steffen, Deputy Director, 512-404-4014","% of under 5,000 competitive procurement awards to certified MBE vendors",This measure provides for the percent of M/WBE awards which assists the City in the M/WBE contract awarding.,No,No,Operational,Result,No Goal,12,11.93,0,13.31,17.31,Quarterly,0,0,0,0,0,0,0,0,0,0,0,0,,,,
2020,AE,Customer Energy Solutions,Conservation Rebates and Incentives,"To develop, implement, maintain and promote the Austin Energy renewable energy and conservation programs in accordance with the Austin Climate Protection Plan in order for Austin Energy to become a leader in the campaign to address global climate change.","The purpose of the Conservation Rebates and Incentives activity is to provide rebates for residential, commercial, and industrial customers in order to increase energy efficiency and lower energy demand to lessen the need to build or purchase new generation to meet customer needs.",,"Provide application, inspection and rebates to qualifying Austin Energy customers for energy efficiency.",,,"Debbie Kimberly, Vice President, Customer Energy Solutions, 512-322-6327",Peak Load Management Megawatt Savings,Total Megawatt savings from Peak Load Management programs including Austin Energy's Power Saver Program. Peak demand is the highest point of energy use on any given day and typically occurs between the hours of 4 and 6 p.m. Austin Energy?s energy efficiency programs are designed to lower energy usage and reduce the amount of load on the electric system,No,No,Performance,Output,No Goal,12,16.57,27.38,13.77,20.95,Annually,0,0,0,0,0,0,0,0,0,0,0,0,,,,
2020,AE,Customer Energy Solutions,Demand Side Management,"To develop, implement, maintain and promote the Austin Energy renewable energy and conservation programs in accordance with the Austin Climate Protection Plan in order for Austin Energy to become a leader in the campaign to address global climate change.","The purpose of the Demand Side Management activity is to develop, implement, maintain and promote the Austin Energy renewable energy and conservation rebate programs in accordance with the Austin Climate Protection Plan in order for Austin Energy to become a leader in addressing global climate change.",,Promote energy efficiency and peak load demand reduction by promoting energy efficiency programs combined with rebates and incentives to Austin Energy customers.,,,"Debbie Kimberly, Vice President, Customer Energy Solutions, 512-322-6327",Percentage of energy efficiency achieved in customer base,Percentage of energy efficiency achieved in the Austin Energy system by promoting energy efficiency in customers homes and businesses through use of rebates for weatherization and HVAC upgrades.,No,No,Performance,Output,No Goal,1,1,1.02,1.01,.99,Annually,0,0,0,0,0,0,0,0,0,0,0,0,,,,
2020,CC,Support Services,Departmental Support Services,"The purpose of the OCC Departmental Support Services program is to produce effective and efficient services to support Council meetings, to coordinate all aspects of the boards and commissions system, confirm that ordinances, resolutions and minutes accurately reflect Council action, codify and publish the ordinances, provide research services for Council approved records and for the administrative and managerial support of the department.","The purpose of the Support Services activity is to effectively and efficiently support Council and Council meetings; coordinate all aspects of the board and commission system; confirm ordinances, resolutions and minutes accurately reflect Council action; codify and publish ordinances; provide research services for Council approved records; provide administrative and managerial support for the department.","Includes general administration of the department and other support functions, such as financial and personnel support.","Support Council meetings by preparing minutes, citizen recognitions and managing the speaker sign-up system; Provide information to Council, staff, applicants and citizens on Council-approved records and boards and commissions; Manage board and commission membership data and requirements; Maintain board information database, campaign finance, and lobbyist registrations; Codify and publish ordinances; Manage meeting notice postings and documentation required under Texas Open Meetings Act; Manage liquor license, rule postings and lobbyist registration processes.",,,"Myrna Rios, Assistant City Clerk, 512-974-2211",Turnover Rate,Measures the rate of citywide employee separations based on current representation during the reporting period.,No,No,Operational,Result,No Goal,11,No Data,32.94,19,13.48,Annually,0,0,0,0,0,0,0,0,0,0,0,0,,,,
2020,MCRT,Municipal Court Operations,Caseflow Management,The purpose of Municipal Court Operations program is to process citations for the public in order to facilitate the swift administration of justice.,The purpose of Caseflow Management is to ensure cases are processed accurately and efficiently for staff and customers so that cases are current.,"The activity is core with respect to Texas Code of Criminal Procedure 45.017, keeping track of cases; 45.018, production of complaints; 45.051, 45.0511, and 45.052, deferral procedures; and Government Code Section 30.00009, Subchapter T - Austin, especially 30.00736(b), requiring a Court Clerk and as many deputies as needed to do the work of the Court. Further the activity is core in providing direct support for core Judiciary activities. Activity staff enters information from citations into the Court's computer system, generally within five business days of receipt. Then they process requests and update the status of cases as soon as possible to ensure accurate electronic case information.","Schedule court calendars (docket calendar, officers' schedules, administrative hearings for dangerous dog and junk vehicle appeals); Court-related processing (appeals, dispositions, subpoenas, motions); Arrest and search warrant preparation, NISI (bond forfeiture) case preparation; Court-related records management.",,,"Mary Jane Grubb, Court Clerk, 512-974-4692",Percent of active caseload in warrant status,This measure is a percentage of all active warrants for adjudicated and unadjudicated cases compared to total number of open cases.  All cases in active warrant status have a Capias or Capias Pro Fine document signed by a Municipal Court judge.,No,No,Operational,Result,No Goal,0,0,New Meas.,New Meas.,New Meas.,Monthly,32.76,0,0,0,0,0,0,0,0,0,0,0,,,,
2020,FLEET,Vehicle Services and Emerging Technologies,Fleet Programs,"is responsible for providing responsive and quality vehicle life cycle management and programs such as auction, rental, and shuttle, at reasonable cost while identifying emerging technology and flexible mobility solutions to improve service and become more efficient.",The purpose of the Fleet Programs activity is to provide City departments with vehicle services that are efficient and cost effective.,"""No legal mandate"". Created: 2015: The new 'Fleet Programs' activity is a combination the Auction, Rental Pool, and Taxi activities. From a transparency and efficiency perspective, the department consolidated the previous activities.",Fleet rentals; Taxi services; Vehicle auction.,,,"Julian Boring, Division Manager, 512-974-1782",Customer Satisfaction Rate (Taxi),This helps to measure how well Fleet is providing service for our internal customers.,No,No,Operational,Result,No Goal,94,No Data,65.24,91,94.23,Annually,0,0,0,0,0,0,0,0,0,0,0,0,,,,
2020,FSD,Purchasing Office,Procurement,The purpose of the Purchasing Office is to provide procurement-related activities and services in a timely and cost-effective manner to City departments so that they can have the resources they need to do their jobs.,The purpose of the Procurement activity is to provide purchasing management and support to departments and suppliers so that the City has the resources available to accomplish its mission in a timely and cost-effective manner.,"This is a core activity mandated by state law (Chapters 252 & 271, Purchasing and Contracting Authority of Municipalities, Counties, and certain other local governments); City Charter (Article VII, Finance-Paragraph 15, Purchasing Procedures) establishing responsibility and authority level. All work related to purchasing of goods and services city-wide with the exception of construction which has been delegated to the Contract Management Office. In FY 1998-99, Austin Energy Procurement was added.","Centralized Citywide buying; Austin Energy buying; Request for Council Action (RCA) process management; Management of bid protests; Citywide procurement support services, including business process consulting, procedural consulting, and procurement training, support, and policy; Procurement Card administration; MBE/WBE reporting.",,,"James Scarboro, Purchasing Officer, 512-974-2050",Awarded the Achievement in Excellence Procurement Award from the National Procurement Institute,"The Achievement of Excellence in Procurement from the National Procurement Institute is awarded annually and is earned by those organizations that demonstrate excellence by obtaining a high score based on standardized criteria. The criteria are designed to measure innovation, professionalism, productivity, e-procurement, and leadership attributes of the procurement organization.",No,No,Performance,Result,,Yes,,Yes,Yes,Yes,Annually,0,0,0,0,0,0,0,0,0,0,0,0,,,,
2020,EGRS,Global Business Expansion,Global Business Expansion,Global Business Expansion implements and facilitates sustainable and equitable growth and opportunity in Austin through programmatic support of the City?s economic development policies.,"The activity of the Global Business Expansion Division is to administratively implement and facilitate sustainable, equitable growth and opportunity in the City of Austin through programmatic support of the City?s economic development policies.  This activity enables businesses and residents to thrive, enhance livability and supports economic vitality in a manner that preserves the character of Austin.","This activity is Semi-Core. No legal mandate. This activity was created in FY 2001 to give the City the ability to plan and implement growth and redevelopment strategies on a timely basis.  In FY 2009 as a result of a Council-mandated focus, Emerging Technology was included.","Business engagement; Business expansion, relocation, hiring assistance/incentives; Workforce development; Industry development; Circular Economy Program (formerly the Recycling Economic Development Program); International business development; EB-5 Investor program; Sister Cities Program; International partnership development.",,,"David Colligan, Global Business Recruitment and Expansion Manager, 512-974-6381",Percent of new jobs actually created annually that do not require a college degree and/or target low- and moderate income persons,This measure tracks job creation for those with historic barriers to employment. It tracks the percent of new jobs created from all economic development efforts that do not require a college degree and/or will target low- and moderate income persons compared to the total number of new jobs created each year through Economic Development efforts.,No,No,Performance,Result,No Goal,25,0,12,2,16,Annually,0,0,0,0,0,0,0,0,0,0,0,0,,,,
2020,TRA,Telecommunications and Regulatory Affairs,Regulatory Affairs,"The mission of the Telecommunications and Regulatory Affairs (TARA) Department is to provide regulatory oversight and access to information technology resources and infrastructure so that consumers are protected, revenue is maximized, and City services are supported.","The purpose of the Regulatory Affairs activity is to protect consumers from predatory lending practices, ensure utility rate changes are reasonable, and resolve consumer utility service complaints.","In FY 19, the revenue collection and financial objectives and services were moved to the new activity Regulatory Finance.",Utility franchising and ratemaking; Program administration and enforcement for Credit Access Business ordinance; Contract negotiation and administration;  Board and commission support.,,,"Rondella Hawkins, TARA Officer, 512-974-2422",Number of on-site Credit Access Business reviews performed annually,Tracks the number of on-site reviews by City staff of Credit Access Business (CAB) locations.,No,No,Operational,Output,No Goal,No Goal,No Data,No Data,50,New Meas.,Annually,0,0,0,0,0,0,0,0,0,0,0,0,,,,
2020,HHS,Social Services Contracts,HIV,The purpose of the Social Services Contracts is to provide an array of social services that promote self-sufficiency for eligible individuals and households and improve their quality of life.,"The purpose of the HIV activity is to educate, to prevent the spread of HIV, and to comprehensively treat and support HIV-infected individuals in order to maintain/improve their quality of life.",,"People Living with HIV/AIDs (PLWHA); Primary medical care; Case management; Oral healthcare; Drug reimbursement; Housing assistance/residential housing services; Food bank; Substance abuse treatment/counseling; Mental health therapy/counseling; Holistic therapies; Wellness education/risk reduction/nutritional services; Residential hospice; Health insurance continuation; Outreach, education, and prevention.",,,"Gregory Bolds, APH Manager, 512-972-5081",Total number of unduplicated clients receiving services through City HIV grant agreements and contracts.,This measure counts the number of unduplicated persons living with HIV/AIDS served by City contracted agencies.,No,No,Performance,Output,No Goal,No Goal,5918,No Data,2366,2492,Quarterly,0,0,0,0,0,0,0,0,0,0,0,0,,,,
2020,AVIAT,Airport Planning & Development,"Planning, Design and Construction","The purpose of the Airport Planning and Development program is to plan, design and construct facilities for users of the airport to ensure a safe and secure environment. This program also manages the environmental activities aimed at providing a sustainable airport and overseeing air quality, waste diversion, aircraft noise and water quality issues.","The purpose of the Planning, Design and Construction activity is to design and construct facilities for users of the airport to ensure a safe and secure environment.","This activity is classified as core. No legal mandates. The Design, Construction and Planning manages, through Public Works, the Capital Improvement Program (CIP) and coordinates third party projects. Ancillary functions include records file management for projects, as-built drawings files, and computer generated documents for consultants, ABIA staff and other City Staff. Manages airport master plans and FAR Part 150 Noise Studies, the airport's storm water pollution prevention program, respond to spills and obtain necessary permits.",Managing CIP/Tenant projects; Monitoring contracts for CIP Projects; Compliance with FAA regulation (grants program); Monitoring noise program and complaints; Planning for future needs; Maintaining accurate facility plans and records.,,,"Shane Harbinson, Assistant Director, 512-530-6652",Average Time to Procure Professional Services Agreements Needed to Implement the ABIA Master Plan,"Procurement of Service Agreement are represented by the Solicitation Date to the Executed Date. Professional Services Agreements = Executive Program Manager, Program Manager, Master Architect, Airline Technical Representative, Architect and Engineer Project Teams, Construction Manager at Risk, Airport & Airline Financial Management Consultant and Related Master Plan Agreements",No,No,Operational,Demand,0,No Goal,No Data,No Data,New Meas.,New Meas.,Annually,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,MCRT,Downtown Austin Community Court,Community Service Restitution,"The purpose of the Downtown Austin Community Court program is to provide creative and individualized sentencing options to offenders so that they are held accountable for their actions, reduce their recidivism rate, restore the debt they owe to the community as a result of their offenses, and to provide supportive services to assist them with modifying their offending behavior.",The purpose of Community Service Restitution (CSR) is to link criminal actions to consequences for offenders so that the community can experience restorative justice.,"The activity is core having an immediate or near term effect on public safety. Under Texas Government Code, Chapter 30 and as per City Ordinance # 990729-49 and Chapter 2-10, Article IV of the City Code the DACC has general jurisdiction to adjudicate Penal Code Class C misdemeanor offenses and public order violations to the City Code. Community Service Restitution presents defendants with the opportunity to pay back the community. DACC Community Service Restitution projects include collaborations with Austin Resource Recovery, Code Enforcement, Parks and Recreation Department, Health and Human Services graffiti abatement program, and several other community projects within the Community Court jurisdiction and throughout the City of Austin. DACC CSR projects are completed by DACC and Municipal Court defendants, as well as probationers from Travis County Probation.","Individualized sentencing to Community Service Restitution based upon assessment of the defendant; Mandatory CSR supervision of defendants from Community Court and Municipal Court, or probationers from Travis County Probation; Ensure accountability of offenders by tracking the community services they are sentenced to perform, ensure that offenders perform projects that restore the community; Coordinate community based CSR resources.",,,"Pete Valdez, Court Administrator, 512-974-4873","Total number of sites serviced by DACC work crews for graffiti abatement, ARR, Code Enforcement, PARD and other City Departments or citizens requests","Total number of sites serviced by DACC work crews for graffiti abatement, ARR, Code Enforcement, PARD and other City Departments or citizens.requests",No,No,Operational,Output,No Goal,No Goal,2619,1840,2042,1784,Monthly,291,0,0,0,0,0,0,0,0,0,0,0,,,,
2020,CCTR,Event Operations,Utility and Technology Services,"Event Operations provides event services, such as sales and contracting, planning and coordination, security and safety, facility and event set-up and operations, parking management, and utility and technology services to users of the facility to ensure their event is successful.","The purpose of the Utility and Technology Services activity is to provide technical, telecommunication, and utility services to users of the facilities so they are able to conduct their business.","There is no legal mandate for this activity. Utility and Technology Services provides technical, telecommunications, and utilities to Convention Center exhibitors and clients.","Electric; Air; Water; Equipment/technology services (Internet, networking, telephone).",,,"Alycia Sparkman, Division Manager, 512-404-4208; Debbie Gossett, Division Manager, Information Systems, 512-404-4034",Utility Services Satisfaction Rating,"Please rate your experience:Professionalism of utility services staff.Responsiveness of the Utility services staff.Execution of Utility services.Did any issues or concerns arise with Utility services?(Yes/No/NA)How would you rate the resolution?(Only shows if answered ""Yes"" to the question above).",No,No,Operational,Output,0,New Meas.,New Meas.,New Meas.,New Meas.,New Meas.,Quarterly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,FIRE,Operations Support,Education Services,"Operations Support exists to prevent and reduce the occurrence of personal injury through maintenance and testing of rescue tools and to provide new employee training, continuing education, and staff development for the Austin Fire Department in order to produce and maintain competent field and communications personnel.","The purpose of Education Services is to train fire cadets; provide training support and skills assessment for probationary firefighters; and provide continuing education, medical skills, and professional development programs to AFD firefighters throughout their careers.  This activity will also report the recruiting efforts to attract qualified and diverse candidates for Fire cadets.","The Education Services Division is a core service of the Austin Fire department. The service is mandated in Texas Govt. Code 419 for firefighter certification training.  The division teaches entry level personnel through the Fire Cadet program and provides in-service training for existing civil-service personnel. Cadet training consists of a 26-week course in basic firefighting skills designed to prepare the cadets for the mandatory Texas Commission on Fire Protection Basic exam. In-service schools for existing civil service personnel are designed to meet a specific need within the department and to promote firefighter professional development. Approx 3/4 of AFD calls are medical in nature.  The A/TCEMS Medical Director is driving better training and quality review for all first responders, which include firefighters. This activity  also reports the recruiting efforts to attract qualified and diverse candidates for Fire Cadets.",Cadet training; Firefighter and EMT certification; Firefighter continuing education and professional development; recruit qualified and diverse candidates for the Fire cadet positions with AFD,Coordinate and administer regional training programs.,,"Aaron Woolverton, Asstistant Chief, 512-974-0130",Number of Fire cadets graduated,Number of fire cadets graduating from the latest Fire Academy.  A cadet academy last 28 weeks (approx 6 months).  At least two quarters of the year would have no result.   It will alsoplace this measure in alignment with the other application/cadet process measures which are reported annually.,No,No,Operational,Output,,,68,116,102,63,Annually,0,0,0,0,0,0,0,0,0,0,0,0,,,,
2020,MS,City Manager's Office,Agenda Preparation,City Manager?s Office oversees daily and ongoing City operations and implementation of City Council policy directives.,"The purpose of the Agenda Preparation activity is to ensure accessibility and responsiveness to Austin's citizens, Mayor and Council Members, and City staff so that all City Council Agendas are timely and accurate.","This is a core activity. The legal requirement comes from the State of Texas. The City Manager and Assistant City Managers have the responsibility to provide assistance to Mayor and Council and citizens in relation to the Agenda process. This includes, but is not limited to, providing information, promoting communication, and fostering productive working relationships between staff, citizens and Mayor/Council.",Agenda preparation; Texas Open Meetings Act compliance;,,Agenda system management; Web page maintenance.,"Catie Powers, Agenda Coordinator, 512-974-2991",Number of SIRE Solutions troubleshooting tickets completed on time,The number of troubleshooting tickets completed by the scheduled due date as documented in the SIRE Solutions Access Database,No,No,Operational,Output,No Goal,30,22,26,26,44,Annually,0,0,0,0,0,0,0,0,0,0,0,0,,,,
2020,WWW,Operations,Pipeline Water Operations,"The purpose of the Operations program is to provide reliable and sustainable operational, maintenance, and regulatory support of treatment, distribution, collection, and reclaimed water infrastructure, which together delivers safe, high-quality, and affordable community water services.","The purpose of Pipeline Water Operations is to provide maintenance and repair services to the water distribution pipeline infrastructure systems in order to continuously deliver water from the treatment facilities to the end user; to install, repair, and replace valves and fire hydrants within the distribution system in order to supply water for fire hydrants and customers; and to provide meter testing to metered customers in order to ensure accurate registration of water usage.",,"Operating, maintaining, and repairing water distribution pipeline system; Installing, operating, repairing, and replacing water valves and fire hydrants; Repairing, exchanging, and performing accuracy tests of meters; Performing leak detection surveys and related tasks and repairs.",,,"Daniel Layton, Operations Manager, 512-972-1034",Number of water leaks repaired,Number of water leaks repaired,No,No,Operational,Output,No Goal,6000,7674,4413,5518,6618,Quarterly,0,0,0,0,0,0,0,0,0,0,0,0,,,,
2020,MCRT,Downtown Austin Community Court,Community Service Restitution,"The purpose of the Downtown Austin Community Court program is to provide creative and individualized sentencing options to offenders so that they are held accountable for their actions, reduce their recidivism rate, restore the debt they owe to the community as a result of their offenses, and to provide supportive services to assist them with modifying their offending behavior.",The purpose of Community Service Restitution (CSR) is to link criminal actions to consequences for offenders so that the community can experience restorative justice.,"The activity is core having an immediate or near term effect on public safety. Under Texas Government Code, Chapter 30 and as per City Ordinance # 990729-49 and Chapter 2-10, Article IV of the City Code the DACC has general jurisdiction to adjudicate Penal Code Class C misdemeanor offenses and public order violations to the City Code. Community Service Restitution presents defendants with the opportunity to pay back the community. DACC Community Service Restitution projects include collaborations with Austin Resource Recovery, Code Enforcement, Parks and Recreation Department, Health and Human Services graffiti abatement program, and several other community projects within the Community Court jurisdiction and throughout the City of Austin. DACC CSR projects are completed by DACC and Municipal Court defendants, as well as probationers from Travis County Probation.","Individualized sentencing to Community Service Restitution based upon assessment of the defendant; Mandatory CSR supervision of defendants from Community Court and Municipal Court, or probationers from Travis County Probation; Ensure accountability of offenders by tracking the community services they are sentenced to perform, ensure that offenders perform projects that restore the community; Coordinate community based CSR resources.",,,"Pete Valdez, Court Administrator, 512-974-4873",Total square footage of work completed for community service activities: graffiti abatement; ARR; Code Enforcement; PARD; and other City Departments or citizen requests,Total of number of square footage completed for community service activities:  graffitti abatement; Austin Resource Recovery; Code Enforcement; PARD; and other City Departments or citizens.requests,No,No,Operational,Output,No Goal,24000000,11297972,20772105,17828186,15717504,Monthly,314594,0,0,0,0,0,0,0,0,0,0,0,,,,
2020,PIO,Support Services,Departmental Support Services,The purpose of the Support Services program is to provide operational and administrative support to the department that ensures they have the necessary tools to perform their jobs.,The purpose of the Departmental Support Services activity is to provide administrative and managerial support to the department in order to produce more effective services.,"To provide support to all activities including clerical, managerial and attendance at staff meetings, etc.",Office of the Director; Financial monitoring; Budgeting; Accounting; Purchasing; Human resources; Facility expenses; Information technology support; Public information; Vehicle and equipment maintenance; Grant administration; Safety; Customer service; Inventory control; Audit/internal review; Contract management.,,,"Erin Williams, Budget Analyst II, 512-974-2365",Lost Time Injury Rate Per the Equivalent of 100 Employees,Measures the amount of time lost due to injury divided by the amount of time which could be worked by 100 employees. The formula for this measure was created by the National Safety Council and is an industry norm.,No,No,Operational,Result,No Goal,0,No Data,0,0,0,Annually,0,0,0,0,0,0,0,0,0,0,0,0,,,,
2020,DSD,Building Plan Review,Expedited Building Plan Review,The purpose of the Building Plan Review program is to provide comprehensive review services to citizens and developers to ensure that structures are in compliance with zoning and other development regulations and meet minimum health and safety standards.,"The Expedited Plan Review activity provides expedited and comprehensive review services of residential building permit applications for citizens and developers, ensuring that structures are in compliance with zoning and other site development regulations along with confirming that proposed construction will comply with the minimum health and safety standards required by the adopted technical codes.","In August 2013, the Austin City Council adopted Resolution No. 20130808-063 to consider the types of projects eligible for expedited review and whether new fees and positions are needed to implement and offer an expedited review service. The dept. was also directed to integrate the research and analysis requirements of the resolution into the scope of services for hiring a consultant to conduct an organizational analysis (Zucker Systems). In April 2015, the Council adopted Resolution No. 20150402-014, to explore options for expanding and modifying our expedited permitting process to achieve more affordability and other community benefits. On June 16, 2016, the Austin City Council adopted Resolution No. 20160616-029, to draft policy options, to be presented to Council, that include minimum requirements for developers wishing to voluntarily participate in the City of Austin?s expedited permit review process. On September 1, 2016 the City Council adopted Resolution No. 20160901-029 requir",Preliminary Plan Review meetings; Building plan review for residential and commercial projects in the following disciplines: Building; Mechanical; Electrical; Plumbing; Industrial Waste; Fire Prevention; Health; Zoning; Structural and Tree Ordinance reviews; Research and code adoption.,,,"Jennifer Verhulst, Chief Plans Examiner, 512-974-9318",Percent of Expedited reviews approved on Cycle 1.,This will be a monthly measure that includes all assigned Expedited review processes. Data will be pulled from AMANDA and covers both commercial and residential sectors.,No,No,Operational,Output,0,New Meas.,New Meas.,New Meas.,New Meas.,New Meas.,Monthly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,CCTR,Event Operations,Sales and Contracting,"Event Operations provides event services, such as sales and contracting, planning and coordination, security and safety, facility and event set-up and operations, parking management, and utility and technology services to users of the facility to ensure their event is successful.","The purpose of the Event Sales and Contracting activity is to provide facilities sales and space management for our clients, maximize sales and occupancy, and to secure and accurately contract events so that event parameters are well-defined.","There is no legal mandate for this activity. Manage the Austin Convention Center Department sales, negotiation and contracting of event space. Responsible for the contracting process of event/meeting space lease agreements and administering accurate facility-use contracts.",Facility and destination sales; Reservation of event space; Potential client solicitation; Inquiries.,,,"Amy Harris, Manager, Sales and Events, 512-404-4244; Faith Ward, Sales Manager, 512-404-4210",Facility revenue,Revenue generated by the Convention Center facilities,No,No,Operational,Output,No Goal,16500863,17785807,16796084,16401352,15530570,Monthly,0,0,0,0,0,0,0,0,0,0,0,0,,,,
2020,MCRT,Municipal Court Special Programs,Security Services,"The Austin Municipal Court administers the use of the Court Building Security Fund, the Court Technology Fund, and the Juvenile Case Manager Fund.",The purpose of Security Services is to provide a safe and secure workplace and to protect the City's resources so that organizational health is enhanced.,,Provide court security through contracted security guards and certified peace officers; Assist with the development and maintenance of emergency plans; Monitor maintenance of security equipment; Process and transport arrestees for Downtown Austin Community Court; Boot and tow vehicles for delinquent parking cases.,,,"Mary Jane Grubb, Court Clerk, 512-974-4692",Security fund cost per square foot,Security fund cost per square foot,No,No,Operational,Efficiency,No Goal,No Goal,No Data,No Data,6,6.36,Quarterly,0,0,0,0,0,0,0,0,0,0,0,0,,,,
