AppNumber,ApplicantType,Institution,OrganizationType,InstCity,InstState,InstPostalCode,InstCountry,CongressionalDistrict,Latitude,Longitude,CouncilDate,YearAwarded,ProjectTitle,Program,Division,ApprovedOutright,ApprovedMatching,AwardOutright,AwardMatching,OriginalAmount,SupplementAmount,BeginGrant,EndGrant,ProjectDesc,ToSupport,PrimaryDiscipline,SupplementCount,Supplements,ParticipantCount,Participants,DisciplineCount,Disciplines
FT-10025-67,2,"University of California, Irvine",University,Irvine,CA,92617-3066,USA,45,33.64132,-117.85506,1967-01-01,1967,Title not available,Summer Stipends,Research Programs,2000.00,0.00,2000.00,0.00,2000.00,0.00,1966-10-30,1967-09-01,None,None,French Literature,0,NULL,1,Alice Laborde [Project Director],1,French Literature
FT-10029-67,2,"University of California, Santa Barbara",University,Santa Barbara,CA,93106-0001,USA,24,34.41752,-119.85711,1967-01-01,1967,Title not available,Summer Stipends,Research Programs,2000.00,0.00,2000.00,0.00,2000.00,0.00,1966-10-01,1967-09-30,None,None,Classics,0,NULL,1,David Young [Project Director],1,Classics
FT-10032-67,2,"University of Colorado, Boulder",University,Boulder,CO,80302-7046,USA,2,40.00455,-105.26956,1967-01-01,1967,Title not available,Summer Stipends,Research Programs,2000.00,0.00,2000.00,0.00,2000.00,0.00,1966-10-01,1967-09-30,None,None,"Social Sciences, General",0,NULL,1,Courtland Peterson [Project Director],1,"Social Sciences, General"
FT-10037-67,2,George Washington University,Four-Year College,Washington,DC,20052-0001,USA,1,38.89963,-77.04553,1967-01-01,1967,Title not available,Summer Stipends,Research Programs,2000.00,0.00,2000.00,0.00,2000.00,0.00,1966-10-01,1967-09-30,None,None,"History, General",0,NULL,1,Robert Kenny [Project Director],1,"History, General"
FT-10041-67,2,"Trinity University, District of Columbia",Four-Year College,Washington,DC,20017-1004,USA,1,38.92793,-77.00513,1967-01-01,1967,Title not available,Summer Stipends,Research Programs,2000.00,0.00,2000.00,0.00,2000.00,0.00,1966-10-01,1967-09-30,None,None,U.S. History,0,NULL,1,Jean Willke [Project Director],1,U.S. History
FT-10043-67,2,Eckerd College,Four-Year College,St. Petersburg,FL,33711-4700,USA,13,27.72158,-82.68561,1967-01-01,1967,Title not available,Summer Stipends,Research Programs,2000.00,0.00,2000.00,0.00,2000.00,0.00,1966-10-01,1967-09-30,None,None,British Literature,0,NULL,1,Robert Detweiler [Project Director],1,British Literature
FT-10045-67,2,St. Thomas University,University,Miami Gardens,FL,33054-6313,USA,24,25.92377,-80.25806,1967-01-01,1967,Title not available,Summer Stipends,Research Programs,2000.00,0.00,2000.00,0.00,2000.00,0.00,1966-10-01,1967-09-30,None,None,British Literature,0,NULL,1,John Gardner [Project Director],1,British Literature
FT-10049-67,2,University of South Florida,University,Tampa,FL,33620-9951,USA,14,28.05454,-82.41368,1967-01-01,1967,Title not available,Summer Stipends,Research Programs,2000.00,0.00,2000.00,0.00,2000.00,0.00,1966-10-01,1967-09-30,None,None,British Literature,0,NULL,1,William Scheuerle [Project Director],1,British Literature
FT-10053-67,2,University of Florida,Center For Advanced Study/Research Institute,Gainesville,FL,32611-0001,USA,3,29.64282,-82.35029,1967-01-01,1967,Title not available,Summer Stipends,Research Programs,2000.00,0.00,2000.00,0.00,2000.00,0.00,1966-10-01,1967-09-30,None,None,"History, General",0,NULL,1,George Winius [Project Director],1,"History, General"
FT-10061-67,2,Illinois State University,University,Normal,IL,61790-3040,USA,13,40.50989,-88.99795,1967-01-01,1967,Title not available,Summer Stipends,Research Programs,2000.00,0.00,2000.00,0.00,2000.00,0.00,1966-10-01,1967-09-30,None,None,"Social Sciences, General",0,NULL,1,Taimi Ranta [Project Director],1,"Social Sciences, General"
FT-10083-67,2,Luther College,Four-Year College,Decorah,IA,52101-1041,USA,1,43.3146,-91.80091,1967-01-01,1967,Title not available,Summer Stipends,Research Programs,2000.00,0.00,2000.00,0.00,2000.00,0.00,1966-10-01,1967-09-30,None,None,"History, General",0,NULL,1,John Sieber [Project Director],1,"History, General"
FT-10091-67,2,University of Kentucky,University,Lexington,KY,40506-0001,USA,5,38.03919,-84.50654,1967-01-01,1967,Title not available,Summer Stipends,Research Programs,2000.00,0.00,2000.00,0.00,2000.00,0.00,1966-10-01,1967-09-30,None,None,"Arts, General",0,NULL,1,Eric Hicks [Project Director],1,"Arts, General"
FT-10093-67,2,Tulane University,Center For Advanced Study/Research Institute,New Orleans,LA,70118-5698,USA,1,29.9354,-90.124,1967-01-01,1967,Title not available,Summer Stipends,Research Programs,2000.00,0.00,2000.00,0.00,2000.00,0.00,1966-10-01,1967-09-30,None,None,U.S. History,0,NULL,1,Victor Voegeli [Project Director],1,U.S. History
FT-10095-67,2,University of Maryland University College,Four-Year College,College Park,MD,20742-0001,USA,5,38.99276,-76.94738,1967-01-01,1967,Title not available,Summer Stipends,Research Programs,2000.00,0.00,2000.00,0.00,2000.00,0.00,1966-10-01,1967-09-30,None,None,Comparative Literature,0,NULL,1,Kariofilis Mitsakis [Project Director],1,Comparative Literature
FT-10097-67,2,Loyola University Maryland,Four-Year College,Baltimore,MD,21210-2601,USA,3,39.35599,-76.63335,1967-01-01,1967,Title not available,Summer Stipends,Research Programs,2000.00,0.00,2000.00,0.00,2000.00,0.00,1966-10-01,1967-09-30,None,None,Classics,0,NULL,1,Jerome O'Malley [Project Director],1,Classics
FT-10101-67,2,Smith College,Four-Year College,Northampton,MA,01063-6304,USA,2,42.31917,-72.63678,1967-01-01,1967,Title not available,Summer Stipends,Research Programs,2000.00,0.00,2000.00,0.00,2000.00,0.00,1966-10-01,1967-09-30,None,None,French Literature,0,NULL,1,Marie-Rose Carre [Project Director],1,French Literature
FT-10107-67,2,"University of Massachusetts, Amherst",University,Amherst,MA,01003-9242,USA,2,42.38691,-72.52113,1967-01-01,1967,Title not available,Summer Stipends,Research Programs,2000.00,0.00,2000.00,0.00,2000.00,0.00,1966-10-01,1967-09-30,None,None,"History, General",0,NULL,1,Robert Hart [Project Director],1,"History, General"
FT-10109-67,2,Wheaton College,Four-Year College,Norton,MA,02766-2322,USA,4,41.96804,-71.18633,1967-01-01,1967,Title not available,Summer Stipends,Research Programs,2000.00,0.00,2000.00,0.00,2000.00,0.00,1966-10-01,1967-09-30,None,None,"History, General",0,NULL,1,Paul Helmreich [Project Director],1,"History, General"
FT-10111-67,2,Wellesley College,Four-Year College,Wellesley,MA,02481-8203,USA,4,42.29302,-71.30522,1967-01-01,1967,Title not available,Summer Stipends,Research Programs,2000.00,0.00,2000.00,0.00,2000.00,0.00,1966-10-01,1967-09-30,None,None,"Social Sciences, General",0,NULL,1,Alan Schechter [Project Director],1,"Social Sciences, General"
FT-10115-67,2,Oakland University,University,Rochester,MI,48309-4402,USA,11,42.6753,-83.21616,1967-01-01,1967,Title not available,Summer Stipends,Research Programs,2000.00,0.00,2000.00,0.00,2000.00,0.00,1966-10-01,1967-09-30,None,None,Comparative Literature,0,NULL,1,John Blair [Project Director],1,Comparative Literature
FT-10125-67,2,Mississippi State University,University,Mississippi State,MS,39762-6156,USA,3,33.45607,-88.78585,1967-01-01,1967,Title not available,Summer Stipends,Research Programs,2000.00,0.00,2000.00,0.00,2000.00,0.00,1966-10-01,1967-09-30,None,None,U.S. History,0,NULL,1,Thomas Connelly [Project Director],1,U.S. History
FT-10127-67,2,University of Southern Mississippi,University,Hattiesburg,MS,39406-0001,USA,4,31.33018,-89.33026,1967-01-01,1967,Title not available,Summer Stipends,Research Programs,2000.00,0.00,2000.00,0.00,2000.00,0.00,1966-10-01,1967-09-30,None,None,U.S. History,0,NULL,1,William Scarborough [Project Director],1,U.S. History
FT-10133-67,2,"University of Missouri, Kansas City",Four-Year College,Kansas City,MO,64110-2235,USA,5,39.03364,-94.57698,1967-01-01,1967,Title not available,Summer Stipends,Research Programs,2000.00,0.00,2000.00,0.00,2000.00,0.00,1966-10-01,1967-09-30,None,None,"History, General",0,NULL,1,Sheldon Watts [Project Director],1,"History, General"
FT-10151-67,2,"SUNY Research Foundation, Buffalo State College",Center For Advanced Study/Research Institute,Buffalo,NY,14222-1004,USA,26,42.93322,-78.87707,1967-01-01,1967,Title not available,Summer Stipends,Research Programs,2000.00,0.00,2000.00,0.00,2000.00,0.00,1966-10-01,1967-09-30,None,None,American Literature,0,NULL,1,John Aiken [Project Director],1,American Literature
FT-10155-67,2,Keuka College,Four-Year College,Keula Park,NY,14478,USA,23,42.59045,-77.12324,1967-01-01,1967,Title not available,Summer Stipends,Research Programs,2000.00,0.00,2000.00,0.00,2000.00,0.00,1966-10-01,1967-09-30,None,None,Philosophy of Religion,0,NULL,1,James Graby [Project Director],1,Philosophy of Religion
FT-10161-67,2,"CUNY Research Foundation, Brooklyn College",Two-Year College,Brooklyn,NY,11210-2850,USA,9,40.63201,-73.95279,1967-01-01,1967,Title not available,Summer Stipends,Research Programs,2000.00,0.00,2000.00,0.00,2000.00,0.00,1966-10-01,1967-09-30,None,None,"Arts, General",0,NULL,1,Michael Mallory [Project Director],1,"Arts, General"
FT-10167-67,2,Bard College,Center For Advanced Study/Research Institute,Annandale-on-Hudson,NY,12504-9800,USA,19,42.02553,-73.90463,1967-01-01,1967,Title not available,Summer Stipends,Research Programs,2000.00,0.00,2000.00,0.00,2000.00,0.00,1966-10-01,1967-09-30,None,None,History of Religion,0,NULL,1,David Pierce [Project Director],1,History of Religion
FT-10169-67,2,"SUNY Research Foundation, College at Geneseo",Four-Year College,Geneseo,NY,14454-1401,USA,27,42.79492,-77.8205,1967-01-01,1967,Title not available,Summer Stipends,Research Programs,2000.00,0.00,2000.00,0.00,2000.00,0.00,1966-10-01,1967-09-30,None,None,"Social Sciences, General",0,NULL,1,Richard Roark [Project Director],1,"Social Sciences, General"
FT-10175-67,2,"SUNY Research Foundation, Binghamton",Two-Year College,Binghamton,NY,13902-4400,USA,22,42.09521,-75.96456,1967-01-01,1967,Title not available,Summer Stipends,Research Programs,2000.00,0.00,2000.00,0.00,2000.00,0.00,1966-10-01,1967-09-30,None,None,Theater History and Criticism,0,NULL,1,Sandro Sticca [Project Director],1,Theater History and Criticism
FT-10177-67,2,"SUNY Research Foundation, College at Fredonia",Four-Year College,Fredonia,NY,14063-1127,USA,23,42.45445,-79.33454,1967-01-01,1967,Title not available,Summer Stipends,Research Programs,2000.00,0.00,2000.00,0.00,2000.00,0.00,1966-10-01,1967-09-30,None,None,British Literature,0,NULL,1,J. Wilson [Project Director],1,British Literature
FT-10181-67,2,Wake Forest University,University,Winston-Salem,NC,27109-6000,USA,5,36.13612,-80.27798,1967-01-01,1967,Title not available,Summer Stipends,Research Programs,2000.00,0.00,2000.00,0.00,2000.00,0.00,1966-10-01,1967-09-30,None,None,"History, General",0,NULL,1,Richard Barnett [Project Director],1,"History, General"
FT-10183-67,2,"University of North Carolina, Chapel Hill",Center For Advanced Study/Research Institute,Chapel Hill,NC,27599-1350,USA,4,36.05251,-79.10769,1967-01-01,1967,Title not available,Summer Stipends,Research Programs,2000.00,0.00,2000.00,0.00,2000.00,0.00,1966-10-01,1967-09-30,None,None,Italian Literature,0,NULL,1,William De Sua [Project Director],1,Italian Literature
FT-10185-67,2,St. Andrews Presbyterian College,Four-Year College,Laurinburg,NC,28352-5521,USA,9,34.74383,-79.48751,1967-01-01,1967,Title not available,Summer Stipends,Research Programs,2000.00,0.00,2000.00,0.00,2000.00,0.00,1966-10-01,1967-09-30,None,None,U.S. History,0,NULL,1,Jo Fulcher [Project Director],1,U.S. History
FT-10197-67,2,John Carroll University,University,University Heights,OH,44118-4538,USA,11,41.4878,-81.53057,1967-01-01,1967,Title not available,Summer Stipends,Research Programs,2000.00,0.00,2000.00,0.00,2000.00,0.00,1966-10-01,1967-09-30,None,None,"History, General",0,NULL,1,Mary Howard [Project Director],1,"History, General"
FT-10199-67,2,University of Toledo,Four-Year College,Toledo,OH,43606-3390,USA,9,41.6622,-83.61666,1967-01-01,1967,Title not available,Summer Stipends,Research Programs,2000.00,0.00,2000.00,0.00,2000.00,0.00,1966-10-01,1967-09-30,None,None,"History, General",0,NULL,1,William Morgan [Project Director],1,"History, General"
FT-10205-67,2,"Oklahoma State University, Stillwater",University,Stillwater,OK,74078-0001,USA,3,36.13038,-97.0724,1967-01-01,1967,Title not available,Summer Stipends,Research Programs,2000.00,0.00,2000.00,0.00,2000.00,0.00,1966-10-01,1967-09-30,None,None,U.S. History,0,NULL,1,Charles Dollar [Project Director],1,U.S. History
FT-10215-67,2,Bryn Mawr College,Four-Year College,Bryn Mawr,PA,19010-2899,USA,5,40.02166,-75.32213,1967-01-01,1967,Title not available,Summer Stipends,Research Programs,2000.00,0.00,2000.00,0.00,2000.00,0.00,1966-10-01,1967-09-30,None,None,Art History and Criticism,0,NULL,1,Charles Dempsey [Project Director],1,Art History and Criticism
FT-10221-67,2,Dickinson College,Four-Year College,Carlisle,PA,17013-2896,USA,10,40.20114,-77.19656,1967-01-01,1967,Title not available,Summer Stipends,Research Programs,2000.00,0.00,2000.00,0.00,2000.00,0.00,1966-10-01,1967-09-30,None,None,Art History and Criticism,0,NULL,1,Allan Ludwig [Project Director],1,Art History and Criticism
FT-10227-67,2,Converse College,Four-Year College,Spartanburg,SC,29302-0006,USA,4,34.95389,-81.91746,1967-01-01,1967,Title not available,Summer Stipends,Research Programs,2000.00,0.00,2000.00,0.00,2000.00,0.00,1966-10-01,1967-09-30,None,None,"History, General",0,NULL,1,Frederick Ritsch [Project Director],1,"History, General"
FT-10231-67,2,Vanderbilt University,Four-Year College,Nashville,TN,37240-0001,USA,5,36.14108,-86.80676,1967-01-01,1967,Title not available,Summer Stipends,Research Programs,2000.00,0.00,2000.00,0.00,2000.00,0.00,1966-10-01,1967-09-30,None,None,British Literature,0,NULL,1,James Kilroy [Project Director],1,British Literature
FT-10233-67,2,University of Memphis,University,Memphis,TN,38152-0001,USA,9,35.12315,-89.93406,1967-01-01,1967,Title not available,Summer Stipends,Research Programs,2000.00,0.00,2000.00,0.00,2000.00,0.00,1966-10-01,1967-09-30,None,None,British Literature,0,NULL,1,Louis Stagg [Project Director],1,British Literature
FT-10237-67,2,University of Houston,Four-Year College,Houston,TX,77204-0001,USA,18,29.7277,-95.34755,1967-01-01,1967,Title not available,Summer Stipends,Research Programs,2000.00,0.00,2000.00,0.00,2000.00,0.00,1966-10-01,1967-09-30,None,None,American Literature,0,NULL,1,Charles Peavy [Project Director],1,American Literature
FT-10243-67,2,College of William and Mary,Four-Year College,Williamsburg,VA,23186-0002,USA,2,37.27188,-76.70942,1967-01-01,1967,Title not available,Summer Stipends,Research Programs,2000.00,0.00,2000.00,0.00,2000.00,0.00,1966-10-01,1967-09-30,None,None,"Philosophy, General",0,NULL,1,Thomas Hearn [Project Director],1,"Philosophy, General"
FT-10245-67,2,Washington and Lee University,Four-Year College,Lexington,VA,24450-2116,USA,6,37.78645,-79.44404,1967-01-01,1967,Title not available,Summer Stipends,Research Programs,2000.00,0.00,2000.00,0.00,2000.00,0.00,1966-10-01,1967-09-30,None,None,"History, General",0,NULL,1,H. Jarrett [Project Director],1,"History, General"
FT-10247-67,2,Old Dominion University,University,Norfolk,VA,23529-0001,USA,3,36.88605,-76.30803,1967-01-01,1967,Title not available,Summer Stipends,Research Programs,2000.00,0.00,2000.00,0.00,2000.00,0.00,1966-10-01,1967-09-30,None,None,U.S. History,0,NULL,1,Harrold Wilson [Project Director],1,U.S. History
FT-10249-67,2,Washington State University,Four-Year College,Pullman,WA,99164-0001,USA,5,46.7244,-117.16624,1967-01-01,1967,Title not available,Summer Stipends,Research Programs,2000.00,0.00,2000.00,0.00,2000.00,0.00,1966-10-01,1967-09-30,None,None,"Philosophy, General",0,NULL,1,James Broyles [Project Director],1,"Philosophy, General"
FT-10251-67,2,Everett Community College,Two-Year College,Everett,WA,98201-1390,USA,2,48.00634,-122.20777,1967-01-01,1967,Title not available,Summer Stipends,Research Programs,2000.00,0.00,2000.00,0.00,2000.00,0.00,1966-10-01,1967-09-30,None,None,U.S. History,0,NULL,1,Norman Clark [Project Director],1,U.S. History
FT-10255-67,2,"University of Wisconsin, Whitewater",Four-Year College,Whitewater,WI,53190-1705,USA,5,42.83504,-88.74141,1967-01-01,1967,Title not available,Summer Stipends,Research Programs,2000.00,0.00,2000.00,0.00,2000.00,0.00,1966-10-01,1967-09-30,None,None,British Literature,0,NULL,1,Vlad Thomas [Project Director],1,British Literature
FT-10259-67,2,University of Wyoming,Four-Year College,Laramie,WY,82071-2000,USA,1,41.71506,-105.79738,1967-01-01,1967,Title not available,Summer Stipends,Research Programs,2000.00,0.00,2000.00,0.00,2000.00,0.00,1966-10-01,1967-09-30,None,None,British Literature,0,NULL,1,Steven Foster [Project Director],1,British Literature
FT-10264-68,2,"University of California, Santa Cruz",Four-Year College,Santa Cruz,CA,95064-1077,USA,20,36.97755,-122.05583,1967-11-01,1967,Title not available,Summer Stipends,Research Programs,1500.00,0.00,1500.00,0.00,1500.00,0.00,1969-01-01,1969-12-31,None,None,"Philosophy, General",0,NULL,1,David Blumenfeld [Project Director],1,"Philosophy, General"
FT-10276-68,2,Claremont McKenna College,Four-Year College,Claremont,CA,91711-5929,USA,27,34.10261,-117.70708,1967-11-01,1967,Title not available,Summer Stipends,Research Programs,1500.00,0.00,1500.00,0.00,1500.00,0.00,1969-01-01,1969-12-31,None,None,"History, General",0,NULL,1,John Isreal [Project Director],1,"History, General"
FT-10278-68,2,"University of California, Los Angeles",University,Los Angeles,CA,90095-9000,USA,33,34.07516,-118.43851,1967-11-01,1967,Title not available,Summer Stipends,Research Programs,1500.00,0.00,1500.00,0.00,1500.00,0.00,1969-01-01,1969-12-31,None,None,American Literature,0,NULL,1,Frank Lentricchia [Project Director],1,American Literature
FT-10288-68,2,Colorado State University,University,Fort Collins,CO,80521-2807,USA,2,40.57888,-105.08126,1967-11-01,1967,Title not available,Summer Stipends,Research Programs,1500.00,0.00,1500.00,0.00,1500.00,0.00,1969-01-01,1969-12-31,None,None,American Literature,0,NULL,1,Martin Bucco [Project Director],1,American Literature
FT-10290-68,2,Yale University,Publishing,New Haven,CT,06510-1703,USA,3,41.31003,-72.92334,1967-11-01,1967,Title not available,Summer Stipends,Research Programs,1500.00,0.00,1500.00,0.00,1500.00,0.00,1969-01-01,1969-12-31,None,None,Music History and Criticism,0,NULL,1,Charles Warren [Project Director],1,Music History and Criticism
FT-10292-68,2,University of Connecticut,University,Storrs,CT,06269-9000,USA,2,41.80679,-72.24882,1967-11-01,1967,Title not available,Summer Stipends,Research Programs,1500.00,0.00,1500.00,0.00,1500.00,0.00,1969-01-01,1969-12-31,None,None,English,0,NULL,1,Roger Wilkenfeld [Project Director],1,English
FT-10294-68,2,University of Miami,University,Coral Gables,FL,33146-2503,USA,27,25.71671,-80.27859,1967-11-01,1967,Title not available,Summer Stipends,Research Programs,1500.00,0.00,1500.00,0.00,1500.00,0.00,1969-01-01,1969-12-31,None,None,Spanish Language,0,NULL,1,Donald Randolph [Project Director],1,Spanish Language
FT-10296-68,2,"SUNY Research Foundation, College at Oswego",Four-Year College,Oswego,NY,13126-3501,USA,24,43.44773,-76.53973,1967-11-01,1967,Title not available,Summer Stipends,Research Programs,1500.00,0.00,1500.00,0.00,1500.00,0.00,1969-01-01,1969-12-31,None,None,Anthropology,0,NULL,1,M. Smith [Project Director],1,Anthropology
FT-10308-68,2,Earlham College,Four-Year College,Richmond,IN,47374-4095,USA,6,39.8292,-84.9076,1967-11-01,1967,Title not available,Summer Stipends,Research Programs,1500.00,0.00,1500.00,0.00,1500.00,0.00,1969-01-01,1969-12-31,None,None,"Philosophy, General",0,NULL,1,Leonard Clark [Project Director],1,"Philosophy, General"
FT-10314-68,2,Coe College,Four-Year College,Cedar Rapids,IA,52402-5092,USA,1,41.98561,-91.65671,1967-11-01,1967,Title not available,Summer Stipends,Research Programs,1500.00,0.00,1500.00,0.00,1500.00,0.00,1969-01-01,1969-12-31,None,None,Music History and Criticism,0,NULL,1,Thomas Slattery [Project Director],1,Music History and Criticism
FT-10326-68,2,Bates College,Four-Year College,Lewiston,ME,04240-6028,USA,2,44.10676,-70.20394,1967-11-01,1967,Title not available,Summer Stipends,Research Programs,1500.00,0.00,1500.00,0.00,1500.00,0.00,1969-01-01,1969-12-31,None,None,"Literature, General",0,NULL,1,Werner Dieman [Project Director],2,"English; Literature, General"
FT-10332-68,2,Mount Holyoke College,Four-Year College,South Hadley,MA,01075-1461,USA,1,42.25674,-72.57653,1967-11-01,1967,Title not available,Summer Stipends,Research Programs,1500.00,0.00,1500.00,0.00,1500.00,0.00,1969-01-01,1969-12-31,None,None,English,0,NULL,1,Anthony Farnham [Project Director],1,English
FT-10340-68,2,Trustees of Amherst College,Four-Year College,Amherst,MA,01002-2372,USA,2,42.37882,-72.52054,1967-11-01,1967,Title not available,Summer Stipends,Research Programs,1500.00,0.00,1500.00,0.00,1500.00,0.00,1969-01-01,1969-12-31,None,None,Art History and Criticism,0,NULL,1,Carroll Westfall [Project Director],1,Art History and Criticism
FT-10344-68,2,Northeastern University,Four-Year College,Boston,MA,02115-5005,USA,7,42.3395,-71.09048,1967-11-01,1967,Title not available,Summer Stipends,Research Programs,1500.00,0.00,1500.00,0.00,1500.00,0.00,1969-01-01,1969-12-31,None,None,"History, General",0,NULL,1,Joseph Woods [Project Director],1,"History, General"
FT-10346-68,2,"University of Michigan, Ann Arbor",University,Ann Arbor,MI,48109-1382,USA,12,42.27494,-83.74077,1967-11-01,1967,Title not available,Summer Stipends,Research Programs,1500.00,0.00,1500.00,0.00,1500.00,0.00,1969-01-01,1969-12-31,None,None,English,0,NULL,1,Charles Hinnant [Project Director],1,English
FT-10348-68,2,Central Michigan University,Publishing,Mount Pleasant,MI,48859-0001,USA,4,43.61374,-84.77419,1967-11-01,1967,Title not available,Summer Stipends,Research Programs,1500.00,0.00,1500.00,0.00,1500.00,0.00,1969-01-01,1969-12-31,None,None,"Philosophy, General",0,NULL,1,Leroy Howe [Project Director],1,"Philosophy, General"
FT-10350-68,2,Michigan State University,University,East Lansing,MI,48824-3407,USA,8,42.73833,-84.49001,1967-11-01,1967,Title not available,Summer Stipends,Research Programs,1500.00,0.00,1500.00,0.00,1500.00,0.00,1969-01-01,1969-12-31,None,None,U.S. History,0,NULL,1,Douglas Miller [Project Director],1,U.S. History
FT-10354-68,2,Calvin College,Four-Year College,Grand Rapids,MI,49546-4388,USA,3,42.92691,-85.58799,1967-11-01,1967,Title not available,Summer Stipends,Research Programs,1500.00,0.00,1500.00,0.00,1500.00,0.00,1969-01-01,1969-12-31,None,None,"History, General",0,NULL,1,M. Rienstra [Project Director],1,"History, General"
FT-10364-68,2,Mississippi State University,University,Mississippi State,MS,39762-6156,USA,3,33.45607,-88.78585,1967-11-01,1967,Title not available,Summer Stipends,Research Programs,1500.00,0.00,1500.00,0.00,1500.00,0.00,1969-01-01,1969-12-31,None,None,U.S. History,0,NULL,1,Dorris James [Project Director],1,U.S. History
FT-10370-68,2,"University of Missouri, St. Louis",University,St. Louis,MO,63121-4401,USA,1,38.7072,-90.3114,1967-11-01,1967,Title not available,Summer Stipends,Research Programs,1500.00,0.00,1500.00,0.00,1500.00,0.00,1969-01-01,1969-12-31,None,None,U.S. History,0,NULL,1,Arthur Shaffer [Project Director],1,U.S. History
FT-10374-68,2,University of Montana,Two-Year College,Missoula,MT,59801-4494,USA,1,46.86494,-113.98401,1967-11-01,1967,Title not available,Summer Stipends,Research Programs,1500.00,0.00,1500.00,0.00,1500.00,0.00,1969-01-01,1969-12-31,None,None,U.S. History,0,NULL,1,Duane Hampton [Project Director],1,U.S. History
FT-10376-68,2,Creighton University,University,Omaha,NE,68178-0133,USA,2,41.26488,-95.9411,1967-11-01,1967,Title not available,Summer Stipends,Research Programs,1500.00,0.00,1500.00,0.00,1500.00,0.00,1969-01-01,1969-12-31,None,None,English,0,NULL,1,Lloyd Hubenka [Project Director],1,English
FT-10394-68,2,Vassar College,Four-Year College,Poughkeepsie,NY,12604-0001,USA,18,41.69416,-73.90125,1967-11-01,1967,Title not available,Summer Stipends,Research Programs,1500.00,0.00,1500.00,0.00,1500.00,0.00,1969-01-01,1969-12-31,None,None,"Literature, General",0,NULL,1,Harriett Hawkins [Project Director],2,"English; Literature, General"
FT-10396-68,2,"SUNY Research Foundation, College at Fredonia",Four-Year College,Fredonia,NY,14063-1127,USA,23,42.45445,-79.33454,1967-11-01,1967,Title not available,Summer Stipends,Research Programs,1500.00,0.00,1500.00,0.00,1500.00,0.00,1969-01-01,1969-12-31,None,None,English,0,NULL,1,Richard Kline [Project Director],1,English
FT-10400-68,2,"University of North Carolina, Chapel Hill",Center For Advanced Study/Research Institute,Chapel Hill,NC,27599-1350,USA,4,36.05251,-79.10769,1967-11-01,1967,Title not available,Summer Stipends,Research Programs,1500.00,0.00,1500.00,0.00,1500.00,0.00,1969-01-01,1969-12-31,None,None,French Language,0,NULL,1,G. Masters [Project Director],1,French Language
FT-10402-68,2,Clarkson University,University,Potsdam,NY,13676-1402,USA,21,44.66469,-74.99423,1967-11-01,1967,Title not available,Summer Stipends,Research Programs,1500.00,0.00,1500.00,0.00,1500.00,0.00,1969-01-01,1969-12-31,None,None,American Literature,0,NULL,1,Harry Paige [Project Director],1,American Literature
FT-10412-68,2,Yeshiva University,University,New York,NY,10033-3299,USA,13,40.85069,-73.92961,1967-11-01,1967,Title not available,Summer Stipends,Research Programs,1500.00,0.00,1500.00,0.00,1500.00,0.00,1969-01-01,1969-12-31,None,None,Comparative Languages,0,NULL,1,Ernest Simon [Project Director],1,Comparative Languages
FT-10414-68,2,"SUNY Research Foundation, College at Geneseo",Four-Year College,Geneseo,NY,14454-1401,USA,27,42.79492,-77.8205,1967-11-01,1967,Title not available,Summer Stipends,Research Programs,1500.00,0.00,1500.00,0.00,1500.00,0.00,1969-01-01,1969-12-31,None,None,U.S. History,0,NULL,1,James Somerville [Project Director],1,U.S. History
FT-10416-68,2,"Marymount College, Tarrytown",Four-Year College,Tarrytown,NY,10591-3704,USA,17,41.07585,-73.85152,1967-11-01,1967,Title not available,Summer Stipends,Research Programs,1500.00,0.00,1500.00,0.00,1500.00,0.00,1969-01-01,1969-12-31,None,None,"History, General",0,NULL,1,Alfred Vecchio [Project Director],1,"History, General"
FT-10418-68,2,New York University,Publishing,New York,NY,10012-1019,USA,10,40.73075,-73.9988,1967-11-01,1967,Title not available,Summer Stipends,Research Programs,1500.00,0.00,1500.00,0.00,1500.00,0.00,1969-01-01,1969-12-31,None,None,Classical Languages,0,NULL,1,Larissa Warren [Project Director],1,Classical Languages
FT-10422-68,2,Barton College,Four-Year College,Wilson,NC,27893-7000,USA,1,35.69728,-77.90611,1967-11-01,1967,Title not available,Summer Stipends,Research Programs,1500.00,0.00,1500.00,0.00,1500.00,0.00,1969-01-01,1969-12-31,None,None,"History, General",0,NULL,1,Roger Bullard [Project Director],1,"History, General"
FT-10440-68,2,Unknown,None,Unknown,Un,Unknown,Unknown,0,Unknown,unknown,1967-11-01,1967,Title not available,Summer Stipends,Research Programs,1500.00,0.00,1500.00,0.00,1500.00,0.00,1969-01-01,1969-12-31,None,None,English,0,NULL,0,NULL,1,English
FT-10444-68,2,University of Tulsa,University,Tulsa,OK,74104-9700,USA,1,36.14976,-95.94749,1967-11-01,1967,Title not available,Summer Stipends,Research Programs,1500.00,0.00,1500.00,0.00,1500.00,0.00,1969-01-01,1969-12-31,None,None,English,0,NULL,1,James Miller [Project Director],1,English
FT-10452-68,2,University of Pittsburgh,Four-Year College,Pittsburgh,PA,15260-6133,USA,18,40.44171,-79.9566,1967-11-01,1967,Title not available,Summer Stipends,Research Programs,1500.00,0.00,1500.00,0.00,1500.00,0.00,1969-01-01,1969-12-31,None,None,English,0,NULL,1,Edwin Marrs [Project Director],1,English
