State,Year,Month,Period,Indicator,Data Value
VERMONT,2018,November,Monthly,Number of Live Births,435
VIRGINIA,2018,November,Monthly,Number of Live Births,8119
WASHINGTON,2018,November,Monthly,Number of Live Births,6929
WEST VIRGINIA,2018,November,Monthly,Number of Live Births,1408
WISCONSIN,2018,November,Monthly,Number of Live Births,5138
WYOMING,2018,November,Monthly,Number of Live Births,514
PUERTO RICO,2018,November,Monthly,Number of Live Births,1989
ALABAMA,2018,December,Monthly,Number of Live Births,4997
ALASKA,2018,December,Monthly,Number of Live Births,813
ARIZONA,2018,December,Monthly,Number of Live Births,6839
ARKANSAS,2018,December,Monthly,Number of Live Births,3119
CALIFORNIA,2018,December,Monthly,Number of Live Births,37597
COLORADO,2018,December,Monthly,Number of Live Births,5028
CONNECTICUT,2018,December,Monthly,Number of Live Births,2787
DELAWARE,2018,December,Monthly,Number of Live Births,888
DISTRICT OF COLUMBIA,2018,December,Monthly,Number of Live Births,719
FLORIDA,2018,December,Monthly,Number of Live Births,19272
GEORGIA,2018,December,Monthly,Number of Live Births,10789
HAWAII,2018,December,Monthly,Number of Live Births,1433
IDAHO,2018,December,Monthly,Number of Live Births,1726
ILLINOIS,2018,December,Monthly,Number of Live Births,11371
INDIANA,2018,December,Monthly,Number of Live Births,6633
IOWA,2018,December,Monthly,Number of Live Births,2988
KANSAS,2018,December,Monthly,Number of Live Births,3020
KENTUCKY,2018,December,Monthly,Number of Live Births,4491
LOUISIANA,2018,December,Monthly,Number of Live Births,4930
MAINE,2018,December,Monthly,Number of Live Births,974
MARYLAND,2018,December,Monthly,Number of Live Births,5877
MASSACHUSETTS,2018,December,Monthly,Number of Live Births,5219
MICHIGAN,2018,December,Monthly,Number of Live Births,8850
MINNESOTA,2018,December,Monthly,Number of Live Births,5387
MISSISSIPPI,2018,December,Monthly,Number of Live Births,3141
MISSOURI,2018,December,Monthly,Number of Live Births,5917
MONTANA,2018,December,Monthly,Number of Live Births,920
NEBRASKA,2018,December,Monthly,Number of Live Births,2117
NEVADA,2018,December,Monthly,Number of Live Births,3021
NEW HAMPSHIRE,2018,December,Monthly,Number of Live Births,884
NEW JERSEY,2018,December,Monthly,Number of Live Births,8194
NEW MEXICO,2018,December,Monthly,Number of Live Births,1902
NEW YORK,2018,December,Monthly,Number of Live Births,18341
NORTH CAROLINA,2018,December,Monthly,Number of Live Births,9870
NORTH DAKOTA,2018,December,Monthly,Number of Live Births,848
OHIO,2018,December,Monthly,Number of Live Births,10936
OKLAHOMA,2018,December,Monthly,Number of Live Births,4046
OREGON,2018,December,Monthly,Number of Live Births,3291
PENNSYLVANIA,2018,December,Monthly,Number of Live Births,11066
RHODE ISLAND,2018,December,Monthly,Number of Live Births,797
SOUTH CAROLINA,2018,December,Monthly,Number of Live Births,4868
SOUTH DAKOTA,2018,December,Monthly,Number of Live Births,965
TENNESSEE,2018,December,Monthly,Number of Live Births,6649
TEXAS,2018,December,Monthly,Number of Live Births,31435
UTAH,2018,December,Monthly,Number of Live Births,3646
VERMONT,2018,December,Monthly,Number of Live Births,451
VIRGINIA,2018,December,Monthly,Number of Live Births,7921
WASHINGTON,2018,December,Monthly,Number of Live Births,6750
WEST VIRGINIA,2018,December,Monthly,Number of Live Births,1498
WISCONSIN,2018,December,Monthly,Number of Live Births,5045
WYOMING,2018,December,Monthly,Number of Live Births,545
PUERTO RICO,2018,December,Monthly,Number of Live Births,1829
ALABAMA,2019,January,Monthly,Number of Live Births,5031
ALASKA,2019,January,Monthly,Number of Live Births,770
ARIZONA,2019,January,Monthly,Number of Live Births,6845
ARKANSAS,2019,January,Monthly,Number of Live Births,3140
CALIFORNIA,2019,January,Monthly,Number of Live Births,37330
COLORADO,2019,January,Monthly,Number of Live Births,5100
CONNECTICUT,2019,January,Monthly,Number of Live Births,2799
DELAWARE,2019,January,Monthly,Number of Live Births,888
DISTRICT OF COLUMBIA,2019,January,Monthly,Number of Live Births,733
FLORIDA,2019,January,Monthly,Number of Live Births,18945
GEORGIA,2019,January,Monthly,Number of Live Births,10721
HAWAII,2019,January,Monthly,Number of Live Births,1385
IDAHO,2019,January,Monthly,Number of Live Births,1706
ILLINOIS,2019,January,Monthly,Number of Live Births,11238
INDIANA,2019,January,Monthly,Number of Live Births,6550
IOWA,2019,January,Monthly,Number of Live Births,3060
KANSAS,2019,January,Monthly,Number of Live Births,2990
KENTUCKY,2019,January,Monthly,Number of Live Births,4392
LOUISIANA,2019,January,Monthly,Number of Live Births,5099
MAINE,2019,January,Monthly,Number of Live Births,943
MARYLAND,2019,January,Monthly,Number of Live Births,5776
MASSACHUSETTS,2019,January,Monthly,Number of Live Births,5534
MICHIGAN,2019,January,Monthly,Number of Live Births,8445
MINNESOTA,2019,January,Monthly,Number of Live Births,5200
MISSISSIPPI,2019,January,Monthly,Number of Live Births,3159
MISSOURI,2019,January,Monthly,Number of Live Births,5876
MONTANA,2019,January,Monthly,Number of Live Births,887
NEBRASKA,2019,January,Monthly,Number of Live Births,1948
NEVADA,2019,January,Monthly,Number of Live Births,2943
NEW HAMPSHIRE,2019,January,Monthly,Number of Live Births,904
NEW JERSEY,2019,January,Monthly,Number of Live Births,7898
NEW MEXICO,2019,January,Monthly,Number of Live Births,1871
NEW YORK,2019,January,Monthly,Number of Live Births,18330
NORTH CAROLINA,2019,January,Monthly,Number of Live Births,10042
NORTH DAKOTA,2019,January,Monthly,Number of Live Births,868
OHIO,2019,January,Monthly,Number of Live Births,11011
OKLAHOMA,2019,January,Monthly,Number of Live Births,4146
OREGON,2019,January,Monthly,Number of Live Births,3461
PENNSYLVANIA,2019,January,Monthly,Number of Live Births,11127
RHODE ISLAND,2019,January,Monthly,Number of Live Births,855
SOUTH CAROLINA,2019,January,Monthly,Number of Live Births,4934
SOUTH DAKOTA,2019,January,Monthly,Number of Live Births,908
TENNESSEE,2019,January,Monthly,Number of Live Births,6795
TEXAS,2019,January,Monthly,Number of Live Births,31532
UTAH,2019,January,Monthly,Number of Live Births,3793
VERMONT,2019,January,Monthly,Number of Live Births,421
VIRGINIA,2019,January,Monthly,Number of Live Births,8018
WASHINGTON,2019,January,Monthly,Number of Live Births,6786
WEST VIRGINIA,2019,January,Monthly,Number of Live Births,1465
WISCONSIN,2019,January,Monthly,Number of Live Births,5075
WYOMING,2019,January,Monthly,Number of Live Births,555
PUERTO RICO,2019,January,Monthly,Number of Live Births,1854
ALABAMA,2019,February,Monthly,Number of Live Births,4370
ALASKA,2019,February,Monthly,Number of Live Births,755
ARIZONA,2019,February,Monthly,Number of Live Births,6088
ARKANSAS,2019,February,Monthly,Number of Live Births,2671
CALIFORNIA,2019,February,Monthly,Number of Live Births,33863
COLORADO,2019,February,Monthly,Number of Live Births,4665
CONNECTICUT,2019,February,Monthly,Number of Live Births,2555
DELAWARE,2019,February,Monthly,Number of Live Births,719
DISTRICT OF COLUMBIA,2019,February,Monthly,Number of Live Births,641
FLORIDA,2019,February,Monthly,Number of Live Births,16652
GEORGIA,2019,February,Monthly,Number of Live Births,9585
HAWAII,2019,February,Monthly,Number of Live Births,1338
IDAHO,2019,February,Monthly,Number of Live Births,1648
ILLINOIS,2019,February,Monthly,Number of Live Births,10582
INDIANA,2019,February,Monthly,Number of Live Births,6078
IOWA,2019,February,Monthly,Number of Live Births,2869
KANSAS,2019,February,Monthly,Number of Live Births,2614
KENTUCKY,2019,February,Monthly,Number of Live Births,3943
LOUISIANA,2019,February,Monthly,Number of Live Births,4466
MAINE,2019,February,Monthly,Number of Live Births,833
MARYLAND,2019,February,Monthly,Number of Live Births,5141
MASSACHUSETTS,2019,February,Monthly,Number of Live Births,5038
MICHIGAN,2019,February,Monthly,Number of Live Births,8071
MINNESOTA,2019,February,Monthly,Number of Live Births,4889
MISSISSIPPI,2019,February,Monthly,Number of Live Births,2687
MISSOURI,2019,February,Monthly,Number of Live Births,5287
MONTANA,2019,February,Monthly,Number of Live Births,855
NEBRASKA,2019,February,Monthly,Number of Live Births,1840
NEVADA,2019,February,Monthly,Number of Live Births,2605
NEW HAMPSHIRE,2019,February,Monthly,Number of Live Births,849
NEW JERSEY,2019,February,Monthly,Number of Live Births,7237
NEW MEXICO,2019,February,Monthly,Number of Live Births,1628
NEW YORK,2019,February,Monthly,Number of Live Births,16278
NORTH CAROLINA,2019,February,Monthly,Number of Live Births,8769
NORTH DAKOTA,2019,February,Monthly,Number of Live Births,769
OHIO,2019,February,Monthly,Number of Live Births,10012
OKLAHOMA,2019,February,Monthly,Number of Live Births,3547
OREGON,2019,February,Monthly,Number of Live Births,3224
PENNSYLVANIA,2019,February,Monthly,Number of Live Births,9923
RHODE ISLAND,2019,February,Monthly,Number of Live Births,756
SOUTH CAROLINA,2019,February,Monthly,Number of Live Births,4259
SOUTH DAKOTA,2019,February,Monthly,Number of Live Births,891
TENNESSEE,2019,February,Monthly,Number of Live Births,5933
TEXAS,2019,February,Monthly,Number of Live Births,27893
UTAH,2019,February,Monthly,Number of Live Births,3531
VERMONT,2019,February,Monthly,Number of Live Births,406
VIRGINIA,2019,February,Monthly,Number of Live Births,7248
WASHINGTON,2019,February,Monthly,Number of Live Births,6402
WEST VIRGINIA,2019,February,Monthly,Number of Live Births,1293
WISCONSIN,2019,February,Monthly,Number of Live Births,4685
WYOMING,2019,February,Monthly,Number of Live Births,511
PUERTO RICO,2019,February,Monthly,Number of Live Births,1582
ALABAMA,2019,March,Monthly,Number of Live Births,4546
ALASKA,2019,March,Monthly,Number of Live Births,874
ARIZONA,2019,March,Monthly,Number of Live Births,6680
ARKANSAS,2019,March,Monthly,Number of Live Births,2835
CALIFORNIA,2019,March,Monthly,Number of Live Births,37027
COLORADO,2019,March,Monthly,Number of Live Births,5132
CONNECTICUT,2019,March,Monthly,Number of Live Births,2790
DELAWARE,2019,March,Monthly,Number of Live Births,891
DISTRICT OF COLUMBIA,2019,March,Monthly,Number of Live Births,723
FLORIDA,2019,March,Monthly,Number of Live Births,17510
GEORGIA,2019,March,Monthly,Number of Live Births,10156
HAWAII,2019,March,Monthly,Number of Live Births,1343
IDAHO,2019,March,Monthly,Number of Live Births,1826
ILLINOIS,2019,March,Monthly,Number of Live Births,11397
INDIANA,2019,March,Monthly,Number of Live Births,6465
IOWA,2019,March,Monthly,Number of Live Births,3069
KANSAS,2019,March,Monthly,Number of Live Births,2879
KENTUCKY,2019,March,Monthly,Number of Live Births,4481
LOUISIANA,2019,March,Monthly,Number of Live Births,4431
MAINE,2019,March,Monthly,Number of Live Births,944
MARYLAND,2019,March,Monthly,Number of Live Births,5713
MASSACHUSETTS,2019,March,Monthly,Number of Live Births,5645
MICHIGAN,2019,March,Monthly,Number of Live Births,9251
MINNESOTA,2019,March,Monthly,Number of Live Births,5458
MISSISSIPPI,2019,March,Monthly,Number of Live Births,2811
MISSOURI,2019,March,Monthly,Number of Live Births,5781
MONTANA,2019,March,Monthly,Number of Live Births,942
NEBRASKA,2019,March,Monthly,Number of Live Births,2015
NEVADA,2019,March,Monthly,Number of Live Births,2780
NEW HAMPSHIRE,2019,March,Monthly,Number of Live Births,966
NEW JERSEY,2019,March,Monthly,Number of Live Births,8549
NEW MEXICO,2019,March,Monthly,Number of Live Births,1775
NEW YORK,2019,March,Monthly,Number of Live Births,17936
NORTH CAROLINA,2019,March,Monthly,Number of Live Births,9747
NORTH DAKOTA,2019,March,Monthly,Number of Live Births,903
OHIO,2019,March,Monthly,Number of Live Births,10844
OKLAHOMA,2019,March,Monthly,Number of Live Births,3906
OREGON,2019,March,Monthly,Number of Live Births,3511
PENNSYLVANIA,2019,March,Monthly,Number of Live Births,11001
RHODE ISLAND,2019,March,Monthly,Number of Live Births,793
SOUTH CAROLINA,2019,March,Monthly,Number of Live Births,4557
SOUTH DAKOTA,2019,March,Monthly,Number of Live Births,933
TENNESSEE,2019,March,Monthly,Number of Live Births,6298
TEXAS,2019,March,Monthly,Number of Live Births,29465
UTAH,2019,March,Monthly,Number of Live Births,3955
VERMONT,2019,March,Monthly,Number of Live Births,458
VIRGINIA,2019,March,Monthly,Number of Live Births,8176
WASHINGTON,2019,March,Monthly,Number of Live Births,7272
WEST VIRGINIA,2019,March,Monthly,Number of Live Births,1404
WISCONSIN,2019,March,Monthly,Number of Live Births,5199
WYOMING,2019,March,Monthly,Number of Live Births,552
PUERTO RICO,2019,March,Monthly,Number of Live Births,1644
