Comp Affordable Housing ID,Property Name,Address,City,State,Zip Code,Latitude,Longitude,Unit Type,Census Tract,Owner,Developer,Council District,Phone,Email,Property Manager Or Landlord,Website,Students Only,Community Elderly,Community Disabled,Cmty Domestic Abuse Survivor,Community Mental,Community Veteran,Community Military,Only Serves Designated Cmtys,Cmty Served Descriptions,Broken Lease,Broken Lease Criteria,Eviction History,Eviction History Criteria,Criminal History,Criminal History Criteria,Has Waitlist,Total Units,Total Permanent Support Units,Has Permanent Support Units,Total Income Restricted Units,Has Allocated IR Units,Total Housing Choice Units,Accepts Housing Choice,Total Accessible IR Units,Has Allocated Acc IR Units,Num Units MFI 30,Num Units MFI 40,Num Units MFI 50,Num Units MFI 60,Num Units MFI 65,Num Units MFI 70,Num Units MFI 80,Num Units MFI 90,Num Units MFI 100,Num Units MFI 110,Num Units MFI 120,Has 0 Bed Unit,Has 1 Bed Unit,Has 2 Bed Unit,Has 3 Bed Unit,Has 4 Bed Unit,Has 5 Bed Unit,Num IR 0 Bed Units,Num IR 1 Bed Units,Num IR 2 Bed Units,Num IR 3 Bed Units,Num IR 4 Bed Units,Num IR 5 Bed Units,Has Playground,Has Pool,Has Off Street Parking,Has Air Conditioning,Has Ceiling Fans,Washer Dryer Unit,Washer Dryer Hookups,Washer Dryer Onsite,Washer Dryer Other,Allows Pet,Pet Other,Bus Transit Distance,Security,Elementary School,Middle School,High School,Affordability Start,Affordability Expiration,Austin Housing Inventory ID,Housing Program,Community Development Block Gr,Home Program Funding,Low Income Housing Tax Credit,Source ATC Guide,Source TDHCA,Source AHI,Is Duplicate,TDHCA Funded,NHCD Funded,HACA Funded,HATC Funded,Geocolumn
2815,Pleasent Hill Aprtments,2501 Anken Drive,Austin,TX,78741,30.22990036,-97.72740173,Individual and Multifamily,,,,3,512-447-7244,,,,false,false,false,false,false,false,false,,Project-Based Section 8,depends,Case-by-case,depends,Case-by-case,depends,Case-by-case,true,100,0,,100,true,,false,,,,,,,,,,,,,,,true,true,true,,,,,,,,,,,,,,,,,,no,,,,Brooke Elementary,Fulmore Middle,Travis High,,,,HUD Section 8 New Construction (support tied to the property); Housing Tax Credit,,,9,true,false,false,0,false,false,,,POINT (-97.72740173 30.22990036)
2544,Block on Rio Grande,2819 Rio Grande Street,Austin,TX,78705,30.29509926,-97.7437973,Multifamily,,Block Rio Grande L.P.,Block Rio Grande L.P.,9,512-478-9811,,,http://www.theblockwestcampus.com/,false,false,false,false,false,false,false,,,,,,,,,,97,0,,20,true,,,,,0,0,0,0,10,,10,,,,,,,,,,,,,,,,,false,false,true,true,true,true,true,true,,,,,,Bryker Woods,O Henry,Austin,January 01 2008,01/01/2023 12:00:00 AM,3569,,0,0,,false,false,true,0,false,true,,,POINT (-97.7437973 30.29509926)
2447,Nightingale at Goodnight Ranch,5900 Charles Merle Drive,Austin,TX,78747,30.15640068,-97.75409698,Multifamily,,"Bradsher Family Trust and MVE Ventures, LTD",Momark Development LLC,2,512-328-3232,nightingale@dmacompanies.com,DMA Companies,https://dmacompanies.com/properties/the-nightingale-at-goodnight-ranch/,false,true,false,false,false,false,false,,,,,,,,,,174,0,,141,true,,,,,11,0,36,94,0,,0,,,,,,,,,,,,,,,,,,true,true,true,true,false,true,false,,,,,,Blazier Elementary,Paredes Middle School,Akins High School,March 01 2018,03/01/2023 12:00:00 AM,3894,,0,0,4.0,false,false,true,0,false,true,,,POINT (-97.75409698 30.15640068)
2377,Hotel Allandale,7685 Northcross Drive,Austin,TX,78757,30.35409927,-97.73529816,Multifamily,,UCP Austin Housing II,Easter Seals of Central Texas,7,512-925-5392,,Rene Gonzalez,http://www.theallandale.com/index.php,,,true,,true,,,true,,depends,"Typically a five year look back period, if money is owed must have an agreement in place",depends,"Typically a five year look back period, if money is owed must have an agreement in place",depends,No violent or sexual offense felonies. Drug and assault convictions have a 10 year look back,true,10,0,,10,true,,false,,,0,0,10,0,0,,0,,,,,,true,,,,,,,,,,,,true,,true,true,false,true,,Stackable washer/dryer connections,,,<1/2,,Gullett Elementary School,Lamar Middle School,McCallum High School,January 01 2007,01/01/2047 12:00:00 AM,3306,5-7 year wait-list; HUD Section 811 (mentally disabled only); RHDA,0,0,,true,false,true,0,false,true,,,POINT (-97.73529816 30.35409927)
2902,St Johns West Apartments-UNDER CONSTRUCTION,601 W St Johns Avenue,Austin,TX,78752,30.337701,-97.714785,Multifamily,,,,4,,,JCI Residential,,,,,,,,,,,,,,,,,,297,0,,30,,,,,,0,0,0,30,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reilly Elementary School,Webb Middle School,Mccallum High School,,,,,,,,,,,0,,true,,,POINT (-97.714785 30.337701)
2613,William Cannon Apartments,2112 E William Cannon Drive,Austin,TX,78744,30.18939972,-97.76100159,Individual and Multifamily,,"Pedcor Investments 2012-CXXX, LP","Pedcor Investments 2012-CXXX, LP",2,512-792-3534,williamcannon@pedcor.net,Kendra Quickville,http://www.williamcannonapartmenthomes.com/,false,false,false,false,false,false,false,,,depends,No housing debt from previous 7 years,depends,"Depends on reason for eviction, when it was",depends,"No more than 2 criminal convictions in the past 60 months, no sex crimes or violent crimes, denial for felonies in the last 60 months.",false,252,0,,252,true,,true,32,,0,0,0,252,0,,0,,,,,,true,true,true,,,,,,,,,,false,,true,,false,true,,,yes,"Under 35 lbs, breed restriction",,Gated access,Perez Elementary School,Mendez Middle School,Akins High School,January 01 2016,01/01/2021 12:00:00 AM,3511,Housing Tax Credit Program,0,0,4,true,false,true,0,false,true,,,POINT (-97.76100159 30.18939972)
2709,4810 West Wind Trail,4810 West Wind Trail,Austin,TX,78745,30.22789955,-97.8030014,FourPlex,,Frameworks Community Development Corporation,Frameworks Community Development Corporation,5,512-385-1500,,Frameworks Community Development Corporation,https://frameworkscdc.org/,false,false,false,false,false,false,false,,,,,,,,,,4,0,,4,true,,,,,0,0,4,0,0,,0,,,,,,,,,,,,,,,,,,,true,,,,,,,yes,,,,Sunset Valley,Covington,Crockett,January 01 2015,01/01/2114 12:00:00 AM,3394,,0,146094,,false,false,true,0,false,true,,,POINT (-97.8030014 30.22789955)
2766,The Willows,1332 Lamar Square Dr,Austin,TX,78704,30.25440025,-97.76509857,Multifamily,,Mary Lee Community,Mary Lee Foundation,5,512-443-5777,,Mary Lee Foundation,https://www.maryleefoundation.org/programs-and-services/affordable-housing/,false,false,,false,true,false,false,,,depends,Rental debt must be paid off,depends,Rental debt must be paid off,depends,Certain convictions permanently excluded; no convictions within 3 years,true,64,0,,64,true,,true,,,32,0,28,0,0,,4,,,,,,,,,,,,,,,,,,,true,,,,,,,no,,1/4 Mile,,Zilker Elementar,O. Henry Middle,Austin High,January 01 2010,01/01/2050 12:00:00 AM,3229,"RHDA, SMI, Go Bond 2006",0,0,,true,false,true,0,false,true,,,POINT (-97.76509857 30.25440025)
2651,5006 West Wind Trail,5006 West Wind Trail,Austin,TX,78745,30.22649956,-97.80449677,FourPlex,,Frameworks Community Development Corporation,Frameworks Community Development Corporation,5,512-385-1500,,Frameworks Community Development Corporation,https://frameworkscdc.org/,,,,,,,,,,,,,,,,,4,0,,3,true,,,,,0,0,3,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sunset Valley,Covington,Crockett,January 01 2015,01/01/2114 12:00:00 AM,3858,,257775,0,,false,false,true,0,false,true,,,POINT (-97.80449677 30.22649956)
2413,Cherry Creek Duplexes,5510-B Fernview Road,Austin,TX,78745,30.21859932,-97.80339813,Duplex,,,,5,512-441-6646,jennifer.haas@foundcom.org,Jennifer Haas,https://foundcom.org/housing/our-austin-communities/cherry-creek-duplexes/,false,false,false,false,false,false,false,,,no,,yes,Applicants with previous eviction for nonpayment of rent will be considered if they have paid off rental debt,yes,No felonies within past 10 years; no more than 2 felonies total; certain misdemeanors excluded for 7 years; certain convictions excluded permanently,false,120,0,,120,true,,true,,,,,,,,,,,,,,,,true,true,,,,,,,,,false,false,true,,true,false,true,false,,yes,breed restrictions,,,Sunset Valley,Covington,Crockett,,,,"HUD Section 8; Foundation Communities (nonprofit, offers affordable housing)",,,,true,false,false,0,false,false,,,POINT (-97.80339813 30.21859932)
2358,1007 Waller Street,1007 Waller Street,Austin,TX,78702,30.26869965,-97.72930145,Single Family,,Guadalupe Neighborhood Development Corporation,Guadalupe Neighborhood Development Corporation,1,512-479-6275,,Guadalupe Neighborhood Development Corporation,http://www.guadalupendc.org,false,false,false,false,false,false,false,,GNDC gives the highest priority to families with generational ties to the target neighborhoods,depends,Case by case (follows HACA policies),depends,Case by case (follows HACA policies),depends,Austin/Travis County Reentry Roundtable look-back recommendations,true,1,0,,1,true,,true,,,0,0,0,0,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mathews Elementary School,O. Henry Middle School,Austin High School,January 01 2001,01/01/2021 12:00:00 AM,3314,,0,25000,,false,false,true,0,false,true,,,POINT (-97.72930145 30.26869965)
2800,Stonewood Village,4558 Avenue A,Austin,TX,78751,30.31240082,-97.73120117,Apartment,,,,9,512-322-0512,info@512living.co,,512living.com,,,,,,,,,,depends,case by case,depends,case,,,,59,,,9,true,,true,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,true,false,false,true,,yes,y,<1/2,,Lee,Kealing,Mccallum,,,,HUD Section 8,,,,true,false,false,0,false,false,,,POINT (-97.73120117 30.31240082)
2884,1202 E 7th,1202 E 7th,Austin,TX,78702,30.26571,-97.729669,,,,,1,,,,,,,,,,,,,,,,,,,,,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mathews,O Henry,Austin,,,,,,,,,,,0,,,,,POINT (-97.729669 30.26571)
2345,2503 E 9th Steet,2503 E 9th Steet,Austin,TX,78702,30.26469994,-97.71430206,Single Family,,Blackshear Neighborhood Development Corporation,Blackshear Neighborhood Development Corporation,1,512-476-2222,,Blackshear Neighborhood Development Corporation,,false,false,false,false,false,false,false,,,,,,,,,,1,0,,1,true,,,,,1,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zavala,Martin,Eastside Memorial,January 01 2009,01/01/2108 12:00:00 AM,3276,,0,78750,,false,false,true,0,false,true,,,POINT (-97.71430206 30.26469994)
2757,The Boulevard,1201 Grove Blvd,Austin,TX,78741,30.31990051,-97.97149658,Multifamily,,,,3,512-615-3377,,Rene Gonzalez,http://www.prakpropertymanagement.com/easter-seals-central-texas-housing-1.html,,,true,,true,,,true,,depends,"Look back period typically five years. If there is rental debt, there should be an agreement in place to pay it off",depends,"Look back period typically five years. If there is rental debt, there should be an agreement in place to pay it off",depends,No violent or sexual offense felonies. Drug and assault convictions have a 10 year look back,true,6,,,6,true,,false,,,,,,,,,,,,,,,true,true,,,,,,,,,,true,true,,true,,false,false,true,,yes,serive only,<1/2,gates,Baty Elementary School,Ojeda Middle School,Del Valle High School,,,,HUD Section 811; RHDA,,,,true,false,false,0,false,false,,,POINT (-97.97149658 30.31990051)
2430,Elm Ridge Apartments,1190 Airport Blvd.,Austin,TX,78702,30.27519989,-97.7009964,Multifamily,,,,1,512-473-8955,,LEDIC Realty,,false,false,false,false,false,false,false,,,depends,No rental debt,depends,Evictions within 3 years will result in automatic denial,depends,Case-by-case,true,130,0,,130,true,,,,,,,,,,,,,,,,,true,true,true,,,,,,,,,,,,,,,,,,no,Service animals only,<1/2,,Oak Springs Elementary,Kealing Middle School,Eastside Memorial HS at Johnston,,,,AHFC (GO Bonds); Housing Tax Credit Program,,,4,true,false,false,0,false,false,,,POINT (-97.7009964 30.27519989)
2374,The Guthrie II,3218 Gonzales Street,Austin,TX,78702,30.25830078,-97.70459747,Multifamily,,"CRP/Argyle Guthrie Owner, L.P.","CRP/Argyle Guthrie Owner, L.P.",3,512-389-9097,,CRP/Argyle Guthrie Owner,https://theguthrieaustin.com/,false,false,false,false,false,false,false,,,,,,,,,,12,0,,1,true,,,,,0,0,0,1,0,,0,,,,,,,,,,,,,,,,,,true,true,true,true,,,,,,,,,Govalle,Martin Middle,Eastside Memorial,January 01 2019,01/01/2049 12:00:00 AM,3975,,0,0,,false,false,true,0,false,true,,,POINT (-97.70459747 30.25830078)
2919,Enfield Gardens,2300 Enfield Road,Austin,Texas,78726,30.2880687,-97.767135,,,,,10,,,,,,,,,,,,,,,,,,,,,36,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,POINT (-97.767135 30.2880687)
2872,Harris Branch Senior Apartments,12433 Dessau Rd,Austin,TX,78754,30.389733441883074,-97.64647385185852,Multifamily,,,,1,512-222-5802,J3134.manager1@capstonemanagement.com,AAHC,www.harrisbranchseniors.com,false,true,false,false,false,false,false,,Active Seniors over 55,depends,case by case,depends,case by case,depends,case by case,false,216,0,,216,,,true,16,,0,0,0,216,0,,0,,,,,,,,,,,,,,,,,false,true,true,true,true,false,true,true,,yes,40# breed restrictions,,"gated, cameras, entry faubs",Dessau Elementary,Dessau Middle,Hendrickson High,,,,,,,,,,,0,,,,,POINT (-97.646473851859 30.389733441883)
2512,Heritage Pointe Apartments,1950 Webberville Rd,Austin,TX,78721,30.28420067,-97.67199707,Multifamily,,,,1,512-926-7100,heritagepointe@nurock.com,,http://www.heritagepointeapartments.net/,false,true,false,false,false,false,false,,55+,depends,depends,depends,depends,depends,depends,,240,0,,240,true,,true,24,,,,,,,,,,,,,,true,true,,,,,,,,,,,true,,true,,false,true,false,,yes,No aggressive breeds,<1/2,,Norman / Sims Elementary,Sadler Means Young Women's Leadership Academy OR Garcia Young Men's Leadership Academy,Reagan High School,,,,"HUD section 202, elderly only (55+); Housing Tax Credit Program",,,9,true,false,false,0,false,false,,,POINT (-97.67199707 30.28420067)
2741,Pathways at Shadowbend Ridge,6328 Shadow Bend,Austin,TX,78745,30.19809914,-97.78019714,Multifamily,,,,2,512-416-7494,,Andrea Smith,https://www.hacanet.org/location/shadowbend-ridge/,false,false,false,false,false,false,false,,,yes,Case-by-case; no negative rental history in past 2 years; rental debt to federally subsidized housing from the past 4 years must be paid off,yes,No eviction for nonpayment of rent from federally subsidized housing in past two years; no pattern of evictions within the past 5 years,yes,Certain convictions permanently denied; lookback periods vary based on conviction,true,50,0,,50,true,,false,,,,,,,,,,,,,,,true,true,true,true,true,,,,,,,true,false,true,,,false,true,,,,,,,Pleasant Hill,Bedichek,Crockett,,,,Public Housing - Housing Authority of the City of Austin. Web: www.hacanet.org,,,4,true,false,false,0,false,false,,,POINT (-97.78019714 30.19809914)
2770,The Arnold,1621 E 6th Street,Austin,TX,78702,30.26239967,-97.72619629,Multifamily,,Transwestern Development Company,Transwestern,3,512-538-1770,,Greystar,http://arnoldaustin.com/,false,false,false,false,false,false,false,,,depends,Rental debt should be paid off,depends,Eviction must be more than 7 years old; rental debt must be paid off,depends,Case-by-case,false,346,0,,66,true,,false,,,0,0,0,66,0,,0,,,,,,true,true,,,,,,,,,,,false,,true,,,,,,yes,,>1/2 Mile,,Zavala,Martin,Eastside Memorial,January 01 2017,01/01/2057 12:00:00 AM,3624,"Development Incentives, TOD",0,0,,true,false,true,0,false,true,,,POINT (-97.72619629 30.26239967)
2352,2110 Salina Street,2110 Salina Street,Austin,TX,78722,30.28240013,-97.72309875,Single Family,,Blackland Community Development Corporation,Blackland Community Development Corporation,1,512-220-8751,,Blackland Community Development Corporation,https://www.blacklandcdc.org/housing/,false,false,false,false,false,false,false,,Waitlist is currently closed. May open soon.,yes,,yes,,depends,No sexual offenses. Violent crimes must be 10 years old but can be negotiable,true,1,0,,1,true,,true,,,0,0,0,1,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Campbell Elementary School,Kealing Middle School,McCallum High School,January 01 2009,01/01/2019 12:00:00 AM,3290,,0,32857.1,,false,false,true,0,false,true,,,POINT (-97.72309875 30.28240013)
2491,Primrose of Shadow Creek,1026 Clayton Lane,Austin,TX,78723,30.31959915,-97.70429993,Multifamily,,,,1,512-419-1525,shadowcreekasstmngr@goodharbormgnt.com,,wwwprimroseofshadowcreek.com,false,true,false,false,false,false,false,,At least one household member must be 55+,depends,Applicants will be denied if they have an outstanding balance with previous landlord or if their rental history includes damages or more than 2 community disruptions within a year,depends,Applicants will be denied if they have had an eviction within the last five years,yes,No felonies within 7 years; no misdemeanors within 3 years; violent or sex offenses permanently denied; FBI terrorist watchlist denied,false,180,0,,180,true,,true,,,,,,,,,,,,,,,true,true,,,,,,,,,,false,true,true,true,true,,,true,,yes,"breed restrictions; 2 pet max; only dogs, cats, birds, and fish allowed",,,Harris Elementary,Sadler Means Young Women's Leadership Academy or Garcia Young Men's Leadership Academy,Reagan High,,,,Elderly only (55+); Housing Tax Credit program; AHFC Multi-family Bond Program,,,4,true,false,false,0,false,false,,,POINT (-97.70429993 30.31959915)
2886,2109 Salina Street,2109 Salina Street,Austin,TX,78722,30.28246,-97.722169,,,,,3,,,Blackland CDC,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Campbell,Kealing,Mccallum,,,,,,,,,,,0,,,,,POINT (-97.722169 30.28246)
2448,Quail Park Village,9920 Quail Blvd,Austin,TX,78758,30.37249947,-97.69979858,Multifamily,,,,4,844-410-5619,quailpark@hrii.com,,,false,false,false,false,false,false,false,,,,,,,,,,142,0,,142,true,,,,false,,,,,,,,,,,,false,true,true,true,false,false,0,52,40,50,0,0,true,,,true,true,,,true,,,,,,McBee Elementary School,Burnet Middle School,Lanier High School,,,,Housing Tax Credit Program; HUD Section 8,,,9,true,true,false,0,true,false,,,POINT (-97.69979858 30.37249947)
2892,91 Red River-UNDER CONSTRUCTION,91 Red River St,Austin,TX,78701,30.260518,-97.739027,Multifamily,,,,9,,,91 Red River Investors LTD,,,,,,,,,,,,,,,,,,347,0,,11,,,,,,0,0,0,0,0,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matthews Elementary School,O Henry Middle Schol,Austin High School,,,,,,,,,,,0,,true,,,POINT (-97.739027 30.260518)
2359,SOL,5908 Ventus Street,Austin,TX,78721,30.25860023,-97.68479919,Single Family,,Guadalupe Neighborhood Development Corporation,Guadalupe Neighborhood Development Corporation,3,512-479-6275,,Guadalupe Neighborhood Development Corporation,http://www.guadalupendc.org/,false,false,false,false,false,false,false,,GNDC gives the highest priority to families with generational ties to the target neighborhoods,depends,Case by case (HACA policies for gray areas),depends,Case by case (HACA policies for gray areas),depends,Austin/Travis County Reentry Roundtable look-back recommendations,true,1,0,,1,true,,true,,,0,0,0,1,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ortega Elementary School,Martin Middle School,Eastside Memorial HS at Johnston,January 01 2009,01/01/2049 12:00:00 AM,3317,,0,175000,,false,false,true,0,false,true,,,POINT (-97.68479919 30.25860023)
2367,ADU,5413 Duval Street,Austin,TX,78751,30.31830025,-97.71700287,ADU,,Austin Community Design and Development Center,Austin Community Design and Development Center,9,,,,,false,false,false,false,false,false,false,,,,,,,,,,1,0,,1,true,,,,,0,0,0,0,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reilly,Lamar,Mccallum,January 01 2016,01/01/2021 12:00:00 AM,3680,,0,0,,false,false,true,0,false,true,,,POINT (-97.71700287 30.31830025)
2535,Guadalupe Saldana - Duplex,1216 Paul Theresa Saldana Street,Austin,TX,78702,30.26989937,-97.70269775,Duplex,,Guadalupe Neighborhood Development Corporation,Guadalupe Neighborhood Development Corporation,3,512-479-6275,,,http://www.guadalupendc.org/,false,false,false,false,false,false,false,,GNDC gives the highest priority to families with generational ties to the target neighborhoods,depends,Case by case (follows HACA policies),depends,Case by case (follows HACA policies),depends,Austin/Travis County Reentry Roundtable look-back recommendations,true,2,0,,2,true,,true,,,0,0,2,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oak Springs Elementary,Kealing Middle School,Eastside Memorial HS at Johnston,January 01 2013,01/01/2112 12:00:00 AM,4462,,76923.1,0,,false,false,true,0,false,true,,,POINT (-97.70269775 30.26989937)
2334,IBM 45 Multifamily-Flatiron Domain,10727 Domain Drive,Austin,TX,78758,30.39369965,-97.7256012,Multifamily,,"SL Domain LP, Michael Massad 214-965-0630",Big Red Dog,7,512-490-2497,,,https://flatirondomain.com/,,,,,,,,,,,,,,,,,363,0,,39,,,,,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,false,true,,true,,,,,,,,,,Summitt,Murchison,Anderson,,,5245,,0,0,,false,false,true,0,false,true,,,POINT (-97.7256012 30.39369965)
2522,Glen Oaks Corner,908 Neal Street,Austin,TX,78702,30.26849937,-97.71019745,Duplex,,Green Doors,Community Partnerships for the Homeless,1,512-469-9130,,Green Doors,http://www.greendoors.org/,false,false,false,false,false,false,false,,Formerly homeless disabled adults and children; the head of the household for each of these families has a documented disability,depends,"Case by case, will work with people",depends,"Case by case, will work with people",depends,"Case by case, automatic denial for violent felonies, will work with people",true,2,0,,2,true,,true,,,0,0,2,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oak Springs Elementary,Kealing Middle School,Eastside Memorial HS at Johnston,January 01 2008,01/01/2048 12:00:00 AM,3257,,0,0,,false,false,true,0,false,true,,,POINT (-97.71019745 30.26849937)
2365,Parkwest Condos,10616 Mellow Meadows Drive,Austin,TX,78750,30.46050072,-97.79969788,Single Family,,Frameworks Community Development Corporation,Frameworks Community Development Corporation,6,512-385-1500,,Frameworks Community Development Corporation,https://frameworkscdc.org/,false,false,false,false,false,false,false,,,,,,,,,,1,0,,1,true,,,,,0,0,1,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Anderson Mill,Noel Grisham,Westwood,January 01 2014,01/01/2112 12:00:00 AM,3391,,55055.3,0,,false,false,true,0,false,true,,,POINT (-97.79969788 30.46050072)
2686,Jeremiah Program Moody Campus,1200 Paul Theresa Saldana Street,Austin,TX,78702,30.27000046,-97.70290375,Multifamily,,Guadalupe Neighborhood Development Corporation,Guadalupe Neighborhood Development Corporation,3,512-770-9036,,,https://jeremiahprogram.org/austin/,false,false,false,false,false,false,false,,Supportive and transitional rental units for Jeremiah Program Austin participants,depends,Case by case (follows HACA policies),depends,Case by case (follows HACA policies),depends,Austin/Travis County Reentry Roundtable look-back recommendations,true,35,0,,35,true,,true,,,0,0,35,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oak Springs Elementary,Kealing Middle School,Eastside Memorial HS at Johnston,January 01 2016,01/01/2115 12:00:00 AM,4465,,0,0,,false,false,true,0,false,true,,,POINT (-97.70290375 30.27000046)
2790,Ruth R. Schulze House,915 W 22nd Street,Austin,TX,78705,30.2852993,-97.74790192,Multifamily,,"University of Texas Inter-Cooperative Council, Inc.","University of Texas Inter-Cooperative Council, Inc.",9,,,,,false,false,false,false,false,false,false,,,,,,,,,,26,0,,8,true,,,,,0,0,8,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bryker Woods,O Henry,Austin High School,August 01 2018,08/01/2068 12:00:00 AM,3590,,0,0,,false,false,true,0,false,true,,,POINT (-97.74790192 30.2852993)
2722,Guadalupe Saldana Net Zero Subdivision,2717 Goodwin Ave,Austin,TX,78702,30.26959991,-97.70290375,Multifamily,,,,3,512-479-6275,,Guadalupe Neighborhood Development Corporation,http://www.guadalupendc.org/?page_id=93,false,false,false,false,false,false,false,,GNDC gives the highest priority to families with generational ties to the target neighborhoods,depends,Case by case (follows HACA policies),depends,Case by case (follows HACA policies),depends,Austin/Travis County Reentry Roundtable look-back recommendations,true,43,0,,43,true,,true,,,,,,,,,,,,,,,,true,true,,,,,,,,,false,false,,true,true,,,,,,,,,Oak Springs Elementary,Kealing Middle School,Eastside Memorial HS at Johnston,,,,,,,,true,false,false,0,false,false,,,POINT (-97.70290375 30.26959991)
2787,Art on Brattons Edge,15405 Long Vista Drive,Austin,TX,78728,30.45420074,-97.67910004,Multifamily,,,,0,512-989-7200,,,http://www.artatbrattonsedge.com/,false,false,false,false,false,false,false,,,depends,Rental debt must be paid off,no,,depends,Case-by-case; no criminal activity within the last three years,true,78,0,,78,true,,true,,,,,,,,,,,,,,,true,true,true,,,,,,,,,true,,true,,,,,,,no,,,Gated access,Joe Lee Johnson Elementary,Chisholm Trail Elementary,McNeil High School,,,,Housing Tax Credit program. Scheduled to open in May 2016.,,,,true,false,false,0,false,false,,,POINT (-97.67910004 30.45420074)
2734,Hillside Place,4821 E Riverside Dr,Austin,TX,78741,30.23060036,-97.71829987,Multifamily,,,,3,512-385-4500,,,https://www.hillsideplaceaustin.com/,false,false,false,false,false,false,false,,,,,,,,,,48,0,,48,true,,true,,,,,,,,,,,,,,,true,true,,,,,,,,,,,true,,true,true,false,,true,,yes,Max 2 allowed. One time fee $400/pet Rent $20/pet. Pet interview required.,,,Baty,John P Ojeda J,Del Valle,,,,Housing Tax Credit Program,,,,true,false,false,0,false,false,,,POINT (-97.71829987 30.23060036)
2376,4902 West Wind Trail,4902 West Wind Trail,Austin,TX,78745,30.2276001,-97.80329895,FourPlex,,Frameworks Community Development Corporation,Frameworks Community Development Corporation,5,512-385-1500,,Frameworks Community Development Corporation,https://frameworkscdc.org/,false,false,false,false,false,false,false,,,,,,,,,,4,0,,1,true,,,,,0,0,1,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sunset Valley,Covington,Crockett,January 01 2015,01/01/2114 12:00:00 AM,3395,,0,146094,,false,false,true,0,false,true,,,POINT (-97.80329895 30.2276001)
2687,Post South Lamar 2,1414 S Lamar Boulevard,Austin,TX,78704,30.25449944,-97.76260376,Multifamily,,"Post S Lamar II, LLC","Post S Lamar II, LLC",5,512-445-9797,,,http://www.maac.com/texas/austin/post-south-lamar,false,false,false,false,false,false,false,,,depends,Case by case,depends,Case by case,depends,Case by case,false,350,0,,35,true,,false,,,0,0,0,35,0,,0,,,,,,,,,,,,,,,,,,,true,,,,,,,,,1/4 Mile,,Zilker Elementary School,O. Henry Middle School,Austin High School,January 01 2018,01/01/2058 12:00:00 AM,3610,"Development Incentives, VMU",0,0,,true,false,true,0,false,true,,,POINT (-97.76260376 30.25449944)
2539,Texan North Campus (fka Uptown Lofts),5117 N Lamar Boulevard,Austin,TX,78751,30.31920052,-97.73000336,Multifamily,,"Uptown Lofts, LLC","Uptown Lofts, LLC",9,512-553-5287,,,http://www.texanproperties.net/tnc/,true,false,false,false,,false,false,,,,,,,,,,23,0,,2,true,,,,,0,0,0,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ridgetop,Lamar,Mccallum,January 01 2011,01/01/2051 12:00:00 AM,3601,,0,0,,false,false,true,0,false,true,,,POINT (-97.73000336 30.31920052)
2777,2505 Village Trail Circle,2505 Village Trail Circle,Austin,TX,78744,30.19479942,-97.7460022,Single Family,,Green Doors,Community Partnerships for the Homeless,2,512-469-9130,,,http://www.greendoors.org/,false,false,false,false,false,true,false,,Transitional Veterans Re-Entry Housing program,depends,"Case by case, will work with people",depends,"Case by case, will work with people",depends,"Case by case, automatic denial for violent felonies, will work with people",true,7,0,,7,true,,true,,,7,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,true,true,true,,,,,,,,,Rodriguez Elementary School,Mendez Middle School,Travis High School,January 01 2006,01/01/2026 12:00:00 AM,3251,,0,67505,,false,false,true,0,false,true,,,POINT (-97.7460022 30.19479942)
