CredentialDefinitionId,CredentialTypePrefix,CredentialSubCategory,CredentialName,AgencyName,ZipCode,Location 1,Address2
662,DMCB,,DEMOLITION CONTRACTOR B,Department of Administrative Services,06103,"1111 Country Club Road
Middletown, CT 6457
(41.567695868, -72.729129167)",
663,DMTA,,DEMOLITION TECHNICAL EXPERT A,Department of Administrative Services,06103,"1111 Country Club Road
Middletown, CT 6457
(41.567695868, -72.729129167)",
664,DMTB,,DEMOLITION TECHNICAL EXPERT B,Department of Administrative Services,06103,"1111 Country Club Road
Middletown, CT 6457
(41.567695868, -72.729129167)",
165,ELC,L5,ELECTRICAL LIMITED CONTRACTOR,Department of Consumer Protection,06103,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",
168,ELC,T1,ELECTRICAL LIMITED CONTRACTOR,Department of Consumer Protection,06103,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",
159,ELC,E3,ELECTRICAL LIMITED CONTRACTOR,Department of Consumer Protection,06103,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",
160,ELC,E9,ELECTRICAL LIMITED CONTRACTOR,Department of Consumer Protection,06103,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",
162,ELC,L1,ELECTRICAL LIMITED CONTRACTOR,Department of Consumer Protection,06103,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",
149,ELC,E5,ELECTRICAL LIMITED CONTRACTOR,Department of Consumer Protection,06103,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",
157,ELC,E6,ELECTRICAL LIMITED JOURNEYPERSON,Department of Consumer Protection,06103,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",
163,ELC,L2,ELECTRICAL LIMITED JOURNEYPERSON,Department of Consumer Protection,06103,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",
522,97,,Lead Training Provider,Department of Public Health,06134,"Hartford, CT 6134
(41.742769562, -72.682866506)",
155,ELC,E4,ELECTRICAL LIMITED JOURNEYPERSON,Department of Consumer Protection,06103,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",
144,ELC,A6,ELECTRICAL LIMITED JOURNEYPERSON,Department of Consumer Protection,06103,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",
997,ELPH,,Personnel Hoist,"DAS, Bureau of Elevators",,,Suite 1303
23,AJC,,APPLE JUICE & CIDER MANUFACTURER,Department of Consumer Protection,06103,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",
1006,DPF,,DOG POUND FACILITY,Department of Agriculture,,,
998,ELPR,,Private Residence,"DAS, Bureau of Elevators",,,Suite 1303
288,AEL,,"ARCHITECT, ENGINEER & LAND SURVEYING CORPORATION",Department of Consumer Protection,06103,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",
289,AEX,,ARCHITECT & ENGINEERING CORPORATION,Department of Consumer Protection,06103,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",
291,ARC,,ARCHITECTURE CORPORATION,Department of Consumer Protection,06103,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",
292,ARI,,ARCHITECT,Department of Consumer Protection,06103,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",
293,AST,,AUTO FIRE SPRINKLER LAYOUT TECHNICIAN,Department of Consumer Protection,06103,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",
294,COP,,CLOSING OUT SALE PROMOTER,Department of Consumer Protection,06103,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",
295,COS,,CLOSING OUT SALE,Department of Consumer Protection,06103,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",
296,EIT,,ENGINEER-IN-TRAINING,Department of Consumer Protection,06103,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",
290,ALX,,ARCHITECT & LAND SURVEYOR CORPORATION,Department of Consumer Protection,06103,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",
166,ELC,L6,ELECTRICAL LIMITED JOURNEYPERSON,Department of Consumer Protection,06103,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",
169,ELC,T2,ELECTRICAL LIMITED JOURNEYPERSON,Department of Consumer Protection,06103,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",
152,ELC,C8,ELECTRICAL LIMITED JOURNEYPERSON,Department of Consumer Protection,06103,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",
150,ELC,C6,ELECTRICAL LIMITED JOURNEYPERSON,Department of Consumer Protection,06103,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",
388,ELC,PV1,ELECTRICAL LIMITED SOLAR CONTRACTOR,Department of Consumer Protection,06103,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",
726,ELC,,ELECTRICAL TRAINEE,Department of Consumer Protection,06103,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",
153,ELC,E1,ELECTRICAL UNLIMITED CONTRACTOR,Department of Consumer Protection,06103,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",
154,ELC,E2,ELECTRICAL UNLIMITED JOURNEYPERSON,Department of Consumer Protection,06103,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",
999,ELTR,,Tramway,"DAS, Bureau of Elevators",,,Suite 1303
174,ELV,R5,ELEVATOR LIMITED CONTRACTOR,Department of Consumer Protection,06103,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",
389,ELC,PV2,ELECTRICAL LIMITED SOLAR JOURNEYPERSON,Department of Consumer Protection,06103,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",
176,ELV,R7,ELEVATOR LIMITED CONVEYOR CONTRACTOR,Department of Consumer Protection,06103,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",
370,ELV,R8,ELEVATOR LIMITED CONVEYOR JOURNEYPERSON,Department of Consumer Protection,06103,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",
371,ELV,R9,ELEVATOR LIMITED HOISTS CRANES & LIFTS CONTRACTOR,Department of Consumer Protection,06103,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",
372,ELV,R10,ELEVATOR LIMITED HOISTS CRANES & LIFTS JOURNEYPERSON,Department of Consumer Protection,06103,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",
175,ELV,R6,ELEVATOR LIMITED JOURNEYPERSON,Department of Consumer Protection,06103,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",
177,ELV,,ELEVATOR TRAINEE,Department of Consumer Protection,06103,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",
171,ELV,R1,ELEVATOR UNLIMITED CONTRACTOR,Department of Consumer Protection,06103,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",
172,ELV,R2,ELEVATOR UNLIMITED JOURNEYPERSON,Department of Consumer Protection,06103,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",
846,ELV,RSL,RESIDENTIAL STAIR LIFT TECHNICIAN,Department of Consumer Protection,06103,,
297,ELX,,PROF ENGINEERING & LAND SURVEYING CORPORATION,Department of Consumer Protection,06103,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",
744,ENGR,,QUALIFIED INSPECTOR/ENGINEER OF AMUSEMENT RIDES,Department of Consumer Protection,06103,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",
838,ENHB,,Honey Bee Registration,Connecticut Agricultural Experiment Station,06504-1106,,
839,ENND,,Nursery Dealer Permit,Connecticut Agricultural Experiment Station,06504-1106,,
840,ENNR,,Nursery Registration,Connecticut Agricultural Experiment Station,06504-1106,,
665,EPP,,EGG GRADING PLANT,Department of Agriculture,06106,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",
613,EQA,,EQUINE AUCTION MULTIPLE SALES DATES,Department of Agriculture,06106,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",
654,EQS,,EQUINE AUCTION SINGLE DAY SALE,Department of Agriculture,06106,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",
927,ER,,Exempt Company Registration,Department of Banking,,,
946,ERA,,Exempt Reporting Adviser,Department of Banking,,,
562,EXC,,EXCHANGE COMPANY FILING,Department of Consumer Protection,06103,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",
971,FBO,RO,Foreign Bank Organization - Representative Office,Department of Banking,,,
612,FBR,,FUR BREEDER,Department of Agriculture,06106,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",
973,FCU,,Federal Credit Union,Department of Banking,,,
974,FCUO,,Federal Credit Union Office,Department of Banking,,,
44,FDR,,FROZEN DESSERT RETAILER,Department of Consumer Protection,06103,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",
45,FDW,,FROZEN DESSERT WHOLESALER,Department of Consumer Protection,06103,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",
718,FED,,COMMERCIAL FEED,Department of Agriculture,06106,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",
557,FH,,Funeral Home,Department of Public Health,06134,"Hartford, CT 6134
(41.742769562, -72.682866506)",
975,FIDC,,Fiduciary Corporation,Department of Banking,,,
947,FILE,,Filing Company (ICOE),Department of Banking,,,
949,FILT,,"Filing Company (ICOT, SC, SQ)",Department of Banking,,,
749,FME,,FOOD MANUFACTURING ESTABLISHMENT,Department of Consumer Protection,06103,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",
51,FOI,,FREEDOM OF INFORMATION REQUESTS,Department of Consumer Protection,06103,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",
543,FP,,Family Planning,Department of Public Health,06134,"Hartford, CT 6134
(41.742769562, -72.682866506)",
183,GLZ,AG2,AUTOMOTIVE GLASS UNLIMITED JOURNEYPERSON,Department of Consumer Protection,06103,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",
184,GLZ,FG1,FLAT GLASS UNLIMITED CONTRACTOR,Department of Consumer Protection,06103,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",
185,GLZ,FG2,FLAT GLASS UNLIMITED JOURNEYPERSON,Department of Consumer Protection,06103,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",
592,GRF,,GROOMING FACILITY,Department of Agriculture,06106,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",
948,FILS,,Filing Company (SE),Department of Banking,,,
577,FR,,First Responder,Department of Public Health,06134,"Hartford, CT 6134
(41.742769562, -72.682866506)",
667,FRC,,FUNDRAISING COUNSEL,Department of Consumer Protection,06103,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",Suite 901
886,FRP,F5,FIRE PROTECTION LIMITED CONTRACTOR,Department of Consumer Protection,06103,,
180,FRP,F3,FIRE PROTECTION LIMITED CONTRACTOR,Department of Consumer Protection,06103,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",
887,FRP,F6,FIRE PROTECTION LIMITED JOURNEYPERSON,Department of Consumer Protection,06103,,
181,FRP,F4,FIRE PROTECTION LIMITED JOURNEYPERSON,Department of Consumer Protection,06103,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",
178,FRP,F1,FIRE PROTECTION UNLIMITED CONTRACTOR,Department of Consumer Protection,06103,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",
179,FRP,F2,FIRE PROTECTION UNLIMITED JOURNEYPERSON,Department of Consumer Protection,06103,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",
594,FTR,,COMMERCIAL FERTILIZER,Department of Agriculture,06106,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",
903,FVG,,FRUIT AND VEGETABLE GROWER,Department of Agriculture,,,
828,GC,,Genetic Counselor,Department of Public Health,06134,,
833,GCTP,,Genetic Counselor Temporary Permit,Department of Public Health,06134,,
536,GH,,General Hospital,Department of Public Health,06134,"Hartford, CT 6134
(41.742769562, -72.682866506)",
379,GLZ,AG3,AUTOMOTIVE GLASS REPAIR LIMITED CONTRACTOR,Department of Consumer Protection,06103,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",
380,GLZ,AG4,AUTOMOTIVE GLASS REPAIR LIMITED JOURNEYPERSON,Department of Consumer Protection,06103,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",
182,GLZ,AG1,AUTOMOTIVE GLASS UNLIMITED CONTRACTOR,Department of Consumer Protection,06103,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",
852,GSP,,GAMING SERVICES PROVIDER,Department of Consumer Protection,06103,,
854,GSPA,,GSP AFFILIATE,Department of Consumer Protection,06103,,
896,GSPO,,GSP CLASS II OFFICER,Department of Consumer Protection,06103,,
897,GSPT,,GSP CLASS IA TECHNICIAN,Department of Consumer Protection,06103,,
391,HCA,,HOMEMAKER COMPANION AGENCY,Department of Consumer Protection,06103,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",Suite 901
521,HCE,,HOME INSPECTOR CONTINUING EDUCATION PROVIDER,Department of Consumer Protection,06103,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",
411,1,,Physician/Surgeon,Department of Public Health,06134,"Hartford, CT 6134
(41.742769562, -72.682866506)",
418,10,,Registered Nurse,Department of Public Health,06134,"Hartford, CT 6134
(41.742769562, -72.682866506)",
419,11,,Licensed Practical Nurse,Department of Public Health,06134,"Hartford, CT 6134
(41.742769562, -72.682866506)",
420,12,,Advanced Practice Registered Nurse,Department of Public Health,06134,"Hartford, CT 6134
(41.742769562, -72.682866506)",
964,CTBH,,CT Bank Holding Company,Department of Banking,,,
299,HCM,,MARTIAL ARTS HEALTH CLUB,Department of Consumer Protection,06103,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",
534,HEMO,,Hemodialysis,Department of Public Health,06134,"Hartford, CT 6134
(41.742769562, -72.682866506)",
546,HHC,,Home Health Care,Department of Public Health,06134,"Hartford, CT 6134
(41.742769562, -72.682866506)",
547,HHHA,,Homemaker Home Health Care,Department of Public Health,06134,"Hartford, CT 6134
(41.742769562, -72.682866506)",
52,HIC,,HOME IMPROVEMENT CONTRACTOR,Department of Consumer Protection,06103,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",
53,HIS,,HOME IMPROVEMENT SALESPERSON,Department of Consumer Protection,06103,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",
338,HOD,,HOME HEATING FUEL DEALER,Department of Consumer Protection,06103,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",
186,HOI,,HOME INSPECTOR,Department of Consumer Protection,06103,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",
187,HOP,,HOME INSPECTOR INTERN,Department of Consumer Protection,06103,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",
541,HSPC,,Hospice,Department of Public Health,06134,"Hartford, CT 6134
(41.742769562, -72.682866506)",
607,HSTA,,HOISTING EQUIPMENT APPRENTICE,Department of Administrative Services,06103,"1111 Country Club Road
Middletown, CT 6457
(41.567695868, -72.729129167)",
606,HSTO,,HOISTING EQUIPMENT OPERATOR,Department of Administrative Services,06103,"1111 Country Club Road
Middletown, CT 6457
(41.567695868, -72.729129167)",
795,HTG,,HEATING TRAINEE,Department of Consumer Protection,06103,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",
393,HTG,HPG1,"HEATING, PIPING & COOLING LIMITED CONTRACTOR",Department of Consumer Protection,06103,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",
188,HTG,B1,"HEATING, PIPING & COOLING LIMITED CONTRACTOR",Department of Consumer Protection,06103,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",
196,HTG,D5,"HEATING, PIPING & COOLING LIMITED CONTRACTOR",Department of Consumer Protection,06103,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",
198,HTG,G1,"HEATING, PIPING & COOLING LIMITED CONTRACTOR",Department of Consumer Protection,06103,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",
207,HTG,MT1,"HEATING, PIPING & COOLING LIMITED CONTRACTOR",Department of Consumer Protection,06103,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",
211,HTG,S3,"HEATING, PIPING & COOLING LIMITED CONTRACTOR",Department of Consumer Protection,06103,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",
219,HTG,VT1,"HEATING, PIPING & COOLING LIMITED CONTRACTOR",Department of Consumer Protection,06103,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",
206,HTG,G9,"HEATING, PIPING & COOLING LIMITED CONTRACTOR",Department of Consumer Protection,06103,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",
213,HTG,S5,"HEATING, PIPING & COOLING LIMITED CONTRACTOR",Department of Consumer Protection,06103,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",
367,HTG,S9,"HEATING, PIPING & COOLING LIMITED CONTRACTOR",Department of Consumer Protection,06103,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",
217,HTG,ST1,"HEATING, PIPING & COOLING LIMITED CONTRACTOR",Department of Consumer Protection,06103,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",
194,HTG,D3,"HEATING, PIPING & COOLING LIMITED CONTRACTOR",Department of Consumer Protection,06103,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",
215,HTG,S7,"HEATING, PIPING & COOLING LIMITED CONTRACTOR",Department of Consumer Protection,06103,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",
972,FBO,SA,Foreign Bank Organization - State Branch/Agency,Department of Banking,,,
190,HTG,B3,"HEATING, PIPING & COOLING LIMITED CONTRACTOR",Department of Consumer Protection,06103,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",
368,HTG,BM1,"HEATING, PIPING & COOLING LIMITED CONTRACTOR",Department of Consumer Protection,06103,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",
192,HTG,D1,"HEATING, PIPING & COOLING LIMITED CONTRACTOR",Department of Consumer Protection,06103,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",
191,HTG,B4,"HEATING, PIPING & COOLING LIMITED JOURNEYPERSON",Department of Consumer Protection,06103,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",
189,HTG,B2,"HEATING, PIPING & COOLING LIMITED JOURNEYPERSON",Department of Consumer Protection,06103,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",
193,HTG,D2,"HEATING, PIPING & COOLING LIMITED JOURNEYPERSON",Department of Consumer Protection,06103,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",
195,HTG,D4,"HEATING, PIPING & COOLING LIMITED JOURNEYPERSON",Department of Consumer Protection,06103,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",
199,HTG,G2,"HEATING, PIPING & COOLING LIMITED JOURNEYPERSON",Department of Consumer Protection,06103,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",
197,HTG,D6,"HEATING, PIPING & COOLING LIMITED JOURNEYPERSON",Department of Consumer Protection,06103,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",
212,HTG,S4,"HEATING, PIPING & COOLING LIMITED JOURNEYPERSON",Department of Consumer Protection,06103,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",
205,HTG,G8,"HEATING, PIPING & COOLING LIMITED JOURNEYPERSON",Department of Consumer Protection,06103,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",
208,HTG,MT2,"HEATING, PIPING & COOLING LIMITED JOURNEYPERSON",Department of Consumer Protection,06103,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",
373,HTG,S10,"HEATING, PIPING & COOLING LIMITED JOURNEYPERSON",Department of Consumer Protection,06103,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",
394,HTG,HPG2,"HEATING, PIPING & COOLING LIMITED JOURNEYPERSON",Department of Consumer Protection,06103,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",
369,HTG,BM2,"HEATING, PIPING & COOLING LIMITED JOURNEYPERSON",Department of Consumer Protection,06103,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",
214,HTG,S6,"HEATING, PIPING & COOLING LIMITED JOURNEYPERSON",Department of Consumer Protection,06103,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",
216,HTG,S8,"HEATING, PIPING & COOLING LIMITED JOURNEYPERSON",Department of Consumer Protection,06103,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",
218,HTG,ST2,"HEATING, PIPING & COOLING LIMITED JOURNEYPERSON",Department of Consumer Protection,06103,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",
220,HTG,VT2,"HEATING, PIPING & COOLING LIMITED JOURNEYPERSON",Department of Consumer Protection,06103,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",
402,HTG,OE2,"HEATING, PIPING & COOLING OPERATING ENGINEER JOURNEYPERSON",Department of Consumer Protection,06103,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",
210,HTG,S1,"HEATING, PIPING & COOLING UNLIMITED CONTRACTOR",Department of Consumer Protection,06103,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",
209,HTG,S2,"HEATING, PIPING & COOLING UNLIMITED JOURNEYPERSON",Department of Consumer Protection,06103,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",
390,HYP,,HYPNOTIST,Department of Consumer Protection,06103,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",Suite 901
950,IA,,Investment Adviser,Department of Banking,,,
467,52,,Lead Abatement/Consultant Contractor,Department of Public Health,06134,"Hartford, CT 6134
(41.742769562, -72.682866506)",
951,IAA,,Investment Adviser Agent,Department of Banking,,,
952,IABR,BRANCH,Investment Adviser Branch,Department of Banking,,,
953,ICOE,,Investment Company - Open End,Department of Banking,,,
954,ICOT,,Investment Company - Other,Department of Banking,,,
300,IDE,,INTERIOR DESIGNER,Department of Consumer Protection,06103,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",
317,ILS,,INTERSTATE LAND SALES REGISTRATION,Department of Consumer Protection,06103,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",
403,IMP,,IMPORTER OF BEDDING & UPHOLSTERED FURNITURE,Department of Consumer Protection,06103,"Trade Practices Division
Hartford, CT 6106
(41.752128704, -72.691387061)",450 Columbus Blvd
560,INF,,Infirmary Operated by an Educational Institution,Department of Public Health,06134,"Hartford, CT 6134
(41.742769562, -72.682866506)",
480,1,ISF,Physician In-State Facility License,Department of Public Health,06134,"Hartford, CT 6134
(41.742769562, -72.682866506)",
490,1,DO,Physician/Surgeon,Department of Public Health,06134,"Hartford, CT 6134
(41.742769562, -72.682866506)",
500,10,TEMP,Registered Nurse - Temporary,Department of Public Health,06134,"Hartford, CT 6134
(41.742769562, -72.682866506)",
514,101,,Phase I-Subsurface Sewage Certification,Department of Public Health,06134,"Hartford, CT 6134
(41.742769562, -72.682866506)",
501,11,TEMP,Licensed Practical Nurse - Temporary,Department of Public Health,06134,"Hartford, CT 6134
(41.742769562, -72.682866506)",
392,IPE,,ITEM PRICE EXEMPTION,Department of Consumer Protection,06103,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",
976,ITIC,,International Trade and Investment Corporation,Department of Banking,,,
301,IVL,,ITINERANT VENDOR,Department of Consumer Protection,06103,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",
798,JPC,,JOINT PRACTICE,Department of Consumer Protection,06103,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",
576,L,,Licensed EMS Organization,Department of Public Health,06134,"Hartford, CT 6134
(41.742769562, -72.682866506)",
60,LAB,,AIRPORT BAR LIQUOR,Department of Consumer Protection,06103,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",
61,LAC,,AIRPORT AIRLINE CLUB LIQUOR,Department of Consumer Protection,06103,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",
62,LAP,,AMPHITHEATER,Department of Consumer Protection,06103,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",
302,LAR,,LANDSCAPE ARCHITECT,Department of Consumer Protection,06103,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",
738,LARC,,LANDSCAPE ARCHITECTURE CORPORATION,Department of Consumer Protection,06103,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",
63,LAT,,AIRPORT RESTAURANT LIQUOR,Department of Consumer Protection,06103,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",
64,LBA,,BOWLING ESTABLISHMENT LIQUOR,Department of Consumer Protection,06103,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",
65,LBB,,BOWLING ESTABLISHMENT BEER AND WINE,Department of Consumer Protection,06103,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",
66,LBD,,LIQUOR BRAND LABEL,Department of Consumer Protection,06103,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",
855,LBF,,FARM BREWERY LIQUOR,Department of Consumer Protection,06103,,
67,LBP,,BREW PUB LIQUOR,Department of Consumer Protection,06103,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",
503,31,APPR,Funeral Director Apprentice,Department of Public Health,06134,"Hartford, CT 6134
(41.742769562, -72.682866506)",
68,LBR,,LIQUOR BROKER,Department of Consumer Protection,06103,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",
69,LCA,,CAFE LIQUOR,Department of Consumer Protection,06103,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",
70,LCB,,CT OUT OF STATE SHIPPER BEER,Department of Consumer Protection,06103,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",
71,LCC,,COLISEUM CONCESSION BEER,Department of Consumer Protection,06103,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",
408,LCK,,LOCKSMITH,Department of Consumer Protection,06103,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",Suite 901
72,LCL,,CT OUT OF STATE SHIPPER LIQUOR,Department of Consumer Protection,06103,"165 Capitol Avenue
Hartford, CT 6106
(41.762504205, -72.681167795)",
