Year,Institutional_sector_name,Institutional_sector_code,Descriptor,SNA08TRANS,Asset_liability_code,Status,Value
2010.03,Non-corporate business enterprises,121,Capital Account Closing balances Non-produced non-financial assets,LE00000,AN20000,FINAL,144277
2010.03,Non-corporate business enterprises,121,Capital Account Closing balances Total non-financial assets,LE00000,AN00000,FINAL,222514
2010.03,Non-corporate business enterprises,121,Financial assets Opening balance monetary gold and special drawing rights,LS00000,AFA0100,FINAL,0
2010.03,Non-corporate business enterprises,121,Financial assets Opening balance currency and deposits,LS00000,AFA0200,FINAL,22855
2010.03,Non-corporate business enterprises,121,Financial assets Opening balance debt securities,LS00000,AFA0300,FINAL,3903
2010.03,Non-corporate business enterprises,121,Financial assets Opening balance loans,LS00000,AFA0400,FINAL,44313
2010.03,Non-corporate business enterprises,121,Financial assets Opening balance equity and investment fund shares,LS00000,AFA0500,FINAL,27154
2010.03,Non-corporate business enterprises,121,"Financial assets Opening balance insurance, pension, and standardised guarantee schemes",LS00000,AFA0600,FINAL,181
2010.03,Non-corporate business enterprises,121,Financial assets Opening balance financial derivatives,LS00000,AFA0700,FINAL,0
2010.03,Non-corporate business enterprises,121,Financial assets Opening balance other accounts receivable,LS00000,AFA0800,FINAL,3205
2010.03,Non-corporate business enterprises,121,Financial assets Opening balance Total financial assets,LS00000,AFA0000,FINAL,101611
2010.03,Non-corporate business enterprises,121,Financial liabilities Opening balance monetary gold and special drawing rights,LS00000,AFL0100,FINAL,0
2010.03,Non-corporate business enterprises,121,Financial liabilities Opening balance currency and deposits,LS00000,AFL0200,FINAL,0
2010.03,Non-corporate business enterprises,121,Financial liabilities Opening balance debt securities,LS00000,AFL0300,FINAL,2862
2010.03,Non-corporate business enterprises,121,Financial liabilities Opening balance loans,LS00000,AFL0400,FINAL,92491
2010.03,Non-corporate business enterprises,121,Financial liabilities Opening balance equity and investment fund shares,LS00000,AFL0500,FINAL,225985
2010.03,Non-corporate business enterprises,121,"Financial liabilities Opening balance insurance, pension, and standardised guarantee schemes",LS00000,AFL0600,FINAL,0
2010.03,Non-corporate business enterprises,121,Financial liabilities Opening balance financial derivatives,LS00000,AFL0700,FINAL,0
2010.03,Non-corporate business enterprises,121,Financial liabilities Opening balance other accounts payable,LS00000,AFL0800,FINAL,3682
2010.03,Non-corporate business enterprises,121,Financial liabilities Opening balance Total financial liabilities,LS00000,AFL0000,FINAL,325020
2010.03,Non-corporate business enterprises,121,Financial assets Net transactions in monetary gold and special drawing rights,F000000,AFA0100,FINAL,0
2010.03,Non-corporate business enterprises,121,Financial assets Net transactions in currency and deposits,F000000,AFA0200,FINAL,-3623
2010.03,Non-corporate business enterprises,121,Financial assets Net transactions in debt securities,F000000,AFA0300,FINAL,815
2010.03,Non-corporate business enterprises,121,Financial assets Net transactions in loans,F000000,AFA0400,FINAL,10001
2010.03,Non-corporate business enterprises,121,Financial assets Net transactions in equity and investment fund shares,F000000,AFA0500,FINAL,6126
2010.03,Non-corporate business enterprises,121,"Financial assets Net transactions in insurance, pension, and standardised guarantee schemes",F000000,AFA0600,FINAL,261
2010.03,Non-corporate business enterprises,121,Financial assets Net transactions in financial derivatives,F000000,AFA0700,FINAL,0
2010.03,Non-corporate business enterprises,121,Financial assets Net transactions in other accounts receivable,F000000,AFA0800,FINAL,-51
2010.03,Non-corporate business enterprises,121,Financial assets Net transactions in financial assets,F000000,AFA0000,FINAL,13529
2010.03,Non-corporate business enterprises,121,Financial liabilities Net transactions in monetary gold and special drawing rights,F000000,AFL0100,FINAL,0
2010.03,Non-corporate business enterprises,121,Financial liabilities Net transactions in currency and deposits,F000000,AFL0200,FINAL,0
2010.03,Non-corporate business enterprises,121,Financial liabilities Net transactions in debt securities,F000000,AFL0300,FINAL,-1181
2010.03,Non-corporate business enterprises,121,Financial liabilities Net transactions in loans,F000000,AFL0400,FINAL,11113
2010.03,Non-corporate business enterprises,121,Financial liabilities Net transactions in equity and investment fund shares,F000000,AFL0500,FINAL,5899
2010.03,Non-corporate business enterprises,121,"Financial liabilities Net transactions in insurance, pension, and standardised guarantee schemes",F000000,AFL0600,FINAL,0
2010.03,Non-corporate business enterprises,121,Financial liabilities Net transactions in financial derivatives,F000000,AFL0700,FINAL,0
2010.03,Non-corporate business enterprises,121,Financial liabilities Net transactions in other accounts payable,F000000,AFL0800,FINAL,-223
2010.03,Non-corporate business enterprises,121,Financial liabilities Net transactions in financial liabilities,F000000,AFL0000,FINAL,15608
2010.03,Non-corporate business enterprises,121,Financial liabilities Net lending (+) / net borrowing (-) financial account,B09F000,AF00000,FINAL,-2079
2010.03,Non-corporate business enterprises,121,Statistical discrepancy - net lending (+) / net borrowing (-),B090000,A000000,FINAL,988
2010.03,Non-corporate business enterprises,121,Other Changes in the Volume of Assets and Liabilities Catastrophic losses,K030000,AN00000,FINAL,0
2010.03,Non-corporate business enterprises,121,Other Changes in the Volume of Assets and Liabilities Other changes in volume n.e.c.,K050000,A000000,FINAL,21
2010.03,Non-corporate business enterprises,121,Other Changes in the Volume of Assets and Liabilities Non-financial assets,K050000,AN00000,FINAL,21
2010.03,Non-corporate business enterprises,121,Other Changes in the Volume of Assets and Liabilities Financial assets,K050000,AFA0000,FINAL,0
2010.03,Non-corporate business enterprises,121,Other Changes in the Volume of Assets and Liabilities Financial liabilities,K050000,AFL0000,FINAL,0
2010.03,Non-corporate business enterprises,121,Other Changes in the Volume of Assets and Liabilities Changes in classification,K060000,AF00000,FINAL,0
2010.03,Non-corporate business enterprises,121,Other Changes in the Volume of Assets and Liabilities Changes in sector classification,K061000,AF00000,FINAL,0
2010.03,Non-corporate business enterprises,121,Other Changes in the Volume of Assets and Liabilities Changes in assets and liabilities classification,K062000,AF00000,FINAL,0
2010.03,Non-corporate business enterprises,121,Other Changes in the Volume of Assets and Liabilities Changes in net worth due to other changes in volume of assets,B102000,A000000,FINAL,21
2010.03,Non-corporate business enterprises,121,Revaluation Account Produced non-financial assets,K070000,AN10000,FINAL,-1923
2010.03,Non-corporate business enterprises,121,Revaluation Account Non-produced non-financial assets,K070000,AN20000,FINAL,-712
2010.03,Non-corporate business enterprises,121,Revaluation Account Total non-financial assets,K070000,AN00000,FINAL,-2635
2010.03,Non-corporate business enterprises,121,Revaluation Account Financial assets Monetary gold and special drawing rights,K070000,AFA0100,FINAL,0
2010.03,Non-corporate business enterprises,121,Revaluation Account Financial assets Currency and deposits,K070000,AFA0200,FINAL,C
2010.03,Non-corporate business enterprises,121,Revaluation Account Financial assets Debt securities,K070000,AFA0300,FINAL,199
2010.03,Non-corporate business enterprises,121,Revaluation Account Financial assets Loans,K070000,AFA0400,FINAL,0
2010.03,Non-corporate business enterprises,121,Revaluation Account Financial assets Equity and investment fund shares,K070000,AFA0500,FINAL,341
2010.03,Non-corporate business enterprises,121,"Revaluation Account Financial assets Insurance, pension and standardised guarantee schemes",K070000,AFA0600,FINAL,0
2010.03,Non-corporate business enterprises,121,Revaluation Account Financial assets Financial derivatives and employee stock options,K070000,AFA0700,FINAL,0
2010.03,Non-corporate business enterprises,121,Revaluation Account Financial assets Other accounts receivable,K070000,AFA0800,FINAL,C
2010.03,Non-corporate business enterprises,121,Revaluation Account Financial assets Total financial assets,K070000,AFA0000,FINAL,540
2010.03,Non-corporate business enterprises,121,Revaluation Account Financial liabilities Monetary gold and special drawing rights,K070000,AFL0100,FINAL,0
2010.03,Non-corporate business enterprises,121,Revaluation Account Financial liabilities Currency and deposits,K070000,AFL0200,FINAL,0
2010.03,Non-corporate business enterprises,121,Revaluation Account Financial liabilities Debt securities,K070000,AFL0300,FINAL,-86
2010.03,Non-corporate business enterprises,121,Revaluation Account Financial liabilities Loans,K070000,AFL0400,FINAL,0
2010.03,Non-corporate business enterprises,121,Revaluation Account Financial liabilities Equity and investment fund shares,K070000,AFL0500,FINAL,-2349
2010.03,Non-corporate business enterprises,121,"Revaluation Account Financial liabilities Insurance, pension and standardised guarantee schemes",K070000,AFL0600,FINAL,0
2010.03,Non-corporate business enterprises,121,Revaluation Account Financial liabilities Financial derivatives and employee stock options,K070000,AFL0700,FINAL,0
2010.03,Non-corporate business enterprises,121,Revaluation Account Financial liabilities Other accounts payable,K070000,AFL0800,FINAL,0
2010.03,Non-corporate business enterprises,121,Revaluation Account Financial liabilities Total financial liabilities,K070000,AFL0000,FINAL,-2435
2010.03,Non-corporate business enterprises,121,Revaluation Account Changes in net worth due to holding gains/losses,B103000,A000000,FINAL,340
2010.03,Non-corporate business enterprises,121,Financial assets Closing balance monetary gold and special drawing rights,LE00000,AFA0100,FINAL,0
2010.03,Non-corporate business enterprises,121,Financial assets Closing balance currency and deposits,LE00000,AFA0200,FINAL,19232
2010.03,Non-corporate business enterprises,121,Financial assets Closing balance debt securities,LE00000,AFA0300,FINAL,4917
2010.03,Non-corporate business enterprises,121,Financial assets Closing balance loans,LE00000,AFA0400,FINAL,54314
2010.03,Non-corporate business enterprises,121,Financial assets Closing balance equity and investment fund shares,LE00000,AFA0500,FINAL,33621
2010.03,Non-corporate business enterprises,121,"Financial assets Closing balance insurance, pension, and standardised guarantee schemes",LE00000,AFA0600,FINAL,442
2010.03,Non-corporate business enterprises,121,Financial assets Closing balance financial derivatives,LE00000,AFA0700,FINAL,0
2010.03,Non-corporate business enterprises,121,Financial assets Closing balance other accounts receivable,LE00000,AFA0800,FINAL,3154
2010.03,Non-corporate business enterprises,121,Financial assets Closing balance Total financial assets,LE00000,AFA0000,FINAL,115680
2010.03,Non-corporate business enterprises,121,Financial liabilities Closing balance monetary gold and special drawing rights,LE00000,AFL0100,FINAL,0
2010.03,Non-corporate business enterprises,121,Financial liabilities Closing balance currency and deposits,LE00000,AFL0200,FINAL,0
2010.03,Non-corporate business enterprises,121,Financial liabilities Closing balance debt securities,LE00000,AFL0300,FINAL,1595
2010.03,Non-corporate business enterprises,121,Financial liabilities Closing balance loans,LE00000,AFL0400,FINAL,103604
2010.03,Non-corporate business enterprises,121,Financial liabilities Closing balance equity and investment fund shares,LE00000,AFL0500,FINAL,229536
2010.03,Non-corporate business enterprises,121,"Financial liabilities Closing balance insurance, pension, and standardised guarantee schemes",LE00000,AFL0600,FINAL,0
2010.03,Non-corporate business enterprises,121,Financial liabilities Closing balance financial derivatives,LE00000,AFL0700,FINAL,0
2010.03,Non-corporate business enterprises,121,Financial liabilities Closing balance other accounts payable,LE00000,AFL0800,FINAL,3459
2010.03,Non-corporate business enterprises,121,Financial liabilities Closing balance Total financial liabilities,LE00000,AFL0000,FINAL,338194
2011.03,Non-corporate business enterprises,121,Capital Account Opening balances Produced non-financial assets,LS00000,AN10000,FINAL,78237
2011.03,Non-corporate business enterprises,121,Capital Account Opening balances Non-produced non-financial assets,LS00000,AN20000,FINAL,144277
2011.03,Non-corporate business enterprises,121,Capital Account Opening balances Total non-financial assets,LS00000,AN00000,FINAL,222514
2011.03,Non-corporate business enterprises,121,Capital Account Net transactions in produced non-financial assets Gross fixed capital formation,P051G00,AN10000,FINAL,4881
2011.03,Non-corporate business enterprises,121,Capital Account Net transactions in produced non-financial assets Consumption of fixed capital,P051C00,AN10000,FINAL,-3283
2011.03,Non-corporate business enterprises,121,Capital Account Net transactions in produced non-financial assets Change in inventories,P052000,AN10000,FINAL,393
2011.03,Non-corporate business enterprises,121,Capital Account Total net transactions in produced non-financial assets,P051000,AN10000,FINAL,1991
2011.03,Non-corporate business enterprises,121,Capital Account Net transactions in non-produced non-financial assets Net purchases of land,NP01000,AN20000,FINAL,-769
2011.03,Non-corporate business enterprises,121,"Capital Account Net transactions in non-produced non-financial assets Purchases of non-produced non-financial assets, net",NP02000,AN20000,FINAL,0
2011.03,Non-corporate business enterprises,121,Capital Account Total net transactions in non-produced non-financial assets,NP00000,AN20000,FINAL,-769
2011.03,Non-corporate business enterprises,121,ISA Saving (net),B08N000,ISA,FINAL,-966
2011.03,Non-corporate business enterprises,121,ISA Net capital taxes receivable,D910000,ISA,FINAL,0
2011.03,Non-corporate business enterprises,121,ISA Net capital transfers receivable,D990000,ISA,FINAL,4772
2011.03,Non-corporate business enterprises,121,Capital Account Net lending (+) / net borrowing (-) ISA,B09C000,ISA,FINAL,2583
2011.03,Non-corporate business enterprises,121,Capital Account Closing balances Produced non-financial assets,LE00000,AN10000,FINAL,79449
2011.03,Non-corporate business enterprises,121,Capital Account Closing balances Non-produced non-financial assets,LE00000,AN20000,FINAL,146650
2011.03,Non-corporate business enterprises,121,Capital Account Closing balances Total non-financial assets,LE00000,AN00000,FINAL,226099
2011.03,Non-corporate business enterprises,121,Financial assets Opening balance monetary gold and special drawing rights,LS00000,AFA0100,FINAL,0
2011.03,Non-corporate business enterprises,121,Financial assets Opening balance currency and deposits,LS00000,AFA0200,FINAL,19232
2011.03,Non-corporate business enterprises,121,Financial assets Opening balance debt securities,LS00000,AFA0300,FINAL,4917
2011.03,Non-corporate business enterprises,121,Financial assets Opening balance loans,LS00000,AFA0400,FINAL,54314
2011.03,Non-corporate business enterprises,121,Financial assets Opening balance equity and investment fund shares,LS00000,AFA0500,FINAL,33621
2011.03,Non-corporate business enterprises,121,"Financial assets Opening balance insurance, pension, and standardised guarantee schemes",LS00000,AFA0600,FINAL,442
2011.03,Non-corporate business enterprises,121,Financial assets Opening balance financial derivatives,LS00000,AFA0700,FINAL,0
2011.03,Non-corporate business enterprises,121,Financial assets Opening balance other accounts receivable,LS00000,AFA0800,FINAL,3154
2011.03,Non-corporate business enterprises,121,Financial assets Opening balance Total financial assets,LS00000,AFA0000,FINAL,115680
2011.03,Non-corporate business enterprises,121,Financial liabilities Opening balance monetary gold and special drawing rights,LS00000,AFL0100,FINAL,0
2011.03,Non-corporate business enterprises,121,Financial liabilities Opening balance currency and deposits,LS00000,AFL0200,FINAL,0
2011.03,Non-corporate business enterprises,121,Financial liabilities Opening balance debt securities,LS00000,AFL0300,FINAL,1595
2011.03,Non-corporate business enterprises,121,Financial liabilities Opening balance loans,LS00000,AFL0400,FINAL,103604
2011.03,Non-corporate business enterprises,121,Financial liabilities Opening balance equity and investment fund shares,LS00000,AFL0500,FINAL,229536
2011.03,Non-corporate business enterprises,121,"Financial liabilities Opening balance insurance, pension, and standardised guarantee schemes",LS00000,AFL0600,FINAL,0
2011.03,Non-corporate business enterprises,121,Financial liabilities Opening balance financial derivatives,LS00000,AFL0700,FINAL,0
2011.03,Non-corporate business enterprises,121,Financial liabilities Opening balance other accounts payable,LS00000,AFL0800,FINAL,3459
2011.03,Non-corporate business enterprises,121,Financial liabilities Opening balance Total financial liabilities,LS00000,AFL0000,FINAL,338194
2011.03,Non-corporate business enterprises,121,Financial assets Net transactions in monetary gold and special drawing rights,F000000,AFA0100,FINAL,0
2011.03,Non-corporate business enterprises,121,Financial assets Net transactions in currency and deposits,F000000,AFA0200,FINAL,-2470
2011.03,Non-corporate business enterprises,121,Financial assets Net transactions in debt securities,F000000,AFA0300,FINAL,-1147
2011.03,Non-corporate business enterprises,121,Financial assets Net transactions in loans,F000000,AFA0400,FINAL,1820
2011.03,Non-corporate business enterprises,121,Financial assets Net transactions in equity and investment fund shares,F000000,AFA0500,FINAL,155
2011.03,Non-corporate business enterprises,121,"Financial assets Net transactions in insurance, pension, and standardised guarantee schemes",F000000,AFA0600,FINAL,3609
2011.03,Non-corporate business enterprises,121,Financial assets Net transactions in financial derivatives,F000000,AFA0700,FINAL,0
2011.03,Non-corporate business enterprises,121,Financial assets Net transactions in other accounts receivable,F000000,AFA0800,FINAL,-677
2011.03,Non-corporate business enterprises,121,Financial assets Net transactions in financial assets,F000000,AFA0000,FINAL,1290
2011.03,Non-corporate business enterprises,121,Financial liabilities Net transactions in monetary gold and special drawing rights,F000000,AFL0100,FINAL,0
2011.03,Non-corporate business enterprises,121,Financial liabilities Net transactions in currency and deposits,F000000,AFL0200,FINAL,0
2011.03,Non-corporate business enterprises,121,Financial liabilities Net transactions in debt securities,F000000,AFL0300,FINAL,1676
2011.03,Non-corporate business enterprises,121,Financial liabilities Net transactions in loans,F000000,AFL0400,FINAL,-3271
2011.03,Non-corporate business enterprises,121,Financial liabilities Net transactions in equity and investment fund shares,F000000,AFL0500,FINAL,4396
2011.03,Non-corporate business enterprises,121,"Financial liabilities Net transactions in insurance, pension, and standardised guarantee schemes",F000000,AFL0600,FINAL,0
2011.03,Non-corporate business enterprises,121,Financial liabilities Net transactions in financial derivatives,F000000,AFL0700,FINAL,0
2011.03,Non-corporate business enterprises,121,Financial liabilities Net transactions in other accounts payable,F000000,AFL0800,FINAL,-276
2011.03,Non-corporate business enterprises,121,Financial liabilities Net transactions in financial liabilities,F000000,AFL0000,FINAL,2525
2011.03,Non-corporate business enterprises,121,Financial liabilities Net lending (+) / net borrowing (-) financial account,B09F000,AF00000,FINAL,-1235
2011.03,Non-corporate business enterprises,121,Statistical discrepancy - net lending (+) / net borrowing (-),B090000,A000000,FINAL,-3818
2011.03,Non-corporate business enterprises,121,Other Changes in the Volume of Assets and Liabilities Catastrophic losses,K030000,AN00000,FINAL,1794
2011.03,Non-corporate business enterprises,121,Other Changes in the Volume of Assets and Liabilities Other changes in volume n.e.c.,K050000,A000000,FINAL,-1691
2011.03,Non-corporate business enterprises,121,Other Changes in the Volume of Assets and Liabilities Non-financial assets,K050000,AN00000,FINAL,103
2011.03,Non-corporate business enterprises,121,Other Changes in the Volume of Assets and Liabilities Financial assets,K050000,AFA0000,FINAL,0
2011.03,Non-corporate business enterprises,121,Other Changes in the Volume of Assets and Liabilities Financial liabilities,K050000,AFL0000,FINAL,1794
2011.03,Non-corporate business enterprises,121,Other Changes in the Volume of Assets and Liabilities Changes in classification,K060000,AF00000,FINAL,0
2011.03,Non-corporate business enterprises,121,Other Changes in the Volume of Assets and Liabilities Changes in sector classification,K061000,AF00000,FINAL,0
2011.03,Non-corporate business enterprises,121,Other Changes in the Volume of Assets and Liabilities Changes in assets and liabilities classification,K062000,AF00000,FINAL,0
2011.03,Non-corporate business enterprises,121,Other Changes in the Volume of Assets and Liabilities Changes in net worth due to other changes in volume of assets,B102000,A000000,FINAL,103
2011.03,Non-corporate business enterprises,121,Revaluation Account Produced non-financial assets,K070000,AN10000,FINAL,-2573
2011.03,Non-corporate business enterprises,121,Revaluation Account Non-produced non-financial assets,K070000,AN20000,FINAL,3039
2011.03,Non-corporate business enterprises,121,Revaluation Account Total non-financial assets,K070000,AN00000,FINAL,466
2011.03,Non-corporate business enterprises,121,Revaluation Account Financial assets Monetary gold and special drawing rights,K070000,AFA0100,FINAL,0
2011.03,Non-corporate business enterprises,121,Revaluation Account Financial assets Currency and deposits,K070000,AFA0200,FINAL,C
2011.03,Non-corporate business enterprises,121,Revaluation Account Financial assets Debt securities,K070000,AFA0300,FINAL,99
2011.03,Non-corporate business enterprises,121,Revaluation Account Financial assets Loans,K070000,AFA0400,FINAL,0
2011.03,Non-corporate business enterprises,121,Revaluation Account Financial assets Equity and investment fund shares,K070000,AFA0500,FINAL,-90
2011.03,Non-corporate business enterprises,121,"Revaluation Account Financial assets Insurance, pension and standardised guarantee schemes",K070000,AFA0600,FINAL,0
2011.03,Non-corporate business enterprises,121,Revaluation Account Financial assets Financial derivatives and employee stock options,K070000,AFA0700,FINAL,0
2011.03,Non-corporate business enterprises,121,Revaluation Account Financial assets Other accounts receivable,K070000,AFA0800,FINAL,C
2011.03,Non-corporate business enterprises,121,Revaluation Account Financial assets Total financial assets,K070000,AFA0000,FINAL,9
2011.03,Non-corporate business enterprises,121,Revaluation Account Financial liabilities Monetary gold and special drawing rights,K070000,AFL0100,FINAL,0
2011.03,Non-corporate business enterprises,121,Revaluation Account Financial liabilities Currency and deposits,K070000,AFL0200,FINAL,0
2011.03,Non-corporate business enterprises,121,Revaluation Account Financial liabilities Debt securities,K070000,AFL0300,FINAL,246
2011.03,Non-corporate business enterprises,121,Revaluation Account Financial liabilities Loans,K070000,AFL0400,FINAL,0
2011.03,Non-corporate business enterprises,121,Revaluation Account Financial liabilities Equity and investment fund shares,K070000,AFL0500,FINAL,318
2011.03,Non-corporate business enterprises,121,"Revaluation Account Financial liabilities Insurance, pension and standardised guarantee schemes",K070000,AFL0600,FINAL,0
2011.03,Non-corporate business enterprises,121,Revaluation Account Financial liabilities Financial derivatives and employee stock options,K070000,AFL0700,FINAL,0
2011.03,Non-corporate business enterprises,121,Revaluation Account Financial liabilities Other accounts payable,K070000,AFL0800,FINAL,0
2011.03,Non-corporate business enterprises,121,Revaluation Account Financial liabilities Total financial liabilities,K070000,AFL0000,FINAL,564
2011.03,Non-corporate business enterprises,121,Revaluation Account Changes in net worth due to holding gains/losses,B103000,A000000,FINAL,-89
2011.03,Non-corporate business enterprises,121,Financial assets Closing balance monetary gold and special drawing rights,LE00000,AFA0100,FINAL,0
2011.03,Non-corporate business enterprises,121,Financial assets Closing balance currency and deposits,LE00000,AFA0200,FINAL,16762
2011.03,Non-corporate business enterprises,121,Financial assets Closing balance debt securities,LE00000,AFA0300,FINAL,3869
2011.03,Non-corporate business enterprises,121,Financial assets Closing balance loans,LE00000,AFA0400,FINAL,56134
2011.03,Non-corporate business enterprises,121,Financial assets Closing balance equity and investment fund shares,LE00000,AFA0500,FINAL,33685
2011.03,Non-corporate business enterprises,121,"Financial assets Closing balance insurance, pension, and standardised guarantee schemes",LE00000,AFA0600,FINAL,4051
2011.03,Non-corporate business enterprises,121,Financial assets Closing balance financial derivatives,LE00000,AFA0700,FINAL,0
2011.03,Non-corporate business enterprises,121,Financial assets Closing balance other accounts receivable,LE00000,AFA0800,FINAL,2477
2011.03,Non-corporate business enterprises,121,Financial assets Closing balance Total financial assets,LE00000,AFA0000,FINAL,116978
2011.03,Non-corporate business enterprises,121,Financial liabilities Closing balance monetary gold and special drawing rights,LE00000,AFL0100,FINAL,0
2011.03,Non-corporate business enterprises,121,Financial liabilities Closing balance currency and deposits,LE00000,AFL0200,FINAL,0
2011.03,Non-corporate business enterprises,121,Financial liabilities Closing balance debt securities,LE00000,AFL0300,FINAL,3517
2011.03,Non-corporate business enterprises,121,Financial liabilities Closing balance loans,LE00000,AFL0400,FINAL,100333
2011.03,Non-corporate business enterprises,121,Financial liabilities Closing balance equity and investment fund shares,LE00000,AFL0500,FINAL,236043
2011.03,Non-corporate business enterprises,121,"Financial liabilities Closing balance insurance, pension, and standardised guarantee schemes",LE00000,AFL0600,FINAL,0
2011.03,Non-corporate business enterprises,121,Financial liabilities Closing balance financial derivatives,LE00000,AFL0700,FINAL,0
2011.03,Non-corporate business enterprises,121,Financial liabilities Closing balance other accounts payable,LE00000,AFL0800,FINAL,3183
2011.03,Non-corporate business enterprises,121,Financial liabilities Closing balance Total financial liabilities,LE00000,AFL0000,FINAL,343076
2012.03,Non-corporate business enterprises,121,Capital Account Opening balances Produced non-financial assets,LS00000,AN10000,FINAL,79449
2012.03,Non-corporate business enterprises,121,Capital Account Opening balances Non-produced non-financial assets,LS00000,AN20000,FINAL,146650
2012.03,Non-corporate business enterprises,121,Capital Account Opening balances Total non-financial assets,LS00000,AN00000,FINAL,226099
2012.03,Non-corporate business enterprises,121,Capital Account Net transactions in produced non-financial assets Gross fixed capital formation,P051G00,AN10000,FINAL,4393
2012.03,Non-corporate business enterprises,121,Capital Account Net transactions in produced non-financial assets Consumption of fixed capital,P051C00,AN10000,FINAL,-3178
2012.03,Non-corporate business enterprises,121,Capital Account Net transactions in produced non-financial assets Change in inventories,P052000,AN10000,FINAL,365
2012.03,Non-corporate business enterprises,121,Capital Account Total net transactions in produced non-financial assets,P051000,AN10000,FINAL,1580
2012.03,Non-corporate business enterprises,121,Capital Account Net transactions in non-produced non-financial assets Net purchases of land,NP01000,AN20000,FINAL,-439
2012.03,Non-corporate business enterprises,121,"Capital Account Net transactions in non-produced non-financial assets Purchases of non-produced non-financial assets, net",NP02000,AN20000,FINAL,0
2012.03,Non-corporate business enterprises,121,Capital Account Total net transactions in non-produced non-financial assets,NP00000,AN20000,FINAL,-439
2012.03,Non-corporate business enterprises,121,ISA Saving (net),B08N000,ISA,FINAL,-608
2012.03,Non-corporate business enterprises,121,ISA Net capital taxes receivable,D910000,ISA,FINAL,0
2012.03,Non-corporate business enterprises,121,ISA Net capital transfers receivable,D990000,ISA,FINAL,416
2012.03,Non-corporate business enterprises,121,Capital Account Net lending (+) / net borrowing (-) ISA,B09C000,ISA,FINAL,-1333
2012.03,Non-corporate business enterprises,121,Capital Account Closing balances Produced non-financial assets,LE00000,AN10000,FINAL,81651
2012.03,Non-corporate business enterprises,121,Capital Account Closing balances Non-produced non-financial assets,LE00000,AN20000,FINAL,148336
2012.03,Non-corporate business enterprises,121,Capital Account Closing balances Total non-financial assets,LE00000,AN00000,FINAL,229987
2012.03,Non-corporate business enterprises,121,Financial assets Opening balance monetary gold and special drawing rights,LS00000,AFA0100,FINAL,0
2012.03,Non-corporate business enterprises,121,Financial assets Opening balance currency and deposits,LS00000,AFA0200,FINAL,16762
2012.03,Non-corporate business enterprises,121,Financial assets Opening balance debt securities,LS00000,AFA0300,FINAL,3869
2012.03,Non-corporate business enterprises,121,Financial assets Opening balance loans,LS00000,AFA0400,FINAL,56134
2012.03,Non-corporate business enterprises,121,Financial assets Opening balance equity and investment fund shares,LS00000,AFA0500,FINAL,33685
2012.03,Non-corporate business enterprises,121,"Financial assets Opening balance insurance, pension, and standardised guarantee schemes",LS00000,AFA0600,FINAL,4051
2012.03,Non-corporate business enterprises,121,Financial assets Opening balance financial derivatives,LS00000,AFA0700,FINAL,0
2012.03,Non-corporate business enterprises,121,Financial assets Opening balance other accounts receivable,LS00000,AFA0800,FINAL,2477
2012.03,Non-corporate business enterprises,121,Financial assets Opening balance Total financial assets,LS00000,AFA0000,FINAL,116978
2012.03,Non-corporate business enterprises,121,Financial liabilities Opening balance monetary gold and special drawing rights,LS00000,AFL0100,FINAL,0
2012.03,Non-corporate business enterprises,121,Financial liabilities Opening balance currency and deposits,LS00000,AFL0200,FINAL,0
2012.03,Non-corporate business enterprises,121,Financial liabilities Opening balance debt securities,LS00000,AFL0300,FINAL,3517
2012.03,Non-corporate business enterprises,121,Financial liabilities Opening balance loans,LS00000,AFL0400,FINAL,100333
2012.03,Non-corporate business enterprises,121,Financial liabilities Opening balance equity and investment fund shares,LS00000,AFL0500,FINAL,236043
2012.03,Non-corporate business enterprises,121,"Financial liabilities Opening balance insurance, pension, and standardised guarantee schemes",LS00000,AFL0600,FINAL,0
2012.03,Non-corporate business enterprises,121,Financial liabilities Opening balance financial derivatives,LS00000,AFL0700,FINAL,0
2012.03,Non-corporate business enterprises,121,Financial liabilities Opening balance other accounts payable,LS00000,AFL0800,FINAL,3183
2012.03,Non-corporate business enterprises,121,Financial liabilities Opening balance Total financial liabilities,LS00000,AFL0000,FINAL,343076
2012.03,Non-corporate business enterprises,121,Financial assets Net transactions in monetary gold and special drawing rights,F000000,AFA0100,FINAL,0
2012.03,Non-corporate business enterprises,121,Financial assets Net transactions in currency and deposits,F000000,AFA0200,FINAL,2409
2012.03,Non-corporate business enterprises,121,Financial assets Net transactions in debt securities,F000000,AFA0300,FINAL,1455
2012.03,Non-corporate business enterprises,121,Financial assets Net transactions in loans,F000000,AFA0400,FINAL,-1453
2012.03,Non-corporate business enterprises,121,Financial assets Net transactions in equity and investment fund shares,F000000,AFA0500,FINAL,-2457
2012.03,Non-corporate business enterprises,121,"Financial assets Net transactions in insurance, pension, and standardised guarantee schemes",F000000,AFA0600,FINAL,-498
2012.03,Non-corporate business enterprises,121,Financial assets Net transactions in financial derivatives,F000000,AFA0700,FINAL,0
2012.03,Non-corporate business enterprises,121,Financial assets Net transactions in other accounts receivable,F000000,AFA0800,FINAL,1653
2012.03,Non-corporate business enterprises,121,Financial assets Net transactions in financial assets,F000000,AFA0000,FINAL,1109
