Status,Solicitation Type,Solicitation Number,Solicitation Title,Issuance Date,Closing Date,Cancelled or Postponed,Construction Solicitation,LSBRP,Buyer Name,Issuing Department,Department Contact,Bid Tabulation
Closed,RFP,1060279,State Health Insurance Assistance Program,02/22/2016,04/07/2016,,N,N,"Flood, Samuel",Department of Health & Human Svcs,David Salem,
Closed,Informal,1061417,Employee Giving Campaign,03/18/2016,04/08/2016,,N,N,--,Community Engagement Cluster,Bruce Adams,
Closed,RFP,1039247,MD 355 Crossing (BRAC),01/05/2015,07/17/2015,,Y,N,"Collins, Todd",Department of Transportation,MD355X,
Closed,Informal,1063914,Community-Based Social Marketing Campaign for White Oak,03/30/2016,04/22/2016,,N,N,--,Department of Environmental Protection,DEP.Procurements@montgomerycountymd.gov,
Closed,Informal,1063594,Veterinary Services,04/06/2016,04/25/2016,,N,N,--,Fire & Rescue Services,Alyce Leach,
Closed,RFP,1060157,Homeless Outreach,03/24/2016,05/03/2016,,N,N,"Flood, Samuel",Department of Health & Human Svcs,Kim Ball,
Closed,Informal,1061053,1915 I Waiver,04/08/2016,05/06/2016,,N,N,--,Department of Health & Human Svcs,Dandria Clark,
Closed,Informal,1064591,Pesticide Treatment Services for Emerald Ash Borer,05/02/2016,05/09/2016,,N,N,--,Department of Transportation,Melissa Garner,
Closed,RFP,1063157,Custodial Services for Indoor Pools,03/29/2016,05/10/2016,,N,Y,"DeLuca, Karen",Department of Recreation,Melanie Sasse,
Closed,RFP,1059854,Representative Payee Services for Elderly and Disabled Adults,04/08/2016,05/12/2016,,N,N,"Flood, Samuel",Department of Health & Human Svcs,Lisa Yang,
Closed,Informal,1064554,Storage Services for Wheaton Library,05/09/2016,05/13/2016,,N,N,--,Department of General Services,James Sawyer,
Closed,Informal,1062402,Uniform Apparel Imprinting and Embroidery,05/02/2016,05/16/2016,,N,Y,--,Fire & Rescue Services,Alyce Leach,
Closed,RFP,1060840,Legislative Liaison Consulting Services,04/15/2016,05/31/2016,,N,N,"Steed, Jeffrey",Department of Transportation,Darlene Flynn,
Closed,Informal,1059291,Auditing Services for Wage Requirements Law Compliance,05/09/2016,06/01/2016,,N,Y,--,Office of Procurement,John Gibala,
Closed,RFP,1060252,Grocery Shopping for Seniors,04/18/2016,06/02/2016,,N,N,"Vasileva, Renata",Department of Health & Human Svcs,Jennifer Long,
Closed,RFP,1058234,Pick-up and Removal of Animal Carcasses,05/06/2016,06/06/2016,,N,Y,"McRae, Sarah",Police,Paul Hibler,
Closed,RFP,1057803,Car Sharing,05/05/2016,06/06/2016,,N,N,"Steed, Jeffrey",Department of Transportation,Javier Torres,
Closed,Informal,1065200,Consultant Services for Increased Business Outreach,05/16/2016,06/07/2016,,N,Y,--,Office of Procurement,"Devance Walker, Jr.",
Closed,Informal,1065625,Storage Services for Wheaton Library,05/25/2016,06/07/2016,,N,N,--,Department of General Services,James Sawyer,
Closed,Informal,1064120,AP1-10 Custodial Services Using Disabled (Capable Vocational Trainees and Supervisors) for the Meter Shop & the Silver-Spring Sales Office,05/27/2016,06/10/2016,,N,Y,--,Department of Transportation,Anthony Ravello,
Closed,RFP,1060703,Bus Stop Inventory & Monitoring Services,05/03/2016,06/20/2016,,N,Y,"Steed, Jeffrey",Department of Transportation,Stacy Coletta,
Closed,RFP,1062142,Onsite Nurse Practitioner / Physician Assistant Services,07/13/2016,08/26/2016,,N,N,"McRae, Sarah",Department of Correction & Rehabilitation,Anthony Sturgess,
Closed,RFP,1063861,"Job Order Contract (JOC), Routine Construction",06/08/2016,,Cancelled or Indefinitely Postponed,Y,N,"Collins, Todd",Department of General Services,Homer Bakhtiary,
Closed,RFP,1059878,Single Adult Transitional Shelters,04/29/2016,07/11/2016,,N,N,"Flood, Samuel",Department of Health & Human Svcs,Kim Ball,
Closed,RFP,1066116,"Job Order Contract (JOC), Routine Construction",06/13/2016,07/18/2016,,Y,Y,"Collins, Todd",Department of General Services,Homer Bakhtiary,
Closed,RFP,1063010,Demolition of the Public Safety Training Academy,06/14/2016,07/21/2016,,Y,N,"Collins, Todd",Department of General Services,Ronnie Warner,
Closed,Informal,1066059,Recreation Consulting Services,07/13/2016,07/21/2016,,N,N,--,Department of Recreation,Allison Cohen,
Closed,RFP,1059910,Mental Health Service for Seniors,05/05/2016,07/28/2016,,N,N,"Flood, Samuel",Department of Health & Human Svcs,Sybil Greenhut,
Closed,RFP,1065139,Montgomery County Circuit Court Garage Helix Ramp & North Plaza Repairs,06/24/2016,08/01/2016,,Y,N,"Collins, Todd",Department of General Services,Randall Hawkins,
Closed,RFP,1062653,Producer/Videographer/Video Editor/Social Media Editor,06/30/2016,08/02/2016,,N,Y,"Karakaya, Penny Perrus",County Council,Neil Greenberger,
Closed,Informal,1068327,Hotel/Motel Accommodations for Promotional Exam,08/10/2016,08/19/2016,,N,N,--,Fire & Rescue Services,Alyce Leach,
Closed,Informal,1068706,American Heart Association Course Completion Certification Cards,08/10/2016,08/19/2016,,N,N,--,Fire & Rescue Services,Alyce Leach,
Closed,Informal,1053387,Veterinary Services,09/04/2015,,Cancelled or Indefinitely Postponed,N,Y,--,Fire & Rescue Services,Buddy Ey,
Closed,Informal,1060891,Paper Recycling Services,01/08/2016,,Cancelled or Indefinitely Postponed,N,Y,--,Department of General Services,Richard Taylor,
Closed,RFP,1062141,Onsite Physician Services,07/13/2016,08/26/2016,,N,N,"McRae, Sarah",Department of Correction & Rehabilitation,Anthony Sturgess,
Closed,RFP,1061795,Security Guard Services,07/28/2016,08/29/2016,,N,Y,"Harris, Eric",Department of Transportation,James Treichel,
Closed,Informal,1067208,Facility Use/Space Planning Services,08/08/2016,08/29/2016,,N,N,--,Department of Health & Human Svcs,"Hipps, Tommy",
Closed,Informal,1069069,Jail Doors and Cell Padding,08/22/2016,09/02/2016,,N,N,--,Department of Correction & Rehabilitation,Christine Johnson,
Closed,RFP,1065572,Progress Place Private Living Quarters,08/05/2016,09/12/2016,,N,N,"Kapust, Suzanne",Department of Health & Human Svcs,Kim Ball,
Closed,Informal,1069253,Development and Delivery of Advanced Mediation Training,08/23/2016,09/20/2016,,N,N,--,Circuit Court,Anne Grant,
Closed,Informal,1033858,Litigation Paralegal Services,08/15/2013,08/30/2013,,N,Y,--,County Attorney's Office,Patricia Via,
Closed,RFP,1064900,County-Wide Security Guard Services,07/28/2016,09/22/2016,,N,Y,"McRae, Sarah",Sheriff's Office,Darlene Fairfax,
Closed,RFP,1060056,Pay-By-Cell Phone Parking Service,09/08/2016,10/10/2016,,N,N,"Harris, Eric",Department of Transportation,Javier Torres,
Closed,RFP,1062966,Office Relocation and other Moving & Hauling Services,09/08/2016,10/10/2016,,N,Y,"Fornatora, Sarah",Department of General Services,Frank Howard,
Closed,Informal,1069262,Gaithersburg Library Coffee Bar,09/07/2016,10/10/2016,,N,Y,--,Department of General Services,Sunil Pandya,
Closed,RFP,1068158,"Office Relocation and other Moving, Hauling &Storage Services",09/12/2016,10/11/2016,,N,N,"Fornatora, Sarah",Department of General Services,Frank Howard,
Closed,RFP,1054265,Language Interpreter Services,09/21/2016,10/20/2016,,N,N,"McRae, Sarah",Police,Charles Schwab,
Closed,Informal,1069050,Small Arms Firing Range lead Abatement and HVAC Maintenance Services at the Public Safety Training Academy,08/17/2016,09/16/2016,,N,N,--,Department of General Services,Denis Wade,
Closed,Informal,1067950,Medicaid Match Consulting Services,08/19/2016,09/09/2016,,N,N,--,Department of Health & Human Svcs,Kim Mayo,
Closed,Informal,1069325,Timetable Distribution by Persons With Developmental Disabilities,09/07/2016,10/03/2016,,N,N,--,Department of Transportation,Beverly Lemasters,
Closed,Informal,1069190,Graphic Design Services,10/12/2016,10/19/2016,,N,Y,--,Department of Environmental Protection,DEP Procurements Team,
Closed,Informal,1070847,Police Promotional Assessment Accommodations,10/10/2016,10/27/2016,,N,N,--,Police,Stephanie Zoz,
Closed,Informal,1070740,Police Motorcycle Patrol (Custom Fit) Boots,09/30/2016,10/28/2016,,N,N,--,Police,Trantino Norwood,
Closed,Informal,1068677,Request for Quote for Agreed Upon Procedure Engagement,09/20/2016,10/31/2016,,N,N,--,Department of Correction & Rehabilitation,Rita Ellis,
Closed,Informal,1070972,Printing Supplies,10/19/2016,11/02/2016,,N,Y,--,Department of General Services,Rick Taylor,
Closed,Informal,1064783,National Fire Protection Agency Code Books,08/19/2016,11/02/2016,,N,N,--,Department of Permitting Services,Teresa Nguyen,
Closed,Informal,1064780,International Code Council Code Books,08/19/2016,11/02/2016,,N,N,--,Department of Permitting Services,Teresa Nguyen,
Closed,RFP,1036842,"Landscape Maintenance Services for the Silver Spring and Wheaton Urban Districts and Other Selected Locations in Montgomery County, Maryland",10/03/2016,11/03/2016,,N,N,"Harris, Eric",Department of Transportation,Anthony Ravello,
Closed,RFP,1066435,Fireworks Display,10/03/2016,11/03/2016,,N,N,"DeLuca, Karen",Department of Recreation,Trish Gill,
Closed,RFP,1069035,Tenant Association Organizing and Information Services,09/30/2016,11/07/2016,,N,N,"Greve, Michael",Department of Housing & Community Affair,Rosie McCray-Moody,
Closed,Informal,1070940,Agronomy Educator,10/17/2016,11/07/2016,,N,N,--,Office of Agriculture,Jacqueline Arnold,
Closed,Informal,1071018,Child Welfare Services Annual Foster Family Picnic,10/19/2016,11/14/2016,,N,N,--,Department of Health & Human Svcs,Teresa Blair,
Closed,RFP,1051193,Independent Financial Advisory Services,03/01/2016,04/06/2016,,N,N,"Elliott, Darleen (Inactive Buyer)",Department of Finance,Jacqueline Carter,
Closed,Informal,1071382,Motorola MC9598 Mobile Computers and Zebra Printers Repair Service,11/02/2016,11/15/2016,,N,N,--,Department of Transportation,Javier Torres,
Closed,RFP,1036897,Commercial Banking Services,06/05/2015,,Cancelled or Indefinitely Postponed,N,N,"Elliott, Darleen (Inactive Buyer)",Department of Finance,Molly Hayward-Koert,
Closed,RFP,1061666,Visual Communication Services,02/16/2016,03/22/2016,,N,Y,"Elliott, Darleen (Inactive Buyer)",Department of General Services,Nancy Greene,
Closed,RFP,1040015,Flexible Spending Account Services,07/30/2014,08/08/2014,,N,N,"Elliott, Darleen (Inactive Buyer)",Office of Human Resources,Mary Gudeta,
Closed,RFP,1046619,Occupational Classification Studies,09/15/2015,10/20/2015,,N,N,"Elliott, Darleen (Inactive Buyer)",Office of Human Resources,Jennifer Shovlin,
Closed,RFP,1049987,Self Insured Claims Administration Services,03/25/2015,04/23/2015,,N,N,"Elliott, Darleen (Inactive Buyer)",Department of Finance,Lissa Bales,
Closed,RFP,1063266,Occupational Medical and Wellness Services,05/11/2016,06/15/2016,,N,N,"Elliott, Darleen (Inactive Buyer)",Office of Human Resources,Jennifer Shovlin,
Closed,RFP,1070307,ADA Consulting Services,10/12/2016,11/15/2016,,N,Y,"Karakaya, Penny Perrus",Department of General Services,Sunil Pandya,
Closed,RFP,1065301,Develop and Implement the Candidate Assessment Application System,06/13/2016,07/06/2016,,N,Y,"Elliott, Darleen (Inactive Buyer)",Office of Human Resources,Jennifer Shovlin,
Closed,RFP,1047415,Utility Management Services,09/18/2015,10/21/2015,,N,N,"Elliott, Darleen (Inactive Buyer)",Department of General Services,Eric Coffman,
Closed,RFP,1069520,Temporary Administrative Support Services,10/12/2016,11/15/2016,,N,Y,"Fornatora, Sarah",Office of Human Resources,Jennifer Shovlin,
Closed,RFP,1059353,Novelty and Promotional Items,01/12/2016,02/25/2016,,N,Y,"Elliott, Darleen (Inactive Buyer)",Department of General Services,Stewart Whisman,
Closed,Informal,1069094,Video Remote Interpreting,10/25/2016,11/16/2016,,N,N,--,Circuit Court,Melinda Sweeney,
Closed,Informal,1070710,Onsite Barber / Beautician Services,10/28/2016,11/18/2016,,N,Y,--,Department of Correction & Rehabilitation,Sgt. Powell,
Closed,RFP,1065357,Revenue Collection/Security of Meters and Maintenance Services,10/25/2016,11/28/2016,,N,N,"Harris, Eric",Department of Transportation,James Treichel,
Closed,RFP,1051177,Emergency Veterinary Services (Not at County Shelter Site),02/08/2016,,Cancelled or Indefinitely Postponed,N,N,"McRae, Sarah",Police,Gregory Lawrence,
Closed,RFP,1065389,Special Events Coordinating Services,08/04/2016,,Cancelled or Indefinitely Postponed,N,Y,"DeLuca, Karen",Department of Recreation,Susan Hoffmann,
Closed,Informal,1069148,Pick-Up and Legal Destruction of Ammunition and Simunitions,11/01/2016,12/09/2016,,N,N,--,Police,Maryann Magnelli,
Closed,Informal,1070255,Re-Entry Support Program Services,11/23/2016,12/12/2016,,N,N,--,Community Engagement Cluster,Jodi Finkelstein,
Closed,RFP,1041220,Consulting Services for Design for Life Tax Incentive Program,08/05/2014,09/04/2014,,N,Y,"Schuler, Peter (Inactive Buyer)",Department of Permitting Services,Reginald Jetter,
Closed,Informal,1068648,Green Business Certification Consulting Services,11/16/2016,12/14/2016,,N,Y,--,Department of Environmental Protection,DEP Procurement,
Closed,Informal,1071814,Emergency Medical Services (EMS) Books,12/05/2016,12/20/2016,,N,N,--,Fire & Rescue Services,Alyce Leach,
Closed,Informal,1071506,Continuum of Care � Planning Services,11/30/2016,12/16/2016,,N,N,--,Department of Health & Human Svcs,Nili Soni,
Closed,RFP,1069597,"Emergency Cleaning, Remediation and Restoration Services",11/23/2016,12/23/2016,,N,Y,"Harris, Eric",Department of General Services,Frank Howard,
Closed,Informal,1071710,Third Party Monitoring Services for Critical facilities,11/09/2016,12/29/2016,,N,Y,--,Department of General Services,Gus Montes De Oca,
Closed,Informal,1072726,Data Services for the African American Health Program,12/19/2016,01/04/2017,,N,Y,--,Department of Health & Human Svcs,Arlee Wallace,
Closed,RFP,1070819,"Architectural/Engineering Services for Grey Courthouse Renovation: Design, Bidding, Permitting and Construction Administration Services",11/22/2016,01/09/2017,,N,Y,"Norris, Robert",Department of General Services,Randall Hawkins,
Closed,Informal,1070097,Local Environmental Stories - Writing and Photography Services,12/14/2016,01/11/2017,,N,Y,--,Department of Environmental Protection,DEP Procurement,
Closed,Informal,1072711,Paint Truck Winterization,12/19/2016,12/23/2016,,N,N,--,Department of Transportation,Dan Sanayi,
Closed,Informal,1072242,ActiveNet Project Support,01/12/2017,01/23/2017,,N,Y,--,Department of Recreation,Allison Cohen,
Closed,Informal,1072573,Production Color Printer,01/11/2017,01/25/2017,,N,Y,--,Department of General Services,Rick Taylor,
Closed,RFP,1070436,Water Quality Improvements Credits,10/25/2016,01/25/2017,,N,N,"Norris, Robert",Department of Environmental Protection,DEP Procurements,
Closed,Informal,1071353,Automotive Paint Supplies,01/13/2017,01/27/2017,,N,N,--,Department of General Services,Aubrey Bentham,
Closed,Informal,1073047,Re-Entry Support Program Services,01/19/2017,01/31/2017,,N,N,--,Community Engagement Cluster,Jodi Finkelstein,
Closed,RFP,1071821,Substance Abuse Prevention Coordination Services,12/16/2016,02/01/2017,,N,N,"Flood, Samuel",Department of Health & Human Svcs,Maria Rosario,
Closed,Informal,1073035,Installation of Case Flow Rack in MCDLC Wine and Spirits Mezzanines,02/02/2017,02/15/2017,,N,Y,--,Department of Liquor Control,Philip Smith,
Closed,RFP,1063169,Transportation of Prisoners,01/17/2017,02/15/2017,,N,N,"McRae, Sarah",Police,Mary Davison,
Closed,Informal,1072517,Portable Infant Play Yard,02/03/2017,02/17/2017,,N,N,--,Department of Health & Human Svcs,Ellen Brown,
Closed,Informal,1071677,Marketing & Communications for Volunteer Center,02/17/2017,02/24/2017,,N,Y,--,Community Engagement Cluster,Molly Callaway,
Closed,RFP,1072319,Insurance Broker Services,01/24/2017,02/28/2017,,N,N,"DeLuca, Karen",Fire & Rescue Services,Dominic Del Pozzo,
Closed,Informal,1071640,Pervious Pavement Cleaning & Maintenance,02/01/2017,03/01/2017,,N,N,--,Department of Environmental Protection,DEP,
Closed,RFP,1069764,Traffic Engineering and Operations Consulting Services,01/25/2017,03/01/2017,,N,N,"Harris, Eric",Department of Transportation,Venu Nemani,
Closed,RFP,1072062,"Expand Efforts in Gang Prevention, Diversion and Intervention Services",01/31/2017,03/10/2017,,N,N,"Vasileva, Renata",Department of Health & Human Svcs,Leslie Reyes-Rosa,
Closed,RFP,1065188,Elevator Maintenance Services (DGS - Facilities),01/23/2017,03/16/2017,,N,N,"Harris, Eric",Department of General Services,Don Collins,
Closed,Informal,1074706,Used �roll-off� truck,03/09/2017,03/20/2017,,N,N,--,Fire & Rescue Services,Steve Lamphier,
Closed,RFP,1071571,Post-Adoption Services,02/06/2017,03/20/2017,,N,N,"Vasileva, Renata",Department of Health & Human Svcs,Teresa Blair,
Closed,RFP,1071751,Emergency Management Planning and Support,02/22/2017,03/23/2017,,N,Y,"Norris, Robert",Department of Emergency Mgmt & Homeland Security,Michael Goldfarb,
Closed,Informal,1073646,Expansion of High School Pedestrian Safety Education,03/01/2017,03/24/2017,,N,Y,--,Department of Transportation,Nadji Kirby,
Closed,Informal,1073971,Technical Services & Training for Infor Public (IPS - Hansen v8.4+),03/01/2017,03/24/2017,,N,N,--,Department of Permitting Services,Thomas Laycock,
Closed,RFP,1072401,Residential Rehabilitation Services,01/24/2017,03/27/2017,,N,N,"Flood, Samuel",Department of Health & Human Svcs,Tracey Bailey,
Closed,RFP,1068088,Safe Start: Counseling for Children Exposed to Domestic Violence,02/28/2017,03/29/2017,,N,N,"McRae, Sarah",Sheriff's Office,Darlene Fairfax,
Closed,Informal,1073775,Temporary Nursing Services,03/06/2017,03/31/2017,,N,Y,--,Department of Correction & Rehabilitation,Anthony Sturgess,
Closed,Informal,1073417,MCPS - Television Editing Equipment and Storage Area System Upgrade,03/15/2017,04/03/2017,,N,N,--,Department of Technology Services,Donna Keating,
Closed,Informal,1073416,Storage Area Network (SAN) Speed Upgrade,03/15/2017,04/03/2017,,N,N,--,Department of Technology Services,Donna Keating,
Closed,RFP,1072416,Mental Health and Administrative Services Task Orders,02/21/2017,04/05/2017,,N,N,"Flood, Samuel",Department of Health & Human Svcs,Kathleen Nevin,
Closed,RFP,1071733,Professional Staffing Services for the Department of Health and Human Services,02/22/2017,04/07/2017,,N,N,"Kapust, Suzanne",Department of Health & Human Svcs,Adriene Schifrien,
Closed,RFP,1072598,Montgomery County Council Office Building Garage Repairs,02/16/2017,04/10/2017,,Y,N,"Collins, Todd",Department of General Services,Ali Davoodi,
Closed,Informal,1073824,Community Risk Reduction and Assessment Reporting Solution,04/05/2017,04/12/2017,,N,N,--,Fire & Rescue Services,Andres Olaciregui,
Closed,RFP,1071896,Residential Rehabilitation Services,02/27/2017,04/13/2017,,N,N,"Flood, Samuel",Department of Health & Human Svcs,Tracey Bailey,
Closed,Informal,1074966,Board up of Vacant Homes,03/20/2017,04/14/2017,,N,Y,--,Department of Housing & Community Affair,Robert Fischer,
Closed,RFP,1071868,Latino Youth Wellness Program,03/16/2017,04/17/2017,,N,N,"Steed, Jeffrey",Department of Health & Human Svcs,Viviana Ortiz,
Closed,RFP,1072235,Congregate and Home Delivered Meals for Seniors,03/10/2017,04/17/2017,,N,N,"Vasileva, Renata",Department of Health & Human Svcs,Melanie Polk,
Closed,Informal,1074874,Housing First Program Fidelity,04/07/2017,04/20/2017,,N,N,--,Department of Health & Human Svcs,Amanda Harris,
Closed,Informal,1075686,Commercial Energy Benchmarking Policy Coordination Contractor,04/11/2017,05/01/2017,,N,Y,--,Department of Environmental Protection,DEP Procurements,
Closed,Informal,1075627,Clean and Decontaminate County Vehicles and Facilities,04/21/2017,05/03/2017,,N,N,--,Police,Greg Dilla,
Closed,RFP,1074846,"Residential Refuse, Recyclable Materials, Yard Trim, and Scrap Metal Collection Services in Service Area 2",04/06/2017,05/05/2017,,N,N,"Norris, Robert",Department of Environmental Protection,Robin Ennis,
Closed,RFP,1073873,Small Arms Firing Range Lead Abatement and HVAC Maintenance Services,04/05/2017,05/05/2017,,N,N,"Harris, Eric",Department of General Services,Denise Wade,
Closed,RFP,1074847,"Residential Refuse, Recyclable Materials, Yard Trim, and Scrap Metal Collection Services in Service Area 4",04/06/2017,05/08/2017,,N,N,"Norris, Robert",Department of Environmental Protection,Robin Ennis,
Closed,RFP,1072656,Special Events and Arts Coordinating Services,01/11/2017,05/10/2017,,N,N,"DeLuca, Karen",Department of Recreation,Allison Cohen,
Closed,RFP,1074849,"Residential Refuse, Recyclable Materials, Yard Trim, and Scrap Metal Collection Services in Service Area 5",04/06/2017,05/10/2017,,N,N,"Norris, Robert",Department of Environmental Protection,Robin Ennis,
Closed,RFP,1074350,Community Engagement Cluster (Volunteer Center) Special Events Management Services,04/11/2017,05/10/2017,,N,Y,"DeLuca, Karen",Community Engagement Cluster,Molly Callaway,
Closed,RFP,1071482,Operation and Maintenance of the Oaks Landfill Leachate Pretreatment Facility and Ancillary Support Infrastructure,03/21/2017,05/11/2017,,N,N,"Norris, Robert",Department of Environmental Protection,Daniel Rogers,
Closed,RFP,1072707,Weatherization Operations Program,04/11/2017,05/11/2017,,N,N,"Greve, Michael",Department of Housing & Community Affair,Stevens Brown,
Closed,RFP,1074850,"Residential Refuse, Recyclable Materials, Yard Trim, and Scrap Metal Collection Services in Service Area 7",04/06/2017,05/12/2017,,N,N,"Norris, Robert",Department of Environmental Protection,Robin Ennis,
Closed,Informal,1074281,Glock Handgun and Sights,04/07/2017,05/18/2017,,N,N,--,Police,Patricia Ross,
Closed,Informal,1076367,Continuum of Care - Planning Services,05/05/2017,05/22/2017,,N,N,--,Department of Health & Human Svcs,Nili Soni,
Closed,RFP,1073354,Architectural/Engineering Services for Various County Facilities and Systems and Miscellaneous Architectural Facilities,04/26/2017,05/25/2017,,N,Y,"Norris, Robert",Department of General Services,Frank Roberts,
Closed,RFP,1073591,Entry Level Exam Services for Firefighter/Rescuer I (Recruit),04/25/2017,05/25/2017,,N,N,"Fornatora, Sarah",Office of Human Resources,Jennifer Shovlin,
Closed,IFB,1069585,"Fire Department Tools, Equipment, Hoses and Appliances",10/21/2016,11/15/2016,,N,N,"DeLuca, Karen",Fire & Rescue Services,Shereen Blanton,https://apps.montgomerycountymd.gov/prosolicitation/BidTabDetail.aspx?type=bidtab&solnumber=1069585
Closed,Informal,1076484,Housing First Program Fidelity,05/16/2017,05/26/2017,,N,N,--,Department of Health & Human Svcs,Eric N. Rickford,
Closed,RFP,1081397,Site II Demolition,09/06/2017,11/01/2017,,Y,N,"Collins, Todd",Department of General Services,Ronnie Warner,
Closed,RFP,1074845,"Residential Refuse, Recyclable Materials, Yard Trim, and Scrap Metal Collection Services",03/30/2017,05/04/2017,,N,N,"Norris, Robert",Department of Environmental Protection,Robin Ennis,
Closed,RFP,1073932,Lighting Services,04/07/2017,05/31/2017,,N,Y,"Harris, Eric",Department of General Services,Christopher Weatherly,
Closed,RFP,1073575,"Construction Services for Stormwater Management, Low Impact Development (LID)/Environmental Site Design (ESD), And Stream Restoration Projects",04/21/2017,06/01/2017,,Y,N,"Collins, Todd",Department of Environmental Protection,Carmen Ruby,
Closed,RFP,1073572,Culture & Recreation Projects Task Order Contract for Complete Architectural and Engineering Services,05/03/2017,06/07/2017,,N,N,"Norris, Robert",Department of General Services,Rassa Davoodpour,
Closed,RFP,1073892,Bus Service Lane Operation for Small Transit Shop (STS),04/03/2017,06/12/2017,,N,Y,"Steed, Jeffrey",Department of General Services,Keith Stickley,
Closed,Informal,1077438,Pike District Consulting Services,06/06/2017,06/13/2017,,N,Y,--,Community Engagement Cluster,Ken Hartman,
Closed,RFP,1070895,Pick-up and Legal Disposal of Small Animal Carcasses from the Montgomery County Animal Shelter,04/25/2017,06/15/2017,,N,N,"McRae, Sarah",Police,Paul Hibler,
Closed,Informal,1068676,On-site Optometry Services,05/15/2017,06/15/2017,,N,N,--,Department of Correction & Rehabilitation,Anthony Sturgess,
Closed,RFP,1073444,Site Construction Services,05/12/2017,06/15/2017,,Y,Y,"Norris, Robert",Department of General Services,Kassa Seyoum,
Closed,RFP,1065498,Contract for Public Works Support Services Basic Ordering Agreement,05/12/2017,07/05/2017,,N,Y,"Chen, Jing",Department of Transportation,Melissa Garner,
Closed,RFP,1010452,Bus Service Lane Operation for EMTOC & BMF,04/03/2017,07/10/2017,,N,N,"Steed, Jeffrey",Department of General Services,Keith Stickley,
Closed,Informal,1079162,Hazard Mitigation Plan Contractor,07/13/2017,07/26/2017,,N,Y,--,Department of Emergency Mgmt & Homeland Security,Michael Goldfarb,
Closed,Informal,1077791,Rail Car Relocation Services,07/12/2017,07/26/2017,,N,N,--,Fire & Rescue Services,Alyce Leach,
Closed,RFP,1072708,Weatherization Installation Services,06/20/2017,07/31/2017,,N,N,"Greve, Michael",Department of Housing & Community Affair,Stevens Brown,
Closed,Informal,1080069,Department of Liquor Control Educational Video,07/21/2017,08/04/2017,,N,Y,--,Department of Liquor Control,Emily DeTitta,
Closed,Informal,1079887,Annual Report Design,07/19/2017,08/07/2017,,N,Y,--,Department of General Services,Richard Taylor,
Closed,RFP,1077400,Demolition of the Parks Maintenance Facilities,06/23/2017,08/08/2017,,Y,N,"Collins, Todd",Department of General Services,Ronnie Warner,
Closed,RFP,1073397,Bus Stop Maps & Timetable Printing Services,06/28/2017,08/08/2017,,N,N,"Steed, Jeffrey",Department of Transportation,Will Kenlaw,
Closed,Informal,1080245,PREA Audit Services,08/04/2017,08/11/2017,,N,N,--,Department of Correction & Rehabilitation,Christopher Auen,
Closed,RFP,1073568,"Architectural/Engineering Services for Various County Public Safety Facilities:  Planning, Design, Permitting, Bidding and Construction Administration Services",05/03/2017,06/05/2017,,N,N,"Norris, Robert",Department of General Services,Rassa Davoodpour,
Closed,Informal,1074762,Inmate Bedding and Linens,08/04/2017,08/25/2017,,N,N,--,Department of Correction & Rehabilitation,Rita Ellis,
Closed,RFP,1071587,Automotive Vehicle Maintenance Services,05/19/2017,09/01/2017,,N,N,"Steed, Jeffrey",Department of General Services,Keith Stickley,
Closed,Informal,1073154,Evidenced-Based Health Promotion Programs,08/24/2017,09/11/2017,,N,N,--,Department of Health & Human Svcs,Tina Purser Langley,
Closed,Informal,1078302,Staging Equipment for the Silver Spring Jazz Festival,09/01/2017,09/11/2017,,N,Y,--,Department of Recreation,Allison Cohen,
Closed,Informal,1081980,Clean and Decontaminate County Vehicles,09/12/2017,09/27/2017,,N,Y,--,Police,Greg Dilla,
Closed,RFP,1076876,Social Media Management Services,08/14/2017,,Cancelled or Indefinitely Postponed,N,Y,"DeLuca, Karen",Department of Recreation,Ginny Horvath,
Closed,RFP,1061872,Montgomery County Government PEG Channel Marketing Services,03/18/2016,04/19/2016,,N,N,"Mixon, Sparkle (Inactive Buyer)",Department of Technology Services,Donna Keating,
Closed,RFP,1076233,Closed Captioning Services,05/17/2017,,Cancelled or Indefinitely Postponed,N,N,"Mixon, Sparkle (Inactive Buyer)",Department of Technology Services,Donna Keating,
Closed,RFP,1061845,Montgomery County Government Cable Youth Media Services,03/18/2016,,Cancelled or Indefinitely Postponed,N,Y,"Mixon, Sparkle (Inactive Buyer)",Department of Technology Services,Jason Rundell,
Closed,RFP,1061265,Montgomery County Government Access Channel Cable Television Producer Services,02/08/2016,03/23/2016,,N,Y,"Mixon, Sparkle (Inactive Buyer)",Department of Technology Services,Donna Keating,
Closed,RFP,1069777,"Montgomery County Government Access Channel
Closed Captioning Services",11/30/2016,,Cancelled or Indefinitely Postponed,N,N,"Mixon, Sparkle (Inactive Buyer)",Department of Technology Services,Donna Keating,
Closed,RFP,1064192,Montgomery County Government Cable Youth Media Services,04/07/2016,05/10/2016,,N,N,"Mixon, Sparkle (Inactive Buyer)",Department of Technology Services,Donna Keating,
Closed,RFP,1072065,Interagency Family Preservation Services,02/13/2017,03/31/2017,,N,N,"Mixon, Sparkle (Inactive Buyer)",Department of Health & Human Svcs,Teresa Blair,
Closed,RFP,1061266,Video Streaming and Legislative Content Management Services,02/23/2017,,Cancelled or Indefinitely Postponed,N,N,"Mixon, Sparkle (Inactive Buyer)",Department of Technology Services,Donna Keating,
