Year,Incident Date,Incident Type,Track,Inv Location,Racing Type Description,Division,Weather Conditions,Horse,Trainer,Jockey Driver,Incident Description,Death or Injury
2016,07/15/2016,STEWARDS/VETS LIST,Saratoga Gaming & Raceway,Paddock-after warm-up,Racing,Harness, ,Evil Eva,DAWN M. FALLON,FRANK J. COPPOLA JR,Evil Eva-Tr. Dawn Fallon-developed stiffness in rear quarters after warm-up-scratched from race,Steward's List
2016,07/16/2016,EQUINE DEATH,Finger Lakes Gaming & Racetrack,Finger Lakes,Training,Thoroughbred, ,Hisnameisdash,PAUL W. BARROW, ,Hisnameisdash-Tr. Paul Barrow-horse had issue-given year off-back training-bowed RF SDFT-euthanized,Equine Death
2016,07/16/2016,EQUINE DEATH,Saratoga Racecourse (NYRA),3/8 pole,Training,Thoroughbred, ,Squire Creek,TODD A. PLETCHER, ,Squire Creek-Tr. Todd Pletcher-fell breezing on main track-fx L ulna-euthanized on track,Equine Death
2016,07/16/2016,RACING INCIDENT,Belmont Park (NYRA),After finish,Racing,Thoroughbred,90* Cloudy,Mary's In Utopia,STEVEN T. JERKENS,PABLO FRAGOSO,Mary's in Utopia-Tr. Steve Jerkens-pulled up-ambulanced off-no reported injuries-horse back racing, 
2016,07/16/2016,RACING INCIDENT,Belmont Park (NYRA),After finish,Racing,Thoroughbred,90* Cloudy,Time for Angie,ROBERT A. BARBARA,JOSE LEZCANO,Time for Angie-Tr. Robert Barbara-pulled up-ambulanced off-horse rested and back training, 
2016,07/17/2016,STEWARDS/VETS LIST,Saratoga Gaming & Raceway,1/4 pole,Racing,Harness,Clear,Mickey's Dream,DAVID F. EUTO,STEPHANE L. BOUCHARD,Mickey's Dream - Tr. David Euto - pulled up - DNF - lame left rear leg,Steward's List
2016,07/19/2016,EQUINE DEATH,Finger Lakes Gaming & Racetrack,After Finish,Racing,Thoroughbred, ,was it worth it, ,EMANUEL DE DIEGO,Was It Worth It - Tr. James Wright-racing Injury-left stifle swelling-ligament rupture-euthanized 8-8-16,Equine Death
2016,07/23/2016,EQUINE DEATH,Saratoga Racecourse (NYRA),1/4 pole,Racing,Thoroughbred,88* clear,Rootformejustin,GEORGE R. WEAVER,ERIC CANCEL,Rootformejustin-Tr. John Terranova-pulled up-ambulanced off-euthanized-investigation continues,Euthanasia
2016,07/23/2016,EQUINE DEATH,Saratoga Racecourse (NYRA),3/8 pole,Racing,Thoroughbred,Clear/90,Zamjara,TODD A. PLETCHER,JOHN R. VELAZQUEZ,Zamjara-Tr. Todd Pletcher-pulled up-rider off-splint applied-ambulanced off-fx RF leg-euthanized,Euthanasia
2016,07/27/2016,EQUINE DEATH,Saratoga Racecourse (NYRA),3/8 pole,Racing,Thoroughbred,90* Clear,indian nobility,EDUARDO E. JONES,ANGEL S. SAEZ-ARROYO,Indian Nobility-Tr. Eduardo Jones-pulled up-ambulanced off-ruptured LF sesmoid ligaments-euthanized,Euthanasia
2016,07/28/2016,STEWARDS/VETS LIST,Saratoga Gaming & Raceway,Before Race,Racing,Harness,Clear,Dyno Mite Man,RAYMOND A. SHARPE *,STEPHANE L. BOUCHARD,Dyno Mite Man - Tr. Ray Sharpe - scratched before race - lame right front leg,Steward's List
2016,07/29/2016,RACING INJURY,Tioga Downs,3/4 pole,Racing,Harness, ,Mister To You,JOHN R. BUTENSCHOEN,JAMES MAROHN JR,Mister To You-Trainer John Butenschoen-Driver Jim Marohn  Jr.-horse pulled up and would not pace-DNF-vet exam revealed significant LF tendon injury-to farm to be turned out,Steward's List
2016,07/29/2016,STEWARDS/VETS LIST,Tioga Downs,Start & 1/4 Pole,Racing,Harness, ,YOUCANIKNOW,AKE SVANSTEDT,JOSEPH R. BONGIORNO,Youcaniknow-Trainer Ake Svanstedt-Driver Joe Bongiorno-broke twice during race-refused to pace-did not finish-vet exam revealed lameness-must qualify,Steward's List
2016,07/29/2016,STEWARDS/VETS LIST,Tioga Downs,Tioga Downs,Racing,Harness, ,Get My Point,ROMAN F. LOPEZ,JAMES A. MORRILL JR,Get My Point-Trainer Roman Lopez-Driver Jim Morrill  Jr.-broke twice during race-pulled up lame-did not finish-foot lameness is suspected to be a shoeing problem/nail, 
2016,08/01/2016,EQUINE DEATH,Saratoga Racecourse (NYRA),3/4 pole,Racing,Thoroughbred,80* Cloudy,Domestic Warrior,BRUCE R. BROWN,MICHAEL J. LUZZI,Domestic Warrior-Tr. Bruce Brown-pulled up-rider off-fx both RF sesamoids-euthanized on track,Equine Death
2016,08/02/2016,EQUINE DEATH,Saratoga Racecourse (NYRA),Saratoga Harness backstretch,Other,Thoroughbred, ,Lebowski,ROBERT N. FALCONE JR, ,Lebowski-Tr. Robert Falcone Jr.-found dead outside stall-vet treated previous day for gastrointestinal issue-endotoxemia,Equine Death
2016,08/02/2016,EQUINE DEATH,Yonkers Raceway,1/2 Mile Pole,Racing,Harness,76 degrees and cloudy,Jesse's Story,CHRIS W. MARINO,AUSTIN T. SIEGELMAN,Jesse's Story-Tr. Chris Marino-horse fell unseating rider Austin Siegelman-horse sustained severe skull fracture and died-rider uninjured,Equine Death
2016,08/03/2016,EQUINE DEATH,Saratoga Racecourse (NYRA),Oklahoma Training Track,Training,Thoroughbred,Clear,JONRAH,CHAD C. BROWN, ,Jonrah-Tr. Chad Brown-fx RH cannon bone while galloping out after breezing-euthanized on track,Equine Death
2016,08/04/2016,EQUINE DEATH,Saratoga Racecourse (NYRA),Saratoga backstretch,Other,Thoroughbred,Clear,Midnight Visitor,RON E. MOQUETT, ,Midnight Visitor-Tr. Ron Moquett-reared up while being walked to Assembly Barn-fell suffering head trauma-removed to Rood & Riddle Equine Hospital for treatment-did not respond to treatment-euthanized next morning,Equine Death
2016,08/04/2016,FALL OF HORSE,Saratoga Racecourse (NYRA),At the finish,Racing,Thoroughbred,Clear/Dry,Zen Papa,RODOLFO (RUDY) RODRIGUEZ,RICARDO SANTANA JR,Zen Papa-Tr. Rudy Rodriguez-fell at finish unseating rider Richardo Santana  Jr.-horse ambulanced off-vet check revealed no injuries-Santana treated & released-back racing,Accident
2016,08/05/2016,ACCIDENT - ON TRACK,Yonkers Raceway, ,Racing,Harness, ,CJ Escape,CARL S. TIRELLA,DUSTIN P. BLUMENFELD,Simple Saver N-Tr. E. Carotenuto-fell after RF shoe unfastened & hooked LR shoe unseating Driver Jean levesque-CJ Escape-Tr. C. Tirella ran over downed horse unseating Driver Dustin Blumenfeld-no injuries to either horses or drivers,Accident
2016,08/05/2016,ACCIDENT - ON TRACK,Yonkers Raceway, ,Racing,Harness, ,Simple Saver N,ELIZABETH J. CAROTENUTO,JEAN C. LEVESQUE,Simple Saver N-Tr. E. Carotenuto-fell after RF shoe unfastened & hooked LR shoe unseating Driver Jean levesque-CJ Escape-Tr. C. Tirella ran over downed horse unseating Driver Dustin Blumenfeld-no injuries to either horses or drivers,Accident
2016,08/05/2016,RACING INCIDENT,Saratoga Racecourse (NYRA),After finish,Racing,Thoroughbred,85* Clear,Three for me,STEVE N. KLESARIS,MANUEL FRANCO,Three for Me-Tr. Steve Klesaris-vanned off-no injuries reported-retired, 
2016,08/05/2016,RACING INCIDENT,Saratoga Racecourse (NYRA),Stretch,Racing,Thoroughbred,80* Clear,A Few Good Friends,DAVID M. CARROLL,JAVIER J. CASTELLANO,A Few Good Friends-Tr. Mark Hennig-pulled up-walked off track-possible heat stroke-horse is fine, 
2016,08/05/2016,RACING INCIDENT,Saratoga Racecourse (NYRA),Stretch,Racing,Thoroughbred,80* Clear,A Few Good Friends,MARK A. HENNIG,JAVIER J. CASTELLANO,A Few Good Friends-Tr. Mark Hennig-pulled up-walked off track-possible heat stroke-horse is fine, 
2016,08/07/2016,RACING INCIDENT,Saratoga Racecourse (NYRA),After Finish,Racing,Thoroughbred,82* Clear,Kathy's Humor,RICHARD A. VIOLETTE JR,JOSE L. ORTIZ,Kathy's Humor-Tr. Richard Violette  Jr.-vanned off-returned to racing, 
2016,08/11/2016,FALL OF RIDER,Monticello Raceway & Mighty M Gaming,Monticello Raceway,Racing,Harness, ,Armstead Kyra,GARY L. MESSENGER,MONICA BANCA,Armstead Kyra-Tr. Gary Messenger-another bike hooked wheels unseating Driver Monica Banca-horse ran loose before being caught on apron by winners circle-no reported injuries to either horse or driver,Accident
2016,08/11/2016,RACING INCIDENT,Saratoga Racecourse (NYRA),After the finish,Racing,Thoroughbred,Clear,Give Us A Reason, ,GAVIN G. SHEEHAN,Give Us A Reason-Tr. L.F. Young-vanned off after finish (Stakes Hurdle), 
2016,08/11/2016,RACING INCIDENT,Saratoga Racecourse (NYRA),After the finish,Racing,Thoroughbred,Clear,Give Us A Reason,LESLIE F. YOUNG,GAVIN G. SHEEHAN,Give Us A Reason-Tr. L.F. Young-vanned off after finish (Stakes Hurdle), 
2016,08/11/2016,RACING INJURY,Saratoga Racecourse (NYRA),After finish,Racing,Thoroughbred,Clear,Late Night Lu,BRAD H. COX,LUIS SAEZ,Late Night Lu-Tr. Brad H. Cox-vanned off after finish-P2 fx-sent to Rood & Riddle for surgery-to be retired after healed,Injury
2016,08/12/2016,ACCIDENT - ON TRACK,Batavia Downs,behind starting gate..,Racing,Harness,clear and 88 degrees..,KJ's Flash Jordan,MICHAEL J. CARRUBBA,JOHN S. FLANIGEN,Little Myra-Tr.Cummings-broke into #2 spot-hit by Ross Melvino-Tr.Segall who hit Regal Beau-Tr.Verheyn-driver Mickey Holliday unseated after hooking wheels w/KJ's Flash Jordan-Tr.Carrubba-Ross Melvino&KJ's Flash sustained leg lacerations-no other injuries,Injury
2016,08/12/2016,ACCIDENT - ON TRACK,Batavia Downs,behind starting gate..,Racing,Harness,clear and 88 degrees..,Ross Melvino,LEONARD M. SEGALL,KEVIN J. CUMMINGS,Little Myra-Tr.Cummings-broke into #2 spot-hit by Ross Melvino-Tr.Segall who hit Regal Beau-Tr.Verheyn-driver Mickey Holliday unseated after hooking wheels w/KJ's Flash Jordan-Tr.Carrubba-Ross Melvino&KJ's Flash sustained leg lacerations-no other injuries,Injury
2016,08/13/2016,FALL OF RIDER,Saratoga Racecourse (NYRA), ,Racing,Thoroughbred, ,Golden Away,JAIME MEJIA,JOHN CASTILLO,Golden Away-Tr. Jamie Mejia-stumbled at start unseating Rider John Castillo-no injuries reported, 
2016,08/15/2016,EQUINE DEATH,Finger Lakes Gaming & Racetrack,Finger Lakes,Training,Thoroughbred, ,Victorious Lover,JEREMIAH C. ENGLEHART,JOHN R. DAVILA,Victorious Lover-Tr. Jeremiah Englehart-fx RF sesamoid while training-euthanized on track,Equine Death
2016,08/17/2016,FALL OF HORSE,Saratoga Racecourse (NYRA),Top of Stretch,Racing,Thoroughbred,Clear/Dry,Lull,CHRISTOPHE CLEMENT,MANUEL FRANCO,Lull-Tr. Chris Clement-clipped heels-fell at the top of the stretch unseating rider Manuel Franco-no injuries to horse or rider,Accident
2016,08/17/2016,RACING INCIDENT,Saratoga Racecourse (NYRA),1/16 pole,Racing,Thoroughbred,85* clear,SUNSHINE SPERRY, ,LUIS SAEZ,Sunshine Sperry-Tr. Gary Contessa-pulled up-walked off track-no injuries reported-retired, 
2016,08/17/2016,RACING INCIDENT,Saratoga Racecourse (NYRA),1/16 pole,Racing,Thoroughbred,85* clear,SUNSHINE SPERRY,GARY C. CONTESSA,LUIS SAEZ,Sunshine Sperry-Tr. Gary Contessa-pulled up-walked off track-no injuries reported-retired, 
2016,08/19/2016,EQUINE DEATH,Yonkers Raceway,At 1/2 mile pole,Racing,Harness,CLEAR/DRY,Tighten Up,CARMEN E. AUCIELLO,BRENT HOLLAND,Tighten Up-Tr. Carmen Auciello-broke stride-pulled up-exam on track revealed FX to L/H pastern-euthanized on track,Equine Death
2016,08/20/2016,EQUINE DEATH,Batavia Downs,Stable - Barn,Other,Harness,75 - 85,Iwannabejustlikeu,JOHN S. MUNGILLO, ,Iwannabejustlikeu-Tr. John Mungillo-fx LR leg on 08/03/16 after qualifier-transported to Ohio State for surgery-back stabled at Batavia-morning of 08/20/16-found in durress-x-ray revealed LR leg fx-euthanized,Equine Death
2016,08/20/2016,EQUINE DEATH,Saratoga Racecourse (NYRA),5/8 pole-Main Track,Training,Thoroughbred,70* clear,Prince Corredor,GABRIEL K. GOODWIN, ,Prince Corredor-Tr. Gabriel Goodwin-collapsed and died after breezing-cardiovascular event-investigation continues,Equine Death
2016,08/20/2016,RACING INJURY,Saratoga Racecourse (NYRA),After finish,Racing,Thoroughbred,84* Clear,Liberty Fuze,PATRICK J. QUICK,JACQUELINE A. DAVIS,Liberty Fuze-Tr. Patrick Quick-pulled up-vanned off-retired,Injury
2016,08/20/2016,STEWARDS/VETS LIST,Tioga Downs,Paddock,Racing,Harness, ,Party With Artie,JEFFREY L. SORENSON,JAMES R. TAGGART JR,Party With Artie-Tr. Jeff Sorenson-fell in paddock prior to race sustaining scrape to R knee and a sore shoulder-scratched from race-must qualify,Steward's List
2016,08/22/2016,EQUINE DEATH,Finger Lakes Gaming & Racetrack,1/4 pole,Racing,Thoroughbred,Clear/70,Git On Bob,PABLO R. TORRES,JORGE L. TOLEDO,Git On Bob-Tr. Pablo Torres-eased-pulled up-collapsed and died,Equine Death
2016,08/24/2016,EQUINE DEATH,Saratoga Racecourse (NYRA),7/8 pole-Main Track,Training,Thoroughbred,70* Clear,Elusive Neko,MIKE J. MAKER,TIMOTHY J. HOWELL,Elusive Neko-Tr. Mike Maker-suffered injury while galloping-rider off-splint applied-ambulanced off-xrays revealed fx to RF cannon bone-euthanized,Equine Death
2016,08/24/2016,FALL OF HORSE,Saratoga Racecourse (NYRA),Paddock,Racing,Thoroughbred,85* Clear,Bow Tie Affair,PATRICK L. REYNOLDS, ,Bow Tie Affair-Tr. Patrick Reynolds-flipped in paddock-scratched-couple scrapes-horse fine,Steward's List
2016,08/24/2016,RACING INJURY,Saratoga Racecourse (NYRA),1/16 pole,Racing,Thoroughbred,85* Clear,More Zen tea,STEVEN M. ASMUSSEN,RICARDO SANTANA JR,More Zen Tea-Tr. Steve Asmussen-pulled up-vannned off-exam revealed bowed tendon-no longer able to race-to be retired, 
2016,08/25/2016,EQUINE DEATH,Saratoga Racecourse (NYRA),1/4 pole,Racing,Thoroughbred,Overcast,Ring of Truth,NIALL S. SAVILLE,JUNIOR R. ALVARADO,Ring of Truth-Tr. Niall Saville-fell-unseating rider Junior Alvarado-horse sustained L humeral fx- euthanized on track,Equine Death
2016,08/25/2016,EQUINE DEATH,Saratoga Racecourse (NYRA),after 3rd fence,Racing,Thoroughbred,85* Cloudy,Bob Le Beau,ELIZABETH H. VOSS,JACK DOYLE,Bob Le Beau-Tr. Elizabeth Voss-pulled up-rider off-vanned off to Rood & Riddle-xrays revealed fx RR cannon bone-euthanized,Euthanasia
2016,08/27/2016,RACING INJURY,Saratoga Racecourse (NYRA),After Finish-horse Path,Racing,Thoroughbred,85*CLEAR,Star Hill,GEORGE  (RUSTY) R. ARNOLD II, ,Star Hill-Tr. George Arnold II-vanned off after race-suffered heat stroke-vet treated and will return to race,Injury
2016,08/28/2016,EQUINE DEATH,Saratoga Racecourse (NYRA),3/4 pole,Training,Thoroughbred,75* clear,Desert Trial,JOHN C. KIMMEL, ,Desert Trial-Tr. John Kimmel-pulled up after breezing-callapsed and died-suspect cardiovascular collapse,Equine Death
2016,08/29/2016,FALL OF HORSE,Saratoga Racecourse (NYRA),Paddock,Racing,Thoroughbred,82* Clear,Resilient One,DANNY A. GARGAN, ,Resilient One-Tr. Danny Gargan-flipped in paddock-scratched from race-no injuries to horse, 
2016,08/29/2016,RACING INJURY,Saratoga Racecourse (NYRA), ,Racing,Thoroughbred, ,Noble Quality,CHRISTOPHE CLEMENT, ,Noble Quality-Tr. Christopher Clement-pulled up-vanned off-non displaced chip LF ankle-sent to Larry Bramlage in KY for exam and possible surgery, 
2016,08/31/2016,FALL OF RIDER,Finger Lakes Gaming & Racetrack,7/8ths pole,Racing,Thoroughbred,Rainy/73,Destinys Mystery,STACY A. TORELLI,JOSE A. BAEZ,Destinys Mystery-Tr. Stacy Torelli-clipped heels unseating Jockey Jose Baez-Baez treated and released-back racing next day-no injury to horse reported,Accident
2016,09/01/2016,RACING INCIDENT,Saratoga Racecourse (NYRA),3/8 pole,Racing,Thoroughbred,80* Clear,Party Paradise,JENA M. ANTONUCCI, ,Party Paradise-Tr. Jena Antonucci-pulled up-vanned off-vet check revealed no injuries, 
2016,09/03/2016,EQUINE DEATH,Finger Lakes Gaming & Racetrack,After Finish,Racing,Thoroughbred, ,Private Thrill,AMBER R. COBB,JAIME RODRIGUEZ,Private Thrill-Tr. Amber Cobb-after race trainer noticed sore RF foot-xrays revealed fx RF sesamoid-euthanized,Equine Death
2016,09/03/2016,FALL OF RIDER,Saratoga Racecourse (NYRA),Post Parade,Racing,Thoroughbred, ,Prize Fight,WILLIAM I. MOTT,JOEL ROSARIO,Prize Fight-Tr. William Mott-unseated rider Joel Rosario and ran off track-scratched-no injuries reported,Accident
2016,09/05/2016,FALL OF HORSE,Saratoga Racecourse (NYRA),After finish,Racing,Thoroughbred,80* Clear,Runaway Lute,GARY C. CONTESSA,RICARDO SANTANA JR,Runaway Lute-Tr. Gary Contessa-fell after finish-walked off track-no injuries to horse, 
2016,09/05/2016,FALL OF RIDER,Saratoga Racecourse (NYRA),After start,Racing,Thoroughbred,80* Clear,CLASSIC EMPIRE,MARK E. CASSE,IRAD ORTIZ JR,Classic Empire-Tr. Mark Casse-wheeled to outside rail-unseating rider Irad Ortiz  Jr.-horse minor swelling right front-rider uninjured, 
2016,09/05/2016,RACING INCIDENT,Saratoga Racecourse (NYRA),After finish,Racing,Thoroughbred,80* Clear,Slew of Money,WILLIAM I. MOTT,JUNIOR R. ALVARADO,Slew of Money-Tr. William Mott-pulled up-vanned off-possible heat exhaustion-horse fine, 
2016,09/05/2016,RACING INCIDENT,Saratoga Racecourse (NYRA),First turn,Racing,Thoroughbred,80* Clear,First Tomoe,DANNY A. GARGAN,IRAD ORTIZ JR,First Tomoe-Tr. Danny Gargan-pulled up-vanned off-sent to farm-uncertain if horse will race again, 
2016,09/05/2016,STEWARDS/VETS LIST,Saratoga Racecourse (NYRA),After finish,Racing,Thoroughbred,80* Clear,Iced Over,MICHAEL E. LAUER,LUIS SAEZ,Iced Over-Tr. Michael Lauer-pulled up-vanned off-slight suspensory-time off at farm, 
2016,09/07/2016,EQUINE DEATH,Batavia Downs,ship in barn # 10,Other,Harness,clear and hot - 85 degrees,sayalittlprayrfrme,CHERYL D. WHITCROFT, ,Sayalittlprayrfrme-Tr. Cheryl Whitcroft-rough trip in trailer to track-sustained laceration over L eye during trip-seemed ok initially but was found down in stall and in extreme distress later that afternoon-vet treated without improvement-euthanized,Euthanasia
2016,09/08/2016,EQUINE DEATH,Yonkers Raceway,After 1/4 Pole,Racing,Harness, ,McDynamite,PAUL BLUMENFELD,TYLER L. BUTER,McDynamite-Tr. Paul Blumenfeld-pulled up-DNF-walked off track-off on right hind-treated with meds and shipped home-xrays later revealed extent of injury-horse euthanized,Equine Death
2016,09/08/2016,STEWARDS/VETS LIST,Vernon Downs,Vernon Downs,Racing,Harness,Warm & Clear,kessons silhoutte,MISTY L. CAREY,BENJAMIN M. MCNEIL,Kessons Silhouette-Tr. Misty Carney-refused to go to start-unable to control-pulled from race-DNF-must requalify,Steward's List
2016,09/09/2016,EQUINE DEATH,Aqueduct Racetrack (NYRA),Aqueduct Main Track,Training,Thoroughbred,75* clear,Black Doblin,JOSEPH G. PARKER, ,Black Doblin-Tr. Joseph G. Parker-sustained injury galloping-xrays revealed fx LF leg-euthanized,Equine Death
2016,09/09/2016,EQUINE DEATH,Saratoga Racecourse (NYRA),Finish line,Training,Thoroughbred,708 clear,Its Only Fair,TODD A. PLETCHER, ,Its Only Fair-Tr. Todd Pletcher-collapsed and died after breezing-suspect cardiovascular event-investigation continues,Equine Death
2016,09/09/2016,RACING INCIDENT,Belmont Park (NYRA),1/16 pole,Racing,Thoroughbred,88* Partly Cloudy,Chomsky,MARK A. HENNIG,JUNIOR R. ALVARADO,Chomsky-Tr. Mark Hennig-pulled up-walked off-no injury reported-back training and racing, 
2016,09/10/2016,RACING INCIDENT,Vernon Downs,Just past finish line,Racing,Harness,Clear & Warm,Sun Devil Hanover,DOUGLAS W. MILLER,FERNAND A. PAQUET JR,Sun Devil Hanover-Tr. Doug Miller-stumbled and fell unseating driver Fernand Paquet  Jr.-both horse and driver examined-no injuries found-no damage to sulky,Accident
2016,09/11/2016,RACING INJURY,Belmont Park (NYRA),After finish,Racing,Thoroughbred,80* partly cloudy,Artie Crasher,PHILIP M. SERPE,DYLAN DAVIS,Artie Crasher-Tr. Philip Serpe-pulled up-vanned off-injured RF Sesamoid-retired,Injury
2016,09/12/2016,RACING INJURY,Finger Lakes Gaming & Racetrack,after finish,Racing,Thoroughbred,clear/77,Keep the Canoli,JULIO DIAZ JR,ALEXIS J. VALDES,Keep the Canoli-Tr. Julio Diaz  Jr.-vanned off-fx RF sesamoid-up for adoption,Injury
2016,09/15/2016,RACING INCIDENT,Finger Lakes Gaming & Racetrack,stretch,Racing,Thoroughbred,Clear/70,Two Step Program,JAMES G. KETTELL,RODOLFO IGNACIO,Two Step Program-Tr. James Kettell-was pulled up-walked off-vet check found nothing wrong with horse-return to racing, 
2016,09/15/2016,STEWARDS/VETS LIST,Monticello Raceway & Mighty M Gaming,1/4 pole,Racing,Harness,Clear/Warm,All Star Blue, , ,All Star Blue-Tr. Patrick Beeler-breached-pulled up-did not finish-walked off track-possible RR suspensory issue-must qualify,Injury
2016,09/15/2016,STEWARDS/VETS LIST,Monticello Raceway & Mighty M Gaming,1/4 pole,Racing,Harness,Clear/Warm,All Star Blue,PATRICK BEELER, ,All Star Blue-Tr. Patrick Beeler-breached-pulled up-did not finish-walked off track-possible RR suspensory issue-must qualify,Injury
2016,09/17/2016,EQUINE DEATH,Belmont Park (NYRA),3/8 pole-TT,Training,Thoroughbred,60* Clear,Casanova Killer(14),OSCAR S. BARRERA III, ,Casanova Killer (Unraced 2yo)-Tr. Oscar S. Barrera III-suffered fx L humerus galloping-euthanized,Equine Death
2016,09/17/2016,EQUINE DEATH,Finger Lakes Gaming & Racetrack,After Finish,Racing,Thoroughbred, ,Indiana Stones,PAUL W. BARROW,GABRIEL J. SUAREZ,Indiana Stones-Tr. Paul Barrow-vanned off-fx R knee-euthanized,Equine Death
2016,09/17/2016,EQUINE DEATH,Finger Lakes Gaming & Racetrack,Stretch,Racing,Thoroughbred, ,Sgt. Major Ross,PATRICK J. BARATTA,SAMUEL MORALES,Sgt. Major Ross-Tr. Samuel Morales-pulled up in the stretch-DNF-splint applied-medicated-vanned off-fx LF sesamoids-euthanized,Equine Death
2016,09/18/2016,RACING INCIDENT,Belmont Park (NYRA),After finish,Racing,Thoroughbred,80* Mostly Cloudy,super city,COLUM O'BRIEN, ,Super City-Tr. Colum O'Brien-pulled up-vanned off-investigation continues, 
2016,09/18/2016,STEWARDS/VETS LIST,Saratoga Gaming & Raceway,After start of race,Racing,Harness,Cloudy,Giant T,ROBERT B. BENTLEY,ROBERT B. BENTLEY,Giant T - Tr. Robert Bentley - DNF - lameness right rear leg,Steward's List
2016,09/19/2016,EQUINE DEATH,Saratoga Racecourse (NYRA),3/8 Pole at Oklahoma Training Track,Training,Thoroughbred, ,Core Competency,IAN R. WILKES, ,Core Competency-Tr. Ian R. Wilkes-fx RR leg while galloping on training track-xray taken-euthanized,Equine Death
2016,09/19/2016,RACING INCIDENT,Finger Lakes Gaming & Racetrack,1/4 pole,Racing,Thoroughbred,Clear/75,Queen of New York,LEON J. MCKANAS,WILFREDO . LOZANO JR,Queen of New York-Tr. Leon McKanas-jockey felt horse was sore in the front-pulled up-walked off-no injuries reported, 
2016,09/20/2016,RACING INCIDENT,Finger Lakes Gaming & Racetrack,start-1/4 pole,Racing,Thoroughbred,Clear/75,Trapetum,EDWARD J. BABCOCK,PEDRO A. RODRIGUEZ,Trapetum-Tr. Edward Babcock-stumbled at start-pulled up-vanned off-no injuries reported-to return to racing,Accident
2016,09/21/2016,RACING INCIDENT,Belmont Park (NYRA),Belmont Dirt 6 1/2 Furlongs,Racing,Thoroughbred,Mostly sunny 73,Captain Serious,MICHAEL E. HUSHION,DYLAN DAVIS,Captain Serious-Tr. Michael E. Hushion-pulled up vanned off-claim voided-retired, 
2016,09/22/2016,FALL OF HORSE,Belmont Park (NYRA),on 10th frame,Racing,Thoroughbred,Sunny 73,Rudyard K,TODD J. WYATT,JACK DOYLE,Rudyard K-Tr. Todd J. Wyatt-flipped on 10th fence unseating rider Jack Doyle-fell on rider-both vanned off-no injuries to horse reported-rider returned to race, 
2016,09/23/2016,EQUINE DEATH,Saratoga Gaming & Raceway,past 1/2 pole,Racing,Harness,Rain,Cam Dan Kadandy,GARRETT L. MCQUEEN,GARRETT L. MCQUEEN,Cam Dan Kadandy-Tr. Garrett McQueen-took bad step-driver tried to pull up-horse fell unseating driver-horse stood up-ambulanced off-fx RF pastern and cannon bone-euthanized,Equine Death
2016,09/23/2016,RACING INCIDENT,Finger Lakes Gaming & Racetrack,stretch,Racing,Thoroughbred,Cloudy/65,Bullnose Brick,JOSEPH E. MARINO,RODOLFO IGNACIO,Bullnose Brick-Tr. Joseph Marino-pulled up-walked off-on farm-no longer racing, 
2016,09/24/2016,RACING INJURY,Belmont Park (NYRA),after finish,Racing,Thoroughbred,70* cloudy,Speeding Comet,JOHN T. TOSCANO JR,MICHAEL J. LUZZI,Speeding Comet-Tr. John Toscano-pulled up-vanned off-sustained chip in knee-moved to clinic-chip removed-doing very well post op.,Injury
2016,09/25/2016,EQUINE DEATH,Finger Lakes Gaming & Racetrack,Finger Lakes,Other,Thoroughbred, ,Lost In D Shuffle,RAFAEL A. RAMOS, ,Lost in D Shuffle-Tr. Rafael Ramos-RF leg caught on walking machine-treated for cellulitis and non-weight bearing lameness RF without improvement-euthanized,Equine Death
2016,09/26/2016,EQUINE DEATH,Finger Lakes Gaming & Racetrack,Rail at 3/8 pole,Training,Thoroughbred, ,Donteventhinkaboutit,RALPH D'ALESSANDRO, ,Dontevnthnkaboutit-Tr. Ralph D'Alessandro-ran loose while training-impaled R shoulder on rail-extensive tissue & muscle damage-euthanized,Equine Death
2016,09/27/2016,EQUINE DEATH,Finger Lakes Gaming & Racetrack,5/8ths,Racing,Thoroughbred,Clear/72,Notwhoiseemtobe,JAMES S. ACQUILANO,OSCAR D. GOMEZ,Notwhoiseemtobe-Tr. James Acquilano-pulled up-fx LF sesamoids-euthanized,Euthanasia
2016,09/27/2016,EQUINE DEATH,Yonkers Raceway,3/4 pole,Racing,Harness,clear 70 degrees,Apostles Creed,JENNY J. MELANDER,MARK J. MACDONALD,Apostles Creed-Tr. Jenny Melander-started race-broke stride-pulled up-laid down and died,Equine Death
2016,09/30/2016,EQUINE DEATH,Belmont Park (NYRA),Stall,Other,Thoroughbred,55* Cloudy,Lady Lapuma 14 unamed,CHRISTOPHER J. ENGLEHART, ,Lady Lapuma 14-(Unnamed 2 yo)-Tr. Christopher Englehart-found dead in stall-Fx pelvis with hemorraging,Equine Death
2016,10/02/2016,EQUINE DEATH,Belmont Park (NYRA),3/8 pole,Racing,Thoroughbred,70* Cloudy,Fort Smith,RON E. MOQUETT, ,Fort Smith-Tr. Ron Moquett-pulled up-vanned off-fx RF leg-euthanized-investigation continues,Equine Death
2016,10/03/2016,EQUINE DEATH,Belmont Park (NYRA),finish line-training,Training,Thoroughbred, ,Onlytheshadowknows,DANNY A. GARGAN, ,Onlytheshadowknows-Tr. Danny Gargan-suffered injury to RF leg breezing-ambulanced to barn-xrays revealed fx RF sesamoids-euthanized,Equine Death
