Series_reference,Period,Reference_period,Data_value,STATUS,UNITS,MAGNTUDE,Subject,Group,Series_title
LASA.SAEAAZ,1998.06,Annual,848721,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Employee Costs
LASA.SAEAAZ,1999.06,Annual,849126,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Employee Costs
LASA.SAEAAZ,2000.06,Annual,830851,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Employee Costs
LASA.SAEAAZ,2001.06,Annual,839731,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Employee Costs
LASA.SAEAAZ,2002.06,Annual,883910,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Employee Costs
LASA.SAEAAZ,2003.06,Annual,946779,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Employee Costs
LASA.SAEAAZ,2004.06,Annual,1029559,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Employee Costs
LASA.SAEAAZ,2005.06,Annual,1100748,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Employee Costs
LASA.SAEAAZ,2006.06,Annual,1179589,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Employee Costs
LASA.SAEAAZ,2007.06,Annual,1306322,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Employee Costs
LASA.SAEAAZ,2008.06,Annual,1424766,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Employee Costs
LASA.SAEAAZ,2009.06,Annual,1558077,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Employee Costs
LASA.SAEAAZ,2010.06,Annual,1634202,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Employee Costs
LASA.SAEAAZ,2011.06,Annual,1717965,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Employee Costs
LASA.SAEAAZ,2012.06,Annual,1768494,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Employee Costs
LASA.SAEAAZ,2013.06,Annual,1827726,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Employee Costs
LASA.SAEAAZ,2014.06,Annual,1914232,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Employee Costs
LASA.SAEAAZ,2015.06,Annual,2021356,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Employee Costs
LASA.SAEAAZ,2016.06,Annual,2093409,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Employee Costs
LASA.SAEAAZ,2017.06,Annual,2218637,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Employee Costs
LASA.SAEAAZ,2018.06,Annual,2312453,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Employee Costs
LASA.SAEAAZ,2019.06,Annual,2428197,Provisional,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Employee Costs
LASA.SAEABZ,1993.06,Annual,226565,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Interest Paid
LASA.SAEABZ,1994.06,Annual,192661,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Interest Paid
LASA.SAEABZ,1995.06,Annual,174883,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Interest Paid
LASA.SAEABZ,1996.06,Annual,171269,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Interest Paid
LASA.SAEABZ,1997.06,Annual,169300,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Interest Paid
LASA.SAEABZ,1998.06,Annual,166130,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Interest Paid
LASA.SAEABZ,1999.06,Annual,165614,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Interest Paid
LASA.SAEABZ,2000.06,Annual,153853,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Interest Paid
LASA.SAEABZ,2001.06,Annual,146137,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Interest Paid
LASA.SAEABZ,2002.06,Annual,140961,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Interest Paid
LASA.SAEABZ,2003.06,Annual,140499,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Interest Paid
LASA.SAEABZ,2004.06,Annual,141657,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Interest Paid
LASA.SAEABZ,2005.06,Annual,157556,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Interest Paid
LASA.SAEABZ,2006.06,Annual,183764,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Interest Paid
LASA.SAEABZ,2007.06,Annual,240733,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Interest Paid
LASA.SAEABZ,2008.06,Annual,320780,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Interest Paid
LASA.SAEABZ,2009.06,Annual,333192,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Interest Paid
LASA.SAEABZ,2010.06,Annual,378169,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Interest Paid
LASA.SAEABZ,2011.06,Annual,505953,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Interest Paid
LASA.SAEABZ,2012.06,Annual,493586,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Interest Paid
LASA.SAEABZ,2013.06,Annual,545504,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Interest Paid
LASA.SAEABZ,2014.06,Annual,598703,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Interest Paid
LASA.SAEABZ,2015.06,Annual,687094,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Interest Paid
LASA.SAEABZ,2016.06,Annual,695956,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Interest Paid
LASA.SAEABZ,2017.06,Annual,757404,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Interest Paid
LASA.SAEABZ,2018.06,Annual,769041,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Interest Paid
LASA.SAEABZ,2019.06,Annual,825354,Provisional,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Interest Paid
LASA.SAEACZ,1993.06,Annual,356412,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Depreciation
LASA.SAEACZ,1994.06,Annual,372598,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Depreciation
LASA.SAEACZ,1995.06,Annual,359715,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Depreciation
LASA.SAEACZ,1996.06,Annual,350611,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Depreciation
LASA.SAEACZ,1997.06,Annual,369349,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Depreciation
LASA.SAEACZ,1998.06,Annual,404143,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Depreciation
LASA.SAEACZ,1999.06,Annual,697334,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Depreciation
LASA.SAEACZ,2000.06,Annual,715724,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Depreciation
LASA.SAEACZ,2001.06,Annual,730499,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Depreciation
LASA.SAEACZ,2002.06,Annual,769854,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Depreciation
LASA.SAEACZ,2003.06,Annual,828910,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Depreciation
LASA.SAEACZ,2004.06,Annual,889500,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Depreciation
LASA.SAEACZ,2005.06,Annual,961550,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Depreciation
LASA.SAEACZ,2006.06,Annual,1078100,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Depreciation
LASA.SAEACZ,2007.06,Annual,1155268,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Depreciation
LASA.SAEACZ,2008.06,Annual,1268446,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Depreciation
LASA.SAEACZ,2009.06,Annual,1411379,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Depreciation
LASA.SAEACZ,2010.06,Annual,1501420,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Depreciation
LASA.SAEACZ,2011.06,Annual,1563686,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Depreciation
LASA.SAEACZ,2012.06,Annual,1592568,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Depreciation
LASA.SAEACZ,2013.06,Annual,1664360,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Depreciation
LASA.SAEACZ,2014.06,Annual,1734328,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Depreciation
LASA.SAEACZ,2015.06,Annual,1819790,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Depreciation
LASA.SAEACZ,2016.06,Annual,1947845,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Depreciation
LASA.SAEACZ,2017.06,Annual,2040835,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Depreciation
LASA.SAEACZ,2018.06,Annual,2112963,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Depreciation
LASA.SAEACZ,2019.06,Annual,2228639,Provisional,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Depreciation
LASA.SAEAQZ,1993.06,Annual,1387716,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,"Purchases of Goods and Services, Grants and Donations, and Other Operating Expenditure"
LASA.SAEAQZ,1994.06,Annual,1419955,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,"Purchases of Goods and Services, Grants and Donations, and Other Operating Expenditure"
LASA.SAEAQZ,1995.06,Annual,1530072,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,"Purchases of Goods and Services, Grants and Donations, and Other Operating Expenditure"
LASA.SAEAQZ,1996.06,Annual,1713083,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,"Purchases of Goods and Services, Grants and Donations, and Other Operating Expenditure"
LASA.SAEAQZ,1997.06,Annual,1859077,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,"Purchases of Goods and Services, Grants and Donations, and Other Operating Expenditure"
LASA.SAEAQZ,1998.06,Annual,1902947,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,"Purchases of Goods and Services, Grants and Donations, and Other Operating Expenditure"
LASA.SAEAQZ,1999.06,Annual,1754342,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,"Purchases of Goods and Services, Grants and Donations, and Other Operating Expenditure"
LASA.SAEAQZ,2000.06,Annual,1808038,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,"Purchases of Goods and Services, Grants and Donations, and Other Operating Expenditure"
LASA.SAEAQZ,2001.06,Annual,1891875,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,"Purchases of Goods and Services, Grants and Donations, and Other Operating Expenditure"
LASA.SAEAQZ,2002.06,Annual,1997252,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,"Purchases of Goods and Services, Grants and Donations, and Other Operating Expenditure"
LASA.SAEAQZ,2003.06,Annual,2110202,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,"Purchases of Goods and Services, Grants and Donations, and Other Operating Expenditure"
LASA.SAEAQZ,2004.06,Annual,2309322,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,"Purchases of Goods and Services, Grants and Donations, and Other Operating Expenditure"
LASA.SAEAQZ,2005.06,Annual,2589754,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,"Purchases of Goods and Services, Grants and Donations, and Other Operating Expenditure"
LASA.SAEAQZ,2006.06,Annual,2835890,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,"Purchases of Goods and Services, Grants and Donations, and Other Operating Expenditure"
LASA.SAEAQZ,2007.06,Annual,3003509,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,"Purchases of Goods and Services, Grants and Donations, and Other Operating Expenditure"
LASA.SAEAQZ,2008.06,Annual,3262570,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,"Purchases of Goods and Services, Grants and Donations, and Other Operating Expenditure"
LASA.SAEAQZ,2009.06,Annual,3513640,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,"Purchases of Goods and Services, Grants and Donations, and Other Operating Expenditure"
LASA.SAEAQZ,2010.06,Annual,3559619,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,"Purchases of Goods and Services, Grants and Donations, and Other Operating Expenditure"
LASA.SAEAQZ,2011.06,Annual,4146346,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,"Purchases of Goods and Services, Grants and Donations, and Other Operating Expenditure"
LASA.SAEAQZ,2012.06,Annual,4598480,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,"Purchases of Goods and Services, Grants and Donations, and Other Operating Expenditure"
LASA.SAEAQZ,2013.06,Annual,4236370,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,"Purchases of Goods and Services, Grants and Donations, and Other Operating Expenditure"
LASA.SAEAQZ,2014.06,Annual,4219070,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,"Purchases of Goods and Services, Grants and Donations, and Other Operating Expenditure"
LASA.SAEAQZ,2015.06,Annual,4489099,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,"Purchases of Goods and Services, Grants and Donations, and Other Operating Expenditure"
LASA.SAEAQZ,2016.06,Annual,4664851,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,"Purchases of Goods and Services, Grants and Donations, and Other Operating Expenditure"
LASA.SAEAQZ,2017.06,Annual,4918720,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,"Purchases of Goods and Services, Grants and Donations, and Other Operating Expenditure"
LASA.SAEAQZ,2018.06,Annual,5185871,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,"Purchases of Goods and Services, Grants and Donations, and Other Operating Expenditure"
LASA.SAEAQZ,2019.06,Annual,5546378,Provisional,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,"Purchases of Goods and Services, Grants and Donations, and Other Operating Expenditure"
LASA.SAEAZZ,1993.06,Annual,2762579,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Total Expense Excluding Non-operating Items
LASA.SAEAZZ,1994.06,Annual,2798655,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Total Expense Excluding Non-operating Items
LASA.SAEAZZ,1995.06,Annual,2890284,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Total Expense Excluding Non-operating Items
LASA.SAEAZZ,1996.06,Annual,3074363,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Total Expense Excluding Non-operating Items
LASA.SAEAZZ,1997.06,Annual,3252639,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Total Expense Excluding Non-operating Items
LASA.SAEAZZ,1998.06,Annual,3321941,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Total Expense Excluding Non-operating Items
LASA.SAEAZZ,1999.06,Annual,3466416,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Total Expense Excluding Non-operating Items
LASA.SAEAZZ,2000.06,Annual,3508466,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Total Expense Excluding Non-operating Items
LASA.SAEAZZ,2001.06,Annual,3608242,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Total Expense Excluding Non-operating Items
LASA.SAEAZZ,2002.06,Annual,3791977,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Total Expense Excluding Non-operating Items
LASA.SAEAZZ,2003.06,Annual,4026390,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Total Expense Excluding Non-operating Items
LASA.SAEAZZ,2004.06,Annual,4370038,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Total Expense Excluding Non-operating Items
LASA.SAEAZZ,2005.06,Annual,4809608,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Total Expense Excluding Non-operating Items
LASA.SAEAZZ,2006.06,Annual,5277343,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Total Expense Excluding Non-operating Items
LASA.SAEAZZ,2007.06,Annual,5705832,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Total Expense Excluding Non-operating Items
LASA.SAEAZZ,2008.06,Annual,6276562,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Total Expense Excluding Non-operating Items
LASA.SAEAZZ,2009.06,Annual,6816288,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Total Expense Excluding Non-operating Items
LASA.SAEAZZ,2010.06,Annual,7073410,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Total Expense Excluding Non-operating Items
LASA.SAEAZZ,2011.06,Annual,7933950,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Total Expense Excluding Non-operating Items
LASA.SAEAZZ,2012.06,Annual,8453128,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Total Expense Excluding Non-operating Items
LASA.SAEAZZ,2013.06,Annual,8273960,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Total Expense Excluding Non-operating Items
LASA.SAEAZZ,2014.06,Annual,8466333,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Total Expense Excluding Non-operating Items
LASA.SAEAZZ,2015.06,Annual,9017339,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Total Expense Excluding Non-operating Items
LASA.SAEAZZ,2016.06,Annual,9402061,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Total Expense Excluding Non-operating Items
LASA.SAEAZZ,2017.06,Annual,9935596,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Total Expense Excluding Non-operating Items
LASA.SAEAZZ,2018.06,Annual,10380328,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Total Expense Excluding Non-operating Items
LASA.SAEAZZ,2019.06,Annual,11028568,Provisional,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Total Expense Excluding Non-operating Items
LASA.SARAAZ,1993.06,Annual,597363,Final,Dollars,3,Local Authority Statistics - LAS,Income - Actual,"Sales of goods and services, and all other income"
LASA.SARAAZ,1994.06,Annual,594247,Final,Dollars,3,Local Authority Statistics - LAS,Income - Actual,"Sales of goods and services, and all other income"
LASA.SARAAZ,1995.06,Annual,596986,Final,Dollars,3,Local Authority Statistics - LAS,Income - Actual,"Sales of goods and services, and all other income"
LASA.SARAAZ,1996.06,Annual,654411,Final,Dollars,3,Local Authority Statistics - LAS,Income - Actual,"Sales of goods and services, and all other income"
LASA.SARAAZ,1997.06,Annual,682794,Final,Dollars,3,Local Authority Statistics - LAS,Income - Actual,"Sales of goods and services, and all other income"
LASA.SARAAZ,1998.06,Annual,661445,Final,Dollars,3,Local Authority Statistics - LAS,Income - Actual,"Sales of goods and services, and all other income"
LASA.SARAAZ,1999.06,Annual,687524,Final,Dollars,3,Local Authority Statistics - LAS,Income - Actual,"Sales of goods and services, and all other income"
LASA.SARAAZ,2000.06,Annual,712432,Final,Dollars,3,Local Authority Statistics - LAS,Income - Actual,"Sales of goods and services, and all other income"
LASA.SARAAZ,2001.06,Annual,722895,Final,Dollars,3,Local Authority Statistics - LAS,Income - Actual,"Sales of goods and services, and all other income"
LASA.SARAAZ,2002.06,Annual,743488,Final,Dollars,3,Local Authority Statistics - LAS,Income - Actual,"Sales of goods and services, and all other income"
LASA.SARAAZ,2003.06,Annual,804214,Final,Dollars,3,Local Authority Statistics - LAS,Income - Actual,"Sales of goods and services, and all other income"
LASA.SARAAZ,2004.06,Annual,868745,Final,Dollars,3,Local Authority Statistics - LAS,Income - Actual,"Sales of goods and services, and all other income"
LASA.SARAAZ,2005.06,Annual,916522,Final,Dollars,3,Local Authority Statistics - LAS,Income - Actual,"Sales of goods and services, and all other income"
LASA.SARAAZ,2006.06,Annual,1000433,Final,Dollars,3,Local Authority Statistics - LAS,Income - Actual,"Sales of goods and services, and all other income"
LASA.SARAAZ,2007.06,Annual,990278,Final,Dollars,3,Local Authority Statistics - LAS,Income - Actual,"Sales of goods and services, and all other income"
LASA.SARAAZ,2008.06,Annual,1032888,Final,Dollars,3,Local Authority Statistics - LAS,Income - Actual,"Sales of goods and services, and all other income"
LASA.SARAAZ,2009.06,Annual,1042138,Final,Dollars,3,Local Authority Statistics - LAS,Income - Actual,"Sales of goods and services, and all other income"
LASA.SARAAZ,2010.06,Annual,1097779,Final,Dollars,3,Local Authority Statistics - LAS,Income - Actual,"Sales of goods and services, and all other income"
LASA.SARAAZ,2011.06,Annual,1159183,Final,Dollars,3,Local Authority Statistics - LAS,Income - Actual,"Sales of goods and services, and all other income"
LASA.SARAAZ,2012.06,Annual,1305057,Final,Dollars,3,Local Authority Statistics - LAS,Income - Actual,"Sales of goods and services, and all other income"
LASA.SARAAZ,2013.06,Annual,1333461,Final,Dollars,3,Local Authority Statistics - LAS,Income - Actual,"Sales of goods and services, and all other income"
LASA.SARAAZ,2014.06,Annual,1387997,Final,Dollars,3,Local Authority Statistics - LAS,Income - Actual,"Sales of goods and services, and all other income"
LASA.SARAAZ,2015.06,Annual,1409925,Final,Dollars,3,Local Authority Statistics - LAS,Income - Actual,"Sales of goods and services, and all other income"
LASA.SARAAZ,2016.06,Annual,1418165,Final,Dollars,3,Local Authority Statistics - LAS,Income - Actual,"Sales of goods and services, and all other income"
LASA.SARAAZ,2017.06,Annual,1586585,Final,Dollars,3,Local Authority Statistics - LAS,Income - Actual,"Sales of goods and services, and all other income"
LASA.SARAAZ,2018.06,Annual,1621636,Final,Dollars,3,Local Authority Statistics - LAS,Income - Actual,"Sales of goods and services, and all other income"
LASA.SARAAZ,2019.06,Annual,1675333,Provisional,Dollars,3,Local Authority Statistics - LAS,Income - Actual,"Sales of goods and services, and all other income"
LASA.SARABE,1993.06,Annual,1599719,Final,Dollars,3,Local Authority Statistics - LAS,Income - Actual,All rates
LASA.SARABE,1994.06,Annual,1663531,Final,Dollars,3,Local Authority Statistics - LAS,Income - Actual,All rates
LASA.SARABE,1995.06,Annual,1720412,Final,Dollars,3,Local Authority Statistics - LAS,Income - Actual,All rates
LASA.SARABE,1996.06,Annual,1770667,Final,Dollars,3,Local Authority Statistics - LAS,Income - Actual,All rates
LASA.SARABE,1997.06,Annual,1882360,Final,Dollars,3,Local Authority Statistics - LAS,Income - Actual,All rates
LASA.SARABE,1998.06,Annual,1921801,Final,Dollars,3,Local Authority Statistics - LAS,Income - Actual,All rates
LASA.SARABE,1999.06,Annual,1992529,Final,Dollars,3,Local Authority Statistics - LAS,Income - Actual,All rates
LASA.SARABE,2000.06,Annual,2102937,Final,Dollars,3,Local Authority Statistics - LAS,Income - Actual,All rates
LASA.SARABE,2001.06,Annual,2199943,Final,Dollars,3,Local Authority Statistics - LAS,Income - Actual,All rates
LASA.SARABE,2002.06,Annual,2304993,Final,Dollars,3,Local Authority Statistics - LAS,Income - Actual,All rates
LASA.SARABE,2003.06,Annual,2444684,Final,Dollars,3,Local Authority Statistics - LAS,Income - Actual,All rates
LASA.SARABE,2004.06,Annual,2625182,Final,Dollars,3,Local Authority Statistics - LAS,Income - Actual,All rates
LASA.SARABE,2005.06,Annual,2784776,Final,Dollars,3,Local Authority Statistics - LAS,Income - Actual,All rates
LASA.SARABE,2006.06,Annual,3024980,Final,Dollars,3,Local Authority Statistics - LAS,Income - Actual,All rates
LASA.SARABE,2007.06,Annual,3319990,Final,Dollars,3,Local Authority Statistics - LAS,Income - Actual,All rates
LASA.SARABE,2008.06,Annual,3585442,Final,Dollars,3,Local Authority Statistics - LAS,Income - Actual,All rates
LASA.SARABE,2009.06,Annual,3912404,Final,Dollars,3,Local Authority Statistics - LAS,Income - Actual,All rates
LASA.SARABE,2010.06,Annual,4143846,Final,Dollars,3,Local Authority Statistics - LAS,Income - Actual,All rates
LASA.SARABE,2011.06,Annual,4350442,Final,Dollars,3,Local Authority Statistics - LAS,Income - Actual,All rates
LASA.SARABE,2012.06,Annual,4511690,Final,Dollars,3,Local Authority Statistics - LAS,Income - Actual,All rates
LASA.SARABE,2013.06,Annual,4603289,Final,Dollars,3,Local Authority Statistics - LAS,Income - Actual,All rates
LASA.SARABE,2014.06,Annual,4764096,Final,Dollars,3,Local Authority Statistics - LAS,Income - Actual,All rates
LASA.SARABE,2015.06,Annual,5003413,Final,Dollars,3,Local Authority Statistics - LAS,Income - Actual,All rates
LASA.SARABE,2016.06,Annual,5304309,Final,Dollars,3,Local Authority Statistics - LAS,Income - Actual,All rates
LASA.SARABE,2017.06,Annual,5531730,Final,Dollars,3,Local Authority Statistics - LAS,Income - Actual,All rates
LASA.SARABE,2018.06,Annual,5815327,Final,Dollars,3,Local Authority Statistics - LAS,Income - Actual,All rates
LASA.SARABE,2019.06,Annual,6186292,Provisional,Dollars,3,Local Authority Statistics - LAS,Income - Actual,All rates
LASA.SARABF,1993.06,Annual,132490,Final,Dollars,3,Local Authority Statistics - LAS,Income - Actual,Regulatory income (includes petrol tax)
LASA.SARABF,1994.06,Annual,148140,Final,Dollars,3,Local Authority Statistics - LAS,Income - Actual,Regulatory income (includes petrol tax)
LASA.SARABF,1995.06,Annual,171536,Final,Dollars,3,Local Authority Statistics - LAS,Income - Actual,Regulatory income (includes petrol tax)
LASA.SARABF,1996.06,Annual,183808,Final,Dollars,3,Local Authority Statistics - LAS,Income - Actual,Regulatory income (includes petrol tax)
LASA.SARABF,1997.06,Annual,180011,Final,Dollars,3,Local Authority Statistics - LAS,Income - Actual,Regulatory income (includes petrol tax)
LASA.SARABF,1998.06,Annual,185113,Final,Dollars,3,Local Authority Statistics - LAS,Income - Actual,Regulatory income (includes petrol tax)
LASA.SARABF,1999.06,Annual,183480,Final,Dollars,3,Local Authority Statistics - LAS,Income - Actual,Regulatory income (includes petrol tax)
LASA.SARABF,2000.06,Annual,201333,Final,Dollars,3,Local Authority Statistics - LAS,Income - Actual,Regulatory income (includes petrol tax)
LASA.SARABF,2001.06,Annual,220363,Final,Dollars,3,Local Authority Statistics - LAS,Income - Actual,Regulatory income (includes petrol tax)
LASA.SARABF,2002.06,Annual,226856,Final,Dollars,3,Local Authority Statistics - LAS,Income - Actual,Regulatory income (includes petrol tax)
LASA.SARABF,2003.06,Annual,241528,Final,Dollars,3,Local Authority Statistics - LAS,Income - Actual,Regulatory income (includes petrol tax)
LASA.SARABF,2004.06,Annual,274651,Final,Dollars,3,Local Authority Statistics - LAS,Income - Actual,Regulatory income (includes petrol tax)
LASA.SARABF,2005.06,Annual,308860,Final,Dollars,3,Local Authority Statistics - LAS,Income - Actual,Regulatory income (includes petrol tax)
LASA.SARABF,2006.06,Annual,320136,Final,Dollars,3,Local Authority Statistics - LAS,Income - Actual,Regulatory income (includes petrol tax)
LASA.SARABF,2007.06,Annual,372466,Final,Dollars,3,Local Authority Statistics - LAS,Income - Actual,Regulatory income (includes petrol tax)
LASA.SARABF,2008.06,Annual,411497,Final,Dollars,3,Local Authority Statistics - LAS,Income - Actual,Regulatory income (includes petrol tax)
LASA.SARABF,2009.06,Annual,426404,Final,Dollars,3,Local Authority Statistics - LAS,Income - Actual,Regulatory income (includes petrol tax)
LASA.SARABF,2010.06,Annual,451932,Final,Dollars,3,Local Authority Statistics - LAS,Income - Actual,Regulatory income (includes petrol tax)
LASA.SARABF,2011.06,Annual,428848,Final,Dollars,3,Local Authority Statistics - LAS,Income - Actual,Regulatory income (includes petrol tax)
