EXPENDITURE_ID,PERIOD_START,PERIOD_END,LOBBYIST_ID,LOBBYIST_FIRST_NAME,LOBBYIST_MIDDLE_INITIAL,LOBBYIST_LAST_NAME,ACTION,AMOUNT,EXPENDITURE_DATE,PURPOSE,RECIPIENT,CLIENT_ID,CLIENT_NAME,CREATED_DATE
1897285546,10/01/2019,12/31/2019,5861,THOMAS,S,MOORE,VARIATION,525.00,12/02/2019,FILING FEE,CITY OF CHICAGO,3817761587,"BRICKHOUSE, WILLIE",01/06/2020
874739823,10/01/2015,12/31/2015,4195,TIMOTHY,K.,HINCHMAN,SPECIAL USE FOR 4038 W. BELMONT AVE.,1025.00,12/21/2015,APPLICATION FEE,"CITY OF CHICAGO, DEPARTMENT OF REVENUE, 121 N. LASALLE ST., CHICAGO, IL 60602",2417311969,MCDONALD'S CORPORATION,01/05/2016
245542747,10/01/2016,12/31/2016,14042,TRACEY,,HESTER,LIQUOR LICENSE FOR HYDE PARK,276.00,11/09/2016,AIRFARE,DELTA AIRLINES,615118324,TARGET CORPORATION,01/17/2017
3934767727,01/01/2018,03/31/2018,14301,MICHAEL,T,DEBONVILLE,ORDINANCE FOR FREE-FLOATING CARSHARING,262.98,03/23/2018,HOTEL,"MIKE DEBONVILLE, 1717 WEST 6TH STREET, SUITE 425, AUSTIN, TX 78703, CARSHARING",3206749539,"CAR2GO N.A., LLC",10/16/2018
616057145,04/01/2016,06/30/2016,5861,THOMAS,S,MOORE,SPECIAL USE,1025.00,06/06/2016,FILING FEE,CITY OF CHICAGO,3727358197,"JIANG, BING",01/12/2017
867671834,04/01/2019,06/30/2019,9082,JOSEPH,E,PILEWSKI,SCHEDULING MEETING WITH ALDERMAN,300.00,06/27/2019,PAY SUBCONTRACTOR,"VINCENT R. WILLIAMS & ASSOCIATES, P.C. 804 PHILLIPPA ST., HINSDALE, IL60521",319941043,CHICAGO AND MIDWEST REGIONAL JOINT BOARD - WORKERS UNITED,11/01/2019
3684352348,04/01/2013,06/30/2013,7881,GLENN,,DAVIDSON,MEETING,250.00,06/27/2013,INFORMATION ECHANGE,ALEX HOLT,2928425391,CITY OF CHICAGO,07/18/2013
4246666131,01/01/2013,03/31/2013,3764,JENNIFER,,CLARK,"CTA PLAZA DESIGN, MIXED USE BUILDING",1294710.00,03/13/2013,ARCHITECTURAL SERVICES,SOLOMON CORDWELL BUENZ,3429340646,LOYOLA UNIVERSITY CHICAGO,04/16/2013
4083587571,10/01/2014,12/31/2014,5361,JAY,,BEASLEY,CITY OF CHICAGO PRESENTATION,854.49,12/11/2014,COPYING/PRINTING/DRAFTING,FEDEX OFFICE,2937688769,CONSTELLATION ENERGY GROUP,01/16/2015
87098167,07/01/2014,09/30/2014,3900,NICOLAS,,CLOCHARD-BOSSUET,TRAVELS AND MEALS FOR SELF,779.00,07/17/2014,WEEKLY MEETING CHICAGO DIGITAL NETWORK,"CFO TEAM (LUCIEN CARTER, COLLEEN STONE), CDOT (MAUREEN WEST), DPT. OF BUILDINGS (MATT BEAUDET), HOUSING/ZONING DPT. (VICKIE LOZANO), LEGAL (KAREN BIELARZ), 2FM (JENNIFER MUSS), OEMC (ANNA STATHAM), MAYOR�S OFFICE (CLAUDIA CHAVEZ)",2349450331,"INTERSTATE JCDECAUX, LLC",10/04/2014
947157816,01/01/2013,03/31/2013,6221,LARS,,SKUGSTAD,IMPLEMENTATION MEETING FOR CITY CONTRACT,399.96,01/07/2013,TRANSPORTATION,"HERTZ RENT-A-CAR, 10000 BESSIE COLEMAN DR., CHICAGO, IL 60666, CAR RENTAL",2118404673,"INTERSTATE JCDECAUX, LLC",04/22/2013
335745719,10/01/2016,12/31/2016,5861,THOMAS,S,MOORE,VARIANCE,525.00,08/23/2016,FILING FEE,CITY OF CHICAGO,391525492,"MCCARRON, DAN",01/16/2017
2857099313,07/01/2019,09/30/2019,5861,THOMAS,S,MOORE,SPECIAL USE,1025.00,09/17/2019,FILING FEE,CITY OF CHICAGO,3647683838,"KRISTOPIK, GREGORY",12/30/2019
154064572,04/01/2015,06/30/2015,5861,THOMAS,S,MOORE,FILING FEE,1000.00,04/01/2015,FILING FEE,CITY OF CHICAGO,1671800352,ABERDEEN DEVELOPMENT,11/30/2015
1258932810,01/01/2013,03/31/2013,6203,JOHN,,FOSTER,CITY DIGITAL NETWORK PROGRAM IMPLEMENTATION MEETINGS AND DISCUSSION OF VARIOUS OUT-OF-HOME INITIATIVES,1961.34,03/14/2013,CITY DIGITAL NETWORK PROGRAM IMPLEMENTATION MEETINGS & DISCUSSION OF VARIOUS OUT-OF-HOME INITIAVES,TRAVEL EXPENSES,2349450331,"INTERSTATE JCDECAUX, LLC",04/22/2013
3552415706,07/01/2013,09/30/2013,6221,LARS,,SKUGSTAD,IMPLEMENTATION MEETING FOR CITY CONTRACT,1204.80,07/23/2013,TRANSPORTATION,"VIRGIN AMERICA, 555 AIRPORT BLVD., BURLINGAME, CA 94010, AIRLINE",2118404673,"INTERSTATE JCDECAUX, LLC",10/19/2013
3000201509,07/01/2015,09/30/2015,5825,JONATHAN,D,PERMAN,MODIFY PLASTIC BAG ORDINANCE,1250.00,08/31/2015,LOBBYING,"AMERICAN PROGRESSIVE BAG ALLIANCE, 1425 K STREET, N.W., WASHINGTON, D.C., 20005",3208663911,AMERICAN PROGRESSIVE BAG ALLIANCE,10/20/2015
1080278023,10/01/2013,12/31/2013,5861,THOMAS,S,MOORE,FILING FEE,1025.00,11/05/2013,FILNIG FEE,CITY OF CHICAGO,973769208,"SUTHERLAND, MARK",01/06/2014
3747286873,07/01/2013,09/30/2013,3959,B. JOHN,,BISIO,GOVERNMENT AND REGULATORY ISSUES,6000.00,08/01/2013,LOBBYING RETAINER,"NICOLAY & DART LLC, 33 NORTH DEARBORN STREET, SUITE 2200, CHICAGO, IL 60602--GOVERNMENT AFFAIRS FIRM",4048551740,"WAL-MART STORES, INC.",10/16/2013
1264338488,04/01/2018,06/30/2018,5861,THOMAS,S,MOORE,VARIATION,525.00,05/29/2018,FILING FEE,CITY OF CHICAGO,3848535416,"SCHUR, BETZALEL",10/05/2018
2067557342,10/01/2016,12/31/2016,3826,THOM,M,SERAFIN,LIQUOR MORITORIUM LIFT,892.58,10/31/2016,PRINTING,"GAMMA PHOTO, 222 NORTH DESPLAINES, CHICAGO, IL 60661",2002240735,"WALMART STORES, INC.",01/25/2017
1131277677,04/01/2017,06/30/2017,5861,THOMAS,S,MOORE,ZONING CHANGE,1025.00,04/05/2017,FILING FEE,CITY OF CHICAGO,3834979200,JAMIE RODRIGUEZ,07/18/2017
2010173483,10/01/2019,12/31/2019,5861,THOMAS,S,MOORE,ADMINISTRATIVE ADJUSTMENT,500.00,10/02/2019,FILING FEE,CITY OF CHICAGO,4172146709,"KLINGER, ROBERT T.",01/07/2020
3163966206,10/01/2019,12/31/2019,16202,STACEY,,KODAK,CONTRACT ADMINISTRATION,750.00,10/07/2019,FLIGHT,UNITED AIRLINES,1329016318,"JCDECAUX AIRPORT CHICAGO, LLC",01/16/2020
3105819945,04/01/2013,06/30/2013,6227,BLAKE,,CUSTER,HOTEL ACCOMMODATION,278.20,05/08/2013,CDN PROGRAM IMPLEMENTATION,CITY MEETING AND PROGRAM IMPLEMENTATION,309905940,"INTERSTATE JC DECAUX, LLC",07/22/2013
3357941500,07/01/2016,09/30/2016,5861,THOMAS,S,MOORE,VARIANCE,525.00,09/30/2016,FILING FEE,CITY OF CHICAGO,1323277831,"SZURA, SABINA",01/12/2017
2816406622,07/01/2012,09/30/2012,5861,THOMAS,S,MOORE,CITY OF CHICAGO,1025.00,09/26/2012,FILING FEE,CITY OF CHICAGO,1106367205,"ATKINSON, TREMAINE",01/11/2013
3107919363,01/01/2014,03/31/2014,3801,DAVID,E,COON,TO BE ABLE TO LOBBY ANNUAL FILING EXPENSE,350.00,03/31/2014,FILING TO LOBBY EXPENSE,FILING EXPENSE TO LOBBY FOR ISI ENERGY CONTROLS.,1675912623,INTEGRATED SYSTEM INTERNATIONAL D%2FB%2FA ISI ENERGY CONTROLS,04/21/2014
3919034824,10/01/2019,12/31/2019,5861,THOMAS,S,MOORE,SPECIAL USE,1025.00,11/07/2019,FILING FEE,CITY OF CHICAGO,3841439886,"RATHBUN, SANDRA",01/06/2020
3943232488,10/01/2013,12/31/2013,3900,NICOLAS,,CLOCHARD-BOSSUET,TRAVELS AND MEALS FOR SELF,750.00,11/21/2013,MEETING WITH CDOT RE. BOE CONNECTION,CDOT (JIM DEROO),2721525197,"INTERSTATE JCDECAUX, LLC",12/23/2013
954482294,10/01/2012,12/31/2012,5861,THOMAS,S,MOORE,CITY OF CHICAGO,275.00,10/11/2012,FILING FEES,CITY OF CHICAGO,2110928148,"OZOG, GREG",01/11/2013
4043370846,04/01/2017,06/30/2017,5721,GENE,C,SCHULTER,ADVISOR,1500.00,05/18/2017,ADVISOR,"THOMAS O'DONNELL, 4303 N WOLCOTT, CHGO, IL 60613",128324858,"CORNERSTONE CONTRACTING, INC.",07/10/2017
2411175280,10/01/2013,12/31/2013,5825,JONATHAN,D,PERMAN,MONITORING,1250.00,12/31/2013,ADVOCACY SERVICES,THE PERMAN GROUP,1386010297,AMERICAN PROGRESSIVE BAG ALLIANCE,01/20/2014
290322739,01/01/2015,03/31/2015,6203,JOHN,,FOSTER,CITY DIGITAL NETWORK PROGRAM IMPLEMENTATION MEETINGS,1875.38,01/29/2015,CITY DIGITAL NETWORK PROGRAM IMPLEMENTATION MEETINGS,TRAVEL EXPENSES,2349450331,"INTERSTATE JCDECAUX, LLC",04/20/2015
1962906463,04/01/2015,06/30/2015,5861,THOMAS,S,MOORE,FILING FEE,1000.00,06/01/2015,FILING FEE,CITY OF CHICAGO,2503756508,SPYNERS PUB INC,11/30/2015
3911217549,04/01/2013,06/30/2013,5861,THOMAS,S,MOORE,CITY OF CHICAGO,275.00,04/12/2013,FILING FEE,CITY OF CHICAGO,2910846722,"NEAL, PHILLIP",08/26/2013
3344593841,04/01/2017,06/30/2017,3900,NICOLAS,,CLOCHARD-BOSSUET,TRAVELS AND MEALS FOR SELF,530.00,06/26/2017,RFI SMART CITY - PRESUBMITTAL CONFERENCE,"FINANVE (COLLEEN STONE, EMMA LOFGREN)",1671164904,"JCDECAUX NORTH AMERICA, INC",07/01/2017
2034623075,01/01/2019,03/31/2019,5861,THOMAS,S,MOORE,FILING FEE,525.00,03/29/2019,VARIATION,CITY OF CHICAGO,3647188595,CATHOLIC BISHOP OF CHICAGO,09/30/2019
296103409,07/01/2013,09/30/2013,8901,CHARLES,,AGUIRRE,SOLICIT PURCHASE OF SOFTWARE,476.85,08/08/2013,TRAVEL - AIRFARE,"AMERICAN AIRLINES, 4333 AMON CARTER BLVD, FORT WORTH TX 76155; AIRLINE",2081245341,U.S. COST INCORPORATED,10/21/2013
2835361464,04/01/2016,06/30/2016,5861,THOMAS,S,MOORE,VARIANCE,525.00,04/07/2016,FILING FEE,CITY OF CHICAGO,3801699962,GXSR LLC,01/12/2017
3944007291,01/01/2012,06/30/2012,4293,DAVID,J,MEHIGAN,NON,400.00,06/13/2012,TRAVEL,DAVID J MEHIGAN,3774543443,MORGAN KEEGAN & CO. INC,08/29/2012
1621948203,01/01/2014,03/31/2014,8682,MORRIS,L.,REID,REGISTRATION FEE-ADMINISTRATIVE,350.00,01/13/2014,LOBBYIST RE-REGISTRATION FEE,CHICAGO BOARD OF ETHICS,1401592122,CHEMFREE,04/09/2014
2166996247,07/01/2019,09/30/2019,5861,THOMAS,S,MOORE,"SPECIAL USE, VARIATION",2550.00,10/09/2019,FILING FEES,CITY OF CHICAGO,611986779,"THOMPSON, JAMIE",12/30/2019
2371367345,10/01/2014,12/31/2014,3900,NICOLAS,,CLOCHARD-BOSSUET,TRAVELS AND MEALS FOR SELF,550.59,10/30/2014,WEEKLY MEETING CHICAGO DIGITAL NETWORK,"CFO TEAM (LUCIEN CARTER, COLLEEN STONE), CDOT (MAUREEN WEST), DPT. OF BUILDINGS (MATT BEAUDET), HOUSING/ZONING DPT. (VICKIE LOZANO), LEGAL (KAREN BIELARZ), 2FM (JENNIFER MUSS), OEMC (ANNA STATHAM), MAYOR�S OFFICE (CLAUDIA CHAVEZ)",2349450331,"INTERSTATE JCDECAUX, LLC",12/22/2014
1691653163,04/01/2015,06/30/2015,5861,THOMAS,S,MOORE,FILING FEE,3000.00,06/11/2015,FILING FEE,CITY OF CHICAGO,936599404,ALCOB ACQUISITION LLC,11/30/2015
4167810315,01/01/2016,03/31/2016,13042,MARK,,GRAZMAN,PRESENTING INNOVATIVE WORKERS COMPENSATION REHABILITATION PROGRAM WITH PROVEN MEDICAL OUTCOMES,2000.00,03/01/2016,LOBBYING RETAINER,MATYAS LAW FIRM,2935302683,GHFITLAB,04/14/2016
2786597496,01/01/2016,03/31/2016,5861,THOMAS,S,MOORE,FILING FEE,1000.00,03/01/2016,FILNG FEE,CITY OF CHICAGO,2326999749,LIONSTONE LLC SERIES 2019,10/13/2016
73790757,01/01/2013,03/31/2013,3900,NICOLAS,,CLOCHARD-BOSSUET,TRAVELS AND MEALS FOR SELF,1157.00,01/24/2013,WEEKLY MEETING CHICAGO DIGITAL NETWORK,"CFO TEAM (COLLEEN STONE, SCOTT YONOVER), CDOT (M.WEST, JAI KALAYIL), DPT. OF BUILDINGS (M.BEAUDET) AND HOUSING/ZONING DPT. (V.LOZANO)",2721525197,"INTERSTATE JCDECAUX, LLC",04/01/2013
4120403247,07/01/2017,09/30/2017,4089,JAMES,D,RICE,TRAVEL EXPENSES TO ATTEND MEETING,275.00,07/27/2017,TO DISCUSS AGENCY'S UPCOMING FINANCIAL PLANS,"RICE FINANCIAL PRODUCT COMPANY, 55 BROAD STREET, NY, NY 10004, INVESTMENT BANKING",277489073,RICE FINANCIAL PRODUCTS COMPANY,11/06/2017
1185179196,04/01/2013,06/30/2013,5361,JAY,,BEASLEY,MATTERS AFFECTING POWER PROCUREMENT,531.02,06/18/2013,PRINTING AND PREPARATION OF MATERIALS FOR PRESENTATION TO CPS AND CTA,"FEDEX, HOUSTON, TX",385430598,CONSTELLATION,07/17/2013
1374440735,10/01/2019,12/31/2019,7402,DEAN,T,MARAGOS,NOTICE OF ZONING ACTION,300.00,09/25/2019,MAILING LABELS,XPRESS SERVICES SUPPORT@REALINFO.NET,1034165345,GINO BATTAGLIA,01/03/2020
3174276692,01/01/2013,03/31/2013,3959,B. JOHN,,BISIO,PROMOTE WAL-MART IN CHICAGO,252.30,03/05/2013,HOTEL,HOTEL FELIX,4048551740,"WAL-MART STORES, INC.",04/18/2013
2633673501,07/01/2019,09/30/2019,5861,THOMAS,S,MOORE,SPECIAL USE,1025.00,07/22/2019,FILING FEE,CITY OF CHICAGO,2519304363,"KAPLAN, DAVID",12/30/2019
1894017660,07/01/2013,09/30/2013,6227,BLAKE,,CUSTER,SAT TO CHICAGO,918.00,09/17/2013,AIRLINE FLIGHT,B. CUSTER _ CDN PROJECT IMPLEMENTATION,309905940,"INTERSTATE JC DECAUX, LLC",10/21/2013
646825473,07/01/2015,09/30/2015,3900,NICOLAS,,CLOCHARD-BOSSUET,TRAVEL AND MEALS FOR SELF,500.24,07/09/2015,CDN PROJECT PRESENTATION TO THE CFO,"CFO / CAROLE BROWN, CDOT / MAUREEN WEST, FINANCE / COLLEEN STONE AND EMMA LOFGREN, LAW / KAREN BIELARZ",2349450331,"INTERSTATE JCDECAUX, LLC",10/05/2015
1681016046,04/01/2017,06/30/2017,12901,HOLLY,,COOPER,CDOT � OPERATIONS & BACK OFFICE MEETINGS,280.45,04/20/2017,AIRFARE,"SOUTHWEST AIRLINES CO. 2702 LOVE FIELD DRIVE. DALLAS, TEXAS 75235",1415910890,CONDUENT INCORPORATED,07/11/2017
3321130491,07/01/2015,09/30/2015,4316,BERNARD,I,CITRON,ZONING APPLICATION,500.00,09/08/2015,ZONING SEARCH FOR APPLICATION,"XPRESS SERVICES, POWERED BY REALINFO, 16W347 83RD ST, BURR RIDGE, IL 60527",1424451200,BCG ENTERPRISES LLC,10/15/2015
1447742528,10/01/2019,12/31/2019,16202,STACEY,,KODAK,CONTRACT ADMINISTRATION,250.00,10/07/2019,HOTEL,SHERATON,1329016318,"JCDECAUX AIRPORT CHICAGO, LLC",01/16/2020
1653680677,10/01/2019,12/31/2019,5861,THOMAS,S,MOORE,VARIATION,500.00,11/18/2019,FILING FEE,CITY OF CHICAGO,1501587745,"AMIEL, STEVEN",01/06/2020
4283898402,04/01/2014,06/30/2014,3951,PAUL,A,KOLPAK,ZONING AMENDMENT,1025.00,06/25/2014,ZONING APPLICATION,CITY OF CHICAGO,4082529701,"DOYLE, THOMAS (123RD PL)",07/18/2014
807459360,10/01/2013,12/31/2013,6203,JOHN,,FOSTER,CITY DIGITAL NETWORK PROGRAM IMPLEMENTATION MEETINGS AND DISCUSSION OF VARIOUS OUT-OF-HOME INITIATIVES,1975.65,11/07/2013,CITY DIGITAL NETWORK PROGRAM IMPLEMENTATION MEETINGS & DISCUSSION OF VARIOUS OUT-OF-HOME INITIAVES,TRAVEL EXPENSES,2349450331,"INTERSTATE JCDECAUX, LLC",01/21/2014
3562265752,04/01/2014,06/30/2014,9161,JEFF,,SCHOEPKE,.CLARIFY OUR POSITION ON PROPOSED ORDINANCE REGARDING BULK STORAGE TERMINALS.,437.87,04/29/2014,HOTEL,"THE WIT, STATE AND LAKE, CHICAGO",4066986617,"KOCH COMPANIES PUBLIC SECTOR, LLC AND AFFILIATES",07/09/2014
3104926649,04/01/2013,06/30/2013,3959,B. JOHN,,BISIO,GOVERNMENT AND REGULATORY ISSUES,6000.00,06/01/2013,LOBBYING RETAINER,"NICOLAY & DART LLC, 33 NORTH DEARNORN ST, SUITE 2200, CHICAGO, IL 60602--GOVERNMENT AFFAIRS FIRM",4048551740,"WAL-MART STORES, INC.",07/16/2013
2399030461,01/01/2014,03/31/2014,3943,EDWARD,W,FELDMAN,RESEARCH,379.08,01/31/2014,LEGAL RESEARCH,WEST LAW,3731931673,YELLOW GROUP LLC,01/16/2015
922568370,04/01/2015,06/30/2015,3900,NICOLAS,,CLOCHARD-BOSSUET,TRAVELS AND MEALS FOR SELF,571.00,04/09/2015,WEEKLY MEETING CHICAGO DIGITAL NETWORK,"CFO TEAM (LUCIEN CARTER, COLLEEN STONE), CDOT (MAUREEN WEST), DPT. OF BUILDINGS (MATT BEAUDET), HOUSING/ZONING DPT. (VICKIE LOZANO), LEGAL (KAREN BIELARZ), 2FM (JENNIFER MUSS), OEMC (ANNA STATHAM), MAYOR�S OFFICE (CLAUDIA CHAVEZ)",2349450331,"INTERSTATE JCDECAUX, LLC",07/01/2015
3993667180,04/01/2015,06/30/2015,5861,THOMAS,S,MOORE,FILING FEE,1000.00,06/12/2015,FILING FEE,CITY OF CHICAGO,1900161642,1243 W HENDERSON LLC,11/30/2015
1221597622,10/01/2018,12/31/2018,6164,GABRIELLE,,BRUSSEL,ADMINSTRATION OF CDN,268.00,09/28/2018,HOTEL IN CHICAGO,WESTIN,321705281,"INTERSTATE JCDECAUX, LLC",01/08/2019
2472582762,04/01/2013,06/30/2013,6227,BLAKE,,CUSTER,AIRLINE FLIGHT TO MARKET,479.80,04/03/2013,CDN PROGRAM IMPLEMENTATION,CITY MEETING AND IMPLEMENTATION OF PROGRAM AND COORDINATION WITH CONSULTANTS,309905940,"INTERSTATE JC DECAUX, LLC",07/22/2013
935266628,01/01/2013,03/31/2013,6203,JOHN,,FOSTER,CITY DIGITAL NETWORK PROGRAM IMPLEMENTATION MEETINGS AND UPTOWN THEATRE MEETING,2028.50,02/28/2013,CITY DIGITAL NETWORK PROGRAM IMPLEMENTATION MEETINGS & UPTOWN THEATRE MEETING,TRAVEL EXPENSES,2349450331,"INTERSTATE JCDECAUX, LLC",04/22/2013
2236027774,10/01/2013,12/31/2013,6221,LARS,,SKUGSTAD,IMPLEMENTATION MEETING FOR CITY CONTRACT,742.41,11/20/2013,LODGING,"WESTIN, 909 N MICHIGAN, CHICAGO, IL 60611, HOTEL",2118404673,"INTERSTATE JCDECAUX, LLC",01/19/2014
2940194667,07/01/2016,09/30/2016,6203,JOHN,,FOSTER,CITY DIGITAL NETWORK PROGRAM IMPLEMENTATION,2075.34,08/12/2016,CITY DIGITAL NETWORK PROGRAM IMPLEMENTATION,TRAVEL EXPENSES,1639814615,"INTERSTATE JCDECAUX, LLC",10/20/2016
3179924556,04/01/2013,06/30/2013,6227,BLAKE,,CUSTER,HOTEL ACCOMMODATIONS,312.08,05/16/2013,CDN PROGRAM IMPLEMENTATION,CITY MEETING AND PROGRAM IMPLEMENTATION,309905940,"INTERSTATE JC DECAUX, LLC",07/22/2013
4293249754,01/01/2012,06/30/2012,4281,SHEILA,,O'GRADY,"FOOD TRUCKS, LIVING WAGES, SELF-INSPECTIONS, SERVICE SANITATION MANAGERS",6600.00,06/30/2012,LOBBYING AND LEGISLATION TRACKING,"MARY KAY MINIGHAN 308 CIRCLE AVE.  FORREST PARK, IL  60130",83073491,ILLINOIS RESTAURANT ASSOCIATION,08/02/2012
4176226381,01/01/2015,03/31/2015,3900,NICOLAS,,CLOCHARD-BOSSUET,TRAVELS AND MEALS FOR SELF,806.00,01/08/2015,WEEKLY MEETING CHICAGO DIGITAL NETWORK,"CFO TEAM (LUCIEN CARTER, COLLEEN STONE), CDOT (MAUREEN WEST), DPT. OF BUILDINGS (MATT BEAUDET), HOUSING/ZONING DPT. (VICKIE LOZANO), LEGAL (KAREN BIELARZ), 2FM (JENNIFER MUSS), OEMC (ANNA STATHAM), MAYOR�S OFFICE (CLAUDIA CHAVEZ)",2349450331,"INTERSTATE JCDECAUX, LLC",04/04/2015
1437851007,04/01/2016,06/30/2016,6221,LARS,,SKUGSTAD,IMPLEMENTATION MEETING FOR CITY CONTRACT,450.00,04/13/2016,LODGING,"CHICAGO ATHLETIC CLUB, 12 S MICHIGAN AVE, CHICAGO, IL, HOTEL",2721525197,"INTERSTATE JCDECAUX, LLC",07/18/2016
2653199283,10/01/2014,12/31/2014,5861,THOMAS,S,MOORE,FILING FEE,1025.00,11/11/2014,FILING FEE,CITY OF CHICAGO,2376721613,"HEANEY GROUP, LLC -4050 N LOWELL",01/12/2015
3844177646,01/01/2013,03/31/2013,6227,BLAKE,,CUSTER,MEETING WITH CITY OF CHICAGO IMPLEMENTATION TEAM,1203.00,01/24/2013,"TRANSPORTATION: AIRFARE, CAB FARE & PARKING FEES",IMPLEMENTATION OF CITY DIGITAL NETWORK,309905940,"INTERSTATE JC DECAUX, LLC",04/22/2013
3469930836,01/01/2016,03/31/2016,5861,THOMAS,S,MOORE,FILING FEE,1000.00,01/02/2016,FILING FEE,CITY OF CHICAGO,3907645651,"GASSMAN, DAVID",01/12/2017
1288579969,07/01/2013,09/30/2013,3959,B. JOHN,,BISIO,GOVERNMENT AND REGULATORY ISSUES,6000.00,08/31/2013,LOBBYING RETAINER,"NICOLAY & DART LLC, 33 NORTH DEARBORN STREET, SUITE 2200, CHICAGO, IL 60602--GOVERNMENT AFFAIRS FIRM",4048551740,"WAL-MART STORES, INC.",10/17/2013
1080191012,04/01/2016,06/30/2016,5861,THOMAS,S,MOORE,VARIANCE,525.00,06/28/2016,FILING FEE,CITY OF CHICAGO,4265610941,"JACOBS, ALEX",01/12/2017
2486664113,01/01/2014,03/31/2014,9661,BRAD,,WOLLMER,CHICAGO-WIDE NATATORIUM RETROFIT,342.00,03/03/2014,AIRFARE,"AMERICAN AIRLINES, 4333 AMON CARTER BLVD, FORT WORTH, TX 76155, AIRLINE",4002726801,"RREEF AMERICA, LLC",04/07/2014
1135083711,04/01/2013,06/30/2013,4228,NEAL,H,ATTERMANN,MEETING WITH FINANCE DEPT -- MUNICIPAL BOND ISSUES.,410.61,05/23/2013,AIRFARE,"DELTA AIR LINES, PO BOX 20706, ATLANTA, GA 30320",2752920525,CITIGROUP GLOBAL MARKETS INC.,07/17/2013
1152377605,10/01/2017,12/31/2017,4228,NEAL,H.,ATTERMANN,MEETING WITH DEPARTMENT OF FINANCE,348.40,11/15/2017,AIRFARE,"AMERICAN AIRLINES; 4333 AMON CARTER BOULEVARDFORT WORTH, TX 76155; AIRLINE",344985367,CITIGROUP GLOBAL MARKETS INC.,01/13/2018
2178864922,01/01/2016,03/31/2016,13042,MARK,,GRAZMAN,PRESENTING INNOVATIVE WORKERS COMPENSATION REHABILITATION PROGRAM WITH PROVEN MEDICAL OUTCOMES,2000.00,02/01/2016,LOBBYING RETAINER,MATYAS LAW FIRM,2935302683,GHFITLAB,04/14/2016
1229433807,07/01/2016,09/30/2016,5825,JONATHAN,D,PERMAN,ADVOCATE FOR MODIFICATIONS TO THE PLASTIC BAG ORDINANCE,1250.00,08/31/2016,ADVOCACY,"THE PERMAN GROUP, 1904 WEST NEWPORT AVE., CHICAGO, IL 60657",3208663911,AMERICAN PROGRESSIVE BAG ALLIANCE,10/17/2016
1823329478,04/01/2017,06/30/2017,17301,WILLIAM,,BURNS,LOBBYING,333.91,06/06/2017,LODGING,"AIRBNB, INC. (888 BRANNAN STREET. SAN FRANCISCO, CA 94103); HOSPITALITY",1386618973,"AIRBNB, INC.",07/19/2017
3168903469,04/01/2013,06/30/2013,5361,JAY,,BEASLEY,MATTERS AFFECTING POWER PROCUREMENT,348.04,06/17/2013,LODGING,"HAMPTON INN, 22 W. MONROE, CHICAGO, IL",385430598,CONSTELLATION,07/17/2013
1827579776,01/01/2016,03/31/2016,5861,THOMAS,S,MOORE,FILING FEE,1000.00,03/01/2016,FILING FEE,CITY OF CHICAGO,1962363302,"CHEXAPAD, LLC",01/12/2017
661348639,04/01/2013,06/30/2013,4130,FRANK,,HARRISON,SPEED CAMERA BID,657.80,04/18/2013,AIRFARE,"SOUTHWEST AIRLINES - 2702 LOVE FIELD DR��DALLAS, TX 75235",4117277579,"XEROX BUSINESS SERVICES, LLC",10/22/2013
1753010998,04/01/2018,06/30/2018,5861,THOMAS,S,MOORE,VARIATION,525.00,04/25/2018,FILING FEE,CITY OF CHICAGO,4256138170,"LISS, KEN",10/05/2018
3387654230,10/01/2013,12/31/2013,9061,BRIAN,,DANIELS,CIGARETTE TAX,681.05,11/07/2013,HOTEL,HILTON GARDEN INN,143688492,"NATIONAL ASSOCIATION OF TOBACCO OUTLETS, INC.",01/15/2014
1468196189,04/01/2015,06/30/2015,3900,NICOLAS,,CLOCHARD-BOSSUET,IMPLEMENTATION OF STREET FURNITURE CONTRACT,571.00,05/14/2015,BRT LOOP PROJECT REVIEW,"FINANCE (SCOTT YONOVER), CDOT (KEVIN O'MALLEY, DAN BURKE, TOM STEVENS)",2283792399,"JCDECAUX NORTH AMERICA, INC",07/01/2015
2177554044,01/01/2017,03/31/2017,5861,THOMAS,S,MOORE,2 VARIANCES,1025.00,01/23/2017,FILING FEE,CITY OF CHICAGO,3005572029,"PARRITZ, ARI",06/29/2017
2805561590,07/01/2012,09/30/2012,4196,ELVIN,E,CHARITY,CLOSING TIF FINANCING,1292.00,08/16/2012,"UCC, LIEN SEARCHES",CORPORATION SERVICE COMPANY,2307115995,"URBAN JUNCTURE, INC",09/27/2012
2926274482,04/01/2013,06/30/2013,6221,LARS,,SKUGSTAD,IMPLEMENTATION MEETING FOR CITY CONTRACT,1226.47,05/13/2013,LODGING,"WESTIN, 909 N MICHIGAN, CHICAGO, IL 60611, HOTEL",2118404673,"INTERSTATE JCDECAUX, LLC",07/19/2013
4017951558,01/01/2013,03/31/2013,3845,ROLANDO,R,ACOSTA,REZONING 2101 N. CALIFORNIA,1025.00,01/09/2013,FILING FEE,CITY OF CHICAGO,2421915412,"LAND AND SEA DEPARTMENT, LLC",07/29/2013
