POLE_ATTACH_ID,SIGNAL_NAME,LOCATION_LATITUDE,LOCATION_LONGITUDE,POLE_ATTACH_DESCRIPTION,POLE_ATTACH_PROVIDER,CREATED_DATE,MODIFIED_DATE,INTERSECTION_QUADRANT,INSTALL_DATE,STATUS,SIGNAL_ID,ATD_LOCATION_ID,INFRASTRUCTURE_OWNER,INFRASTRUCTURE_TYPE,PROVIDER_ID
115,,30.30477,-97.7261,"4300 1/2 Duval St, Unit B",AT&T,06/06/2018,01/16/2019,NW,,UNDER_REVIEW,,,Carrier,Foreign Pole,CRAN_RSTX_AUSTC_057A
116,,0,0,,,06/06/2018,01/16/2019,NW,,WITHDRAWN,,,,,
117,,0,,Delete ,,06/06/2018,01/16/2019,N/A,,UNAVAILABLE,,,,,
118,,0,0,,,06/06/2018,01/16/2019,N/A,,WITHDRAWN,,,,,
119,,0,0,,,06/06/2018,01/16/2019,N/A,,WITHDRAWN,,,,,
120,,0,0,,,06/06/2018,01/16/2019,N/A,,WITHDRAWN,,,ATD,,
121,,30.26585,-97.73211,"615 1/2 San Marcos St, Unit B",AT&T,06/06/2018,11/22/2019,SE,,UNDER_REVIEW,,,Foreign,Foreign Pole,CRAN_RSTX_AUSTC_004B
122,,30.27218,-97.75378,"620 1/2 N Lamar Blvd, Unit B",AT&T,06/06/2018,01/16/2019,SW,,UNDER_REVIEW,,,Carrier,Foreign Pole,CRAN_RSTX_AUSTC_008A
124,,30.26809,-97.73885,7th and Trinity St. NE,AT&T,06/06/2018,01/16/2019,NE,,OCCUPIED,,,ATD,Signal Pole,CRAN_RSTX_0010_41
127,,0,,E 32nd and Red River Street SW,AT&T,06/06/2018,01/16/2019,N/A,,UNAVAILABLE,,,,,CRAN_RSTX_AustC_053
128,,0,,E 6th St and Chicon St SE,AT&T,06/06/2018,01/16/2019,N/A,,UNAVAILABLE,,,,,CRAN_RSTX_AustC_009
129,,30.269981,-97.741975,E 8th and N Congress Ave NE,AT&T,06/06/2018,01/16/2019,NE,,UNDER_REVIEW,,,AE,Signal Pole,CRAN_RSTX_0101_12
130,,0,,Manchaca Rd and Fort View Rd S,AT&T,06/06/2018,01/16/2019,N/A,,UNAVAILABLE,,,,,CRAN_RSTX_AustC_037
131,,30.337222,-97.757022,Northland Dr and Balcones Dr  SE,AT&T,06/06/2018,01/16/2019,SE,,UNDER_REVIEW,,,ATD,Signal Pole,CRAN_RSTX_AustN_045
132,,0,,S Lamar and Panther Trail  S,AT&T,06/06/2018,01/16/2019,N/A,,UNAVAILABLE,,,,,CRAN_RSTX_AustC_036
133,,0,0,,,06/06/2018,06/10/2019,NW,,WITHDRAWN,,,,,
134,,0,0,,,06/06/2018,01/16/2019,N/A,,WITHDRAWN,,,,,
135,,0,,Delete,,06/06/2018,01/16/2019,N/A,,WITHDRAWN,,,,,
140,,30.267602,-97.741624,Brazos St and 6th SW,Crown,06/06/2018,04/29/2019,SW,,OCCUPIED,,,ATD,Signal Pole,ADTC_07m2
141,,30.264015,-97.742772,115 1/2 Brazos St,Crown,06/06/2018,04/29/2019,NE,,OCCUPIED,,,ATD,Signal Pole,ADTC_09m3
142,,30.266272,-97.743355,Congress Ave and W 4th NE (100 1/2 W 4th),Crown,06/06/2018,04/29/2019,NE,,OCCUPIED,,,AE,Signal Pole,ADTC_13m3
143,,30.266421,-97.737312,E 6th and Red River ST. NW,Crown,06/06/2018,01/16/2019,NW,,FEASIBILITY_REVIEW,,,AE,Signal Pole,ADTC_03m3
144,,0,0,,,06/06/2018,01/16/2019,N/A,,UNAVAILABLE,,,,,
145,,0,0,,,06/06/2018,01/16/2019,N/A,,WITHDRAWN,,,,,
146,,30.269345,-97.736028,"9th St and Red River, NE",Crown,06/06/2018,04/29/2019,NE,,OCCUPIED,,,AE,Wood Utility Pole,ADTC_10m4
147,,30.262614,-97.74202,E Cesar Chavez and San Jacinto Blvd SE (301 1/2 E Cesar Chavez St),Crown,06/06/2018,06/11/2019,SE,,OCCUPIED,,,ATD,Signal Pole,ADTC_03m4
148,,0,0,,,06/06/2018,01/16/2019,N/A,,WITHDRAWN,,,,,
149,,0,0,,,06/06/2018,02/01/2019,NW,,WITHDRAWN,,,,,ADTC_08m20
150,,0,0,,,06/06/2018,07/16/2019,N/A,,WITHDRAWN,,,,,
151,,30.270692,-97.744404,Lavaca St and East 8th St  (801 1/2 Lavaca St),Crown,06/06/2018,04/29/2019,SW,,OCCUPIED,,,ATD,Signal Pole,ADTC_02m1
152,,30.267875,-97.745428,"Lavaca St and W 5th St, NE",Crown,06/06/2018,04/29/2019,NE,,OCCUPIED,,,ATD,Signal Pole,ADTC_05m2
153,,30.269183,-97.739858,San Jacinto and East 8th SW,Crown,06/06/2018,06/11/2019,SW,,OCCUPIED,,,ATD,Signal Pole,ADTC_01m3
154,,30.2677333,-97.751589,"W 3rd St and West Ave, NW2",Crown,06/06/2018,01/16/2019,NW,,UNDER_REVIEW,,,AE,Signal Pole,ADTC_17m3
155,,30.269217,-97.751083,West Ave and W 5th St (412 1/2 West Ave),Crown,06/06/2018,12/23/2019,SW,,OCCUPIED,,,AE,Signal Pole,ADTC_11m2
156,,0,0,,,06/06/2018,01/16/2019,N/A,,WITHDRAWN,,,,,
157,,0,0,,,06/06/2018,01/16/2019,N/A,,WITHDRAWN,,,,,
158,,0,0,,,06/06/2018,01/16/2019,N/A,,WITHDRAWN,,,,,
159,,0,0,,,06/06/2018,01/16/2019,N/A,,UNAVAILABLE,,,,,
160,,30.234361,-97.704605,1100 Blk of Grove Blvd,Sprint,06/06/2018,01/16/2019,SE,,WITHDRAWN,,,AE,Steel Utility Pole,AU90SXC85A
161,,30.252625,-97.748726,1100 Blk of S. Congress Ave.,Sprint,06/06/2018,01/16/2019,NW,,WITHDRAWN,,,AE,Steel Utility Pole,AU90XS118F
162,,30.428468,-97.742392,12300 Blk of Riata Trace Pkwy.,Sprint,06/06/2018,01/16/2019,NE,,WITHDRAWN,,,AE,Steel Utility Pole,AU90XS667B
163,,30.456678,-97.7948,12400 Blk of Hymeadow,Sprint,06/06/2018,01/16/2019,NW,,WITHDRAWN,,,AE,Self Support Pole,AU90XSC91A
164,,30.250616,-97.749127,1300 Blk of S Congress Ave,Sprint,06/06/2018,01/16/2019,SE,,WITHDRAWN,,,AE,Steel Utility Pole,AU90XS117A
165,,30.232779,-97.777199,1300 Southport Dr.,Sprint,06/06/2018,01/16/2019,SE,,WITHDRAWN,,,AE,Wood Utility Pole,AU90XS030D
166,,30.441251,-97.745741,13000 Blk of Heinemann Dr.,Sprint,06/06/2018,01/16/2019,SW,,WITHDRAWN,,,Carrier,Self Support Pole,AU90XS269C
167,,30.24846,-97.75026,1500 Blk of S. Congress Ave,Sprint,06/06/2018,01/16/2019,SW,,WITHDRAWN,,,AE,Steel Utility Pole,AU90XS041A
168,,30.246521,-97.750984,1700 Blk of S. Congress Ave,Sprint,06/06/2018,01/16/2019,SW,,WITHDRAWN,,,AE,Steel Utility Pole,AU90XS042A
169,,30.280332,-97.717587,2211 1/2 E MLK Jr Blvd,Sprint,06/06/2018,01/16/2019,SE,,OCCUPIED,,,Foreign,Foreign Pole,AU90XSD37A
170,,0,0,2300 Blk of E. 13th St.,Sprint,06/06/2018,01/16/2019,NE,,WITHDRAWN,,,AE,Wood Utility Pole,AU90XSD15D
171,,30.290366,-97.760405,2300 Blk of Newfield Ln.,Sprint,06/06/2018,01/16/2019,NE,,WITHDRAWN,,,AE,Wood Utility Pole,AU90XS591A
172,,0,,2900 Blk of Westlake Drive,Sprint,06/06/2018,01/16/2019,SE,,UNAVAILABLE,,,ATD,Self Support Pole,AU90XS468F
175,,30.359283,-97.690587,400 Blk of E. Rundberg Ln.,Sprint,06/06/2018,01/16/2019,SW,,WITHDRAWN,,,AE,Wood Utility Pole,AU90XSC99C
176,,30.361305,-97.76577,4100 Blk of Circletree Loop,Sprint,06/06/2018,01/16/2019,NW,,WITHDRAWN,,,AE,Wood Utility Pole,AU90XSC44D
177,,30.413157,-97.730941,4300 Blk of Acropolis Ct.,Sprint,06/06/2018,01/16/2019,NE,,WITHDRAWN,,,AE,Wood Utility Pole,AU90XSD11B
178,,30.31273,-97.74219,4300 Blk of Medical Parkway (Closest intersection at 43rd),Sprint,06/06/2018,01/16/2019,NE,,WITHDRAWN,,,AE,Wood Utility Pole,AU90XSC94C
179,,0,,4900 Blk of North Lamar Blvd,Sprint,06/06/2018,01/16/2019,SE,,WITHDRAWN,,,AE,Wood Utility Pole,AU90XS232E
180,,0,0,,,06/06/2018,02/04/2019,NW,,WITHDRAWN,,,,,0
181,,30.336769,-97.75742,5600 Blk of Balcones Dr.,Sprint,06/06/2018,01/16/2019,SE,,WITHDRAWN,,,AE,Wood Utility Pole,AU90XSC75C
184,,30.306877,-97.669952,6400 Blk of Springdale Rd.,Sprint,06/06/2018,01/16/2019,NW,,WITHDRAWN,,,AE,Wood Utility Pole,AU90XS537B
185,,30.237728,-97.863953,6500 Blk of William Cannon Dr.,Sprint,06/06/2018,01/16/2019,NW,,WITHDRAWN,,,,Steel Utility Pole,AU90XS666C
187,,0,,700 Blk of W. Riverside Dr,Sprint,06/06/2018,01/16/2019,N/A,,UNAVAILABLE,,,AE,Steel Utility Pole,AU90XS102A
190,,30.34566,-97.70406,8000 Blk of Georgian Drive,Sprint,06/06/2018,01/16/2019,SE,,WITHDRAWN,,,ATD,"Signal Pole,Wood Utility Pole",AU90XSC98C
191,,30.24475,-97.741845,900 Blk of E. Monroe St.,Sprint,06/06/2018,01/16/2019,NW,,WITHDRAWN,,,AE,Wood Utility Pole,AU90XS072B
192,,30.37202,-97.72123,9100 Blk of Metric Blvd,Sprint,06/06/2018,01/16/2019,NW,,WITHDRAWN,,,AE,Steel Utility Pole,AU90XSC93C
193,,30.272661,-97.697522,Airport Blvd N,Sprint,06/06/2018,01/16/2019,SE,,WITHDRAWN,,,AE,Wood Utility Pole,AU90XS166C
194,,0,,Barton Springs Rd and Lee Barton Dr,Sprint,06/06/2018,01/16/2019,SE,,UNAVAILABLE,,,AE,Steel Utility Pole,AU90XS098F
195,,,,Barton Springs Rd and S. 1st St.,Sprint,06/06/2018,01/16/2019,,,FEASIBILITY_REVIEW,,,,Steel Utility Pole,AU90XS101E
196,,0,,Barton Springs Rd and Stratford Dr SW,Sprint,06/06/2018,01/16/2019,N/A,,UNAVAILABLE,,,,Steel Utility Pole,AU90XSC82B
197,,0,,Barton Springs Road /Stratford Dr,Sprint,06/06/2018,01/16/2019,NE,,WITHDRAWN,,,AE,Signal Pole,AU90XSC82C
199,,30.31393,-97.692,Berkman Dr and Briarcliff Blvd NE,Sprint,06/06/2018,01/16/2019,NE,,WITHDRAWN,,,AE,Wood Utility Pole,AU90XSB56C
201,,30.256044,-97.78196,Briarcrest Dr and Barton Hills Dr,Sprint,06/06/2018,01/16/2019,NW,,WITHDRAWN,,,ATD,Signal Pole,AU90XSD28A
203,,30.20523,-97.71622,6303 1/2 Burleson Rd.,SPRINT_SPECTRUM,06/06/2018,01/16/2019,SE,,OCCUPIED,,,Foreign,Foreign Pole,AU90XS814C
204,,0,0,,,06/06/2018,01/16/2019,NW,,WITHDRAWN,,,,,0
205,,30.421762,-97.844083,Concordia University Dr and N FM 620 N,Sprint,06/06/2018,01/16/2019,NE,,WITHDRAWN,,,AE,Wood Utility Pole,AU90XSC79A
206,,30.210042,-97.713989,Daffodil Dr. and Montopolis Dr.,Sprint,06/06/2018,01/16/2019,SW,,WITHDRAWN,,,AE,Wood Utility Pole,AU90XS662C
207,,30.269818,-97.734012,E 10th St and N IH 35 Frontage Rd,Sprint,06/06/2018,01/16/2019,NW,,FEASIBILITY_REVIEW,,,AE,Steel Utility Pole,AU90XS160B
209,,30.278,-97.736,"304 1/2 E 17th St, near San Jacinto",SPRINT_SPECTRUM,06/06/2018,01/16/2019,NE,,OCCUPIED,,,Foreign,Foreign Pole,AU90XS182D
210,,30.255037,-97.706802,E 5th St and Tillery St SE,Sprint,06/06/2018,01/16/2019,SE,,WITHDRAWN,,,Carrier,Wood Utility Pole,AU90XS129C
211,,0,,E 8th St. and Congress Ave NE,Sprint,06/06/2018,01/16/2019,NE,,WITHDRAWN,,,,Steel Utility Pole,AU90XS152A
213,,30.25964,-97.73164,E Cesar Chavez St and Atayac St SW,Sprint,06/06/2018,01/16/2019,SW,,WITHDRAWN,,,AE,Wood Utility Pole,AU90XSC84D
214,,30.251471,-97.698695,"5020 1/2 E CESAR CHAVEZ ST ""B""",Sprint,06/06/2018,01/16/2019,NW,,UNDER_REVIEW,,,AE,Wood Utility Pole,AU90XS351D
218,,30.244947,-97.730294,"1650 1/2 E RIVERSIDE DR ""B""

E Riverside Dr and S Lakeshore Blvd",Sprint,06/06/2018,06/11/2019,NE,,UNDER_REVIEW,,,ATD,Signal Pole,AU90XS082C
219,,30.192168,-97.775522,E William Cannon Dr,Sprint,06/06/2018,01/16/2019,NW,,WITHDRAWN,,,ATD,"Signal Pole,Steel Utility Pole",AU90XSB89C
221,,30.254605,-97.752492,East Riverside Dr. and Edgecliff Terrace,Sprint,06/06/2018,01/16/2019,SW,,UNAVAILABLE,,,AE,Steel Utility Pole,AU90XS085C
222,,30.398382,-97.719094,Esperanza Crossing and Burnet Rd NE,Sprint,06/06/2018,01/16/2019,NE,,WITHDRAWN,,,ATD,Signal Pole,AU90XSC57C
224,,30.23461,-97.704605,Grove Blvd,Sprint,06/06/2018,01/16/2019,SE,,WITHDRAWN,,,ATD,Signal Pole,AU90XSC85A
225,,30.288352,-97.741648,Guadalupe St N,Sprint,06/06/2018,01/16/2019,NW,,WITHDRAWN,,,AE,Steel Utility Pole,AU90XS200A
226,,30.24996,-97.725321,Jesse E Segovia St and Anthony St S,Sprint,06/06/2018,01/16/2019,SW,,WITHDRAWN,,,AE,Wood Utility Pole,AU90XSC83C
228,,30.2711,-97.68351,Ledesma Rd and Cessal Ave,Sprint,06/06/2018,01/16/2019,NE,,WITHDRAWN,,,AE,Wood Utility Pole,AU90XS423D
229,,30.300081,-97.648199,"6509 1/2 LOYOLA LN ""B""

Loyola Ln and Johnny Morris Rd SE",Sprint,06/06/2018,01/16/2019,SE,,UNDER_REVIEW,,,AE,Signal Pole,AU90XS453E
231,,30.187135,-97.827888,Marsh Dr. and Kentish Dr. NE,Sprint,06/06/2018,01/16/2019,NE,,WITHDRAWN,,,ATD,Signal Pole,AU90XSB10C
232,,30.26366,-97.70876,Maude St. near the intersection with Zaragosa St.,Sprint,06/06/2018,06/21/2019,NE,,OCCUPIED,,,AE,Wood Utility Pole,AU90XS782D
233,,30.403425,-97.665138,McCallen Pass N,Sprint,06/06/2018,01/16/2019,SE,,WITHDRAWN,,,AE,Steel Utility Pole,AU90XS517C
234,,30.399289,-97.70364,Metric Blvd and Sunhillow Bend NE,Sprint,06/06/2018,01/16/2019,NE,,WITHDRAWN,,,ATD,Signal Pole,AU90XSC59C
236,,30.34939,-97.5886,N Plaza and Park Plaza Dr NE,Sprint,06/06/2018,01/16/2019,NE,,WITHDRAWN,,,AE,Wood Utility Pole,AU90XS244A
239,,30.419249,-97.768023,Oak View Dr. near the intersection with Township Trail,,06/06/2018,04/13/2020,SW,,WITHDRAWN,,,AE,Wood Utility Pole,
240,,30.273241,-97.634219,Park at Woodlands Dr and FM 969 NE,Sprint,06/06/2018,01/16/2019,NE,,WITHDRAWN,,,ATD,Signal Pole,AU90XS532D
241,,30.475392,-97.805374,Pecan Park Blvd W,Sprint,06/06/2018,01/16/2019,SE,,WITHDRAWN,,,Carrier,Foreign Pole,AU90XSC76C
242,,30.260199,-97.738358,Rainey St and Davis St. SW,Sprint,06/06/2018,01/16/2019,SW,,WITHDRAWN,,,AE,Wood Utility Pole,AU90XS133B
243,,30.271711,-97.748778,Rio Grande St. and W. 8th St. SE,Sprint,06/06/2018,01/16/2019,SE,,WITHDRAWN,,,AE,Steel Utility Pole,AU90XS155A
244,,0,0,,Sprint,06/06/2018,01/16/2019,N/A,,WITHDRAWN,,,,,
245,,30.1489,-97.80271,S 1ST St and Akins HS Rd E,Sprint,06/06/2018,01/16/2019,SE,,WITHDRAWN,,,AE,Wood Utility Pole,AU90XSC67C
246,,30.257582,-97.737833,S IH35 Frontage Rd and River St NW,Sprint,06/06/2018,01/16/2019,NW,,WITHDRAWN,,,AE,Signal Pole,AU90XS126H
247,,0,,S. Congress Ave SW,Sprint,06/06/2018,01/16/2019,SW,,UNAVAILABLE,,,,Self Support Pole,AU90SX118B
248,,30.29442,-97.745629,San Pedro St. and Odom St N,Sprint,06/06/2018,01/16/2019,NE,,WITHDRAWN,,,AE,Wood Utility Pole,AU90XS216C
249,,30.193521,-97.822756,Seminary Ridge Dr and Monitor Dr NE,Sprint,06/06/2018,01/16/2019,NE,,WITHDRAWN,,,AE,Steel Utility Pole,AU90XS654A
250,,,,South Congress - 1000 Blk - E,Sprint,06/06/2018,01/16/2019,,,FEASIBILITY_REVIEW,,,,Wood Utility Pole,AU90XS118C
251,,0,0,,,06/06/2018,07/16/2019,N/A,,WITHDRAWN,,,,,
252,,30.26417,-97.76333,Sterzing St and Barton Springs Rd E,T-MOBILE,06/06/2018,02/05/2019,N/A,,FEASIBILITY_REVIEW,,,AE,Wood Utility Pole,AU1091BA_61LAB-A
253,,0,0,SW Corner of E 51st and Berkman Dr.,,06/06/2018,04/13/2020,SW,,WITHDRAWN,,,,,
254,,30.289901,-97.747732,W 25 St 1/2 and San Gabriel St. SW,Sprint,06/06/2018,01/16/2019,SW,,WITHDRAWN,,,AE,Wood Utility Pole,AU90XS197E
255,,0,,W MLK Jr Blvd and Rio Grande -NW,Sprint,06/06/2018,01/16/2019,NW,,WITHDRAWN,,,ATD,Signal Pole,AU90XS175A
257,,30.28278,-97.745288,West MLK Jr Blvd and Rio Grande St NW,Sprint,06/06/2018,01/16/2019,NW,,FEASIBILITY_REVIEW,,,AE,Steel Utility Pole,AU90XS175A
259,,0,0,,,06/06/2018,01/16/2019,N/A,,WITHDRAWN,,,,,
260,,0,0,,,06/06/2018,01/16/2019,N/A,,WITHDRAWN,,,,,
261,,,,"E 10th St and N Interstate 35, SW",T-MOBILE,06/06/2018,01/16/2019,,,FEASIBILITY_REVIEW,,,,,AU1045BA_41LAB
262,,0,,"E 11th St and Red River St, SW",T-MOBILE,06/06/2018,06/11/2019,SW,,UNDER_REVIEW,,,ATD,Signal Pole,AU1045BA_31LAB
263,,,,"E 12th St and Red River St, W",T-MOBILE,06/06/2018,01/16/2019,,,FEASIBILITY_REVIEW,,,,,AU1021BA_81LAB
266,,,,"E 15th St and Trinity St, NW",T-MOBILE,06/06/2018,01/16/2019,,,FEASIBILITY_REVIEW,,,,,AU1021BA_41LAB
267,,,,"E 16th St and Congress Ave, NE",T-MOBILE,06/06/2018,01/16/2019,,,FEASIBILITY_REVIEW,,,,,AU1021BA_71LAB
268,,,,"E 17th St and Congress Ave , NE",T-MOBILE,06/06/2018,01/16/2019,,,FEASIBILITY_REVIEW,,,,,AU1022BA_91LAB
269,,,,"E 23rd St and Congress Ave, SE",T-MOBILE,06/06/2018,01/16/2019,,,FEASIBILITY_REVIEW,,,,,AU1046BA_81LAB
270,,,,"E 23rd St and San Jacinto, E",T-MOBILE,06/06/2018,01/16/2019,,,FEASIBILITY_REVIEW,,,,,AU1022BA_51LAB
271,,30.267868,-97.734423,"E 6th St and Sabine St, NW",T-MOBILE,06/06/2018,01/16/2019,NW,,FEASIBILITY_REVIEW,,,AE,,AU1045BA_21LAB
272,,,,"E 7th St and Interstate 35 Frontage, SW",T-MOBILE,06/06/2018,01/16/2019,,,FEASIBILITY_REVIEW,,,,,AU1044BA_81LAB
273,,,,"E 8th St and Interstate 35 Frontage, NW",T-MOBILE,06/06/2018,01/16/2019,,,FEASIBILITY_REVIEW,,,,,AU1044BA_71LAB
274,,0,0,,,06/06/2018,01/16/2019,SE,,FEASIBILITY_REVIEW,,,,,AU1045BA_71LAB
275,,,,"Electric Dr and Walter Seaholm Dr, SW",T-MOBILE,06/06/2018,01/16/2019,,,FEASIBILITY_REVIEW,,,,,AU1046BA_51LAB
276,,30.25954,-97.73844,"Rainey St and Davis St, S",T-MOBILE,06/06/2018,09/04/2019,SE,,UNDER_REVIEW,,,AE,Steel Utility Pole,AU1045BA_81LAB
277,,30.257778,-97.738569,706 1/2 River St,T-MOBILE,06/06/2018,01/02/2020,NW,,OCCUPIED,,,Foreign,Wood Utility Pole,AU1046BA_11LAB
278,,30.268991,-97.736186,"S of E 9th St on Red River St, SE",T-MOBILE,06/06/2018,07/16/2019,SE,,OCCUPIED,,,Carrier,Foreign Pole,AU1042BA_91LAB
279,,30.271975,-97.750066,716 1/2 West Ave,T-MOBILE,06/06/2018,01/02/2020,SW,,OCCUPIED,,,AE,Wood Utility Pole,AU1041BA_61LAB
280,,30.290906,-97.734858,2804 1/2 San Jacinto Blvd.,T-MOBILE,06/06/2018,03/12/2019,SW,,OCCUPIED,,,ATD,Signal Pole,AU1024BA_41LAB
281,,,,"Stratford Dr and Barton Springs Rd, NE",T-MOBILE,06/06/2018,01/16/2019,,,FEASIBILITY_REVIEW,,,,Signal Pole,AU1091BA_51LAB
285,,,,"W 15th St and San Antonio St, NW",T-MOBILE,06/06/2018,01/16/2019,,,FEASIBILITY_REVIEW,,,,,AU1022BA_81LAB
286,,30.28574,-97.745231,"W 22nd 1/2 S and Rio Grande St, W",T-MOBILE,06/06/2018,04/29/2019,NW,,UNDER_REVIEW,,,AE,Wood Utility Pole,AU1023BA_41LAB
287,,30.286718,-97.744308,608 1/2 W 23rd St,T-MOBILE,06/06/2018,04/29/2019,NE,,UNDER_REVIEW,,,Foreign,Foreign Pole,AU1023BA_31LAB
288,,30.287929,-97.743823,"W 24th St and Seton Ave, NE",T-MOBILE,06/06/2018,02/05/2019,NE,,OCCUPIED,,,ATD,Signal Pole,AU1023BA_91LAB
289,,0,0,,,06/06/2018,03/12/2019,N/A,,WITHDRAWN,,,,,
290,,,,"W 2ndSt and Lavaca, NW",T-MOBILE,06/06/2018,01/16/2019,,,FEASIBILITY_REVIEW,,,,,AU1047BA_41LAB
291,,0,,"W 3rd St & Colorado St, NE",T-MOBILE,06/06/2018,03/25/2020,N/A,,FEASIBILITY_REVIEW,,,ATD,Signal Pole,AU1046BA_71LAB
293,,,,"W 3rd St and Nueces St, W",T-MOBILE,06/06/2018,01/16/2019,,,FEASIBILITY_REVIEW,,,,,AU1047BA_51LAB
296,,,,"W 3rd St and West Ave, NW",T-MOBILE,06/06/2018,01/16/2019,,,FEASIBILITY_REVIEW,,,,,AU1043BA_61LAB
297,,0,,,,06/06/2018,01/16/2019,N/A,,UNAVAILABLE,,,,,
298,,,,"W 4th St and Congress Ave, SE",T-MOBILE,06/06/2018,01/16/2019,,,FEASIBILITY_REVIEW,,,,,AU1047BA_21LAB
299,,30.269802,-97.753041,"W 5th St  and Bowie  , NE",T-MOBILE,06/06/2018,07/15/2019,NE,,OCCUPIED,,,ATD,Signal Pole,AU1043BA_51LAB
300,,30.2702,-97.75412,918 1/2 W 5th St,T-MOBILE,06/06/2018,10/09/2019,SE,,UNDER_REVIEW,,,Carrier,Foreign Pole,AU1043BA_91LAB
301,,30.2695,-97.74859,W 6th St & Nueces St (SW),T-MOBILE,06/06/2018,01/07/2020,SW,,UNDER_REVIEW,,,Carrier,Self Support Pole,AU1047BA_81LAB-B
302,,30.269312,-97.749863,508 1/2 Rio Grande St,T-MOBILE,06/06/2018,01/02/2020,NW,,OCCUPIED,,,Foreign,Wood Utility Pole,AU1044BA_21LAB
303,,,,"W 5th St and West Ave, SW",T-MOBILE,06/06/2018,01/16/2019,,,FEASIBILITY_REVIEW,,,,,AU1044BA_31LAB
304,,,,"W 6th St and N Lamar Blvd, NW",T-MOBILE,06/06/2018,01/16/2019,,,FEASIBILITY_REVIEW,,,,,AU1043BA_81LAB
305,,30.26953,-97.74742,"W 6th St and San Antonio St, NW",T-MOBILE,06/06/2018,01/16/2019,NW,,FEASIBILITY_REVIEW,,,Foreign,Foreign Pole,AU1044BA_61LAB
306,,30.27001,-97.7458,701 1/2 Guadalupe St,T-MOBILE,06/06/2018,10/28/2019,N/A,,UNDER_REVIEW,,,Carrier,Carrier Pole,AU1046BA_41LAB-A
307,,30.270842,-97.749321,"W 7th St and Rio Grande St, SW",T-MOBILE,06/06/2018,01/16/2019,SW,,UNDER_REVIEW,,,AE,Wood Utility Pole,AU1043BA_41LAB
308,,0,,"W 8th St and Brazos St, NE",T-MOBILE,06/06/2018,01/16/2019,NE,,FEASIBILITY_REVIEW,,,ATD,Signal Pole,AU1044BA_51LAB
309,,,,"W 8th St and Lavaca, SW",T-MOBILE,06/06/2018,01/16/2019,,,FEASIBILITY_REVIEW,,,,,AU1044BA_41LAB
310,,30.26381,-97.7457,"W Cesar Chavez St & Colorado St, (NE)",T-MOBILE,06/06/2018,03/25/2020,NE,,WITHDRAWN,,,ATD,"Signal Pole,Ped Signal Pole",AU1045BA_61LAB-A
311,,30.2775,-97.736556,"1605 1/2 San Jacinto Blvd #B, pedestrian crosswalk, located between 16th & 17th St",T-MOBILE,07/02/2018,01/16/2019,SE,,OCCUPIED,0,LOC17-011270,ATD,Pedestrian Pole,AU1021BA_41LAB
312,,30.26292,-97.743158,"E Cesar Chavez St & Brazos St, SE",T-MOBILE,07/19/2018,06/11/2019,SE,,OCCUPIED,182,LOC16-000900,ATD,Signal Pole,AU1045BA_71LAB
313,,30.2335,-97.71613,1706 1/2 Crossing Place,T-MOBILE,07/19/2018,01/02/2020,NW,,OCCUPIED,619,LOC16-003065,Carrier,Self Support Pole,AU1082BA_21LAB
314,,30.23076,-97.73028,"E Oltorf St & Willow Creek Dr, E (Wood Street Lamp)",T-MOBILE,07/19/2018,07/16/2019,SE,,OCCUPIED,843,LOC16-004150,AE,Wood Utility Pole,AU1084BA_21LAB
315,,0,0,,,07/19/2018,01/16/2019,SW,,WITHDRAWN,619,LOC16-003065,ATD,,
316,,30.22779,-97.72866,"2503 1/2 E Oltorf St, Unit A",T-MOBILE,07/19/2018,10/09/2019,SW,,UNDER_REVIEW,886,LOC16-004365,AE,Wood Utility Pole,AU1083BA_11LAB
317,,30.28481,-97.74801,917 1/2 W 21st St,T-MOBILE,07/19/2018,01/02/2020,SE,,OCCUPIED,0,LOC18-012790,Foreign,Foreign Pole,AU1023BA_61LAB
318,,30.22913,-97.71916,"Cromwell Cir, Wickersham Ln SE",T-MOBILE,07/19/2018,03/02/2020,SE,,FEASIBILITY_REVIEW,0,LOC18-012795,Carrier,Foreign Pole,AU1082BA_51LAB
319,,30.23446,-97.71507,"Crossing Pl, Faro Dr SW",T-MOBILE,07/19/2018,01/16/2019,SW,,FEASIBILITY_REVIEW,0,LOC18-012800,Carrier,Foreign Pole,
320,,30.26989,-97.748269,600 1/2 Nueces St #E  (North of 6th St),SPRINT_SPECTRUM,07/23/2018,01/16/2019,NE,,OCCUPIED,299,LOC16-001460,Foreign,Carrier Pole,AU90XS148G
321,,30.28524,-97.682933,1811 1/2 Springdale Rd,SPRINT_SPECTRUM,07/23/2018,01/16/2019,NE,,OCCUPIED,0,LOC18-012815,Foreign,Foreign Pole,AUX90XS425D
322,,0,0,0,,07/23/2018,01/16/2019,SE,,WITHDRAWN,52,LOC16-000255,,,
323,,30.25336,-97.71371,2704 1/2 E. Cesar Chavez St.,SPRINT_SPECTRUM,07/23/2018,01/16/2019,NE,,OCCUPIED,0,LOC18-012825,Foreign,Wood Utility Pole,AU90XS406D
324,,30.36467,-97.72888,2404 1/2 Penny Lane,SPRINT_SPECTRUM,07/23/2018,01/16/2019,NW,,OCCUPIED,0,LOC16-005345,Foreign,Wood Utility Pole,AU90XS250F
