Report Date,Borough,Community Districts,Census Type,Adult Family Comm Hotel,Adult Family Shelter,Adult Shelter,Adult Shelter Comm Hotel,Family Cluster,Family with Children Comm Hotel,Family with Chidren Shelter
04/30/2019,Brooklyn,16,Individuals,,,658,114,,377,2543
04/30/2019,Queens,14,Individuals,,285,,,,142,165
05/31/2019,Brooklyn,13,Individuals,,,,,,87,
04/30/2019,Queens,3,Individuals,,,,90,,,835
05/31/2019,Bronx,2,Individuals,,184,,,250,,787
06/30/2019,Manhattan,12,Individuals,,,282,,,93,
05/31/2019,Brooklyn,15,Individuals,,,,,,,214
04/10/2019,Staten Island,1,Individuals,,,,,,,133
04/30/2019,Brooklyn,4,Individuals,,,362,61,52,159,828
05/31/2019,Manhattan,11,Individuals,,,1260,,267,,666
04/30/2019,Brooklyn,7,Individuals,,,189,101,,470,12
06/30/2019,Brooklyn,6,Individuals,,,94,420,,,
05/31/2019,Brooklyn,18,Individuals,,356,,,,,830
05/31/2019,Bronx,10,Individuals,,,,,,,603
04/10/2019,Bronx,12,Individuals,,,108,,,,274
05/31/2019,Queens,9,Individuals,,,93,,,,
04/10/2019,Queens,12,Individuals,,273,326,1059,,632,998
04/30/2019,Brooklyn,10,Individuals,,,,,,,
05/31/2019,Staten Island,3,Individuals,,,,,,,
04/10/2019,Bronx,6,Individuals,,86,124,91,410,,2222
04/30/2019,Manhattan,3,Individuals,,,906,233,31,163,370
04/30/2019,Bronx,11,Individuals,,,,,,,
06/30/2019,Bronx,5,Individuals,,245,495,,901,,1089
04/10/2019,Manhattan,12,Individuals,,,289,,,118,
04/30/2019,Manhattan,9,Individuals,,81,,,55,,754
05/31/2019,Brooklyn,11,Individuals,,,,,,,
04/10/2019,Queens,8,Individuals,,,,,,,316
06/30/2019,Manhattan,11,Individuals,,,1335,,270,,633
04/30/2019,Brooklyn,9,Individuals,,,366,,,,414
06/30/2019,Manhattan,9,Individuals,,45,,,50,,766
04/30/2019,Staten Island,3,Individuals,,,,,,,
04/30/2019,Queens,7,Individuals,,,99,,,124,
04/10/2019,Bronx,3,Individuals,,291,431,,154,283,1408
05/31/2019,Manhattan,5,Individuals,,297,,,,1619,341
04/30/2019,Manhattan,6,Individuals,,,952,,,,
06/30/2019,Queens,10,Individuals,317,,168,60,,341,
05/31/2019,Bronx,1,Individuals,,179,217,,169,76,1276
06/30/2019,Queens,5,Individuals,,,,62,,,
06/30/2019,Queens,13,Individuals,,,,550,,198,824
04/10/2019,Bronx,7,Individuals,,111,616,,247,,310
05/31/2019,Staten Island,2,Individuals,,,,,,,
04/10/2019,Queens,4,Individuals,,,,164,,88,410
04/30/2019,Bronx,5,Individuals,,273,493,,894,,1056
04/10/2019,Manhattan,6,Individuals,,,941,,,,
06/30/2019,Manhattan,8,Individuals,,,79,,,,
05/31/2019,Brooklyn,5,Individuals,,,869,249,,264,860
05/31/2019,Queens,1,Individuals,,,197,,,187,363
05/31/2019,Bronx,9,Individuals,,,100,,463,,213
05/31/2019,Bronx,7,Individuals,,114,616,,256,,319
06/30/2019,Brooklyn,14,Individuals,,,,,,,97
06/30/2019,Queens,12,Individuals,,280,332,1076,,541,1003
04/10/2019,Bronx,8,Individuals,,,,,,,242
04/30/2019,Brooklyn,17,Individuals,,,,135,,,892
04/30/2019,Queens,10,Individuals,342,,274,60,,390,
06/30/2019,Bronx,4,Individuals,,,433,71,1222,,2086
06/30/2019,Brooklyn,5,Individuals,,,891,243,,237,807
04/30/2019,Brooklyn,1,Individuals,,152,673,,,91,
04/10/2019,Manhattan,10,Individuals,,405,562,,50,,832
06/30/2019,Brooklyn,1,Individuals,,155,635,,,82,
06/30/2019,Queens,3,Individuals,,,,82,,,858
04/10/2019,Brooklyn,5,Individuals,,,917,256,,254,857
04/30/2019,Queens,6,Individuals,,,,,,,
04/10/2019,Brooklyn,2,Individuals,,177,377,,,,77
04/30/2019,Manhattan,2,Individuals,,,,,,,
06/30/2019,Queens,8,Individuals,,,,,,,309
05/31/2019,Queens,8,Individuals,,,,,,,310
04/30/2019,Queens,13,Individuals,,,,554,,222,781
04/30/2019,Brooklyn,6,Individuals,,,100,427,,,
05/31/2019,Brooklyn,14,Individuals,,,,,,,89
06/30/2019,Bronx,1,Individuals,,183,217,,165,66,1256
05/31/2019,Staten Island,1,Individuals,,,,,,,127
04/10/2019,Bronx,1,Individuals,,188,220,,174,82,1281
04/10/2019,Brooklyn,14,Individuals,,,,,,,97
04/10/2019,Brooklyn,16,Individuals,,,662,117,,364,2483
04/10/2019,Brooklyn,13,Individuals,,,,,,62,
04/30/2019,Brooklyn,15,Individuals,,,,,,,207
06/30/2019,Brooklyn,15,Individuals,,,,,,,209
04/10/2019,Brooklyn,11,Individuals,,,,,,,
06/30/2019,Bronx,7,Individuals,,111,614,,264,,316
04/10/2019,Brooklyn,8,Individuals,,66,519,87,,,500
05/31/2019,Brooklyn,2,Individuals,,194,375,,,,72
04/30/2019,Manhattan,1,Individuals,,,,,,138,
04/10/2019,Brooklyn,3,Individuals,,,566,,227,158,644
05/31/2019,Brooklyn,3,Individuals,,,545,,244,176,655
06/30/2019,Manhattan,1,Individuals,,,,,,128,
04/30/2019,Brooklyn,8,Individuals,,66,493,90,,,502
04/30/2019,Bronx,1,Individuals,,179,214,,167,87,1271
04/30/2019,Bronx,7,Individuals,,111,623,,240,,312
04/30/2019,Manhattan,5,Individuals,,311,,,,1710,349
04/10/2019,Manhattan,5,Individuals,,291,,,,1771,345
04/30/2019,Manhattan,4,Individuals,,299,265,,,601,
05/31/2019,Bronx,8,Individuals,,,,,,,247
04/30/2019,Queens,5,Individuals,,,,110,,,
05/31/2019,Brooklyn,9,Individuals,,,358,,,,422
06/30/2019,Queens,9,Individuals,,,92,,,,
06/30/2019,Queens,4,Individuals,,,,164,,76,378
05/31/2019,Queens,2,Individuals,,290,,,,466,227
06/30/2019,Brooklyn,16,Individuals,,,653,105,,352,2542
04/30/2019,Queens,8,Individuals,,,,,,,313
04/10/2019,Manhattan,4,Individuals,,286,259,,,604,
05/31/2019,Brooklyn,10,Individuals,,,,,,,
04/10/2019,Bronx,9,Individuals,,,101,,495,,224
04/30/2019,Bronx,4,Individuals,,,440,76,1357,,1975
04/10/2019,Queens,9,Individuals,,,63,,,,
05/31/2019,Queens,10,Individuals,319,,269,58,,359,
04/30/2019,Bronx,2,Individuals,,185,,,236,,786
06/30/2019,Manhattan,10,Individuals,,394,558,,42,,861
05/31/2019,Bronx,3,Individuals,,312,472,,143,277,1360
06/30/2019,Queens,1,Individuals,,,197,,,187,378
04/30/2019,Brooklyn,12,Individuals,,,,,,,146
05/31/2019,Manhattan,6,Individuals,,,859,,,,
04/30/2019,Brooklyn,13,Individuals,,,,,,79,
05/31/2019,Manhattan,3,Individuals,,,862,224,32,148,376
05/31/2019,Queens,13,Individuals,,,,554,,221,814
04/10/2019,Brooklyn,18,Individuals,,363,,,,,842
05/31/2019,Brooklyn,12,Individuals,,,,,,,118
04/10/2019,Queens,3,Individuals,,,,89,,,848
04/10/2019,Bronx,10,Individuals,,,,,,,589
04/10/2019,Queens,14,Individuals,,280,,,,175,172
04/10/2019,Brooklyn,1,Individuals,,150,668,,,89,
04/30/2019,Brooklyn,2,Individuals,,189,383,,,,76
06/30/2019,Bronx,11,Individuals,,,,,,,
04/10/2019,Brooklyn,4,Individuals,,,372,61,55,173,822
04/30/2019,Brooklyn,11,Individuals,,,,,,,
04/30/2019,Brooklyn,3,Individuals,,,569,,245,187,670
04/10/2019,Bronx,11,Individuals,,,,,,,
06/30/2019,Brooklyn,11,Individuals,,,,,,,
06/30/2019,Queens,11,Individuals,,,,,,,
06/30/2019,Queens,14,Individuals,,320,,,,128,180
06/30/2019,Bronx,2,Individuals,,199,,,244,,795
06/30/2019,Brooklyn,18,Individuals,,361,,,,,831
06/30/2019,Brooklyn,17,Individuals,,,,136,,,882
04/10/2019,Queens,5,Individuals,,,,107,,,
04/10/2019,Manhattan,8,Individuals,,,77,,,,
04/30/2019,Manhattan,10,Individuals,,403,553,,53,,825
06/30/2019,Staten Island,3,Individuals,,,,,,,
06/30/2019,Staten Island,2,Individuals,,,,,,,
06/30/2019,Staten Island,1,Individuals,,,,,,,136
04/10/2019,Staten Island,2,Individuals,,,,,,,
04/30/2019,Bronx,9,Individuals,,,101,,475,,219
06/30/2019,Manhattan,3,Individuals,,,891,234,36,152,387
04/10/2019,Brooklyn,10,Individuals,,,,,,,
04/10/2019,Brooklyn,9,Individuals,,,355,,,,422
06/30/2019,Brooklyn,3,Individuals,,,561,,244,177,652
05/31/2019,Manhattan,12,Individuals,,,285,,,112,
05/31/2019,Manhattan,10,Individuals,,412,560,,44,,834
05/31/2019,Brooklyn,1,Individuals,,125,649,,,75,
05/31/2019,Queens,7,Individuals,,,101,,,122,
06/30/2019,Brooklyn,4,Individuals,,,367,60,56,153,828
05/31/2019,Bronx,5,Individuals,,247,493,,893,,1059
04/10/2019,Queens,10,Individuals,353,,171,62,,407,
06/30/2019,Manhattan,7,Individuals,,195,311,,,,588
04/10/2019,Manhattan,9,Individuals,,81,,,50,,759
04/10/2019,Queens,11,Individuals,,,,,,,
04/30/2019,Manhattan,11,Individuals,,,1375,,267,,684
05/31/2019,Manhattan,7,Individuals,,224,212,,,,614
06/30/2019,Bronx,3,Individuals,,316,460,,145,278,1383
05/31/2019,Manhattan,1,Individuals,,,,,,127,
04/10/2019,Brooklyn,17,Individuals,,,,132,,,878
05/31/2019,Manhattan,9,Individuals,,50,,,55,,773
06/30/2019,Queens,7,Individuals,,,98,,,128,
06/30/2019,Bronx,10,Individuals,,,,,,,598
05/31/2019,Brooklyn,8,Individuals,,64,495,86,,,515
05/31/2019,Queens,4,Individuals,,,,163,,71,386
06/30/2019,Manhattan,5,Individuals,,330,,,,1712,346
04/10/2019,Queens,6,Individuals,,,,,,,
04/10/2019,Queens,13,Individuals,,,,563,,223,775
04/30/2019,Staten Island,2,Individuals,,,,,,,
05/31/2019,Bronx,6,Individuals,,88,99,91,403,,2260
04/10/2019,Bronx,2,Individuals,,176,,,234,,794
05/31/2019,Queens,14,Individuals,,294,,,,132,179
04/30/2019,Queens,9,Individuals,,,75,,,,
04/30/2019,Brooklyn,5,Individuals,,,925,256,,261,856
05/31/2019,Brooklyn,16,Individuals,,,656,107,,334,2498
05/31/2019,Manhattan,2,Individuals,,,,,,,
05/31/2019,Queens,5,Individuals,,,,108,,,
05/31/2019,Manhattan,4,Individuals,,290,265,,,576,
04/10/2019,Brooklyn,15,Individuals,,,,,,,223
05/31/2019,Queens,6,Individuals,,,,,,,
04/30/2019,Brooklyn,18,Individuals,,367,,,,,835
04/10/2019,Manhattan,3,Individuals,,,883,243,31,211,379
06/30/2019,Brooklyn,2,Individuals,,166,375,,,,71
04/30/2019,Manhattan,12,Individuals,,,289,,,111,
05/31/2019,Manhattan,8,Individuals,,,79,,,,
04/30/2019,Queens,12,Individuals,,276,332,1089,,602,1040
06/30/2019,Brooklyn,9,Individuals,,,355,,,,417
06/30/2019,Manhattan,2,Individuals,,,,,,,
05/31/2019,Brooklyn,17,Individuals,,,,135,,,890
06/30/2019,Brooklyn,12,Individuals,,,,,,,120
06/30/2019,Queens,6,Individuals,,,,,,,
04/10/2019,Bronx,5,Individuals,,279,496,,893,,1065
04/10/2019,Queens,2,Individuals,,267,,,,552,239
04/30/2019,Queens,4,Individuals,,,,160,,80,396
04/10/2019,Manhattan,7,Individuals,,97,312,,,39,621
04/30/2019,Bronx,6,Individuals,,84,125,89,404,,2212
06/30/2019,Manhattan,6,Individuals,,,856,,,,
06/30/2019,Manhattan,4,Individuals,,249,261,,,564,
06/30/2019,Brooklyn,13,Individuals,,,,,,117,
04/30/2019,Manhattan,8,Individuals,,,80,,,,
04/10/2019,Brooklyn,6,Individuals,,,98,424,,,
06/30/2019,Bronx,12,Individuals,,,106,,,,284
05/31/2019,Brooklyn,7,Individuals,,,181,99,,478,10
04/10/2019,Manhattan,2,Individuals,,,,,,,
04/10/2019,Bronx,4,Individuals,,,441,73,1368,,1954
04/30/2019,Bronx,12,Individuals,,,105,,,,277
04/10/2019,Queens,1,Individuals,,,200,,,251,374
04/30/2019,Staten Island,1,Individuals,,,,,,,135
04/10/2019,Queens,7,Individuals,,,97,,,125,
06/30/2019,Bronx,8,Individuals,,,,,,,264
04/30/2019,Brooklyn,14,Individuals,,,,,,,96
04/30/2019,Queens,11,Individuals,,,,,,,
05/31/2019,Bronx,11,Individuals,,,,,,,
04/10/2019,Staten Island,3,Individuals,,,,,,,
06/30/2019,Brooklyn,10,Individuals,,,,,,,
06/30/2019,Queens,2,Individuals,,302,,,,494,217
05/31/2019,Brooklyn,4,Individuals,,,359,57,60,161,838
05/31/2019,Bronx,4,Individuals,,,412,74,1194,,2105
04/10/2019,Brooklyn,7,Individuals,,,187,102,,494,12
06/30/2019,Brooklyn,7,Individuals,,,185,100,,475,10
04/30/2019,Queens,1,Individuals,,,193,,,222,377
06/30/2019,Bronx,9,Individuals,,,101,,490,,209
04/30/2019,Bronx,3,Individuals,,283,455,,144,279,1379
04/10/2019,Brooklyn,12,Individuals,,,,,,,140
04/30/2019,Bronx,8,Individuals,,,,,,,250
05/31/2019,Queens,12,Individuals,,276,327,1056,,573,1006
06/30/2019,Brooklyn,8,Individuals,,62,435,90,,,461
04/30/2019,Queens,2,Individuals,,261,,,,547,237
04/10/2019,Manhattan,1,Individuals,,,,,,141,
05/31/2019,Brooklyn,6,Individuals,,,97,422,,,
04/30/2019,Bronx,10,Individuals,,,,,,,598
04/30/2019,Manhattan,7,Individuals,,96,212,,,,610
05/31/2019,Queens,3,Individuals,,,,89,,,822
05/31/2019,Queens,11,Individuals,,,,,,,
04/30/2019,Brooklyn,16,Individuals,,,658,114,,377,2543
06/30/2019,Bronx,6,Individuals,,84,91,84,379,,2273
04/10/2019,Manhattan,11,Individuals,,,1352,,259,,666
05/31/2019,Bronx,12,Individuals,,,106,,,,287
08/31/2019,Bronx,1,Individuals,,180,220,,167,77,1269
08/31/2019,Bronx,2,Individuals,,196,,,248,,802
08/31/2019,Bronx,3,Individuals,,332,518,,151,282,1386
08/31/2019,Bronx,4,Individuals,,,439,73,1207,,2031
08/31/2019,Bronx,5,Individuals,,240,496,,888,,1084
08/31/2019,Bronx,6,Individuals,,64,108,86,335,,2253
08/31/2019,Bronx,7,Individuals,,109,622,,254,,313
08/31/2019,Bronx,8,Individuals,,,,,,,245
08/31/2019,Bronx,9,Individuals,,,101,,465,,217
08/31/2019,Bronx,10,Individuals,,,,,,,581
08/31/2019,Bronx,11,Individuals,,,,,,,
08/31/2019,Bronx,12,Individuals,,,105,,,,281
08/31/2019,Brooklyn,1,Individuals,,158,668,,,103,
08/31/2019,Brooklyn,2,Individuals,,193,377,,,,64
08/31/2019,Brooklyn,3,Individuals,,,564,,238,201,645
08/31/2019,Brooklyn,4,Individuals,,,391,55,63,161,836
08/31/2019,Brooklyn,5,Individuals,,,920,246,,269,832
08/31/2019,Brooklyn,6,Individuals,,,97,419,,,
08/31/2019,Brooklyn,7,Individuals,,,187,99,,579,10
08/31/2019,Brooklyn,8,Individuals,,56,464,85,,,494
08/31/2019,Brooklyn,9,Individuals,,,360,,,,428
08/31/2019,Brooklyn,10,Individuals,,,,,,,
08/31/2019,Brooklyn,11,Individuals,,,,,,,
08/31/2019,Brooklyn,12,Individuals,,,23,,,,127
08/31/2019,Brooklyn,13,Individuals,,,,,,129,
08/31/2019,Brooklyn,14,Individuals,,,,,,,99
08/31/2019,Brooklyn,15,Individuals,,,,,,,206
08/31/2019,Brooklyn,16,Individuals,,,650,104,,388,2567
08/31/2019,Brooklyn,17,Individuals,,,,134,,,878
08/31/2019,Brooklyn,18,Individuals,,363,,,,,844
08/31/2019,Manhattan,1,Individuals,,,,,,133,
08/31/2019,Manhattan,2,Individuals,,,,,,,
08/31/2019,Manhattan,3,Individuals,,,765,238,32,141,361
08/31/2019,Manhattan,4,Individuals,,255,305,,,617,
08/31/2019,Manhattan,5,Individuals,,325,,,,1967,335
08/31/2019,Manhattan,6,Individuals,,,807,,,,
08/31/2019,Manhattan,7,Individuals,,194,309,,,,601
08/31/2019,Manhattan,8,Individuals,,,80,,,,
08/31/2019,Manhattan,9,Individuals,,,,,51,,774
08/31/2019,Manhattan,10,Individuals,,376,554,,55,,836
08/31/2019,Manhattan,11,Individuals,,,1350,,272,,647
08/31/2019,Manhattan,12,Individuals,,,284,,,118,
08/31/2019,Queens,1,Individuals,,,200,,,256,383
08/31/2019,Queens,2,Individuals,,258,,,,602,235
08/31/2019,Queens,3,Individuals,,,,84,,,842
08/31/2019,Queens,4,Individuals,,,,164,,107,446
08/31/2019,Queens,5,Individuals,,,,,,,
08/31/2019,Queens,6,Individuals,,,,,,,
08/31/2019,Queens,7,Individuals,,,97,,,140,
08/31/2019,Queens,8,Individuals,,,,,,,306
08/31/2019,Queens,9,Individuals,,,107,,,,
08/31/2019,Queens,10,Individuals,332,,163,58,,442,
08/31/2019,Queens,11,Individuals,,,,,,,
08/31/2019,Queens,12,Individuals,,269,341,1059,,477,1046
08/31/2019,Queens,13,Individuals,,,,558,,254,846
08/31/2019,Queens,14,Individuals,,311,,,,185,179
08/31/2019,Staten Island,1,Individuals,,,,,,,139
08/31/2019,Staten Island,2,Individuals,,,,,,,
08/31/2019,Staten Island,3,Individuals,,,,,,,
09/30/2019,Bronx,1,Individuals,,187,222,,159,84,1264
09/30/2019,Bronx,2,Individuals,,197,,,229,,811
09/30/2019,Bronx,3,Individuals,,338,588,,150,276,1389
09/30/2019,Bronx,4,Individuals,,,425,72,1065,,2044
09/30/2019,Bronx,5,Individuals,,238,494,,913,,1089
09/30/2019,Bronx,6,Individuals,,94,127,93,355,,2312
09/30/2019,Bronx,7,Individuals,,110,627,,263,,311
09/30/2019,Bronx,8,Individuals,,,,,,,246
09/30/2019,Bronx,9,Individuals,,,99,,468,,223
09/30/2019,Bronx,10,Individuals,,,,,,,585
09/30/2019,Bronx,11,Individuals,,,,,,,
09/30/2019,Bronx,12,Individuals,,,107,,,,279
09/30/2019,Brooklyn,1,Individuals,,166,657,,,93,
09/30/2019,Brooklyn,2,Individuals,,186,375,,,,70
09/30/2019,Brooklyn,3,Individuals,,,570,,244,205,665
09/30/2019,Brooklyn,4,Individuals,,,403,57,60,174,840
09/30/2019,Brooklyn,5,Individuals,,,934,238,,271,854
09/30/2019,Brooklyn,6,Individuals,,,99,418,,,
09/30/2019,Brooklyn,7,Individuals,,,185,96,,612,13
09/30/2019,Brooklyn,8,Individuals,,64,518,89,,,502
09/30/2019,Brooklyn,9,Individuals,,,359,,,,440
09/30/2019,Brooklyn,10,Individuals,,,,,,,
09/30/2019,Brooklyn,11,Individuals,,,,,,,
09/30/2019,Brooklyn,12,Individuals,,,85,,,,127
09/30/2019,Brooklyn,13,Individuals,,,,,,135,
09/30/2019,Brooklyn,14,Individuals,,,,,,,96
09/30/2019,Brooklyn,15,Individuals,,,,,,,204
09/30/2019,Brooklyn,16,Individuals,,,664,111,,389,2549
09/30/2019,Brooklyn,17,Individuals,,,,134,,,882
09/30/2019,Brooklyn,18,Individuals,,364,,,,,844
09/30/2019,Manhattan,1,Individuals,,,,,,143,
09/30/2019,Manhattan,2,Individuals,,,,,,,
09/30/2019,Manhattan,3,Individuals,,,787,238,32,146,368
09/30/2019,Manhattan,4,Individuals,,145,342,,,630,
09/30/2019,Manhattan,5,Individuals,,320,,,,2046,347
09/30/2019,Manhattan,6,Individuals,,,845,,,,
09/30/2019,Manhattan,7,Individuals,,198,307,,,,620
09/30/2019,Manhattan,8,Individuals,,,76,,,,
09/30/2019,Manhattan,9,Individuals,,,,,53,,800
09/30/2019,Manhattan,10,Individuals,,398,563,,52,,847
09/30/2019,Manhattan,11,Individuals,,,1366,,280,,663
09/30/2019,Manhattan,12,Individuals,,,286,,,121,
09/30/2019,Queens,1,Individuals,,,200,,,249,386
09/30/2019,Queens,2,Individuals,,296,,,,613,220
09/30/2019,Queens,3,Individuals,,,,90,,,889
09/30/2019,Queens,4,Individuals,,,,158,,122,512
09/30/2019,Queens,5,Individuals,,,,,,,
09/30/2019,Queens,6,Individuals,,,,,,,
09/30/2019,Queens,7,Individuals,,,99,,,151,
09/30/2019,Queens,8,Individuals,,,,,,,320
09/30/2019,Queens,9,Individuals,,,109,,,,
09/30/2019,Queens,10,Individuals,327,,165,55,,453,
09/30/2019,Queens,11,Individuals,,,,,,,
09/30/2019,Queens,12,Individuals,,274,336,1039,,411,1144
09/30/2019,Queens,13,Individuals,,,,550,,251,846
09/30/2019,Queens,14,Individuals,,313,,,,202,180
09/30/2019,Staten Island,1,Individuals,,,,,,,142
09/30/2019,Staten Island,2,Individuals,,,,,,,
09/30/2019,Staten Island,3,Individuals,,,,,,,
10/31/2019,Bronx,1,Individuals,,188,218,,166,90,1251
10/31/2019,Bronx,2,Individuals,,191,,,250,,815
10/31/2019,Bronx,3,Individuals,,340,604,,153,289,1395
10/31/2019,Bronx,4,Individuals,,,436,76,1079,,2054
10/31/2019,Bronx,5,Individuals,,248,493,,897,,1102
10/31/2019,Bronx,6,Individuals,,109,115,90,348,,2245
10/31/2019,Bronx,7,Individuals,,114,622,,275,,324
10/31/2019,Bronx,8,Individuals,,,,,,,251
10/31/2019,Bronx,9,Individuals,,,101,,469,,233
10/31/2019,Bronx,10,Individuals,,,,,,,593
10/31/2019,Bronx,11,Individuals,,,,,,,
10/31/2019,Bronx,12,Individuals,,,106,,,,255
10/31/2019,Brooklyn,1,Individuals,,163,708,,,96,
10/31/2019,Brooklyn,2,Individuals,,183,377,,,,71
10/31/2019,Brooklyn,3,Individuals,,,561,,254,214,668
10/31/2019,Brooklyn,4,Individuals,,,398,60,65,173,849
10/31/2019,Brooklyn,5,Individuals,,,946,248,,266,835
10/31/2019,Brooklyn,6,Individuals,,,96,417,,,
10/31/2019,Brooklyn,7,Individuals,,,189,100,,646,13
10/31/2019,Brooklyn,8,Individuals,,68,511,90,,,497
10/31/2019,Brooklyn,9,Individuals,,,357,,,,443
10/31/2019,Brooklyn,10,Individuals,,,,,,,
10/31/2019,Brooklyn,11,Individuals,,,,,,,
10/31/2019,Brooklyn,12,Individuals,,,123,,,,129
10/31/2019,Brooklyn,13,Individuals,,,,,,140,
10/31/2019,Brooklyn,14,Individuals,,,,,,,98
10/31/2019,Brooklyn,15,Individuals,,,,,,,204
10/31/2019,Brooklyn,16,Individuals,,,660,110,,386,2554
10/31/2019,Brooklyn,17,Individuals,,,,135,,,863
10/31/2019,Brooklyn,18,Individuals,,367,,,,,837
10/31/2019,Manhattan,1,Individuals,,,,,,144,
10/31/2019,Manhattan,2,Individuals,,,,,,,
10/31/2019,Manhattan,3,Individuals,,,779,237,39,153,380
10/31/2019,Manhattan,4,Individuals,,90,378,,,642,
10/31/2019,Manhattan,5,Individuals,,317,,,,2100,359
10/31/2019,Manhattan,6,Individuals,,,865,,,,
10/31/2019,Manhattan,7,Individuals,,212,192,,,,611
10/31/2019,Manhattan,8,Individuals,,,80,,,,
10/31/2019,Manhattan,9,Individuals,,,,,55,,785
10/31/2019,Manhattan,10,Individuals,,408,553,,55,,854
10/31/2019,Manhattan,11,Individuals,,,1349,,260,,678
10/31/2019,Manhattan,12,Individuals,,,284,,,120,
10/31/2019,Queens,1,Individuals,,,198,,,259,377
10/31/2019,Queens,2,Individuals,,314,,,,623,240
10/31/2019,Queens,3,Individuals,,,,86,,,878
10/31/2019,Queens,4,Individuals,,,,162,,123,515
10/31/2019,Queens,5,Individuals,,,,,,,
10/31/2019,Queens,6,Individuals,,,,,,,
10/31/2019,Queens,7,Individuals,,,126,,,156,
10/31/2019,Queens,8,Individuals,,,,,,,314
10/31/2019,Queens,9,Individuals,,,109,,,,
10/31/2019,Queens,10,Individuals,359,,174,59,,453,
10/31/2019,Queens,11,Individuals,,,,,,,
10/31/2019,Queens,12,Individuals,,283,350,1080,,403,1144
10/31/2019,Queens,13,Individuals,,,,561,,243,838
10/31/2019,Queens,14,Individuals,,330,,,,206,172
10/31/2019,Staten Island,1,Individuals,,,,,,,135
10/31/2019,Staten Island,2,Individuals,,,,,,,
10/31/2019,Staten Island,3,Individuals,,,,,,,
11/30/2019,Bronx,1,Individuals,,189,219,,147,84,1254
11/30/2019,Bronx,2,Individuals,,194,,,244,,824
11/30/2019,Bronx,3,Individuals,,338,551,,142,293,1463
11/30/2019,Bronx,4,Individuals,,,437,76,1108,,2051
11/30/2019,Bronx,5,Individuals,,246,493,,927,,1114
11/30/2019,Bronx,6,Individuals,,108,106,93,336,,2300
11/30/2019,Bronx,7,Individuals,,112,623,,275,,325
11/30/2019,Bronx,8,Individuals,,,,,,,258
11/30/2019,Bronx,9,Individuals,,,101,,485,,189
11/30/2019,Bronx,10,Individuals,,,,,,,578
11/30/2019,Bronx,11,Individuals,,,,,,,
11/30/2019,Bronx,12,Individuals,,,107,,,,274
11/30/2019,Brooklyn,1,Individuals,,152,679,,,95,
11/30/2019,Brooklyn,2,Individuals,,184,377,,,,70
11/30/2019,Brooklyn,3,Individuals,,,570,,243,211,638
11/30/2019,Brooklyn,4,Individuals,,,398,62,66,173,864
11/30/2019,Brooklyn,5,Individuals,,,951,252,,262,861
11/30/2019,Brooklyn,6,Individuals,,,99,421,,,
11/30/2019,Brooklyn,7,Individuals,,,186,96,,634,
11/30/2019,Brooklyn,8,Individuals,,64,546,89,,,492
11/30/2019,Brooklyn,9,Individuals,,,355,,,,433
11/30/2019,Brooklyn,10,Individuals,,,,,,,
11/30/2019,Brooklyn,11,Individuals,,,,,,,
11/30/2019,Brooklyn,12,Individuals,,,128,,,,132
11/30/2019,Brooklyn,13,Individuals,,,,,,139,
11/30/2019,Brooklyn,14,Individuals,,,,,,,97
11/30/2019,Brooklyn,15,Individuals,,,,,,,213
11/30/2019,Brooklyn,16,Individuals,,,654,113,,409,2570
11/30/2019,Brooklyn,17,Individuals,,,,135,,,714
11/30/2019,Brooklyn,18,Individuals,,361,,,,,850
11/30/2019,Manhattan,1,Individuals,,,,,,144,
11/30/2019,Manhattan,2,Individuals,,,,,,,
11/30/2019,Manhattan,3,Individuals,,,747,237,37,159,360
11/30/2019,Manhattan,4,Individuals,,76,386,,,650,
11/30/2019,Manhattan,5,Individuals,,329,,,,2100,340
11/30/2019,Manhattan,6,Individuals,,,908,,,,
11/30/2019,Manhattan,7,Individuals,,214,250,,,,632
11/30/2019,Manhattan,8,Individuals,,,78,,,,
11/30/2019,Manhattan,9,Individuals,,,,,39,,787
11/30/2019,Manhattan,10,Individuals,,396,559,,39,,857
11/30/2019,Manhattan,11,Individuals,,,1345,,212,,662
11/30/2019,Manhattan,12,Individuals,,,321,,,119,
11/30/2019,Queens,1,Individuals,,,200,,,242,368
11/30/2019,Queens,2,Individuals,,314,,,,623,227
11/30/2019,Queens,3,Individuals,,,,85,,,868
11/30/2019,Queens,4,Individuals,,,,160,,111,506
11/30/2019,Queens,5,Individuals,,,,,,,
11/30/2019,Queens,6,Individuals,,,,,,,
11/30/2019,Queens,7,Individuals,,,175,,,147,
11/30/2019,Queens,8,Individuals,,,,,,,311
11/30/2019,Queens,9,Individuals,,,112,,,,
11/30/2019,Queens,10,Individuals,342,,171,58,,445,
11/30/2019,Queens,11,Individuals,,,,,,,
11/30/2019,Queens,12,Individuals,,275,347,1072,,400,1187
11/30/2019,Queens,13,Individuals,,,,554,,248,854
11/30/2019,Queens,14,Individuals,,306,,,,214,172
11/30/2019,Staten Island,1,Individuals,,,,,,,130
11/30/2019,Staten Island,2,Individuals,,,,,,,
11/30/2019,Staten Island,3,Individuals,,,,,,,
12/31/2020,Bronx,1,Individuals,,188,216,,114,84,1234
12/31/2020,Bronx,2,Individuals,,187,,,237,,828
