Reporting Area,MMWR Year,MMWR Week,"Malaria, Current week","Malaria, Current week, flag","Malaria, Previous 52 weeks Max†","Malaria, Previous 52 weeks Max†, flag","Malaria, Cum 2020†","Malaria, Cum 2020†, flag","Malaria, Cum 2019†","Malaria, Cum 2019†, flag","Measles§, Imported, Current week","Measles§, Imported, Current week, flag","Measles§, Imported, Previous 52 weeks Max†","Measles§, Imported, Previous 52 weeks Max†, flag","Measles§, Imported, Cum 2020†","Measles§, Imported, Cum 2020†, flag","Measles§, Imported, Cum 2019†","Measles§, Imported, Cum 2019†, flag","Measles§, Indigenous, Current week","Measles§, Indigenous, Current week, flag","Measles§, Indigenous, Previous 52 weeks Max†","Measles§, Indigenous, Previous 52 weeks Max†, flag","Measles§, Indigenous, Cum 2020†","Measles§, Indigenous, Cum 2020†, flag","Measles§, Indigenous, Cum 2019†","Measles§, Indigenous, Cum 2019†, flag",Location 1,Location 2,Reporting Area Sort,New Georeferenced Column
IDAHO,2020,9,,-,1,,,-,,-,,-,2,,,-,,-,,-,0,,,-,,-,IDAHO,,20200951,POINT (-114.659366 44.389073)
U.S. VIRGIN ISLANDS,2020,9,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,VIRGIN ISLANDS,,20200968,POINT (-64.840836 18.060868)
MICHIGAN,2020,9,,-,4,,4,,2,,,-,1,,,-,,-,,-,17,,,-,,-,MICHIGAN,,20200917,POINT (-85.730977 44.874798)
GEORGIA,2020,9,,-,4,,1,,10,,1,,0,,1,,,-,,-,8,,,-,3,,GEORGIA,,20200932,POINT (-83.426574 32.638481)
NEW YORK CITY,2020,9,,-,13,,14,,22,,,-,2,,,-,2,,,-,66,,,-,112,,,NEW YORK CITY,20200912,
ARKANSAS,2020,9,,-,2,,3,,,-,,-,0,,,-,,-,,-,0,,,-,,-,ARKANSAS,,20200944,POINT (-92.439162 34.899825)
MISSISSIPPI,2020,9,,-,0,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,MISSISSIPPI,,20200941,POINT (-89.65344 32.713378)
SOUTH DAKOTA,2020,9,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,SOUTH DAKOTA,,20200927,POINT (-100.230491 44.43614)
WYOMING,2020,9,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,WYOMING,,20200956,POINT (-107.55145 42.999627)
MISSOURI,2020,9,,-,3,,,-,2,,,-,0,,,-,,-,,-,1,,,-,,-,MISSOURI,,20200924,POINT (-92.477244 38.3675)
MIDDLE ATLANTIC,2020,9,3,,22,,32,,56,,,-,5,,,-,7,,,-,70,,,-,138,,,MIDDLE ATLANTIC,20200909,
CALIFORNIA,2020,9,,-,6,,,-,11,,,-,2,,1,,5,,,-,9,,4,,2,,CALIFORNIA,,20200959,POINT (-119.662127 37.211164)
WEST VIRGINIA,2020,9,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,WEST VIRGINIA,,20200937,POINT (-80.613729 38.642579)
FLORIDA,2020,9,,-,5,,,-,3,,,-,1,,1,,,-,,-,1,,,-,,-,FLORIDA,,20200931,POINT (-82.420978 28.260731)
MONTANA,2020,9,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,MONTANA,,20200952,POINT (-109.645127 47.033521)
WEST NORTH CENTRAL,2020,9,,-,5,,5,,7,,,-,1,,,-,,-,,-,1,,,-,,-,,WEST NORTH CENTRAL,20200920,
MASSACHUSETTS,2020,9,,-,6,,11,,9,,,-,1,,1,,,-,,-,1,,,-,,-,MASSACHUSETTS,,20200905,POINT (-71.481104 42.151077)
MOUNTAIN,2020,9,1,,6,,11,,14,,,-,2,,,-,1,,,-,1,,,-,,-,,MOUNTAIN,20200948,
INDIANA,2020,9,,-,0,,,-,,-,,-,0,,,-,,-,,-,1,,,-,,-,INDIANA,,20200916,POINT (-86.2818 39.919991)
NON-US RESIDENTS,2020,9,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,,NON-US RESIDENTS,20200969,
US TERRITORIES,2020,9,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,,US TERRITORIES,20200963,
GUAM,2020,2,,-,0,,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,GUAM,,20200266,POINT (144.653198 13.3532)
TOTAL,2020,10,3,,70,,160,,227,,,-,8,,4,,20,,,-,86,,6,,272,,,TOTAL,20201070,
US RESIDENTS,2020,10,3,,70,,160,,227,,,-,8,,4,,20,,,-,86,,6,,272,,,US RESIDENTS,20201001,
NEW HAMPSHIRE,2020,10,,-,1,,,-,1,,,-,0,,,-,1,,,-,0,,,-,,-,NEW HAMPSHIRE,,20201006,POINT (-71.57139 43.680429)
NEW YORK,2020,10,,-,4,,6,,6,,,-,4,,,-,3,,,-,35,,,-,31,,NEW YORK,,20201011,POINT (-75.59655 42.921241)
PACIFIC,2020,10,,-,8,,7,,21,,,-,3,,1,,7,,,-,9,,5,,76,,,PACIFIC,20201057,
WEST SOUTH CENTRAL,2020,10,,-,9,,6,,12,,,-,1,,,-,1,,,-,3,,,-,8,,,WEST SOUTH CENTRAL,20201043,
NEBRASKA,2020,10,,-,2,,1,,,-,,-,0,,,-,,-,,-,0,,,-,,-,NEBRASKA,,20201025,POINT (-99.810595 41.527099)
EAST SOUTH CENTRAL,2020,10,,-,3,,5,,5,,,-,1,,,-,1,,,-,2,,,-,1,,,EAST SOUTH CENTRAL,20201038,
NORTH DAKOTA,2020,10,,-,2,,2,,1,,,-,0,,,-,,-,,-,0,,,-,,-,NORTH DAKOTA,,20201026,POINT (-100.46931 47.446305)
NEVADA,2020,10,,-,2,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,NEVADA,,20201053,POINT (-114.916992 39.283294)
ILLINOIS,2020,10,,-,7,,6,,11,,,-,1,,,-,1,,,-,1,,,-,5,,ILLINOIS,,20201015,POINT (-89.148632 40.124144)
IOWA,2020,10,,-,3,,2,,2,,,-,1,,,-,,-,,-,1,,,-,,-,IOWA,,20201021,POINT (-93.500061 42.074659)
TEXAS,2020,10,,-,9,,3,,11,,,-,1,,,-,1,,,-,3,,,-,8,,TEXAS,,20201047,POINT (-99.317341 31.447238)
ALASKA,2020,10,,-,1,,,-,1,,,-,0,,,-,,-,,-,1,,,-,,-,ALASKA,,20201058,POINT (-151.631889 63.631126)
DISTRICT OF COLUMBIA,2020,10,,-,3,,,-,4,,,-,0,,,-,,-,,-,1,,1,,,-,DISTRICT OF COLUMBIA,,20201030,POINT (-77.016275 38.904785)
WASHINGTON,2020,10,,-,3,,5,,6,,,-,3,,,-,1,,,-,4,,,-,68,,WASHINGTON,,20201062,POINT (-120.592492 47.411715)
NEW ENGLAND,2020,10,1,,7,,13,,13,,,-,1,,1,,1,,,-,1,,,-,2,,,NEW ENGLAND,20201002,
RHODE ISLAND,2020,10,,-,3,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,RHODE ISLAND,,20201007,POINT (-71.534637 41.572574)
OREGON,2020,10,,-,1,,2,,1,,,-,2,,,-,,-,,-,5,,,-,6,,OREGON,,20201061,POINT (-120.605279 43.940449)
DELAWARE,2020,10,,-,2,,4,,5,,,-,0,,,-,,-,,-,0,,,-,,-,DELAWARE,,20201029,POINT (-75.452394 38.994926)
ALABAMA,2020,10,,-,1,,2,,,-,,-,0,,,-,,-,,-,0,,,-,,-,ALABAMA,,20201039,POINT (-86.844516 32.756889)
KANSAS,2020,10,,-,1,,,-,2,,,-,0,,,-,,-,,-,0,,,-,,-,KANSAS,,20201022,POINT (-98.38018 38.484729)
NORTH CAROLINA,2020,10,,-,7,,6,,9,,,-,0,,,-,,-,,-,0,,,-,,-,NORTH CAROLINA,,20201034,POINT (-79.130883 35.52603)
GUAM,2020,10,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,GUAM,,20201066,POINT (144.653198 13.3532)
NEW JERSEY,2020,10,,-,7,,7,,13,,,-,1,,,-,1,,,-,3,,,-,6,,NEW JERSEY,,20201010,POINT (-74.655514 40.110253)
NEW MEXICO,2020,10,,-,1,,1,,,-,,-,0,,,-,,-,,-,1,,,-,,-,NEW MEXICO,,20201054,POINT (-106.108388 34.421369)
EAST NORTH CENTRAL,2020,10,1,,9,,24,,24,,,-,2,,,-,1,,,-,17,,,-,5,,,EAST NORTH CENTRAL,20201014,
TENNESSEE,2020,10,,-,1,,3,,4,,,-,1,,,-,,-,,-,2,,,-,,-,TENNESSEE,,20201042,POINT (-86.343226 35.842998)
CONNECTICUT,2020,10,,-,2,,,-,,-,,-,0,,,-,,-,,-,1,,,-,2,,CONNECTICUT,,20201003,POINT (-72.738288 41.575155)
MARYLAND,2020,10,1,,13,,29,,25,,,-,0,,,-,,-,,-,4,,,-,,-,MARYLAND,,20201033,POINT (-76.687282 38.946466)
SOUTH CAROLINA,2020,10,,-,0,,,-,,-,,-,0,,,-,,-,,-,1,,,-,,-,SOUTH CAROLINA,,20201035,POINT (-80.864614 33.878572)
OKLAHOMA,2020,10,,-,2,,,-,,-,,-,0,,,-,,-,,-,2,,,-,,-,OKLAHOMA,,20201046,POINT (-97.508297 35.583449)
NORTHERN MARIANA ISLANDS,2020,10,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,NORTHERN MARIANA ISLANDS,,20201065,POINT (145.725693 15.1834)
OHIO,2020,10,1,,5,,14,,9,,,-,0,,,-,,-,,-,1,,,-,,-,OHIO,,20201018,POINT (-82.70936 40.415534)
MINNESOTA,2020,10,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,MINNESOTA,,20201023,POINT (-94.198308 46.349153)
LOUISIANA,2020,10,,-,2,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,LOUISIANA,,20201045,POINT (-91.840238 30.921314)
HAWAII,2020,10,,-,1,,,-,,-,,-,0,,,-,,-,,-,1,,1,,,-,HAWAII,,20201060,POINT (-157.854309 21.361013)
SOUTH ATLANTIC,2020,10,1,,25,,53,,72,,,-,1,,2,,,-,,-,8,,1,,3,,,SOUTH ATLANTIC,20201028,
PENNSYLVANIA,2020,10,,-,9,,7,,16,,,-,4,,,-,1,,,-,2,,,-,,-,PENNSYLVANIA,,20201013,POINT (-77.838886 40.896694)
UTAH,2020,10,,-,2,,2,,3,,,-,0,,,-,,-,,-,0,,,-,,-,UTAH,,20201055,POINT (-111.678222 39.323779)
COLORADO,2020,10,,-,4,,2,,6,,,-,0,,,-,1,,,-,0,,,-,,-,COLORADO,,20201050,POINT (-105.547832 38.998552)
VERMONT,2020,10,,-,1,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,VERMONT,,20201008,POINT (-72.662695 44.075252)
KENTUCKY,2020,10,,-,2,,,-,,-,,-,0,,,-,1,,,-,1,,,-,1,,KENTUCKY,,20201040,POINT (-85.290484 37.526683)
PUERTO RICO,2020,10,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,PUERTO RICO,,20201067,POINT (-66.414655 18.215692)
MAINE,2020,10,,-,3,,1,,1,,,-,0,,,-,,-,,-,1,,,-,,-,MAINE,,20201004,POINT (-69.06137 45.117911)
VIRGINIA,2020,10,,-,6,,13,,16,,,-,1,,,-,,-,,-,0,,,-,,-,VIRGINIA,,20201036,POINT (-78.666382 37.510861)
ARIZONA,2020,10,,-,5,,6,,5,,,-,1,,,-,1,,,-,0,,,-,,-,ARIZONA,,20201049,POINT (-111.664616 34.293239)
AMERICAN SAMOA,2020,10,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,,AMERICAN SAMOA,20201064,
WISCONSIN,2020,10,,-,2,,,-,2,,,-,0,,,-,,-,,-,0,,,-,,-,WISCONSIN,,20201019,POINT (-89.732969 44.639954)
IDAHO,2020,10,,-,1,,,-,,-,,-,2,,,-,,-,,-,0,,,-,,-,IDAHO,,20201051,POINT (-114.659366 44.389073)
U.S. VIRGIN ISLANDS,2020,10,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,VIRGIN ISLANDS,,20201068,POINT (-64.840836 18.060868)
MICHIGAN,2020,10,,-,4,,4,,2,,,-,1,,,-,,-,,-,17,,,-,,-,MICHIGAN,,20201017,POINT (-85.730977 44.874798)
GEORGIA,2020,10,,-,4,,1,,10,,,-,1,,1,,,-,,-,8,,,-,3,,GEORGIA,,20201032,POINT (-83.426574 32.638481)
NEW YORK CITY,2020,10,,-,13,,16,,23,,,-,2,,,-,2,,,-,66,,,-,139,,,NEW YORK CITY,20201012,
ARKANSAS,2020,10,,-,2,,3,,,-,,-,0,,,-,,-,,-,0,,,-,,-,ARKANSAS,,20201044,POINT (-92.439162 34.899825)
MISSISSIPPI,2020,10,,-,0,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,MISSISSIPPI,,20201041,POINT (-89.65344 32.713378)
SOUTH DAKOTA,2020,10,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,SOUTH DAKOTA,,20201027,POINT (-100.230491 44.43614)
WYOMING,2020,10,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,WYOMING,,20201056,POINT (-107.55145 42.999627)
MISSOURI,2020,10,,-,3,,,-,2,,,-,0,,,-,,-,,-,1,,,-,1,,MISSOURI,,20201024,POINT (-92.477244 38.3675)
MIDDLE ATLANTIC,2020,10,,-,22,,36,,58,,,-,5,,,-,7,,,-,70,,,-,176,,,MIDDLE ATLANTIC,20201009,
CALIFORNIA,2020,10,,-,6,,,-,13,,,-,2,,1,,6,,,-,9,,4,,2,,CALIFORNIA,,20201059,POINT (-119.662127 37.211164)
WEST VIRGINIA,2020,10,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,WEST VIRGINIA,,20201037,POINT (-80.613729 38.642579)
FLORIDA,2020,10,,-,5,,,-,3,,,-,1,,1,,,-,,-,1,,,-,,-,FLORIDA,,20201031,POINT (-82.420978 28.260731)
MONTANA,2020,10,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,MONTANA,,20201052,POINT (-109.645127 47.033521)
WEST NORTH CENTRAL,2020,10,,-,5,,5,,7,,,-,1,,,-,,-,,-,1,,,-,1,,,WEST NORTH CENTRAL,20201020,
MASSACHUSETTS,2020,10,1,,6,,12,,10,,,-,1,,1,,,-,,-,1,,,-,,-,MASSACHUSETTS,,20201005,POINT (-71.481104 42.151077)
MOUNTAIN,2020,10,,-,6,,11,,15,,,-,2,,,-,2,,,-,1,,,-,,-,,MOUNTAIN,20201048,
INDIANA,2020,10,,-,0,,,-,,-,,-,0,,,-,,-,,-,1,,,-,,-,INDIANA,,20201016,POINT (-86.2818 39.919991)
NON-US RESIDENTS,2020,10,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,,NON-US RESIDENTS,20201069,
US TERRITORIES,2020,10,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,,US TERRITORIES,20201063,
PUERTO RICO,2020,2,,-,0,,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,PUERTO RICO,,20200267,POINT (-66.414655 18.215692)
U.S. VIRGIN ISLANDS,2020,2,,-,0,,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,VIRGIN ISLANDS,,20200268,POINT (-64.840836 18.060868)
NON-US RESIDENTS,2020,2,,-,1,,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,NON-US RESIDENTS,20200269,
TOTAL,2020,2,5,,70,,19,,45,,,-,8,,,-,4,,,-,86,,,-,24,,,TOTAL,20200270,
NEW HAMPSHIRE,2020,14,,-,1,,,-,1,,,-,0,,,-,1,,,-,0,,,-,,-,NEW HAMPSHIRE,,20201406,POINT (-71.57139 43.680429)
NEW YORK,2020,14,2,,4,,10,,6,,,-,4,,,-,3,,,-,35,,,-,55,,NEW YORK,,20201411,POINT (-75.59655 42.921241)
PACIFIC,2020,14,,-,8,,7,,26,,,-,3,,1,,11,,,-,9,,5,,94,,,PACIFIC,20201457,
WEST SOUTH CENTRAL,2020,14,,-,9,,6,,16,,,-,1,,,-,3,,,-,3,,,-,10,,,WEST SOUTH CENTRAL,20201443,
NEBRASKA,2020,14,,-,2,,1,,,-,,-,0,,,-,,-,,-,0,,,-,,-,NEBRASKA,,20201425,POINT (-99.810595 41.527099)
EAST SOUTH CENTRAL,2020,14,,-,3,,5,,5,,,-,1,,,-,1,,,-,2,,,-,1,,,EAST SOUTH CENTRAL,20201438,
NORTH DAKOTA,2020,14,,-,2,,2,,2,,,-,0,,,-,,-,,-,0,,,-,,-,NORTH DAKOTA,,20201426,POINT (-100.46931 47.446305)
NEVADA,2020,14,,-,2,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,NEVADA,,20201453,POINT (-114.916992 39.283294)
ILLINOIS,2020,14,,-,7,,6,,13,,,-,1,,,-,2,,,-,1,,,-,5,,ILLINOIS,,20201415,POINT (-89.148632 40.124144)
IOWA,2020,14,,-,3,,2,,3,,,-,1,,,-,,-,,-,1,,,-,,-,IOWA,,20201421,POINT (-93.500061 42.074659)
TEXAS,2020,14,,-,9,,3,,15,,,-,1,,,-,3,,,-,3,,,-,10,,TEXAS,,20201447,POINT (-99.317341 31.447238)
ALASKA,2020,14,,-,1,,,-,2,,,-,0,,,-,,-,,-,1,,,-,,-,ALASKA,,20201458,POINT (-151.631889 63.631126)
DISTRICT OF COLUMBIA,2020,14,,-,3,,,-,8,,,-,0,,,-,,-,,-,1,,1,,,-,DISTRICT OF COLUMBIA,,20201430,POINT (-77.016275 38.904785)
WASHINGTON,2020,14,,-,3,,5,,6,,,-,3,,,-,1,,,-,4,,,-,71,,WASHINGTON,,20201462,POINT (-120.592492 47.411715)
NEW ENGLAND,2020,14,,-,7,,13,,21,,,-,1,,1,,2,,,-,1,,,-,2,,,NEW ENGLAND,20201402,
RHODE ISLAND,2020,14,,-,3,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,RHODE ISLAND,,20201407,POINT (-71.534637 41.572574)
OREGON,2020,14,,-,1,,2,,2,,,-,2,,,-,1,,,-,5,,,-,9,,OREGON,,20201461,POINT (-120.605279 43.940449)
DELAWARE,2020,14,,-,2,,4,,6,,,-,0,,,-,,-,,-,0,,,-,,-,DELAWARE,,20201429,POINT (-75.452394 38.994926)
ALABAMA,2020,14,,-,1,,2,,,-,,-,0,,,-,,-,,-,0,,,-,,-,ALABAMA,,20201439,POINT (-86.844516 32.756889)
KANSAS,2020,14,,-,1,,,-,3,,,-,0,,,-,,-,,-,0,,,-,,-,KANSAS,,20201422,POINT (-98.38018 38.484729)
NORTH CAROLINA,2020,14,,-,7,,7,,12,,,-,0,,,-,,-,,-,0,,,-,,-,NORTH CAROLINA,,20201434,POINT (-79.130883 35.52603)
GUAM,2020,14,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,GUAM,,20201466,POINT (144.653198 13.3532)
NEW JERSEY,2020,14,,-,7,,7,,17,,,-,1,,,-,1,,,-,1,,,-,13,,NEW JERSEY,,20201410,POINT (-74.655514 40.110253)
NEW MEXICO,2020,14,,-,1,,1,,,-,,-,0,,,-,,-,,-,1,,,-,,-,NEW MEXICO,,20201454,POINT (-106.108388 34.421369)
EAST NORTH CENTRAL,2020,14,,-,9,,25,,31,,,-,2,,,-,3,,,-,7,,,-,46,,,EAST NORTH CENTRAL,20201414,
TOTAL,2020,17,,-,70,,201,,348,,,-,5,,4,,46,,,-,60,,7,,763,,,TOTAL,20201770,
TENNESSEE,2020,14,,-,1,,3,,4,,,-,1,,,-,,-,,-,2,,,-,,-,TENNESSEE,,20201442,POINT (-86.343226 35.842998)
CONNECTICUT,2020,14,,-,2,,,-,,-,,-,0,,,-,,-,,-,1,,,-,2,,CONNECTICUT,,20201403,POINT (-72.738288 41.575155)
MARYLAND,2020,14,,-,13,,30,,33,,,-,0,,,-,,-,,-,4,,,-,,-,MARYLAND,,20201433,POINT (-76.687282 38.946466)
SOUTH CAROLINA,2020,14,,-,0,,,-,,-,,-,0,,,-,,-,,-,1,,,-,,-,SOUTH CAROLINA,,20201435,POINT (-80.864614 33.878572)
OKLAHOMA,2020,14,,-,2,,,-,,-,,-,0,,,-,,-,,-,2,,,-,,-,OKLAHOMA,,20201446,POINT (-97.508297 35.583449)
NORTHERN MARIANA ISLANDS,2020,14,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,NORTHERN MARIANA ISLANDS,,20201465,POINT (145.725693 15.1834)
OHIO,2020,14,,-,5,,14,,14,,,-,0,,,-,,-,,-,1,,,-,,-,OHIO,,20201418,POINT (-82.70936 40.415534)
MINNESOTA,2020,14,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,MINNESOTA,,20201423,POINT (-94.198308 46.349153)
LOUISIANA,2020,14,,-,2,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,LOUISIANA,,20201445,POINT (-91.840238 30.921314)
HAWAII,2020,14,,-,1,,,-,,-,,-,0,,,-,,-,,-,1,,1,,,-,HAWAII,,20201460,POINT (-157.854309 21.361013)
SOUTH ATLANTIC,2020,14,,-,25,,59,,94,,,-,1,,2,,1,,1,,8,,2,,3,,,SOUTH ATLANTIC,20201428,
PENNSYLVANIA,2020,14,,-,9,,10,,19,,,-,4,,,-,1,,,-,2,,,-,,-,PENNSYLVANIA,,20201413,POINT (-77.838886 40.896694)
UTAH,2020,14,,-,2,,3,,3,,,-,0,,,-,,-,,-,0,,,-,,-,UTAH,,20201455,POINT (-111.678222 39.323779)
COLORADO,2020,14,,-,4,,2,,8,,,-,0,,,-,1,,,-,0,,,-,,-,COLORADO,,20201450,POINT (-105.547832 38.998552)
VERMONT,2020,14,,-,1,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,VERMONT,,20201408,POINT (-72.662695 44.075252)
KENTUCKY,2020,14,,-,2,,,-,,-,,-,0,,,-,1,,,-,0,,,-,1,,KENTUCKY,,20201440,POINT (-85.290484 37.526683)
PUERTO RICO,2020,14,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,PUERTO RICO,,20201467,POINT (-66.414655 18.215692)
MAINE,2020,14,,-,3,,1,,6,,,-,0,,,-,,-,,-,1,,,-,,-,MAINE,,20201404,POINT (-69.06137 45.117911)
VIRGINIA,2020,14,,-,6,,17,,18,,,-,1,,,-,,-,,-,0,,,-,,-,VIRGINIA,,20201436,POINT (-78.666382 37.510861)
ARIZONA,2020,14,1,,5,,8,,6,,,-,0,,,-,1,,,-,0,,,-,,-,ARIZONA,,20201449,POINT (-111.664616 34.293239)
AMERICAN SAMOA,2020,14,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,,AMERICAN SAMOA,20201464,
WISCONSIN,2020,14,,-,2,,,-,2,,,-,0,,,-,,-,,-,0,,,-,,-,WISCONSIN,,20201419,POINT (-89.732969 44.639954)
IDAHO,2020,14,,-,1,,,-,,-,,-,2,,,-,,-,,-,0,,,-,,-,IDAHO,,20201451,POINT (-114.659366 44.389073)
U.S. VIRGIN ISLANDS,2020,14,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,VIRGIN ISLANDS,,20201468,POINT (-64.840836 18.060868)
MICHIGAN,2020,14,,-,4,,5,,2,,,-,1,,,-,1,,,-,7,,,-,40,,MICHIGAN,,20201417,POINT (-85.730977 44.874798)
GEORGIA,2020,14,,-,4,,1,,10,,,-,1,,1,,,-,,-,8,,,-,3,,GEORGIA,,20201432,POINT (-83.426574 32.638481)
NEW YORK CITY,2020,14,,-,13,,19,,33,,,-,1,,,-,4,,,-,66,,,-,333,,,NEW YORK CITY,20201412,
ARKANSAS,2020,14,,-,2,,3,,,-,,-,0,,,-,,-,,-,0,,,-,,-,ARKANSAS,,20201444,POINT (-92.439162 34.899825)
MISSISSIPPI,2020,14,,-,0,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,MISSISSIPPI,,20201441,POINT (-89.65344 32.713378)
SOUTH DAKOTA,2020,14,,-,1,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,SOUTH DAKOTA,,20201427,POINT (-100.230491 44.43614)
WYOMING,2020,14,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,WYOMING,,20201456,POINT (-107.55145 42.999627)
MISSOURI,2020,14,,-,3,,,-,3,,,-,0,,,-,,-,,-,0,,,-,1,,MISSOURI,,20201424,POINT (-92.477244 38.3675)
MIDDLE ATLANTIC,2020,14,2,,22,,46,,75,,,-,5,,,-,9,,,-,70,,,-,401,,,MIDDLE ATLANTIC,20201409,
CALIFORNIA,2020,14,,-,6,,,-,16,,,-,2,,1,,9,,,-,9,,4,,14,,CALIFORNIA,,20201459,POINT (-119.662127 37.211164)
WEST VIRGINIA,2020,14,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,WEST VIRGINIA,,20201437,POINT (-80.613729 38.642579)
FLORIDA,2020,14,,-,5,,,-,7,,,-,1,,1,,1,,1,,1,,1,,,-,FLORIDA,,20201431,POINT (-82.420978 28.260731)
MONTANA,2020,14,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,MONTANA,,20201452,POINT (-109.645127 47.033521)
TOTAL,2020,12,,-,70,,171,,264,,,-,8,,4,,26,,,-,86,,6,,400,,,TOTAL,20201270,
US RESIDENTS,2020,12,,-,70,,171,,264,,,-,8,,4,,26,,,-,86,,6,,400,,,US RESIDENTS,20201201,
NEW HAMPSHIRE,2020,12,,-,1,,,-,1,,,-,0,,,-,1,,,-,0,,,-,,-,NEW HAMPSHIRE,,20201206,POINT (-71.57139 43.680429)
NEW YORK,2020,12,,-,4,,8,,6,,,-,4,,,-,3,,,-,35,,,-,40,,NEW YORK,,20201211,POINT (-75.59655 42.921241)
PACIFIC,2020,12,,-,8,,7,,25,,,-,3,,1,,10,,,-,9,,5,,87,,,PACIFIC,20201257,
WEST SOUTH CENTRAL,2020,12,,-,9,,6,,14,,,-,1,,,-,3,,,-,3,,,-,9,,,WEST SOUTH CENTRAL,20201243,
NEBRASKA,2020,12,,-,2,,1,,,-,,-,0,,,-,,-,,-,0,,,-,,-,NEBRASKA,,20201225,POINT (-99.810595 41.527099)
EAST SOUTH CENTRAL,2020,12,,-,3,,5,,5,,,-,1,,,-,1,,,-,2,,,-,1,,,EAST SOUTH CENTRAL,20201238,
NORTH DAKOTA,2020,12,,-,2,,2,,2,,,-,0,,,-,,-,,-,0,,,-,,-,NORTH DAKOTA,,20201226,POINT (-100.46931 47.446305)
NEVADA,2020,12,,-,2,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,NEVADA,,20201253,POINT (-114.916992 39.283294)
ILLINOIS,2020,12,,-,7,,6,,12,,,-,1,,,-,2,,,-,1,,,-,5,,ILLINOIS,,20201215,POINT (-89.148632 40.124144)
IOWA,2020,12,,-,3,,2,,2,,,-,1,,,-,,-,,-,1,,,-,,-,IOWA,,20201221,POINT (-93.500061 42.074659)
TEXAS,2020,12,,-,9,,3,,13,,,-,1,,,-,3,,,-,3,,,-,9,,TEXAS,,20201247,POINT (-99.317341 31.447238)
ALASKA,2020,12,,-,1,,,-,2,,,-,0,,,-,,-,,-,1,,,-,,-,ALASKA,,20201258,POINT (-151.631889 63.631126)
DISTRICT OF COLUMBIA,2020,12,,-,3,,,-,7,,,-,0,,,-,,-,,-,1,,1,,,-,DISTRICT OF COLUMBIA,,20201230,POINT (-77.016275 38.904785)
WASHINGTON,2020,12,,-,3,,5,,6,,,-,3,,,-,1,,,-,4,,,-,71,,WASHINGTON,,20201262,POINT (-120.592492 47.411715)
NEW ENGLAND,2020,12,,-,7,,13,,16,,,-,1,,1,,1,,,-,1,,,-,2,,,NEW ENGLAND,20201202,
