Fuel Type Code,Station Name,Street Address,Intersection Directions,City,State,ZIP,Plus4,Station Phone,Status Code,Expected Date,Groups With Access Code,Access Days Time,Cards Accepted,BD Blends,NG Fill Type Code,NG PSI,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Other Info,EV Network,EV Network Web,Geocode Status,Latitude,Longitude,Date Last Confirmed,ID,Updated At,Owner Type Code,Federal Agency ID,Federal Agency Name,Open Date,Hydrogen Status Link,NG Vehicle Class,LPG Primary,E85 Blender Pump,EV Connector Types,Country,Intersection Directions (French),Access Days Time (French),BD Blends (French),Groups With Access Code (French),Hydrogen is Retail,Access Code,Access Detail Code,Federal Agency Code,Facility Type,CNG Dispenser Num,CNG On-Site Renewable Source,CNG Total Compression Capacity,CNG Storage Capacity,LNG On-Site Renewable Source,E85 Other Ethanol Blends,EV Pricing,EV Pricing (French),LPG Nozzle Types,Hydrogen Pressures,Hydrogen Standards,CNG Fill Type Code,CNG PSI,CNG Vehicle Class,LNG Vehicle Class,EV On-Site Renewable Source,Location 1
ELEC,Holiday Inn Express & Suites Saugerties - Hudson Valley,9 Old Rte 32,,Saugerties,NY,12477,,866-816-7584,E,,Public,24 hours daily,,,,,,4,,,EV Connect,http://evconnect.com/,GPS,42.087996,-73.975551,04/08/2020,154659,2020-04-08 12:29:55,P,,,03/20/2020,,,,,J1772,US,,,,Public,,public,,,HOTEL,,,,,,,,,,,,,,,,,"(42.087996000000004, -73.975551)"
ELEC,Union College,North Ln,,Schenectady,NY,12308,,866-816-7584,E,,Public,24 hours daily; Also accepts Paypal,A D M V,,,,,4,,,EV Connect,http://evconnect.com/,GPS,42.818224,-73.927289,04/08/2020,155030,2020-04-08 12:29:55,P,,,04/02/2019,,,,,J1772,US,,,,Public,,public,,,COLLEGE_CAMPUS,,,,,,,,,,,,,,,,,"(42.818224, -73.927289)"
ELEC,Cafe Crust - Tesla Supercharger,850 County Road 39,,Southampton,NY,11968,,877-798-3752,E,,Public,24 hours daily; for Tesla use only,,,,,,,8,,Tesla,http://www.teslamotors.com/supercharger,200-9,40.891909,-72.426995,01/31/2020,102343,2020-02-06 19:50:43,P,,,06/01/2016,,,,,TESLA,US,,,,Public,,public,,,,,,,,,,$0.28 per kWh; $0.26 per minute above 60 kW and $0.13 per minute at or below 60 kW,,,,,,,,,,"(40.891909000000005, -72.42699499999999)"
ELEC,2702 Queens Plaza South - Tesla Destination,2702 Queens Plaza S,,Long Island City,NY,11101,,718-864-2992  877-798-3752,E,,Public,24 hours daily; pay lot; see valet for access,,,,,,6,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.749893,-73.939758,09/30/2019,150653,2020-03-02 20:14:21,P,,,09/30/2019,,,,,TESLA,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,"(40.749893, -73.939758)"
ELEC,Roger Smith Hotel - Tesla Destination,501 Lexington Ave,,New York,NY,10017,,212-755-1400  877-798-3752,E,,Public,24 hours daily; for customer use only; see valet for access,,,,,,1,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.754735,-73.973361,09/30/2019,115146,2020-03-02 20:14:21,P,,,11/01/2018,,,,,TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,"(40.754735, -73.973361)"
ELEC,TONAWANDA YPR,151 Thorncliff Rd,POOL PLAZA 2; -,Buffalo,NY,14223,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.982760,-78.866790,05/10/2020,154518,2020-05-10 09:19:27,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,"Pricing is based on length of time and kWh used. $0 per hour, and $5 per additional hour, $0.15 per kWh",,,,,,,,,,"(42.98276, -78.86679000000001)"
ELEC,Quik Park Armory Parking Inc. - Tesla Destination,172 Vanderbilt,,Brooklyn,NY,11205,,718-222-9427  877-798-3752,E,,Public,24 hours daily; see valet for access,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,40.692372,-73.969893,09/30/2019,114891,2020-03-02 20:14:21,P,,,03/01/2017,,,,,TESLA,US,,,,Public,,public,,,PAY_GARAGE,,,,,,,Free,,,,,,,,,,"(40.692372, -73.969893)"
ELEC,Loews Regency New York - Tesla Destination,540 Park Ave,,New York,NY,10065,,212-759-4100  877-798-3752,E,,Public,24 hours daily; pay lot; see valet for access,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.764608,-73.969355,09/30/2019,115156,2020-03-02 20:14:21,P,,,11/01/2016,,,,,J1772 TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,"(40.764608, -73.96935500000001)"
ELEC,TOK EVSE,3211 Church St,TOWN OF KINDERH,Valatie,NY,12184,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.415531,-73.676855,05/10/2020,117622,2020-05-10 09:19:27,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,"(42.4155313, -73.6768548)"
ELEC,ULSTER COUNTY,285 Wall Street,"COURTHOUSE 1; Enter from Wall Street. Station is located at rear of parking lot near the Crown Street exit. Ulster County's fee for public charging is $0.50 per hour, effective 1-1-2020.",Kingston,NY,12401,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.932845,-74.020676,05/10/2020,122999,2020-05-10 09:19:27,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,"Pricing is based on length of time. $0 per hour for the first 2 hours, and $0.5 per additional hour",,,,,,,,,,"(41.9328449, -74.02067590000001)"
ELEC,ULSTER COUNTY,239 Golden Hill Dr,"HEALTH DEPT 1; Ulster County's fee for public charging is $0.50 per hour, effective 1-1-2020.HEALTH DEPT 2; Ulster County's fee for public charging is $0.50 per hour, effective 1-1-2020.HEALTH DEPT 3; Ulster County's fee for public charging is $0.50 per hour, effective 1-1-2020.",Kingston,NY,12401,,888-758-4389,E,,Public,24 hours daily,,,,,,6,,,ChargePoint Network,http://www.chargepoint.com/,200-9,41.916073,-74.018603,05/10/2020,68779,2020-05-10 09:19:27,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,"Pricing is based on length of time. $0 per hour for the first 2 hours, and $0.5 per additional hour",,,,,,,,,,"(41.916073, -74.018603)"
ELEC,National Grid - Parking Lot,300 Erie Blvd W,"In customer parking lot, access off of Genesee Street",Syracuse,NY,13202,,800-867-5222,E,,Public,8am-5pm M-F,,,,,,3,,,Non-Networked,,200-9,43.051581,-76.157208,07/09/2019,123603,2020-01-21 18:34:38,T,,,03/01/2019,,,,,J1772,US,,,,Public,,public,,,UTILITY,,,,,,,,,,,,,,,,,"(43.051581, -76.157208)"
ELEC,RESERVE - CLUB,1 Reserve Blvd,RESERVE-CLUB; -,Yaphank,NY,11980,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.849614,-72.897944,05/10/2020,154433,2020-05-10 09:19:27,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,"Pricing is based on length of time and kWh used. $0 per hour for the first 4 hours, and $3 per additional hour, $0.495 per kWh, maximum payment of $20",,,,,,,,,,"(40.849614100000004, -72.8979439)"
ELEC,GMC Parking Narragansett - Tesla Destination,124 E 63rd St,,New York,NY,10065,,212-838-2720  877-798-3752,E,,Public,24 hours daily; for customer use only; see valet for access,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.764767,-73.967021,09/30/2019,115007,2020-03-02 20:14:21,P,,,09/01/2017,,,,,J1772 TESLA,US,,,,Public,,public,,,PAY_GARAGE,,,,,,,Free,,,,,,,,,,"(40.764767, -73.967021)"
ELEC,Icon Parking 220 Riverside Blvd - Tesla Destination,220 Riverside Blvd,,New York,NY,10024,,212-501-0016  877-798-3752,E,,Public,24 hours daily; see valet for access,,,,,,6,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.779750,-73.987272,09/30/2019,115054,2020-03-02 20:14:21,P,,,01/01/2016,,,,,J1772 TESLA,US,,,,Public,,public,,,PAY_GARAGE,,,,,,,Free,,,,,,,,,,"(40.77975, -73.98727199999999)"
ELEC,Brooklyn Renaissance Plaza - Muss Properties,335 Adams St,,Brooklyn,NY,11201,,866-816-7584,E,,Public,24 hours daily,,,,,,3,,,EV Connect,http://evconnect.com/,200-9,40.693507,-73.988425,04/08/2020,121863,2020-04-08 12:29:55,P,,,04/01/2019,,,,,J1772,US,,,,Public,,public,,,OFFICE_BLDG,,,,,,,,,,,,,,,,,"(40.693507000000004, -73.988425)"
ELEC,Champion Parking E 16th Street - Tesla Destination,101  E 16th St,,New York,NY,10003,,212-358-1476  877-798-3752,E,,Public,24 hours daily; see valet for access,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,40.736116,-73.989322,09/30/2019,114991,2020-03-02 20:14:21,P,,,09/01/2017,,,,,J1772 TESLA,US,,,,Public,,public,,,PAY_GARAGE,,,,,,,Free,,,,,,,,,,"(40.736115999999996, -73.989322)"
ELEC,PUBLIC RESTROOM,10 Rock City Rd Chamber of Commerce,WOODSTOCK COMME; By public rest rooms,Woodstock,NY,12498,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.041481,-74.117992,05/10/2020,104064,2020-05-10 09:19:27,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,"(42.0414809, -74.1179923)"
ELEC,Rapidpark 9-11 W 100th Street - Tesla Destination,9 W 100th St,,New York,NY,10024,,212-531-4228  877-798-3752,E,,Public,24 hours daily; see valet for access,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.794681,-73.963228,09/30/2019,115192,2020-03-02 20:14:21,P,,,03/01/2017,,,,,J1772 TESLA,US,,,,Public,,public,,,PAY_GARAGE,,,,,,,Free,,,,,,,,,,"(40.794681, -73.963228)"
ELEC,The William Vale Hotel - Tesla Destination,111 N 12th St,,Brooklyn,NY,11249,,718-631-8400  877-798-3752,E,,Public,24 hours daily; for customer use only; see valet for access,,,,,,4,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,40.722362,-73.957208,09/30/2019,114919,2020-03-02 20:14:21,P,,,10/01/2016,,,,,TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,"(40.722362, -73.957208)"
ELEC,New York and Atlantic Railway Fresh Pond Yard,68-01 Otto Rd,,Glendale,NY,11385,,866-816-7584,E,,Public,24 hours daily,,,,,,2,,,EV Connect,http://evconnect.com/,GPS,40.706231,-73.886487,04/08/2020,123128,2020-04-08 12:29:55,P,,,04/01/2019,,,,,J1772,US,,,,Public,,public,,,PARKING_LOT,,,,,,,,,,,,,,,,,"(40.706231200000005, -73.8864871)"
ELEC,iPark NYC 400 E 35th NYU - Tesla Destination,400 E 35th St,,New York,NY,10016,,855-472-7569  877-798-3752,E,,Public,24 hours daily; for customer use only; see valet for access,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,40.744093,-73.972689,09/30/2019,115120,2020-03-02 20:14:21,P,,,01/01/2016,,,,,J1772 TESLA,US,,,,Public,,public,,,PAY_GARAGE,,,,,,,Free,,,,,,,,,,"(40.744093, -73.972689)"
ELEC,SOLVAY LIBRARY,615 Woods Rd,STATION 1,Syracuse,NY,13209,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,43.057832,-76.207413,05/10/2020,105102,2020-05-10 09:19:27,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$0.15 per kWh,,,,,,,,,,"(43.057832299999994, -76.2074131)"
ELEC,iPark NYC Central Harlem Garage Corp. - Tesla Destination,49 W 116th St,,New York,NY,10026,,212-860-7691  877-798-3752,E,,Public,24 hours daily; see valet for access,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,40.801497,-73.947920,09/30/2019,115141,2020-03-02 20:14:21,P,,,08/15/2016,,,,,J1772 TESLA,US,,,,Public,,public,,,PAY_GARAGE,,,,,,,Free,,,,,,,,,,"(40.801497, -73.94792)"
ELEC,Icon Parking 810 Seventh Ave - Tesla Destination,207  W 52nd St,,New York,NY,10019,,212-247-4372  877-798-3752,E,,Public,24 hours daily; see valet for access,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,40.762891,-73.983151,09/30/2019,115049,2020-03-02 20:14:21,P,,,08/15/2016,,,,,J1772 TESLA,US,,,,Public,,public,,,PAY_GARAGE,,,,,,,Free,,,,,,,,,,"(40.762890999999996, -73.983151)"
ELEC,PICOTTE,80 Wolf Rd,80 WOLF 280 WOLF ROAD 1,Colonie,NY,12205,,888-758-4389,E,,Public,24 hours daily,,,,,,4,,,ChargePoint Network,http://www.chargepoint.com/,200-9,42.715648,-73.813015,05/10/2020,147462,2020-05-10 09:19:27,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,"Pricing is based on length of time and kWh used. $0 per hour for the first 4 hours, and $5 per additional hour, $0.15 per kWh",,,,,,,,,,"(42.715648, -73.81301500000001)"
ELEC,New York State Parks - Saratoga Region,99 E West Rd,Located in the Peerless Pool Parking Lot. Parking lot may have limited access in winter.,Saratoga Springs,NY,12866,,866-816-7584,E,,Public,24 hours daily,,,,,,2,,,EV Connect,http://evconnect.com/,GPS,43.046328,-73.806865,04/08/2020,123141,2020-04-08 12:29:55,P,,,04/01/2019,,,,,J1772,US,,,,Public,,public,,,PARK,,,,,,,,,,,,,,,,,"(43.046328, -73.806865)"
ELEC,NY STATE PARKS,280 Club House Rd,JAMES BAIRD,Pleasant Valley,NY,12569,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.685950,-73.791916,05/10/2020,149880,2020-05-10 09:19:27,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,"(41.68595, -73.791916)"
ELEC,INDUSTRY CITY,533 2nd Ave,LOT B EAST; Parking Lot CLOT B WEST; Parking lot B,Brooklyn,NY,11232,,888-758-4389,E,,Public,24 hours daily,,,,,,4,,,ChargePoint Network,http://www.chargepoint.com/,200-9,40.658770,-74.005029,05/10/2020,122592,2020-05-10 09:19:27,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,"$2 per kWh, minimum payment of $1",,,,,,,,,,"(40.658770000000004, -74.00502900000001)"
ELEC,DEER PARK,152 The Arches Cir,TANGER EV 1; South side of center between Nike and Neiman MarcusTANGER EV 2; South side of center between Nike and Neiman MarcusTANGER EV 3; South side of center between Nike and Neiman MarcusTANGER EV 4; South side of center between Nike and Neiman Marcus TANGER EV 5; South side of center between Nike and Neiman MarcusTANGER EV 6; South side of center between Nike and Neiman Marcus,Deer Park,NY,11729,,888-758-4389,E,,Public,24 hours daily,,,,,,12,,,ChargePoint Network,http://www.chargepoint.com/,200-9,40.764866,-73.304950,05/10/2020,67051,2020-05-10 09:19:27,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,"(40.764866, -73.30495)"
ELEC,VWOFHUNTINGTON,800-878 New York 25,VW_408382_A; -,Huntington Station,NY,11746,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.834394,-73.380570,05/10/2020,64191,2020-05-10 09:19:27,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,"(40.8343941, -73.3805699)"
ELEC,Holiday Inn Hotel & Suites Rochester - Marketplace - Tesla Destination,800 Jefferson Rd,,Rochester,NY,14623,,585-475-9190  877-798-3752,E,,Public,24 hours daily; for customer use only; see front desk for access,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,43.087417,-77.616929,09/30/2019,115226,2020-03-02 20:14:21,P,,,11/01/2018,,,,,J1772 TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,"(43.087416999999995, -77.616929)"
ELEC,Hilton Garden Inn - Downtown Ithaca - Tesla Destination,130 E Seneca St,,Ithaca,NY,14850,,607-277-8900  877-798-3752,E,,Public - Call ahead,24 hours daily; for customer use only,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,42.440673,-76.497375,09/30/2019,114958,2020-03-02 20:14:21,P,,,11/01/2018,,,,,TESLA,US,,,,Public - Appeler à l'avance,,public,CALL,,HOTEL,,,,,,,Free,,,,,,,,,,"(42.440673, -76.497375)"
ELEC,SCHENECTADY,17 Broadway,LIBERTY-YATES; In center of paid lot near utility pole,Schenectady,NY,12305,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.815406,-73.940711,05/10/2020,70935,2020-05-10 09:19:27,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,"(42.81540579999999, -73.9407109)"
ELEC,CITY OF BEACON,13 South Ave,STATION 1,Beacon,NY,12508,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.507568,-73.977600,05/10/2020,149620,2020-05-10 09:19:27,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$1.25 per kWh,,,,,,,,,,"(41.5075676, -73.9775997)"
ELEC,MASTERCARD INT,2000 Purchase St,STATIION1STATION 6STATION 7STATION 8STATION 9,Harrison,NY,10577,,888-758-4389,E,,Public,24 hours daily,,,,,,10,,,ChargePoint Network,http://www.chargepoint.com/,200-8,41.024512,-73.711257,05/10/2020,118044,2020-05-10 09:19:27,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,"(41.024512, -73.71125699999999)"
E85,Union - 76,4123 Middle Country Rd,At Route 25.,Calverton,NY,11933,,631-369-9293,E,,Public,24 hours daily,A Cash Checks D M V Voyager Wright_Exp,,,,,,,,,,200-9,40.927328,-72.764756,03/03/2020,35430,2020-03-03 21:13:47,P,,,09/30/2009,,,,False,,US,,,,Public,,public,,,CONVENIENCE_STORE,,,,,,,,,,,,,,,,,"(40.927328, -72.764756)"
ELEC,The Custer Institute,1115 Main Bayview Rd,,Southold,NY,11971,,888-780-0062,E,,Public,24 hours daily,,,,,,4,,,EV Connect,http://evconnect.com/,GPS,41.052046,-72.434680,04/08/2020,152743,2020-04-08 12:29:55,P,,,01/20/2020,,,,,J1772,US,,,,Public,,public,,,OTHER,,,,,,,,,,,,,,,,,"(41.052046000000004, -72.43468)"
E85,Banahan Brothers,310 Theodore Fremd Ave,,Rye,NY,10580,,914-967-9619,E,,Public,7am-7pm M-Sun,A Cash D M V Voyager Wright_Exp,,,,,,,,,,200-9,40.977334,-73.695826,03/03/2020,35832,2020-03-03 21:13:47,P,,,06/16/2009,,,,False,,US,,,,Public,,public,,,GAS_STATION,,,,,,,,,,,,,,,,,"(40.977334, -73.695826)"
ELEC,BURNS MGT,21 Carr Rd,CARRIAGE 1; -,Saratoga Springs,NY,12866,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,43.131242,-73.752015,05/10/2020,121487,2020-05-10 09:19:27,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$1.75 per kWh,,,,,,,,,,"(43.1312423, -73.7520151)"
ELEC,Parking Lot,1 Lyon Pl,,White Plains,NY,10601,,866-816-7584,E,,Public,24 hours daily,,,,,,2,,,EV Connect,http://evconnect.com/,200-9,41.029320,-73.763192,05/09/2019,94864,2020-03-30 21:31:13,P,,,07/17/2014,,,,,J1772,US,,,,Public,,public,,,PARKING_LOT,,,,,,,,,,,,,,,,,"(41.02932, -73.763192)"
ELEC,NW HOSPITAL,400 E Main St,NORTH EAST UNIT; Basement Level of Garage - Next to Electric RoomNORTH WEST UNIT; Basement Level of Garage - Next to stairs,Mount Kisco,NY,10549,,888-758-4389,E,,Public,24 hours daily,,,,,,4,,,ChargePoint Network,http://www.chargepoint.com/,200-8,41.196727,-73.724645,05/10/2020,52027,2020-05-10 09:19:27,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,"(41.196727, -73.724645)"
ELEC,Shops at Skyview center,"40-24 College Point Blvd, Suite B215",,Flushing,NY,11354,,833-632-2778,E,,Public,24 hours daily,,,,,,1,3,,Electrify America,https://www.electrifyamerica.com/,GPS,40.756191,-73.836298,05/10/2020,146876,2020-05-10 10:05:18,,,,,,,,,CHADEMO J1772 J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,"(40.756190999999994, -73.836298)"
ELEC,Dayton T Brown Inc,1175 Church St,,Bohemia,NY,11743,,866-816-7584,E,,Public,24 hours daily; Also accepts Paypal,A D M V,,,,,8,,,EV Connect,http://evconnect.com/,GPS,40.771770,-73.099184,04/08/2020,154892,2020-04-08 12:29:55,P,,,04/25/2019,,,,,J1772,US,,,,Public,,public,,,OFFICE_BLDG,,,,,,,,,,,,,,,,,"(40.7717703, -73.0991839)"
ELEC,Standard Parking 2 Metrotech - Tesla Destination,8 Metrotech Ctr S,,Brooklyn,NY,11201,,800-836-6666  877-798-3752,E,,Public,24 hours daily; see valet for access,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,40.692919,-73.987193,09/30/2019,114914,2020-03-02 20:14:21,P,,,11/01/2018,,,,,J1772 TESLA,US,,,,Public,,public,,,PAY_GARAGE,,,,,,,Free,,,,,,,,,,"(40.692919, -73.987193)"
ELEC,PPC,Point Place Casino 450 St Route 31,STATION 1; Rear parking lotSTATION 2; Rear parking lot,Bridgeport,NY,13030,,888-758-4389,E,,Public,24 hours daily,,,,,,4,,,ChargePoint Network,http://www.chargepoint.com/,GPS,43.153646,-75.965958,05/10/2020,93760,2020-05-10 09:19:27,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,"(43.1536459, -75.9659579)"
ELEC,MARKET 32 EV,501 Columbia Turnpike,MARKET32 EV EG2; In front of store,Rensselaer,NY,12144,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.607567,-73.720010,05/10/2020,152320,2020-05-10 09:19:27,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,"(42.607566999999996, -73.72001)"
ELEC,GMC Parking - Travelers Garage,200  Cabrini Blvd,,New York,NY,10033,,855-443-3873,E,,Public,24 hours daily,,,,,,1,,,GE WattStation,https://www.gewattstation.com,GPS,40.734314,-74.001953,05/10/2020,73025,2020-05-10 10:00:33,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,"$0.49 per kWh, first 5 minutes free, minimum payment of $0.50",,,,,,,,,,"(40.7343139648, -74.001953125)"
ELEC,ROCHESTER NY,10 Fitzhugh St N,SISTERS CITY 2; level 1 adjacent to the entrance,Rochester,NY,14614,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,43.155933,-77.614075,05/10/2020,145539,2020-05-10 09:19:27,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,"(43.155933000000005, -77.614075)"
ELEC,LEGEND VW,158 Merrick Rd,VW_408126_A,Amityville,NY,11701,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.671178,-73.415823,05/10/2020,65533,2020-05-10 09:19:27,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,"(40.6711775, -73.4158231)"
CNG,Clean Energy - Syracuse - National Grid,7496 Round Pond Rd,,Syracuse,NY,13212,,866-809-4869,E,,Public - Credit card at all times,24 hours daily; call 866-809-4869 for Clean Energy card; Also accepts OGS,CleanEnergy D FleetOne FuelMan M Proprietor V Voyager Wright_Exp,,Q,3000 3600,,,,,,,200-9,43.135479,-76.087402,05/09/2019,42092,2020-04-02 20:03:31,T,,,07/15/2016,,MD,,,,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,UTILITY,2,,,72000,,,,,,,,Q,3000 3600,MD,,,"(43.135479, -76.087402)"
ELEC,SUNation Solar Systems,171 Remington Blvd,,Ronkonkoma,NY,11779,,631-750-9454,E,,Public,9am-5pm M-F,,,,,,3,,,Non-Networked,,200-9,40.790090,-73.130392,11/08/2019,78416,2020-02-21 19:29:50,P,,,07/01/2016,,,,,J1772,US,,,,Public,,public,,,UTILITY,,,,,,,Free,,,,,,,,,SOLAR,"(40.79009, -73.130392)"
ELEC,NATIONAL GRID,Skidmore College,SKIDMORE; Near Palamountain Hall,Saratoga Springs,NY,12866,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,43.098187,-73.783673,05/10/2020,58199,2020-05-10 09:19:27,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,"(43.0981867, -73.78367349999999)"
ELEC,Vision Nissan,2409 Rochester Rd,,Canandaigua,NY,14424,,585-393-0042,E,,Public,Dealership business hours,,,,,,1,,,Non-Networked,,200-9,42.916433,-77.300722,09/09/2019,74632,2020-01-21 18:34:38,P,,,03/01/2016,,,,,J1772,US,,,,Public,,public,,,CAR_DEALER,,,,,,,Free,,,,,,,,,,"(42.916433000000005, -77.300722)"
ELEC,NATIONAL GRID,120 Amsterdam commons,KOHLS AMSTERDAM,Amsterdam,NY,12010,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.964365,-74.189901,05/10/2020,100528,2020-05-10 09:19:27,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,"(42.9643646, -74.1899012)"
ELEC,NATIONAL GRID,5 Morthside Drive,CHILIS CLIFTON,Clifton Park,NY,12065,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.863462,-73.771907,05/10/2020,97019,2020-05-10 09:19:27,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,"(42.86346210000001, -73.771907)"
ELEC,LEARYS 1,3256 Monroe Ave,"LEARY'S 1; In front of Leary's Cleaners, Next to McDonald's",Rochester,NY,14618,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,43.104502,-77.539475,05/10/2020,79988,2020-05-10 09:19:27,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,"Pricing is based on length of time and kWh used. $0 per hour for the first 1 hour, and $1 per additional hour, $0.15 per kWh, maximum payment of $25",,,,,,,,,,"(43.1045023, -77.5394752)"
ELEC,Town of Cortlandt,1 Heady St,"Right off Oregon Rd, north of Bear Mountain State Parkway",Cortlandt,NY,10567,,914-734-1002  866-816-7584,E,,Public,24 hours daily,,,,,,2,,,EV Connect,http://evconnect.com/,200-9,41.310139,-73.905002,04/08/2020,65270,2020-04-08 12:29:55,SG,,,11/01/2014,,,,,J1772,US,,,,Public,,public,,,MUNI_GOV,,,,,,,,,,,,,,,,,"(41.310139, -73.905002)"
ELEC,Astoria Central Parking - Tesla Destination,31-57 31st St,,Astoria,NY,11106,,718-489-1654  877-798-3752,E,,Public,24 hours daily; pay lot; see valet for access,,,,,,4,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,40.762763,-73.924473,09/30/2019,114881,2020-03-02 20:14:21,P,,,11/01/2018,,,,,TESLA,US,,,,Public,,public,,,PAY_GARAGE,,,,,,,Free,,,,,,,,,,"(40.762763, -73.92447299999999)"
