Business Name,Zip Code,License Number,License Type,City
A TO Z WINEWORKS LLC,971326966,158858,22S,NEWBERG
A. BOMMARITO WINES INC.,631442711,96573,LS,BRENTWOOD
A.R.T. LLC,993627308,268773,22S,WALLA WALLA
"A.V. BRANDS, INC.",954769779,262853,LS,SONOMA
A.V.V. WINERY COMPANY LLC,954489642,147198,22S,HEALDSBURG
ABITA BREWING COMPANY LLC,704200000,231298,22S,ABITA SPRINGS
ACCOLADE WINES NORTH AMERICA INC.,954489406,208688,22S,HEALDSBURG
ACKLEY BRANDS LTD.,971168516,238512,22S,FOREST GROVE
ADAM PUCHTA & SON WINE COMPANY,650414103,57174,DOMW,HERMANN
ADVANCED INNOVATIVE BOTTLING LLC,647351506,251667,LMS,CLINTON
ADVANTAGE INTERNATIONAL DISTRIBUTORS INC,331722636,239878,LS,DORAL
"AGAINST THE GRAIN, LLC",402021110,267528,22S,LOUISVILLE
AGAVES LLC,64029,269833,LS,GRAIN VALLEY
AHA PARTNERS LLC,945089606,259181,22S,ANGWIN
AHA TORO SPIRITS INC.,981342029,267433,LS,SEATTLE
AIKO IMPORTERS INC.,294647494,201556,LS,MT. PLEASANT
AKA WINES LLC,954762805,261847,22S,SONOMA
ALAMBIC INC.,954826969,163289,LS,UKIAH
ALASKAN BREWING LLC,998019540,252677,22S,JUNEAU
ALBERELLO IMPORTS LLC,327928206,253491,22S,WINTER PARK
ALBONEE COUNTRY INN & VINEYARDS LLC,640573005,168129,DOMW,INDEPENDENCE
ALLIED IMPORTERS USA LTD.,111015435,163603,22S,LONG ISLAND CITY
ALLTECH'S BEVERAGE DIVISION LLC,405082806,264218,LS,LEXINGTON
"ALMA MADER, LLC",641082346,259367,22MS,KANSAS CITY
ALPHA & OMEGA WINERY LLC,945730000,238992,22S,RUTHERFORD
ALPHA MARKETING NETWORK,331695714,203348,22S,MIAMI
ALPHABETA BREWERY LLC,631160000,248327,22MS,ST. LOUIS
ALTA WINES LLC,945586187,244700,22S,NAPA
ALTAMAR BRANDS LLC,926251928,215828,LS,CORONA DEL MAR
ALTER EGO CIDER LLC,972144602,268352,22S,PORTLAND
ALTO VINEYARDS LTD.,629050000,232218,22S,ALTO PASS
AMERICAN BEVERAGE CORPORATION,154141135,229608,LS,VERONA
AMERICAN CIDER COMPANY LLC,140521716,263766,22S,EAST AURORA
AMERICAN ESTATES WINES INC.,079011904,152456,22S,SUMMIT
AMERICAN OUTLAW SPIRITS INC.,382591501,253048,LS,TRIMBLE
AMERICAN VINTAGE BEVERAGE INC.,606615644,223237,LS,CHICAGO
AMERISTAR CASINO KANSAS CITY LLC,64161,261063,MICB,KANSAS CITY
AMICI CELLARS INC.,945159728,226321,22S,CALISTOGA
AMICUS CELLARS II LLC,945586187,265377,22S,NAPA
AMUSE BOUCHE LLC,945741704,178621,22S,ST. HELENA
ANDERS IMPORTS LLC,63090,262259,LS,WASHINGTON
ANDERS-LANE ARTISAN WINES LP,950373201,178188,22S,MORGAN HILL
"ANDERSON'S CONN VALLEY WINERY, INC.",945749646,185613,22S,ST. HELENA
"ANGRY SWEDE BREWING COMPANY, THE",645011705,268832,MICB,ST. JOSEPH
ANGWIN ESTATE VINEYARDS,945679459,264809,22S,POPE VALLEY
ANHEUSER-BUSCH LLC,631181849,205466,LS,ST. LOUIS
ANHEUSER-BUSCH LLC,631181849,205697,22MS,ST. LOUIS
ANN ARBOR BREWING COMPANY LLC,802392102,235930,LS,DENVER
ANNE HUBATCH-VINTNER LLC,972153522,268351,22S,PORTLAND
ANTHONY BOZZANO LLC,934013816,244702,22S,SAN LUIS OBISPO
ANXO LOGISTICS LLC,20011,269538,22S,WASHINGTON
APPELLATION TRADING COMPANY LLC,945587590,237708,22S,NAPA
APPELLATIONS LP,945583853,265383,22S,NAPA
APPELT'S QUALITY LIQUORS WHOLESALE DIST.,633793812,252083,22S,TROY
APPLE CREEK VINEYARD & WINERY LLC,637477313,209334,22MS,FRIEDHEIM
AQUAM VINOS LLC,665020000,258990,22S,MANHATTAN
ARANO LLC,334318510,257789,22S,BOCA RATON
ARCADIAN MOON VINEYARDS & WINERY LLC,640379162,217036,22MS,HIGGINSVILLE
ARCANA LLC,945622787,183569,22S,OAKVILLE
ARCANA LLC,631332506,258378,LMS,ST. LOUIS
"AREL GROUP WINES AND SPIRITS, INC.",300408233,141546,22S,CUMMING
ARETE WINES LLC,934364970,227196,22S,LOMPOC
ARIETTA INC.,945749662,213303,22S,ST. HELENA
"ARTISAN SPIRITS, LLC",630683206,201152,LMS,NEW HAVEN
ARTISANAL DISTILLATES INC.,662083351,257466,LS,PRAIRIE VILLAGE
"ARTISANAL IMPORTS, INC.",787045363,169418,LS,AUSTIN
ARTY'S INC. PARTNERSHIP,549291669,237354,22S,CLINTONVILLE
ASAHI BEER USA INC.,905031688,118063,5S,TORRANCE
ASCENT WINES INC.,337076358,254572,22S,ST. PETERSBURG
ASSOCIATED BREWING COMPANY,551171325,255748,LS,ST. PAUL
ASV WINES INC.,950469561,53763,22S,SAN MARTIN
ATHENEE IMPORTERS & DISTRIBUTORS LTD,115512039,210241,22S,HEMPSTEAD
ATLAS DRINKS LLC,993628662,217480,22S,WALLA WALLA
ATLAS IMPORTS LLC,606544486,162672,22S,CHICAGO
ATOMIC BRANDS INC.,600104311,251395,LS,BARRINGTON
AUBREY FARMS LLC,660859059,228051,22S,OVERLAND PARK
"AUGUST BRIGGS JR., INC.",954031917,242733,22S,SANTA ROSA
AUGUST WINE GROUP LLC,981162812,131367,22S,SEATTLE
AUGUSTA BREWING VENTURE LLC,630902191,215835,MICB,WASHINGTON
AUGUSTA WINE COMPANY,633321703,102768,22MS,AUGUSTA
AUGUSTA WINE COMPANY,633321518,111202,DOMW,AUGUSTA
AUSA PACIFIC LLC,945151410,226061,22S,CALISTOGA
AUSTIN EASTCIDERS INC.,787441088,253281,22S,AUSTIN
AVERY BREWING COMPANY LLC,803013242,251112,22S,BOULDER
B. UNITED INTERNATIONAL INC.,068961325,190912,LS,REDDING
"BACARDI U.S.A., INC.",331345809,176184,LS,CORAL GABLES
BACCHUS TECHNOLOGIES LLC,080541012,160505,22S,MT. LAUREL
BACCO WINE & SPIRIT LLC,176021937,197707,22S,LANCASTER
BACKYARD VINE & WINE LLC,644688465,235430,22MS,MARYVILLE
BAD BEAR ENTERPRISES LLC,51401,255744,LS,CARROLL
BADGER MOUNTAIN INC.,993387337,111954,22S,KENNEWICK
BALDUCCI'S WINEFEST INC.,631462710,122205,DOMW,MARYLAND HEIGHTS
BALEARIC BEVERAGE DISTRIBUTORS INC.,220791432,214564,22S,LORTON
BALIUS CELLARS LLC,956120000,259448,22S,CLARKSBURG
BALTIMORE BEND VINEYARD LLC,640969153,159464,22MS,WAVERLY
BANFI PRODUCTS CORPORATION,115452109,56478,LS,OLD BROOKVILLE
BANVILLE & JONES WINE MERCHANTS INC.,100010381,246603,LS,NEW YORK
BARGETTO'S SANTA CRUZ WINERY,950732530,61594,22S,SOQUEL
"BARRA, CHARLES L & MARTHA E",954706105,260726,22S,REDWOOD VALLEY
"BARRENS WINERY LLC, THE",637757156,220441,22MS,PERRYVILLE
BASE CAMP LLC,631321712,155957,22S,ST. LOUIS
BASTARD BROTHERS BREWING CO LLC,630492684,238121,5MS,HIGH RIDGE
BAUM WINE IMPORTS INC.,601621457,114240,LS,HILLSIDE
"BCDS ENTERPRISES, LLC",640899350,253843,LMS,SMITHVILLE
BEAR CREEK BED & BREAKFAST LLC,657718126,233856,22MS,WALNUT SHADE
"BEAR REPUBLIC BREWING CO., INC.",954254439,175745,22S,CLOVERDALE
BEARD ENGINE BREWING COMPANY LLC,648300000,269776,MICB,ALBA
BEATBOX BEVERAGES LLC,787451132,266606,22S,AUSTIN
BEDFORD & GROVE LLC,402432381,261390,LS,LOUISVILLE
BEES KNEES BREWING COMPANY LLC,650841020,243059,MICB,VERSAILLES
BELL'S BREWERY INC,490539558,140647,22S,GALESBURG
"BELMONT VINEYARDS, LLC",655358196,176869,DOMW,LEASBURG
BELVOIR WINERY LLC,640687448,249590,DOMW,LIBERTY
BENDISTILLERY INC.,97703,269066,LS,BEND
"BENNETT, STACI L.",640573229,245142,LMS,INDEPENDENCE
BENOVIA WINERY LLC,954013952,206203,22S,SANTA ROSA
BERGSTROM WINES LLC,971326504,178783,22S,NEWBERG
BEVERAGE BROTHERS INC.,952403169,248031,22S,LODI
BIAS VINEYARDS & WINERY INC.,630141418,144909,22MS,BERGER
BIAS VINEYARDS & WINERY INC.,630141418,144911,DOMW,BERGER
BIG MUDDY BREWING LLC,629663938,207771,22S,MURPHYSBORO
BIG OAK VINEYARDS LLC,647359148,237187,DOMW,CLINTON
"BIG RIP LLC, THE",64116,269789,MICB,NORTH KANSAS CITY
BIG SKY BREWING COMPANY,598088680,179099,22S,MISSOULA
BINDING BRAUEREI USA INC.,068511543,175052,22S,NORWALK
BKE LLC,630314606,256366,22MS,FLORISSANT
"BLACK SEA IMPORTS, INC.",112202522,267111,LS,BROOKLYN
BLACK SILO LLC,646830000,239325,22MS,TRENTON
BLACKBIRD VINEYARDS LLC,945620000,206394,22S,OAKVILLE
"BLACKSMITH ARTISANAL SPIRITS, LLC",650539364,260164,LMS,LOHMAN
"BLATTEL, JOAN M.",633855308,192567,22MS,WENTZVILLE
BLISS WORLDWIDE LLC,945101026,226943,22S,BENICIA
BLUE AGAVE IMPORTERS LLLP,802022306,240751,LS,DENVER
BLUE AGAVE MARKETING COMPANY,631312542,191786,LS,ST. LOUIS
BLUE ROCK VINEYARD LLC,949201516,199923,22S,TIBURON
BLUEWOOD BREWING LLC,631183208,265792,22MS,ST. LOUIS
BLUMENHOF VINEYARDS COMPANY,633420030,49777,DOMW,DUTZOW
BNA WINE GROUP LLC,945587505,212866,22S,NAPA
BOAT TOWN BREWING LLC,657228122,266807,MICB,PHILLIPSBURG
BOBBIE SUZANNE LLC,63640,268053,LS,FARMINGTON
BOEDECKER CELLARS LLC,972116156,192213,22S,PORTLAND
BOGLE VINEYARDS INC.,956125009,197205,22S,CLARKSBURG
BOMMARITO CELLARS INC,630490000,268630,DOMW,NEW HAVEN
BONACCORSI WINE COMPANY LLC,934279577,224903,22S,BUELLTON
BONE HILL VIEW DISTILLERY LLC,640160262,235732,LMS,BUCKNER
"BONES RUM, LLC",648700000,257295,LS,WEBB CITY
"BONNY DOON WINERY, INC.",950605882,129741,22S,SANTA CRUZ
BOOKER VINEYARD & WINERY,934469612,261083,22S,PASO ROBLES
BORDER BREWING COMPANY LLC,641081457,261020,MICB,KANSAS CITY
BORGATA BREWERY & DISTILLERY LLC,681022825,239173,22S,OMAHA
BOSTON BEER CORPORATION,022102300,190046,22S,BOSTON
BOTTLE DIPLOMACY LLC,956886902,258809,22S,VACAVILLE
BOULEVARD BREWING COMPANY,641082345,265456,LMS,KANSAS CITY
BOURGET IMPORTS LLC,551212296,232656,22S,EAGAN
BRANSON WINE MARKETING LLC,656163817,172679,22MS,BRANSON
BRANSON WINERY LLC,656163541,254892,22MS,BRANSON
BRAZOS WINE IMPORTS LLC,112220000,232443,22S,BROOKLYN
BREUCKELEN DISTILLING COMPANY INC.,112321011,240586,LS,BROOKLYN
BREW BIZ LLC,64055,269664,MICB,INDEPENDENCE
BREW HUB LLC,338153205,245379,22S,LAKELAND
BREW HUB TAP GROUP LLC,631101316,250973,LMS,ST. LOUIS
BREWDOG BREWING COMPANY LLC,43110,269667,22S,CANAL WINCHESTER
BREWING & WINE MAKING CENTER INC.,633683623,250650,22MS,O'FALLON
BROADBENT SELECTIONS INC.,954769590,103336,22S,SONOMA
"BROADWAY BREWERY, LLC",652799496,221251,MICB,ROCHEPORT
BROC CELLARS LLC,947101417,249627,22S,BERKELEY
BRONCO WINE COMPANY,953076652,254445,LS,CERES
BRONZE OWL BREWING LLC,63901,249763,MICB,POPLAR BLUFF
"BROOKLYN BREWERY CORPORATION, THE",112491913,244539,22S,BROOKLYN
BROWN ESTATE VINEYARDS LLC,945749642,198324,22S,ST. HELENA
BROWN-FORMAN CORPORATION,402101038,13849,LS,LOUISVILLE
"BRUERY LLC, THE",928706806,249152,22S,PLACENTIA
BUB'S DISTILLERY LLC,657428357,246369,LMS,ROGERSVILLE
BUEHLER VINEYARDS INC.,945749529,33454,22S,ST HELENA
"BUFFALO CREEK WINERY, LLC.",650782329,186689,DOMW,STOVER
BUR OAK BREWING COMPANY LLC,652017635,221780,22MS,COLUMBIA
BURGESS CELLARS INC.,945749728,249340,22S,ST. HELENA
BUSHWHACKER BEND WINERY LLC,652541005,201664,22MS,GLASGOW
BUZZBALLZ LLC,750066839,205376,LS,CARROLLTON
"C AND C WINE SERVICES, INC.",954013819,203472,22S,SANTA ROSA
C. MONDAVI & FAMILY,945749502,123618,22S,ST HELENA
C.H. WITTENBERG DISTILLING COMPANY LLC,63068,267196,LS,NEW HAVEN
CABERNET CORPORATION,949495763,248155,22S,NOVATO
CAIN CELLARS INC.,945749772,62904,22S,ST HELENA
CAL VIN ENTERPRISES INC.,954489248,260624,22S,HEALDSBURG
CALEDONIA SPIRITS INC.,058430000,247435,LS,HARDWICK
"CALIFORNIA BREWING CO., LLC",956185474,230383,22S,DAVIS
CALIFORNIA CIDER COMPANY INC.,954722662,177476,22S,SEBASTOPOL
CALIFORNIA VINEYARDS INC.,940703230,107295,LS,SAN CARLOS
CALINI GROUP LLC,662243332,255842,22S,LEAWOOD
CALIPASO WINERY LLC,934469533,244291,22S,PASO ROBLES
CALLSIGN BREWING COMPANY LLC,64116,255005,MICB,NORTH KANSAS CITY
CALLUNA VINEYARDS LLC,954037416,188464,22S,SANTA ROSA
CAMARDA CORPORATION,980704519,174353,22S,VASHON
CAMO BREWING COMPANY INC.,891031200,192485,22S,LAS VEGAS
CAMPARI AMERICA LLC,100367703,215707,LS,NEW YORK
CAMPBELL & MCGILL SELECTIONS LLC,060733220,262635,22S,SOUTH GLASTONBURY
CANAL STREET BREWING COMPANY LLC,495034037,268507,22S,GRAND RAPIDS
CANARCHY CRAFT BREWERY COLLECTIVE LLC,805016793,261323,22S,LONGMONT
CANTERBURY HILL WINERY & RESTAURANT LLC,650432100,223660,22MS,HOLTS SUMMIT
CAPE CLASSICS INC.,100188004,121275,22S,NEW YORK
CARACCIOLI CELLARS INC.,939249313,242443,22S,CARMEL VALLEY
CARDETTI HERITAGE LLC,655590000,234393,DOMW,ST. JAMES
CARDETTI HERITAGE LLC,655590000,234394,DOMW,ST. JAMES
CARDETTI HERITAGE LLC,64870,269412,DOMW,WEBB CITY
CARDWELL HILL CELLARS LLC,973709739,189827,22S,PHILOMATH
CARIBBEAN DISTILLERS LLC,338502130,195413,LS,LAKE ALFRED
CARIBBEAN SPIRITS INC.,34205,255987,LS,BRADENTON
CARNEROS WINE COMPANY INC.,945599706,224703,22S,NAPA
CARRIAGE HOUSE IMPORTS LTD.,070811315,211975,LS,SPRINGFIELD
CARROLLTON SPECIALTY PRODUCTS CO,658022948,244190,22MS,SPRINGFIELD
CASCADE BREWING COMPANY LLC,972250000,240947,22S,PORTLAND
CASTLE BRANDS (USA) CORP.,101684700,179548,LS,NEW YORK
CASTORO CELLARS,934519567,262260,22S,SAN MIGUEL
CASUAL ANIMAL BREWING COMPANY LLC,641081423,248787,22MS,KANSAS CITY
CAVE HOLLOW WEST WINERY LLC,634015386,208006,DOMW,HANNIBAL
CAVE VINEYARD LLC,636707931,246862,LMS,STE. GENEVIEVE
CEDAR RIDGE VINEYARDS LLC,52338,257111,LS,SWISHER
CELLARS INTERNATIONAL INC.,920087228,127561,22S,CARLSBAD
CELLIER WINES DISTRIBUTING INC.,119710000,267382,22S,SOUTHOLD
CENTER ICE BREWING LLC,631031213,257897,22MS,ST. LOUIS
CENTRAL STANDARD BREWING LLC,672111815,269539,22S,WICHITA
CHAISE VENTURES INC.,954037416,241792,22S,SANTA ROSA
"CHALICE VINEYARDS, LLC",974249591,259487,22S,COTTAGE GROVE
CHANDLER HILL VINEYARDS LLC,633412708,177976,22MS,DEFIANCE
CHAPPELLET WINERY INC.,945749628,96254,22S,ST HELENA
CHARBAUT AMERICA INC.,100165070,164173,22S,NEW YORK
CHARBAY DISTILLERS LLC,95482,244844,LS,UKIAH
CHARLES JACQUIN ET CIE. INC.,191251837,46029,LS,PHILADELPHIA
CHARLES REININGER LLC,993627291,211078,22S,WALLA WALLA
CHARLEVILLE VINEYARD LLC,636707914,164916,22MS,STE. GENEVIEVE
CHARLEVILLE VINEYARD LLC,63103,245729,MICB,ST. LOUIS
CHARLOTTES WHITE MULE INC.,650662420,192402,DOMW,OWENSVILLE
"CHATEAU BARNABY, LLC",972022331,268093,22S,PORTLAND
CHATEAU DIANA LLC,954488100,235931,LS,HEALDSBURG
"CHATHAM IMPORTS, INC.",100168728,133007,LS,NEW YORK
CHAUMETTE INC.,636709022,171660,22MS,STE. GENEVIEVE
"CHAUMETTE, INC.",636700000,227044,22MS,STE. GENEVIEVE
CHICAGO DISTILLING COMPANY LLC,60647,254663,LS,CHICAGO
CHLOE WINES LLC,981338413,155697,22S,SEATTLE
CHRISTINES VINEYARD LLC,648709146,258634,22MS,WEBB CITY
CHRISTOPHER MICHAEL BRANDS CORP.,546010000,269729,22S,LA CROSSE
CHRISTOPHER MICHAEL WINES LLC,971012304,235402,22S,AMITY
CINDER BLOCK BREWERY LLC,641163635,216111,22MS,NORTH KANSAS CITY
CITY CIDER LLC,631081608,250090,22MS,ST. LOUIS
CIV USA INC.,331661006,244845,22S,MIAMI
CIVIC DUTY BREWING COMPANY LLC,641103331,242927,22MS,KANSAS CITY
"CIVIL LIFE BREWING COMPANY LLC, THE",631162614,200195,MICB,ST. LOUIS
CLASSIC WINES INC.,069072705,255371,LS,STAMFORD
CLASSIQUE LLC,631442816,213841,LS,WEBSTER GROVES
CLAVERACH FARM & VINEYARDS LLC,630250000,236131,22MS,EUREKA
CLEMENZA VINI IMPORTS LLC,802104921,263462,22S,DENVER
CLINE CELLARS INC.,954769216,169747,22S,SONOMA
CLINE SISTERS IMPORTS LLC,954769216,225754,22S,SONOMA
"CLIPPER CITY BREWING COMPANY, L.P.",212274624,264653,22S,BALTIMORE
CMB CINCINNATI LLC,452026438,187324,5S,CINCINNATI
CNS ENTERPRISES INC.,906604303,259794,LS,PICO RIVERA
"COCKTAILS IN A CAN, LLC",833400000,261848,22S,KETCHUM
COLORADO SPIRITS IMPORTERS LLC,803041525,248286,LS,BOULDER
COMPASS BRANDS LLC,980010000,269606,22S,AUBURN
CONFLUENCE KOMBUCHA LLC,631102103,242703,MICB,ST. LOUIS
"CONNER, MATT",656168250,246637,LS,BRANSON
CONSTELLATION BRANDS INC.,144241059,76847,LS,CANANDAIGUA
CONTINENTAL VINEYARDS LLC,934466301,258805,22S,PASO ROBLES
"COOLSHIP HOLDING, LLC",641081539,259235,22MS,KANSAS CITY
COOP ALE WORKS LLC,731794600,235781,22S,OKLAHOMA CITY
COOPER SPIRITS INTERNATIONAL LLC,191250000,239856,LS,PHILADELPHIA
"COOPER'S OAK WINERY ASSOCIATES, LLC",652572875,245176,LMS,HIGBEE
"COPA FINA WINE IMPORTS, LLC",94610,268808,22S,OAKLAND
COPPER & KINGS AMERICAN BRANDY CO.,402061822,247774,LS,LOUISVILLE
COPPER CANE LLC,945730000,221080,22S,RUTHERFORD
COPPER MOUNTAIN BEVERAGE CO.,981156746,268508,LS,SEATTLE
COPPER RUN ENTERPRISES LLC,65771,259476,LMS,WALNUT SHADE
"CORE BREWING & DISTILLING CO., LLC",727641819,216343,22S,SPRINGDALE
CORK ALLIANCE INC.,331221915,253698,22S,DORAL
CORNERSTONE US WINE IMPORTERS INC.,928809436,267908,22S,CORONA
CORTONA LLC,802312742,267110,22S,DENVER
COUP DE FOUDRE LLC,945749631,185463,22S,ST. HELENA
COURAGEOUS INC.,956698604,234700,22S,PLYMOUTH
CRAFTY BAR INC.,630112145,265285,22MS,ELLISVILLE
CRANE BREWING COMPANY LLC,641335210,234412,MICB,RAYTOWN
CREW WINE COMPANY LLC,956980000,206393,22S,ZAMORA
CRIBARI VINEYARDS INC.,937223943,226944,22S,FRESNO
CRIDER BREWING LLC,631101924,220723,MICB,ST. LOUIS
CRIME FIGHTERS ENTERPRISES INC.,656051426,251499,MICB,AURORA
CRISTOM VINEYARDS,973049779,135563,22S,SALEM
"CROCKER & STARR WINE CO., LLC",945741417,211122,22S,ST. HELENA
CROOK & MARKER LLC,334071994,260248,5S,WEST PALM BEACH
CROOKED STAVE LLC,802112338,258808,22S,DENVER
CROSSLAND VINEYARDS,934465996,265110,22S,PASO ROBLES
CROWN IMPORTS LLC,606035564,165096,5S,CHICAGO
CROWN POINT WINERY LLC,934609484,262293,22S,SANTA YNEZ
CROWN VALLEY WINERY INC.,636402002,163519,22MS,FARMINGTON
CROWN VALLEY WINERY INC.,636709039,175431,LMS,STE. GENEVIEVE
CRUSE WINE COMPANY LLC,949541106,258970,22S,PETALUMA
CULT OF 8,939239577,219727,22S,CARMEL
CUNAT PREMIUM VINEYARDS LLC,945581347,233304,22S,NAPA
CUSHMAN WINERY CORPORATION,934410899,142405,22S,LOS OLIVOS
CUTWATER SPIRITS LLC,921212310,243494,LS,SAN DIEGO
D & D DISTRIBUTORS LLLP,63043,268074,LS,MARYLAND HEIGHTS
D & V INTERNATIONAL INC.,334582713,197865,22S,JUPITER
D. MYERS LLC,803012457,179100,22S,BOULDER
"D'AQUINO ITALIAN IMPORTING CO., INC.",910102901,136434,22S,DUARTE
DALE HOLLOW FRUIT FARMS LLC,650780917,219653,DOMW,STOVER
DANCING COYOTE WINES,952209998,241907,22S,ACAMPO
DANCING CROW VINEYARDS LLC,945741631,266459,22S,ST. HELENA
DANGEROUS WINE GROUP LLC,200061631,268094,22S,WASHINGTON
DAOU VINEYARDS LLC,934468712,186603,22S,PASO ROBLES
DAPPER BREWING COMPANY LLC,462183005,254810,22S,INDIANAPOLIS
DARIOUSH KHALEDI WINERY LLC,945581117,125856,22S,NAPA
DARNA INTERNATIONAL LLC,463858895,260626,LS,VALPARAISO
DASHE WINE CELLARS LLC,945017574,178214,22S,ALAMEDA
DAVID BOWLER LLC,100116362,261391,LS,NEW YORK
DAVID HILL VINEYARDS LLC,971167536,235932,22S,FOREST GROVE
DAVIS RALLY POINT LLC,640932719,253589,22MS,LEE'S SUMMIT
DAVOS BRANDS LLC,100168827,249739,LS,NEW YORK
DAYLIGHT WINE COMPANY LLC,954766519,231616,22S,SONOMA
