Permit Number,Status,Processed Date,Issued Date,Finaled Date,Description,Application Type,Work Type,Use code ,Number of Dwelling units,High Rise,Tax Description,Tax Amount,Tax Status,Tax Paid Date,Street Number,Pre-direction,Street name of work location,Street Suffix,Post-direction,City,State,ZIP code
479008,Issued,02/28/2008,03/05/2008,,,GAITHERSBURG RES. BUILDING,CONSTRUCT,TOWNHOUSE,0,N,IMPACT TAX >DEC07-GENERAL,8713.00,PAID,03/05/2008,658,,RAVEN,AVE,,GAITHERSBURG,MD,20877
479009,Issued,02/28/2008,03/05/2008,,,GAITHERSBURG RES. BUILDING,CONSTRUCT,TOWNHOUSE,0,N,IMPACT TAX >DEC07-GENERAL,8713.00,PAID,03/05/2008,654,,RAVEN,AVE,,GAITHERSBURG,MD,20877
479010,Issued,02/28/2008,03/05/2008,,,GAITHERSBURG RES. BUILDING,CONSTRUCT,TOWNHOUSE,0,N,IMPACT TAX >DEC07-GENERAL,8713.00,PAID,03/05/2008,646,,RAVEN,AVE,,GAITHERSBURG,MD,20877
479011,Issued,02/28/2008,03/05/2008,,,GAITHERSBURG RES. BUILDING,CONSTRUCT,TOWNHOUSE,0,N,IMPACT TAX >DEC07-GENERAL,8713.00,PAID,03/05/2008,522,,WHETSTONE GLEN,ST,,GAITHERSBURG,MD,20877
479012,Issued,02/28/2008,03/05/2008,,,GAITHERSBURG RES. BUILDING,CONSTRUCT,TOWNHOUSE,0,N,IMPACT TAX >DEC07-GENERAL,8713.00,PAID,03/05/2008,642,,RAVEN,AVE,,GAITHERSBURG,MD,20877
479013,Issued,02/28/2008,03/05/2008,,,GAITHERSBURG RES. BUILDING,CONSTRUCT,TOWNHOUSE,0,N,IMPACT TAX >DEC07-GENERAL,8713.00,PAID,03/05/2008,514,,WHETSTONE GLEN,ST,,GAITHERSBURG,MD,20877
479014,Finaled,02/28/2008,03/05/2008,02/25/2014,,GAITHERSBURG RES. BUILDING,CONSTRUCT,TOWNHOUSE,0,N,IMPACT TAX >DEC07-GENERAL,8713.00,PAID,03/05/2008,510,,WHETSTONE GLEN,ST,,GAITHERSBURG,MD,20877
479015,Issued,02/28/2008,03/05/2008,,,GAITHERSBURG RES. BUILDING,CONSTRUCT,TOWNHOUSE,0,N,IMPACT TAX >DEC07-GENERAL,8713.00,PAID,03/05/2008,638,,RAVEN,AVE,,GAITHERSBURG,MD,20877
479016,Issued,02/28/2008,03/05/2008,,,GAITHERSBURG RES. BUILDING,CONSTRUCT,TOWNHOUSE,0,N,IMPACT TAX >JUL07-GENERAL,8713.00,PAID,03/05/2008,518,,WHETSTONE GLEN,ST,,GAITHERSBURG,MD,20877
479017,Issued,02/28/2008,03/05/2008,,,GAITHERSBURG RES. BUILDING,CONSTRUCT,TOWNHOUSE,0,N,IMPACT TAX >DEC07-GENERAL,8713.00,PAID,03/05/2008,650,,RAVEN,AVE,,GAITHERSBURG,MD,20877
485959,Issued,05/22/2008,05/22/2008,,PI-B070981,GAITHERSBURG RES. BUILDING,CONSTRUCT,TOWNHOUSE,0,N,SCHOOLS IMPACT TAX,6833.00,PAID,05/22/2008,70,,SHARPSTEAD,LN,,GAITHERSBURG,MD,20878
485960,Issued,05/22/2008,05/22/2008,,PI-B070980,GAITHERSBURG RES. BUILDING,CONSTRUCT,TOWNHOUSE,0,N,IMPACT TAX >JUL07-GENERAL,5125.00,PAID,05/22/2008,66,,SHARPSTEAD,LN,,GAITHERSBURG,MD,20878
485961,Finaled,05/22/2008,05/22/2008,05/22/2008,PI-B070984,GAITHERSBURG RES. BUILDING,CONSTRUCT,TOWNHOUSE,0,N,IMPACT TAX >JUL07-GENERAL,5125.00,PAID,05/22/2008,82,,SHARPSTEAD,LN,,GAITHERSBURG,MD,20878
485962,Issued,05/22/2008,05/22/2008,,PI-B070983,GAITHERSBURG RES. BUILDING,CONSTRUCT,TOWNHOUSE,0,N,IMPACT TAX >JUL07-GENERAL,5125.00,PAID,05/22/2008,78,,SHARPSTEAD,LN,,GAITHERSBURG,MD,20878
485963,Issued,05/22/2008,05/22/2008,,PI-B070982,GAITHERSBURG RES. BUILDING,CONSTRUCT,TOWNHOUSE,0,N,IMPACT TAX >JUL07-GENERAL,5125.00,PAID,05/22/2008,74,,SHARPSTEAD,LN,,GAITHERSBURG,MD,20878
487782,Issued,06/16/2008,06/16/2008,,,GAITHERSBURG RES. BUILDING,CONSTRUCT,TOWNHOUSE,0,N,IMPACT TAX >DEC07-GENERAL,7406.00,PAID,06/16/2008,369,,WHITE ASH,PL,,GAITHERSBURG,MD,20878
487783,Issued,06/16/2008,06/16/2008,,,GAITHERSBURG RES. BUILDING,CONSTRUCT,TOWNHOUSE,0,N,SCHOOLS IMPACT TAX,6833.00,PAID,06/16/2008,365,,WHITE ASH,PL,,GAITHERSBURG,MD,20878
487784,Issued,06/16/2008,06/16/2008,,,GAITHERSBURG RES. BUILDING,CONSTRUCT,TOWNHOUSE,0,N,IMPACT TAX >DEC07-GENERAL,7406.00,PAID,06/16/2008,337,,WHITE ASH,PL,,GAITHERSBURG,MD,20878
487785,Issued,06/16/2008,06/16/2008,,,GAITHERSBURG RES. BUILDING,CONSTRUCT,TOWNHOUSE,0,N,IMPACT TAX >DEC07-GENERAL,7406.00,PAID,06/16/2008,341,,WHITE ASH,PL,,GAITHERSBURG,MD,20878
487786,Issued,06/16/2008,06/16/2008,,,GAITHERSBURG RES. BUILDING,CONSTRUCT,TOWNHOUSE,0,N,IMPACT TAX >DEC07-GENERAL,7406.00,PAID,06/16/2008,345,,WHITE ASH,PL,,GAITHERSBURG,MD,20878
487787,Issued,06/16/2008,06/16/2008,,,GAITHERSBURG RES. BUILDING,CONSTRUCT,TOWNHOUSE,0,N,SCHOOLS IMPACT TAX,6833.00,PAID,06/16/2008,349,,WHITE ASH,PL,,GAITHERSBURG,MD,20878
487788,Issued,06/16/2008,06/16/2008,,,GAITHERSBURG RES. BUILDING,CONSTRUCT,TOWNHOUSE,0,N,SCHOOLS IMPACT TAX,6833.00,PAID,06/16/2008,353,,WHITE ASH,PL,,GAITHERSBURG,MD,20878
487789,Issued,06/16/2008,06/16/2008,,,GAITHERSBURG RES. BUILDING,CONSTRUCT,TOWNHOUSE,0,N,IMPACT TAX >DEC07-GENERAL,7406.00,PAID,06/16/2008,357,,WHITE ASH,PL,,GAITHERSBURG,MD,20878
487790,Issued,06/16/2008,06/16/2008,,,GAITHERSBURG RES. BUILDING,CONSTRUCT,TOWNHOUSE,0,N,IMPACT TAX >DEC07-GENERAL,7406.00,PAID,06/16/2008,361,,WHITE ASH,PL,,GAITHERSBURG,MD,20878
492564,Issued,08/07/2008,08/07/2008,,City of Gaithersburg Permit #PI-B070989,GAITHERSBURG RES. BUILDING,CONSTRUCT,SINGLE FAMILY DWELLING,0,N,IMPACT TAX >JUL07-GENERAL,5125.00,PAID,08/07/2008,4,,MIDDLEBURY,CT,,GAITHERSBURG,MD,20878
492565,Finaled,08/07/2008,08/07/2008,08/07/2008,City of Gaithersburg Permit #PI-B070991,GAITHERSBURG RES. BUILDING,CONSTRUCT,SINGLE FAMILY DWELLING,0,N,IMPACT TAX >JUL07-GENERAL,5125.00,PAID,08/07/2008,8,,MIDDLEBURY,CT,,GAITHERSBURG,MD,20878
492566,Issued,08/07/2008,08/07/2008,,City of Gaithersburg Permit #PI-B070993,GAITHERSBURG RES. BUILDING,CONSTRUCT,SINGLE FAMILY DWELLING,0,N,IMPACT TAX >JUL07-GENERAL,5125.00,PAID,08/07/2008,12,,MIDDLEBURY,CT,,GAITHERSBURG,MD,20878
492567,Issued,08/07/2008,08/07/2008,,City of Gaithersburg Permit #PI-B070995,GAITHERSBURG RES. BUILDING,CONSTRUCT,SINGLE FAMILY DWELLING,0,N,IMPACT TAX >JUL07-GENERAL,5125.00,PAID,08/07/2008,16,,MIDDLEBURY,CT,,GAITHERSBURG,MD,20878
492568,Issued,08/07/2008,08/07/2008,,City of Gaithersburg Permit #PI-B071001,GAITHERSBURG RES. BUILDING,CONSTRUCT,SINGLE FAMILY DWELLING,0,N,IMPACT TAX >JUL07-GENERAL,5125.00,PAID,08/07/2008,20,,MIDDLEBURY,CT,,GAITHERSBURG,MD,20878
492571,Issued,08/07/2008,08/07/2008,,City of Gaithersburg Permit #PI-B070990,GAITHERSBURG RES. BUILDING,CONSTRUCT,TOWNHOUSE,0,N,IMPACT TAX >JUL07-GENERAL,5125.00,PAID,08/07/2008,7,,MIDDLEBURY,CT,,GAITHERSBURG,MD,20878
492572,Open,08/07/2008,,,City of Gaithersburg Permit #PI-B070992,GAITHERSBURG RES. BUILDING,CONSTRUCT,TOWNHOUSE,0,N,IMPACT TAX >JUL07-GENERAL,5125.00,PAID,08/07/2008,11,,MIDDLEBURY,CT,,GAITHERSBURG,MD,20878
492573,Issued,08/07/2008,08/07/2008,,City of Gaithersburg Permit #PI-B070994,GAITHERSBURG RES. BUILDING,CONSTRUCT,TOWNHOUSE,0,N,IMPACT TAX >JUL07-GENERAL,5125.00,PAID,08/07/2008,15,,MIDDLEBRIDGE,CT,,SILVER SPRING,MD,20906
492574,Issued,08/07/2008,08/07/2008,,City of Gaithersburg Permit #PI-B070996,GAITHERSBURG RES. BUILDING,CONSTRUCT,TOWNHOUSE,0,N,IMPACT TAX >JUL07-GENERAL,5125.00,PAID,08/07/2008,19,,MIDDLEBURY,CT,,GAITHERSBURG,MD,20878
494251,Finaled,08/27/2008,08/27/2008,08/27/2008,Pay Impact Tax on SFD,GAITHERSBURG RES. BUILDING,CONSTRUCT,,0,N,SCHOOLS IMPACT TAX,15401.00,PAID,08/27/2008,629,,RAVEN,AVE,,GAITHERSBURG,MD,20877
494254,Finaled,08/27/2008,08/27/2008,08/27/2008,Pay Impact Tax on SFD,GAITHERSBURG RES. BUILDING,CONSTRUCT,,0,N,SCHOOLS IMPACT TAX,15401.00,PAID,08/27/2008,625,,RAVEN,AVE,,GAITHERSBURG,MD,20877
494255,Finaled,08/27/2008,08/27/2008,08/27/2008,Pay Impact Tax on SFD,GAITHERSBURG RES. BUILDING,CONSTRUCT,,0,N,SCHOOLS IMPACT TAX,15401.00,PAID,08/27/2008,621,,RAVEN,AVE,,GAITHERSBURG,MD,20877
494256,Finaled,08/27/2008,08/27/2008,08/27/2008,Pay Impact Tax on SFD,GAITHERSBURG RES. BUILDING,CONSTRUCT,,0,N,IMPACT TAX >DEC07-GENERAL,8713.00,PAID,08/27/2008,617,,RAVEN,AVE,,GAITHERSBURG,MD,20877
494257,Finaled,08/27/2008,08/27/2008,08/27/2008,Pay Impact Tax on SFD,GAITHERSBURG RES. BUILDING,CONSTRUCT,,0,N,SCHOOLS IMPACT TAX,15401.00,PAID,08/27/2008,613,,RAVEN,AVE,,GAITHERSBURG,MD,20877
494258,Finaled,08/27/2008,08/27/2008,08/27/2008,Pay Impact Tax on SFD,GAITHERSBURG RES. BUILDING,CONSTRUCT,,0,N,SCHOOLS IMPACT TAX,15401.00,PAID,08/27/2008,609,,RAVEN,AVE,,GAITHERSBURG,MD,20877
494259,Finaled,08/27/2008,08/27/2008,08/27/2008,Pay Impact Tax on SFD,GAITHERSBURG RES. BUILDING,CONSTRUCT,,0,N,SCHOOLS IMPACT TAX,15401.00,PAID,08/27/2008,605,,RAVEN,AVE,,GAITHERSBURG,MD,20877
494260,Finaled,08/27/2008,08/27/2008,08/27/2008,Pay Impact Tax on SFD,GAITHERSBURG RES. BUILDING,CONSTRUCT,,0,N,SCHOOLS IMPACT TAX,15401.00,PAID,08/27/2008,601,,RAVEN,AVE,,GAITHERSBURG,MD,20877
494261,Finaled,08/27/2008,08/27/2008,08/27/2008,Pay Impact Tax on SFD,GAITHERSBURG RES. BUILDING,CONSTRUCT,,0,N,SCHOOLS IMPACT TAX,15401.00,PAID,08/27/2008,597,,RAVEN,AVE,,GAITHERSBURG,MD,20877
494262,Finaled,08/27/2008,08/27/2008,08/27/2008,Pay Impact Tax on SFD,GAITHERSBURG RES. BUILDING,CONSTRUCT,,0,N,SCHOOLS IMPACT TAX,15401.00,PAID,08/27/2008,593,,RAVEN,AVE,,GAITHERSBURG,MD,20877
494263,Finaled,08/27/2008,08/27/2008,08/27/2008,Pay Impact Tax on SFD,GAITHERSBURG RES. BUILDING,CONSTRUCT,,0,N,SCHOOLS IMPACT TAX,15401.00,PAID,08/27/2008,589,,RAVEN,AVE,,GAITHERSBURG,MD,20877
504511,Issued,02/02/2009,02/02/2009,,,GAITHERSBURG RES. BUILDING,CONSTRUCT,TOWNHOUSE,0,N,IMPACT TAX >DEC07-GENERAL,5125.00,PAID,02/02/2009,2,,SHARPSTEAD,LN,,GAITHERSBURG,MD,20878
504516,Issued,02/02/2009,02/02/2009,,,GAITHERSBURG RES. BUILDING,CONSTRUCT,TOWNHOUSE,0,N,IMPACT TAX >DEC07-GENERAL,5125.00,PAID,02/02/2009,6,,SHARPSTEAD,LN,,GAITHERSBURG,MD,20878
504517,Issued,02/02/2009,02/02/2009,,,GAITHERSBURG RES. BUILDING,CONSTRUCT,TOWNHOUSE,0,N,IMPACT TAX >DEC07-GENERAL,5125.00,PAID,02/02/2009,10,,SHARPSTEAD,LN,,GAITHERSBURG,MD,20878
504518,Issued,02/02/2009,02/02/2009,,,GAITHERSBURG RES. BUILDING,CONSTRUCT,TOWNHOUSE,0,N,IMPACT TAX >DEC07-GENERAL,5125.00,PAID,02/02/2009,14,,SHARPSTEAD,LN,,GAITHERSBURG,MD,20878
504519,Issued,02/02/2009,02/02/2009,,,GAITHERSBURG RES. BUILDING,CONSTRUCT,TOWNHOUSE,0,N,IMPACT TAX >DEC07-GENERAL,5125.00,PAID,02/02/2009,18,,SHARPSTEAD,LN,,GAITHERSBURG,MD,20878
504520,Issued,02/02/2009,02/02/2009,,,GAITHERSBURG RES. BUILDING,CONSTRUCT,TOWNHOUSE,0,N,IMPACT TAX >JUL07-GENERAL,5125.00,PAID,02/02/2009,22,,SHARPSTEAD,LN,,GAITHERSBURG,MD,20878
504521,Issued,02/02/2009,02/02/2009,,,GAITHERSBURG RES. BUILDING,CONSTRUCT,TOWNHOUSE,0,N,IMPACT TAX >DEC07-GENERAL,5125.00,PAID,02/02/2009,26,,SHARPSTEAD,LN,,GAITHERSBURG,MD,20878
504522,Open,02/02/2009,,,,GAITHERSBURG RES. BUILDING,CONSTRUCT,TOWNHOUSE,0,N,IMPACT TAX >DEC07-GENERAL,5125.00,PAID,02/02/2009,30,,SHARPSTEAD,LN,,GAITHERSBURG,MD,20878
506258,Finaled,03/04/2009,03/04/2009,03/04/2009,PI-B070963,GAITHERSBURG RES. BUILDING,CONSTRUCT,TOWNHOUSE,0,N,IMPACT TAX >DEC07-GENERAL,5125.00,PAID,03/04/2009,129,,NORWICH,LN,,GAITHERSBURG,MD,20878
506260,Issued,03/04/2009,03/04/2009,,PI-B070964,GAITHERSBURG RES. BUILDING,CONSTRUCT,TOWNHOUSE,0,N,IMPACT TAX >DEC07-GENERAL,5125.00,PAID,03/04/2009,133,,NORWICH,LN,,GAITHERSBURG,MD,20878
506261,Issued,03/04/2009,03/04/2009,,PI-B070966,GAITHERSBURG RES. BUILDING,CONSTRUCT,TOWNHOUSE,0,N,SCHOOLS IMPACT TAX,6833.00,PAID,03/04/2009,137,,NORWICH,LN,,GAITHERSBURG,MD,20878
506262,Issued,03/04/2009,03/04/2009,,PI-B070967,GAITHERSBURG RES. BUILDING,CONSTRUCT,TOWNHOUSE,0,N,SCHOOLS IMPACT TAX,6833.00,PAID,03/04/2009,141,,NORWICH,LN,,GAITHERSBURG,MD,20878
506263,Finaled,03/04/2009,03/04/2009,03/04/2009,PI-B070968,GAITHERSBURG RES. BUILDING,CONSTRUCT,TOWNHOUSE,0,N,SCHOOLS IMPACT TAX,6833.00,PAID,03/04/2009,145,,NORWICH,LN,,GAITHERSBURG,MD,20878
506264,Issued,03/04/2009,03/04/2009,,PI-B070969,GAITHERSBURG RES. BUILDING,CONSTRUCT,TOWNHOUSE,0,N,IMPACT TAX >DEC07-GENERAL,5125.00,PAID,03/04/2009,149,,NORWICH,LN,,GAITHERSBURG,MD,20878
506285,Issued,03/05/2009,03/05/2009,,City of Gaithersburg,GAITHERSBURG RES. BUILDING,CONSTRUCT,TOWNHOUSE,0,N,IMPACT TAX >DEC07-GENERAL,8713.00,PAID,03/05/2009,641,,RAVEN,AVE,,GAITHERSBURG,MD,20877
506287,Issued,03/05/2009,03/05/2009,,City of Gaithersburg,GAITHERSBURG RES. BUILDING,CONSTRUCT,TOWNHOUSE,0,N,IMPACT TAX >DEC07-GENERAL,8713.00,PAID,03/05/2009,474,,WHETSTONE GLEN,ST,,GAITHERSBURG,MD,20877
506288,Issued,03/05/2009,03/05/2009,,City of Gaithersburg,GAITHERSBURG RES. BUILDING,CONSTRUCT,TOWNHOUSE,0,N,SCHOOLS IMPACT TAX,15401.00,PAID,03/05/2009,637,,RAVEN,AVE,,GAITHERSBURG,MD,20877
506289,Issued,03/05/2009,03/05/2009,,City of Gaithersburg,GAITHERSBURG RES. BUILDING,CONSTRUCT,TOWNHOUSE,0,N,IMPACT TAX >DEC07-GENERAL,8713.00,PAID,03/05/2009,486,,WHETSTONE GLEN,ST,,GAITHERSBURG,MD,20877
506290,Issued,03/05/2009,03/05/2009,,City of Gaithersburg,GAITHERSBURG RES. BUILDING,CONSTRUCT,TOWNHOUSE,0,N,SCHOOLS IMPACT TAX,15401.00,PAID,03/05/2009,645,,RAVEN,AVE,,GAITHERSBURG,MD,20877
506291,Issued,03/05/2009,03/05/2009,,City of Gaithersburg,GAITHERSBURG RES. BUILDING,CONSTRUCT,TOWNHOUSE,0,N,IMPACT TAX >DEC07-GENERAL,8713.00,PAID,03/05/2009,478,,WHETSTONE GLEN,ST,,GAITHERSBURG,MD,20877
506292,Issued,03/05/2009,03/05/2009,,City of Gaithersburg,GAITHERSBURG RES. BUILDING,CONSTRUCT,TOWNHOUSE,0,N,IMPACT TAX >DEC07-GENERAL,8713.00,PAID,03/05/2009,494,,WHETSTONE GLEN,ST,,GAITHERSBURG,MD,20877
506293,Issued,03/05/2009,03/05/2009,,City of Gaithersburg,GAITHERSBURG RES. BUILDING,CONSTRUCT,TOWNHOUSE,0,N,SCHOOLS IMPACT TAX,15401.00,PAID,03/05/2009,657,,RAVEN,AVE,,GAITHERSBURG,MD,20877
506294,Issued,03/05/2009,03/05/2009,,City of Gaithersburg,GAITHERSBURG RES. BUILDING,CONSTRUCT,TOWNHOUSE,0,N,SCHOOLS IMPACT TAX,15401.00,PAID,03/05/2009,490,,WHETSTONE GLEN,ST,,GAITHERSBURG,MD,20877
506295,Issued,03/05/2009,03/05/2009,,City of Gaithersburg,GAITHERSBURG RES. BUILDING,CONSTRUCT,TOWNHOUSE,0,N,IMPACT TAX >DEC07-GENERAL,8713.00,PAID,03/05/2009,653,,RAVEN,AVE,,GAITHERSBURG,MD,20877
506296,Issued,03/05/2009,03/05/2009,,City of Gaithersburg,GAITHERSBURG RES. BUILDING,CONSTRUCT,TOWNHOUSE,0,N,SCHOOLS IMPACT TAX,15401.00,PAID,03/05/2009,482,,WHETSTONE GLEN,ST,,GAITHERSBURG,MD,20877
506297,Issued,03/05/2009,03/05/2009,,City of Gaithersburg,GAITHERSBURG RES. BUILDING,CONSTRUCT,TOWNHOUSE,0,N,IMPACT TAX >DEC07-GENERAL,8713.00,PAID,03/05/2009,649,,RAVEN,AVE,,GAITHERSBURG,MD,20877
507826,Issued,03/27/2009,03/27/2009,,City of Gaithersburg Building Permit # PI-B090136,GAITHERSBURG RES. BUILDING,CONSTRUCT,TOWNHOUSE,0,N,SCHOOLS IMPACT TAX,15401.00,PAID,03/27/2009,663,,PULLMAN,PL,,GAITHERSBURG,MD,20877
507827,Issued,03/27/2009,03/27/2009,,City of Gaithersburg Building Permit # PI-B090137,GAITHERSBURG RES. BUILDING,CONSTRUCT,TOWNHOUSE,0,N,IMPACT TAX >DEC07-GENERAL,8713.00,PAID,03/27/2009,667,,PULLMAN,PL,,GAITHERSBURG,MD,20877
507828,Issued,03/27/2009,03/27/2009,,City of Gaithersburg Building Permit # PI-B090138,GAITHERSBURG RES. BUILDING,CONSTRUCT,TOWNHOUSE,0,N,IMPACT TAX >DEC07-GENERAL,8713.00,PAID,03/27/2009,671,,PULLMAN,PL,,GAITHERSBURG,MD,20877
507829,Issued,03/27/2009,03/27/2009,,City of Gaithersburg Building Permit # PI-B090139,GAITHERSBURG RES. BUILDING,CONSTRUCT,TOWNHOUSE,0,N,IMPACT TAX >DEC07-GENERAL,8713.00,PAID,03/27/2009,675,,PULLMAN,PL,,GAITHERSBURG,MD,20877
507830,Issued,03/27/2009,03/27/2009,,City of Gaithersburg Building Permit PI-B090140,GAITHERSBURG RES. BUILDING,CONSTRUCT,TOWNHOUSE,0,N,IMPACT TAX >DEC07-GENERAL,8713.00,PAID,03/27/2009,679,,PULLMAN,PL,,GAITHERSBURG,MD,20877
507831,Issued,03/27/2009,03/27/2009,,City of Gaithersburg Building Permit PI-B090141,GAITHERSBURG RES. BUILDING,CONSTRUCT,TOWNHOUSE,0,N,SCHOOLS IMPACT TAX,15401.00,PAID,03/27/2009,683,,PULLMAN,PL,,GAITHERSBURG,MD,20877
507832,Issued,03/27/2009,03/27/2009,,City of Gaithersburg Building Permit PI-B090142,GAITHERSBURG RES. BUILDING,CONSTRUCT,TOWNHOUSE,0,N,IMPACT TAX >DEC07-GENERAL,8713.00,PAID,03/27/2009,687,,PULLMAN,PL,,GAITHERSBURG,MD,20877
507833,Issued,03/27/2009,03/27/2009,,City of Gaithersburg Building Permit PI-B090143,GAITHERSBURG RES. BUILDING,CONSTRUCT,TOWNHOUSE,0,N,IMPACT TAX >DEC07-GENERAL,8713.00,PAID,03/27/2009,691,,PULLMAN,PL,,GAITHERSBURG,MD,20877
507834,Issued,03/27/2009,03/27/2009,,City of Gaithersburg Building Permit PI-B090144,GAITHERSBURG RES. BUILDING,CONSTRUCT,TOWNHOUSE,0,N,IMPACT TAX >DEC07-GENERAL,8713.00,PAID,03/27/2009,695,,PULLMAN,PL,,GAITHERSBURG,MD,20877
513673,Issued,06/12/2009,06/12/2009,,,GAITHERSBURG RES. BUILDING,CONSTRUCT,TOWNHOUSE,0,N,SCHOOLS IMPACT TAX,15401.00,PAID,06/12/2009,635,,PULLMAN,PL,,GAITHERSBURG,MD,20877
513677,Finaled,06/12/2009,06/12/2009,06/12/2009,,GAITHERSBURG RES. BUILDING,CONSTRUCT,TOWNHOUSE,0,N,IMPACT TAX >DEC07-GENERAL,8713.00,PAID,06/12/2009,639,,PULLMAN,PL,,GAITHERSBURG,MD,20877
513678,Issued,06/12/2009,06/12/2009,,,GAITHERSBURG RES. BUILDING,CONSTRUCT,TOWNHOUSE,0,N,SCHOOLS IMPACT TAX,15401.00,PAID,06/12/2009,643,,PULLMAN,PL,,GAITHERSBURG,MD,20877
513679,Issued,06/12/2009,06/12/2009,,,GAITHERSBURG RES. BUILDING,CONSTRUCT,TOWNHOUSE,0,N,IMPACT TAX >DEC07-GENERAL,8713.00,PAID,06/12/2009,647,,PULLMAN,PL,,GAITHERSBURG,MD,20877
513680,Issued,06/12/2009,06/12/2009,,,GAITHERSBURG RES. BUILDING,CONSTRUCT,TOWNHOUSE,0,N,SCHOOLS IMPACT TAX,15401.00,PAID,06/12/2009,651,,PULLMAN,PL,,GAITHERSBURG,MD,20877
513681,Issued,06/12/2009,06/12/2009,,,GAITHERSBURG RES. BUILDING,CONSTRUCT,TOWNHOUSE,0,N,SCHOOLS IMPACT TAX,15401.00,PAID,06/12/2009,655,,PULLMAN,PL,,GAITHERSBURG,MD,20877
513682,Issued,06/12/2009,06/12/2009,,,GAITHERSBURG RES. BUILDING,CONSTRUCT,TOWNHOUSE,0,N,IMPACT TAX >JUL07-GENERAL,8713.00,PAID,06/12/2009,659,,PULLMAN,PL,,GAITHERSBURG,MD,20877
516437,Issued,07/16/2009,07/16/2009,,City of Gaithersburg Permit #PI-B090507,GAITHERSBURG RES. BUILDING,CONSTRUCT,TOWNHOUSE,0,N,IMPACT TAX >DEC07-GENERAL,8713.00,PAID,07/16/2009,611,,PULLMAN,PL,,GAITHERSBURG,MD,20877
516439,Issued,07/16/2009,07/16/2009,,City of Gaithersburg Permit #PI-B090508,GAITHERSBURG RES. BUILDING,CONSTRUCT,TOWNHOUSE,0,N,IMPACT TAX >DEC07-GENERAL,8713.00,PAID,07/16/2009,615,,PULLMAN,PL,,GAITHERSBURG,MD,20877
516440,Issued,07/16/2009,07/16/2009,,City of Gaithersburg Permit #PI-B090509,GAITHERSBURG RES. BUILDING,CONSTRUCT,TOWNHOUSE,0,N,IMPACT TAX >DEC07-GENERAL,8713.00,PAID,07/16/2009,619,,PULLMAN,PL,,GAITHERSBURG,MD,20877
516441,Issued,07/16/2009,07/16/2009,,City of Gaithersburg Permit #PI-B090510,GAITHERSBURG RES. BUILDING,CONSTRUCT,TOWNHOUSE,0,N,IMPACT TAX >DEC07-GENERAL,8713.00,PAID,07/16/2009,623,,PULLMAN,PL,,GAITHERSBURG,MD,20877
516442,Issued,07/16/2009,07/16/2009,,City of Gaithersburg Permit #PI-B090511,GAITHERSBURG RES. BUILDING,CONSTRUCT,TOWNHOUSE,0,N,IMPACT TAX >DEC07-GENERAL,8713.00,PAID,07/16/2009,627,,PULLMAN,PL,,GAITHERSBURG,MD,20877
516443,Issued,07/16/2009,07/16/2009,,City of Gaithersburg Permit #PI-B090512,GAITHERSBURG RES. BUILDING,CONSTRUCT,TOWNHOUSE,0,N,IMPACT TAX >DEC07-GENERAL,8713.00,PAID,07/16/2009,631,,PULLMAN,PL,,GAITHERSBURG,MD,20877
524866,Finaled,11/04/2009,11/05/2009,11/05/2009,City of Gaithersburg Permit #PI-B090805,GAITHERSBURG RES. BUILDING,CONSTRUCT,TOWNHOUSE,0,N,SCHOOLS IMPACT TAX,16503.00,UNPAID,,527,,GIRARD,ST,,GAITHERSBURG,MD,20877
524867,Issued,11/04/2009,11/05/2009,,City of Gaithersburg Permit #PI-B090806,GAITHERSBURG RES. BUILDING,CONSTRUCT,TOWNHOUSE,0,N,SCHOOLS IMPACT TAX,16503.00,PAID,11/05/2009,529,,GIRARD,ST,,GAITHERSBURG,MD,20877
524868,Issued,11/04/2009,11/05/2009,,City of Gaithersburg Permit #PI-B090807,GAITHERSBURG RES. BUILDING,CONSTRUCT,TOWNHOUSE,0,N,IMPACT TAX >JUL09-GENERAL,9337.00,PAID,11/05/2009,531,,GIRARD,ST,,GAITHERSBURG,MD,20877
524869,Issued,11/04/2009,11/05/2009,,City of Gaithersburg Permit #PI-B090808,GAITHERSBURG RES. BUILDING,CONSTRUCT,TOWNHOUSE,0,N,IMPACT TAX >JUL09-GENERAL,9337.00,PAID,11/05/2009,533,,GIRARD,ST,,GAITHERSBURG,MD,20877
524870,Issued,11/04/2009,11/05/2009,,City of Gaithersburg Permit #PI-B090809,GAITHERSBURG RES. BUILDING,CONSTRUCT,TOWNHOUSE,0,N,SCHOOLS IMPACT TAX,16503.00,PAID,11/05/2009,535,,GIRARD,ST,,GAITHERSBURG,MD,20877
524871,Issued,11/04/2009,11/05/2009,,City of Gaithersburg Permit #PI-B090810,GAITHERSBURG RES. BUILDING,CONSTRUCT,TOWNHOUSE,0,N,IMPACT TAX >JUL09-GENERAL,9337.00,PAID,11/05/2009,537,,GIRARD,ST,,GAITHERSBURG,MD,20877
524872,Issued,11/04/2009,11/05/2009,,City of Gaithersburg Permit #PI-B090811,GAITHERSBURG RES. BUILDING,CONSTRUCT,TOWNHOUSE,0,N,SCHOOLS IMPACT TAX,16503.00,UNPAID,,539,,GIRARD,ST,,GAITHERSBURG,MD,20877
