Permit Number,Status,Processed Date,Issued Date,Finaled Date,Description,Application Type,Work Type,Use code ,Number of Dwelling units,High Rise,Tax Description,Tax Amount,Tax Status,Tax Paid Date,Street Number,Pre-direction,Street name of work location,Street Suffix,Post-direction,City,State,ZIP code
296795,Issued,01/24/2003,01/24/2003,,,ROCKVILLE RES. BUILDING,ALTER,TOWNHOUSE,0,N,"IMPACT TAX, COUNTY DISTRICT",1050.00,UNPAID,,1108,,CRESTFIELD,DR,,ROCKVILLE,MD,20850
296796,Issued,01/24/2003,01/24/2003,,,ROCKVILLE RES. BUILDING,ALTER,TOWNHOUSE,0,N,"IMPACT TAX, COUNTY DISTRICT",1050.00,UNPAID,,1110,,CRESTFIELD,DR,,ROCKVILLE,MD,20850
296797,Issued,01/24/2003,01/24/2003,,,ROCKVILLE RES. BUILDING,ALTER,TOWNHOUSE,0,N,"IMPACT TAX, COUNTY DISTRICT",1050.00,UNPAID,,1112,,CRESTFIELD,DR,,ROCKVILLE,MD,20850
296798,Issued,01/24/2003,01/24/2003,,,ROCKVILLE RES. BUILDING,ALTER,TOWNHOUSE,0,N,"IMPACT TAX, COUNTY DISTRICT",1050.00,UNPAID,,1114,,CRESTFIELD,DR,,ROCKVILLE,MD,20850
296799,Issued,01/24/2003,01/24/2003,,,ROCKVILLE RES. BUILDING,ALTER,TOWNHOUSE,0,N,"IMPACT TAX, COUNTY DISTRICT",1050.00,UNPAID,,1116,,CRESTFIELD,DR,,ROCKVILLE,MD,20850
296800,Issued,01/24/2003,01/24/2003,,,ROCKVILLE RES. BUILDING,ALTER,TOWNHOUSE,0,N,"IMPACT TAX, COUNTY DISTRICT",1050.00,UNPAID,,1118,,CRESTFIELD,DR,,ROCKVILLE,MD,20850
296801,Finaled,01/24/2003,01/24/2003,01/24/2003,,ROCKVILLE RES. BUILDING,ALTER,TOWNHOUSE,0,N,"IMPACT TAX, COUNTY DISTRICT",1050.00,UNPAID,,1120,,CRESTFIELD,DR,,ROCKVILLE,MD,20850
298975,Finaled,02/26/2003,02/26/2003,02/26/2003,,ROCKVILLE RES. BUILDING,CONSTRUCT,SINGLE FAMILY DWELLING,0,N,"IMPACT TAX, COUNTY DISTRICT",1050.00,PAID,02/26/2003,404,,ANDERSON,AVE,,ROCKVILLE,MD,20850
302912,Issued,04/16/2003,02/09/2007,,Rockville Impact Tax,ROCKVILLE RES. BUILDING,ALTER,,0,N,"IMPACT TAX, COUNTY DISTRICT",1050.00,UNPAID,,1106,,PLEASANT,CIR,,ROCKVILLE,MD,20850
302916,Issued,04/16/2003,02/09/2007,,,ROCKVILLE RES. BUILDING,ALTER,,0,N,"IMPACT TAX, COUNTY DISTRICT",1050.00,UNPAID,,1108,,PLEASANT,DR,,ROCKVILLE,MD,20850
302917,Issued,04/16/2003,02/09/2007,,,ROCKVILLE RES. BUILDING,ALTER,,0,N,"IMPACT TAX, COUNTY DISTRICT",1050.00,UNPAID,,2111,,PICCARD,DR,,ROCKVILLE,MD,20850
303193,Issued,04/17/2003,04/28/2003,,,ROCKVILLE RES. BUILDING,ALTER,SINGLE FAMILY DWELLING,0,N,"IMPACT TAX, COUNTY DISTRICT",1050.00,PAID,04/17/2003,101,,NORTH,ST,,ROCKVILLE,MD,20850
304402,Issued,04/30/2003,04/30/2003,,,ROCKVILLE RES. BUILDING,CONSTRUCT,,0,N,"IMPACT TAX, COUNTY DISTRICT",1050.00,PAID,04/30/2003,,,,,,,,
306761,Finaled,05/22/2003,05/22/2003,05/22/2003,,ROCKVILLE RES. BUILDING,CONSTRUCT,SINGLE FAMILY DWELLING,0,N,"IMPACT TAX, COUNTY DISTRICT",1050.00,PAID,05/22/2003,9612,,VEIRS,DR,,ROCKVILLE,MD,20850
307145,Issued,05/28/2003,02/09/2007,,,ROCKVILLE RES. BUILDING,CONSTRUCT,TOWNHOUSE,0,N,"IMPACT TAX, COUNTY DISTRICT",1050.00,UNPAID,,702,,RIDGEMONT,AVE,,ROCKVILLE,MD,20850
307167,Issued,05/28/2003,02/09/2007,,,ROCKVILLE RES. BUILDING,CONSTRUCT,TOWNHOUSE,0,N,"IMPACT TAX, COUNTY DISTRICT",1050.00,UNPAID,,704,,RIDGEMONT,AVE,,ROCKVILLE,MD,20850
307168,Issued,05/28/2003,02/09/2007,,,ROCKVILLE RES. BUILDING,CONSTRUCT,TOWNHOUSE,0,N,"IMPACT TAX, COUNTY DISTRICT",1050.00,UNPAID,,706,,RIDGEMONT,AVE,,ROCKVILLE,MD,20850
307169,Issued,05/28/2003,02/09/2007,,,ROCKVILLE RES. BUILDING,CONSTRUCT,TOWNHOUSE,0,N,"IMPACT TAX, COUNTY DISTRICT",1050.00,UNPAID,,708,,RIDGEMONT,AVE,,ROCKVILLE,MD,20850
307170,Issued,05/28/2003,02/09/2007,,,ROCKVILLE RES. BUILDING,CONSTRUCT,TOWNHOUSE,0,N,"IMPACT TAX, COUNTY DISTRICT",1050.00,UNPAID,,710,,RIDGEMONT,AVE,,ROCKVILLE,MD,20850
307171,Issued,05/28/2003,02/09/2007,,,ROCKVILLE RES. BUILDING,CONSTRUCT,TOWNHOUSE,0,N,SCHOOLS IMPACT TAX,6000.00,UNPAID,,703,,RIDGEMONT,AVE,,ROCKVILLE,MD,20850
307310,Issued,05/29/2003,05/29/2003,,,ROCKVILLE RES. BUILDING,CONSTRUCT,SINGLE FAMILY DWELLING,0,N,"IMPACT TAX, COUNTY DISTRICT",1050.00,PAID,05/29/2003,4,,MANNAKEE,ST,,ROCKVILLE,MD,20850
310838,Issued,07/01/2003,02/09/2007,,,ROCKVILLE RES. BUILDING,,SINGLE FAMILY DWELLING,0,N,"IMPACT TAX, COUNTY DISTRICT",1653.75,UNPAID,,1117,,GAITHER,RD,,ROCKVILLE,MD,20850
310840,Issued,07/01/2003,02/09/2007,,,ROCKVILLE RES. BUILDING,CONSTRUCT,SINGLE FAMILY DWELLING,0,N,"IMPACT TAX, COUNTY DISTRICT",1653.75,UNPAID,,1119,,GAITHER,RD,,ROCKVILLE,MD,20850
310841,Issued,07/01/2003,02/09/2007,,,ROCKVILLE RES. BUILDING,CONSTRUCT,SINGLE FAMILY DWELLING,0,N,"IMPACT TAX, COUNTY DISTRICT",1653.75,UNPAID,,1121,,GAITHER,RD,,ROCKVILLE,MD,20850
310842,Issued,07/01/2003,02/09/2007,,,ROCKVILLE RES. BUILDING,CONSTRUCT,SINGLE FAMILY DWELLING,0,N,"IMPACT TAX, COUNTY DISTRICT",1653.75,UNPAID,,1123,,GAITHER,RD,,ROCKVILLE,MD,20850
310843,Issued,07/01/2003,02/09/2007,,,ROCKVILLE RES. BUILDING,CONSTRUCT,SINGLE FAMILY DWELLING,0,N,"IMPACT TAX, COUNTY DISTRICT",1653.75,UNPAID,,1125,,GAITHER,RD,,ROCKVILLE,MD,20850
310844,Issued,07/01/2003,02/09/2007,,,ROCKVILLE RES. BUILDING,CONSTRUCT,SINGLE FAMILY DWELLING,0,N,"IMPACT TAX, COUNTY DISTRICT",1653.75,UNPAID,,1127,,GAITHER,RD,,ROCKVILLE,MD,20850
310845,Issued,07/01/2003,12/12/2003,,,ROCKVILLE RES. BUILDING,CONSTRUCT,SINGLE FAMILY DWELLING,0,N,"IMPACT TAX, COUNTY DISTRICT",1653.75,UNPAID,,1129,,GAITHER,RD,,ROCKVILLE,MD,20850
310950,Issued,07/01/2003,07/01/2003,,,ROCKVILLE RES. BUILDING,CONSTRUCT,SINGLE FAMILY DWELLING,0,N,"IMPACT TAX, COUNTY DISTRICT",1050.00,PAID,07/01/2003,9700,,VEIRS,DR,,ROCKVILLE,MD,20850
312705,Issued,07/18/2003,07/18/2003,,,ROCKVILLE RES. BUILDING,CONSTRUCT,BUSINESS BUILDING,0,N,"IMPACT TAX, COUNTY DISTRICT",2340.00,PAID,07/18/2003,14945,,SHADY GROVE,RD,,ROCKVILLE,MD,20850
314504,Issued,08/04/2003,08/05/2003,,,ROCKVILLE RES. BUILDING,CONSTRUCT,SINGLE FAMILY DWELLING,0,N,"IMPACT TAX, COUNTY DISTRICT",1050.00,PAID,08/05/2003,309,,OAK KNOLL,TER,,ROCKVILLE,MD,20850
314507,Issued,08/04/2003,08/05/2003,,,ROCKVILLE RES. BUILDING,CONSTRUCT,SINGLE FAMILY DWELLING,0,N,"IMPACT TAX, COUNTY DISTRICT",1050.00,PAID,08/05/2003,311,,OAK KNOLL,TER,,ROCKVILLE,MD,20850
314508,Issued,08/04/2003,08/05/2003,,,ROCKVILLE RES. BUILDING,CONSTRUCT,SINGLE FAMILY DWELLING,0,N,"IMPACT TAX, COUNTY DISTRICT",1050.00,PAID,08/05/2003,307,,OAK KNOLL,TER,,ROCKVILLE,MD,20850
314509,Issued,08/04/2003,08/05/2003,,,ROCKVILLE RES. BUILDING,CONSTRUCT,SINGLE FAMILY DWELLING,0,N,"IMPACT TAX, COUNTY DISTRICT",1050.00,PAID,08/05/2003,305,,OAK KNOLL,TER,,ROCKVILLE,MD,20850
314510,Finaled,08/04/2003,08/05/2003,08/05/2003,,ROCKVILLE RES. BUILDING,CONSTRUCT,,0,N,"IMPACT TAX, COUNTY DISTRICT",1050.00,PAID,08/05/2003,309,,OAK KNOLL,TER,,ROCKVILLE,MD,20850
314511,Issued,08/04/2003,08/05/2003,,,ROCKVILLE RES. BUILDING,CONSTRUCT,SINGLE FAMILY DWELLING,0,N,"IMPACT TAX, COUNTY DISTRICT",1050.00,PAID,08/05/2003,502,,JACALA,TER,,ROCKVILLE,MD,20850
314512,Issued,08/04/2003,08/05/2003,,,ROCKVILLE RES. BUILDING,CONSTRUCT,SINGLE FAMILY DWELLING,0,N,"IMPACT TAX, COUNTY DISTRICT",1050.00,PAID,08/05/2003,504,,JACALA,TER,,ROCKVILLE,MD,20850
314513,Issued,08/04/2003,08/05/2003,,,ROCKVILLE RES. BUILDING,CONSTRUCT,SINGLE FAMILY DWELLING,0,N,"IMPACT TAX, COUNTY DISTRICT",1050.00,PAID,08/05/2003,506,,JACALA,TER,,ROCKVILLE,MD,20850
314514,Issued,08/04/2003,08/05/2003,,,ROCKVILLE RES. BUILDING,CONSTRUCT,SINGLE FAMILY DWELLING,0,N,"IMPACT TAX, COUNTY DISTRICT",1050.00,PAID,08/05/2003,508,,JACALA,TER,,ROCKVILLE,MD,20850
314515,Issued,08/04/2003,08/05/2003,,,ROCKVILLE RES. BUILDING,CONSTRUCT,SINGLE FAMILY DWELLING,0,N,"IMPACT TAX, COUNTY DISTRICT",1050.00,PAID,08/05/2003,510,,JACALA,TER,,ROCKVILLE,MD,20850
314516,Issued,08/04/2003,02/09/2007,,,ROCKVILLE RES. BUILDING,CONSTRUCT,SINGLE FAMILY DWELLING,0,N,"IMPACT TAX, COUNTY DISTRICT",1050.00,PAID,08/05/2003,512,,JACALA,TER,,ROCKVILLE,MD,20850
314536,Issued,08/05/2003,02/09/2007,,,ROCKVILLE RES. BUILDING,CONSTRUCT,TOWNHOUSE,0,N,"IMPACT TAX, COUNTY DISTRICT",1050.00,PAID,08/05/2003,300,,OAK KNOLL,TER,,ROCKVILLE,MD,20850
314537,Issued,08/05/2003,02/09/2007,,,ROCKVILLE RES. BUILDING,CONSTRUCT,TOWNHOUSE,0,N,"IMPACT TAX, COUNTY DISTRICT",1050.00,PAID,08/05/2003,302,,OAK KNOLL,TER,,ROCKVILLE,MD,20850
314538,Issued,08/05/2003,02/09/2007,,,ROCKVILLE RES. BUILDING,CONSTRUCT,TOWNHOUSE,0,N,"IMPACT TAX, COUNTY DISTRICT",1050.00,PAID,08/05/2003,304,,OAK KNOLL,TER,,ROCKVILLE,MD,20850
314539,Issued,08/05/2003,02/09/2007,,,ROCKVILLE RES. BUILDING,CONSTRUCT,TOWNHOUSE,0,N,"IMPACT TAX, COUNTY DISTRICT",1050.00,PAID,08/05/2003,306,,OAK KNOLL,TER,,ROCKVILLE,MD,20850
314540,Issued,08/05/2003,02/09/2007,,,ROCKVILLE RES. BUILDING,CONSTRUCT,TOWNHOUSE,0,N,"IMPACT TAX, COUNTY DISTRICT",1050.00,PAID,08/05/2003,308,,OAK KNOLL,TER,,ROCKVILLE,MD,20850
314543,Issued,08/05/2003,02/09/2007,,,ROCKVILLE RES. BUILDING,CONSTRUCT,TOWNHOUSE,0,N,"IMPACT TAX, COUNTY DISTRICT",1050.00,PAID,08/05/2003,209,,OAK KNOLL,TER,,ROCKVILLE,MD,20850
314544,Issued,08/05/2003,02/09/2007,,,ROCKVILLE RES. BUILDING,CONSTRUCT,TOWNHOUSE,0,N,"IMPACT TAX, COUNTY DISTRICT",1050.00,PAID,08/05/2003,211,,OAK KNOLL,TER,,ROCKVILLE,MD,20850
314545,Finaled,08/05/2003,02/09/2007,02/09/2007,,ROCKVILLE RES. BUILDING,CONSTRUCT,TOWNHOUSE,0,N,"IMPACT TAX, COUNTY DISTRICT",1050.00,PAID,08/05/2003,213,,OAK KNOLL,TER,,ROCKVILLE,MD,20850
314546,Issued,08/05/2003,02/09/2007,,,ROCKVILLE RES. BUILDING,CONSTRUCT,TOWNHOUSE,0,N,"IMPACT TAX, COUNTY DISTRICT",1050.00,PAID,08/05/2003,215,,OAK KNOLL,TER,,ROCKVILLE,MD,20850
314547,Issued,08/05/2003,02/09/2007,,,ROCKVILLE RES. BUILDING,CONSTRUCT,TOWNHOUSE,0,N,"IMPACT TAX, COUNTY DISTRICT",1050.00,PAID,08/05/2003,217,,OAK KNOLL,TER,,ROCKVILLE,MD,20850
314548,Issued,08/05/2003,02/09/2007,,,ROCKVILLE RES. BUILDING,CONSTRUCT,TOWNHOUSE,0,N,"IMPACT TAX, COUNTY DISTRICT",1050.00,PAID,08/05/2003,301,,OAK KNOLL,TER,,ROCKVILLE,MD,20850
314550,Issued,08/05/2003,02/09/2007,,,ROCKVILLE RES. BUILDING,CONSTRUCT,TOWNHOUSE,0,N,"IMPACT TAX, COUNTY DISTRICT",1050.00,PAID,08/05/2003,202,,OAK KNOLL,TER,,ROCKVILLE,MD,20850
314551,Issued,08/05/2003,02/09/2007,,,ROCKVILLE RES. BUILDING,CONSTRUCT,TOWNHOUSE,0,N,"IMPACT TAX, COUNTY DISTRICT",1050.00,PAID,08/05/2003,204,,OAK KNOLL,TER,,ROCKVILLE,MD,20850
314552,Issued,08/05/2003,02/09/2007,,,ROCKVILLE RES. BUILDING,CONSTRUCT,TOWNHOUSE,0,N,"IMPACT TAX, COUNTY DISTRICT",1050.00,PAID,08/05/2003,206,,OAK KNOLL,TER,,ROCKVILLE,MD,20850
314553,Issued,08/05/2003,02/09/2007,,,ROCKVILLE RES. BUILDING,CONSTRUCT,TOWNHOUSE,0,N,"IMPACT TAX, COUNTY DISTRICT",1050.00,PAID,08/05/2003,208,,OAK KNOLL,TER,,ROCKVILLE,MD,20850
314554,Issued,08/05/2003,02/09/2007,,,ROCKVILLE RES. BUILDING,CONSTRUCT,TOWNHOUSE,0,N,"IMPACT TAX, COUNTY DISTRICT",1050.00,PAID,08/05/2003,210,,OAK KNOLL,TER,,ROCKVILLE,MD,20850
314556,Issued,08/05/2003,02/09/2007,,,ROCKVILLE RES. BUILDING,CONSTRUCT,TOWNHOUSE,0,N,"IMPACT TAX, COUNTY DISTRICT",1050.00,PAID,08/05/2003,509,,OAK KNOLL,TER,,ROCKVILLE,MD,20850
314557,Issued,08/05/2003,02/09/2007,,,ROCKVILLE RES. BUILDING,CONSTRUCT,TOWNHOUSE,0,N,"IMPACT TAX, COUNTY DISTRICT",1050.00,PAID,08/05/2003,511,,OAK KNOLL,TER,,ROCKVILLE,MD,20850
314558,Issued,08/05/2003,02/09/2007,,,ROCKVILLE RES. BUILDING,CONSTRUCT,TOWNHOUSE,0,N,"IMPACT TAX, COUNTY DISTRICT",1050.00,PAID,08/05/2003,507,,OAK KNOLL,TER,,ROCKVILLE,MD,20850
314559,Issued,08/05/2003,02/09/2007,,,ROCKVILLE RES. BUILDING,CONSTRUCT,TOWNHOUSE,0,N,"IMPACT TAX, COUNTY DISTRICT",1050.00,PAID,08/05/2003,505,,OAK KNOLL,TER,,ROCKVILLE,MD,20850
314560,Issued,08/05/2003,02/09/2007,,,ROCKVILLE RES. BUILDING,CONSTRUCT,TOWNHOUSE,0,N,"IMPACT TAX, COUNTY DISTRICT",1050.00,PAID,08/05/2003,503,,OAK KNOLL,TER,,ROCKVILLE,MD,20850
314561,Issued,08/05/2003,02/09/2007,,,ROCKVILLE RES. BUILDING,CONSTRUCT,TOWNHOUSE,0,N,"IMPACT TAX, COUNTY DISTRICT",1050.00,PAID,08/05/2003,501,,OAK KNOLL,TER,,ROCKVILLE,MD,20850
314625,Issued,08/05/2003,08/06/2003,,,ROCKVILLE RES. BUILDING,CONSTRUCT,SINGLE FAMILY DWELLING,0,N,"IMPACT TAX, COUNTY DISTRICT",1050.00,PAID,08/06/2003,502,,OAK KNOLL,TER,,ROCKVILLE,MD,20850
314626,Issued,08/05/2003,08/06/2003,,,ROCKVILLE RES. BUILDING,CONSTRUCT,SINGLE FAMILY DWELLING,0,N,"IMPACT TAX, COUNTY DISTRICT",1050.00,PAID,08/06/2003,504,,OAK KNOLL,TER,,ROCKVILLE,MD,20850
314627,Issued,08/05/2003,08/06/2003,,,ROCKVILLE RES. BUILDING,CONSTRUCT,SINGLE FAMILY DWELLING,0,N,"IMPACT TAX, COUNTY DISTRICT",1050.00,PAID,08/06/2003,506,,OAK KNOLL,TER,,ROCKVILLE,MD,20850
314628,Finaled,08/05/2003,08/06/2003,08/06/2003,,ROCKVILLE RES. BUILDING,CONSTRUCT,SINGLE FAMILY DWELLING,0,N,"IMPACT TAX, COUNTY DISTRICT",1050.00,PAID,08/06/2003,508,,OAK KNOLL,TER,,ROCKVILLE,MD,20850
314629,Issued,08/05/2003,08/06/2003,,,ROCKVILLE RES. BUILDING,CONSTRUCT,SINGLE FAMILY DWELLING,0,N,"IMPACT TAX, COUNTY DISTRICT",1050.00,PAID,08/06/2003,510,,OAK KNOLL,TER,,ROCKVILLE,MD,20850
314846,Issued,08/06/2003,08/07/2003,,,ROCKVILLE RES. BUILDING,CONSTRUCT,SINGLE FAMILY DWELLING,0,N,"IMPACT TAX, COUNTY DISTRICT",1050.00,PAID,08/07/2003,522,,CASEY,LN,,ROCKVILLE,MD,20850
314849,Issued,08/06/2003,08/07/2003,,,ROCKVILLE RES. BUILDING,CONSTRUCT,SINGLE FAMILY DWELLING,0,N,"IMPACT TAX, COUNTY DISTRICT",1050.00,PAID,08/07/2003,524,,CASEY,LN,,ROCKVILLE,MD,20850
314850,Issued,08/06/2003,08/07/2003,,,ROCKVILLE RES. BUILDING,CONSTRUCT,SINGLE FAMILY DWELLING,0,N,"IMPACT TAX, COUNTY DISTRICT",1050.00,PAID,08/07/2003,526,,CASEY,LN,,ROCKVILLE,MD,20850
314851,Issued,08/07/2003,08/07/2003,,,ROCKVILLE RES. BUILDING,CONSTRUCT,SINGLE FAMILY DWELLING,0,N,"IMPACT TAX, COUNTY DISTRICT",1050.00,PAID,08/07/2003,528,,CASEY,LN,,ROCKVILLE,MD,20850
314852,Issued,08/07/2003,08/07/2003,,,ROCKVILLE RES. BUILDING,CONSTRUCT,SINGLE FAMILY DWELLING,0,N,"IMPACT TAX, COUNTY DISTRICT",1050.00,PAID,08/07/2003,530,,CASEY,LN,,ROCKVILLE,MD,20850
314853,Issued,08/06/2003,08/07/2003,,,ROCKVILLE RES. BUILDING,CONSTRUCT,SINGLE FAMILY DWELLING,0,N,"IMPACT TAX, COUNTY DISTRICT",1050.00,PAID,08/07/2003,532,,CASEY,LN,,ROCKVILLE,MD,20850
314854,Issued,08/06/2003,08/07/2003,,,ROCKVILLE RES. BUILDING,CONSTRUCT,SINGLE FAMILY DWELLING,0,N,"IMPACT TAX, COUNTY DISTRICT",1050.00,PAID,08/07/2003,534,,CASEY,LN,,ROCKVILLE,MD,20850
314855,Issued,08/06/2003,08/07/2003,,,ROCKVILLE RES. BUILDING,CONSTRUCT,SINGLE FAMILY DWELLING,0,N,"IMPACT TAX, COUNTY DISTRICT",1050.00,PAID,08/07/2003,536,,CASEY,LN,,ROCKVILLE,MD,20850
314856,Issued,08/06/2003,08/07/2003,,,ROCKVILLE RES. BUILDING,CONSTRUCT,SINGLE FAMILY DWELLING,0,N,"IMPACT TAX, COUNTY DISTRICT",1050.00,PAID,08/07/2003,506,,CASEY,LN,,ROCKVILLE,MD,20850
314857,Issued,08/06/2003,08/07/2003,,,ROCKVILLE RES. BUILDING,CONSTRUCT,SINGLE FAMILY DWELLING,0,N,"IMPACT TAX, COUNTY DISTRICT",1050.00,PAID,08/07/2003,508,,CASEY,LN,,ROCKVILLE,MD,20850
314858,Issued,08/06/2003,08/07/2003,,,ROCKVILLE RES. BUILDING,CONSTRUCT,SINGLE FAMILY DWELLING,0,N,"IMPACT TAX, COUNTY DISTRICT",1050.00,PAID,08/07/2003,510,,CASEY,LN,,ROCKVILLE,MD,20850
314859,Issued,08/06/2003,08/07/2003,,,ROCKVILLE RES. BUILDING,CONSTRUCT,SINGLE FAMILY DWELLING,0,N,"IMPACT TAX, COUNTY DISTRICT",1050.00,PAID,08/07/2003,512,,CASEY,LN,,ROCKVILLE,MD,20850
314860,Issued,08/06/2003,08/07/2003,,,ROCKVILLE RES. BUILDING,CONSTRUCT,SINGLE FAMILY DWELLING,0,N,"IMPACT TAX, COUNTY DISTRICT",1050.00,PAID,08/07/2003,514,,CASEY,LN,,ROCKVILLE,MD,20850
314861,Issued,08/06/2003,08/07/2003,,,ROCKVILLE RES. BUILDING,CONSTRUCT,SINGLE FAMILY DWELLING,0,N,"IMPACT TAX, COUNTY DISTRICT",1050.00,PAID,08/07/2003,516,,CASEY,LN,,ROCKVILLE,MD,20850
314862,Issued,08/06/2003,08/07/2003,,,ROCKVILLE RES. BUILDING,CONSTRUCT,SINGLE FAMILY DWELLING,0,N,"IMPACT TAX, COUNTY DISTRICT",1050.00,PAID,08/07/2003,518,,CASEY,LN,,ROCKVILLE,MD,20850
314863,Issued,08/06/2003,08/07/2003,,,ROCKVILLE RES. BUILDING,CONSTRUCT,SINGLE FAMILY DWELLING,0,N,"IMPACT TAX, COUNTY DISTRICT",1050.00,PAID,08/07/2003,520,,CASEY,LN,,ROCKVILLE,MD,20850
314881,Issued,08/06/2003,08/07/2003,,,ROCKVILLE RES. BUILDING,CONSTRUCT,SINGLE FAMILY DWELLING,0,N,"IMPACT TAX, COUNTY DISTRICT",1050.00,PAID,08/07/2003,505,,JACALA,TER,,ROCKVILLE,MD,20850
314882,Issued,08/07/2003,08/07/2003,,,ROCKVILLE RES. BUILDING,CONSTRUCT,SINGLE FAMILY DWELLING,0,N,"IMPACT TAX, COUNTY DISTRICT",1050.00,PAID,08/07/2003,507,,JACALA,TER,,ROCKVILLE,MD,20850
314883,Issued,08/06/2003,08/07/2003,,,ROCKVILLE RES. BUILDING,CONSTRUCT,SINGLE FAMILY DWELLING,0,N,"IMPACT TAX, COUNTY DISTRICT",1050.00,PAID,08/07/2003,509,,JACALA,TER,,ROCKVILLE,MD,20850
314884,Issued,08/07/2003,08/07/2003,,,ROCKVILLE RES. BUILDING,CONSTRUCT,SINGLE FAMILY DWELLING,0,N,"IMPACT TAX, COUNTY DISTRICT",1050.00,PAID,08/07/2003,511,,JACALA,TER,,ROCKVILLE,MD,20850
314885,Issued,08/06/2003,08/07/2003,,,ROCKVILLE RES. BUILDING,CONSTRUCT,SINGLE FAMILY DWELLING,0,N,"IMPACT TAX, COUNTY DISTRICT",1050.00,PAID,08/07/2003,513,,JACALA,TER,,ROCKVILLE,MD,20850
314886,Issued,08/06/2003,08/07/2003,,,ROCKVILLE RES. BUILDING,CONSTRUCT,SINGLE FAMILY DWELLING,0,N,"IMPACT TAX, COUNTY DISTRICT",1050.00,PAID,08/07/2003,515,,JACALA,TER,,ROCKVILLE,MD,20850
314887,Issued,08/06/2003,08/07/2003,,,ROCKVILLE RES. BUILDING,CONSTRUCT,SINGLE FAMILY DWELLING,0,N,"IMPACT TAX, COUNTY DISTRICT",1050.00,PAID,08/07/2003,517,,JACALA,TER,,ROCKVILLE,MD,20850
314888,Issued,08/07/2003,02/09/2007,,,ROCKVILLE RES. BUILDING,CONSTRUCT,SINGLE FAMILY DWELLING,0,N,"IMPACT TAX, COUNTY DISTRICT",1050.00,PAID,08/07/2003,519,,JACALA,TER,,ROCKVILLE,MD,20850
314889,Issued,08/06/2003,08/07/2003,,,ROCKVILLE RES. BUILDING,CONSTRUCT,SINGLE FAMILY DWELLING,0,N,"IMPACT TAX, COUNTY DISTRICT",1050.00,PAID,08/07/2003,521,,JACALA,TER,,ROCKVILLE,MD,20850
314890,Issued,08/06/2003,08/07/2003,,,ROCKVILLE RES. BUILDING,CONSTRUCT,SINGLE FAMILY DWELLING,0,N,"IMPACT TAX, COUNTY DISTRICT",1050.00,PAID,08/07/2003,523,,JACALA,TER,,ROCKVILLE,MD,20850
314891,Issued,08/07/2003,08/07/2003,,,ROCKVILLE RES. BUILDING,CONSTRUCT,SINGLE FAMILY DWELLING,0,N,"IMPACT TAX, COUNTY DISTRICT",1050.00,PAID,08/07/2003,525,,JACALA,TER,,ROCKVILLE,MD,20850
314892,Issued,08/06/2003,08/07/2003,,,ROCKVILLE RES. BUILDING,CONSTRUCT,SINGLE FAMILY DWELLING,0,N,"IMPACT TAX, COUNTY DISTRICT",1050.00,PAID,08/07/2003,527,,JACALA,TER,,ROCKVILLE,MD,20850
314893,Issued,08/06/2003,08/07/2003,,,ROCKVILLE RES. BUILDING,CONSTRUCT,SINGLE FAMILY DWELLING,0,N,"IMPACT TAX, COUNTY DISTRICT",1050.00,PAID,08/07/2003,529,,JACALA,TER,,ROCKVILLE,MD,20850
314894,Issued,08/06/2003,08/07/2003,,,ROCKVILLE RES. BUILDING,CONSTRUCT,SINGLE FAMILY DWELLING,0,N,"IMPACT TAX, COUNTY DISTRICT",1050.00,PAID,08/07/2003,531,,JACALA,TER,,ROCKVILLE,MD,20850
314895,Issued,08/06/2003,08/07/2003,,,ROCKVILLE RES. BUILDING,CONSTRUCT,SINGLE FAMILY DWELLING,0,N,"IMPACT TAX, COUNTY DISTRICT",1050.00,PAID,08/07/2003,533,,JACALA,TER,,ROCKVILLE,MD,20850
315822,Issued,08/15/2003,08/27/2003,,,ROCKVILLE RES. BUILDING,CONSTRUCT,TOWNHOUSE,0,N,"IMPACT TAX, COUNTY DISTRICT",1050.00,PAID,08/27/2003,1105,,GAITHER,RD,,ROCKVILLE,MD,20850
315824,Finaled,08/15/2003,08/27/2003,08/27/2003,,ROCKVILLE RES. BUILDING,CONSTRUCT,TOWNHOUSE,0,N,"IMPACT TAX, COUNTY DISTRICT",1050.00,PAID,08/27/2003,1107,,GAITHER,RD,,ROCKVILLE,MD,20850
315825,Issued,08/15/2003,08/27/2003,,,ROCKVILLE RES. BUILDING,CONSTRUCT,TOWNHOUSE,0,N,"IMPACT TAX, COUNTY DISTRICT",1050.00,PAID,08/27/2003,1109,,GAITHER,RD,,ROCKVILLE,MD,20850
315826,Issued,08/15/2003,08/27/2003,,,ROCKVILLE RES. BUILDING,CONSTRUCT,TOWNHOUSE,0,N,"IMPACT TAX, COUNTY DISTRICT",1050.00,PAID,08/27/2003,1111,,GAITHER,RD,,ROCKVILLE,MD,20850
315827,Issued,08/15/2003,08/27/2003,,,ROCKVILLE RES. BUILDING,CONSTRUCT,TOWNHOUSE,0,N,"IMPACT TAX, COUNTY DISTRICT",1050.00,PAID,08/27/2003,1113,,GAITHER,RD,,ROCKVILLE,MD,20850
