sitePlanKey,sitePlanNbr,sitePlanName,sitePlanStatusTypeDsc,amendmentInd,commercialGrossFloorAreaSquareFeetQty,hotelRoomCnt,officeSquareFeetQty,parkingSpaceCnt,residentialGrossFloorAreaSquareFeetQty,residentialUnitCnt,retailSquareFeetQty,sitePlanActionDatetime,storyCnt,townhouseCnt,sitePlanCommentText,sitePlanNoteText,rezoningNbr,rezoningCaseNbr,rezoningStatusTypeDsc
213,331,Arlington Gateway,Approved,true,599211,240160,565801,1564,414000,414,33401,2003-06-14T00:00:00.000Z,11,0,"Mixed-use development consisting of 2 office blds, commercial space, a hotel and a condominium. Gateway Office building (RPC 14-051-358, 901 Glebe). Regent Office Building ( RPC 14-053-057, 950 Glebe). Continental Condominium (RPC 14-053-357 resub into -360 thru -772,  851 N Glebe). Hotel (RPC 14-051-356  801 N Glebe)","Total Site area: 243,469 s.f.  6/05 ammendment incorporates sp 133. Hotel: 336 rooms/19 stories. Continental Condo 414 units, 22 sty.  Gateway off gfa 316,839 Gateway retail gfa 19,000, 11 sty. Regent off GFA 248,962 Regent retail gfa 14,401 gfa, 12 sty.  Parking: Gateway off/ret  434/32 sp.  Hotel 173 sp includes 69 tandem sp. Condo 414 sp. Regent off/ret 437sp includes 62 compact sps.",,,
217,248,FDIC Phase 2 Office,Approved,true,0,0,410364,0,0,0,5108,2003-03-18T00:00:00.000Z,11,0,,"Original site plan included hotel/apt, 2 office buildings, a parking garage and a Giant Food. All buildings are complete. Construction began 2004. Giant food is on rpc's 15-087-030,031 and all other buildings are on 028,029.",,,
221,145,Airport Plaza II: Hotel,Approved,false,0,0,0,0,0,652,5100,1981-01-01T00:00:00.000Z,0,0,High Residential/High O-A-H,"Airport Plaza 3, 412 units, 5,100 retail, Airport Plaza 4, 205 Units.      Parking and Site Area - see 19.01  Address changed from to Crystal Drive based on geocoding (8/2002).",,,
225,346,Potomac Yard,Approved,true,2960000,469835,2880000,1024,1000000,1200,60000,2002-03-23T00:00:00.000Z,12,0,"Mixed use office, retail, hotel & residential. Divided into 6 areas labeled as Land Bays.  (Land Bay A, B,C,D.E,F)","incl conveyance to County of pt North Tract (for addl density)  Area: 439860 s.f.  please see st plan 346a for land Bay A, st plan 346b for Bay B etc. residential units permitted within range of  800-1200. Hotel rooms 625. Parking for office = 953 sp. Retail = 71 sp.",2472,Z-2472-00-1,Approved
229,366,The Palatine,Approved,false,0,0,0,352,325406,327,0,2004-02-21T00:00:00.000Z,11,0,02/21/2004 item 24.,"24 off site affrodable dwelling units provided through paymnts to the County. Parking: 312 standard, 10 HCap, 30 Compact, 20 Visitor.",,,
233,378,The Monroe Street Condominiums,Approved,false,0,0,0,0,0,79,0,2004-12-06T00:00:00.000Z,0,0,,Z-2504-03-1 REZONING: From ¡°R-5¡± One-Family Dwelling Districts and ¡° RA8-18¡± Apartment Dwelling Districts to ¡°R-C¡± Apartment Dwelling and Commercial Districts,2504,Z-2504-03-1,Approved
237,231,Courthouse Plaza: Hotel,Approved,false,0,131655,0,180,0,0,9455,2006-02-25T00:00:00.000Z,10,0,,"approved 02/25/06, item 27. Total GFA 141,110. 176 hotel rooms.",,,
241,397,Clarendon Center,Approved,false,0,0,220919,600,238901,244,61380,2006-06-13T00:00:00.000Z,12,0,"SEE SITE PLAN 397 NORTH AND 397 SOUTH, MEF.","SEE SITE PLAN 397 NORTH AND 397 SOUTH, MEF.  06/13/06 item 31.  2 old buildings, Underwood (7,322 s/f retail) and Old Dominion (38,664 s/f office), preserved and included in the above numbers.  Parking, 244 Resid., 316 office, 40 retail, MEF.  10/21/2008 site plan broken up into north and south assemblage.  RPC 18-013-011 replaces 18-013-001, 003, 004, 005, 006, 008 & 009, MEF.",,,
245,18,1812 N Moore St.,Approved,true,0,0,569739,473,0,0,11020,2007-12-15T00:00:00.000Z,30,0,,,,,
249,413,Founders Square,Approved,false,0,0,660190,1558,434045,362,26900,2008-07-19T00:00:00.000Z,0,0,"SEE THE NEW SEPARATE 413 SITE PLANS.  Founders Square.  14-060-013 & 036 taxable.  The rest tax-exempt. Total density distributed per square foot.  Can't allocate density on the 5 sites because the sites don't exist yet.  Split residential/commercial.  When the site is replatted, break up the density into 5 pieces for the 2 office buildings, 2 apartments, and one retail site.  As of 12/08, it is unknown how the 26,900 square feet of retail will be allocated among the 5 parcels, mef.",,,,
253,401-3-TH,Bob Peck /Staples/AHC-Lot 3 wakefield townhouses,Approved,false,0,0,0,0,0,0,0,2008-02-23T00:00:00.000Z,0,9,"Part of site plan 401, 9 new fee simple AHC townhouses on  Lot 3 of the Bob Peck/Staples site, off N. Wakefield St. mef.",,,,
257,346Cnew,Land Bay C Final site plan.,Approved,false,0,0,1064298,1775,0,0,41325,2007-12-18T00:00:00.000Z,12,0,"Buildings 1 & 2 on east side, 34-027-071.  Buildings 3 & 4 on west side, 34-027-072.  Land Bay C matches RPCs 34-027-071 & 072.  4 office buildings.  Office sf, 235,486sf, 267,541 sf, 278,043 sf. & 283,228 on Buildings 1, 2, 3 & 4.   Retail sf, 7,720 sf, 7,435 sf, 8,110 sf & 18,060 sf on Buildings 1, 2, 3, & 4.","story heights 10, 12, 12 & 12.  1,613 office & 162 retail spaces.",,,
261,106H,Shirlington Hilton Garden Inn,Approved,true,0,110000,0,145,0,0,0,2007-01-27T00:00:00.000Z,6,0,142 unit hotel,,,,
265,413NR,Founders Square North Residential,Approved,true,9035,0,0,225,0,256,9035,2008-07-19T00:00:00.000Z,17,0,,"Amendment Jan. 22, 2011; Item 25",,,
269,U-3185-07-,Macedonia Baptist Church,Approved,false,0,0,2300,41,0,36,0,2008-09-13T00:00:00.000Z,4,0,C-2,"COMMENTS  ""U-3185-07-1 USE PERMIT (CARRY-OVER):  Macedonia Baptist Church, Unified Mixed Use Development to construct 36 dwelling units, approx. 2,300 sq ft office; 2219, 2229, 2237 Shirlington Rd. (RPC #31-025-047, -048, -049)    Application Date:  10/12/2007    Note:  798 Sq.Ft of Residential space will be demolished.    2Q09 - per Samia. They started to do paperwork to apply to a building permit but will take a while (at least more than 1Q).""",,,
273,405  M,"405, Madison Apartment, Village 1 Bldg. A",Approved,false,0,0,0,270,0,234,0,2007-06-09T00:00:00.000Z,4,0,"Site plan 405, 4 story elevator building, midrise. Parent account 20-024-244.  Child accounts 245 & 246.  245 is the affordable LHU rental units.  246 is market rent section.  100 units affordable.  134 units market.  Declaration 4311/1639, convertible space A, LHU affordable section, convertible space B market section, MEF.","Affordable breakdown:  58 1BR, 37 2BR, 5 3BR.  Market Breakdown:  1 studio/eff., 80 1BR, 47 2BR, 6 3BR.  Valued as two separate apartments, MEF.",,,
277,FBC,Columbia Place,Approved,false,0,0,0,0,0,22,2960,2009-07-11T00:00:00.000Z,0,0,,,,,
281,105-33,Three Metropolitan Park,Approved,false,0,0,0,502,471205,411,16350,2009-02-21T00:00:00.000Z,18,0,"Site Plan 105, Phase 3 of parcel 3. The Acadia at Metropolitan Park.","Total GFA 487,555.  18 stories plus penthouse.  436 residential/66 retail spaces.  Unit mix, 52 studio, 183 1BR, 26 1BR+Den, 132 2BR, 14 2BR+Den, 4 3BR, mef.",,,
285,417,Wakefield Manor,Approved,false,0,0,0,189,278389,292,0,2011-10-15T00:00:00.000Z,12,0,"This site plan will be valued with the TDR density until that density gets transferred to another site.  Then it will be valued on the receiving site.  Receiving site has not been determined yet, (12/2011).  RPC 17-017-004, no longer valued as a SFD on Apt.Zoned land, DD/MEF.","Board meeting October 15, 2011; Item 41  Three existing garden apartments that total 84 units (to remain, will not be torn down); new 12 story 104 unit apartment building where existing single family home stands; 104 units or 104,789sqft of Transfer of Development Rights undeveloped.   Valuing: Capitalized income of three existing garden apartments + 104 apartment units to be constructed + 104 residential units TDR.  GFA Breakdown 278,389sqft:  68,200sqft Existing(84 units); 105,400sqft New(104 units); 104,789sqft TDR(104 units)  Residential Unit Breakdown: 84 garden apartment (existing); 104 high rise apartment (new); 104 residential units (TDR)  TDR: 104 residential or hotel units at 1,000sqft per unit or 104,789sqft GFA residential, hotel, commercial, office or other use, DD/MEF.",,,
289,346E west,"Parcel 8, Land Bay E west Final Site Plan",Approved,false,0,0,374379,684,0,0,71418,2008-04-21T00:00:00.000Z,12,0,,,,,
293,413SO,Founders Square South Office,Approved,false,355530,0,355530,552,0,0,0,2008-07-19T00:00:00.000Z,13,0,,,,,
297,105-3,,,false,,,,,,,,,,,,,,,
303,418-R,418 Receiving,Approved,true,306492,,284012,395,,,22480,2012-01-24T00:00:00.000Z,10,,"Approved 01/24/2012, item 41.","Penzance Clarendon Assemblage, LLC. 3001 Washington Boulevard. Two site plans, sending and receiving. 1.13-acre site. 2 Buildings: North (10 stories, 197,984 sf office, 11,479 sf ground-floor retail), South (8 stories, 86,027 sf office, 10,999 sf ground-floor retail).",,,
307,196E,3803 Fairfax Drive Expansion,Approved,true,,,43045,,,,,1999-01-23T00:00:00.000Z,7,,"Approved Jan 23, 1999 Board Meeting, Item #14. 3803 Fairfax Drive. Addtion of 43,045 sq ft of office space (7 story wraparound) to existing office/retail building (5 stories).","Existing building at 3803 Fairfax Drive has 33,605 sq ft of office, including 3,731 sq ft of ground level retail.",,,
311,420,Bergmann's,Approved,true,13257,,,242,,202,13257,2012-12-08T00:00:00.000Z,10,,"Approved 12/08/2012, item #26. 10-story building with 160 units east of Uhle. 3-story building with 13,257 sq ft of ground level retail, capped with apartment level of 15 units and 27 units of 1-2 story flats ringing garage west of Uhle.",Building A (residential tower) is 10 stories. Building B (retail/parking/townhouses) is 3 stories. 8 units commited ADUs. Full retail sq footage is proposed grocery store.,,,
315,105 - 4/5,Metropolitan Park - Phase 4/5,Approved,false,,,,885,697435,699,40413,2013-07-13T00:00:00.000Z,22,,"Approved by Board of Supervisors, July 13, 2013, item #42, part C. Phases 4 and 5 of Metropolitan Park Development consolidated into one building.","Site comprises 35-003-011 pt., 35-003-012 pt., and 35-003-035. 12th St S, S Eads St, 13th St S, S Elm St. Ground floor retail mainly comprised of a 36,789 sf full-service grocery store. LEED Silver Rating.",,,
319,426,Latitude Apartments,Approved,false,,,,262,263698,265,3115,2013-11-16T00:00:00.000Z,12,,"Approved 11/16/2013 Board meeting, Item #26. Total 269,615 square foot residential building with 3,115 ground floor retail and 2,802 square feet of ground floor cultural/educational space. 14 ADUs.","12,000 sf public plaza. Rezoned from C-2 Service Commercial Community Business District to C-O Commercial Office Building, Hotel, and Multiple-Family Residential zoning district. Site Plan proposes two buildings connected at second level.",,,
323,161-3,Colonial Place I and II Lobbies,Approved,false,,,,,,,,2014-02-22T00:00:00.000Z,,,"Approved by Board of Supervisors February 22nd, 2014, Item #1. 2111 and 2101 Wilson Boulevard. Two new lobbies, total 870 square feet: Colonial Place I is 440 square feet, Colonial Place II is 430 square feet.","Colonial Village Phased Development Site Plan (PDSP #161) originally approved December 11, 1979.",,,
327,U3348-12-1,10th Street Flats,Approved,false,,,4704,154,131431,144,11813,2014-07-11T00:00:00.000Z,,,"Comm. mixed-used development containing:144 units. (135 res. units + 9 live/work units)  131,431 sq. ft. of Residential GFA  4704 sq. ft. of Office GFA  8153 sq. ft. of flexible (live/work or retail GFA)  3660 sq. ft. of retail GFA with 2 levels of below grade parking",,,,
256,401-JBG,Bob Peck Chevy/Staples/JBG office on lot 2-B,Approved,false,0,0,282989,535,0,0,26292,2008-02-23T00:00:00.000Z,10,0,Part of site plan 401.  Created by 4229/338.,,,,
260,106-Off.,Randolph Square Office & Parking Garage.,Approved,false,0,0,195000,762,0,0,16472,2006-09-16T00:00:00.000Z,9,0,Site plan approved 09/16/2006 item 71.,"9 Story office, 6 story above-ground parking garage.   562 office spaces, 200 retail spaces, mef.",,,
264,297-2,Pentagon Centre PDSP & Final Site Plan - Phase I,Approved,true,,200,,0,706700,693,325300,2015-09-15T00:00:00.000Z,0,0,"total site area = 731,873 sq. ft.   retail = 138240 sq. ft.   residential = 262496 sq. ft.  total phase 1 GFA = 1068100 sq. ft.","changed 489911 office to 0, 33495 sq. ft. of retail to 325300 sq. ft., added 200 hotel and 693 residential units",,,
268,335A M,Central Place 335 Amendment McDonalds,Approved,true,0,0,0,0,0,0,4871,2007-05-05T00:00:00.000Z,1,0,"New Central Place McDonalds, 3 dimensional subdivision, book 4233 page 774, elevation from 85.65 to 100, in or surrounded by future JBG North residential/retail/parking garage, mef.",,,,
272,400,Monument View,Approved,true,0,0,453422,781,0,0,0,2011-10-18T00:00:00.000Z,6,0,"Original approval 06/25/2008, amended 10/18/2011 item 43.  34-025-007 is the only live account as of 01/01/2012.",,,,
276,346C east,"Parcel 4B,  Land Bay C east Final Site Plan.",Approved,false,0,0,503027,0,0,0,15155,2007-12-18T00:00:00.000Z,12,0,"Buildings 1 & 2. Office 235,486 & 267,541, 1 & 2.  Retail 7,720 & 7,435, 1 & 2.",1775 spaces on land bay C east and west combined.,,,
280,335A SO,Central Place Amendment South Office,Approved,true,0,0,529434,484,0,0,10979,2007-05-05T00:00:00.000Z,31,0,"Total office GFA 570,549 minus surplus office density of 41,115 not valued.  Parking, 487 office spaces plus approx. 11 retail spaces.  WMATA tax-exempt parcel, 16-038-002.","Site Plan Amendment to #335. Approved March 16, 2013 meeting, item #2. Offic parking spaces from 487 to 484.",,,
284,416,Virginia Square Towers,Approved,false,12815,0,0,562,508022,534,0,2011-09-17T00:00:00.000Z,13,0,,"Up to 540 residential units split between a 13 story north builidng (399) and a 6 story south building (135); 12,815 square feet of retail and service commercial space with modifications to zoning ordinance requirements for bonus density for affordable housing and LEED. September 17th, 2011 Item#52.    6 apartment units may come out of the retail.  If the unit count goes above 534, then the retail of 12,815 GFA will drop.",,,
288,346D east,"Parcel 5A, Land Bay D east Final Site Plan.",Approved,false,0,0,0,476,425752,360,16503,2007-04-21T00:00:00.000Z,12,0,,"Parking, 410 Residential, 66 Retail.",,,
292,413SR,Founders Square South Hotel,Approved,true,1880,183,0,187,0,0,1880,2008-07-19T00:00:00.000Z,11,0,,"Amendment Jan. 22, 2011; Item 25",,,
296,405 O,"Site plan 405, open space.",Approved,false,0,0,0,0,0,0,0,2007-06-09T00:00:00.000Z,0,0,"Site plan 405, open space, all the density surrounds this parcel, MEF.",,,,
302,U-3334-12-,"U-3334-12-1, Pike 3400, old Rosenthal Chevy",Approved,true,0,0,0,407,0,257,15443,2012-05-22T00:00:00.000Z,6,44,Item #42. U-3334-12-1 Use Permit for Columbia Pike Form-Based Code.,"North Block residential (12 stacked flats and 245 multi-family dwelling units), South Block residential (44 townhouse units). 338 parking spots North Block, 69 parking spaces South Block.",,,
306,382,NSTA Office,Approved,true,117920,,107920,206,,,10000,2005-11-15T00:00:00.000Z,6,,"November 15, 2005 Board Meeting, Item #49. RPCs (#17-011-019, 17-011-021, 17-011-023). Retention of existing 4-story, 46,080 sq ft NSTA office building. Construct new 6-story 71,840 sq ft office building, with 10,000 sq ft in ground level retail.",Two levels of below grade parking with existing 16-space surface parking lot for total 206 spaces. Rhodeside Grill and Il Radicchio not preserved.,,,
310,240,Ballston Metro Center Office,Approved,true,,,1894,,,,,2012-12-08T00:00:00.000Z,,,"Approved 12/08/2012 meeting, Item #1. Temporary conversion of 1,894 sq ft of retail space to dental office on ground level of 901 N. Stuart St.","Conversion temporary at 15 years, administrative review in 13 years.",,,
314,423,1700 Lee Highway/Colony House,Approved,false,,168,,102,,,,2013-06-15T00:00:00.000Z,8,,"Approved, Item #26, June 15, 2013.   168-unit hotel. Mix of studio rooms, one-bedroom suites, and two-bedroom suites. 8 stories, plus 2 basement parking levels. LEED Gold (score of 69).","Former Colony House furniture store. Rezoned (Z-2551-11-1) from C-2 Service Commercial-Community Business Districts to C-O-1.5 Commercial Office Building, Hotel, and Apartment Districts. Related update to ACZO Map 34-1 to indicate the Zoning District and extend Line A around the property boundary where necessary.",,,
318,105-1D,Metropolitan Park - Parcel 1D,Approved,false,,300,1809000,2291,,,50000,2013-09-21T00:00:00.000Z,22,,"Site Plan #105. Approved 09/21/2013 Board of Supervisors meeting, Item #58. Part of Pentagon City PDSP. Parcel 1D approved for 1,809,000 sf office (w/ 300 residential units developed as an option), 50,000 sf retail, and 300 hotel units (acquired from Metropolitan Park Parcel 3 in exchange for 930 residential units).","2,066 parking spaces for office; up to 225 parking spaces for hotel.",,,
322,430,The Springs,Approved,false,,,5630,110,,104,,2014-01-25T00:00:00.000Z,5,,"Approved by Board of Supervisors 01/25/2014, item #42. 4318 N. Carlin Springs Road. 104 apartment dwelling units (10 studio, 9 1-bed, 63 2-bed, 22 3-bed), 5,630 sf ground-level office. 98 committed ADUs.",Z-2568-13-1 Rezoning from RA8-18 Apartment Dwelling District to R-C Apartment Dwelling and Commercial District. 110 underground parking spaces.,,,
326,441,2000 Clarendon Blvd,Approved,false,1921,,,112,104814,90,,2016-06-09T00:00:00.000Z,14,,"Site Plan #441 for an approximately 107,000 square foot GFA. multi-family residential with approx. 1,900 s.f. of ground floor retail.    18,380 sq. ft. lot size  104,814 residential GFA  14 stories high rise apt building","Z-2586-15-1 Rezoning from C-2 (Service Commercial--Community Business District) and RA8-18 (Multiple-Family Dwelling District) to C-O (Mixed Use District) and RA4.8 (Multiple-Family Dwelling District),",,,
330,429,1401 Wilson Blvd,Approved,false,524135,,513004,,347596,,55540,2017-03-18T00:00:00.000Z,,,"pending approval for construction of ~524,135 sq. ft. comm. building with up to 513004 sq. ft. of office and 11131 sq. ft. of ground floor retail and 392005 sq. ft. building with up to 347596 sq. ft. of residential use and up to 44409 sq. ft. of retail space.","16035001 = office  16035002 = apartment  Site plan was amended on March 18, 2017 to extend the plan for three more years to June 14,2020.",,,
334,438,Clarendon West,Pending,false,,,,,580881,580,3477,2015-10-15T00:00:00.000Z,,,site plan for 3 buildings containing ~580881 sq. ft. consisting of up to 580 multiple family residential units and ~ 3477 sq. f.t of retail.,,,,
328,46,4000 Fairfax Dr,Approved,false,,,185000,,330000,330,8000,2015-11-11T00:00:00.000Z,22,,"SP #46 amendment to incorporate additional site area into an existing site plan for ~185,000 sq. ft. office building and construct a 22 sty res. building (330 units) ~330,000 sq. ft. GFA and ~8000 sq. ft. of retail",,,,
332,432,1700 N. Fairfax Dr.,Approved,false,,,,,391369,395,,2015-02-13T00:00:00.000Z,,,"391369 sq. ft. of development in 3 buildings with ~395 residential units, 14 dormitory units.","http://arlington.granicus.com/MetaViewer.php?view_id=&clip_id=2878&meta_id=128595      construct three buildings: an 8-story residential  building comprised of 86 units (Building A); a 12-story residential building comprised of 309  units (Building B); and a 5-story transitional living facility comprised of 14 units (Building C).  The 94,540 square-foot site",,,
336,440,750 N. Glebe Rd.,Pending,false,,,,733,547083,491,62298,2016-06-15T00:00:00.000Z,12,,mixed use development containing 547083 sq. ft. of GFA,,,,
340,443,Ballston Station- Ballston United Methodist Church,Approved,false,,,,131,133222,119,,2017-02-25T00:00:00.000Z,8,,"Approved 2/25/2017, Item #31. Ballston Station Housing Corporation (Bozzuto Development Company and Monticello Partners), proposes redevelopment of Ballston Central United Methodist Church for construction of an 8-story residential building that would incorporate a new church, with on-site childcare and a preschool on the first two floors.  The housing component of the project would be mixed income with a total of 119 dwelling units of which 48 would be committed as affordable.","•23,499 sf Church, Childcare and Preschool Space  •131 Parking Spaces (119 residential use and 12 church use)",,,
344,233,1501 Arlington Blvd -Best Western Site,Approved,false,,160,,160,,48,,2019-04-16T00:00:00.000Z,,,"Incorporate 1523 Fairfax Drive (RPC #17-003-  003) into the site plan area, and for site redevelopment with a new approximately 4.45  FAR (approximately 48-unit) multifamily residential building, new approximately 160-  guest room hotel building, and parking garage; located at 1501 Arlington Boulevard and  1523 Fairfax Drive (RPC#s 17-003-003, -004, -046, -047, -048, -297). Modifications of  zoning ordinance requirements include: increased density for LEED, affordable housing,  and other bonuses; reduced parking requirements; and other modifications as necessary to  achieve proposed development plan.",Parking:  Residential= 1 space per unit  Hotel = .7 spaces per guest room  Total of 160 parking spces,,,
348,450,Washington Blvd at Kirkwood,Approved,false,,,,198,260337,255,,2019-06-15T00:00:00.000Z,7,,Board approved REZONING of property from C-2 Service Commercial-Community Business District to C-O-2.5 Mixed-Use District,,,,
338,444,Queen's Court,Approved,false,,,,175,270165,249,,2017-02-25T00:00:00.000Z,12,,"The Queen’s Court Development Corporation (c/o Arlington Partnership for Affordable Housing (APAH)) proposes redevelopment of the existing Queen’s Court Apartments, located at 1801 N. Quinn St. in the Western Rosslyn Coordinated Redevelopment District. This is the first site plan project proposed to implement the Western Rosslyn Area Plan (WRAP). The proposal includes a General Land Use Plan (GLUP) designation change from “Low-Medium” Residential (16-36 units/acre) to “High-Medium” Residential (Up to 3.24 FAR) and a rezoning from RA6-15, Multiple Family Dwelling District to RA4.8, Multiple Family Dwelling District.","Proposed development includes a 12-story apartment building containing 249 Committed Affordable (CAF) dwelling units, 175 below-grade parking spaces and dedication of a 9,000 sq. ft. site for the northern leg of Rosslyn Highlands Park.",,,
342,244,LCOR Verizon Site,Approved,true,,,21439,148,,306,11428,2019-10-19T00:00:00.000Z,19,,"Existing Verizon telecommunications facility building, with 21,439 sf of GFA, to remain  New 19-story multifamily building, with:  o 306 units  o 11,428 sf of ground floor retail  o 148 parking spaces in below-grade parking garage",,,,
346,9,Phase 6 & 7/8 Amazon HQ2,Approved,true,2152111,,2082566,1933,,,69545,2019-12-11T00:00:00.000Z,,,"This proposal for new office/retail development will supersede the 2016 site plan approval for Metropolitan Park 6.   The proposed amendment to the Pentagon City Phased Development Site Plan (PDSP) to convert the allocated residential density to office density, to permit office buildings at heights of up to 22 stories and additional commercial/retail density on Parcel 3 (Metropolitan Park).    - Two (2) new 22-story office buildings consisting of:  - 2,082,566 sf of Office space  - 69,545 sf of ground floor retail  - 1,933 parking spaces in a shared underground parking garage.","Met Park Phase 6:  Office GFA = 898,687 sf  Retail GFA = 27,878 sf    Met Park Phase 7/8:  Office GFA = 1,183,879 sf  Retail GFA = 41,667 sf    If a Footing to Grade Permit has not been issued for the first building to be constructed pursuant to the approved site plan then the this site plan approval expires 12/14/2022.",,,
331,431,2900 S. Glebe Rd,Approved,false,,,,241,263900,257,,2016-05-11T00:00:00.000Z,5,,rezoning from R-6 to RA-8-18 for ~18170 sq. ft. portion of the property located at 2900 and 2910 S. Glebe Rd,RPC# 38-020-002 was subdivided on 08/09/2018.,,,
335,439,Washington Vista,Pending,false,,,,64,,63,,2016-01-15T00:00:00.000Z,,,site plan #439 to construct new 63 unit multifamily building located at 1411 Key Blvd.     site plan proposes a 63 unit condo building  including 6 units of townhouses fronting north nash st.,,,,
339,445,1555 Wilson Blvd,Approved,false,,,,1050,1153050,892,30060,2017-11-25T00:00:00.000Z,,,"Approved 2/25/2017, Item #27. redevelop the site of an existing commercial office building at 1555 Wilson Blvd. and Fire Station No. 10 and Rosslyn Highlands Park located at 1559 Wilson Blvd.  The development proposal includes both land owned by the applicant (1555 Wilson Blvd.) and land owned by Arlington County.","East Building  •561 dwelling units  •18,500 sq. ft. retail  •Fire Station 10  •27 stories (270 ft.)    West Building  •331 dwelling units  •6,700 sq. ft. retail  •23 stories (240 ft.)    Below Grade Parking (total spaces: 1,050)  •714 residential use spaces  •44 retail use spaces  •168 flexible use spaces  •24 fire station spaces  •100 school use spaces",,,
343,79,Rosslyn Holiday Inn,Approved,true,,375,,818,456603,502,14412,2019-09-20T00:00:00.000Z,,,"Rezoned - Z-2611-19-1 from C-O, Mixed-Use district and S-3A to C-O-Rosslyn    Total GFA = 784,415  Residential GFA = 375,493  Hotel GFA = 313,400  Residential Height = 25 stories  Hotel Height = 38 stories    9/20/19 - Planning Commission voted to recommend deferral of the subject site plan amendment so that the applicant could revise the proposal to better meet the intent of the Rosslyn Sector Plan  recommendations as they relate to parking","The applicant is proposing a mixed-use project containing 502 residential  units, 375 hotel keys and a 37,417-sf conference center (including ancillary kitchen and storage  spaces), and 14,412 sf of retail. The requested development statistics include 784,415 sf of gross  floor area (GFA), and a total site plan density of 9.94 FAR. Density for the subject site plan  amendment is calculated using the site area for the existing SP #79 site, 20th Street N. (which is  proposed to be vacated), and Parcel Q, which the applicant is purchasing from the County.  If a footing to grade permit has no been issued for the first building pursuant to the approved Site Plan, then this Site Plan approval expires on 9/24/2022, EB.",,,
347,451,Crystal House,Approved,false,,,,,1811699,1647,9080,2019-12-14T00:00:00.000Z,,,"Removing RPC#36-018-014 from SP# 13.    Redevelop the site with four (4) multi-family residential residential buildings and three (30 new stics of townhouse-style multifamily units for a total of 819 new units.  Total on-site units will increase to 1,647 and approx. 800 sf of retail. Above grade parking structure.    Total Site GFA = 1,812,499  Total # of residential units = 1,647 (828 units existing).  CH-1&2 (EXISTING) = 828 UNITS  CH-3 = 432 UNITS (11-story)  CH-4 = 222 UNITS (11- story)  CH-5 = 81 UNITS (7-story)  CH-6 = 63 UNITS (story)  Parking spaces 1,169 spaces (765 spaces existing)  CH-8 = 14 UNITS  Retail GFA = 9,080 sf (8,280sf existing)","If grading and footing permit has not been issued for the first building to be constructed pursuant to the approved Site Plan or Condition 42(B) has not been satisfied, then this Site Plan approval expires on 12/30/2022.",,,
151,387,Alexan at  South Glebe Rd.,Approved,true,0,0,0,352,280430,217,0,2006-05-20T00:00:00.000Z,4,0,2485 S. Glebe Rd.,"Site Area 2.8 ac. Afforadable units 36,556 GFA, 20 units= 10 2br, 10 3br.  Site currentley is a Ecno Lodge that will be demolished..   Site plan amendment 05/20/06, item 42, reduce units, parking, GFA, height, mef.  Original action 12/15/2004.",,,
155,346b,Potomac Yard Land Bay B,Approved,false,0,625,0,0,0,0,10000,2000-10-21T00:00:00.000Z,0,0,Hotel and Retail,"resd GFA = 625 rooms and up to 50,000 sf of 479,835gfa is a conference facility",,,
159,331b,Arlington Gateway / Fairmont,Approved,true,0,0,0,289,235758,237,9200,2006-01-21T00:00:00.000Z,23,0,Arlington financial Center.,"Incorporate 4420  N. Fairfax into sp133.  Filing date 7/05.    Approved 01/21/2006, item 33,  Total GFA 244,398, MEF",,,
163,363,Promenade at East Falls Church Metro,Approved,false,0,0,0,0,0,0,0,2002-09-17T00:00:00.000Z,0,23,,,,,
167,271,Courthouse Commons,Approved,true,0,0,0,0,0,246,0,2000-05-20T00:00:00.000Z,0,9,Multifamily,existing office building to be demolished,2462,Z-2462-00-1,Approved
171,339,Market Common,Approved,true,234571,0,0,1472,0,300,0,2000-06-24T00:00:00.000Z,0,87,Mixed use retail & residential,"Original(11/13/99): 212,571 GFA 1,392 parking",,,
175,025,Waterview,Approved,true,941585,128639,623176,901,181930,185,7510,2002-05-02T00:00:00.000Z,28,0,"Mixed use office, retail, hotel & residential","vacate pt 19th St N  Site Area: 94,304 s.f.  hotel rooms 160.",,,
179,75,Abingdon Heights,Approved,true,0,0,0,391,0,213,0,2005-04-19T00:00:00.000Z,0,39,"04/19/2005, item 40.  also known as Woodbury Park North","213 HRise units, 31 TH condo units, 8 stacked TH condo units.  Parking: 319 HRise & Stacked, 61 TH, 11 surface",,,
183,348,Bromptons at Courthouse,Approved,false,0,0,0,0,0,0,0,2001-04-24T00:00:00.000Z,0,19,Townhouses & 3 English Basement units,vacate pt 17th St N,,,
187,355,Hunters Park,Approved,false,0,0,0,63,61831,74,4600,2001-11-17T00:00:00.000Z,4,0,Apartment building,"Site Area: 40,106 s.f.   Residential Parking Spaces: 55 spaces   GP-277-01-1 AND Z-2482-01-1.   Look for demo of retail/office   1 SFH to remain.  Renamed Hunters Park",,,
