License Number,Licensee Name,DBA Name,License Type,District,Sub District,County,Street Number,Street Name,City,State,Zip Code,Last Name,First Name,Business Phone,Renewal Date,latlng
228996,GIER OIL COMPANY INC.,STOUTLAND EAGLE STOP,OPL,5,00,053,28960,RT 66,LEBANON,MO,65536,GIER,ANTHONY,,05/10/2019,
227487,SCHNUCK MARKETS INC.,SCHNUCK MARKETS,RBD,3,00,095,1060,SCHNUCKS WOODSMILL PLAZA,TOWN & COUNTRY,MO,63011,PENNEY,JED,,05/17/2019,
227733,CURRENT RIVER XPRESS LLC,CURRENT RIVER XPRESS,OPL,4,00,018,101,US 60,VAN BUREN,MO,63965,BURKE,LISA,,04/05/2019,
228131,MIDNIGHT CELLARS INC.,MIDNIGHT CELLARS,WDS,7,00,999,2867,TOWNSHIP ROAD,PASO ROBLES,CA,934469670,HARTENBERGER,RICHARD,,05/22/2019,
226850,"GREEN ENVIRONMENTAL OPPORTUNITIES, INC.","GREEN ENVIRONMENTAL OPPORTUNITIES, INC.",OPL,1,00,089,309,WOLLARD BLVD.,RICHMOND,MO,640851973,FLAMANK,CLARE,,04/04/2019,
221086,KHODAL LLC,ELM GROVE LIQUOR,OPL,3,00,095,7433,N. LINDBERGH BLVD.,HAZELWOOD,MO,630422120,PATEL,BANSIDHAR,,03/26/2019,
221743,CHINA HOUSE BUFFET OF MO INC.,CHINA HOUSE BUFFET,5BDW,3,00,092,1325,BASS PRO DRIVE,ST. CHARLES,MO,633012462,YE,SAIQING,,04/23/2019,
221231,GANDONA INC.,GANDONA,WDS,7,00,999,1535,SAGE CANYON ROAD,SAINT HELENA,CA,94574,PIRES,MANUEL,,04/02/2019,
230271,EL PATRON MEXICAN GRILL INC.,EL PATRON MEXICAN GRILL,RBDR,5,00,113,595,STEEL STREET,SEYMOUR,MO,657468846,AGUIRRE,PAULINA,,05/09/2019,
220725,TW IRISH PUB LLC,OH TOMMYS PUB & GRILL,RBDR,2,00,015,6285,N STATE HWY 7,ROACH,MO,657878063,JUDD,THERESA,,05/13/2019,
231455,WILLIAM MCBEE LLC,MCBEES GENERAL STORE,OPL,5,00,007,6982,NE LOOP 49,BUTLER,MO,647308896,MCBEE,WILLIAM,,05/06/2019,
232149,PAPPY'S SOUTH LLC,DALIE'S SMOKEHOUSE,RBD,3,00,095,2951,"DOUGHERTY FERRY RD., STE. 109",VALLEY PARK,MO,63122,BASLER,CRAIG,,05/15/2019,
231735,DUCK CREEK ENTERPRISES LLC,DUCK CREEK ENTERPRISES,RBDR,4,00,009,,HWY 51 (3 MI S HWY C),PUXICO,MO,639608568,BOHANNON,LANA,,05/14/2019,
225979,"ALLDREDGE, CURTIS L.",ALLDREDGE ORCHARD,COL,1,00,083,10455,N HIGHWAY,PLATTE CITY,MO,640798223,,,,05/09/2019,
229357,LOVES TRAVEL STOPS & COUNTRY STORES INC.,LOVE'S TRAVEL STOP #621,OPL,2,00,061,1402,STATE HWY O,BEVIER,MO,63532,FISHER,CHARLEY,,04/05/2019,
231272,BOENKER HILL VINEYARD & WINERY INC.,BOENKER HILL VINEYARD & WINERY,5BDW,3,00,095,12844,BOENKER LANE,BRIDGETON,MO,630442439,BOENKER,MATTHEW,,03/27/2019,
221033,BPV MARKET PLACE INVESTORS LLC,BPV MARKET PLACE INVESTORS,RBD,3,00,116,601,CLARK STREET,ST. LOUIS,MO,63102,SHERRICK,BENJAMIN,,05/06/2019,
225643,CASEY'S MARKETING COMPANY,CASEY'S GENERAL STORE #3409,OPL,5,00,049,5869,N. MAIN STREET,AIRPORT DRIVE,MO,64801,HAWORTH,DONITA,,04/16/2019,
229841,BELMONT VINEYARDS LLC,BELMONT VINEYARDS,RBD,4,00,028,5870,OLD 66,LEASBURG,MO,655358196,VOSS,JEFFREY,,04/17/2019,
229813,LUCKY'S FARMERS MARKET OF ROCK HILL LLC,LUCKY'S FARMERS MARKET OF ROCK HILL,RBD,3,00,095,9530,MANCHESTER ROAD,ROCK HILL,MO,63119,EPPLE,LORENE,,03/28/2019,
228584,WALGREEN CO.,WALGREEN #4701,OPL,3,00,095,16105,MANCHESTER ROAD,ELLISVILLE,MO,63011,GRIFFITH,ROBBIN,,03/22/2019,
228644,WALGREEN CO.,WALGREEN #12153,OPL,1,00,024,358,EAST HWY 69,CLAYCOMO,MO,64119,GRIFFITH,ROBBIN,,03/22/2019,
231990,RAMONES CORPORATION,EL MAGUEY RESTAURANT,RBD,3,00,095,104 -,105 CHESTERFIELD TOWN CENTER,CHESTERFIELD,MO,630051230,RAMON-GARCIA,APOLONIO,,05/15/2019,
224426,"NEELS, NANCY & GREG",CAPE FAIR BAIT TACKLE & RECREATION,OPL,5,00,105,8450,W. STATE HWY 76,CAPE FAIR,MO,656244606,,,,05/14/2019,
221436,DOUBLE O LLC,DOUBLE O SALOON & OZARK ORCHARD,RBDR,4,00,102,118,N. MAIN,EMINENCE,MO,65466,GOODE,JAMES,,07/03/2019,
222415,ETB ENTERPRISES LLC,ELMOS LOVE LOUNGE,RBD,3,00,095,7828,OLIVE BLVD.,UNIVERSITY CITY,MO,63130,MILLER,ROY,,06/28/2019,
227405,OLD TOWN CAPE DINING LLC,"BAR, THE",RBD,4,00,016,117,THEMIS STREET,CAPE GIRARDEAU,MO,637015602,SEEGER,DEBORAH,,06/06/2019,
228053,A COLORFUL LIFE LLC,A COLORFUL LIFE,OPL,2,00,015,4467,HORSESHOE BEND PARKWAY,FOUR SEASONS,MO,650496758,PHILLIPS,BELINDA,,03/27/2019,
226973,FLORIDA WINERY INC.,FLORIDA WINERY,22MS,2,00,069,20578,MONROE ROAD 543,FLORIDA,MO,652832177,HAGAN,WARREN,,05/07/2019,
221718,CITY OF NEVADA,FRANK E. PETERS MUNICIPAL GOLF COURSE,5BDW,5,00,109,17320,E. QUAIL ROAD,NEVADA,MO,647723117,CRUMP,KEVIN,,05/30/2019,
231600,DOLGENCORP LLC,DOLLAR GENERAL STORE #15902,OPL,5,00,093,901,E. 3RD STREET,LOWRY CITY,MO,64763,GRIFFITH,ROBBIN,,03/22/2019,
223070,HANUMAN LLC,PINA WINE & SPIRITS,OPL,1,00,048,5802,EAST 125TH STREET,GRANDVIEW,MO,64030,PATEL,SMIT,,05/07/2019,
228220,"MARAIS DES CYGNES SOCIETY, THE",MARAIS DES CYGNES SOCIETY,RBDE,5,00,007,5250,NE COUNTY ROAD 5004,BUTLER,MO,647308558,PHILLIPS,PAUL,,04/23/2019,
229010,DOLGENCORP LLC,DOLLAR GENERAL STORE #1253,OPL,5,00,046,921,PREACHER ROE BLVD.,WEST PLAINS,MO,65775,GRIFFITH,ROBBIN,,03/22/2019,
229262,RF & DJ LLC,QUICK LIQUOR,OPL,5,00,073,4949,HIGHWAY 43 SOUTH,JOPLIN,MO,648048804,JACKSON,DONNA,,05/02/2019,
227769,HEDGES LOOP LLC,HEDGES LOOP,OPL,4,00,067,901,W. HWY 80,EAST PRAIRIE,MO,638458700,HEDGES,LORI,,03/26/2019,
224683,JOLLY ROGERS ENTERPRISES LLC,JOLLY ROGERS ENTERPRISES LLC,RBDR,2,00,071,28443,POLK DRIVE,ROCKY MOUNT,MO,650722419,JUNG,CHRISTINA,,05/13/2019,
228892,TUCKER'S SHUCKERS LLC,TUCKER'S SHUCKERS,RBD,2,00,066,1339,BAGNALL DAM BLVD.,LAKE OZARK,MO,65049,TUCKER,GEORGE,,03/26/2019,
224565,GSR RESTAURANTS MO LLC,WING STOP,5BD,3,00,050,3882,STATE ROAD 141,ARNOLD,MO,630101403,HURLEY,JOYCE,,05/07/2019,
226774,CROWN MART 8 INC.,CROWN MART 8,OPL,3,00,116,1451,N. KINGSHIGHWAY BLVD.,ST. LOUIS,MO,63113,DARWISH,TONY,,04/04/2019,
227772,ARMSTRONG VINEYARDS INC.,EPOCH ESTATE WINES,WDS,7,00,999,7575,YORK MOUNTAIN ROAD,TEMPLETON,CA,934659300,ARMSTRONG,WILLIAM,,05/17/2019,
223982,FINNS FOOD AND SPIRITS INC.,FINNS FOOD AND SPIRITS,RBD,2,00,064,214,N. MAIN STREET,HANNIBAL,MO,634013539,OTTEN,CHRISTOPHER,,06/28/2019,
226090,TOMASO LLC,MASO GRILL,RBD,5,00,039,3653,E. SUNSHINE ST.,SPRINGFIELD,MO,65809,GILARDI,NICOLA,,04/23/2019,
220971,HUNAN PEKING LLC,HUNAN PEKING,RBD,3,00,095,5638,TELEGRAPH ROAD,ST. LOUIS,MO,631294243,LIN,RICHARD,,05/16/2019,
223827,LEWIS OIL COMPANY LLC,BULLSEYE #24,OPL,5,00,046,347,US HIGHWAY 160,CAULFIELD,MO,65626,LEWIS,SAMUEL,,04/05/2019,
230138,SAINT LOUIS HOP SHOP LLC,SAINT LOUIS HOP SHOP,RBD,3,00,116,3401,S. JEFFERSON AVE.,ST. LOUIS,MO,63118,HARRIS,JUSTIN,,05/15/2019,
223529,SOMETHING COUNTRY LLC,SOMETHING COUNTRY,OPL,1,00,074,37799,US HWY 136,CONCEPTION,MO,644338108,LAGER,KANDIE,,04/23/2019,
230542,R & RH LLC,LIQUID,RBD,5,00,085,946,"MISSOURI AVE., #2 & #3",ST. ROBERT,MO,655844825,HARTMAN,RUSSELL,,05/16/2019,
225965,KROGER LIMITED PARTNERSHIP I,RULER FOODS 295,OPL,4,00,016,2103,WILLIAMS ST.,CAPE GIRARDEAU,MO,63703,HAMLETT,LISA,,06/27/2019,
229609,WARRENTON OIL COMPANY,WARRENTON OIL CO.,OPL,2,00,110,2299,SOUTH SPOEDE LANE,TRUESDALE,MO,633807627,BAKER,MARK,,04/26/2019,
227112,DOLGENCORP LLC,DOLLAR GENERAL STORE #14939,OPL,5,00,046,1397,BILL VIRDON BLVD.,WEST PLAINS,MO,65775,GRIFFITH,ROBBIN,,03/22/2019,
224384,EL CHUBASCO INC.,LAS PALMAS MEXICAN RESTAURANT,RBD,3,00,095,10092,PAGE AVENUE,OVERLAND,MO,631321433,VERGARA,EDGAR,,05/22/2019,
224645,RESHAM ENTERPRISES LLC,SNAPPY MART #9,OPL,5,00,046,1671,SOUTH HIGHWAY 63,WEST PLAINS,MO,657756140,GUY,NINA,,05/22/2019,
222222,"SWINDLE, STEPHEN G.",HIDE A WAY LOUNGE,RBD,4,00,078,1204,WALKER,CARUTHERSVILLE,MO,638300692,,,,04/29/2019,
223028,NARAYAN LLC,INGRAMS MARKET,OPL,3,00,050,3812,HWY Z,HILLSBORO,MO,63050,PATEL,DHARMISTHA,,03/27/2019,
230453,SOUTH FORK RESORT LLC,SOUTH FORK RESORT,RBDR,2,00,069,36765,HIGHWAY 154,STOUTSVILLE,MO,652832217,GILLITZER,MARY JANE,,03/22/2019,
227716,VAN TILL AGRI LANDS LLP,VAN TILL FARMS,22MS,1,00,089,13986,HWY C,RAYVILLE,MO,640848275,VAN TILL,CLIFFORD,,04/10/2019,
225773,OLIVE STREET CAFE LLC,OLIVE STREET CAFE,RBD,3,00,095,12710,OLIVE STREET BLVD.,CREVE COEUR,MO,631416211,SPRAGUE,PHILLIP,,05/13/2019,
227527,LA LAGUNITA WG INC.,SAN JOSE MEXICAN RESTAURANT,RBD,3,00,095,35,N. GORE AVE.,WEBSTER GROVES,MO,631192328,JIMENEZ,JOSE,,05/14/2019,
226294,LOVES TRAVEL STOPS & COUNTRY STORES INC.,LOVE'S TRAVEL STOP #585,OPL,5,00,073,12009,E. HIGHWAY 86,NEOSHO,MO,648507062,PHILLIPS,DANNY,,04/10/2019,
221187,E.R. CORP,ROSS MINI MART #4,OPL,4,00,094,1025,STE. GENEVIEVE AVENUE,FARMINGTON,MO,636401123,ROSS,ERIC,,05/07/2019,
229111,MEADOW LAKE COUNTRY CLUB LLC,MEADOW LAKE COUNTRY CLUB,RBDR,5,00,042,1000,WATSON PKWY,CLINTON,MO,647359068,SMITH,GARY,,07/01/2019,
229083,MCGEAR LLC,LIQUID SPIRITS,RBD,3,00,050,3023 A,HIGH RIDGE BLVD.,HIGH RIDGE,MO,63049,GEARON,WILLIAM,,04/19/2019,
227369,"BRACE HOLDINS, INC.",BOBBY T'S ONE STOP,OPL,3,00,092,2234,N. 3RD STREET,ST. CHARLES,MO,633010962,TIPTON,ROBERT,,04/10/2019,
224123,LITTLE INDIA LLC,COPPER CHIMNEY,5BDW,3,00,092,200,MID RIVERS CENTER,ST. PETERS,MO,63376,SINGH,DALJIT,,05/13/2019,
225580,"RED LOBSTER RESTAURANTS, LLC",RED LOBSTER,RBD,3,00,095,57333,SOUTH LINDBERGH BLVD.,ST. LOUIS,MO,63123,ABDALLAH,SAMIR,,04/05/2019,
227439,PHARAOHMOANS LLC,PHARAOHMOANS,WDS,7,00,999,3050,LIMESTONE WAY,PASO ROBLES,CA,934465988,SCHWARTZ,JOHN,,05/22/2019,
226296,RVR ENTERPRISES INC.,HOLIDAY INN & SUITES,RBD,2,00,010,1400 -,1402 CINNAMON HILL,COLUMBIA,MO,65201,PURI,VIVEK,,04/11/2019,
230885,HYA INC.,EL PUEBLO MEXICAN RESTAURANT,RBDR,2,00,068,434,HIGHWAY 50,TIPTON,MO,650818703,SANCHEZ,HUGO,,04/12/2019,
224868,PETES OF ERIE INC.,PUMP N PETES #38,OPL,5,00,049,2816,HAZEL AVENUE,CARTHAGE,MO,64836,GLOODT,SHAWN,,04/04/2019,
228077,FORISTELL ENTERPRISES LLC,CEDAR LAKE CELLARS,22WS,2,00,110,11008,SCHRECKENGAST ROAD,WRIGHT CITY,MO,633905123,BOLM,CARL,,05/06/2019,
227491,HOTEL KCI LLC,HOLIDAY INN KCI AIRPORT,RBD,1,00,083,11728,NW AMBASSADOR DRIVE,KANSAS CITY,MO,64153,ROSE,MICHAEL,,04/24/2019,
231303,GRINDSTONE VALLEY WINERY LLC,GRINDSTONE VALLEY WINERY,22WS,1,00,032,595,CLINTON AVENUE,OSBORN,MO,644740000,HARBISON,JEFF,,05/02/2019,
223579,E & A ENTERPRISE LLC,SHOGUN JAPANESE RESTAURANT,RBD,3,00,092,2057,ZUMBEHL ROAD,ST. CHARLES,MO,633032723,CHUNG,EDWARD,,05/09/2019,
229032,M & J NORTHSHORE LLC,M & J NORTHSHORE,OPL,2,00,071,19554,WONDERLAND ROAD,ROCKY MOUNT,MO,65072,REESE,MICHAEL,,04/23/2019,
228795,YOUNG DEVELOPMENT LLC,IMO'S PIZZA,5BD,3,00,057,55,THE PLAZA,TROY,MO,63379,YOUNG,CHERYL,,05/09/2019,
223835,VPG PARTNERS III LLC,VPG PARTNERS III,RBDR,5,00,105,201,HARBOR LANE,BRANSON,MO,656167989,HUFFMAN,MICHAEL,,04/12/2019,
222149,GUACAMOLE LLC,GUACAMOLE,RBDR,5,00,034,800,S. JEFFERSON STREET,AVA,MO,65608,HERNANDEZ,JUAN,,05/09/2019,
230091,"DEV SINGH INVESTMENTS, LLC",GOODMAN MINI MART,OPL,5,00,060,211,N. ROY HILL BLVD.,GOODMAN,MO,64843,SINGH,CHARANDEV,,03/27/2019,
226749,SOHUM INC.,FOOD MART,OPL,2,00,001,2700,N. BALTIMORE STREET,KIRKSVILLE,MO,63501,HARRELL,LANA,,05/06/2019,
228922,SCHOENWEID FARM LLC,EDELBRAND PURE DISTILLING,LWS,2,00,110,13728,SHAWNEE VALLEY ROAD,MARTHASVILLE,MO,633571792,DELEAN-WEBER,M,,05/09/2019,
223794,MTBC LLC,MARK TWAIN BREWING COMPANY,MICB,2,00,064,422,N. MAIN,HANNIBAL,MO,634013324,LANIER,LOGAN,,05/30/2019,
220661,NANTHAVONG DIVERSIFIED INC.,THAI BISTRO,RBD,3,00,095,2436,TAYLOR RD,WILDWOOD,MO,63040,NANTHAVONG,JOSEPH,,06/25/2019,
232036,44 STONE LLC,44 CANTEEN,RBD,2,00,010,21,N. NINTH STREET,COLUMBIA,MO,652014845,SULLTROP,MARK,,04/18/2019,
231329,WATERTOWER WINERY LLC,WATERTOWER WINERY,22MS,4,00,097,11373,STATE ROUTE M,STE. GENEVIEVE,MO,636708604,FISHER,BRAD,,05/15/2019,
225316,"CRAINE KITCHEN LLC, THE",CHARISSE,RBD,1,00,048,1006,WALNUT,KANSAS CITY,MO,64106,CRAINE,JASON,,04/24/2019,
227308,INDIAN TREE GOLF CENTER LLC,INDIAN TREE GOLF CENTER,5BD,5,00,105,1211,COXFORD ROAD,CRANE,MO,65633,HEAVIN,BRAD,,05/14/2019,
222490,CRAWFORD OIL COMPANY INC.,MINER MOBIL,OPL,4,00,101,2303,E. MALONE,MINER,MO,63801,CRAWFORD,RANDY,,05/07/2019,
229594,DALTON PETROLEUM INC.,TOBACCO SHOPPE,OPL,4,00,035,410,ST. FRANCIS STREET,KENNETT,MO,63857,GIBBONS,BRUCE,,04/12/2019,
225225,PEREZ RUVALCABA LLC,LA CHATA,RBD,3,00,092,3891,MID RIVERS MALL DR.,COTTLEVILLE,MO,63376,PEREZ-YANEZ,LETICIA,,05/09/2019,
230461,DOLGENCORP LLC,DOLLAR GENERAL STORE #15637,OPL,4,00,094,3096,HIGHWAY 221,DOE RUN,MO,63637,EPPLE,LORENE,,03/28/2019,
230955,CAPE BROADWAY LLC,HANGOUT,RBD,4,00,016,727,BROADWAY,CAPE GIRARDEAU,MO,63701,ZAHED,ALAM,,05/07/2019,
226934,MULLIGANS PACKAGE STORE LLC,MULLIGANS,OPL,5,00,046,808,PORTER WAGONER BLVD.,WEST PLAINS,MO,65775,HARRIS,JOHN,,04/09/2019,
222428,ALIZA LLC,PITT STOP,OPL,5,00,020,115,E. US HWY 54,EL DORADO SPRINGS,MO,64744,HARRELL,LANA,,05/15/2019,
228282,BURN BROS LLC,EARLY BIRD BREAKFAST PUB,RBD,5,00,039,1717,E. CHEROKEE #101 & 102,SPRINGFIELD,MO,658072312,WASHBURN,STEPHEN,,05/17/2019,
221711,ROWDENS EXPRESS LLC,ROWDENS EXPRESS,OPL,4,00,102,204,S. MAIN STREET,EMINENCE,MO,65466,ROWDEN,JASON,,05/09/2019,
231871,7 KINGS LLC,II RESTAURANT AND BAR,RBD,3,00,095,10466,W. FLORISSANT,DELLWOOD,MO,63136,KING,NAKIA,,05/15/2019,
221846,SPACE ANTS LLC,PROPAGANDA,RBD,3,00,116,2732,CHEROKEE STREET,ST. LOUIS,MO,63118,TELNIKOVA,TATYANA,,04/10/2019,
229051,GRINDSTONE VALLEY WINERY LLC,GRINDSTONE VALLEY WINERY,22MS,1,00,032,595,CLINTON AVENUE,OSBORN,MO,644740000,HARBISON,JEFF,,05/02/2019,
225572,"RED LOBSTER RESTAURANTS, LLC",RED LOBSTER #6365,RBD,1,00,048,670,NW BLUE PARKWAY,LEE'S SUMMIT,MO,64063,SELF,DOHANNA,,04/05/2019,
230583,DLK VENTURES INC.,HOLLIDAY LANDING,5OP,4,00,112,,HIGHWAY F,GREENVILLE,MO,63944,RIKARD,DENNIS,,05/30/2019,
222761,MTA AUTO LLC,MTA AUTO,OPL,5,00,042,108,E. 2ND STREET,MONTROSE,MO,64770,TENHOLDER,MATTHEW,,05/13/2019,
222252,KANZOUA INC.,GAS MART 26,OPL,3,00,116,1110,SALISBURY,ST. LOUIS,MO,63107,ZDRNJA,ALEN,,06/21/2019,
229270,GANDONA INC.,GANDONA,22S,7,00,999,1533,SAGE CANYON ROAD,ST. HELENA,CA,945740000,PIRES,MANUEL,,03/27/2019,
228162,FOLEY FAMILY WINES INC.,"FOUR GRACES, THE",WDS,7,00,999,9675,NE FOX FARM RD.,DUNDEE,OR,971159117,FOLEY,WILLIAM,,05/22/2019,
221031,BPV MARKET PLACE INVESTORS LLC,BPV MARKET PLACE INVESTORS,RBD,3,00,116,601,CLARK STREET,ST. LOUIS,MO,63102,SHERRICK,BENJAMIN,,05/06/2019,
227602,DOUBLE HELIX CORPORATION,MAGNOLIA CAFE,RBD,3,00,116,3524,WASHINGTON AVENUE,ST. LOUIS,MO,631031019,WELLS,KELLY,,07/02/2019,
226671,DOLGENCORP LLC,DOLLAR GENERAL STORE #224,OPL,5,00,085,1413,ROUTE 66 W.,WAYNESVILLE,MO,65583,GRIFFITH,ROBBIN,,03/22/2019,
228952,FAST N FRIENDLY BOLIVAR #32 INC.,FAST N FRIENDLY BOLIVAR #32,OPL,5,00,084,1913,W. BROADWAY,BOLIVAR,MO,65613,NAEGLER,JEFFREY,,05/03/2019,
227469,STRONG SPIRITS DISTILLING INC.,SD STRONG DISTILLING,RBD,1,00,083,8500,NW RIVER PARK ROAD #136A,PARKVILLE,MO,64152,STRONG,STEVEN,,05/15/2019,
221133,PIKE COUNTY COUNTRY CLUB INC.,PIKE COUNTY COUNTRY CLUB,RBDE,2,00,082,,RR 1 HWY 54,LOUISIANA,MO,633530546,ASH,DAVID,,04/05/2019,
229501,ANCHORS RESTAURANT LLC,ANCHORS RESTAURANT,RBDR,3,00,057,221,WEST AVENUE,WINFIELD,MO,633893436,PETRY,DONNA,,05/16/2019,
223626,SAUER 26 FOOD INC.,SAVE-A-LOT,OPL,2,00,036,2700,WEST OSAGE,PACIFIC,MO,63069,SCHNETTGOECKE,PAUL,,04/17/2019,
231186,"CLUB AT MARIMACK LLC, THE","CLUB AT MARIMACK, THE",RBDR,1,00,024,525,S. MARIMACK DRIVE,KEARNEY,MO,64060,PORTER,CRAIG,,04/29/2019,
221948,READY ROOM LLC,READY ROOM,RBD,3,00,116,4195,MANCHESTER AVENUE,ST. LOUIS,MO,63110,SISUL,MATTHEW,,05/16/2019,
225015,121 SMITH & MAIN LLC,FRISCOS GRILL AND PUB,RBD,4,00,028,121,S. SMITH ST.,CUBA,MO,654531235,WEST,JIMMY,,04/11/2019,
228692,WALGREEN CO.,WALGREEN #7789,OPL,1,00,048,3200,SW STATE ROUTE 7,BLUE SPRINGS,MO,64014,GRIFFITH,ROBBIN,,03/22/2019,
231438,LODGE OF FOUR SEASONS LLC,LODGE OF FOUR SEASONS,RBDR,2,00,015,,LAKE ROAD HH,LAKE OZARK,MO,65049,BROWN,SUSAN,,05/15/2019,
224931,"FRATERNAL ORDER OF THE BEARS #534, THE",FRATERNAL ORDER OF THE BEARS #534,RBDE,1,00,051,105,SOUTH MAIN STREET,LEETON,MO,647619200,SEWARD,WILLIAM,,05/16/2019,
231197,PUBPARK LLC,CITY PARK GRILL,RBD,3,00,095,3157,MORGAN FORD,ST. LOUIS,MO,63116,PENNINGTON,ROBERT,,04/17/2019,
223928,RED MOOSE VINEYARD LLC,RED MOOSE VINEYARD,RBD,4,00,028,425,HWY VV,SALEM,MO,655605431,LEITNER,STEVEN,,04/18/2019,
221042,EAGLE LIQUOR & CSTORE LLC,EAGLE LIQUOR & CSTORE,OPL,2,00,026,1408,MISSOURI BLVD.,JEFFERSON CITY,MO,65109,DONNELL,WILLIAM,,05/06/2019,
229287,DOLGENCORP LLC,DOLLAR GENERAL STORE #15436,OPL,5,00,039,3250,W. BATTLEFIELD ROAD,SPRINGFIELD,MO,65807,GRIFFITH,ROBBIN,,03/22/2019,
222848,MILLENNIUM BOWLING & ENTERTAINMENT INC.,MILLENNIUM BOWLING & ENTERTAINMENT,5BDW,5,00,105,19711,STATE HWY 413,REEDS SPRING,MO,65737,GATES,MICHAEL,,05/13/2019,
227407,KNOTT ENTERPRISES LLC,KNOTT ENTERPRISES,OPL,4,00,111,10215,W. STATE HWY E,POTOSI,MO,636642027,KNOTT,THOMAS,,05/07/2019,
222581,PICASSO'S COFFEE LLC,PICASSO'S COFFEE,RBD,3,00,092,101-,103 N. MAIN STREET,ST. CHARLES,MO,633012826,SCHULTE,CHRISTOPHER,,04/18/2019,
222635,"COMPLEX LLC, THE","OUTLAND, OUTLAND BALLROOM,FRONT OF HOUSE",RBD,5,00,039,322,S. AVENUE,SPRINGFIELD,MO,658062124,KOCHS,JAMES,,05/13/2019,
230761,"HARE, SHELLEY","HARE, SHELLEY",5BDW,5,00,008,305,W. MAIN,WARSAW,MO,65355,,,,04/25/2019,
228405,FORISTELL ENTERPRISES LLC,CEDAR LAKE CELLARS,WDS,2,00,110,11008,SCHRECKENGAST ROAD,WRIGHT CITY,MO,633905123,BOLM,CARL,,05/06/2019,
231402,BIG WHISKEY'S 6 LLC,BIG WHISKEY'S 6,RBDR,5,00,107,301,BRANSON LANDING BLVD.,BRANSON,MO,65616,HESLIN,MICHAEL,,04/23/2019,
231263,WALGREEN CO.,WALGREEN,OPL,5,00,046,124,W. 2ND STREET,MOUNTAIN VIEW,MO,65548,GRIFFITH,ROBBIN,,03/22/2019,
225590,CASEY'S MARKETING COMPANY,CASEY'S GENERAL STORE #3407,OPL,5,00,049,3950,E. 20TH STREET,DUQUESNE,MO,648015851,HAWORTH,DONITA,,04/16/2019,
231758,GOOD TIMEZ LLC,STRAIGHT HOME SPORTS BAR & GRILL,RBD,3,00,057,100,FRENCHMAN,TROY,MO,63379,RICHTER,SHAWN,,06/13/2019,
229653,LP'S GROCERY & LIQUOR LLC,LP'S GROCERY & LIQUOR,OPL,1,00,048,4502,E. 24TH STREET,KANSAS CITY,MO,64127,OWENS,MILENE,,07/15/2019,
226848,HAS CORP.,QUICK STOP,OPL,2,00,080,1515,THOMPSON BLVD.,SEDALIA,MO,653012246,PATEL,DHARABEN,,06/06/2019,
230198,OAKLEY'S MARKET LLC,OAKLEY'S MARKET,OPL,4,00,067,515,PECAN STREET,WYATT,MO,63882,OAKLEY,STEVEN,,04/12/2019,
231088,SMARAK LLC,DJ'S PACKAGE LIQUOR,OPL,3,00,116,6109,PAGE AVENUE,ST. LOUIS,MO,63133,PATEL,CHAITALI,,04/30/2019,
231844,CHINA HOUSE OF CLINTON INC.,CHINA HOUSE OF CLINTON,5BDW,5,00,042,127,W. FRANKLIN STREET,CLINTON,MO,647352007,HUANG,JIAN,,04/09/2019,
227926,DOLGENCORP LLC,DOLLAR GENERAL STORE #15325,OPL,5,00,039,4514,W. CHESTNUT EXPRESSWAY,SPRINGFIELD,MO,65802,GRIFFITH,ROBBIN,,03/22/2019,
227543,"CARRMOCON, LLC",FASTRIP JOPLIN,OPL,5,00,049,5501,E. 32ND ST.,JOPLIN,MO,64804,CARR,MICHAEL,,05/02/2019,
227320,CHERRYS CUSTOM FRAMING & ART GALLERY LLC,CHERRYS CUSTOM FRAMING & ART GALLERY,RBDR,5,00,049,311,S. MAIN STREET,CARTHAGE,MO,648361614,BABCOCK,CHERRY,,05/13/2019,
229084,"MCCULLOUGH HOUSE WINERY LLC, THE","MCCULLOUGH HOUSE WINERY, THE",22MS,4,00,075,,1 MILE E OF THAYER HY 142,THAYER,MO,657910000,MCCULLOUGH,CHARLES,,05/14/2019,
227011,POMME DE TERRE'S SHADOW LAKE GOLF COURSE,POMME DE TERRE'S SHADOW LAKE GOLF COURSE,5BDW,5,00,043,23980,SHADOW LAKE DRIVE,WHEATLAND,MO,657797232,REBEK,DEBBI,,04/05/2019,
231146,SWP INC.,IMO'S WESTPORT,RBD,3,00,095,318,WEST PORT PLAZA DRIVE,MARYLAND HEIGHTS,MO,63146,IKEMEIER,FRANCIS,,05/10/2019,
229273,PHUSION PROJECTS LLC,DRINK FOUR BREWING COMPANY,LS,7,00,999,1106,S. THIRD STREET,LA CROSSE,WI,546014471,FREEMAN,JAISEN,,05/23/2019,
229853,TAYLORS STATELINE TRUCKSTOP LLC,MUNCH-N-PUMP,OPL,4,00,012,664,HWY 142,POPLAR BLUFF,MO,63901,GOODMAN,JERALYN,,05/16/2019,
223953,DAVIS MEAT PROCESSING LLC,DAVIS MEAT PROCESSING,OPL,2,00,070,39,HWY NN,JONESBURG,MO,633512401,DAVIS,CHERILYN,,03/29/2019,
226811,LARA ENTERPRISES LLC,EL CABRITO MEXICAN RESTAURANT,RBDR,4,00,104,208,W. BUSINESS HIGHWAY 60,DEXTER,MO,638419035,ACEVEDO,VIRGILIO,,05/09/2019,
