Reporting Area,MMWR Year,MMWR Week,"Mumps, Current week","Mumps, Current week, flag","Mumps, Previous 52 weeks Max†","Mumps, Previous 52 weeks Max†, flag","Mumps, Cum 2020†","Mumps, Cum 2020†, flag","Mumps, Cum 2019†","Mumps, Cum 2019†, flag","Novel influenza A virus infections§, Current week","Novel influenza A virus infections§, Current week, flag","Novel influenza A virus infections§, Previous 52 weeks Max†","Novel influenza A virus infections§, Previous 52 weeks Max†, flag","Novel influenza A virus infections§, Cum 2020†","Novel influenza A virus infections§, Cum 2020†, flag","Novel influenza A virus infections§, Cum 2019†","Novel influenza A virus infections§, Cum 2019†, flag",Location 1,Location 2,Reporting Area Sort,New Georeferenced Column
MASSACHUSETTS,2020,8,1,,4,,12,,17,,,-,0,,,-,,-,MASSACHUSETTS,,20200805,POINT (-71.481104 42.151077)
MOUNTAIN,2020,8,6,,13,,18,,30,,,-,0,,,-,,-,,MOUNTAIN,20200848,
INDIANA,2020,8,,-,13,,3,,4,,,-,0,,,-,,-,INDIANA,,20200816,POINT (-86.2818 39.919991)
NON-US RESIDENTS,2020,8,,-,0,,,-,,-,,-,0,,,-,,-,,NON-US RESIDENTS,20200869,
US TERRITORIES,2020,8,,-,0,,,-,,-,,-,0,,,-,,-,,US TERRITORIES,20200863,
MOUNTAIN,2020,9,3,,13,,21,,40,,,-,0,,,-,,-,,MOUNTAIN,20200948,
INDIANA,2020,9,,-,13,,3,,7,,,-,0,,,-,,-,INDIANA,,20200916,POINT (-86.2818 39.919991)
NON-US RESIDENTS,2020,9,,-,0,,,-,,-,,-,0,,,-,,-,,NON-US RESIDENTS,20200969,
US TERRITORIES,2020,9,,-,0,,,-,,-,,-,0,,,-,,-,,US TERRITORIES,20200963,
TOTAL,2020,16,3,,107,,427,,982,,,-,0,,,-,,-,,TOTAL,20201670,
US RESIDENTS,2020,16,3,,107,,427,,982,,,-,0,,,-,,-,,US RESIDENTS,20201601,
NEW HAMPSHIRE,2020,16,,-,3,,8,,,-,,-,0,,,-,,-,NEW HAMPSHIRE,,20201606,POINT (-71.57139 43.680429)
NEW YORK,2020,16,1,,4,,21,,11,,,-,0,,,-,,-,NEW YORK,,20201611,POINT (-75.59655 42.921241)
PACIFIC,2020,16,1,,36,,65,,86,,,-,0,,,-,,-,,PACIFIC,20201657,
WEST SOUTH CENTRAL,2020,16,,-,57,,27,,233,,,-,0,,,-,,-,,WEST SOUTH CENTRAL,20201643,
NEBRASKA,2020,16,,-,19,,,-,3,,,-,0,,,-,,-,NEBRASKA,,20201625,POINT (-99.810595 41.527099)
EAST SOUTH CENTRAL,2020,16,,-,21,,5,,35,,,-,0,,,-,,-,,EAST SOUTH CENTRAL,20201638,
NORTH DAKOTA,2020,16,,-,3,,1,,8,,,-,0,,,-,,-,NORTH DAKOTA,,20201626,POINT (-100.46931 47.446305)
NEVADA,2020,16,,-,0,,,-,1,,,-,0,,,-,,-,NEVADA,,20201653,POINT (-114.916992 39.283294)
ILLINOIS,2020,16,,-,3,,18,,43,,,-,0,,,-,,-,ILLINOIS,,20201615,POINT (-89.148632 40.124144)
IOWA,2020,16,,-,2,,6,,3,,,-,0,,,-,,-,IOWA,,20201621,POINT (-93.500061 42.074659)
TEXAS,2020,16,,-,42,,10,,168,,,-,0,,,-,,-,TEXAS,,20201647,POINT (-99.317341 31.447238)
ALASKA,2020,16,,-,1,,,-,,-,,-,0,,,-,,-,ALASKA,,20201658,POINT (-151.631889 63.631126)
DISTRICT OF COLUMBIA,2020,16,,-,1,,,-,2,,,-,0,,,-,,-,DISTRICT OF COLUMBIA,,20201630,POINT (-77.016275 38.904785)
WASHINGTON,2020,16,,-,4,,,-,14,,,-,0,,,-,,-,WASHINGTON,,20201662,POINT (-120.592492 47.411715)
NEW ENGLAND,2020,16,,-,9,,42,,37,,,-,0,,,-,,-,,NEW ENGLAND,20201602,
RHODE ISLAND,2020,16,,-,2,,,-,2,,,-,0,,,-,,-,RHODE ISLAND,,20201607,POINT (-71.534637 41.572574)
OREGON,2020,16,,-,5,,2,,1,,,-,0,,,-,,-,OREGON,,20201661,POINT (-120.605279 43.940449)
DELAWARE,2020,16,,-,2,,4,,1,,,-,0,,,-,,-,DELAWARE,,20201629,POINT (-75.452394 38.994926)
ALABAMA,2020,16,,-,2,,1,,3,,,-,0,,,-,,-,ALABAMA,,20201639,POINT (-86.844516 32.756889)
KANSAS,2020,16,,-,2,,,-,2,,,-,0,,,-,,-,KANSAS,,20201622,POINT (-98.38018 38.484729)
NORTH CAROLINA,2020,16,,-,18,,17,,4,,,-,0,,,-,,-,NORTH CAROLINA,,20201634,POINT (-79.130883 35.52603)
GUAM,2020,16,,-,0,,,-,,-,,-,0,,,-,,-,GUAM,,20201666,POINT (144.653198 13.3532)
NEW JERSEY,2020,16,,-,5,,5,,27,,,-,0,,,-,,-,NEW JERSEY,,20201610,POINT (-74.655514 40.110253)
NEW MEXICO,2020,16,,-,8,,,-,6,,,-,0,,,-,,-,NEW MEXICO,,20201654,POINT (-106.108388 34.421369)
EAST NORTH CENTRAL,2020,16,,-,14,,38,,129,,,-,0,,,-,,-,,EAST NORTH CENTRAL,20201614,
TENNESSEE,2020,16,,-,21,,2,,9,,,-,0,,,-,,-,TENNESSEE,,20201642,POINT (-86.343226 35.842998)
CONNECTICUT,2020,16,,-,6,,18,,2,,,-,0,,,-,,-,CONNECTICUT,,20201603,POINT (-72.738288 41.575155)
MARYLAND,2020,16,,-,3,,3,,3,,,-,0,,,-,,-,MARYLAND,,20201633,POINT (-76.687282 38.946466)
SOUTH CAROLINA,2020,16,,-,19,,16,,7,,,-,0,,,-,,-,SOUTH CAROLINA,,20201635,POINT (-80.864614 33.878572)
OKLAHOMA,2020,16,,-,2,,2,,,-,,-,0,,,-,,-,OKLAHOMA,,20201646,POINT (-97.508297 35.583449)
NORTHERN MARIANA ISLANDS,2020,16,,-,0,,,-,,-,,-,0,,,-,,-,NORTHERN MARIANA ISLANDS,,20201665,POINT (145.725693 15.1834)
OHIO,2020,16,,-,4,,9,,29,,,-,0,,,-,,-,OHIO,,20201618,POINT (-82.70936 40.415534)
MINNESOTA,2020,16,,-,6,,2,,1,,,-,0,,,-,,-,MINNESOTA,,20201623,POINT (-94.198308 46.349153)
LOUISIANA,2020,16,,-,19,,7,,48,,,-,0,,,-,,-,LOUISIANA,,20201645,POINT (-91.840238 30.921314)
HAWAII,2020,16,,-,1,,2,,,-,,-,0,,,-,,-,HAWAII,,20201660,POINT (-157.854309 21.361013)
SOUTH ATLANTIC,2020,16,1,,29,,60,,64,,,-,0,,,-,,-,,SOUTH ATLANTIC,20201628,
PENNSYLVANIA,2020,16,,-,22,,24,,219,,,-,0,,,-,,-,PENNSYLVANIA,,20201613,POINT (-77.838886 40.896694)
UTAH,2020,16,,-,4,,1,,11,,,-,0,,,-,,-,UTAH,,20201655,POINT (-111.678222 39.323779)
COLORADO,2020,16,,-,6,,27,,30,,,-,0,,,-,,-,COLORADO,,20201650,POINT (-105.547832 38.998552)
VERMONT,2020,16,,-,1,,2,,2,,,-,0,,,-,,-,VERMONT,,20201608,POINT (-72.662695 44.075252)
KENTUCKY,2020,16,,-,1,,2,,1,,,-,0,,,-,,-,KENTUCKY,,20201640,POINT (-85.290484 37.526683)
PUERTO RICO,2020,16,,-,0,,,-,,-,,-,0,,,-,,-,PUERTO RICO,,20201667,POINT (-66.414655 18.215692)
MAINE,2020,16,,-,1,,,-,3,,,-,0,,,-,,-,MAINE,,20201604,POINT (-69.06137 45.117911)
VIRGINIA,2020,16,,-,5,,4,,9,,,-,0,,,-,,-,VIRGINIA,,20201636,POINT (-78.666382 37.510861)
ARIZONA,2020,16,,-,10,,7,,24,,,-,0,,,-,,-,ARIZONA,,20201649,POINT (-111.664616 34.293239)
AMERICAN SAMOA,2020,16,,-,0,,,-,,-,,-,0,,,-,,-,,AMERICAN SAMOA,20201664,
WISCONSIN,2020,16,,-,6,,4,,8,,,-,0,,,-,,-,WISCONSIN,,20201619,POINT (-89.732969 44.639954)
IDAHO,2020,16,,-,1,,,-,,-,,-,0,,,-,,-,IDAHO,,20201651,POINT (-114.659366 44.389073)
U.S. VIRGIN ISLANDS,2020,16,,-,0,,,-,,-,,-,0,,,-,,-,VIRGIN ISLANDS,,20201668,POINT (-64.840836 18.060868)
MICHIGAN,2020,16,,-,2,,2,,11,,,-,0,,,-,,-,MICHIGAN,,20201617,POINT (-85.730977 44.874798)
GEORGIA,2020,16,,-,7,,2,,20,,,-,0,,,-,,-,GEORGIA,,20201632,POINT (-83.426574 32.638481)
NEW YORK CITY,2020,16,,-,11,,57,,34,,,-,0,,,-,,-,,NEW YORK CITY,20201612,
ARKANSAS,2020,16,,-,13,,8,,17,,,-,0,,,-,,-,ARKANSAS,,20201644,POINT (-92.439162 34.899825)
MISSISSIPPI,2020,16,,-,5,,,-,22,,,-,0,,,-,,-,MISSISSIPPI,,20201641,POINT (-89.65344 32.713378)
SOUTH DAKOTA,2020,16,,-,2,,,-,,-,,-,0,,,-,,-,SOUTH DAKOTA,,20201627,POINT (-100.230491 44.43614)
WYOMING,2020,16,,-,0,,,-,,-,,-,0,,,-,,-,WYOMING,,20201656,POINT (-107.55145 42.999627)
MISSOURI,2020,16,,-,15,,38,,7,,,-,0,,,-,,-,MISSOURI,,20201624,POINT (-92.477244 38.3675)
MIDDLE ATLANTIC,2020,16,1,,25,,107,,291,,,-,0,,,-,,-,,MIDDLE ATLANTIC,20201609,
CALIFORNIA,2020,16,1,,31,,61,,71,,,-,0,,,-,,-,CALIFORNIA,,20201659,POINT (-119.662127 37.211164)
WEST VIRGINIA,2020,16,,-,0,,,-,2,,,-,0,,,-,,-,WEST VIRGINIA,,20201637,POINT (-80.613729 38.642579)
FLORIDA,2020,16,1,,21,,14,,16,,,-,0,,,-,,-,FLORIDA,,20201631,POINT (-82.420978 28.260731)
MONTANA,2020,16,,-,3,,1,,11,,,-,0,,,-,,-,MONTANA,,20201652,POINT (-109.645127 47.033521)
WEST NORTH CENTRAL,2020,16,,-,22,,47,,24,,,-,0,,,-,,-,,WEST NORTH CENTRAL,20201620,
MASSACHUSETTS,2020,16,,-,4,,14,,28,,,-,0,,,-,,-,MASSACHUSETTS,,20201605,POINT (-71.481104 42.151077)
MOUNTAIN,2020,16,,-,13,,36,,83,,,-,0,,,-,,-,,MOUNTAIN,20201648,
TOTAL,2020,10,14,,111,,311,,403,,,-,0,,,-,,-,,TOTAL,20201070,
US RESIDENTS,2020,10,14,,111,,311,,403,,,-,0,,,-,,-,,US RESIDENTS,20201001,
NEW HAMPSHIRE,2020,10,,-,3,,8,,,-,,-,0,,,-,,-,NEW HAMPSHIRE,,20201006,POINT (-71.57139 43.680429)
NEW YORK,2020,10,1,,4,,14,,6,,,-,0,,,-,,-,NEW YORK,,20201011,POINT (-75.59655 42.921241)
PACIFIC,2020,10,,-,42,,45,,29,,,-,0,,,-,,-,,PACIFIC,20201057,
WEST SOUTH CENTRAL,2020,10,1,,57,,16,,84,,,-,0,,,-,,-,,WEST SOUTH CENTRAL,20201043,
NEBRASKA,2020,10,,-,19,,,-,3,,,-,0,,,-,,-,NEBRASKA,,20201025,POINT (-99.810595 41.527099)
EAST SOUTH CENTRAL,2020,10,,-,21,,3,,17,,,-,0,,,-,,-,,EAST SOUTH CENTRAL,20201038,
NORTH DAKOTA,2020,10,,-,3,,,-,6,,,-,0,,,-,,-,NORTH DAKOTA,,20201026,POINT (-100.46931 47.446305)
NEVADA,2020,10,,-,0,,,-,1,,,-,0,,,-,,-,NEVADA,,20201053,POINT (-114.916992 39.283294)
ILLINOIS,2020,10,,-,3,,8,,32,,,-,0,,,-,,-,ILLINOIS,,20201015,POINT (-89.148632 40.124144)
IOWA,2020,10,,-,2,,3,,3,,,-,0,,,-,,-,IOWA,,20201021,POINT (-93.500061 42.074659)
TEXAS,2020,10,1,,42,,7,,56,,,-,0,,,-,,-,TEXAS,,20201047,POINT (-99.317341 31.447238)
ALASKA,2020,10,,-,1,,,-,,-,,-,0,,,-,,-,ALASKA,,20201058,POINT (-151.631889 63.631126)
DISTRICT OF COLUMBIA,2020,10,,-,1,,,-,1,,,-,0,,,-,,-,DISTRICT OF COLUMBIA,,20201030,POINT (-77.016275 38.904785)
WASHINGTON,2020,10,,-,4,,,-,3,,,-,0,,,-,,-,WASHINGTON,,20201062,POINT (-120.592492 47.411715)
NEW ENGLAND,2020,10,,-,9,,40,,21,,,-,0,,,-,,-,,NEW ENGLAND,20201002,
RHODE ISLAND,2020,10,,-,2,,,-,,-,,-,0,,,-,,-,RHODE ISLAND,,20201007,POINT (-71.534637 41.572574)
OREGON,2020,10,,-,5,,2,,1,,,-,0,,,-,,-,OREGON,,20201061,POINT (-120.605279 43.940449)
DELAWARE,2020,10,,-,2,,4,,,-,,-,0,,,-,,-,DELAWARE,,20201029,POINT (-75.452394 38.994926)
ALABAMA,2020,10,,-,2,,1,,2,,,-,0,,,-,,-,ALABAMA,,20201039,POINT (-86.844516 32.756889)
KANSAS,2020,10,,-,2,,,-,,-,,-,0,,,-,,-,KANSAS,,20201022,POINT (-98.38018 38.484729)
NORTH CAROLINA,2020,10,,-,18,,14,,1,,,-,0,,,-,,-,NORTH CAROLINA,,20201034,POINT (-79.130883 35.52603)
GUAM,2020,10,,-,0,,,-,,-,,-,0,,,-,,-,GUAM,,20201066,POINT (144.653198 13.3532)
NEW JERSEY,2020,10,,-,5,,1,,11,,,-,0,,,-,,-,NEW JERSEY,,20201010,POINT (-74.655514 40.110253)
NEW MEXICO,2020,10,,-,8,,,-,1,,,-,0,,,-,,-,NEW MEXICO,,20201054,POINT (-106.108388 34.421369)
EAST NORTH CENTRAL,2020,10,2,,17,,23,,76,,,-,0,,,-,,-,,EAST NORTH CENTRAL,20201014,
TENNESSEE,2020,10,,-,21,,,-,6,,,-,0,,,-,,-,TENNESSEE,,20201042,POINT (-86.343226 35.842998)
CONNECTICUT,2020,10,,-,6,,18,,1,,,-,0,,,-,,-,CONNECTICUT,,20201003,POINT (-72.738288 41.575155)
MARYLAND,2020,10,,-,3,,2,,1,,,-,0,,,-,,-,MARYLAND,,20201033,POINT (-76.687282 38.946466)
SOUTH CAROLINA,2020,10,,-,19,,16,,3,,,-,0,,,-,,-,SOUTH CAROLINA,,20201035,POINT (-80.864614 33.878572)
OKLAHOMA,2020,10,,-,2,,2,,,-,,-,0,,,-,,-,OKLAHOMA,,20201046,POINT (-97.508297 35.583449)
NORTHERN MARIANA ISLANDS,2020,10,,-,0,,,-,,-,,-,0,,,-,,-,NORTHERN MARIANA ISLANDS,,20201065,POINT (145.725693 15.1834)
OHIO,2020,10,2,,4,,8,,24,,,-,0,,,-,,-,OHIO,,20201018,POINT (-82.70936 40.415534)
MINNESOTA,2020,10,,-,6,,2,,1,,,-,0,,,-,,-,MINNESOTA,,20201023,POINT (-94.198308 46.349153)
LOUISIANA,2020,10,,-,19,,3,,17,,,-,0,,,-,,-,LOUISIANA,,20201045,POINT (-91.840238 30.921314)
HAWAII,2020,10,,-,1,,1,,,-,,-,0,,,-,,-,HAWAII,,20201060,POINT (-157.854309 21.361013)
SOUTH ATLANTIC,2020,10,4,,29,,52,,28,,,-,0,,,-,,-,,SOUTH ATLANTIC,20201028,
PENNSYLVANIA,2020,10,1,,50,,21,,37,,,-,0,,,-,,-,PENNSYLVANIA,,20201013,POINT (-77.838886 40.896694)
UTAH,2020,10,,-,4,,,-,7,,,-,0,,,-,,-,UTAH,,20201055,POINT (-111.678222 39.323779)
COLORADO,2020,10,4,,6,,20,,27,,,-,0,,,-,,-,COLORADO,,20201050,POINT (-105.547832 38.998552)
VERMONT,2020,10,,-,1,,2,,2,,,-,0,,,-,,-,VERMONT,,20201008,POINT (-72.662695 44.075252)
KENTUCKY,2020,10,,-,1,,2,,1,,,-,0,,,-,,-,KENTUCKY,,20201040,POINT (-85.290484 37.526683)
PUERTO RICO,2020,10,,-,0,,,-,,-,,-,0,,,-,,-,PUERTO RICO,,20201067,POINT (-66.414655 18.215692)
MAINE,2020,10,,-,1,,,-,,-,,-,0,,,-,,-,MAINE,,20201004,POINT (-69.06137 45.117911)
VIRGINIA,2020,10,,-,5,,3,,2,,,-,0,,,-,,-,VIRGINIA,,20201036,POINT (-78.666382 37.510861)
ARIZONA,2020,10,,-,10,,5,,9,,,-,0,,,-,,-,ARIZONA,,20201049,POINT (-111.664616 34.293239)
AMERICAN SAMOA,2020,10,,-,0,,,-,,-,,-,0,,,-,,-,,AMERICAN SAMOA,20201064,
WISCONSIN,2020,10,,-,6,,3,,5,,,-,0,,,-,,-,WISCONSIN,,20201019,POINT (-89.732969 44.639954)
IDAHO,2020,10,,-,1,,,-,,-,,-,0,,,-,,-,IDAHO,,20201051,POINT (-114.659366 44.389073)
U.S. VIRGIN ISLANDS,2020,10,,-,0,,,-,,-,,-,0,,,-,,-,VIRGIN ISLANDS,,20201068,POINT (-64.840836 18.060868)
MICHIGAN,2020,10,,-,4,,1,,5,,,-,0,,,-,,-,MICHIGAN,,20201017,POINT (-85.730977 44.874798)
GEORGIA,2020,10,,-,4,,1,,11,,,-,0,,,-,,-,GEORGIA,,20201032,POINT (-83.426574 32.638481)
NEW YORK CITY,2020,10,,-,11,,36,,23,,,-,0,,,-,,-,,NEW YORK CITY,20201012,
ARKANSAS,2020,10,,-,13,,4,,11,,,-,0,,,-,,-,ARKANSAS,,20201044,POINT (-92.439162 34.899825)
MISSISSIPPI,2020,10,,-,5,,,-,8,,,-,0,,,-,,-,MISSISSIPPI,,20201041,POINT (-89.65344 32.713378)
SOUTH DAKOTA,2020,10,,-,2,,,-,,-,,-,0,,,-,,-,SOUTH DAKOTA,,20201027,POINT (-100.230491 44.43614)
WYOMING,2020,10,,-,0,,,-,,-,,-,0,,,-,,-,WYOMING,,20201056,POINT (-107.55145 42.999627)
MISSOURI,2020,10,1,,15,,30,,5,,,-,0,,,-,,-,MISSOURI,,20201024,POINT (-92.477244 38.3675)
MIDDLE ATLANTIC,2020,10,2,,55,,72,,77,,,-,0,,,-,,-,,MIDDLE ATLANTIC,20201009,
CALIFORNIA,2020,10,,-,37,,42,,25,,,-,0,,,-,,-,CALIFORNIA,,20201059,POINT (-119.662127 37.211164)
WEST VIRGINIA,2020,10,,-,0,,,-,2,,,-,0,,,-,,-,WEST VIRGINIA,,20201037,POINT (-80.613729 38.642579)
FLORIDA,2020,10,4,,21,,12,,7,,,-,0,,,-,,-,FLORIDA,,20201031,POINT (-82.420978 28.260731)
MONTANA,2020,10,,-,5,,,-,8,,,-,0,,,-,,-,MONTANA,,20201052,POINT (-109.645127 47.033521)
WEST NORTH CENTRAL,2020,10,1,,23,,35,,18,,,-,0,,,-,,-,,WEST NORTH CENTRAL,20201020,
MASSACHUSETTS,2020,10,,-,4,,12,,18,,,-,0,,,-,,-,MASSACHUSETTS,,20201005,POINT (-71.481104 42.151077)
MOUNTAIN,2020,10,4,,13,,25,,53,,,-,0,,,-,,-,,MOUNTAIN,20201048,
INDIANA,2020,10,,-,13,,3,,10,,,-,0,,,-,,-,INDIANA,,20201016,POINT (-86.2818 39.919991)
NON-US RESIDENTS,2020,10,,-,0,,,-,,-,,-,0,,,-,,-,,NON-US RESIDENTS,20201069,
US TERRITORIES,2020,10,,-,0,,,-,,-,,-,0,,,-,,-,,US TERRITORIES,20201063,
TOTAL,2020,11,9,,111,,336,,515,,,-,0,,,-,,-,,TOTAL,20201170,
US RESIDENTS,2020,11,9,,111,,336,,515,,,-,0,,,-,,-,,US RESIDENTS,20201101,
NEW HAMPSHIRE,2020,11,,-,3,,8,,,-,,-,0,,,-,,-,NEW HAMPSHIRE,,20201106,POINT (-71.57139 43.680429)
NEW YORK,2020,11,1,,4,,15,,8,,,-,0,,,-,,-,NEW YORK,,20201111,POINT (-75.59655 42.921241)
PACIFIC,2020,11,,-,42,,47,,45,,,-,0,,,-,,-,,PACIFIC,20201157,
WEST SOUTH CENTRAL,2020,11,3,,57,,20,,106,,,-,0,,,-,,-,,WEST SOUTH CENTRAL,20201143,
NEBRASKA,2020,11,,-,19,,,-,3,,,-,0,,,-,,-,NEBRASKA,,20201125,POINT (-99.810595 41.527099)
EAST SOUTH CENTRAL,2020,11,1,,21,,4,,19,,,-,0,,,-,,-,,EAST SOUTH CENTRAL,20201138,
NORTH DAKOTA,2020,11,,-,3,,1,,6,,,-,0,,,-,,-,NORTH DAKOTA,,20201126,POINT (-100.46931 47.446305)
NEVADA,2020,11,,-,0,,,-,1,,,-,0,,,-,,-,NEVADA,,20201153,POINT (-114.916992 39.283294)
ILLINOIS,2020,11,,-,3,,10,,34,,,-,0,,,-,,-,ILLINOIS,,20201115,POINT (-89.148632 40.124144)
IOWA,2020,11,,-,2,,4,,3,,,-,0,,,-,,-,IOWA,,20201121,POINT (-93.500061 42.074659)
TEXAS,2020,11,2,,42,,10,,73,,,-,0,,,-,,-,TEXAS,,20201147,POINT (-99.317341 31.447238)
ALASKA,2020,11,,-,1,,,-,,-,,-,0,,,-,,-,ALASKA,,20201158,POINT (-151.631889 63.631126)
DISTRICT OF COLUMBIA,2020,11,,-,1,,,-,1,,,-,0,,,-,,-,DISTRICT OF COLUMBIA,,20201130,POINT (-77.016275 38.904785)
WASHINGTON,2020,11,,-,4,,,-,5,,,-,0,,,-,,-,WASHINGTON,,20201162,POINT (-120.592492 47.411715)
NEW ENGLAND,2020,11,,-,9,,40,,24,,,-,0,,,-,,-,,NEW ENGLAND,20201102,
RHODE ISLAND,2020,11,,-,2,,,-,,-,,-,0,,,-,,-,RHODE ISLAND,,20201107,POINT (-71.534637 41.572574)
OREGON,2020,11,,-,5,,2,,1,,,-,0,,,-,,-,OREGON,,20201161,POINT (-120.605279 43.940449)
DELAWARE,2020,11,,-,2,,4,,,-,,-,0,,,-,,-,DELAWARE,,20201129,POINT (-75.452394 38.994926)
ALABAMA,2020,11,,-,2,,1,,2,,,-,0,,,-,,-,ALABAMA,,20201139,POINT (-86.844516 32.756889)
KANSAS,2020,11,,-,2,,,-,1,,,-,0,,,-,,-,KANSAS,,20201122,POINT (-98.38018 38.484729)
NORTH CAROLINA,2020,11,,-,18,,14,,1,,,-,0,,,-,,-,NORTH CAROLINA,,20201134,POINT (-79.130883 35.52603)
GUAM,2020,11,,-,0,,,-,,-,,-,0,,,-,,-,GUAM,,20201166,POINT (144.653198 13.3532)
NEW JERSEY,2020,11,,-,5,,2,,12,,,-,0,,,-,,-,NEW JERSEY,,20201110,POINT (-74.655514 40.110253)
NEW MEXICO,2020,11,,-,8,,,-,2,,,-,0,,,-,,-,NEW MEXICO,,20201154,POINT (-106.108388 34.421369)
EAST NORTH CENTRAL,2020,11,,-,17,,26,,79,,,-,0,,,-,,-,,EAST NORTH CENTRAL,20201114,
TENNESSEE,2020,11,1,,21,,1,,6,,,-,0,,,-,,-,TENNESSEE,,20201142,POINT (-86.343226 35.842998)
CONNECTICUT,2020,11,,-,6,,18,,1,,,-,0,,,-,,-,CONNECTICUT,,20201103,POINT (-72.738288 41.575155)
MARYLAND,2020,11,,-,3,,2,,1,,,-,0,,,-,,-,MARYLAND,,20201133,POINT (-76.687282 38.946466)
SOUTH CAROLINA,2020,11,,-,19,,16,,3,,,-,0,,,-,,-,SOUTH CAROLINA,,20201135,POINT (-80.864614 33.878572)
OKLAHOMA,2020,11,,-,2,,2,,,-,,-,0,,,-,,-,OKLAHOMA,,20201146,POINT (-97.508297 35.583449)
NORTHERN MARIANA ISLANDS,2020,11,,-,0,,,-,,-,,-,0,,,-,,-,NORTHERN MARIANA ISLANDS,,20201165,POINT (145.725693 15.1834)
OHIO,2020,11,,-,4,,8,,24,,,-,0,,,-,,-,OHIO,,20201118,POINT (-82.70936 40.415534)
MINNESOTA,2020,11,,-,6,,2,,1,,,-,0,,,-,,-,MINNESOTA,,20201123,POINT (-94.198308 46.349153)
LOUISIANA,2020,11,1,,19,,4,,20,,,-,0,,,-,,-,LOUISIANA,,20201145,POINT (-91.840238 30.921314)
HAWAII,2020,11,,-,1,,1,,,-,,-,0,,,-,,-,HAWAII,,20201160,POINT (-157.854309 21.361013)
SOUTH ATLANTIC,2020,11,2,,29,,54,,33,,,-,0,,,-,,-,,SOUTH ATLANTIC,20201128,
PENNSYLVANIA,2020,11,,-,50,,21,,87,,,-,0,,,-,,-,PENNSYLVANIA,,20201113,POINT (-77.838886 40.896694)
UTAH,2020,11,,-,4,,,-,7,,,-,0,,,-,,-,UTAH,,20201155,POINT (-111.678222 39.323779)
COLORADO,2020,11,2,,6,,22,,28,,,-,0,,,-,,-,COLORADO,,20201150,POINT (-105.547832 38.998552)
VERMONT,2020,11,,-,1,,2,,2,,,-,0,,,-,,-,VERMONT,,20201108,POINT (-72.662695 44.075252)
KENTUCKY,2020,11,,-,1,,2,,1,,,-,0,,,-,,-,KENTUCKY,,20201140,POINT (-85.290484 37.526683)
TOTAL,2020,12,8,,106,,371,,620,,,-,0,,,-,,-,,TOTAL,20201270,
PUERTO RICO,2020,11,,-,0,,,-,,-,,-,0,,,-,,-,PUERTO RICO,,20201167,POINT (-66.414655 18.215692)
MAINE,2020,11,,-,1,,,-,1,,,-,0,,,-,,-,MAINE,,20201104,POINT (-69.06137 45.117911)
VIRGINIA,2020,11,1,,5,,4,,3,,,-,0,,,-,,-,VIRGINIA,,20201136,POINT (-78.666382 37.510861)
ARIZONA,2020,11,,-,10,,5,,10,,,-,0,,,-,,-,ARIZONA,,20201149,POINT (-111.664616 34.293239)
AMERICAN SAMOA,2020,11,,-,0,,,-,,-,,-,0,,,-,,-,,AMERICAN SAMOA,20201164,
WISCONSIN,2020,11,,-,6,,3,,5,,,-,0,,,-,,-,WISCONSIN,,20201119,POINT (-89.732969 44.639954)
IDAHO,2020,11,,-,1,,,-,,-,,-,0,,,-,,-,IDAHO,,20201151,POINT (-114.659366 44.389073)
U.S. VIRGIN ISLANDS,2020,11,,-,0,,,-,,-,,-,0,,,-,,-,VIRGIN ISLANDS,,20201168,POINT (-64.840836 18.060868)
MICHIGAN,2020,11,,-,2,,2,,6,,,-,0,,,-,,-,MICHIGAN,,20201117,POINT (-85.730977 44.874798)
GEORGIA,2020,11,,-,4,,1,,12,,,-,0,,,-,,-,GEORGIA,,20201132,POINT (-83.426574 32.638481)
NEW YORK CITY,2020,11,,-,11,,43,,25,,,-,0,,,-,,-,,NEW YORK CITY,20201112,
ARKANSAS,2020,11,,-,13,,4,,13,,,-,0,,,-,,-,ARKANSAS,,20201144,POINT (-92.439162 34.899825)
MISSISSIPPI,2020,11,,-,5,,,-,10,,,-,0,,,-,,-,MISSISSIPPI,,20201141,POINT (-89.65344 32.713378)
SOUTH DAKOTA,2020,11,,-,2,,,-,,-,,-,0,,,-,,-,SOUTH DAKOTA,,20201127,POINT (-100.230491 44.43614)
WYOMING,2020,11,,-,0,,,-,,-,,-,0,,,-,,-,WYOMING,,20201156,POINT (-107.55145 42.999627)
MISSOURI,2020,11,,-,15,,30,,6,,,-,0,,,-,,-,MISSOURI,,20201124,POINT (-92.477244 38.3675)
MIDDLE ATLANTIC,2020,11,1,,55,,81,,132,,,-,0,,,-,,-,,MIDDLE ATLANTIC,20201109,
CALIFORNIA,2020,11,,-,37,,44,,39,,,-,0,,,-,,-,CALIFORNIA,,20201159,POINT (-119.662127 37.211164)
WEST VIRGINIA,2020,11,,-,0,,,-,2,,,-,0,,,-,,-,WEST VIRGINIA,,20201137,POINT (-80.613729 38.642579)
FLORIDA,2020,11,1,,21,,13,,10,,,-,0,,,-,,-,FLORIDA,,20201131,POINT (-82.420978 28.260731)
MONTANA,2020,11,,-,3,,,-,9,,,-,0,,,-,,-,MONTANA,,20201152,POINT (-109.645127 47.033521)
