Filing Period,Taxable Amount,Total AmountDue,Date Paid,Name,Street Address,Street Address2,City,State,Zip,Location1
02/01/2016 12:00:00 AM,4229.05,1268.71,03/02/2016,Century Distributors,15710 Crabbs Branch Way,,Rockville,Maryland,20855,"15710 Crabbs Branch Way
Rockville, Maryland 20855
(39.112354, -77.156356)"
08/01/2015 12:00:00 AM,231.67,69.50,10/20/2015,George J. Falter Co. Inc.,3501 Benson Avenue,PO Box 24176,Baltimore,MD,21227,"3501 Benson Avenue
Baltimore, MD 21227
(39.265964, -76.673097)"
08/01/2015 12:00:00 AM,0.00,0.00,10/01/2015,Triple C Wholesalers Inc,2801 W Patapsco Ave #B,,Baltimore,MD,21230,"2801 W Patapsco Ave #B
Baltimore, MD 21230
(39.255189, -76.658445)"
12/01/2015 12:00:00 AM,24047.52,7214.25,03/10/2016,"AVAIL Vapor, LLC",820 Southlake Blvd,,Richmond,Virginia,23236,"820 Southlake Blvd
Richmond, Virginia 23236
(37.503874, -77.597776)"
09/01/2017 12:00:00 AM,0.00,0.00,10/09/2017,DC Vapor Inc.,687 Lofstrand Lane,Suite H,Rockville,MD,20850,"687 Lofstrand Lane
Rockville, MD 20850
(39.095166, -77.13727)"
10/01/2016 12:00:00 AM,1981.98,594.59,11/01/2016,Noon LLC,7902 georgia ave,,silver spring,md,20910,"7902 georgia ave
silver spring, md 20910
(38.985395, -77.026631)"
08/01/2016 12:00:00 AM,0.00,0.00,09/21/2016,"C&S Wholesale Grocers, Inc (AWI)",Tax Department,7 Corporate Drive,Keene,NH,03431,"Tax Department
Keene, NH 03431"
08/01/2015 12:00:00 AM,7549.50,2264.85,09/30/2015,MJ Vape LLC,19328 Montgomery Village Ave,,Gaithersburg,Maryland,20886,"19328 Montgomery Village Ave
Gaithersburg, Maryland 20886
(39.173257, -77.203734)"
02/01/2017 12:00:00 AM,692.65,207.79,03/28/2017,Triple C Wholesalers Inc,2801 W Patapsco Ave #B,,Baltimore,MD,21230,"2801 W Patapsco Ave #B
Baltimore, MD 21230
(39.255189, -76.658445)"
02/01/2016 12:00:00 AM,7692.00,2307.60,03/31/2016,Vape Social,16521 S Frederick Ave,,Gaithersburg,md,20877,"16521 S Frederick Ave
Gaithersburg, md 20877
(39.127036, -77.18416)"
11/01/2017 12:00:00 AM,0.00,0.00,12/21/2017,"C&S Wholesale Grocers, Inc.",Tax Department,7 Corporate Drive,Keene,NH,03431,"Tax Department
Keene, NH 03431"
02/01/2016 12:00:00 AM,141.60,42.48,03/03/2016,"C&S Wholesale Grocers, Inc.",Tax Department,7 Corporate Drive,Keene,NH,03431,"Tax Department
Keene, NH 03431"
01/01/2018 12:00:00 AM,11865.62,3559.68,02/28/2018,MJ Vape LLC,19328 Montgomery Village Ave,,Gaithersburg,Maryland,20886,"19328 Montgomery Village Ave
Gaithersburg, Maryland 20886
(39.173257, -77.203734)"
01/01/2017 12:00:00 AM,5061.85,1518.55,02/20/2017,Core-Mark Midcontinent Inc.,"395 Oyster Point Blvd, Suite 415",,South San Francisco,California,94080,"395 Oyster Point Blvd, Suite 415
South San Francisco, California 94080
(37.6664, -122.383189)"
10/01/2017 12:00:00 AM,0.00,0.00,11/13/2017,Cosmic Fog Vapors,3115 Airway Avenue,,Costa Mesa,CA,92626,"3115 Airway Avenue
Costa Mesa, CA 92626
(33.675106, -117.874326)"
10/01/2016 12:00:00 AM,3840.00,1152.00,07/07/2017,Cosmic Fog Vapors,3115 Airway Avenue,,Costa Mesa,CA,92626,"3115 Airway Avenue
Costa Mesa, CA 92626
(33.675106, -117.874326)"
10/01/2019 12:00:00 AM,76446.30,22933.89,11/05/2019,Century Distributors,15710 Crabbs Branch Way,,Rockville,Maryland,20855,"15710 Crabbs Branch Way
Rockville, Maryland 20855
(39.112354, -77.156356)"
08/01/2016 12:00:00 AM,19117.72,5735.31,09/30/2016,"AVAIL Vapor, LLC",820 Southlake Blvd,,Richmond,Virginia,23236,"820 Southlake Blvd
Richmond, Virginia 23236
(37.503874, -77.597776)"
12/01/2017 12:00:00 AM,3028.00,908.40,01/29/2018,Vapor worldwide,15906 Shady Grove,Suite A,Gaithersburg,Maryland,20877,"15906 Shady Grove
Gaithersburg, Maryland 20877
(39.117674, -77.183552)"
02/01/2018 12:00:00 AM,5531.78,1659.53,03/09/2018,"Airpark Vapor, LLC",9871 Main Street,,Damascus,MD,20872,"9871 Main Street
Damascus, MD 20872
(39.288249, -77.203528)"
04/01/2017 12:00:00 AM,151.62,45.48,05/16/2017,"C&S Wholesale Grocers, Inc (AWI)",Tax Department,7 Corporate Drive,Keene,NH,03431,"Tax Department
Keene, NH 03431"
03/01/2017 12:00:00 AM,0.00,0.00,04/24/2017,DC Vapor Inc.,687 Lofstrand Lane,Suite H,Rockville,MD,20850,"687 Lofstrand Lane
Rockville, MD 20850
(39.095166, -77.13727)"
08/01/2017 12:00:00 AM,285.00,85.50,09/18/2017,"C&S Wholesale Grocers, Inc (AWI)",Tax Department,7 Corporate Drive,Keene,NH,03431,"Tax Department
Keene, NH 03431"
07/01/2016 12:00:00 AM,5439.30,1631.79,08/31/2016,Cooper-Booth Wholesale Co. LP,200 Lincoln West Drive,,Mountville,PA,17554,"200 Lincoln West Drive
Mountville, PA 17554
(40.038852, -76.412807)"
10/01/2016 12:00:00 AM,0.00,0.00,11/30/2016,VapeCulture LLC,18959 Bonanza Way,,Gaithersburg,MD,20879,"18959 Bonanza Way
Gaithersburg, MD 20879
(39.167129, -77.170146)"
05/01/2017 12:00:00 AM,1108.17,332.45,06/21/2017,George J. Falter Co. Inc.,3501 Benson Avenue,PO Box 24176,Baltimore,MD,21227,"3501 Benson Avenue
Baltimore, MD 21227
(39.265964, -76.673097)"
09/01/2017 12:00:00 AM,5923.00,1776.90,10/05/2017,"Airpark Vapor, LLC",9871 Main Street,,Damascus,MD,20872,"9871 Main Street
Damascus, MD 20872
(39.288249, -77.203528)"
03/01/2018 12:00:00 AM,0.00,0.00,04/11/2018,DC Vapor Inc.,687 Lofstrand Lane,Suite H,Rockville,MD,20850,"687 Lofstrand Lane
Rockville, MD 20850
(39.095166, -77.13727)"
03/01/2017 12:00:00 AM,6485.00,1945.50,04/30/2017,Vape Social,16521 S Frederick Ave,,Gaithersburg,md,20877,"16521 S Frederick Ave
Gaithersburg, md 20877
(39.127036, -77.18416)"
09/01/2017 12:00:00 AM,41984.74,12595.42,10/19/2017,"AVAIL Vapor, LLC",820 Southlake Blvd,,Richmond,Virginia,23236,"820 Southlake Blvd
Richmond, Virginia 23236
(37.503874, -77.597776)"
02/01/2017 12:00:00 AM,4667.81,1400.34,03/08/2017,Core-Mark Midcontinent Inc.,"395 Oyster Point Blvd, Suite 415",,South San Francisco,California,94080,"395 Oyster Point Blvd, Suite 415
South San Francisco, California 94080
(37.6664, -122.383189)"
12/01/2015 12:00:00 AM,1107.52,332.25,01/20/2016,George J. Falter Co. Inc.,3501 Benson Avenue,PO Box 24176,Baltimore,MD,21227,"3501 Benson Avenue
Baltimore, MD 21227
(39.265964, -76.673097)"
02/01/2017 12:00:00 AM,1397.43,419.22,03/30/2017,Bethesda Vapor Company,4823 Fairmont Ave.,Suite B,Bethesda,Maryland,20814,"4823 Fairmont Ave.
Bethesda, Maryland 20814
(38.988868, -77.096119)"
11/01/2015 12:00:00 AM,1835.33,550.59,12/22/2015,George J. Falter Co. Inc.,3501 Benson Avenue,PO Box 24176,Baltimore,MD,21227,"3501 Benson Avenue
Baltimore, MD 21227
(39.265964, -76.673097)"
04/01/2016 12:00:00 AM,560.00,168.00,05/19/2016,"Double Tree USA, Inc",1772 Sulphur Spring Road STE 103,,Halethorpe,Maryland,21227,"1772 Sulphur Spring Road STE 103
Halethorpe, Maryland 21227
(39.245154, -76.677997)"
12/01/2015 12:00:00 AM,0.00,0.00,01/25/2016,"C&S Wholesale Grocers, Inc (AWI)",Tax Department,7 Corporate Drive,Keene,NH,03431,"Tax Department
Keene, NH 03431"
08/01/2016 12:00:00 AM,0.00,0.00,10/11/2016,The H.T. Hackney Co,118 Enterprise Drive,,Madison Heights,VA,24572,"118 Enterprise Drive
Madison Heights, VA 24572
(37.458987, -79.135375)"
01/01/2018 12:00:00 AM,0.00,0.00,02/20/2018,The H.T. Hackney Co,118 Enterprise Drive,,Madison Heights,VA,24572,"118 Enterprise Drive
Madison Heights, VA 24572
(37.459055, -79.13528)"
12/01/2015 12:00:00 AM,6785.00,2035.50,01/31/2016,Vape Social,16521 S Frederick Ave,,Gaithersburg,md,20877,"16521 S Frederick Ave
Gaithersburg, md 20877
(39.127036, -77.18416)"
09/01/2016 12:00:00 AM,4011.82,1203.54,10/21/2016,Core-Mark Midcontinent Inc.,"395 Oyster Point Blvd, Suite 415",,South San Francisco,California,94080,"395 Oyster Point Blvd, Suite 415
South San Francisco, California 94080
(37.6664, -122.383189)"
11/01/2015 12:00:00 AM,449.90,134.97,12/07/2015,"C&S Wholesale Grocers, Inc.",Tax Department,7 Corporate Drive,Keene,NH,03431,"Tax Department
Keene, NH 03431"
09/01/2017 12:00:00 AM,692.90,207.87,10/02/2017,Noon LLC,7902 georgia ave,,silver spring,md,20910,"7902 georgia ave
silver spring, md 20910
(38.985395, -77.026631)"
05/01/2017 12:00:00 AM,0.00,0.00,06/22/2017,DC Vapor Inc.,687 Lofstrand Lane,Suite H,Rockville,MD,20850,"687 Lofstrand Lane
Rockville, MD 20850
(39.095166, -77.13727)"
10/01/2015 12:00:00 AM,798.40,239.52,11/23/2015,George J. Falter Co. Inc.,3501 Benson Avenue,PO Box 24176,Baltimore,MD,21227,"3501 Benson Avenue
Baltimore, MD 21227
(39.265964, -76.673097)"
10/01/2019 12:00:00 AM,11690.54,3507.16,11/26/2019,Cooper-Booth Wholesale Co. LP,200 Lincoln West Drive,,Mountville,PA,17554,"200 Lincoln West Drive
Mountville, PA 17554
(40.038852, -76.412807)"
01/01/2017 12:00:00 AM,0.00,0.00,03/14/2017,The H.T. Hackney Co,118 Enterprise Drive,,Madison Heights,VA,24572,"118 Enterprise Drive
Madison Heights, VA 24572
(37.458987, -79.135375)"
03/01/2016 12:00:00 AM,4929.95,1478.98,04/09/2016,"Airpark Vapor, LLC",9871 Main Street,,Damascus,MD,20872,"9871 Main Street
Damascus, MD 20872
(39.288249, -77.203528)"
10/01/2019 12:00:00 AM,806.50,241.95,11/26/2019,"Double Tree USA, Inc",1772 Sulphur Spring Road STE 103,,Halethorpe,Maryland,21227,"1772 Sulphur Spring Road STE 103
Halethorpe, Maryland 21227
(39.245154, -76.677997)"
10/01/2015 12:00:00 AM,3060.07,918.02,11/19/2015,"Double Tree USA, Inc",1772 Sulphur Spring Road STE 103,,Halethorpe,Maryland,21227,"1772 Sulphur Spring Road STE 103
Halethorpe, Maryland 21227
(39.245154, -76.677997)"
08/01/2015 12:00:00 AM,0.00,0.00,09/16/2015,"Delhaize America Distribution, LLC",1703 East D Street,,Butner,NC,27509,"1703 East D Street
Butner, NC 27509
(36.157157, -78.730843)"
09/01/2017 12:00:00 AM,0.00,0.00,10/31/2017,VapeCulture LLC,18959 Bonanza Way,,Gaithersburg,MD,20879,"18959 Bonanza Way
Gaithersburg, MD 20879
(39.167129, -77.170146)"
12/01/2017 12:00:00 AM,10362.75,3108.82,01/30/2018,Status Smoke LLC,16125 Shady Grove Road,,Gaithersburg,MD,20877,"16125 Shady Grove Road
Gaithersburg, MD 20877
(39.120694, -77.179664)"
02/01/2018 12:00:00 AM,0.00,0.00,03/08/2018,Cosmic Fog Vapors,3115 Airway Avenue,,Costa Mesa,CA,92626,"3115 Airway Avenue
Costa Mesa, CA 92626
(33.675106, -117.874326)"
11/01/2016 12:00:00 AM,2256.00,676.80,01/02/2017,Vapor worldwide,15906 Shady Grove,Suite A,Gaithersburg,Maryland,20877,"15906 Shady Grove
Gaithersburg, Maryland 20877
(39.117674, -77.183552)"
05/01/2017 12:00:00 AM,8667.98,2600.39,07/03/2017,MJ Vape LLC,19328 Montgomery Village Ave,,Gaithersburg,Maryland,20886,"19328 Montgomery Village Ave
Gaithersburg, Maryland 20886
(39.173257, -77.203734)"
09/01/2017 12:00:00 AM,0.00,0.00,10/18/2017,"C&S Wholesale Grocers, Inc (AWI)",Tax Department,7 Corporate Drive,Keene,NH,03431,"Tax Department
Keene, NH 03431"
06/01/2016 12:00:00 AM,0.00,0.00,07/22/2016,"C&S Wholesale Grocers, Inc (AWI)",Tax Department,7 Corporate Drive,Keene,NH,03431,"Tax Department
Keene, NH 03431"
03/01/2017 12:00:00 AM,514.50,154.35,04/18/2017,"Double Tree USA, Inc",1772 Sulphur Spring Road STE 103,,Halethorpe,Maryland,21227,"1772 Sulphur Spring Road STE 103
Halethorpe, Maryland 21227
(39.245154, -76.677997)"
09/01/2017 12:00:00 AM,2309.60,692.88,10/09/2017,Vape Ink LLC,765 Rockville Pike,Unit J,Rockville,Maryland,20852,"765 Rockville Pike
Rockville, Maryland 20852
(39.077807, -77.140618)"
08/01/2017 12:00:00 AM,741.15,222.34,09/29/2017,George J. Falter Co. Inc.,3501 Benson Avenue,PO Box 24176,Baltimore,MD,21227,"3501 Benson Avenue
Baltimore, MD 21227
(39.265964, -76.673097)"
08/01/2015 12:00:00 AM,1830.77,549.23,09/29/2015,VapeCulture LLC,18959 Bonanza Way,,Gaithersburg,MD,20879,"18959 Bonanza Way
Gaithersburg, MD 20879
(39.167129, -77.170146)"
02/01/2016 12:00:00 AM,2976.10,892.83,04/05/2016,The H.T. Hackney Co,118 Enterprise Drive,,Madison Heights,VA,24572,"118 Enterprise Drive
Madison Heights, VA 24572
(37.458987, -79.135375)"
08/01/2015 12:00:00 AM,0.00,0.00,09/23/2015,"C&S Wholesale Grocers, Inc (AWI)",Tax Department,7 Corporate Drive,Keene,NH,03431,"Tax Department
Keene, NH 03431"
07/01/2016 12:00:00 AM,1976.07,592.82,08/01/2016,Noon LLC,7902 georgia ave,,silver spring,md,20910,"7902 georgia ave
silver spring, md 20910
(38.985395, -77.026631)"
12/01/2016 12:00:00 AM,14454.33,4336.29,01/09/2017,Century Distributors,15710 Crabbs Branch Way,,Rockville,Maryland,20855,"15710 Crabbs Branch Way
Rockville, Maryland 20855
(39.112354, -77.156356)"
04/01/2016 12:00:00 AM,2905.35,871.60,06/06/2016,Bethesda Vapor Company,4823 Fairmont Ave.,Suite B,Bethesda,Maryland,20814,"4823 Fairmont Ave.
Bethesda, Maryland 20814
(38.988868, -77.096119)"
08/01/2017 12:00:00 AM,40.50,12.15,09/01/2017,"Delhaize America Distribution, LLC",1703 East D Street,,Butner,NC,27509,"1703 East D Street
Butner, NC 27509
(36.157157, -78.730843)"
02/01/2018 12:00:00 AM,1022.12,306.63,03/12/2018,George J. Falter Co. Inc.,3501 Benson Avenue,PO Box 24176,Baltimore,MD,21227,"3501 Benson Avenue
Baltimore, MD 21227
(39.265964, -76.673097)"
02/01/2017 12:00:00 AM,8555.30,2566.59,04/03/2017,Action House Vape,9433 Georgia Avenue,,Silver Spring,Maryland,20910,"9433 Georgia Avenue
Silver Spring, Maryland 20910
(39.009169, -77.040422)"
07/01/2017 12:00:00 AM,1942.85,582.85,08/13/2017,Vape Ink LLC,765 Rockville Pike,Unit J,Rockville,Maryland,20852,"765 Rockville Pike
Rockville, Maryland 20852
(39.077807, -77.140618)"
05/01/2017 12:00:00 AM,6933.25,2079.97,06/12/2017,Core-Mark Midcontinent Inc.,"395 Oyster Point Blvd, Suite 415",,South San Francisco,California,94080,"395 Oyster Point Blvd, Suite 415
South San Francisco, California 94080
(37.6664, -122.383189)"
09/01/2017 12:00:00 AM,57059.73,17117.91,10/25/2017,"McLane/Mid-Atlantic, Inc.",56 McLane Drive,,Fredericksburg,Virginia,22406,"56 McLane Drive
Fredericksburg, Virginia 22406
(38.347581, -77.494866)"
09/01/2015 12:00:00 AM,0.00,0.00,10/22/2015,"C&S Wholesale Grocers, Inc (AWI)",Tax Department,7 Corporate Drive,Keene,NH,03431,"Tax Department
Keene, NH 03431"
11/01/2019 12:00:00 AM,0.00,0.00,12/02/2019,"Delhaize America Distribution, LLC",1703 East D Street,,Butner,NC,27509,"1703 East D Street
Butner, NC 27509
(36.157195, -78.731016)"
04/01/2017 12:00:00 AM,4115.09,1234.52,05/09/2017,Core-Mark Midcontinent Inc.,"395 Oyster Point Blvd, Suite 415",,South San Francisco,California,94080,"395 Oyster Point Blvd, Suite 415
South San Francisco, California 94080
(37.6664, -122.383189)"
08/01/2016 12:00:00 AM,13781.03,4134.30,09/30/2016,Action House Vape,9433 Georgia Avenue,,Silver Spring,Maryland,20910,"9433 Georgia Avenue
Silver Spring, Maryland 20910
(39.009169, -77.040422)"
01/01/2017 12:00:00 AM,2337.00,701.10,03/06/2017,Vapor worldwide,15906 Shady Grove,Suite A,Gaithersburg,Maryland,20877,"15906 Shady Grove
Gaithersburg, Maryland 20877
(39.117674, -77.183552)"
11/01/2017 12:00:00 AM,7650.00,2295.00,12/31/2017,Vape Social,16521 S Frederick Ave,,Gaithersburg,md,20877,"16521 S Frederick Ave
Gaithersburg, md 20877
(39.127036, -77.18416)"
04/01/2017 12:00:00 AM,2346.10,703.83,05/31/2017,"Double Tree USA, Inc",1772 Sulphur Spring Road STE 103,,Halethorpe,Maryland,21227,"1772 Sulphur Spring Road STE 103
Halethorpe, Maryland 21227
(39.245154, -76.677997)"
08/01/2015 12:00:00 AM,0.00,0.00,10/05/2015,DC Vapor Inc.,687 Lofstrand Lane,Suite H,Rockville,MD,20850,"687 Lofstrand Lane
Rockville, MD 20850
(39.095166, -77.13727)"
05/01/2016 12:00:00 AM,1615.85,484.75,06/02/2016,Noon LLC,7902 georgia ave,,silver spring,md,20910,"7902 georgia ave
silver spring, md 20910
(38.985395, -77.026631)"
06/01/2017 12:00:00 AM,0.00,0.00,08/30/2017,Cosmic Fog Vapors,3115 Airway Avenue,,Costa Mesa,CA,92626,"3115 Airway Avenue
Costa Mesa, CA 92626
(33.675106, -117.874326)"
01/01/2018 12:00:00 AM,2574.13,772.23,02/22/2018,"Double Tree USA, Inc",1772 Sulphur Spring Road STE 103,,Halethorpe,Maryland,21227,"1772 Sulphur Spring Road STE 103
Halethorpe, Maryland 21227
(39.245154, -76.677997)"
07/01/2017 12:00:00 AM,867.41,260.22,08/29/2017,George J. Falter Co. Inc.,3501 Benson Avenue,PO Box 24176,Baltimore,MD,21227,"3501 Benson Avenue
Baltimore, MD 21227
(39.265964, -76.673097)"
01/01/2016 12:00:00 AM,2507.20,752.16,02/29/2016,VapeCulture LLC,18959 Bonanza Way,,Gaithersburg,MD,20879,"18959 Bonanza Way
Gaithersburg, MD 20879
(39.167129, -77.170146)"
01/01/2016 12:00:00 AM,3259.97,977.99,02/24/2016,Cooper-Booth Wholesale Co. LP,200 Lincoln West Drive,,Mountville,PA,17554,"200 Lincoln West Drive
Mountville, PA 17554
(40.038852, -76.412807)"
09/01/2016 12:00:00 AM,0.00,0.00,10/11/2016,The H.T. Hackney Co,118 Enterprise Drive,,Madison Heights,VA,24572,"118 Enterprise Drive
Madison Heights, VA 24572
(37.458987, -79.135375)"
12/01/2015 12:00:00 AM,4515.71,1354.71,01/06/2016,Century Distributors,15710 Crabbs Branch Way,,Rockville,Maryland,20855,"15710 Crabbs Branch Way
Rockville, Maryland 20855
(39.112354, -77.156356)"
05/01/2016 12:00:00 AM,324.00,97.20,06/15/2016,"Double Tree USA, Inc",1772 Sulphur Spring Road STE 103,,Halethorpe,Maryland,21227,"1772 Sulphur Spring Road STE 103
Halethorpe, Maryland 21227
(39.245154, -76.677997)"
07/01/2016 12:00:00 AM,0.00,0.00,08/29/2016,"C&S Wholesale Grocers, Inc (AWI)",Tax Department,7 Corporate Drive,Keene,NH,03431,"Tax Department
Keene, NH 03431"
08/01/2016 12:00:00 AM,53087.63,15926.28,09/16/2016,"McLane/Mid-Atlantic, Inc.",56 McLane Drive,,Fredericksburg,Virginia,22406,"56 McLane Drive
Fredericksburg, Virginia 22406
(38.347581, -77.494866)"
02/01/2017 12:00:00 AM,251.10,75.33,03/03/2017,"Delhaize America Distribution, LLC",1703 East D Street,,Butner,NC,27509,"1703 East D Street
Butner, NC 27509
(36.157157, -78.730843)"
06/01/2017 12:00:00 AM,9003.05,2700.91,07/31/2017,Action House Vape,9433 Georgia Avenue,,Silver Spring,Maryland,20910,"9433 Georgia Avenue
Silver Spring, Maryland 20910
(39.009169, -77.040422)"
06/01/2016 12:00:00 AM,1278.67,383.60,07/25/2016,Bethesda Vapor Company,4823 Fairmont Ave.,Suite B,Bethesda,Maryland,20814,"4823 Fairmont Ave.
Bethesda, Maryland 20814
(38.988868, -77.096119)"
11/01/2016 12:00:00 AM,7356.19,2206.85,12/16/2016,Core-Mark Midcontinent Inc.,"395 Oyster Point Blvd, Suite 415",,South San Francisco,California,94080,"395 Oyster Point Blvd, Suite 415
South San Francisco, California 94080
(37.6664, -122.383189)"
03/01/2017 12:00:00 AM,13073.10,3921.93,05/02/2017,Action House Vape,9433 Georgia Avenue,,Silver Spring,Maryland,20910,"9433 Georgia Avenue
Silver Spring, Maryland 20910
(39.009169, -77.040422)"
01/01/2016 12:00:00 AM,3382.00,1014.60,03/01/2016,Vapor worldwide,15906 Shady Grove,Suite A,Gaithersburg,Maryland,20877,"15906 Shady Grove
Gaithersburg, Maryland 20877
(39.117674, -77.183552)"
11/01/2015 12:00:00 AM,2807.84,842.35,12/24/2015,Cooper-Booth Wholesale Co. LP,200 Lincoln West Drive,,Mountville,PA,17554,"200 Lincoln West Drive
Mountville, PA 17554
(40.038852, -76.412807)"
04/01/2017 12:00:00 AM,1057.63,317.28,05/17/2017,Bethesda Vapor Company,4823 Fairmont Ave.,Suite B,Bethesda,Maryland,20814,"4823 Fairmont Ave.
Bethesda, Maryland 20814
(38.988868, -77.096119)"
10/01/2019 12:00:00 AM,1436.40,430.92,11/16/2019,"Airpark Vapor, LLC",9871 Main Street,,Damascus,MD,20872,"9871 Main Street
Damascus, MD 20872
(39.288249, -77.203528)"
10/01/2019 12:00:00 AM,4125.00,1237.50,11/30/2019,Vape Social,16521 S Frederick Ave,,Gaithersburg,md,20877,"16521 S Frederick Ave
Gaithersburg, md 20877
(39.127036, -77.18416)"
07/01/2017 12:00:00 AM,2745.00,823.50,08/30/2017,Vapor worldwide,15906 Shady Grove,Suite A,Gaithersburg,Maryland,20877,"15906 Shady Grove
Gaithersburg, Maryland 20877
(39.117674, -77.183552)"
05/01/2017 12:00:00 AM,6435.00,1930.50,06/30/2017,Vape Social,16521 S Frederick Ave,,Gaithersburg,md,20877,"16521 S Frederick Ave
Gaithersburg, md 20877
(39.127036, -77.18416)"
04/01/2017 12:00:00 AM,55327.53,16598.25,05/15/2017,"McLane/Mid-Atlantic, Inc.",56 McLane Drive,,Fredericksburg,Virginia,22406,"56 McLane Drive
Fredericksburg, Virginia 22406
(38.347581, -77.494866)"
09/01/2015 12:00:00 AM,1565.86,469.75,11/09/2015,Elite Vape,11221 dolfield blvd #103,,Owings Mills,MD,21117,"11221 dolfield blvd #103
Owings Mills, MD 21117
(39.418594, -76.808844)"
08/01/2015 12:00:00 AM,1125.86,337.75,10/02/2015,Vapor worldwide,15906 Shady Grove,Suite A,Gaithersburg,Maryland,20877,"15906 Shady Grove
Gaithersburg, Maryland 20877
(39.117674, -77.183552)"
03/01/2017 12:00:00 AM,0.00,0.00,04/19/2017,The H.T. Hackney Co,118 Enterprise Drive,,Madison Heights,VA,24572,"118 Enterprise Drive
Madison Heights, VA 24572
(37.458987, -79.135375)"
11/01/2015 12:00:00 AM,4271.60,1281.48,12/31/2015,VapeCulture LLC,18959 Bonanza Way,,Gaithersburg,MD,20879,"18959 Bonanza Way
Gaithersburg, MD 20879
(39.167129, -77.170146)"
12/01/2016 12:00:00 AM,62.70,18.81,01/11/2017,Core-Mark Distributors Inc.,P.O.Box 21009,,Seattle,WA,98111,"P.O.Box 21009
Seattle, WA 98111"
06/01/2017 12:00:00 AM,4352.52,1305.75,07/08/2017,"Airpark Vapor, LLC",9871 Main Street,,Damascus,MD,20872,"9871 Main Street
Damascus, MD 20872
(39.288249, -77.203528)"
10/01/2016 12:00:00 AM,1437.93,431.37,11/16/2016,"Double Tree USA, Inc",1772 Sulphur Spring Road STE 103,,Halethorpe,Maryland,21227,"1772 Sulphur Spring Road STE 103
Halethorpe, Maryland 21227
(39.245154, -76.677997)"
10/01/2019 12:00:00 AM,4747.25,1424.17,11/08/2019,Core-Mark Midcontinent Inc.,"395 Oyster Point Blvd, Suite 415",,South San Francisco,California,94080,"395 Oyster Point Blvd, Suite 415
South San Francisco, California 94080
(37.6664, -122.383189)"
10/01/2015 12:00:00 AM,14945.48,4483.64,12/04/2015,MJ Vape LLC,19328 Montgomery Village Ave,,Gaithersburg,Maryland,20886,"19328 Montgomery Village Ave
Gaithersburg, Maryland 20886
(39.173257, -77.203734)"
11/01/2016 12:00:00 AM,3416.42,1024.92,12/03/2016,"Airpark Vapor, LLC",9871 Main Street,,Damascus,MD,20872,"9871 Main Street
Damascus, MD 20872
(39.288249, -77.203528)"
10/01/2019 12:00:00 AM,177692.73,53307.81,11/18/2019,"McLane/Mid-Atlantic, Inc.",56 McLane Drive,,Fredericksburg,Virginia,22406,"56 McLane Drive
Fredericksburg, Virginia 22406
(38.34753, -77.494939)"
11/01/2019 12:00:00 AM,15018.80,4505.64,12/04/2019,Status Smoke LLC,16125 Shady Grove Road,,Gaithersburg,MD,20877,"16125 Shady Grove Road
Gaithersburg, MD 20877
(39.120694, -77.179664)"
09/01/2015 12:00:00 AM,38.97,11.69,10/28/2015,The H.T. Hackney Co,118 Enterprise Drive,,Madison Heights,VA,24572,"118 Enterprise Drive
Madison Heights, VA 24572
(37.458987, -79.135375)"
11/01/2017 12:00:00 AM,1792.52,537.75,12/04/2017,Vape Ink LLC,765 Rockville Pike,Unit J,Rockville,Maryland,20852,"765 Rockville Pike
Rockville, Maryland 20852
(39.077807, -77.140618)"
01/01/2018 12:00:00 AM,0.00,0.00,02/05/2018,Cosmic Fog Vapors,3115 Airway Avenue,,Costa Mesa,CA,92626,"3115 Airway Avenue
Costa Mesa, CA 92626
(33.675106, -117.874326)"
02/01/2018 12:00:00 AM,17176.90,5153.07,03/06/2018,Century Distributors,15710 Crabbs Branch Way,,Rockville,Maryland,20855,"15710 Crabbs Branch Way
Rockville, Maryland 20855
(39.112354, -77.156356)"
07/01/2016 12:00:00 AM,1400.00,420.00,07/07/2017,Cosmic Fog Vapors,3115 Airway Avenue,,Costa Mesa,CA,92626,"3115 Airway Avenue
Costa Mesa, CA 92626
(33.675106, -117.874326)"
09/01/2017 12:00:00 AM,12662.30,3798.69,10/27/2017,MJ Vape LLC,19328 Montgomery Village Ave,,Gaithersburg,Maryland,20886,"19328 Montgomery Village Ave
Gaithersburg, Maryland 20886
(39.173257, -77.203734)"
06/01/2016 12:00:00 AM,1074.20,322.26,08/02/2016,Vape Ink LLC,765 Rockville Pike,Unit J,Rockville,Maryland,20852,"765 Rockville Pike
Rockville, Maryland 20852
(39.077807, -77.140618)"
06/01/2016 12:00:00 AM,1692.70,507.81,07/31/2016,VapeCulture LLC,18959 Bonanza Way,,Gaithersburg,MD,20879,"18959 Bonanza Way
Gaithersburg, MD 20879
(39.167129, -77.170146)"
11/01/2017 12:00:00 AM,0.00,0.00,12/15/2017,Cosmic Fog Vapors,3115 Airway Avenue,,Costa Mesa,CA,92626,"3115 Airway Avenue
Costa Mesa, CA 92626
(33.675106, -117.874326)"
12/01/2015 12:00:00 AM,0.00,0.00,01/11/2016,Walmart Stores Inc,702 SW 8th St Mail Stop 0555,,Bentonville,AR,72716,"702 SW 8th St Mail Stop 0555
Bentonville, AR 72716
(36.364272, -94.216793)"
