PermitID,StipulationID,PermitNumber,StipulationCode,StipulationDescription
3214,17,QPW6-201539-97,New AOL Stip,"Please observe, follow and obey all postings, restrictions and Traffic Rules and Regulations along the truck route you traverse/travel during movement and on all NYC and NYS bridges and elevated structures.  This permit does absolve the permittee of any responsibility for damage done to NYC and NYS bridges structural integrity due to this move. Note: *** Annual overweight permitted vehicles need to be legally-sized; legal dimensions not to exceed: 8 ft wide, 13 ft 6 in high and or 35 ft, single, or 55 ft, tractor trailer, long."
6911,18,F5L9-2018316-202,AOL type 3 & 4,"Please observe, follow and obey all postings, restrictions and Traffic Rules and Regulations along the truck route you traverse/travel during movement and on all NYC and NYS bridges and elevated structures. This permit does absolve the permittee of any responsibility for damage done to NYC and NYS bridges structural integrity due to this move. Note: ***** Annual overweight permitted vehicles need to be legally-sized; legal dimensions not to exceed: 8 ft wide, 13 ft 6 in high and or 35 ft, single, or 55 ft, tractor trailer, long.  ***** NOTE:   This vehicle is not permitted to travel on any movable or posted bridges throughout NYC"
5662,11,MFPI-2017123-161,Long Stip 14-10,"This permit is only approved based on the cranes axle weight and the spacing submitted to NYCDOT on the permit application.  It is the responsibility of Permittee to adjust the standard vehicle axle weight by removing any parts, such as Counter weight, Outrigger beams, etc. to meet the submitted axle weight. The crane is not permitted to travel on any movable or posted bridges throughout NYC. The crane must occupy 2 lanes on bridges. The crane is not permitted on Brooklyn Bridge. The crane is permitted on Outer Roadways on Williamsburg Bridge and not permitted on Inner Roadways; and permitted on Lower Inner Roadways on Queensboro Bridge and not permitted on Lower Outer Roadways and Upper Roadways. It is permitted on Williamsburg Bridge (OR), Queensboro Bridge (LIR) or Manhattan Bridge only when wind velocity is less than 30 MPH. This self-propelled crane must move with speed less than 10 mph, when the crane is on bridges. The crane is permitted only on the lower Roadway on Manhattan Bridge. The crane is not permitted on Upper Roadway.  Any change in the proposed crane weight or configuration on this permit will not be allowed. The crane must follow and obey all posted signs along the route regarding height restrictions, speed, weight, etc. - as well as all NYC Traffic Rules and Regulations. Obtain all necessary permits from other agencies such as Port Authority, NYSDOT, TBTA, etc. as applicable. Permittee is responsible for any repair for damage incurred to the bridges structure and any appurtenances caused by proposed crossing operations. The Crane must be escorted by vehicle weighting not more than 5000 pounds, 100 ft. behind the Crane. The crane is responsible to keep 100 feet behind the flow traffic. All Vehicles including NYC police shall not be allowed between the escort vehicle and the crane on the bridges."
6096,18,QL7F-201758-444,AOL type 3 & 4,"Please observe, follow and obey all postings, restrictions and Traffic Rules and Regulations along the truck route you traverse/travel during movement and on all NYC and NYS bridges and elevated structures. This permit does absolve the permittee of any responsibility for damage done to NYC and NYS bridges structural integrity due to this move. Note: ***** Annual overweight permitted vehicles need to be legally-sized; legal dimensions not to exceed: 8 ft wide, 13 ft 6 in high and or 35 ft, single, or 55 ft, tractor trailer, long.  ***** NOTE:   This vehicle is not permitted to travel on any movable or posted bridges throughout NYC"
4264,20,S6YL-20151022-906,AOL Lift tp 3&4,"Follow obey all postings, restrictions and Traffic Rules and Regs  along truck route you travel and on all NYC & NYS bridges & structures. This permit does absolve the permittee of responsibility for damage done to NYC and NYS bridges structural integrity due to this move. * Annual overweight permitted vehicles need to be legally-sized; dimensions not to exceed: 8 ft wide, 13 ft 6 in high and or 35 ft, single, or 55 ft, tractor trailer, long. Note: Lift axle must be down at all times when traveling on NYC Streets, not having the lift axle down will render this permit null and void. Max gross ""legal"" wt is 34,000 lbs+1,000 lbs per foot wheelbase; the gross ""legal"" wt is not to exceed 80,000lbs - *** This vehicle is not permitted to travel on any movable or posted bridges throughout NYC"
5552,18,RK6B-2017116-82,AOL type 3 & 4,"Please observe, follow and obey all postings, restrictions and Traffic Rules and Regulations along the truck route you traverse/travel during movement and on all NYC and NYS bridges and elevated structures. This permit does absolve the permittee of any responsibility for damage done to NYC and NYS bridges structural integrity due to this move. Note: ***** Annual overweight permitted vehicles need to be legally-sized; legal dimensions not to exceed: 8 ft wide, 13 ft 6 in high and or 35 ft, single, or 55 ft, tractor trailer, long.  ***** NOTE:   This vehicle is not permitted to travel on any movable or posted bridges throughout NYC"
2769,17,EVWI-2014111-1107,New AOL Stip,"Please observe, follow and obey all postings, restrictions and Traffic Rules and Regulations along the truck route you traverse/travel during movement and on all NYC and NYS bridges and elevated structures.  This permit does absolve the permittee of any responsibility for damage done to NYC and NYS bridges structural integrity due to this move. Note: *** Annual overweight permitted vehicles need to be legally-sized; legal dimensions not to exceed: 8 ft wide, 13 ft 6 in high and or 35 ft, single, or 55 ft, tractor trailer, long."
2619,17,X7BE-2014109-960,New AOL Stip,"Please observe, follow and obey all postings, restrictions and Traffic Rules and Regulations along the truck route you traverse/travel during movement and on all NYC and NYS bridges and elevated structures.  This permit does absolve the permittee of any responsibility for damage done to NYC and NYS bridges structural integrity due to this move. Note: *** Annual overweight permitted vehicles need to be legally-sized; legal dimensions not to exceed: 8 ft wide, 13 ft 6 in high and or 35 ft, single, or 55 ft, tractor trailer, long."
6553,9,K4CU-20171116-927,Long Stip 2014,"This permit is only approved based on the cranes axle weight and the spacing submitted to NYCDOT on the permit application.  It is the responsibility of Permittee to adjust the standard vehicle axle weight by removing any parts, such as Counter weight, Outrigger beams, etc. to meet the submitted axle weight. The crane is not permitted to travel on any movable or posted bridges throughout NYC. The crane must occupy 2 lanes on bridges. The crane is not permitted on Brooklyn Bridge. The crane is permitted on Outer Roadways on Williamsburg Bridge and not permitted on Inner Roadways; and permitted on Lower Inner Roadways on Queensboro Bridge and not permitted on Lower Outer Roadways and Upper Roadways. It is permitted on Williamsburg Bridge (OR), Queensboro Bridge (LIR) or Manhattan Bridge only when wind velocity is less than 30 MPH. This self-propelled crane must move with speed less than 5 mph, when the crane is on bridges. The crane is permitted only on the lower Roadway on Manhattan Bridge. The crane is not permitted on Upper Roadway.  Any change in the proposed crane weight or configuration on this permit will not be allowed. The crane must follow and obey all posted signs along the route regarding height restrictions, speed, weight, etc. - as well as all NYC Traffic Rules and Regulations. Obtain all necessary permits from other agencies such as Port Authority, NYSDOT, TBTA, etc. as applicable. Permittee is responsible for any repair for damage incurred to the bridges structure and any appurtenances caused by proposed crossing operations. The Crane must be escorted by vehicle weighting not more than 5000 pounds, 100 ft. behind the Crane. The crane is responsible to keep 100 feet behind the flow traffic. All Vehicles including NYC police shall not be allowed between the escort vehicle and the crane on the bridges."
2999,9,D3UQ-2015323-175,Long Stip 2014,"This permit is only approved based on the cranes axle weight and the spacing submitted to NYCDOT on the permit application.  It is the responsibility of Permittee to adjust the standard vehicle axle weight by removing any parts, such as Counter weight, Outrigger beams, etc. to meet the submitted axle weight. The crane is not permitted to travel on any movable or posted bridges throughout NYC. The crane must occupy 2 lanes on bridges. The crane is not permitted on Brooklyn Bridge. The crane is permitted on Outer Roadways on Williamsburg Bridge and not permitted on Inner Roadways; and permitted on Lower Inner Roadways on Queensboro Bridge and not permitted on Lower Outer Roadways and Upper Roadways. It is permitted on Williamsburg Bridge (OR), Queensboro Bridge (LIR) or Manhattan Bridge only when wind velocity is less than 30 MPH. This self-propelled crane must move with speed less than 5 mph, when the crane is on bridges. The crane is permitted only on the lower Roadway on Manhattan Bridge. The crane is not permitted on Upper Roadway.  Any change in the proposed crane weight or configuration on this permit will not be allowed. The crane must follow and obey all posted signs along the route regarding height restrictions, speed, weight, etc. - as well as all NYC Traffic Rules and Regulations. Obtain all necessary permits from other agencies such as Port Authority, NYSDOT, TBTA, etc. as applicable. Permittee is responsible for any repair for damage incurred to the bridges structure and any appurtenances caused by proposed crossing operations. The Crane must be escorted by vehicle weighting not more than 5000 pounds, 100 ft. behind the Crane. The crane is responsible to keep 100 feet behind the flow traffic. All Vehicles including NYC police shall not be allowed between the escort vehicle and the crane on the bridges."
2791,17,X7BE-2014109-975,New AOL Stip,"Please observe, follow and obey all postings, restrictions and Traffic Rules and Regulations along the truck route you traverse/travel during movement and on all NYC and NYS bridges and elevated structures.  This permit does absolve the permittee of any responsibility for damage done to NYC and NYS bridges structural integrity due to this move. Note: *** Annual overweight permitted vehicles need to be legally-sized; legal dimensions not to exceed: 8 ft wide, 13 ft 6 in high and or 35 ft, single, or 55 ft, tractor trailer, long."
3017,4,V8L7-20141213-1210,Bulk Milk,"Vehicles over 55 ft long must have clearance lights at 20 ft intervals along both sides when traveling at night. *** Please observe and follow all the engineering stipulations on this OD permit and obey all postings, restrictions and Traffic Rules and Regulations along the route during this move and on all NYC and NYS bridges and elevated structures. This permit does not in any way absolve the permittee of any responsibility for damage done to NYC and NYS bridges structural integrity due to this move.***"
5555,18,RK6B-2017116-85,AOL type 3 & 4,"Please observe, follow and obey all postings, restrictions and Traffic Rules and Regulations along the truck route you traverse/travel during movement and on all NYC and NYS bridges and elevated structures. This permit does absolve the permittee of any responsibility for damage done to NYC and NYS bridges structural integrity due to this move. Note: ***** Annual overweight permitted vehicles need to be legally-sized; legal dimensions not to exceed: 8 ft wide, 13 ft 6 in high and or 35 ft, single, or 55 ft, tractor trailer, long.  ***** NOTE:   This vehicle is not permitted to travel on any movable or posted bridges throughout NYC"
5898,13,MZLH-2017410-394,ShortStip 14-10,"This permit is only approved based on the cranes axle weight and the spacing submitted to NYCDOT on the permit application. The crane is not permitted on posted bridges, throughout the New York City. The crane must occupy two lanes on bridges. The crane is not permitted on Brooklyn Bridge. The crane is permitted on Outer Roadways on Williamsburg Bridge and not permitted on Inner Roadways. The crane is permitted on Lower Inner Roadways on Queensboro Bridge. The crane is not permitted on Lower Outer Roadways and Upper Roadways. The crane is permitted on Williamsburg Bridge (OR), Queensboro Bridge (LIR) or Manhattan Bridge only when wind velocity is less than 30 MPH. The permitted crane must move with speed less than 10 mph, when the crane is on a bridge. Any change in the proposed crane weight or configuration will not be allowed. The crane must follow and obey all posted signs along the route regarding height restrictions, speed, weight, etc. - as well as all NYC Traffic Rules and Regulations. Obtain all necessary permits from other agencies such as Port Authority, NYSDOT, TBTA, etc. as applicable. Permittee is responsible for any repair for damage incurred to the bridges structure and any appurtenances caused by proposed crossing operations."
7043,20,N9VM-2018615-325,AOL Lift tp 3&4,"Follow obey all postings, restrictions and Traffic Rules and Regs  along truck route you travel and on all NYC & NYS bridges & structures. This permit does absolve the permittee of responsibility for damage done to NYC and NYS bridges structural integrity due to this move. * Annual overweight permitted vehicles need to be legally-sized; dimensions not to exceed: 8 ft wide, 13 ft 6 in high and or 35 ft, single, or 55 ft, tractor trailer, long. Note: Lift axle must be down at all times when traveling on NYC Streets, not having the lift axle down will render this permit null and void. Max gross ""legal"" wt is 34,000 lbs+1,000 lbs per foot wheelbase; the gross ""legal"" wt is not to exceed 80,000lbs - *** This vehicle is not permitted to travel on any movable or posted bridges throughout NYC"
2848,7,QW9G-20141217-1251,Lift Axle Stip:,"Note: Lift axle must be down at all times when traveling on NYC Streets - *not having the lift axle down will render this permit null and void. * Max gross ""legal"" wt is 34,000 lbs+1,000 lbs per foot wheelbase; the gross ""legal"" wt is never to exceed 80,000lbs"
3196,17,YS1R-2015126-11,New AOL Stip,"Please observe, follow and obey all postings, restrictions and Traffic Rules and Regulations along the truck route you traverse/travel during movement and on all NYC and NYS bridges and elevated structures.  This permit does absolve the permittee of any responsibility for damage done to NYC and NYS bridges structural integrity due to this move. Note: *** Annual overweight permitted vehicles need to be legally-sized; legal dimensions not to exceed: 8 ft wide, 13 ft 6 in high and or 35 ft, single, or 55 ft, tractor trailer, long."
4895,9,Z9L7-2016321-283,Long Stip 2014,"This permit is only approved based on the cranes axle weight and the spacing submitted to NYCDOT on the permit application.  It is the responsibility of Permittee to adjust the standard vehicle axle weight by removing any parts, such as Counter weight, Outrigger beams, etc. to meet the submitted axle weight. The crane is not permitted to travel on any movable or posted bridges throughout NYC. The crane must occupy 2 lanes on bridges. The crane is not permitted on Brooklyn Bridge. The crane is permitted on Outer Roadways on Williamsburg Bridge and not permitted on Inner Roadways; and permitted on Lower Inner Roadways on Queensboro Bridge and not permitted on Lower Outer Roadways and Upper Roadways. It is permitted on Williamsburg Bridge (OR), Queensboro Bridge (LIR) or Manhattan Bridge only when wind velocity is less than 30 MPH. This self-propelled crane must move with speed less than 5 mph, when the crane is on bridges. The crane is permitted only on the lower Roadway on Manhattan Bridge. The crane is not permitted on Upper Roadway.  Any change in the proposed crane weight or configuration on this permit will not be allowed. The crane must follow and obey all posted signs along the route regarding height restrictions, speed, weight, etc. - as well as all NYC Traffic Rules and Regulations. Obtain all necessary permits from other agencies such as Port Authority, NYSDOT, TBTA, etc. as applicable. Permittee is responsible for any repair for damage incurred to the bridges structure and any appurtenances caused by proposed crossing operations. The Crane must be escorted by vehicle weighting not more than 5000 pounds, 100 ft. behind the Crane. The crane is responsible to keep 100 feet behind the flow traffic. All Vehicles including NYC police shall not be allowed between the escort vehicle and the crane on the bridges."
7013,20,M3IH-2018518-303,AOL Lift tp 3&4,"Follow obey all postings, restrictions and Traffic Rules and Regs  along truck route you travel and on all NYC & NYS bridges & structures. This permit does absolve the permittee of responsibility for damage done to NYC and NYS bridges structural integrity due to this move. * Annual overweight permitted vehicles need to be legally-sized; dimensions not to exceed: 8 ft wide, 13 ft 6 in high and or 35 ft, single, or 55 ft, tractor trailer, long. Note: Lift axle must be down at all times when traveling on NYC Streets, not having the lift axle down will render this permit null and void. Max gross ""legal"" wt is 34,000 lbs+1,000 lbs per foot wheelbase; the gross ""legal"" wt is not to exceed 80,000lbs - *** This vehicle is not permitted to travel on any movable or posted bridges throughout NYC"
5420,20,MLKJ-20161123-851,AOL Lift tp 3&4,"Follow obey all postings, restrictions and Traffic Rules and Regs  along truck route you travel and on all NYC & NYS bridges & structures. This permit does absolve the permittee of responsibility for damage done to NYC and NYS bridges structural integrity due to this move. * Annual overweight permitted vehicles need to be legally-sized; dimensions not to exceed: 8 ft wide, 13 ft 6 in high and or 35 ft, single, or 55 ft, tractor trailer, long. Note: Lift axle must be down at all times when traveling on NYC Streets, not having the lift axle down will render this permit null and void. Max gross ""legal"" wt is 34,000 lbs+1,000 lbs per foot wheelbase; the gross ""legal"" wt is not to exceed 80,000lbs - *** This vehicle is not permitted to travel on any movable or posted bridges throughout NYC"
3516,7,KUPW-2015711-609,Lift Axle Stip:,"Note: Lift axle must be down at all times when traveling on NYC Streets - *not having the lift axle down will render this permit null and void. * Max gross ""legal"" wt is 34,000 lbs+1,000 lbs per foot wheelbase; the gross ""legal"" wt is never to exceed 80,000lbs"
5724,9,AWL9-2017126-214,Long Stip 2014,"This permit is only approved based on the cranes axle weight and the spacing submitted to NYCDOT on the permit application.  It is the responsibility of Permittee to adjust the standard vehicle axle weight by removing any parts, such as Counter weight, Outrigger beams, etc. to meet the submitted axle weight. The crane is not permitted to travel on any movable or posted bridges throughout NYC. The crane must occupy 2 lanes on bridges. The crane is not permitted on Brooklyn Bridge. The crane is permitted on Outer Roadways on Williamsburg Bridge and not permitted on Inner Roadways; and permitted on Lower Inner Roadways on Queensboro Bridge and not permitted on Lower Outer Roadways and Upper Roadways. It is permitted on Williamsburg Bridge (OR), Queensboro Bridge (LIR) or Manhattan Bridge only when wind velocity is less than 30 MPH. This self-propelled crane must move with speed less than 5 mph, when the crane is on bridges. The crane is permitted only on the lower Roadway on Manhattan Bridge. The crane is not permitted on Upper Roadway.  Any change in the proposed crane weight or configuration on this permit will not be allowed. The crane must follow and obey all posted signs along the route regarding height restrictions, speed, weight, etc. - as well as all NYC Traffic Rules and Regulations. Obtain all necessary permits from other agencies such as Port Authority, NYSDOT, TBTA, etc. as applicable. Permittee is responsible for any repair for damage incurred to the bridges structure and any appurtenances caused by proposed crossing operations. The Crane must be escorted by vehicle weighting not more than 5000 pounds, 100 ft. behind the Crane. The crane is responsible to keep 100 feet behind the flow traffic. All Vehicles including NYC police shall not be allowed between the escort vehicle and the crane on the bridges."
4427,18,B2GR-20151122-1061,AOL type 3 & 4,"Please observe, follow and obey all postings, restrictions and Traffic Rules and Regulations along the truck route you traverse/travel during movement and on all NYC and NYS bridges and elevated structures. This permit does absolve the permittee of any responsibility for damage done to NYC and NYS bridges structural integrity due to this move. Note: ***** Annual overweight permitted vehicles need to be legally-sized; legal dimensions not to exceed: 8 ft wide, 13 ft 6 in high and or 35 ft, single, or 55 ft, tractor trailer, long.  ***** NOTE:   This vehicle is not permitted to travel on any movable or posted bridges throughout NYC"
5704,11,HHQ9-2017125-197,Long Stip 14-10,"This permit is only approved based on the cranes axle weight and the spacing submitted to NYCDOT on the permit application.  It is the responsibility of Permittee to adjust the standard vehicle axle weight by removing any parts, such as Counter weight, Outrigger beams, etc. to meet the submitted axle weight. The crane is not permitted to travel on any movable or posted bridges throughout NYC. The crane must occupy 2 lanes on bridges. The crane is not permitted on Brooklyn Bridge. The crane is permitted on Outer Roadways on Williamsburg Bridge and not permitted on Inner Roadways; and permitted on Lower Inner Roadways on Queensboro Bridge and not permitted on Lower Outer Roadways and Upper Roadways. It is permitted on Williamsburg Bridge (OR), Queensboro Bridge (LIR) or Manhattan Bridge only when wind velocity is less than 30 MPH. This self-propelled crane must move with speed less than 10 mph, when the crane is on bridges. The crane is permitted only on the lower Roadway on Manhattan Bridge. The crane is not permitted on Upper Roadway.  Any change in the proposed crane weight or configuration on this permit will not be allowed. The crane must follow and obey all posted signs along the route regarding height restrictions, speed, weight, etc. - as well as all NYC Traffic Rules and Regulations. Obtain all necessary permits from other agencies such as Port Authority, NYSDOT, TBTA, etc. as applicable. Permittee is responsible for any repair for damage incurred to the bridges structure and any appurtenances caused by proposed crossing operations. The Crane must be escorted by vehicle weighting not more than 5000 pounds, 100 ft. behind the Crane. The crane is responsible to keep 100 feet behind the flow traffic. All Vehicles including NYC police shall not be allowed between the escort vehicle and the crane on the bridges."
6165,20,RU7E-2017623-587,AOL Lift tp 3&4,"Follow obey all postings, restrictions and Traffic Rules and Regs  along truck route you travel and on all NYC & NYS bridges & structures. This permit does absolve the permittee of responsibility for damage done to NYC and NYS bridges structural integrity due to this move. * Annual overweight permitted vehicles need to be legally-sized; dimensions not to exceed: 8 ft wide, 13 ft 6 in high and or 35 ft, single, or 55 ft, tractor trailer, long. Note: Lift axle must be down at all times when traveling on NYC Streets, not having the lift axle down will render this permit null and void. Max gross ""legal"" wt is 34,000 lbs+1,000 lbs per foot wheelbase; the gross ""legal"" wt is not to exceed 80,000lbs - *** This vehicle is not permitted to travel on any movable or posted bridges throughout NYC"
6287,20,POB1-2017711-604,AOL Lift tp 3&4,"Follow obey all postings, restrictions and Traffic Rules and Regs  along truck route you travel and on all NYC & NYS bridges & structures. This permit does absolve the permittee of responsibility for damage done to NYC and NYS bridges structural integrity due to this move. * Annual overweight permitted vehicles need to be legally-sized; dimensions not to exceed: 8 ft wide, 13 ft 6 in high and or 35 ft, single, or 55 ft, tractor trailer, long. Note: Lift axle must be down at all times when traveling on NYC Streets, not having the lift axle down will render this permit null and void. Max gross ""legal"" wt is 34,000 lbs+1,000 lbs per foot wheelbase; the gross ""legal"" wt is not to exceed 80,000lbs - *** This vehicle is not permitted to travel on any movable or posted bridges throughout NYC"
4786,11,W3SX-2016516-342,Long Stip 14-10,"This permit is only approved based on the cranes axle weight and the spacing submitted to NYCDOT on the permit application.  It is the responsibility of Permittee to adjust the standard vehicle axle weight by removing any parts, such as Counter weight, Outrigger beams, etc. to meet the submitted axle weight. The crane is not permitted to travel on any movable or posted bridges throughout NYC. The crane must occupy 2 lanes on bridges. The crane is not permitted on Brooklyn Bridge. The crane is permitted on Outer Roadways on Williamsburg Bridge and not permitted on Inner Roadways; and permitted on Lower Inner Roadways on Queensboro Bridge and not permitted on Lower Outer Roadways and Upper Roadways. It is permitted on Williamsburg Bridge (OR), Queensboro Bridge (LIR) or Manhattan Bridge only when wind velocity is less than 30 MPH. This self-propelled crane must move with speed less than 10 mph, when the crane is on bridges. The crane is permitted only on the lower Roadway on Manhattan Bridge. The crane is not permitted on Upper Roadway.  Any change in the proposed crane weight or configuration on this permit will not be allowed. The crane must follow and obey all posted signs along the route regarding height restrictions, speed, weight, etc. - as well as all NYC Traffic Rules and Regulations. Obtain all necessary permits from other agencies such as Port Authority, NYSDOT, TBTA, etc. as applicable. Permittee is responsible for any repair for damage incurred to the bridges structure and any appurtenances caused by proposed crossing operations. The Crane must be escorted by vehicle weighting not more than 5000 pounds, 100 ft. behind the Crane. The crane is responsible to keep 100 feet behind the flow traffic. All Vehicles including NYC police shall not be allowed between the escort vehicle and the crane on the bridges."
3188,14,EODW-2015326-226,ShortStip 14-15,"This permit is only approved based on the cranes axle weight and the spacing submitted to NYCDOT on the permit application. The crane is not permitted on posted bridges, throughout the New York City. The crane must occupy two lanes on bridges. The crane is not permitted on Brooklyn Bridge. The crane is permitted on Outer Roadways on Williamsburg Bridge and not permitted on Inner Roadways. The crane is permitted on Lower Inner Roadways on Queensboro Bridge. The crane is not permitted on Lower Outer Roadways and Upper Roadways. The crane is permitted on Williamsburg Bridge (OR), Queensboro Bridge (LIR) or Manhattan Bridge only when wind velocity is less than 30 MPH. The permitted crane must move with speed less than 15 mph, when the crane is on a bridge. Any change in the proposed crane weight or configuration will not be allowed. The crane must follow and obey all posted signs along the route regarding height restrictions, speed, weight, etc. - as well as all NYC Traffic Rules and Regulations. Obtain all necessary permits from other agencies such as Port Authority, NYSDOT, TBTA, etc. as applicable. Permittee is responsible for any repair for damage incurred to the bridges structure and any appurtenances caused by proposed crossing operations."
3207,11,EODW-2015326-223,Long Stip 14-10,"This permit is only approved based on the cranes axle weight and the spacing submitted to NYCDOT on the permit application.  It is the responsibility of Permittee to adjust the standard vehicle axle weight by removing any parts, such as Counter weight, Outrigger beams, etc. to meet the submitted axle weight. The crane is not permitted to travel on any movable or posted bridges throughout NYC. The crane must occupy 2 lanes on bridges. The crane is not permitted on Brooklyn Bridge. The crane is permitted on Outer Roadways on Williamsburg Bridge and not permitted on Inner Roadways; and permitted on Lower Inner Roadways on Queensboro Bridge and not permitted on Lower Outer Roadways and Upper Roadways. It is permitted on Williamsburg Bridge (OR), Queensboro Bridge (LIR) or Manhattan Bridge only when wind velocity is less than 30 MPH. This self-propelled crane must move with speed less than 10 mph, when the crane is on bridges. The crane is permitted only on the lower Roadway on Manhattan Bridge. The crane is not permitted on Upper Roadway.  Any change in the proposed crane weight or configuration on this permit will not be allowed. The crane must follow and obey all posted signs along the route regarding height restrictions, speed, weight, etc. - as well as all NYC Traffic Rules and Regulations. Obtain all necessary permits from other agencies such as Port Authority, NYSDOT, TBTA, etc. as applicable. Permittee is responsible for any repair for damage incurred to the bridges structure and any appurtenances caused by proposed crossing operations. The Crane must be escorted by vehicle weighting not more than 5000 pounds, 100 ft. behind the Crane. The crane is responsible to keep 100 feet behind the flow traffic. All Vehicles including NYC police shall not be allowed between the escort vehicle and the crane on the bridges."
3001,9,D3UQ-2015323-177,Long Stip 2014,"This permit is only approved based on the cranes axle weight and the spacing submitted to NYCDOT on the permit application.  It is the responsibility of Permittee to adjust the standard vehicle axle weight by removing any parts, such as Counter weight, Outrigger beams, etc. to meet the submitted axle weight. The crane is not permitted to travel on any movable or posted bridges throughout NYC. The crane must occupy 2 lanes on bridges. The crane is not permitted on Brooklyn Bridge. The crane is permitted on Outer Roadways on Williamsburg Bridge and not permitted on Inner Roadways; and permitted on Lower Inner Roadways on Queensboro Bridge and not permitted on Lower Outer Roadways and Upper Roadways. It is permitted on Williamsburg Bridge (OR), Queensboro Bridge (LIR) or Manhattan Bridge only when wind velocity is less than 30 MPH. This self-propelled crane must move with speed less than 5 mph, when the crane is on bridges. The crane is permitted only on the lower Roadway on Manhattan Bridge. The crane is not permitted on Upper Roadway.  Any change in the proposed crane weight or configuration on this permit will not be allowed. The crane must follow and obey all posted signs along the route regarding height restrictions, speed, weight, etc. - as well as all NYC Traffic Rules and Regulations. Obtain all necessary permits from other agencies such as Port Authority, NYSDOT, TBTA, etc. as applicable. Permittee is responsible for any repair for damage incurred to the bridges structure and any appurtenances caused by proposed crossing operations. The Crane must be escorted by vehicle weighting not more than 5000 pounds, 100 ft. behind the Crane. The crane is responsible to keep 100 feet behind the flow traffic. All Vehicles including NYC police shall not be allowed between the escort vehicle and the crane on the bridges."
2632,17,EVWI-2014111-986,New AOL Stip,"Please observe, follow and obey all postings, restrictions and Traffic Rules and Regulations along the truck route you traverse/travel during movement and on all NYC and NYS bridges and elevated structures.  This permit does absolve the permittee of any responsibility for damage done to NYC and NYS bridges structural integrity due to this move. Note: *** Annual overweight permitted vehicles need to be legally-sized; legal dimensions not to exceed: 8 ft wide, 13 ft 6 in high and or 35 ft, single, or 55 ft, tractor trailer, long."
5658,9,CHPS-2017127-218,Long Stip 2014,"This permit is only approved based on the cranes axle weight and the spacing submitted to NYCDOT on the permit application.  It is the responsibility of Permittee to adjust the standard vehicle axle weight by removing any parts, such as Counter weight, Outrigger beams, etc. to meet the submitted axle weight. The crane is not permitted to travel on any movable or posted bridges throughout NYC. The crane must occupy 2 lanes on bridges. The crane is not permitted on Brooklyn Bridge. The crane is permitted on Outer Roadways on Williamsburg Bridge and not permitted on Inner Roadways; and permitted on Lower Inner Roadways on Queensboro Bridge and not permitted on Lower Outer Roadways and Upper Roadways. It is permitted on Williamsburg Bridge (OR), Queensboro Bridge (LIR) or Manhattan Bridge only when wind velocity is less than 30 MPH. This self-propelled crane must move with speed less than 5 mph, when the crane is on bridges. The crane is permitted only on the lower Roadway on Manhattan Bridge. The crane is not permitted on Upper Roadway.  Any change in the proposed crane weight or configuration on this permit will not be allowed. The crane must follow and obey all posted signs along the route regarding height restrictions, speed, weight, etc. - as well as all NYC Traffic Rules and Regulations. Obtain all necessary permits from other agencies such as Port Authority, NYSDOT, TBTA, etc. as applicable. Permittee is responsible for any repair for damage incurred to the bridges structure and any appurtenances caused by proposed crossing operations. The Crane must be escorted by vehicle weighting not more than 5000 pounds, 100 ft. behind the Crane. The crane is responsible to keep 100 feet behind the flow traffic. All Vehicles including NYC police shall not be allowed between the escort vehicle and the crane on the bridges."
6071,20,CI54-2017310-328,AOL Lift tp 3&4,"Follow obey all postings, restrictions and Traffic Rules and Regs  along truck route you travel and on all NYC & NYS bridges & structures. This permit does absolve the permittee of responsibility for damage done to NYC and NYS bridges structural integrity due to this move. * Annual overweight permitted vehicles need to be legally-sized; dimensions not to exceed: 8 ft wide, 13 ft 6 in high and or 35 ft, single, or 55 ft, tractor trailer, long. Note: Lift axle must be down at all times when traveling on NYC Streets, not having the lift axle down will render this permit null and void. Max gross ""legal"" wt is 34,000 lbs+1,000 lbs per foot wheelbase; the gross ""legal"" wt is not to exceed 80,000lbs - *** This vehicle is not permitted to travel on any movable or posted bridges throughout NYC"
3560,17,KUPW-2015711-594,New AOL Stip,"Please observe, follow and obey all postings, restrictions and Traffic Rules and Regulations along the truck route you traverse/travel during movement and on all NYC and NYS bridges and elevated structures.  This permit does absolve the permittee of any responsibility for damage done to NYC and NYS bridges structural integrity due to this move. Note: *** Annual overweight permitted vehicles need to be legally-sized; legal dimensions not to exceed: 8 ft wide, 13 ft 6 in high and or 35 ft, single, or 55 ft, tractor trailer, long."
4287,4,RLB6-2016114-126,Bulk Milk,"Vehicles over 55 ft long must have clearance lights at 20 ft intervals along both sides when traveling at night. *** Please observe and follow all the engineering stipulations on this OD permit and obey all postings, restrictions and Traffic Rules and Regulations along the route during this move and on all NYC and NYS bridges and elevated structures. This permit does not in any way absolve the permittee of any responsibility for damage done to NYC and NYS bridges structural integrity due to this move.***"
