Camera ID,Location Name,Camera Status,Turn on Date,Camera Manufacturer,ATD Location ID,Landmark,Signal Engineer Area,Council District,Jurisdiction,Location Type,Primary St Segment ID,Cross St Segment ID,Primary Street Block,Primary Street,PRIMARY_ST_AKA,Cross Street Block,Cross Street,CROSS_ST_AKA,COA Intersection ID,Modified Date,Location,IP Comm Status,IP Comm Status Date and Time,Longitude,Latitude,Published Screenshots,Screenshot Address,Funding,ID
72, GUADALUPE ST / 45TH ST,TURNED_ON,,Sarix,LOC16-000245,,CENTRAL,9,AUSTIN FULL PURPOSE,ROADWAY,,,4482, GUADALUPE ST,,501, 45TH ST,,5158333,03/07/2020 09:45:00 AM +0000,"(30.3108425, -97.7329788)",OFFLINE,03/07/2020 09:35:00 AM +0000,-97.7329788,30.3108425,, http://atdatmsweb2.austintexas.gov/CCTVImages/CCTV72.jpg,,582a41a05e304c982be5c55e
73, MARTIN LUTHER KING JR BLVD / CHESTNUT AVE,TURNED_ON,,Sarix,LOC16-000255,,NORTHEAST,1,AUSTIN FULL PURPOSE,ROADWAY,,,2300, MARTIN LUTHER KING JR BLVD,,1900, CHESTNUT AVE,,5160241,02/26/2020 05:11:00 PM +0000,"(30.2804375, -97.7172699)",ONLINE,01/25/2020 09:35:00 AM +0000,-97.7172699,30.2804375,, http://atdatmsweb2.austintexas.gov/CCTVImages/CCTV73.jpg,,582a41a05e304c982be5c55c
74, DEAN KEETON ST / SAN JACINTO BLVD,TURNED_ON,,Sarix,LOC16-000265,,CENTRAL,9,AUSTIN FULL PURPOSE,ROADWAY,,,400, DEAN KEETON ST,,2600, SAN JACINTO BLVD,,5158159,02/26/2020 05:11:00 PM +0000,"(30.2893162, -97.7346115)",ONLINE,01/09/2018 03:31:00 AM +0000,-97.7346115,30.2893162,, http://atdatmsweb2.austintexas.gov/CCTVImages/CCTV74.jpg,,582a41a05e304c982be5c55a
76, 38TH HALF ST / 35 SVRD,TURNED_ON,,Advidia,LOC16-000315,,CENTRAL,9,AUSTIN FULL PURPOSE,ROADWAY,,,1014, 38TH HALF ST,,3820,IH 35 SVRD,,5159923,02/26/2020 05:11:00 PM +0000,"(30.294981, -97.7197723)",ONLINE,11/26/2019 09:35:00 AM +0000,-97.7197723,30.294981,, http://atdatmsweb2.austintexas.gov/CCTVImages/CCTV76.jpg,None Identified,582a41a05e304c982be5c556
77, RED RIVER ST / 38TH HALF ST,TURNED_ON,,Sarix,LOC16-000335,,CENTRAL,9,AUSTIN FULL PURPOSE,ROADWAY,,,3808, RED RIVER ST,,800, 38TH HALF ST,,5159542,02/26/2020 05:11:00 PM +0000,"(30.2965431, -97.7231445)",ONLINE,01/09/2018 03:31:00 AM +0000,-97.7231445,30.2965431,, http://atdatmsweb2.austintexas.gov/CCTVImages/CCTV77.jpg,,582a41a05e304c982be5c554
78, DEAN KEETON ST / RED RIVER ST,TURNED_ON,,Sarix,LOC16-000345,,CENTRAL,"1,9",AUSTIN FULL PURPOSE,ROADWAY,,,928, DEAN KEETON ST,,2200, RED RIVER ST,,5159198,02/26/2020 05:11:00 PM +0000,"(30.2871666, -97.7267456)",ONLINE,01/09/2018 03:31:00 AM +0000,-97.7267456,30.2871666,, http://atdatmsweb2.austintexas.gov/CCTVImages/CCTV78.jpg,,582a41a05e304c982be5c552
89, 38TH ST / LAMAR BLVD,TURNED_ON,,Sarix,LOC16-000510,,CENTRAL,"10,9",AUSTIN FULL PURPOSE,ROADWAY,,,1000, 38TH ST,,3800, LAMAR BLVD,,5156777,02/26/2020 05:11:00 PM +0000,"(30.3051968, -97.7430496)",ONLINE,04/15/2018 08:30:00 AM +0000,-97.7430496,30.3051968,, http://atdatmsweb2.austintexas.gov/CCTVImages/CCTV89.jpg,,582a41a05e304c982be5c53c
90, LAMAR BLVD / 29TH ST,TURNED_ON,,Sarix,LOC16-000525,,CENTRAL,"10,9",AUSTIN FULL PURPOSE,ROADWAY,,,2900, LAMAR BLVD,,1001, 29TH ST,,5155961,02/26/2020 05:11:00 PM +0000,"(30.2981358, -97.7484741)",ONLINE,04/15/2018 08:30:00 AM +0000,-97.7484741,30.2981358,, http://atdatmsweb2.austintexas.gov/CCTVImages/CCTV90.jpg,,582a41a05e304c982be5c53a
92, LAMAR BLVD / 24TH ST,TURNED_ON,,Sarix,LOC16-000535,,CENTRAL,9,AUSTIN FULL PURPOSE,ROADWAY,,,2300, LAMAR BLVD,,1301, 24TH ST,,5155404,02/26/2020 05:11:00 PM +0000,"(30.2885342, -97.7527695)",ONLINE,01/20/2020 09:35:00 AM +0000,-97.7527695,30.2885342,, http://atdatmsweb2.austintexas.gov/CCTVImages/CCTV92.jpg,,582a41a05e304c982be5c536
93, LAMAR BLVD / MARTIN LUTHER KING JR BLVD,TURNED_ON,,Sarix,LOC16-000545,,CENTRAL,9,AUSTIN FULL PURPOSE,ROADWAY,,,1900, LAMAR BLVD,,1109, MARTIN LUTHER KING JR BLVD,,5155501,02/26/2020 05:11:00 PM +0000,"(30.2836018, -97.7520752)",ONLINE,01/09/2018 03:31:00 AM +0000,-97.7520752,30.2836018,, http://atdatmsweb2.austintexas.gov/CCTVImages/CCTV93.jpg,,582a41a05e304c982be5c534
94, LAMAR BLVD / 12TH ST,TURNED_ON,,Sarix,LOC16-000575,,CENTRAL,9,AUSTIN FULL PURPOSE,ROADWAY,,,1200, LAMAR BLVD,,1001, 12TH ST,,5155626,02/26/2020 05:11:00 PM +0000,"(30.2768974, -97.7513962)",ONLINE,06/27/2018 08:30:00 AM +0000,-97.7513962,30.2768974,, http://atdatmsweb2.austintexas.gov/CCTVImages/CCTV94.jpg,None Identified,582a41a05e304c982be5c532
98, LAMAR BLVD / OLTORF ST,TURNED_ON,,Sarix,LOC16-000610,,SOUTHWEST,5,AUSTIN FULL PURPOSE,ROADWAY,,,2059, LAMAR BLVD,,1401, OLTORF ST,,5153332,05/06/2020 08:45:00 AM +0000,"(30.2484131, -97.7699509)",OFFLINE,05/06/2020 08:35:00 AM +0000,-97.7699509,30.2484131,, http://atdatmsweb2.austintexas.gov/CCTVImages/CCTV98.jpg,,582a41a05e304c982be5c52a
96, 5TH ST / LAMAR BLVD,TURNED_ON,09/27/2017,Advidia,LOC16-000590,,CENTRAL,9,AUSTIN FULL PURPOSE,ROADWAY,,,926, 5TH ST,,500, LAMAR BLVD,,5155253,02/26/2020 05:11:00 PM +0000,"(30.2702904, -97.7546005)",ONLINE,02/23/2018 03:30:00 PM +0000,-97.7546005,30.2702904,, http://atdatmsweb2.austintexas.gov/CCTVImages/CCTV96.jpg,None Identified,582a41a05e304c982be5c52e
97, LAMAR BLVD / RIVERSIDE DR,TURNED_ON,,Sarix,LOC16-000595,,SOUTHWEST,5,AUSTIN FULL PURPOSE,ROADWAY,,,200, LAMAR BLVD,,1200, RIVERSIDE DR,,5154958,02/26/2020 05:11:00 PM +0000,"(30.2645245, -97.757103)",ONLINE,03/21/2019 08:35:00 AM +0000,-97.757103,30.2645245,, http://atdatmsweb2.austintexas.gov/CCTVImages/CCTV97.jpg,None Identified,582a41a05e304c982be5c52c
10, 35TH ST / JACKSON AVE,TURNED_ON,11/16/2016,Spectra Enhanced,LOC16-000530,,CENTRAL,10,AUSTIN FULL PURPOSE,ROADWAY,,,1914, 35TH ST,,3500, JACKSON AVE,,5154965,05/07/2020 08:45:00 AM +0000,"(30.3087349, -97.7558899)",ONLINE,05/07/2020 08:35:00 AM +0000,-97.7558899,30.3087349,, http://atdatmsweb2.austintexas.gov/CCTVImages/CCTV10.jpg,,582c83276703af1e2d14d77f
62,BLK (NW Corner),TURNED_ON,06/26/2017,Spectra Enhanced,LOC17-010385,NW Corner,CENTRAL,9,AUSTIN FULL PURPOSE,ROADWAY,,,,  ,,,  ,,5157068,05/01/2020 08:45:00 AM +0000,"(30.281803, -97.742011)",OFFLINE,05/01/2020 08:35:00 AM +0000,-97.742011,30.281803,, http://atdatmsweb2.austintexas.gov/CCTVImages/CCTV62.jpg,None Identified,582a41a15e304c982be5c572
95, 6TH ST / LAMAR BLVD,TURNED_ON,03/23/2020,Advidia,LOC16-000585,,CENTRAL,9,AUSTIN FULL PURPOSE,ROADWAY,,,900, 6TH ST,,500, LAMAR BLVD,,5155322,03/23/2020 07:10:00 PM +0000,"(30.2715378, -97.7539673)",ONLINE,01/09/2018 03:32:00 AM +0000,-97.7539673,30.2715378,, http://atdatmsweb2.austintexas.gov/CCTVImages/CCTV95.jpg,None Identified,582a41a05e304c982be5c530
31, BARTON SPRINGS RD / RIVERSIDE DR (OTC - NORTHWEST),TURNED_ON,,Sarix,LOC16-006990,OTC - NORTHWEST,SOUTHWEST,9,AUSTIN FULL PURPOSE,ROADWAY,,,400, BARTON SPRINGS RD,,301, RIVERSIDE DR,,,04/24/2020 08:45:00 AM +0000,"(30.257478, -97.748989)",ONLINE,04/24/2020 08:35:00 AM +0000,-97.748989,30.257478,, http://atdatmsweb2.austintexas.gov/CCTVImages/CCTV31.jpg,None Identified,582a41a15e304c982be5c5b0
101, BARTON SPRINGS RD / AZIE MORTON RD,TURNED_ON,09/27/2017,Advidia,LOC16-000645,,SOUTHWEST,5,AUSTIN FULL PURPOSE,ROADWAY,,,1901, BARTON SPRINGS RD,,401, AZIE MORTON RD,,5153923,05/01/2020 08:45:00 AM +0000,"(30.2647686, -97.7649841)",OFFLINE,05/01/2020 08:35:00 AM +0000,-97.7649841,30.2647686,, http://atdatmsweb2.austintexas.gov/CCTVImages/CCTV101.jpg,None Identified,582a41a05e304c982be5c524
82, ALLANDALE RD / BURNET RD (KOENIG LN),TURNED_ON,,Advidia,LOC16-000415,KOENIG LN,NORTHWEST,7,AUSTIN FULL PURPOSE,BUILDING,,,2100, ALLANDALE RD,,5900, BURNET RD,,5157162,03/13/2020 08:45:00 AM +0000,"(30.3348522, -97.7398224)",ONLINE,03/13/2020 08:35:00 AM +0000,-97.7398224,30.3348522,, http://atdatmsweb2.austintexas.gov/CCTVImages/CCTV82.jpg,None Identified,582a41a05e304c982be5c54a
64, MARTIN LUTHER KING JR BLVD / CONGRESS AVE,TURNED_ON,10/09/2017,Sarix,LOC16-000120,,CENTRAL,"1,9",AUSTIN FULL PURPOSE,ROADWAY,,,100, MARTIN LUTHER KING JR BLVD,,1800, CONGRESS AVE,,5157629,03/18/2020 08:45:00 AM +0000,"(30.2806873, -97.7381058)",OFFLINE,03/18/2020 08:35:00 AM +0000,-97.7381058,30.2806873,, http://atdatmsweb2.austintexas.gov/CCTVImages/CCTV64.jpg,None Identified,582a41a15e304c982be5c56e
80, ANDERSON LN / BURNET RD,TURNED_ON,,Sarix,LOC16-000385,,NORTHWEST,7,AUSTIN FULL PURPOSE,ROADWAY,,,2300, ANDERSON LN,,7900, BURNET RD,,5158455,02/26/2020 05:11:00 PM +0000,"(30.3561535, -97.730896)",ONLINE,07/12/2019 08:35:00 AM +0000,-97.730896,30.3561535,, http://atdatmsweb2.austintexas.gov/CCTVImages/CCTV80.jpg,,582a41a05e304c982be5c54e
763, LAMAR BLVD SVRD / RESEARCH BLVD SVRD,DESIRED,,,LOC16-003150,,NORTHEAST,"4,7",AUSTIN FULL PURPOSE,ROADWAY,,,7836, LAMAR BLVD SVRD,,7850, RESEARCH BLVD SVRD,,5160514,02/26/2020 05:11:00 PM +0000,"(30.3475475, -97.7131195)",OFFLINE,09/17/2019 05:00:00 AM +0000,-97.7131195,30.3475475,, http://atdatmsweb2.austintexas.gov/CCTVImages/CCTV763.jpg,None Identified,5d813e1d84fc800010cde2a6
83, BURNET RD / NORTH LOOP BLVD,TURNED_ON,06/26/2018,Sarix,LOC16-000430,,NORTHWEST,7,AUSTIN FULL PURPOSE,ROADWAY,,,5300, BURNET RD,,1631, NORTH LOOP BLVD,,5157233,02/26/2020 05:11:00 PM +0000,"(30.3258514, -97.7396164)",ONLINE,01/19/2019 09:35:00 AM +0000,-97.7396164,30.3258514,, http://atdatmsweb2.austintexas.gov/CCTVImages/CCTV83.jpg,None Identified,582a41a05e304c982be5c548
88, LAMAR BLVD / 45TH ST,TURNED_ON,,Sarix,LOC16-000505,,CENTRAL,"10,9",AUSTIN FULL PURPOSE,ROADWAY,,,4400, LAMAR BLVD,,1001, 45TH ST,,5157553,02/26/2020 05:11:00 PM +0000,"(30.3134632, -97.7375946)",ONLINE,01/09/2018 03:31:00 AM +0000,-97.7375946,30.3134632,, http://atdatmsweb2.austintexas.gov/CCTVImages/CCTV88.jpg,,582a41a05e304c982be5c53e
102, CONGRESS AVE / BARTON SPRINGS RD,TURNED_ON,09/12/2019,Advidia,LOC16-000655,,SOUTHWEST,9,AUSTIN FULL PURPOSE,ROADWAY,,,300, CONGRESS AVE,,101, BARTON SPRINGS RD,,5156502,05/10/2020 08:45:00 AM +0000,"(30.2591114, -97.7461395)",OFFLINE,05/10/2020 08:35:00 AM +0000,-97.7461395,30.2591114,, http://atdatmsweb2.austintexas.gov/CCTVImages/CCTV102.jpg,None Identified,582a41a05e304c982be5c522
106, CESAR CHAVEZ ST / LAVACA ST,TURNED_ON,,Sarix,LOC16-000735,,CENTRAL,9,AUSTIN FULL PURPOSE,ROADWAY,,,300, CESAR CHAVEZ ST,,100, LAVACA ST,,5156353,02/26/2020 05:11:00 PM +0000,"(30.2640705, -97.7469406)",ONLINE,01/09/2018 03:31:00 AM +0000,-97.7469406,30.2640705,, http://atdatmsweb2.austintexas.gov/CCTVImages/CCTV106.jpg,,582a41a05e304c982be5c51a
108, GUADALUPE ST / 2ND ST,TURNED_ON,09/27/2017,Sarix,LOC16-000760,,CENTRAL,9,AUSTIN FULL PURPOSE,ROADWAY,,,200, GUADALUPE ST,,401, 2ND ST,,5156234,02/26/2020 05:11:00 PM +0000,"(30.2652874, -97.747673)",ONLINE,10/02/2019 08:35:00 AM +0000,-97.747673,30.2652874,, http://atdatmsweb2.austintexas.gov/CCTVImages/CCTV108.jpg,None Identified,582a41a05e304c982be5c516
109, CONGRESS AVE / 2ND ST,TURNED_ON,,Advidia,LOC16-000770,,CENTRAL,9,AUSTIN FULL PURPOSE,ROADWAY,,,200, CONGRESS AVE,,101, 2ND ST,,5156770,02/26/2020 05:11:00 PM +0000,"(30.2643204, -97.744194)",ONLINE,07/09/2019 08:35:00 AM +0000,-97.744194,30.2643204,, http://atdatmsweb2.austintexas.gov/CCTVImages/CCTV109.jpg,None Identified,582a41a05e304c982be5c514
112, AIRPORT BLVD / 45TH ST,TURNED_ON,07/17/2019,Advidia,LOC16-000840,,NORTHEAST,9,AUSTIN FULL PURPOSE,ROADWAY,,,4506, AIRPORT BLVD,,1028, 45TH ST,,5160322,02/26/2020 05:11:00 PM +0000,"(30.3036251, -97.7159805)",ONLINE,02/27/2018 03:30:00 PM +0000,-97.7159805,30.3036251,, http://atdatmsweb2.austintexas.gov/CCTVImages/CCTV112.jpg,None Identified,582a41a05e304c982be5c50e
114, LAMAR BLVD / LAMAR BLVD SVRD (BRODIE OAKS SHOPPING CENTER),TURNED_ON,,Sarix,LOC16-000910,BRODIE OAKS SHOPPING CENTER,SOUTHWEST,5,AUSTIN FULL PURPOSE,ROADWAY,,,3802, LAMAR BLVD,,4101, LAMAR BLVD SVRD,,5151029,02/26/2020 05:11:00 PM +0000,"(30.2362595, -97.7925873)",ONLINE,11/07/2018 09:35:00 AM +0000,-97.7925873,30.2362595,, http://atdatmsweb2.austintexas.gov/CCTVImages/CCTV114.jpg,,582a419f5e304c982be5c50a
116, MENCHACA RD / WILLIAM CANNON DR,TURNED_ON,,Sarix,LOC16-000960,,SOUTHWEST,5,AUSTIN FULL PURPOSE,ROADWAY,,,6800, MENCHACA RD,,2000, WILLIAM CANNON DR,,5149842,02/26/2020 05:11:00 PM +0000,"(30.2029133, -97.8069077)",ONLINE,01/24/2020 09:35:00 AM +0000,-97.8069077,30.2029133,, http://atdatmsweb2.austintexas.gov/CCTVImages/CCTV116.jpg,None Identified,582a419f5e304c982be5c506
117, MENCHACA RD / SLAUGHTER LN,TURNED_ON,01/30/2018,Advidia,LOC16-000975,,SOUTHWEST,5,AUSTIN FULL PURPOSE,ROADWAY,,,9614, MENCHACA RD,,2001, SLAUGHTER LN,,5148563,02/26/2020 05:11:00 PM +0000,"(30.1737366, -97.8237305)",ONLINE,11/07/2018 09:35:00 AM +0000,-97.8237305,30.1737366,, http://atdatmsweb2.austintexas.gov/CCTVImages/CCTV117.jpg,None Identified,582a419f5e304c982be5c504
120, 15TH ST / CONGRESS AVE,TURNED_ON,,Sarix,LOC16-001090,,CENTRAL,1,AUSTIN FULL PURPOSE,ROADWAY,,,100, 15TH ST,,1500, CONGRESS AVE,,5157428,02/26/2020 05:11:00 PM +0000,"(30.2769184, -97.7394943)",ONLINE,01/09/2018 03:31:00 AM +0000,-97.7394943,30.2769184,, http://atdatmsweb2.austintexas.gov/CCTVImages/CCTV120.jpg,,582a419f5e304c982be5c4fe
121, 15TH ST / TRINITY ST,TURNED_ON,,Sarix,LOC16-001100,,CENTRAL,1,AUSTIN FULL PURPOSE,ROADWAY,,,300, 15TH ST,,1400, TRINITY ST,,5157976,02/26/2020 05:11:00 PM +0000,"(30.2759418, -97.7360306)",ONLINE,05/11/2019 08:35:00 AM +0000,-97.7360306,30.2759418,, http://atdatmsweb2.austintexas.gov/CCTVImages/CCTV121.jpg,None Identified,582a419f5e304c982be5c4fc
111, AIRPORT BLVD / MARTIN LUTHER KING JR BLVD,TURNED_ON,,Advidia,LOC16-000815,,NORTHEAST,1,AUSTIN FULL PURPOSE,ROADWAY,,,1900, AIRPORT BLVD,,3200, MARTIN LUTHER KING JR BLVD,,5161612,04/09/2020 08:45:00 AM +0000,"(30.2825718, -97.703949)",OFFLINE,04/09/2020 08:35:00 AM +0000,-97.703949,30.2825718,, http://atdatmsweb2.austintexas.gov/CCTVImages/CCTV111.jpg,None Identified,582a41a05e304c982be5c510
104, CONGRESS AVE / OLTORF ST,TURNED_ON,03/11/2020,Advidia,LOC16-000710,,SOUTHWEST,"3,9",AUSTIN FULL PURPOSE,ROADWAY,,,2300, CONGRESS AVE,,101, OLTORF ST,,5155470,03/11/2020 10:33:00 PM +0000,"(30.23876, -97.7535172)",ONLINE,03/04/2020 09:35:00 AM +0000,-97.7535172,30.23876,, http://atdatmsweb2.austintexas.gov/CCTVImages/CCTV104.jpg,None Identified,582a41a05e304c982be5c51e
105, OLTORF ST / 1ST ST,TURNED_ON,,Sarix,LOC16-000720,,SOUTHWEST,"3,9",AUSTIN FULL PURPOSE,ROADWAY,,,600, OLTORF ST,,2301, 1ST ST,,5154726,03/21/2020 08:45:00 AM +0000,"(30.2421112, -97.7596207)",OFFLINE,03/21/2020 08:35:00 AM +0000,-97.7596207,30.2421112,, http://atdatmsweb2.austintexas.gov/CCTVImages/CCTV105.jpg,,582a41a05e304c982be5c51c
86, ANDERSON LN / SHOAL CREEK BLVD,TURNED_ON,,Sarix,LOC16-000470,,NORTHWEST,7,AUSTIN FULL PURPOSE,ROADWAY,,,3100, ANDERSON LN,,7900, SHOAL CREEK BLVD,,5156894,02/26/2020 05:11:00 PM +0000,"(30.361021, -97.7408447)",ONLINE,01/01/2019 09:35:00 AM +0000,-97.7408447,30.361021,, http://atdatmsweb2.austintexas.gov/CCTVImages/CCTV86.jpg,None Identified,582a41a05e304c982be5c542
110, AIRPORT BLVD / SPRINGDALE RD,TURNED_ON,,Sarix,LOC16-000795,,NORTHEAST,3,AUSTIN FULL PURPOSE,ROADWAY,,,1119, AIRPORT BLVD,,1000, SPRINGDALE RD,,5162623,02/26/2020 05:11:00 PM +0000,"(30.2656097, -97.6955109)",ONLINE,01/19/2020 09:35:00 AM +0000,-97.6955109,30.2656097,, http://atdatmsweb2.austintexas.gov/CCTVImages/CCTV110.jpg,None Identified,582a41a05e304c982be5c512
123, 15TH ST / 35 SVRD,TURNED_ON,,Sarix,LOC16-001115,,CENTRAL,1,AUSTIN FULL PURPOSE,ROADWAY,,,800, 15TH ST,,1500,IH 35 SVRD,,5158612,02/26/2020 05:11:00 PM +0000,"(30.2747765, -97.7317581)",ONLINE,01/09/2018 03:31:00 AM +0000,-97.7317581,30.2747765,, http://atdatmsweb2.austintexas.gov/CCTVImages/CCTV123.jpg,,582a419f5e304c982be5c4f8
126, CESAR CHAVEZ ST / WALTER SEAHOLM DR,TURNED_ON,09/20/2016,Sarix,LOC16-001170,,CENTRAL,9,AUSTIN FULL PURPOSE,ROADWAY,,,816, CESAR CHAVEZ ST,,100, WALTER SEAHOLM DR,,5155385,02/26/2020 05:11:00 PM +0000,"(30.266, -97.75353)",ONLINE,01/09/2018 03:32:00 AM +0000,-97.75353,30.266,, http://atdatmsweb2.austintexas.gov/CCTVImages/CCTV126.jpg,None Identified,582a419f5e304c982be5c4f2
122, 15TH ST / RED RIVER ST,TURNED_ON,,Sarix,LOC16-001105,,CENTRAL,1,AUSTIN FULL PURPOSE,ROADWAY,,,400, 15TH ST,,1500, RED RIVER ST,,5158186,04/16/2020 08:45:00 AM +0000,"(30.2756176, -97.734848)",ONLINE,04/16/2020 08:35:00 AM +0000,-97.734848,30.2756176,, http://atdatmsweb2.austintexas.gov/CCTVImages/CCTV122.jpg,,582a419f5e304c982be5c4fa
128, DESSAU RD / BRAKER LN (Shropshire),TURNED_ON,,Sarix,LOC16-001265,Shropshire,NORTHEAST,1,AUSTIN FULL PURPOSE,ROADWAY,,,11800, DESSAU RD,,1400, BRAKER LN,,5165721,02/26/2020 05:11:00 PM +0000,"(30.3772907, -97.6586609)",ONLINE,01/01/2019 09:35:00 AM +0000,-97.6586609,30.3772907,, http://atdatmsweb2.austintexas.gov/CCTVImages/CCTV128.jpg,None Identified,582a419f5e304c982be5c4ee
129, RED RIVER ST / 10TH ST,TURNED_ON,03/16/2018,Sarix,LOC16-001305,,CENTRAL,"1,9",AUSTIN FULL PURPOSE,ROADWAY,,,1000, RED RIVER ST,,500, 10TH ST,,5158042,02/26/2020 05:11:00 PM +0000,"(30.2702274, -97.7357712)",ONLINE,01/28/2020 09:35:00 AM +0000,-97.7357712,30.2702274,, http://atdatmsweb2.austintexas.gov/CCTVImages/CCTV129.jpg,None Identified,582a419f5e304c982be5c4ec
133, 6TH ST / CONGRESS AVE,TURNED_ON,,Sarix,LOC16-001480,,CENTRAL,9,AUSTIN FULL PURPOSE,ROADWAY,,,100, 6TH ST,,600, CONGRESS AVE,,5156982,03/30/2020 08:45:00 AM +0000,"(30.2680664, -97.7428131)",ONLINE,03/30/2020 08:35:00 AM +0000,-97.7428131,30.2680664,, http://atdatmsweb2.austintexas.gov/CCTVImages/CCTV133.jpg,None Identified,582a419f5e304c982be5c4e4
125, BARTON SPRINGS RD / DAWSON RD,TURNED_ON,,Sarix,LOC16-001150,,SOUTHWEST,9,AUSTIN FULL PURPOSE,ROADWAY,,,1100, BARTON SPRINGS RD,,501, DAWSON RD,,5155151,05/06/2020 08:45:00 AM +0000,"(30.2603436, -97.7557068)",OFFLINE,05/06/2020 08:35:00 AM +0000,-97.7557068,30.2603436,, http://atdatmsweb2.austintexas.gov/CCTVImages/CCTV125.jpg,,582a419f5e304c982be5c4f4
127, CONGRESS AVE / 11TH ST,TURNED_ON,,Advidia,LOC16-001235,,CENTRAL,1,AUSTIN FULL PURPOSE,ROADWAY,,,1000, CONGRESS AVE,,101, 11TH ST,,5157222,05/07/2020 08:45:00 AM +0000,"(30.2727489, -97.7411041)",ONLINE,05/07/2020 08:35:00 AM +0000,-97.7411041,30.2727489,, http://atdatmsweb2.austintexas.gov/CCTVImages/CCTV127.jpg,None Identified,582a419f5e304c982be5c4f0
137, PEARCE LN / ROSS RD,TURNED_ON,,Sarix,LOC16-001575,,SOUTHEAST,2,AUSTIN FULL PURPOSE,ROADWAY,,,12400, PEARCE LN,,5413, ROSS RD,,5168019,02/26/2020 05:11:00 PM +0000,"(30.1694298, -97.6231079)",ONLINE,06/07/2019 08:35:00 AM +0000,-97.6231079,30.1694298,, http://atdatmsweb2.austintexas.gov/CCTVImages/CCTV137.jpg,,582a419f5e304c982be5c4dc
141, 1ST ST / POWELL CIR,TURNED_ON,,Sarix,LOC16-001630,,SOUTHWEST,3,AUSTIN FULL PURPOSE,ROADWAY,,,2912, 1ST ST,,501, POWELL CIR,,5154173,02/26/2020 05:11:00 PM +0000,"(30.2352734, -97.7639542)",ONLINE,01/09/2018 03:31:00 AM +0000,-97.7639542,30.2352734,, http://atdatmsweb2.austintexas.gov/CCTVImages/CCTV141.jpg,,582a419f5e304c982be5c4d4
142, 7TH ST / 35 SVRD,VOID,,,LOC16-001640,,CENTRAL,"3,1,9",AUSTIN FULL PURPOSE,ROADWAY,,,700, 7TH ST,,700,IH 35 SVRD,,5158252,02/26/2020 05:11:00 PM +0000,"(30.2668209, -97.7346649)",ONLINE,01/09/2018 03:31:00 AM +0000,-97.7346649,30.2668209,, http://atdatmsweb2.austintexas.gov/CCTVImages/CCTV142.jpg,None Identified,582a419f5e304c982be5c4d2
124, CONGRESS AVE / ELIZABETH ST,TURNED_ON,,Sarix,LOC16-001120,,SOUTHWEST,9,AUSTIN FULL PURPOSE,ROADWAY,,,1500, CONGRESS AVE,,101, ELIZABETH ST,,5155942,03/04/2020 09:45:00 AM +0000,"(30.2489243, -97.749939)",ONLINE,03/04/2020 09:35:00 AM +0000,-97.749939,30.2489243,, http://atdatmsweb2.austintexas.gov/CCTVImages/CCTV124.jpg,None Identified,582a419f5e304c982be5c4f6
140, 12TH ST / 35 SVRD,TURNED_ON,,Advidia,LOC16-001615,,CENTRAL,1,AUSTIN FULL PURPOSE,ROADWAY,,,718, 12TH ST,,1200,IH 35 SVRD,,5158498,03/05/2020 10:49:00 PM +0000,"(30.2718334, -97.7327881)",ONLINE,05/11/2019 08:35:00 AM +0000,-97.7327881,30.2718334,, http://atdatmsweb2.austintexas.gov/CCTVImages/CCTV140.jpg,None Identified,582a419f5e304c982be5c4d6
130, LAVACA ST / 4TH ST,TURNED_ON,03/06/2020,Advidia,LOC16-001405,,CENTRAL,9,AUSTIN FULL PURPOSE,ROADWAY,,,400, LAVACA ST,,301, 4TH ST,,5156508,03/06/2020 06:50:00 PM +0000,"(30.2668762, -97.7458725)",ONLINE,03/06/2020 09:35:00 AM +0000,-97.7458725,30.2668762,, http://atdatmsweb2.austintexas.gov/CCTVImages/CCTV130.jpg,None Identified,582a419f5e304c982be5c4ea
131, 7TH ST / SAN JACINTO BLVD,TURNED_ON,,Sarix,LOC16-001440,,CENTRAL,9,AUSTIN FULL PURPOSE,ROADWAY,,,200, 7TH ST,,700, SAN JACINTO BLVD,,5157390,02/26/2020 05:11:00 PM +0000,"(30.2682953, -97.740036)",ONLINE,10/04/2019 08:35:00 AM +0000,-97.740036,30.2682953,, http://atdatmsweb2.austintexas.gov/CCTVImages/CCTV131.jpg,,582a419f5e304c982be5c4e8
144, RIVERSIDE DR / FARO DR,TURNED_ON,,Sarix,LOC16-001650,,SOUTHWEST,3,AUSTIN FULL PURPOSE,ROADWAY,,,5200, RIVERSIDE DR,,1901, FARO DR,,5160906,02/26/2020 05:11:00 PM +0000,"(30.2295113, -97.7126312)",ONLINE,07/21/2018 08:30:00 AM +0000,-97.7126312,30.2295113,, http://atdatmsweb2.austintexas.gov/CCTVImages/CCTV144.jpg,,582a419f5e304c982be5c4ce
145, 11TH ST / 35 SVRD,TURNED_ON,,Sarix,LOC16-001670,,CENTRAL,1,AUSTIN FULL PURPOSE,ROADWAY,,,718, 11TH ST,,1100,IH 35 SVRD,,5158544,02/26/2020 05:11:00 PM +0000,"(30.2703285, -97.7324753)",ONLINE,04/10/2019 08:35:00 AM +0000,-97.7324753,30.2703285,, http://atdatmsweb2.austintexas.gov/CCTVImages/CCTV145.jpg,,582a419f5e304c982be5c4cc
